provincia,canton,disponibilidad_hospitalizacion,disponibilidad_uci,disponibilidad_hospitalizacion_covid,disponibilidad_uci_adulto_covid,porcentaje_ocupadas_hospitalizacion,porcentaje_ocupadas_uci,porcentaje_ocupadas_hospitalizacion_covid,porcentaje_ocupadas_uci_adulto_covid,created_at
El Oro,Huaquillas,28,0,12,0,32,0,25,0,03/09/2020
El Oro,Huaquillas,28,0,12,0,32,0,17,0,10/09/2020
El Oro,Huaquillas,28,0,12,0,18,0,25,0,17/09/2020
El Oro,Huaquillas,28,0,12,0,18,0,25,0,24/09/2020
El Oro,Huaquillas,28,0,12,0,29,0,8,0,30/09/2020
El Oro,Huaquillas,28,0,12,0,32,0,25,0,08/10/2020
El Oro,Huaquillas,28,0,12,0,43,0,25,0,15/10/2020
El Oro,Huaquillas,28,0,12,0,43,0,25,0,22/10/2020
El Oro,Huaquillas,28,0,12,0,25,0,8,0,29/10/2020
El Oro,Huaquillas,28,0,12,0,32,0,8,0,05/11/2020
El Oro,Huaquillas,28,0,12,0,46,0,33,0,12/11/2020
El Oro,Machala,23,0,4,0,61,0,0,0,07/04/2020
El Oro,Machala,194,0,58,9,0,0,79,78,18/04/2020
El Oro,Machala,132,0,62,12,0,0,81,100,26/04/2020
El Oro,Machala,131,0,63,12,0,0,86,58,07/05/2020
El Oro,Machala,131,0,63,12,0,0,87,67,14/05/2020
El Oro,Machala,131,0,63,12,0,0,83,67,21/05/2020
El Oro,Machala,131,0,63,12,0,0,90,67,28/05/2020
El Oro,Machala,131,0,63,12,0,0,73,58,04/06/2020
El Oro,Machala,131,0,63,12,0,0,87,75,11/06/2020
El Oro,Machala,131,0,63,12,0,0,52,67,18/06/2020
El Oro,Machala,131,0,63,12,0,0,63,75,25/06/2020
El Oro,Machala,131,0,63,12,0,0,67,83,01/07/2020
El Oro,Machala,131,0,63,12,0,0,63,100,08/07/2020
El Oro,Machala,131,0,63,12,0,0,43,100,15/07/2020
El Oro,Machala,131,0,63,12,0,0,48,92,23/07/2020
El Oro,Machala,131,0,63,12,0,0,40,67,30/07/2020
El Oro,Machala,131,0,63,12,0,0,49,83,06/08/2020
El Oro,Machala,131,0,63,12,0,0,41,83,13/08/2020
El Oro,Machala,131,0,63,12,0,0,56,83,20/08/2020
El Oro,Machala,131,0,63,12,0,0,38,83,27/08/2020
El Oro,Machala,131,0,63,0,0,0,48,0,03/09/2020
El Oro,Machala,131,0,63,12,0,0,48,58,10/09/2020
El Oro,Machala,131,0,63,12,0,0,48,75,17/09/2020
El Oro,Machala,131,0,63,12,0,0,37,58,24/09/2020
El Oro,Machala,131,0,63,12,0,0,25,100,30/09/2020
El Oro,Machala,159,0,35,10,0,0,26,80,08/10/2020
El Oro,Machala,159,0,35,10,0,0,29,100,15/10/2020
El Oro,Machala,159,0,35,10,0,0,29,100,22/10/2020
El Oro,Machala,159,0,35,10,0,0,46,80,29/10/2020
El Oro,Machala,159,0,35,10,0,0,23,60,05/11/2020
El Oro,Machala,94,0,20,8,0,0,75,75,12/11/2020
El Oro,Pasaje,65,0,6,0,78,0,0,0,07/04/2020
El Oro,Pasaje,65,0,6,0,52,0,0,0,18/04/2020
El Oro,Pasaje,59,0,6,0,78,0,100,0,26/04/2020
El Oro,Pasaje,62,0,10,0,77,0,80,0,07/05/2020
El Oro,Pasaje,62,0,10,0,77,0,90,0,14/05/2020
El Oro,Pasaje,62,0,10,0,79,0,40,0,21/05/2020
El Oro,Pasaje,62,0,10,0,77,0,40,0,28/05/2020
El Oro,Pasaje,62,0,10,0,87,0,30,0,04/06/2020
El Oro,Pasaje,62,0,10,0,82,0,60,0,11/06/2020
El Oro,Pasaje,62,0,10,0,66,0,50,0,18/06/2020
El Oro,Pasaje,62,0,10,0,84,0,60,0,25/06/2020
El Oro,Pasaje,62,0,10,0,74,0,40,0,01/07/2020
El Oro,Pasaje,62,0,10,0,76,0,20,0,08/07/2020
El Oro,Pasaje,62,0,10,0,81,0,20,0,15/07/2020
El Oro,Pasaje,65,0,10,0,74,0,30,0,23/07/2020
El Oro,Pasaje,65,0,10,0,75,0,20,0,30/07/2020
El Oro,Pasaje,65,0,10,0,68,0,60,0,06/08/2020
El Oro,Pasaje,65,0,10,0,66,0,20,0,13/08/2020
El Oro,Pasaje,65,0,10,0,75,0,40,0,20/08/2020
El Oro,Pasaje,65,0,10,0,91,0,0,0,27/08/2020
El Oro,Pasaje,65,0,0,0,78,0,0,0,03/09/2020
El Oro,Pasaje,65,0,0,0,74,0,0,0,10/09/2020
El Oro,Pasaje,65,0,0,0,66,0,0,0,17/09/2020
El Oro,Pasaje,65,0,10,0,78,0,10,0,24/09/2020
El Oro,Pasaje,65,0,10,0,77,0,10,0,30/09/2020
El Oro,Pasaje,65,0,10,0,89,0,0,0,08/10/2020
El Oro,Pasaje,65,0,10,0,75,0,0,0,15/10/2020
El Oro,Pasaje,65,0,10,0,75,0,0,0,22/10/2020
El Oro,Pasaje,61,0,4,0,77,0,0,0,29/10/2020
El Oro,Pasaje,61,0,4,0,43,0,0,0,05/11/2020
El Oro,Pasaje,61,0,4,0,39,0,25,0,12/11/2020
El Oro,Piñas,19,0,2,0,11,0,0,0,07/04/2020
El Oro,Piñas,19,0,2,0,16,0,0,0,18/04/2020
El Oro,Piñas,17,0,2,0,18,0,0,0,26/04/2020
El Oro,Piñas,17,0,2,0,35,0,0,0,07/05/2020
El Oro,Piñas,17,0,2,0,41,0,0,0,14/05/2020
El Oro,Piñas,17,0,2,0,29,0,0,0,21/05/2020
El Oro,Piñas,17,0,2,0,47,0,0,0,28/05/2020
El Oro,Piñas,17,0,2,0,29,0,0,0,04/06/2020
El Oro,Piñas,17,0,2,0,65,0,0,0,11/06/2020
El Oro,Piñas,17,0,2,0,41,0,0,0,18/06/2020
El Oro,Piñas,17,0,2,0,59,0,0,0,25/06/2020
El Oro,Piñas,17,0,2,0,41,0,0,0,01/07/2020
El Oro,Piñas,17,0,2,0,29,0,0,0,08/07/2020
El Oro,Piñas,17,0,2,0,24,0,0,0,15/07/2020
El Oro,Piñas,17,0,2,0,59,0,0,0,23/07/2020
El Oro,Piñas,17,0,2,0,29,0,0,0,30/07/2020
El Oro,Piñas,17,0,2,0,53,0,0,0,06/08/2020
El Oro,Piñas,17,0,2,0,71,0,0,0,13/08/2020
El Oro,Piñas,17,0,2,0,59,0,0,0,20/08/2020
El Oro,Piñas,17,0,2,0,59,0,0,0,27/08/2020
El Oro,Piñas,17,0,2,0,59,0,0,0,03/09/2020
El Oro,Piñas,17,0,2,0,59,0,0,0,10/09/2020
El Oro,Piñas,17,0,2,0,24,0,0,0,17/09/2020
El Oro,Piñas,17,0,2,0,71,0,0,0,24/09/2020
El Oro,Piñas,17,0,2,0,47,0,0,0,30/09/2020
El Oro,Piñas,17,0,2,0,41,0,0,0,08/10/2020
El Oro,Piñas,17,0,2,0,88,0,0,0,15/10/2020
El Oro,Piñas,17,0,2,0,88,0,0,0,22/10/2020
El Oro,Piñas,17,0,2,0,82,0,0,0,29/10/2020
El Oro,Piñas,17,0,2,0,76,0,0,0,05/11/2020
El Oro,Piñas,17,0,2,0,71,0,0,0,12/11/2020
El Oro,Santa Rosa,108,2,9,0,40,0,0,0,07/04/2020
El Oro,Santa Rosa,108,2,9,0,44,0,33,0,18/04/2020
El Oro,Santa Rosa,98,2,10,0,68,0,100,0,26/04/2020
El Oro,Santa Rosa,96,2,16,0,59,0,94,0,07/05/2020
El Oro,Santa Rosa,96,2,16,0,95,100,100,0,14/05/2020
El Oro,Santa Rosa,96,2,16,0,52,100,63,0,21/05/2020
El Oro,Santa Rosa,96,2,16,0,79,50,81,0,28/05/2020
El Oro,Santa Rosa,96,2,16,0,76,100,31,0,04/06/2020
El Oro,Santa Rosa,96,2,16,0,77,100,50,0,11/06/2020
El Oro,Santa Rosa,96,2,16,0,65,100,31,0,18/06/2020
El Oro,Santa Rosa,96,2,16,0,80,100,38,0,25/06/2020
El Oro,Santa Rosa,96,2,16,0,72,100,38,0,01/07/2020
El Oro,Santa Rosa,96,2,16,0,79,100,63,0,08/07/2020
El Oro,Santa Rosa,96,2,16,0,69,100,25,0,15/07/2020
El Oro,Santa Rosa,93,2,19,0,81,100,42,0,23/07/2020
El Oro,Santa Rosa,93,2,15,0,77,100,73,0,30/07/2020
El Oro,Santa Rosa,93,2,15,0,78,100,67,0,06/08/2020
El Oro,Santa Rosa,93,2,15,0,69,100,80,0,13/08/2020
El Oro,Santa Rosa,93,2,15,0,71,100,20,0,20/08/2020
El Oro,Santa Rosa,93,2,15,0,80,100,40,0,27/08/2020
El Oro,Santa Rosa,93,2,15,2,78,100,27,100,03/09/2020
El Oro,Santa Rosa,93,2,15,0,87,100,60,0,10/09/2020
El Oro,Santa Rosa,93,2,15,0,57,100,33,0,17/09/2020
El Oro,Santa Rosa,93,2,15,0,65,50,7,0,24/09/2020
El Oro,Santa Rosa,93,2,15,0,62,50,60,0,30/09/2020
El Oro,Santa Rosa,93,2,15,0,48,50,20,0,08/10/2020
El Oro,Santa Rosa,93,2,15,0,66,50,13,0,15/10/2020
El Oro,Santa Rosa,93,2,15,0,66,50,13,0,22/10/2020
El Oro,Santa Rosa,93,2,15,0,42,0,7,0,29/10/2020
El Oro,Santa Rosa,93,2,15,0,45,50,27,0,05/11/2020
El Oro,Santa Rosa,93,2,15,0,59,50,13,0,12/11/2020
El Oro,Zaruma,10,0,0,0,30,0,0,0,07/04/2020
El Oro,Zaruma,10,0,0,0,60,0,0,0,18/04/2020
El Oro,Zaruma,10,0,0,0,60,0,0,0,26/04/2020
El Oro,Zaruma,10,0,0,0,60,0,0,0,07/05/2020
El Oro,Zaruma,10,0,0,0,60,0,0,0,14/05/2020
El Oro,Zaruma,10,0,0,0,100,0,0,0,21/05/2020
El Oro,Zaruma,10,0,0,0,70,0,0,0,28/05/2020
El Oro,Zaruma,10,0,0,0,70,0,0,0,04/06/2020
El Oro,Zaruma,10,0,0,0,50,0,0,0,11/06/2020
El Oro,Zaruma,10,0,0,0,20,0,0,0,18/06/2020
El Oro,Zaruma,10,0,0,0,60,0,0,0,25/06/2020
El Oro,Zaruma,10,0,0,0,90,0,0,0,01/07/2020
El Oro,Zaruma,10,0,0,0,70,0,0,0,08/07/2020
El Oro,Zaruma,10,0,0,0,70,0,0,0,15/07/2020
El Oro,Zaruma,10,0,0,0,40,0,0,0,23/07/2020
El Oro,Zaruma,10,0,0,0,60,0,0,0,30/07/2020
El Oro,Zaruma,10,0,0,0,80,0,0,0,06/08/2020
El Oro,Zaruma,10,0,0,0,80,0,0,0,13/08/2020
El Oro,Zaruma,10,0,0,0,60,0,0,0,20/08/2020
El Oro,Zaruma,10,0,0,0,40,0,0,0,27/08/2020
El Oro,Zaruma,10,0,0,0,50,0,0,0,03/09/2020
El Oro,Zaruma,10,0,0,0,100,0,0,0,10/09/2020
El Oro,Zaruma,10,0,0,0,50,0,0,0,17/09/2020
El Oro,Zaruma,10,0,0,0,70,0,0,0,24/09/2020
El Oro,Zaruma,10,0,0,0,90,0,0,0,30/09/2020
El Oro,Zaruma,10,0,0,0,100,0,0,0,08/10/2020
El Oro,Zaruma,10,0,0,0,80,0,0,0,15/10/2020
El Oro,Zaruma,10,0,0,0,80,0,0,0,22/10/2020
El Oro,Zaruma,10,0,0,0,50,0,0,0,29/10/2020
El Oro,Zaruma,10,0,0,0,80,0,0,0,05/11/2020
El Oro,Zaruma,10,0,0,0,100,0,0,0,12/11/2020
Esmeraldas,Atacames,19,0,0,0,32,0,0,0,07/04/2020
Esmeraldas,Atacames,19,0,0,0,21,0,0,0,18/04/2020
Esmeraldas,Atacames,19,0,0,0,42,0,0,0,26/04/2020
Esmeraldas,Atacames,19,0,0,0,58,0,0,0,07/05/2020
Esmeraldas,Atacames,19,0,0,0,42,0,0,0,14/05/2020
Esmeraldas,Atacames,19,0,0,0,37,0,0,0,21/05/2020
Esmeraldas,Atacames,19,0,0,0,32,0,0,0,28/05/2020
Esmeraldas,Atacames,19,0,0,0,58,0,0,0,04/06/2020
Esmeraldas,Atacames,19,0,3,0,42,0,0,0,11/06/2020
Esmeraldas,Atacames,19,0,3,0,42,0,33,0,18/06/2020
Esmeraldas,Atacames,19,0,3,0,63,0,100,0,25/06/2020
Esmeraldas,Atacames,19,0,3,0,47,0,100,0,01/07/2020
Esmeraldas,Atacames,19,0,5,0,58,0,80,0,08/07/2020
Esmeraldas,Atacames,19,0,5,0,47,0,40,0,15/07/2020
Esmeraldas,Atacames,19,0,4,0,63,0,50,0,23/07/2020
Esmeraldas,Atacames,19,0,4,0,37,0,75,0,30/07/2020
Esmeraldas,Atacames,19,0,8,0,42,0,13,0,06/08/2020
Esmeraldas,Atacames,19,0,8,0,32,0,38,0,13/08/2020
Esmeraldas,Atacames,19,0,8,0,42,0,25,0,20/08/2020
Esmeraldas,Atacames,19,0,8,0,58,0,25,0,27/08/2020
Esmeraldas,Atacames,19,0,8,0,63,0,0,0,03/09/2020
Esmeraldas,Atacames,19,0,8,0,58,0,0,0,10/09/2020
Esmeraldas,Atacames,19,0,8,0,68,0,13,0,17/09/2020
Esmeraldas,Atacames,19,0,8,0,63,0,25,0,24/09/2020
Esmeraldas,Atacames,19,0,8,0,58,0,25,0,30/09/2020
Esmeraldas,Atacames,19,0,8,0,21,0,13,0,08/10/2020
Esmeraldas,Atacames,19,0,8,0,53,0,25,0,15/10/2020
Esmeraldas,Atacames,19,0,8,0,53,0,25,0,22/10/2020
Esmeraldas,Atacames,19,0,8,0,37,0,0,0,29/10/2020
Esmeraldas,Atacames,19,0,8,0,74,0,13,0,05/11/2020
Esmeraldas,Atacames,19,0,8,0,42,0,13,0,12/11/2020
Esmeraldas,Eloy Alfaro,38,0,6,0,29,0,0,0,07/04/2020
Esmeraldas,Eloy Alfaro,38,0,4,0,18,0,0,0,18/04/2020
Esmeraldas,Eloy Alfaro,38,0,4,0,32,0,0,0,26/04/2020
Esmeraldas,Eloy Alfaro,38,0,2,0,26,0,50,0,07/05/2020
Esmeraldas,Eloy Alfaro,38,0,4,0,24,0,0,0,14/05/2020
Esmeraldas,Eloy Alfaro,38,0,4,0,13,0,25,0,21/05/2020
Esmeraldas,Eloy Alfaro,38,0,4,0,29,0,25,0,28/05/2020
Esmeraldas,Eloy Alfaro,38,0,4,0,29,0,50,0,04/06/2020
Esmeraldas,Eloy Alfaro,38,0,0,0,47,0,0,0,11/06/2020
Esmeraldas,Eloy Alfaro,38,0,0,0,21,0,0,0,18/06/2020
Esmeraldas,Eloy Alfaro,38,0,0,0,34,0,0,0,25/06/2020
Esmeraldas,Eloy Alfaro,38,0,0,0,32,0,0,0,01/07/2020
Esmeraldas,Eloy Alfaro,38,0,3,0,24,0,33,0,08/07/2020
Esmeraldas,Eloy Alfaro,38,0,3,0,37,0,0,0,15/07/2020
Esmeraldas,Eloy Alfaro,38,0,3,0,26,0,0,0,23/07/2020
Esmeraldas,Eloy Alfaro,38,0,3,0,42,0,0,0,30/07/2020
Esmeraldas,Eloy Alfaro,38,0,3,0,32,0,0,0,06/08/2020
Esmeraldas,Eloy Alfaro,38,0,3,0,26,0,0,0,13/08/2020
Esmeraldas,Eloy Alfaro,38,0,3,0,24,0,0,0,20/08/2020
Esmeraldas,Eloy Alfaro,38,0,3,0,42,0,0,0,27/08/2020
Esmeraldas,Eloy Alfaro,38,0,3,0,29,0,0,0,03/09/2020
Esmeraldas,Eloy Alfaro,38,0,3,0,21,0,0,0,10/09/2020
Esmeraldas,Eloy Alfaro,38,0,3,0,34,0,0,0,17/09/2020
Esmeraldas,Eloy Alfaro,38,0,3,0,50,0,0,0,24/09/2020
Esmeraldas,Eloy Alfaro,38,0,3,0,45,0,0,0,30/09/2020
Esmeraldas,Eloy Alfaro,38,0,3,0,45,0,0,0,08/10/2020
Esmeraldas,Eloy Alfaro,38,0,3,0,37,0,0,0,15/10/2020
Esmeraldas,Eloy Alfaro,38,0,3,0,37,0,0,0,22/10/2020
Esmeraldas,Eloy Alfaro,38,0,3,0,24,0,0,0,29/10/2020
Esmeraldas,Eloy Alfaro,38,0,3,0,29,0,0,0,05/11/2020
Esmeraldas,Eloy Alfaro,38,0,3,0,29,0,0,0,12/11/2020
Esmeraldas,Esmeraldas,201,10,30,9,44,50,77,78,07/04/2020
Esmeraldas,Esmeraldas,97,10,94,30,72,0,30,47,18/04/2020
Esmeraldas,Esmeraldas,141,10,60,10,44,0,60,100,26/04/2020
Esmeraldas,Esmeraldas,137,10,64,10,71,0,72,90,07/05/2020
Esmeraldas,Esmeraldas,137,2,64,14,49,0,84,79,14/05/2020
Esmeraldas,Esmeraldas,137,2,64,14,39,0,72,86,21/05/2020
Esmeraldas,Esmeraldas,137,1,64,15,34,0,73,100,28/05/2020
Esmeraldas,Esmeraldas,137,1,64,16,40,0,63,88,04/06/2020
Esmeraldas,Esmeraldas,137,1,64,17,41,0,41,100,11/06/2020
Esmeraldas,Esmeraldas,137,1,64,20,40,0,44,85,18/06/2020
Esmeraldas,Esmeraldas,137,1,64,20,45,0,38,85,25/06/2020
Esmeraldas,Esmeraldas,137,1,64,20,44,0,38,90,01/07/2020
Esmeraldas,Esmeraldas,137,1,64,20,41,0,34,80,08/07/2020
Esmeraldas,Esmeraldas,137,1,64,20,42,0,28,80,15/07/2020
Esmeraldas,Esmeraldas,137,1,64,20,53,0,38,70,23/07/2020
Esmeraldas,Esmeraldas,137,1,64,20,48,0,34,55,30/07/2020
Esmeraldas,Esmeraldas,107,1,94,20,65,0,20,70,06/08/2020
Esmeraldas,Esmeraldas,107,1,94,20,64,0,17,45,13/08/2020
Esmeraldas,Esmeraldas,107,1,94,20,74,0,22,55,20/08/2020
Esmeraldas,Esmeraldas,107,1,95,20,61,0,14,55,27/08/2020
Esmeraldas,Esmeraldas,107,1,95,1,92,0,12,0,03/09/2020
Esmeraldas,Esmeraldas,107,10,89,10,73,30,11,80,10/09/2020
Esmeraldas,Esmeraldas,107,10,89,10,75,50,11,60,17/09/2020
Esmeraldas,Esmeraldas,107,10,89,10,79,50,13,90,24/09/2020
Esmeraldas,Esmeraldas,107,10,89,10,76,50,11,60,30/09/2020
Esmeraldas,Esmeraldas,107,10,89,10,90,90,8,40,08/10/2020
Esmeraldas,Esmeraldas,107,10,89,10,91,70,10,50,15/10/2020
Esmeraldas,Esmeraldas,107,10,89,10,91,70,10,50,22/10/2020
Esmeraldas,Esmeraldas,137,10,94,10,76,80,7,90,29/10/2020
Esmeraldas,Esmeraldas,137,10,94,10,63,80,2,50,05/11/2020
Esmeraldas,Esmeraldas,137,10,94,10,80,100,4,60,12/11/2020
Esmeraldas,Muisne,20,0,2,0,5,0,50,0,07/04/2020
Esmeraldas,Muisne,20,0,2,0,20,0,0,0,18/04/2020
Esmeraldas,Muisne,20,0,2,0,25,0,0,0,26/04/2020
Esmeraldas,Muisne,20,0,2,0,30,0,150,0,07/05/2020
Esmeraldas,Muisne,20,0,3,0,20,0,100,0,14/05/2020
Esmeraldas,Muisne,10,0,12,0,40,0,33,0,21/05/2020
Esmeraldas,Muisne,10,0,12,0,40,0,8,0,28/05/2020
Esmeraldas,Muisne,10,0,12,0,10,0,8,0,04/06/2020
Esmeraldas,Muisne,10,0,12,0,50,0,8,0,11/06/2020
Esmeraldas,Muisne,10,0,12,0,30,0,0,0,18/06/2020
Esmeraldas,Muisne,10,0,12,0,30,0,0,0,25/06/2020
Esmeraldas,Muisne,10,0,12,0,30,0,25,0,01/07/2020
Esmeraldas,Muisne,10,0,12,0,60,0,8,0,08/07/2020
Esmeraldas,Muisne,10,0,12,0,20,0,0,0,15/07/2020
Esmeraldas,Muisne,10,0,12,0,30,0,0,0,23/07/2020
Esmeraldas,Muisne,10,0,12,0,50,0,0,0,30/07/2020
Esmeraldas,Muisne,10,0,12,0,30,0,0,0,06/08/2020
Esmeraldas,Muisne,10,0,12,0,30,0,0,0,13/08/2020
Esmeraldas,Muisne,10,0,12,0,70,0,0,0,20/08/2020
Esmeraldas,Muisne,10,0,12,0,20,0,8,0,27/08/2020
Esmeraldas,Muisne,10,0,10,0,30,0,0,0,03/09/2020
Esmeraldas,Muisne,10,0,10,0,30,0,10,0,10/09/2020
Esmeraldas,Muisne,10,0,10,0,100,0,0,0,17/09/2020
Esmeraldas,Muisne,20,0,2,0,35,0,0,0,24/09/2020
Esmeraldas,Muisne,20,0,2,0,40,0,0,0,30/09/2020
Esmeraldas,Muisne,20,0,2,0,50,0,0,0,08/10/2020
Esmeraldas,Muisne,20,0,2,0,40,0,0,0,15/10/2020
Esmeraldas,Muisne,20,0,2,0,40,0,0,0,22/10/2020
Esmeraldas,Muisne,20,0,2,0,35,0,0,0,29/10/2020
Esmeraldas,Muisne,20,0,2,0,15,0,0,0,05/11/2020
Esmeraldas,Muisne,20,0,2,0,20,0,0,0,12/11/2020
Esmeraldas,Quinindé,22,0,0,0,59,0,0,0,07/04/2020
Esmeraldas,Quinindé,22,0,0,0,77,0,0,0,18/04/2020
Esmeraldas,Quinindé,22,0,0,0,68,0,0,0,26/04/2020
Esmeraldas,Quinindé,22,0,0,0,59,0,0,0,07/05/2020
Esmeraldas,Quinindé,22,0,0,0,77,0,0,0,14/05/2020
Esmeraldas,Quinindé,22,0,0,0,45,0,0,0,21/05/2020
Esmeraldas,Quinindé,22,0,0,0,50,0,0,0,28/05/2020
Esmeraldas,Quinindé,22,0,0,0,64,0,0,0,04/06/2020
Esmeraldas,Quinindé,22,0,0,0,73,0,0,0,11/06/2020
Esmeraldas,Quinindé,22,0,0,0,45,0,0,0,18/06/2020
Esmeraldas,Quinindé,22,0,0,0,77,0,0,0,25/06/2020
Esmeraldas,Quinindé,22,0,0,0,27,0,0,0,01/07/2020
Esmeraldas,Quinindé,22,0,0,0,50,0,0,0,08/07/2020
Esmeraldas,Quinindé,22,0,0,0,55,0,0,0,15/07/2020
Esmeraldas,Quinindé,22,0,0,0,64,0,0,0,23/07/2020
Esmeraldas,Quinindé,22,0,0,0,64,0,0,0,30/07/2020
Esmeraldas,Quinindé,22,0,0,0,73,0,0,0,06/08/2020
Esmeraldas,Quinindé,22,0,0,0,77,0,0,0,13/08/2020
Esmeraldas,Quinindé,22,0,0,0,41,0,0,0,20/08/2020
Esmeraldas,Quinindé,22,0,0,0,91,0,0,0,27/08/2020
Esmeraldas,Quinindé,22,0,0,0,55,0,0,0,03/09/2020
Esmeraldas,Quinindé,22,0,0,0,59,0,0,0,10/09/2020
Esmeraldas,Quinindé,22,0,0,0,86,0,0,0,17/09/2020
Esmeraldas,Quinindé,22,0,0,0,27,0,0,0,24/09/2020
Esmeraldas,Quinindé,22,0,0,0,59,0,0,0,30/09/2020
Esmeraldas,Quinindé,22,0,0,0,64,0,0,0,08/10/2020
Esmeraldas,Quinindé,22,0,0,0,64,0,0,0,15/10/2020
Esmeraldas,Quinindé,22,0,0,0,64,0,0,0,22/10/2020
Esmeraldas,Quinindé,22,0,0,0,41,0,0,0,29/10/2020
Esmeraldas,Quinindé,22,0,0,0,23,0,0,0,05/11/2020
Esmeraldas,Quinindé,22,0,0,0,41,0,0,0,12/11/2020
Esmeraldas,San Lorenzo,58,0,0,0,16,0,0,0,07/04/2020
Esmeraldas,San Lorenzo,6,0,6,0,50,0,0,0,18/04/2020
Esmeraldas,San Lorenzo,52,0,6,0,21,0,0,0,26/04/2020
Esmeraldas,San Lorenzo,52,0,8,0,13,0,13,0,07/05/2020
Esmeraldas,San Lorenzo,52,0,8,0,15,0,13,0,14/05/2020
Esmeraldas,San Lorenzo,52,0,8,0,25,0,25,0,21/05/2020
Esmeraldas,San Lorenzo,52,0,8,0,27,0,25,0,28/05/2020
Esmeraldas,San Lorenzo,52,0,8,0,23,0,25,0,04/06/2020
Esmeraldas,San Lorenzo,52,0,8,0,17,0,25,0,11/06/2020
Esmeraldas,San Lorenzo,52,0,8,0,35,0,25,0,18/06/2020
Esmeraldas,San Lorenzo,52,0,8,0,21,0,38,0,25/06/2020
Esmeraldas,San Lorenzo,52,0,8,0,21,0,0,0,01/07/2020
Esmeraldas,San Lorenzo,52,0,8,0,27,0,13,0,08/07/2020
Esmeraldas,San Lorenzo,52,0,8,0,27,0,25,0,15/07/2020
Esmeraldas,San Lorenzo,52,0,8,0,38,0,25,0,23/07/2020
Esmeraldas,San Lorenzo,52,0,8,0,21,0,25,0,30/07/2020
Esmeraldas,San Lorenzo,52,0,8,0,33,0,0,0,06/08/2020
Esmeraldas,San Lorenzo,52,0,8,0,29,0,13,0,13/08/2020
Esmeraldas,San Lorenzo,52,0,8,0,40,0,0,0,20/08/2020
Esmeraldas,San Lorenzo,52,0,8,0,42,0,13,0,27/08/2020
Esmeraldas,San Lorenzo,52,0,6,0,27,0,33,0,03/09/2020
Esmeraldas,San Lorenzo,52,0,6,0,33,0,17,0,10/09/2020
Esmeraldas,San Lorenzo,52,0,6,0,23,0,0,0,17/09/2020
Esmeraldas,San Lorenzo,52,0,8,0,40,0,0,0,24/09/2020
Esmeraldas,San Lorenzo,52,0,8,0,35,0,0,0,30/09/2020
Esmeraldas,San Lorenzo,52,0,8,0,13,0,0,0,08/10/2020
Esmeraldas,San Lorenzo,52,0,8,0,38,0,0,0,15/10/2020
Esmeraldas,San Lorenzo,52,0,8,0,38,0,0,0,22/10/2020
Esmeraldas,San Lorenzo,52,0,8,0,35,0,0,0,29/10/2020
Esmeraldas,San Lorenzo,52,0,8,0,27,0,0,0,05/11/2020
Esmeraldas,San Lorenzo,52,0,8,0,27,0,0,0,12/11/2020
Galápagos,San Cristóbal,23,0,2,4,22,0,0,0,07/04/2020
Galápagos,San Cristóbal,21,1,2,3,24,0,0,0,18/04/2020
Galápagos,San Cristóbal,21,1,2,3,19,0,0,0,26/04/2020
Galápagos,San Cristóbal,21,1,2,3,33,0,0,0,07/05/2020
Galápagos,San Cristóbal,21,1,2,3,33,0,100,0,14/05/2020
Galápagos,San Cristóbal,21,1,2,3,33,0,50,0,21/05/2020
Galápagos,San Cristóbal,21,1,2,3,24,0,0,0,28/05/2020
Galápagos,San Cristóbal,21,1,2,3,24,0,0,0,04/06/2020
Galápagos,San Cristóbal,21,1,2,3,14,0,0,0,11/06/2020
Galápagos,San Cristóbal,21,1,2,3,19,0,0,0,18/06/2020
Galápagos,San Cristóbal,21,1,2,3,5,0,0,0,25/06/2020
Galápagos,San Cristóbal,21,1,2,3,14,0,0,0,01/07/2020
Galápagos,San Cristóbal,21,1,2,3,52,0,0,0,08/07/2020
Galápagos,San Cristóbal,21,1,2,3,33,0,0,0,15/07/2020
Galápagos,San Cristóbal,21,1,2,3,52,0,0,0,23/07/2020
Galápagos,San Cristóbal,21,1,2,3,48,0,0,0,30/07/2020
Galápagos,San Cristóbal,21,1,2,3,43,0,0,0,06/08/2020
Galápagos,San Cristóbal,21,1,2,3,38,0,0,0,13/08/2020
Galápagos,San Cristóbal,21,1,2,3,48,0,0,0,20/08/2020
Galápagos,San Cristóbal,21,1,2,3,48,0,0,0,27/08/2020
Galápagos,San Cristóbal,21,1,2,1,43,0,0,0,03/09/2020
Galápagos,San Cristóbal,21,1,2,3,5,0,50,0,10/09/2020
Galápagos,San Cristóbal,21,1,2,3,5,0,100,33,17/09/2020
Galápagos,San Cristóbal,21,1,2,3,19,0,0,67,24/09/2020
Galápagos,San Cristóbal,21,1,2,3,48,0,0,67,30/09/2020
Galápagos,San Cristóbal,21,1,2,3,57,0,0,67,08/10/2020
Galápagos,San Cristóbal,21,1,2,3,43,100,0,67,15/10/2020
Galápagos,San Cristóbal,21,1,2,3,43,100,0,67,22/10/2020
Galápagos,San Cristóbal,21,1,2,3,57,0,0,0,29/10/2020
Galápagos,San Cristóbal,21,1,3,3,43,0,100,33,05/11/2020
Galápagos,San Cristóbal,21,1,3,3,19,0,33,67,12/11/2020
