provincia,canton,disponibilidad_hospitalizacion,disponibilidad_uci,disponibilidad_hospitalizacion_covid,disponibilidad_uci_adulto_covid,porcentaje_ocupadas_hospitalizacion,porcentaje_ocupadas_uci,porcentaje_ocupadas_hospitalizacion_covid,porcentaje_ocupadas_uci_adulto_covid,created_at
Imbabura,Antonio Ante,31,0,2,0,52,0,0,0,29/10/2020
Imbabura,Antonio Ante,31,0,2,0,23,0,0,0,05/11/2020
Imbabura,Antonio Ante,31,0,2,0,42,0,0,0,12/11/2020
Imbabura,Cotacachi,23,0,0,0,9,0,0,0,07/04/2020
Imbabura,Cotacachi,23,0,0,0,9,0,0,0,18/04/2020
Imbabura,Cotacachi,23,0,0,0,22,0,0,0,26/04/2020
Imbabura,Cotacachi,23,0,0,0,26,0,0,0,07/05/2020
Imbabura,Cotacachi,23,0,0,0,17,0,0,0,14/05/2020
Imbabura,Cotacachi,23,0,0,0,43,0,0,0,21/05/2020
Imbabura,Cotacachi,23,0,0,0,52,0,0,0,28/05/2020
Imbabura,Cotacachi,23,0,0,0,17,0,0,0,04/06/2020
Imbabura,Cotacachi,23,0,0,0,35,0,0,0,11/06/2020
Imbabura,Cotacachi,23,0,0,0,39,0,0,0,18/06/2020
Imbabura,Cotacachi,23,0,0,0,39,0,0,0,25/06/2020
Imbabura,Cotacachi,23,0,0,0,30,0,0,0,01/07/2020
Imbabura,Cotacachi,23,0,0,0,48,0,0,0,08/07/2020
Imbabura,Cotacachi,23,0,0,0,39,0,0,0,15/07/2020
Imbabura,Cotacachi,23,0,0,0,22,0,0,0,23/07/2020
Imbabura,Cotacachi,23,0,2,0,22,0,0,0,30/07/2020
Imbabura,Cotacachi,23,0,2,0,22,0,0,0,06/08/2020
Imbabura,Cotacachi,23,0,2,0,35,0,50,0,13/08/2020
Imbabura,Cotacachi,23,0,2,0,52,0,0,0,20/08/2020
Imbabura,Cotacachi,23,0,2,0,13,0,0,0,27/08/2020
Imbabura,Cotacachi,23,0,0,0,52,0,0,0,03/09/2020
Imbabura,Cotacachi,23,0,0,0,61,0,0,0,10/09/2020
Imbabura,Cotacachi,23,0,0,0,52,0,0,0,17/09/2020
Imbabura,Cotacachi,23,0,2,0,61,0,0,0,24/09/2020
Imbabura,Cotacachi,23,0,2,0,30,0,0,0,30/09/2020
Imbabura,Cotacachi,23,0,2,0,48,0,0,0,08/10/2020
Imbabura,Cotacachi,23,0,2,0,43,0,0,0,15/10/2020
Imbabura,Cotacachi,23,0,2,0,43,0,0,0,22/10/2020
Imbabura,Cotacachi,23,0,2,0,39,0,0,0,29/10/2020
Imbabura,Cotacachi,23,0,2,0,22,0,0,0,05/11/2020
Imbabura,Cotacachi,23,0,2,0,17,0,0,0,12/11/2020
Imbabura,Ibarra,177,6,7,0,36,33,100,0,07/04/2020
Imbabura,Ibarra,173,6,12,0,24,17,25,0,18/04/2020
Imbabura,Ibarra,173,6,12,3,28,0,0,0,26/04/2020
Imbabura,Ibarra,173,6,18,3,42,0,28,100,07/05/2020
Imbabura,Ibarra,173,6,18,3,35,17,17,67,14/05/2020
Imbabura,Ibarra,173,6,18,3,40,50,33,100,21/05/2020
Imbabura,Ibarra,173,6,18,3,55,83,50,100,28/05/2020
Imbabura,Ibarra,173,6,18,3,47,33,61,100,04/06/2020
Imbabura,Ibarra,173,6,18,3,42,83,44,100,11/06/2020
Imbabura,Ibarra,173,6,20,3,48,0,70,100,18/06/2020
Imbabura,Ibarra,173,6,22,3,50,17,64,100,25/06/2020
Imbabura,Ibarra,173,6,22,5,56,17,59,80,01/07/2020
Imbabura,Ibarra,173,6,24,5,49,50,67,100,08/07/2020
Imbabura,Ibarra,173,6,26,6,48,17,85,83,15/07/2020
Imbabura,Ibarra,173,6,31,6,46,33,81,83,23/07/2020
Imbabura,Ibarra,173,6,39,5,46,17,44,80,30/07/2020
Imbabura,Ibarra,173,6,39,6,53,50,64,100,06/08/2020
Imbabura,Ibarra,173,6,39,6,58,33,67,100,13/08/2020
Imbabura,Ibarra,173,6,39,7,60,17,46,100,20/08/2020
Imbabura,Ibarra,173,6,39,8,51,50,59,100,27/08/2020
Imbabura,Ibarra,173,6,33,6,45,50,58,50,03/09/2020
Imbabura,Ibarra,173,6,33,0,41,17,52,0,10/09/2020
Imbabura,Ibarra,173,6,33,0,53,83,33,0,17/09/2020
Imbabura,Ibarra,173,6,39,8,41,67,28,100,24/09/2020
Imbabura,Ibarra,173,6,39,8,50,67,49,75,30/09/2020
Imbabura,Ibarra,173,6,39,8,50,50,36,63,08/10/2020
Imbabura,Ibarra,173,6,39,8,53,83,33,100,15/10/2020
Imbabura,Ibarra,173,6,39,8,53,83,33,100,22/10/2020
Imbabura,Ibarra,173,6,39,8,54,33,31,100,29/10/2020
Imbabura,Ibarra,173,6,39,8,47,50,15,25,05/11/2020
Imbabura,Ibarra,173,6,39,8,62,67,23,38,12/11/2020
Imbabura,Otavalo,83,0,0,0,14,0,0,0,07/04/2020
Imbabura,Otavalo,83,0,5,0,16,0,0,0,18/04/2020
Imbabura,Otavalo,83,0,5,0,20,0,0,0,26/04/2020
Imbabura,Otavalo,83,0,5,0,19,0,0,0,07/05/2020
Imbabura,Otavalo,83,0,5,0,16,0,0,0,14/05/2020
Imbabura,Otavalo,83,0,5,0,24,0,0,0,21/05/2020
Imbabura,Otavalo,83,0,5,0,20,0,0,0,28/05/2020
Imbabura,Otavalo,83,0,5,0,27,0,60,0,04/06/2020
Imbabura,Otavalo,83,0,5,0,17,0,0,0,11/06/2020
Imbabura,Otavalo,83,0,5,0,27,0,40,0,18/06/2020
Imbabura,Otavalo,83,0,5,0,20,0,60,0,25/06/2020
Imbabura,Otavalo,83,0,5,0,28,0,40,0,01/07/2020
Imbabura,Otavalo,83,0,2,0,27,0,50,0,08/07/2020
Imbabura,Otavalo,83,0,2,0,20,0,100,0,15/07/2020
Imbabura,Otavalo,83,0,7,0,23,0,71,0,23/07/2020
Imbabura,Otavalo,83,0,7,0,20,0,57,0,30/07/2020
Imbabura,Otavalo,83,0,7,0,29,0,86,0,06/08/2020
Imbabura,Otavalo,83,0,7,0,22,0,57,0,13/08/2020
Imbabura,Otavalo,83,0,8,0,25,0,100,0,20/08/2020
Imbabura,Otavalo,83,0,7,0,24,0,86,0,27/08/2020
Imbabura,Otavalo,83,0,0,0,27,0,0,0,03/09/2020
Imbabura,Otavalo,83,0,0,0,28,0,0,0,10/09/2020
Imbabura,Otavalo,83,0,0,0,28,0,0,0,17/09/2020
Imbabura,Otavalo,83,0,7,0,31,0,100,0,24/09/2020
Imbabura,Otavalo,83,0,7,0,29,0,100,0,30/09/2020
Imbabura,Otavalo,83,0,7,0,41,0,0,0,08/10/2020
Imbabura,Otavalo,83,0,7,0,33,0,57,0,15/10/2020
Imbabura,Otavalo,83,0,7,0,33,0,57,0,22/10/2020
Imbabura,Otavalo,83,0,7,0,36,0,100,0,29/10/2020
Imbabura,Otavalo,83,0,7,0,37,0,100,0,05/11/2020
Imbabura,Otavalo,83,0,7,0,27,0,14,0,12/11/2020
Loja,Calvas,20,0,2,0,25,0,0,0,07/04/2020
Loja,Calvas,20,0,2,0,10,0,0,0,18/04/2020
Loja,Calvas,18,0,2,0,22,0,0,0,26/04/2020
Loja,Calvas,18,0,2,0,33,0,0,0,07/05/2020
Loja,Calvas,18,0,2,0,33,0,0,0,14/05/2020
Loja,Calvas,18,0,2,0,33,0,0,0,21/05/2020
Loja,Calvas,18,0,2,0,11,0,0,0,28/05/2020
Loja,Calvas,18,0,2,0,22,0,0,0,04/06/2020
Loja,Calvas,18,0,2,0,33,0,0,0,11/06/2020
Loja,Calvas,18,0,2,0,17,0,0,0,18/06/2020
Loja,Calvas,18,0,2,0,11,0,0,0,25/06/2020
Loja,Calvas,18,0,2,0,22,0,0,0,01/07/2020
Loja,Calvas,18,0,2,0,22,0,0,0,08/07/2020
Loja,Calvas,18,0,2,0,17,0,100,0,15/07/2020
Loja,Calvas,17,0,3,0,41,0,67,0,23/07/2020
Loja,Calvas,17,0,3,0,12,0,67,0,30/07/2020
Loja,Calvas,17,0,3,0,35,0,100,0,06/08/2020
Loja,Calvas,16,0,4,0,31,0,100,0,13/08/2020
Loja,Calvas,13,0,7,0,38,0,71,0,20/08/2020
Loja,Calvas,13,0,7,0,15,0,100,0,27/08/2020
Loja,Calvas,13,0,7,0,8,0,43,0,03/09/2020
Loja,Calvas,13,0,7,0,38,0,14,0,10/09/2020
Loja,Calvas,13,0,7,0,38,0,43,0,17/09/2020
Loja,Calvas,13,0,7,0,62,0,43,0,24/09/2020
Loja,Calvas,13,0,7,0,15,0,29,0,30/09/2020
Loja,Calvas,13,0,7,0,15,0,0,0,08/10/2020
Loja,Calvas,13,0,7,0,8,0,0,0,15/10/2020
Loja,Calvas,13,0,7,0,8,0,0,0,22/10/2020
Loja,Calvas,13,0,7,0,31,0,0,0,29/10/2020
Loja,Calvas,13,0,7,0,8,0,0,0,05/11/2020
Loja,Calvas,13,0,7,0,85,0,0,0,12/11/2020
Loja,Espíndola,15,0,2,0,13,0,0,0,07/04/2020
Loja,Espíndola,15,0,2,0,20,0,0,0,18/04/2020
Loja,Espíndola,13,0,2,0,46,0,0,0,26/04/2020
Loja,Espíndola,13,0,2,0,31,0,0,0,07/05/2020
Loja,Espíndola,13,0,2,0,31,0,0,0,14/05/2020
Loja,Espíndola,13,0,2,0,38,0,0,0,21/05/2020
Loja,Espíndola,13,0,2,0,23,0,0,0,28/05/2020
Loja,Espíndola,13,0,2,0,46,0,0,0,04/06/2020
Loja,Espíndola,13,0,2,0,23,0,0,0,11/06/2020
Loja,Espíndola,13,0,2,0,15,0,0,0,18/06/2020
Loja,Espíndola,13,0,2,0,23,0,0,0,25/06/2020
Loja,Espíndola,13,0,2,0,31,0,0,0,01/07/2020
Loja,Espíndola,13,0,2,0,15,0,0,0,08/07/2020
Loja,Espíndola,13,0,2,0,15,0,0,0,15/07/2020
Loja,Espíndola,13,0,2,0,62,0,0,0,23/07/2020
Loja,Espíndola,13,0,2,0,8,0,0,0,30/07/2020
Loja,Espíndola,13,0,2,0,62,0,0,0,06/08/2020
Loja,Espíndola,13,0,2,0,54,0,0,0,13/08/2020
Loja,Espíndola,13,0,2,0,15,0,0,0,20/08/2020
Loja,Espíndola,13,0,2,0,46,0,0,0,27/08/2020
Loja,Espíndola,13,0,2,0,31,0,0,0,03/09/2020
Loja,Espíndola,13,0,2,0,62,0,0,0,10/09/2020
Loja,Espíndola,13,0,2,0,54,0,0,0,17/09/2020
Loja,Espíndola,13,0,2,0,38,0,0,0,24/09/2020
Loja,Espíndola,13,0,2,0,38,0,0,0,30/09/2020
Loja,Espíndola,13,0,2,0,62,0,0,0,08/10/2020
Loja,Espíndola,13,0,2,0,38,0,0,0,15/10/2020
Loja,Espíndola,13,0,2,0,38,0,0,0,22/10/2020
Loja,Espíndola,13,0,2,0,77,0,0,0,29/10/2020
Loja,Espíndola,13,0,2,0,62,0,0,0,05/11/2020
Loja,Espíndola,13,0,2,0,62,0,50,0,12/11/2020
Loja,Loja,266,0,95,10,30,0,2,80,07/04/2020
Loja,Loja,266,0,38,10,19,0,13,60,18/04/2020
Loja,Loja,245,0,38,11,28,0,13,36,26/04/2020
Loja,Loja,228,0,38,11,36,0,18,55,07/05/2020
Loja,Loja,228,0,38,11,39,0,11,73,14/05/2020
Loja,Loja,228,0,38,11,32,0,5,64,21/05/2020
Loja,Loja,228,0,38,11,43,0,11,55,28/05/2020
Loja,Loja,228,0,38,11,32,0,24,73,04/06/2020
Loja,Loja,228,0,38,11,46,0,11,82,11/06/2020
Loja,Loja,228,0,38,12,35,0,18,75,18/06/2020
Loja,Loja,224,4,35,12,33,100,11,92,25/06/2020
Loja,Loja,224,4,35,12,42,100,29,92,01/07/2020
Loja,Loja,224,4,35,12,49,100,23,100,08/07/2020
Loja,Loja,224,4,35,12,30,100,83,100,15/07/2020
Loja,Loja,219,0,40,12,51,0,48,100,23/07/2020
Loja,Loja,216,0,43,12,19,0,37,100,30/07/2020
Loja,Loja,216,0,43,12,30,0,44,100,06/08/2020
Loja,Loja,215,0,44,12,20,0,50,92,13/08/2020
Loja,Loja,209,0,42,20,25,0,24,90,20/08/2020
Loja,Loja,207,0,44,22,15,0,43,77,27/08/2020
Loja,Loja,207,0,37,0,24,0,43,0,03/09/2020
Loja,Loja,205,0,37,12,22,0,62,75,10/09/2020
Loja,Loja,205,0,37,12,15,0,16,67,17/09/2020
Loja,Loja,205,0,44,22,29,0,30,59,24/09/2020
Loja,Loja,222,0,27,22,32,0,26,36,30/09/2020
Loja,Loja,212,0,39,20,36,0,8,45,08/10/2020
Loja,Loja,212,0,39,20,29,0,5,35,15/10/2020
Loja,Loja,212,0,39,20,29,0,5,35,22/10/2020
Loja,Loja,215,0,32,20,34,0,41,40,29/10/2020
Loja,Loja,215,0,32,20,42,0,28,35,05/11/2020
Loja,Loja,215,0,32,20,48,0,41,25,12/11/2020
Loja,Macará,20,0,4,0,50,0,0,0,07/04/2020
Loja,Macará,20,0,4,0,30,0,0,0,18/04/2020
Loja,Macará,16,0,4,0,38,0,0,0,26/04/2020
Loja,Macará,16,0,4,0,75,0,0,0,07/05/2020
Loja,Macará,16,0,4,0,63,0,0,0,14/05/2020
Loja,Macará,16,0,4,0,69,0,0,0,21/05/2020
Loja,Macará,16,0,4,0,38,0,0,0,28/05/2020
Loja,Macará,16,0,4,0,69,0,0,0,04/06/2020
Loja,Macará,16,0,4,0,63,0,0,0,11/06/2020
Loja,Macará,16,0,4,0,81,0,0,0,18/06/2020
Loja,Macará,16,0,4,0,56,0,0,0,25/06/2020
Loja,Macará,16,0,4,0,88,0,0,0,01/07/2020
Loja,Macará,14,0,6,0,79,0,100,0,08/07/2020
Loja,Macará,13,0,7,0,38,0,29,0,15/07/2020
Loja,Macará,13,0,7,0,23,0,86,0,23/07/2020
Loja,Macará,13,0,7,0,31,0,86,0,30/07/2020
Loja,Macará,13,0,7,0,54,0,14,0,06/08/2020
Loja,Macará,13,0,7,0,38,0,14,0,13/08/2020
Loja,Macará,13,0,7,0,23,0,29,0,20/08/2020
Loja,Macará,13,0,7,0,31,0,14,0,27/08/2020
Loja,Macará,13,0,7,0,77,0,14,0,03/09/2020
Loja,Macará,14,0,6,0,64,0,33,0,10/09/2020
Loja,Macará,14,0,6,0,64,0,0,0,17/09/2020
Loja,Macará,14,0,6,0,50,0,17,0,24/09/2020
Loja,Macará,14,0,6,0,86,0,17,0,30/09/2020
Loja,Macará,14,0,6,0,43,0,0,0,08/10/2020
Loja,Macará,14,0,6,0,71,0,67,0,15/10/2020
Loja,Macará,14,0,6,0,71,0,67,0,22/10/2020
Loja,Macará,14,0,6,0,57,0,83,0,29/10/2020
Loja,Macará,14,0,6,0,57,0,0,0,05/11/2020
Loja,Macará,14,0,6,0,29,0,50,0,12/11/2020
Loja,Paltas,30,0,4,0,30,0,0,0,07/04/2020
Loja,Paltas,30,0,4,0,23,0,0,0,18/04/2020
Loja,Paltas,26,0,4,0,19,0,50,0,26/04/2020
Loja,Paltas,26,0,4,0,15,0,0,0,07/05/2020
Loja,Paltas,26,0,4,0,19,0,25,0,14/05/2020
Loja,Paltas,26,0,4,0,19,0,25,0,21/05/2020
Loja,Paltas,26,0,4,0,15,0,50,0,28/05/2020
Loja,Paltas,26,0,4,0,19,0,100,0,04/06/2020
Loja,Paltas,26,0,4,0,31,0,0,0,11/06/2020
Loja,Paltas,26,0,4,0,12,0,25,0,18/06/2020
Loja,Paltas,26,0,4,0,19,0,50,0,25/06/2020
Loja,Paltas,26,0,4,0,15,0,0,0,01/07/2020
Loja,Paltas,26,0,4,0,35,0,25,0,08/07/2020
Loja,Paltas,26,0,4,0,27,0,0,0,15/07/2020
Loja,Paltas,26,0,4,0,23,0,50,0,23/07/2020
Loja,Paltas,26,0,4,0,27,0,50,0,30/07/2020
Loja,Paltas,26,0,4,0,35,0,75,0,06/08/2020
Loja,Paltas,26,0,4,0,42,0,75,0,13/08/2020
Loja,Paltas,26,0,4,0,38,0,25,0,20/08/2020
Loja,Paltas,26,0,4,0,42,0,50,0,27/08/2020
Loja,Paltas,26,0,4,0,27,0,50,0,03/09/2020
Loja,Paltas,26,0,4,0,19,0,50,0,10/09/2020
Loja,Paltas,26,0,4,0,38,0,0,0,17/09/2020
Loja,Paltas,26,0,4,0,46,0,0,0,24/09/2020
Loja,Paltas,26,0,4,0,31,0,25,0,30/09/2020
Loja,Paltas,26,0,4,0,35,0,25,0,08/10/2020
Loja,Paltas,26,0,4,0,15,0,0,0,15/10/2020
Loja,Paltas,26,0,4,0,15,0,0,0,22/10/2020
Loja,Paltas,26,0,4,0,27,0,25,0,29/10/2020
Loja,Paltas,26,0,4,0,38,0,0,0,05/11/2020
Loja,Paltas,26,0,4,0,27,0,25,0,12/11/2020
Loja,Puyango,15,0,2,0,33,0,0,0,07/04/2020
Loja,Puyango,15,0,2,0,53,0,0,0,18/04/2020
Loja,Puyango,13,0,2,0,92,0,0,0,26/04/2020
Loja,Puyango,13,0,2,0,69,0,0,0,07/05/2020
Loja,Puyango,13,0,2,0,46,0,0,0,14/05/2020
Loja,Puyango,13,0,2,0,54,0,0,0,21/05/2020
Loja,Puyango,13,0,2,0,62,0,0,0,28/05/2020
Loja,Puyango,13,0,2,0,46,0,0,0,04/06/2020
Loja,Puyango,13,0,2,0,85,0,0,0,11/06/2020
Loja,Puyango,13,0,2,0,69,0,0,0,18/06/2020
Loja,Puyango,13,0,2,0,23,0,0,0,25/06/2020
Loja,Puyango,13,0,2,0,92,0,0,0,01/07/2020
Loja,Puyango,13,0,2,0,85,0,0,0,08/07/2020
Loja,Puyango,13,0,2,0,85,0,0,0,15/07/2020
Loja,Puyango,13,0,2,0,69,0,0,0,23/07/2020
Loja,Puyango,13,0,2,0,38,0,0,0,30/07/2020
Loja,Puyango,13,0,2,0,31,0,0,0,06/08/2020
Loja,Puyango,13,0,2,0,46,0,0,0,13/08/2020
Loja,Puyango,12,0,3,0,100,0,100,0,20/08/2020
Loja,Puyango,10,0,7,0,30,0,57,0,27/08/2020
Loja,Puyango,10,0,5,0,50,0,60,0,03/09/2020
Loja,Puyango,10,0,5,0,70,0,20,0,10/09/2020
Loja,Puyango,10,0,5,0,40,0,20,0,17/09/2020
Loja,Puyango,10,0,7,0,50,0,0,0,24/09/2020
Loja,Puyango,10,0,7,0,90,0,14,0,30/09/2020
Loja,Puyango,10,0,7,0,70,0,14,0,08/10/2020
Loja,Puyango,10,0,7,0,60,0,0,0,15/10/2020
Loja,Puyango,10,0,7,0,60,0,0,0,22/10/2020
Loja,Puyango,14,0,1,0,43,0,100,0,29/10/2020
Loja,Puyango,14,0,1,0,14,0,100,0,05/11/2020
Loja,Puyango,14,0,1,0,100,0,100,0,12/11/2020
Los Ríos,Baba,15,0,6,0,47,0,50,0,07/04/2020
Los Ríos,Baba,8,0,7,0,100,0,43,0,18/04/2020
Los Ríos,Baba,22,0,7,0,41,0,57,0,26/04/2020
Los Ríos,Baba,15,0,8,0,40,0,63,0,07/05/2020
Los Ríos,Baba,15,0,8,0,47,0,38,0,14/05/2020
Los Ríos,Baba,15,0,8,0,33,0,38,0,21/05/2020
Los Ríos,Baba,15,0,8,0,27,0,13,0,28/05/2020
Los Ríos,Baba,15,0,8,0,33,0,0,0,04/06/2020
Los Ríos,Baba,15,0,8,0,13,0,0,0,11/06/2020
Los Ríos,Baba,15,0,8,0,33,0,0,0,18/06/2020
Los Ríos,Baba,15,0,8,0,80,0,0,0,25/06/2020
Los Ríos,Baba,15,0,8,0,47,0,0,0,01/07/2020
Los Ríos,Baba,15,0,8,0,60,0,0,0,08/07/2020
Los Ríos,Baba,15,0,8,0,87,0,0,0,15/07/2020
Los Ríos,Baba,15,0,8,0,53,0,0,0,23/07/2020
Los Ríos,Baba,15,0,8,0,87,0,0,0,30/07/2020
Los Ríos,Baba,15,0,8,0,60,0,0,0,06/08/2020
Los Ríos,Baba,15,0,8,0,60,0,0,0,13/08/2020
Los Ríos,Baba,15,0,8,0,100,0,0,0,20/08/2020
Los Ríos,Baba,15,0,8,0,53,0,0,0,27/08/2020
Los Ríos,Baba,15,0,7,0,67,0,0,0,03/09/2020
Los Ríos,Baba,15,0,7,0,53,0,0,0,10/09/2020
Los Ríos,Baba,15,0,7,0,73,0,0,0,17/09/2020
Los Ríos,Baba,15,0,8,0,87,0,0,0,24/09/2020
Los Ríos,Baba,15,0,8,0,73,0,0,0,30/09/2020
Los Ríos,Baba,15,0,8,0,67,0,0,0,08/10/2020
Los Ríos,Baba,15,0,8,0,53,0,0,0,15/10/2020
Los Ríos,Baba,15,0,8,0,53,0,0,0,22/10/2020
Los Ríos,Baba,15,0,8,0,53,0,0,0,29/10/2020
Los Ríos,Baba,15,0,8,0,53,0,0,0,05/11/2020
Los Ríos,Baba,15,0,8,0,67,0,0,0,12/11/2020
Los Ríos,Babahoyo,86,0,20,6,12,0,55,100,07/04/2020
Los Ríos,Babahoyo,86,0,44,0,8,0,14,0,18/04/2020
Los Ríos,Babahoyo,86,0,44,0,7,0,25,0,26/04/2020
Los Ríos,Babahoyo,86,0,45,6,8,0,53,0,07/05/2020
Los Ríos,Babahoyo,86,0,39,6,8,0,69,0,14/05/2020
Los Ríos,Babahoyo,86,0,39,6,6,0,54,17,21/05/2020
Los Ríos,Babahoyo,86,0,39,6,10,0,72,0,28/05/2020
Los Ríos,Babahoyo,86,0,39,6,12,0,51,17,04/06/2020
Los Ríos,Babahoyo,86,0,39,6,22,0,51,0,11/06/2020
Los Ríos,Babahoyo,86,0,39,6,35,0,28,67,18/06/2020
Los Ríos,Babahoyo,86,0,39,6,28,0,46,0,25/06/2020
Los Ríos,Babahoyo,86,0,39,6,21,0,36,0,01/07/2020
Los Ríos,Babahoyo,86,0,39,6,35,0,31,0,08/07/2020
Los Ríos,Babahoyo,98,0,31,6,56,0,45,0,15/07/2020
Los Ríos,Babahoyo,98,0,31,6,44,0,55,67,23/07/2020
Los Ríos,Babahoyo,98,0,31,6,40,0,74,17,30/07/2020
Los Ríos,Babahoyo,98,0,31,6,41,0,65,0,06/08/2020
Los Ríos,Babahoyo,98,0,31,6,41,0,39,0,13/08/2020
Los Ríos,Babahoyo,98,0,31,6,47,0,45,0,20/08/2020
Los Ríos,Babahoyo,98,0,31,6,59,0,13,0,27/08/2020
Los Ríos,Babahoyo,98,0,10,0,47,0,50,0,03/09/2020
Los Ríos,Babahoyo,98,0,10,0,51,0,80,0,10/09/2020
Los Ríos,Babahoyo,98,0,10,0,47,0,100,0,17/09/2020
Los Ríos,Babahoyo,98,0,33,6,53,0,30,0,24/09/2020
Los Ríos,Babahoyo,98,0,33,6,45,0,15,0,30/09/2020
Los Ríos,Babahoyo,98,0,33,6,48,0,27,0,08/10/2020
Los Ríos,Babahoyo,98,0,33,6,53,0,36,0,15/10/2020
Los Ríos,Babahoyo,98,0,33,6,53,0,36,0,22/10/2020
Los Ríos,Babahoyo,98,0,33,6,50,0,33,0,29/10/2020
Los Ríos,Babahoyo,98,0,33,6,61,0,30,0,05/11/2020
Los Ríos,Babahoyo,98,0,31,6,52,0,35,33,12/11/2020
Los Ríos,Quevedo,71,0,0,0,63,0,0,0,07/04/2020
Los Ríos,Quevedo,71,0,8,0,92,0,25,0,18/04/2020
Los Ríos,Quevedo,71,0,18,0,85,0,72,0,26/04/2020
Los Ríos,Quevedo,71,0,17,1,41,0,88,100,07/05/2020
Los Ríos,Quevedo,71,0,17,0,45,0,88,0,14/05/2020
Los Ríos,Quevedo,71,0,19,0,42,0,79,0,21/05/2020
Los Ríos,Quevedo,71,0,19,0,51,0,58,0,28/05/2020
Los Ríos,Quevedo,71,0,19,0,39,0,47,0,04/06/2020
Los Ríos,Quevedo,71,0,17,0,44,0,65,0,11/06/2020
Los Ríos,Quevedo,71,0,17,0,56,0,53,0,18/06/2020
Los Ríos,Quevedo,71,0,17,0,52,0,47,0,25/06/2020
Los Ríos,Quevedo,71,0,17,0,55,0,47,0,01/07/2020
Los Ríos,Quevedo,71,0,17,0,54,0,100,0,08/07/2020
Los Ríos,Quevedo,71,0,17,0,61,0,71,0,15/07/2020
Los Ríos,Quevedo,71,0,17,0,59,0,47,0,23/07/2020
Los Ríos,Quevedo,71,0,17,0,54,0,82,0,30/07/2020
Los Ríos,Quevedo,71,0,17,0,61,0,65,0,06/08/2020
Los Ríos,Quevedo,71,0,17,0,70,0,53,0,13/08/2020
Los Ríos,Quevedo,71,0,17,0,61,0,71,0,20/08/2020
Los Ríos,Quevedo,71,0,17,0,61,0,59,0,27/08/2020
Los Ríos,Quevedo,71,0,0,0,56,0,0,0,03/09/2020
Los Ríos,Quevedo,71,0,0,0,63,0,0,0,10/09/2020
Los Ríos,Quevedo,71,0,0,0,52,0,0,0,17/09/2020
Los Ríos,Quevedo,71,0,17,0,65,0,29,0,24/09/2020
Los Ríos,Quevedo,71,0,17,0,76,0,18,0,30/09/2020
Los Ríos,Quevedo,71,0,17,0,73,0,35,0,08/10/2020
Los Ríos,Quevedo,71,0,17,0,79,0,18,0,15/10/2020
Los Ríos,Quevedo,71,0,17,0,79,0,18,0,22/10/2020
Los Ríos,Quevedo,71,0,17,0,80,0,18,0,29/10/2020
Los Ríos,Quevedo,71,0,17,0,85,0,41,0,05/11/2020
Los Ríos,Quevedo,71,0,6,0,85,0,50,0,12/11/2020
Los Ríos,Ventanas,20,0,6,0,35,0,67,0,07/04/2020
Los Ríos,Ventanas,20,0,9,0,100,0,0,0,18/04/2020
Los Ríos,Ventanas,16,0,21,0,50,0,52,0,26/04/2020
Los Ríos,Ventanas,16,0,12,0,44,0,50,0,07/05/2020
Los Ríos,Ventanas,16,0,12,0,31,0,33,0,14/05/2020
Los Ríos,Ventanas,16,0,12,0,38,0,50,0,21/05/2020
Los Ríos,Ventanas,16,0,12,0,38,0,33,0,28/05/2020
Los Ríos,Ventanas,16,0,12,0,31,0,33,0,04/06/2020
Los Ríos,Ventanas,16,0,12,0,50,0,42,0,11/06/2020
Los Ríos,Ventanas,16,0,12,0,44,0,50,0,18/06/2020
Los Ríos,Ventanas,16,0,12,0,44,0,17,0,25/06/2020
Los Ríos,Ventanas,16,0,12,0,50,0,8,0,01/07/2020
Los Ríos,Ventanas,16,0,12,0,75,0,8,0,08/07/2020
Los Ríos,Ventanas,16,0,12,0,75,0,17,0,15/07/2020
Los Ríos,Ventanas,16,0,12,0,44,0,8,0,23/07/2020
Los Ríos,Ventanas,16,0,12,0,81,0,25,0,30/07/2020
Los Ríos,Ventanas,16,0,12,0,88,0,58,0,06/08/2020
Los Ríos,Ventanas,16,0,12,0,75,0,25,0,13/08/2020
Los Ríos,Ventanas,16,0,12,0,56,0,17,0,20/08/2020
Los Ríos,Ventanas,16,0,12,0,56,0,17,0,27/08/2020
Los Ríos,Ventanas,16,0,0,0,63,0,0,0,03/09/2020
Los Ríos,Ventanas,16,0,0,0,75,0,0,0,10/09/2020
Los Ríos,Ventanas,16,0,0,0,56,0,0,0,17/09/2020
Los Ríos,Ventanas,16,0,12,0,75,0,0,0,24/09/2020
Los Ríos,Ventanas,16,0,12,0,100,0,17,0,30/09/2020
Los Ríos,Ventanas,20,0,6,0,45,0,33,0,08/10/2020
Los Ríos,Ventanas,20,0,6,0,90,0,33,0,15/10/2020
Los Ríos,Ventanas,20,0,6,0,90,0,33,0,22/10/2020
Los Ríos,Ventanas,20,0,4,0,50,0,50,0,29/10/2020
Los Ríos,Ventanas,20,0,4,0,60,0,25,0,05/11/2020
Los Ríos,Ventanas,20,0,6,0,70,0,33,0,12/11/2020
Los Ríos,Vinces,18,0,8,0,39,0,100,0,07/04/2020
Los Ríos,Vinces,36,0,26,0,31,0,58,0,18/04/2020
