zona,region,provincia,provincia_poblacion,canton,canton_poblacion,dosis_total,primera_dosis,segunda_dosis,lat,lng,created_at
3,sierra,Bolívar,209933,Echeandía,14081,4453,2832,1621,-1.433330000000000,-79.26667000000000,12/06/2021
2,amazonia,Sucumbíos,230503,Gonzalo Pizarro,10007,4149,2776,1373,0.04700000000000000,-77.32280000000000,12/06/2021
9,sierra,Pichincha,3228233,Pedro Vicente Maldonado,17171,3765,2744,1021,0.1666670000000000,-79,12/06/2021
6,amazonia,Morona Santiago,196535,Santiago,11087,4112,2734,1378,-3.429800000000000,-78.56560000000000,12/06/2021
7,sierra,Loja,521154,Zapotillo,14325,3996,2731,1265,-4.386360000000000,-80.24360000000000,12/06/2021
3,sierra,Cotopaxi,488716,Saquisilí,31426,4536,2692,1844,-0.8300000000000000,-78.67000000000000,12/06/2021
2,amazonia,Napo,133705,Quijos,6847,3827,2663,1164,-0.4636110000000000,-77.89277800000001,12/06/2021
5,costa,Los Ríos,921763,Montalvo,28720,3360,2658,702,-1.793800000000000,-79.28570000000001,12/06/2021
3,sierra,Bolívar,209933,Caluma,16429,4060,2632,1428,-1.633330000000000,-79.25000000000000,12/06/2021
7,sierra,Loja,521154,Celica,16160,3508,2609,899,-4.102500000000000,-79.95444400000000,12/06/2021
4,costa,Manabí,1562079,Flavio Alfaro,23822,3949,2601,1348,-0.4054000000000000,-79.90580000000000,12/06/2021
7,amazonia,Zamora Chinchipe,120416,Chinchipe,10679,3493,2589,904,-4.862800000000000,-79.13280000000000,12/06/2021
5,costa,Los Ríos,921763,Puebloviejo,44725,3945,2544,1401,-1.550000000000000,-79.53388900000000,12/06/2021
8,costa,Guayas,4387434,Isidro Ayora,14582,3593,2433,1160,-1.883333000000000,-80.16666700000000,12/06/2021
1,sierra,Imbabura,476257,San Miguel de Urcuquí,17540,3495,2405,1090,0.5200000000000000,-78.20000000000000,12/06/2021
3,sierra,Chimborazo,524004,Chunchi,12795,3724,2399,1325,-2.283333000000000,-78.91666700000000,12/06/2021
1,costa,Esmeraldas,591083,Rioverde,31475,3050,2364,686,1.060200000000000,-79.40440000000000,12/06/2021
6,sierra,Azuay,881394,Girón,13037,3474,2322,1152,-3.159028000000000,-79.14756800000001,12/06/2021
1,costa,Esmeraldas,591083,Muisne,31106,3236,2278,958,0.6067000000000000,-80.01830000000000,12/06/2021
7,sierra,Loja,521154,Pindal,10540,2947,2174,773,-4.116100000000000,-80.10760000000001,12/06/2021
7,costa,El Oro,715751,Atahualpa,6436,3091,2156,935,-2.900000000000000,-78.93333300000000,12/06/2021
1,sierra,Carchi,186869,San Pedro de Huaca,8931,3374,2142,1232,0.6311110000000000,-77.72527800000000,12/06/2021
4,costa,Manabí,1562079,Puerto López,24688,3034,2140,894,-1.566667000000000,-80.81666700000000,12/06/2021
8,costa,Guayas,4387434,Simón Bolivar,32224,3035,2111,924,-2.156667000000000,-79.88750000000000,12/06/2021
6,sierra,Azuay,881394,Chordeleg,15176,3180,2056,1124,-2.933333000000000,-78.76666700000000,12/06/2021
2,amazonia,Napo,133705,Archidona,33068,3264,2044,1220,-0.9166670000000000,-77.78333300000000,12/06/2021
7,costa,El Oro,715751,Chilla,2379,2372,1951,421,-3.450000000000000,-79.58000000000000,12/06/2021
2,amazonia,Napo,133705,El Chaco,10142,2751,1852,899,-0.3402780000000000,-77.80888899999999,12/06/2021
3,sierra,Tungurahua,590600,Patate,15825,2665,1820,845,-1.316667000000000,-78.51666700000000,12/06/2021
5,costa,Los Ríos,921763,Palenque,23638,2452,1797,655,-1.432800000000000,-79.74950000000000,12/06/2021
3,sierra,Chimborazo,524004,Pallatanga,12277,2530,1787,743,-1.983333000000000,-78.95000000000000,12/06/2021
7,amazonia,Zamora Chinchipe,120416,Yacuambi,7121,2428,1781,647,-3.634440000000000,-78.92810000000000,12/06/2021
8,costa,Guayas,4387434,Alfredo Baquerizo Moreno,32110,2499,1730,769,-1.916667000000000,-79.51666700000000,12/06/2021
3,sierra,Chimborazo,524004,Cumandá,17973,2901,1726,1175,-2.200000000000000,-79.13333299999999,12/06/2021
3,sierra,Chimborazo,524004,Penipe,6955,2221,1721,500,-1.557300000000000,-78.53959999999999,12/06/2021
1,sierra,Imbabura,476257,Pimampiro,13269,2646,1717,929,0.4000000000000000,-77.97000000000000,12/06/2021
8,costa,Guayas,4387434,Coronel Marcelino Maridueña,13132,2488,1715,773,-2.200000000000000,-79.42000000000000,12/06/2021
6,sierra,Azuay,881394,Pucará,10584,2740,1676,1064,-3.233780000000000,-79.46120000000001,12/06/2021
2,amazonia,Sucumbíos,230503,Cuyabeno,7154,2514,1668,846,-0.1288890000000000,-76.41388900000000,12/06/2021
8,costa,Guayas,4387434,Colimes,26169,2198,1597,601,-1.550000000000000,-80.01666700000000,12/06/2021
8,costa,Guayas,4387434,General Antonio Elizalde,13156,2344,1562,782,-2.200000000000000,-79.17000000000000,12/06/2021
7,costa,El Oro,715751,Las Lajas,4963,1965,1545,420,-3.785000000000000,-80.06166700000000,12/06/2021
7,amazonia,Zamora Chinchipe,120416,El Pangui,10945,2190,1520,670,-3.624900000000000,-78.58710000000001,12/06/2021
8,costa,Guayas,4387434,Nobol,26444,2416,1518,898,-1.916671000000000,-80.01153900000000,12/06/2021
2,amazonia,Orellana,161338,Loreto,24579,2612,1508,1104,-0.6904000000000000,-77.30830000000000,12/06/2021
6,sierra,Cañar,281396,Biblían,23741,2837,1481,1356,-2.710000000000000,-78.88000000000000,12/06/2021
3,sierra,Tungurahua,590600,Tisaleo,14317,1678,1462,216,-1.350000000000000,-78.66666700000000,12/06/2021
7,costa,El Oro,715751,Marcabelí,6259,2311,1433,878,-3.786000000000000,-79.89780000000000,12/06/2021
3,sierra,Chimborazo,524004,Chambo,13378,2017,1360,657,-1.733333000000000,-78.58333300000000,12/06/2021
2,amazonia,Orellana,161338,Aguarico,3629,1596,1327,269,-0.9211110000000000,-75.39916700000001,12/06/2021
8,costa,Guayas,4387434,Palestina,18451,1695,1285,410,-1.626300000000000,-79.97700000000000,12/06/2021
7,costa,El Oro,715751,Balsas,9233,1354,1230,124,-3.762600000000000,-79.82530000000000,12/06/2021
7,sierra,Loja,521154,Chaguarpamba,6620,1432,1184,248,-3.850000000000000,-79.65000000000001,12/06/2021
7,sierra,Loja,521154,Quilanga,4197,1800,1166,634,-4.298000000000000,-79.39860000000000,12/06/2021
5,costa,Los Ríos,921763,Quinsaloma,20428,1501,1086,415,-1.206200000000000,-79.31450000000000,12/06/2021
6,amazonia,Morona Santiago,196535,Taisha,26773,1366,1013,353,-2.339950000000000,-77.45808000000000,12/06/2021
3,sierra,Tungurahua,590600,Cevallos,9936,2135,997,1138,-1.350000000000000,-78.61666700000001,12/06/2021
6,amazonia,Morona Santiago,196535,Palora,7719,1439,990,449,-1.700000000000000,-77.94000000000000,12/06/2021
8,costa,Guayas,4387434,Balao,26348,1465,984,481,-2.910000000000000,-79.81000000000000,12/06/2021
3,sierra,Bolívar,209933,Las Naves,7428,1535,954,581,-1.283330000000000,-79.30000000000000,12/06/2021
7,amazonia,Zamora Chinchipe,120416,Paquisha,5992,1145,921,224,-3.932750000000000,-78.67426000000000,12/06/2021
7,amazonia,Zamora Chinchipe,120416,Centinela del Cóndor,8313,1313,887,426,-3.894910000000000,-78.78140999999999,12/06/2021
2,amazonia,Pastaza,114202,Santa Clara,4150,1300,862,438,-1.267100000000000,-77.88820000000000,12/06/2021
7,amazonia,Zamora Chinchipe,120416,Palanda,10144,1289,861,428,-4.649800000000000,-79.13209999999999,12/06/2021
6,sierra,Azuay,881394,San Fernando,4156,1589,821,768,-3.144500000000000,-79.25200000000000,12/06/2021
6,amazonia,Morona Santiago,196535,Limón Indanza,10349,1101,765,336,-2.966250000000000,-78.43052800000000,12/06/2021
6,amazonia,Morona Santiago,196535,Huamboya,12382,1013,751,262,-1.785000000000000,-78.23194400000000,12/06/2021
7,sierra,Loja,521154,Sozoranga,7121,881,742,139,-4.327778000000000,-79.78972200000000,12/06/2021
6,sierra,Cañar,281396,Déleg,6782,1538,667,871,-2.772600000000000,-78.91830000000000,12/06/2021
6,sierra,Cañar,281396,Suscal,6516,1173,651,522,-2.436400000000000,-79.05220000000000,12/06/2021
3,sierra,Tungurahua,590600,Mocha,7336,1001,622,379,-1.416667000000000,-78.66666700000000,12/06/2021
7,amazonia,Zamora Chinchipe,120416,Nangaritza,8014,583,571,12,-4.048333000000000,-78.68222200000000,12/06/2021
2,amazonia,Pastaza,114202,Arajuno,8128,741,542,199,-1.234370000000000,-77.68750000000000,12/06/2021
6,sierra,Azuay,881394,Oña,4128,818,523,295,-3.469640000000000,-79.15431000000000,12/06/2021
8,costa,Guayas,4387434,Lomas de Sargentillo,24220,894,471,423,-1.883333000000000,-80.08333300000000,12/06/2021
6,sierra,Azuay,881394,El Pan,3091,883,465,418,-2.786111000000000,-78.66500000000001,12/06/2021
6,sierra,Azuay,881394,Sevilla de Oro,6890,864,444,420,-2.799833000000000,-78.65569400000000,12/06/2021
6,sierra,Cañar,281396,El Tambo,12462,789,437,352,-2.508100000000000,-78.92489999999999,12/06/2021
6,sierra,Azuay,881394,Guachapala,3859,920,435,485,-2.769000000000000,-78.70900000000000,12/06/2021
2,amazonia,Sucumbíos,230503,Putumayo,16106,522,426,96,0.1000000000000000,-75.84999999999999,12/06/2021
2,amazonia,Napo,133705,Carlos Julio Arosemena Tola,4466,512,360,152,-1.166667000000000,-77.84999999999999,12/06/2021
6,amazonia,Morona Santiago,196535,San Juan Bosco,4985,481,325,156,-3.092300000000000,-78.51320000000000,12/06/2021
2,amazonia,Sucumbíos,230503,Sucumbíos,3811,295,147,148,0.4592000000000000,-77.52300000000000,12/06/2021
6,amazonia,Morona Santiago,196535,Tiwintza,11041,461,138,323,-2.917670000000000,-77.80170000000000,12/06/2021
2,amazonia,Sucumbíos,230503,Cascales,15882,659,126,533,-0.06750000000000000,-77.21694400000000,12/06/2021
6,amazonia,Morona Santiago,196535,Logroño,7643,197,104,93,-2.624800000000000,-78.18960000000000,12/06/2021
6,amazonia,Morona Santiago,196535,Pablo Sexto,2897,100,35,65,-1.803056000000000,-77.92111100000000,12/06/2021
9,sierra,Pichincha,3228233,Quito,2781641,716280,496172,220108,-0.2186110000000000,-78.50972200000000,13/06/2021
8,costa,Guayas,4387434,Guayaquil,2723665,473291,310535,162756,-2.183333000000000,-79.88333299999999,13/06/2021
6,sierra,Azuay,881394,Cuenca,636996,189911,129045,60866,-2.897414000000000,-79.00448100000000,13/06/2021
7,sierra,Loja,521154,Loja,274112,100150,66935,33215,-3.983333000000000,-79.20000000000000,13/06/2021
3,sierra,Tungurahua,590600,Ambato,387309,86963,61127,25836,-1.241667000000000,-78.61972200000000,13/06/2021
4,costa,Manabí,1562079,Portoviejo,321800,80101,58092,22009,-1.056181000000000,-80.45521700000000,13/06/2021
3,sierra,Chimborazo,524004,Riobamba,264048,82095,57467,24628,-1.674347000000000,-78.64829400000001,13/06/2021
8,costa,Guayas,4387434,Samborondón,102404,67884,49334,18550,-2.183333000000000,-79.88333299999999,13/06/2021
4,costa,Sto. Domingo Tsáchilas,511151,Santo Domingo,458580,66872,48389,18483,-0.2541670000000000,-79.17194400000000,13/06/2021
9,sierra,Pichincha,3228233,Rumiñahui,115433,65626,47573,18053,-0.3345000000000000,-78.44750000000001,13/06/2021
1,sierra,Imbabura,476257,Ibarra,221149,64641,45670,18971,0.3626780000000000,-78.13066700000000,13/06/2021
7,costa,El Oro,715751,Machala,289141,60194,43650,16544,-3.266667000000000,-79.96666700000000,13/06/2021
4,costa,Manabí,1562079,Manta,264281,55119,41837,13282,-0.9500220000000000,-80.71620000000000,13/06/2021
3,sierra,Cotopaxi,488716,Latacunga,205624,55370,37345,18025,-0.9333330000000000,-78.61666700000001,13/06/2021
1,costa,Esmeraldas,591083,Esmeraldas,218727,42696,32465,10231,1.050000000000000,-79.20000000000000,13/06/2021
8,costa,Guayas,4387434,Milagro,199835,40570,28336,12234,-2.126944000000000,-79.59916699999999,13/06/2021
5,costa,Los Ríos,921763,Quevedo,213842,38604,28279,10325,-1.033333000000000,-79.45000000000000,13/06/2021
4,costa,Manabí,1562079,Chone,131002,32365,24089,8276,-0.6833330000000000,-80.09999999999999,13/06/2021
5,costa,Los Ríos,921763,Babahoyo,175281,31221,22150,9071,-1.800000000000000,-79.53333300000000,13/06/2021
6,sierra,Cañar,281396,Azogues,86276,29057,20830,8227,-2.733333000000000,-78.83333300000000,13/06/2021
5,costa,Santa Elena,401178,Santa Elena,188821,29512,19058,10454,-2.226700000000000,-80.85830000000000,13/06/2021
1,sierra,Imbabura,476257,Otavalo,125785,24241,18543,5698,0.2333330000000000,-78.26666700000000,13/06/2021
3,sierra,Bolívar,209933,Guaranda,108763,29031,18419,10612,-1.605556000000000,-79.00305600000000,13/06/2021
1,sierra,Carchi,186869,Tulcán,102395,25389,18315,7074,0.8121800000000000,-77.71633000000000,13/06/2021
5,insular,Galápagos,33042,Santa Cruz,20302,28865,16620,12245,-0.6333330000000000,-90.36666700000001,13/06/2021
9,sierra,Pichincha,3228233,Cayambe,107660,23357,16503,6854,0.04388900000000000,-78.15610000000000,13/06/2021
2,amazonia,Napo,133705,Tena,79182,22302,16451,5851,-0.9890000000000000,-77.81590000000000,13/06/2021
8,costa,Guayas,4387434,Daule,173684,21768,15219,6549,-1.866667000000000,-79.98333300000000,13/06/2021
2,amazonia,Sucumbíos,230503,Lago Agrio,119594,19991,15113,4878,0.08472200000000001,-76.88277800000000,13/06/2021
1,costa,Esmeraldas,591083,Quinindé,145879,18828,14894,3934,0.3300000000000000,-79.48000000000000,13/06/2021
9,sierra,Pichincha,3228233,Mejía,108167,19123,14204,4919,-0.5101000000000000,-78.56980000000000,13/06/2021
5,costa,Santa Elena,401178,La Libertad,117767,19319,13872,5447,-2.233333000000000,-80.90000000000001,13/06/2021
4,costa,Manabí,1562079,Jipijapa,74645,18130,13803,4327,-1.333330000000000,-80.58329999999999,13/06/2021
4,costa,Manabí,1562079,El Carmen,111344,15604,13511,2093,-1.314700000000000,-80.01690000000001,13/06/2021
8,costa,Guayas,4387434,Durán,315724,22392,12736,9656,-2.166667000000000,-79.83333300000000,13/06/2021
7,costa,El Oro,715751,Santa Rosa,82171,15515,11958,3557,-3.452222000000000,-79.96166700000001,13/06/2021
2,amazonia,Orellana,161338,Orellana,93778,14970,11394,3576,-0.4666670000000000,-76.96666700000000,13/06/2021
4,costa,Manabí,1562079,Sucre,62443,14585,11251,3334,-0.6000000000000000,-80.41666700000000,13/06/2021
1,sierra,Imbabura,476257,Cotacachi,44203,15065,11042,4023,0.3000000000000000,-78.26666700000000,13/06/2021
6,sierra,Azuay,881394,Gualaceo,49104,14190,10202,3988,-2.900000000000000,-78.78333300000000,13/06/2021
7,costa,El Oro,715751,Pasaje,87723,12986,10038,2948,-3.326900000000000,-79.80490000000000,13/06/2021
6,amazonia,Morona Santiago,196535,Morona,58281,13554,9486,4068,-2.300000000000000,-78.11666700000001,13/06/2021
3,sierra,Cotopaxi,488716,Salcedo,67100,13365,9285,4080,-1.050000000000000,-78.58333300000000,13/06/2021
5,insular,Galápagos,33042,San Cristóbal,9667,15571,9267,6304,-0.8000000000000000,-89.40000000000001,13/06/2021
1,sierra,Imbabura,476257,Antonio Ante,54311,11995,9253,2742,0.3200000000000000,-78.20999999999999,13/06/2021
4,costa,Manabí,1562079,Montecristi,107785,12748,9139,3609,-1.033330000000000,-80.65000000000001,13/06/2021
3,sierra,Tungurahua,590600,Pelileo,66836,13067,8929,4138,-1.327500000000000,-78.54083300000001,13/06/2021
3,sierra,Cotopaxi,488716,Pujilí,79772,11580,8841,2739,-0.9500000000000000,-78.69000000000000,13/06/2021
2,amazonia,Pastaza,114202,Pastaza,84377,10488,8677,1811,-1.066667000000000,-78.00111099999999,13/06/2021
6,sierra,Cañar,281396,Cañar,68747,11418,8436,2982,-2.483700000000000,-78.97839999999999,13/06/2021
3,sierra,Chimborazo,524004,Guano,48395,12777,8265,4512,-1.583333000000000,-78.63333299999999,13/06/2021
4,costa,Manabí,1562079,Bolívar,45493,11219,8027,3192,-0.8419440000000000,-80.16194400000001,13/06/2021
8,costa,Guayas,4387434,Empalme,86073,11320,7852,3468,-1.046111000000000,-79.63361100000000,13/06/2021
4,costa,Manabí,1562079,Jaramijó,28439,9949,7804,2145,-0.9487300000000000,-80.63630000000001,13/06/2021
4,costa,Manabí,1562079,Santa Ana,48152,10837,7769,3068,-1.206900000000000,-80.37090000000001,13/06/2021
5,costa,Los Ríos,921763,Vinces,82329,10958,7742,3216,-1.558333000000000,-79.75000000000000,13/06/2021
6,sierra,Azuay,881394,Paute,29214,8864,6965,1899,-2.781800000000000,-78.76000000000001,13/06/2021
3,sierra,Bolívar,209933,San Miguel,29004,9812,6959,2853,-1.700000000000000,-79.03333300000000,13/06/2021
5,costa,Los Ríos,921763,Buena Fe,83654,9423,6869,2554,-0.8985720000000000,-79.48891600000000,13/06/2021
8,costa,Guayas,4387434,Salitre,65765,9335,6663,2672,-1.829444000000000,-79.81555600000000,13/06/2021
7,costa,El Oro,715751,Piñas,30206,9191,6599,2592,-3.666667000000000,-79.65000000000001,13/06/2021
8,costa,Guayas,4387434,San Jacinto De Yaguachi,78204,9116,6594,2522,-2.120000000000000,-79.69000000000000,13/06/2021
3,sierra,Chimborazo,524004,Alausí,45054,9496,6475,3021,-2.200000000000000,-78.84999999999999,13/06/2021
1,sierra,Carchi,186869,Montúfar,34229,9606,6448,3158,0.6100000000000000,-77.84000000000000,13/06/2021
6,sierra,Cañar,281396,La Troncal,76872,8618,6383,2235,-2.400000000000000,-79.33000000000000,13/06/2021
1,costa,Esmeraldas,591083,Atacames,55495,8095,6350,1745,0.8666670000000000,-79.83333300000000,13/06/2021
4,costa,Sto. Domingo Tsáchilas,511151,La Concordia,52571,9277,6311,2966,0.002300000000000000,-79.38460000000001,13/06/2021
2,amazonia,Sucumbíos,230503,Shushufindi,57949,9043,6303,2740,-0.1871000000000000,-76.64500000000000,13/06/2021
1,costa,Esmeraldas,591083,Eloy Alfaro,45629,8747,6167,2580,1.250000000000000,-79,13/06/2021
8,costa,Guayas,4387434,Naranjal,95052,9186,6112,3074,-2.672800000000000,-79.61499999999999,13/06/2021
6,sierra,Azuay,881394,Santa Isabel,20935,8182,5997,2185,-3.274170000000000,-79.31560000000000,13/06/2021
5,costa,Los Ríos,921763,Ventanas,75146,8886,5962,2924,-1.450000000000000,-79.47000000000000,13/06/2021
4,costa,Manabí,1562079,Veinticuatro de Mayo,28514,8188,5868,2320,-1.278889000000000,-80.42000000000000,13/06/2021
7,costa,El Oro,715751,El Guabo,63645,7528,5720,1808,-3.238800000000000,-79.82920000000000,13/06/2021
3,sierra,Tungurahua,590600,Píllaro,43371,8254,5651,2603,-1.175833000000000,-78.55527800000000,13/06/2021
7,sierra,Loja,521154,Catamayo,35961,8511,5605,2906,-3.980000000000000,-79.34999999999999,13/06/2021
1,costa,Esmeraldas,591083,San Lorenzo,62772,7502,5592,1910,1.265800000000000,-78.84139999999999,13/06/2021
4,costa,Manabí,1562079,Rocafuerte,37312,7794,5471,2323,-0.9200000000000000,-80.45999999999999,13/06/2021
7,sierra,Loja,521154,Calvas,29565,7533,5468,2065,-4.320000000000000,-79.56000000000000,13/06/2021
7,sierra,Loja,521154,Saraguro,33506,7626,5335,2291,-3.625300000000000,-79.24110000000000,13/06/2021
5,costa,Los Ríos,921763,Valencia,54637,7070,5117,1953,-0.9525000000000000,-79.35310000000000,13/06/2021
7,costa,El Oro,715751,Zaruma,25654,7369,5012,2357,-3.433333000000000,-79.59999999999999,13/06/2021
4,costa,Manabí,1562079,Tosagua,42297,6499,4983,1516,-0.7800000000000000,-80.26000000000001,13/06/2021
8,costa,Guayas,4387434,Balzar,60260,7752,4976,2776,-1.360000000000000,-79.90000000000001,13/06/2021
7,costa,El Oro,715751,Huaquillas,60440,7475,4938,2537,-3.481380000000000,-80.24320700000000,13/06/2021
7,costa,El Oro,715751,Arenillas,33473,7179,4909,2270,-3.550000000000000,-80.06000000000000,13/06/2021
9,sierra,Pichincha,3228233,Pedro Moncayo,43281,7180,4905,2275,0.04369700000000000,-78.34923999999999,13/06/2021
7,sierra,Loja,521154,Paltas,23471,8435,4873,3562,-4.050000000000000,-79.65000000000001,13/06/2021
7,sierra,Loja,521154,Macará,20269,7393,4856,2537,-4.383333000000000,-79.95000000000000,13/06/2021
7,amazonia,Zamora Chinchipe,120416,Zamora,32761,7016,4833,2183,-4.120000000000000,-78.80000000000000,13/06/2021
3,sierra,Chimborazo,524004,Colta,44838,6831,4793,2038,-1.700000000000000,-78.75000000000000,13/06/2021
3,sierra,Tungurahua,590600,Quero,20627,5835,4713,1122,-1.379300000000000,-78.60700000000000,13/06/2021
3,sierra,Cotopaxi,488716,La Maná,56905,6627,4575,2052,-0.9300000000000000,-79.22000000000000,13/06/2021
8,costa,Guayas,4387434,Playas,59628,6731,4489,2242,-2.623330000000000,-80.38750000000000,13/06/2021
3,sierra,Tungurahua,590600,Baños,25043,6622,4454,2168,-1.396389000000000,-78.42472200000000,13/06/2021
8,costa,Guayas,4387434,Pedro Carbo,51802,6256,4398,1858,-1.833333000000000,-80.23333300000000,13/06/2021
5,costa,Santa Elena,401178,Salinas,94590,7297,4327,2970,-2.216667000000000,-80.95000000000000,13/06/2021
6,sierra,Azuay,881394,Sígsig,30509,6025,4277,1748,-3.089700000000000,-78.80320000000000,13/06/2021
4,costa,Manabí,1562079,Pedernales,63441,5305,4151,1154,0.07010000000000000,-80.05360000000000,13/06/2021
5,costa,Los Ríos,921763,Mocache,43316,6120,4111,2009,-1.183850000000000,-79.50552999999999,13/06/2021
4,costa,Manabí,1562079,Paján,37093,5351,4111,1240,-1.570000000000000,-80.42000000000000,13/06/2021
2,amazonia,Orellana,161338,La Joya de los Sachas,39352,5807,4028,1779,-0.3000000000000000,-76.84999999999999,13/06/2021
1,sierra,Carchi,186869,Espejo,13817,6038,3991,2047,0.6210000000000000,-77.94000000000000,13/06/2021
6,amazonia,Morona Santiago,196535,Gualaquiza,19555,5463,3985,1478,-3.380000000000000,-78.58000000000000,13/06/2021
7,costa,El Oro,715751,Portovelo,14028,5329,3941,1388,-3.720000000000000,-79.62000000000000,13/06/2021
9,sierra,Pichincha,3228233,Puerto Quito,24911,5450,3827,1623,0.1170000000000000,-79.26400000000000,13/06/2021
2,amazonia,Pastaza,114202,Mera,17547,5362,3798,1564,-1.460000000000000,-78.09000000000000,13/06/2021
5,costa,Los Ríos,921763,Baba,43429,5042,3792,1250,-1.784167000000000,-79.67666699999999,13/06/2021
1,sierra,Carchi,186869,Mira,11969,5609,3707,1902,0.5538999999999999,-78.04930000000000,13/06/2021
8,costa,Guayas,4387434,El Triunfo,59636,5106,3658,1448,-2.330000000000000,-79.40000000000001,13/06/2021
7,sierra,Loja,521154,Puyango,15925,5594,3654,1940,-3.870000000000000,-80.09000000000000,13/06/2021
4,costa,Manabí,1562079,Junín,18820,5107,3520,1587,-0.9291600000000000,-80.20569000000000,13/06/2021
4,costa,Manabí,1562079,Jama,26116,4495,3486,1009,-0.2014000000000000,-80.26590000000000,13/06/2021
7,sierra,Loja,521154,Espíndola,14209,5191,3457,1734,-4.583056000000000,-79.42694400000001,13/06/2021
7,amazonia,Zamora Chinchipe,120416,Yantzaza,26447,5067,3457,1610,-3.850000000000000,-78.75000000000000,13/06/2021
3,sierra,Cotopaxi,488716,Pangua,24612,5173,3421,1752,-1.133333000000000,-79.06666700000000,13/06/2021
4,costa,Manabí,1562079,San Vicente,24799,4328,3341,987,-0.5893000000000000,-80.40880000000000,13/06/2021
3,sierra,Chimborazo,524004,Guamote,58291,4798,3330,1468,-1.933333000000000,-78.71666700000000,13/06/2021
7,sierra,Loja,521154,Gonzanamá,10953,4739,3311,1428,-4.231389000000000,-79.43527800000000,13/06/2021
6,sierra,Azuay,881394,Camilo Ponce Enríquez,36423,4422,3300,1122,-3.050000000000000,-79.73333300000000,13/06/2021
8,costa,Guayas,4387434,Naranjito,43862,4268,3249,1019,-2.173000000000000,-79.46710000000000,13/06/2021
8,costa,Guayas,4387434,Santa Lucía,45004,4743,3239,1504,-1.713889000000000,-79.98500000000000,13/06/2021
3,sierra,Bolívar,209933,Chillanes,16850,4537,3177,1360,-1.933333000000000,-79.06666700000000,13/06/2021
6,sierra,Azuay,881394,Nabón,17292,4393,3142,1251,-3.336060000000000,-79.06368000000001,13/06/2021
9,sierra,Pichincha,3228233,San Miguel de Los Bancos,29969,4162,3130,1032,0.02300000000000000,-78.89200000000000,13/06/2021
6,amazonia,Morona Santiago,196535,Sucúa,23823,4361,3118,1243,-2.460000000000000,-78.17000000000000,13/06/2021
3,sierra,Cotopaxi,488716,Sigchos,23277,4621,3071,1550,-0.7000000000000000,-78.88333299999999,13/06/2021
5,costa,Los Ríos,921763,Urdaneta,32618,4427,3049,1378,-1.570556000000000,-79.47111099999999,13/06/2021
3,sierra,Bolívar,209933,Chimbo,17378,4194,2922,1272,-1.700000000000000,-79.01666700000000,13/06/2021
5,insular,Galápagos,33042,Isabela,3073,4788,2921,1867,-0.4724000000000000,-90.68110000000000,13/06/2021
4,costa,Manabí,1562079,Pichincha,29599,3961,2915,1046,-1.047300000000000,-79.81860000000000,13/06/2021
6,amazonia,Morona Santiago,196535,Santiago,11087,4292,2914,1378,-3.429800000000000,-78.56560000000000,13/06/2021
3,sierra,Bolívar,209933,Echeandía,14081,4498,2872,1626,-1.433330000000000,-79.26667000000000,13/06/2021
2,amazonia,Sucumbíos,230503,Gonzalo Pizarro,10007,4183,2810,1373,0.04700000000000000,-77.32280000000000,13/06/2021
9,sierra,Pichincha,3228233,Pedro Vicente Maldonado,17171,3771,2750,1021,0.1666670000000000,-79,13/06/2021
7,sierra,Loja,521154,Zapotillo,14325,4001,2736,1265,-4.386360000000000,-80.24360000000000,13/06/2021
3,sierra,Cotopaxi,488716,Saquisilí,31426,4536,2692,1844,-0.8300000000000000,-78.67000000000000,13/06/2021
3,sierra,Bolívar,209933,Caluma,16429,4124,2683,1441,-1.633330000000000,-79.25000000000000,13/06/2021
2,amazonia,Napo,133705,Quijos,6847,3827,2663,1164,-0.4636110000000000,-77.89277800000001,13/06/2021
5,costa,Los Ríos,921763,Montalvo,28720,3360,2658,702,-1.793800000000000,-79.28570000000001,13/06/2021
4,costa,Manabí,1562079,Flavio Alfaro,23822,3986,2617,1369,-0.4054000000000000,-79.90580000000000,13/06/2021
7,sierra,Loja,521154,Celica,16160,3527,2612,915,-4.102500000000000,-79.95444400000000,13/06/2021
7,amazonia,Zamora Chinchipe,120416,Chinchipe,10679,3493,2589,904,-4.862800000000000,-79.13280000000000,13/06/2021
5,costa,Los Ríos,921763,Puebloviejo,44725,3945,2544,1401,-1.550000000000000,-79.53388900000000,13/06/2021
8,costa,Guayas,4387434,Isidro Ayora,14582,3593,2433,1160,-1.883333000000000,-80.16666700000000,13/06/2021
3,sierra,Chimborazo,524004,Chunchi,12795,3752,2415,1337,-2.283333000000000,-78.91666700000000,13/06/2021
1,sierra,Imbabura,476257,San Miguel de Urcuquí,17540,3495,2405,1090,0.5200000000000000,-78.20000000000000,13/06/2021
1,costa,Esmeraldas,591083,Rioverde,31475,3050,2364,686,1.060200000000000,-79.40440000000000,13/06/2021
1,costa,Esmeraldas,591083,Muisne,31106,3289,2330,959,0.6067000000000000,-80.01830000000000,13/06/2021
6,sierra,Azuay,881394,Girón,13037,3474,2322,1152,-3.159028000000000,-79.14756800000001,13/06/2021
7,costa,El Oro,715751,Atahualpa,6436,3117,2182,935,-2.900000000000000,-78.93333300000000,13/06/2021
7,sierra,Loja,521154,Pindal,10540,2995,2182,813,-4.116100000000000,-80.10760000000001,13/06/2021
