zona,region,inec_provincia_id,provincia,provincia_poblacion,inec_canton_id,canton,canton_poblacion,dosis_total,primera_dosis,segunda_dosis,dosis_unica,dosis_refuerzo,lat,lng,created_at
7,costa,07,El Oro,715751,0703,Atahualpa,6436,13438,6233,6073,69,1063,-2.900000000000000,-78.93333300000000,05/01/2022
7,costa,07,El Oro,715751,0704,Balsas,9233,17088,8286,8090,144,568,-3.762600000000000,-79.82530000000000,05/01/2022
7,costa,07,El Oro,715751,0705,Chilla,2379,6493,3751,2474,50,218,-3.450000000000000,-79.58000000000000,05/01/2022
7,costa,07,El Oro,715751,0706,El Guabo,63645,102829,52698,46291,1491,2349,-3.238800000000000,-79.82920000000000,05/01/2022
7,costa,07,El Oro,715751,0707,Huaquillas,60440,97446,49084,43064,1434,3864,-3.481380000000000,-80.24320700000000,05/01/2022
7,costa,07,El Oro,715751,0714,Las Lajas,4963,11983,6034,5055,134,760,-3.785000000000000,-80.06166700000000,05/01/2022
7,costa,07,El Oro,715751,0701,Machala,289141,485164,240772,215103,6709,22580,-3.266667000000000,-79.96666700000000,05/01/2022
7,costa,07,El Oro,715751,0708,Marcabelí,6259,13456,6611,6029,124,692,-3.786000000000000,-79.89780000000000,05/01/2022
7,costa,07,El Oro,715751,0709,Pasaje,87723,138274,67579,62602,1944,6149,-3.326900000000000,-79.80490000000000,05/01/2022
7,costa,07,El Oro,715751,0710,Piñas,30206,56595,27190,25537,383,3485,-3.666667000000000,-79.65000000000001,05/01/2022
7,costa,07,El Oro,715751,0711,Portovelo,14028,32488,15904,14822,272,1490,-3.720000000000000,-79.62000000000000,05/01/2022
7,costa,07,El Oro,715751,0712,Santa Rosa,82171,135250,66419,61280,1553,5998,-3.452222000000000,-79.96166700000001,05/01/2022
7,costa,07,El Oro,715751,0713,Zaruma,25654,48237,24017,21624,260,2336,-3.433333000000000,-79.59999999999999,05/01/2022
1,costa,08,Esmeraldas,591083,0806,Atacames,55495,84047,42199,37059,2660,2129,0.8666670000000000,-79.83333300000000,05/01/2022
1,costa,08,Esmeraldas,591083,0802,Eloy Alfaro,45629,67930,35550,28636,1977,1767,1.250000000000000,-79,05/01/2022
1,costa,08,Esmeraldas,591083,0801,Esmeraldas,218727,341325,170879,147892,10795,11759,1.050000000000000,-79.20000000000000,05/01/2022
1,costa,08,Esmeraldas,591083,0803,Muisne,31106,43795,23848,16667,2223,1057,0.6067000000000000,-80.01830000000000,05/01/2022
1,costa,08,Esmeraldas,591083,0804,Quinindé,145879,208368,104923,90505,5476,7464,0.3300000000000000,-79.48000000000000,05/01/2022
1,costa,08,Esmeraldas,591083,0807,Rioverde,31475,43628,21208,18910,2751,759,1.060200000000000,-79.40440000000000,05/01/2022
1,costa,08,Esmeraldas,591083,0805,San Lorenzo,62772,68248,35691,26756,4476,1325,1.265800000000000,-78.84139999999999,05/01/2022
5,insular,20,Galápagos,33042,2002,Isabela,3073,7027,2833,2704,0,1490,-0.4724000000000000,-90.68110000000000,05/01/2022
5,insular,20,Galápagos,33042,2001,San Cristóbal,9667,21824,9148,8747,0,3929,-0.8000000000000000,-89.40000000000001,05/01/2022
5,insular,20,Galápagos,33042,2003,Santa Cruz,20302,41822,17847,17103,0,6872,-0.6333330000000000,-90.36666700000001,05/01/2022
8,costa,09,Guayas,4387434,0902,Alfredo Baquerizo Moreno,32110,38568,20460,16763,493,852,-1.916667000000000,-79.51666700000000,05/01/2022
8,costa,09,Guayas,4387434,0903,Balao,26348,34171,18440,14871,382,478,-2.910000000000000,-79.81000000000000,05/01/2022
8,costa,09,Guayas,4387434,0904,Balzar,60260,83861,45185,35363,1207,2106,-1.360000000000000,-79.90000000000001,05/01/2022
8,costa,09,Guayas,4387434,0905,Colimes,26169,26343,14862,10704,321,456,-1.550000000000000,-80.01666700000000,05/01/2022
8,costa,09,Guayas,4387434,0923,Coronel Marcelino Maridueña,13132,20772,11124,8601,256,791,-2.200000000000000,-79.42000000000000,05/01/2022
8,costa,09,Guayas,4387434,0906,Daule,173684,212557,106998,94961,2379,8219,-1.866667000000000,-79.98333300000000,05/01/2022
8,costa,09,Guayas,4387434,0907,Durán,315724,344931,171248,156960,5136,11587,-2.166667000000000,-79.83333300000000,05/01/2022
8,costa,09,Guayas,4387434,0908,Empalme,86073,118779,60627,49830,4678,3644,-1.046111000000000,-79.63361100000000,05/01/2022
8,costa,09,Guayas,4387434,0909,El Triunfo,59636,76707,41090,32601,1462,1554,-2.330000000000000,-79.40000000000001,05/01/2022
8,costa,09,Guayas,4387434,0927,General Antonio Elizalde,13156,28078,14329,12549,401,799,-2.200000000000000,-79.17000000000000,05/01/2022
8,costa,09,Guayas,4387434,0901,Guayaquil,2723665,4187088,2115399,1854508,63119,154062,-2.183333000000000,-79.88333299999999,05/01/2022
8,costa,09,Guayas,4387434,0928,Isidro Ayora,14582,26088,13007,12129,273,679,-1.883333000000000,-80.16666700000000,05/01/2022
8,costa,09,Guayas,4387434,0924,Lomas de Sargentillo,24220,34284,18421,14758,460,645,-1.883333000000000,-80.08333300000000,05/01/2022
8,costa,09,Guayas,4387434,0910,Milagro,199835,283464,146364,124677,3416,9007,-2.126944000000000,-79.59916699999999,05/01/2022
8,costa,09,Guayas,4387434,0911,Naranjal,95052,130632,70111,55663,1497,3361,-2.672800000000000,-79.61499999999999,05/01/2022
8,costa,09,Guayas,4387434,0912,Naranjito,43862,63887,34943,25933,1327,1684,-2.173000000000000,-79.46710000000000,05/01/2022
8,costa,09,Guayas,4387434,0925,Nobol,26444,40551,21538,17653,526,834,-1.916671000000000,-80.01153900000000,05/01/2022
8,costa,09,Guayas,4387434,0913,Palestina,18451,24161,13364,9935,182,680,-1.626300000000000,-79.97700000000000,05/01/2022
8,costa,09,Guayas,4387434,0914,Pedro Carbo,51802,67833,36477,28121,1495,1740,-1.833333000000000,-80.23333300000000,05/01/2022
8,costa,09,Guayas,4387434,0921,Playas,59628,93209,48976,41053,875,2305,-2.623330000000000,-80.38750000000000,05/01/2022
8,costa,09,Guayas,4387434,0919,Salitre,65765,82690,45545,34127,711,2307,-1.829444000000000,-79.81555600000000,05/01/2022
8,costa,09,Guayas,4387434,0916,Samborondón,102404,297108,143376,129548,1541,22643,-2.183333000000000,-79.88333299999999,05/01/2022
8,costa,09,Guayas,4387434,0920,San Jacinto De Yaguachi,78204,90683,47591,38369,1970,2753,-2.120000000000000,-79.69000000000000,05/01/2022
8,costa,09,Guayas,4387434,0918,Santa Lucía,45004,63669,33429,28293,687,1260,-1.713889000000000,-79.98500000000000,05/01/2022
8,costa,09,Guayas,4387434,0922,Simón Bolivar,32224,44019,23039,19063,722,1195,-2.156667000000000,-79.88750000000000,05/01/2022
1,sierra,10,Imbabura,476257,1002,Antonio Ante,54311,95538,45654,43095,1522,5267,0.3200000000000000,-78.20999999999999,05/01/2022
1,sierra,10,Imbabura,476257,1003,Cotacachi,44203,86320,40736,38661,2530,4393,0.3000000000000000,-78.26666700000000,05/01/2022
1,sierra,10,Imbabura,476257,1001,Ibarra,221149,365933,169599,169589,6599,20146,0.3626780000000000,-78.13066700000000,05/01/2022
1,sierra,10,Imbabura,476257,1004,Otavalo,125785,198685,100325,88820,2885,6655,0.2333330000000000,-78.26666700000000,05/01/2022
1,sierra,10,Imbabura,476257,1005,Pimampiro,13269,30533,14685,13696,765,1387,0.4000000000000000,-77.97000000000000,05/01/2022
1,sierra,10,Imbabura,476257,1006,San Miguel de Urcuquí,17540,34186,16186,15328,759,1913,0.5200000000000000,-78.20000000000000,05/01/2022
7,sierra,11,Loja,521154,1102,Calvas,29565,51680,24147,23820,361,3352,-4.320000000000000,-79.56000000000000,05/01/2022
7,sierra,11,Loja,521154,1103,Catamayo,35961,60758,29418,27646,392,3302,-3.980000000000000,-79.34999999999999,05/01/2022
7,sierra,11,Loja,521154,1104,Celica,16160,24339,11629,10941,93,1676,-4.102500000000000,-79.95444400000000,05/01/2022
7,sierra,11,Loja,521154,1105,Chaguarpamba,6620,12097,5876,5695,35,491,-3.850000000000000,-79.65000000000001,05/01/2022
7,sierra,11,Loja,521154,1106,Espíndola,14209,26689,12826,12015,276,1572,-4.583056000000000,-79.42694400000001,05/01/2022
7,sierra,11,Loja,521154,1107,Gonzanamá,10953,23551,11104,10625,192,1630,-4.231389000000000,-79.43527800000000,05/01/2022
7,sierra,11,Loja,521154,1101,Loja,274112,462509,222942,205647,1646,32274,-3.983333000000000,-79.20000000000000,05/01/2022
7,sierra,11,Loja,521154,1108,Macará,20269,36720,17226,16446,691,2357,-4.383333000000000,-79.95000000000000,05/01/2022
7,sierra,11,Loja,521154,1116,Olmedo,4220,8872,4368,3924,26,554,-3.934000000000000,-79.64800000000000,05/01/2022
7,sierra,11,Loja,521154,1109,Paltas,23471,42271,19717,19136,248,3170,-4.050000000000000,-79.65000000000001,05/01/2022
7,sierra,11,Loja,521154,1114,Pindal,10540,21290,10626,9676,207,781,-4.116100000000000,-80.10760000000001,05/01/2022
7,sierra,11,Loja,521154,1110,Puyango,15925,34241,16314,15716,246,1965,-3.870000000000000,-80.09000000000000,05/01/2022
7,sierra,11,Loja,521154,1115,Quilanga,4197,7437,3363,3342,48,684,-4.298000000000000,-79.39860000000000,05/01/2022
7,sierra,11,Loja,521154,1111,Saraguro,33506,45685,23403,19974,514,1794,-3.625300000000000,-79.24110000000000,05/01/2022
7,sierra,11,Loja,521154,1112,Sozoranga,7121,9160,4338,3975,108,739,-4.327778000000000,-79.78972200000000,05/01/2022
7,sierra,11,Loja,521154,1113,Zapotillo,14325,26330,12911,12150,260,1009,-4.386360000000000,-80.24360000000000,05/01/2022
5,costa,12,Los Ríos,921763,1202,Baba,43429,59375,31464,25729,710,1472,-1.784167000000000,-79.67666699999999,05/01/2022
5,costa,12,Los Ríos,921763,1201,Babahoyo,175281,235107,125527,98315,4756,6509,-1.800000000000000,-79.53333300000000,05/01/2022
5,costa,12,Los Ríos,921763,1210,Buena Fe,83654,116285,64608,47983,1385,2309,-0.8985720000000000,-79.48891600000000,05/01/2022
5,costa,12,Los Ríos,921763,1212,Mocache,43316,49662,26930,20285,1574,873,-1.183850000000000,-79.50552999999999,05/01/2022
5,costa,12,Los Ríos,921763,1203,Montalvo,28720,41961,20800,18971,755,1435,-1.793800000000000,-79.28570000000001,05/01/2022
5,costa,12,Los Ríos,921763,1209,Palenque,23638,26584,17220,8341,448,575,-1.432800000000000,-79.74950000000000,05/01/2022
5,costa,12,Los Ríos,921763,1204,Puebloviejo,44725,64416,33625,26994,2288,1509,-1.550000000000000,-79.53388900000000,05/01/2022
5,costa,12,Los Ríos,921763,1205,Quevedo,213842,293404,151982,125807,6175,9440,-1.033333000000000,-79.45000000000000,05/01/2022
5,costa,12,Los Ríos,921763,1213,Quinsaloma,20428,30456,14278,13833,917,1428,-1.206200000000000,-79.31450000000000,05/01/2022
5,costa,12,Los Ríos,921763,1206,Urdaneta,32618,48675,24283,20853,1816,1723,-1.570556000000000,-79.47111099999999,05/01/2022
5,costa,12,Los Ríos,921763,1211,Valencia,54637,79770,42373,34403,1240,1754,-0.9525000000000000,-79.35310000000000,05/01/2022
5,costa,12,Los Ríos,921763,1207,Ventanas,75146,104135,55378,43596,1768,3393,-1.450000000000000,-79.47000000000000,05/01/2022
5,costa,12,Los Ríos,921763,1208,Vinces,82329,121483,61001,54279,3255,2948,-1.558333000000000,-79.75000000000000,05/01/2022
4,costa,13,Manabí,1562079,1316,Veinticuatro de Mayo,28514,50123,25098,21530,1045,2450,-1.278889000000000,-80.42000000000000,05/01/2022
4,costa,13,Manabí,1562079,1302,Bolívar,45493,73709,36240,32842,2130,2497,-0.8419440000000000,-80.16194400000001,05/01/2022
4,costa,13,Manabí,1562079,1303,Chone,131002,190374,96943,80778,5666,6987,-0.6833330000000000,-80.09999999999999,05/01/2022
4,costa,13,Manabí,1562079,1304,El Carmen,111344,193904,102496,83461,3422,4525,-1.314700000000000,-80.01690000000001,05/01/2022
4,costa,13,Manabí,1562079,1305,Flavio Alfaro,23822,43332,22370,18612,1322,1028,-0.4054000000000000,-79.90580000000000,05/01/2022
4,costa,13,Manabí,1562079,1320,Jama,26116,30652,15092,13361,1246,953,-0.2014000000000000,-80.26590000000000,05/01/2022
4,costa,13,Manabí,1562079,1321,Jaramijó,28439,87714,43992,41619,541,1562,-0.9487300000000000,-80.63630000000001,05/01/2022
4,costa,13,Manabí,1562079,1306,Jipijapa,74645,128341,61919,58755,2174,5493,-1.333330000000000,-80.58329999999999,05/01/2022
4,costa,13,Manabí,1562079,1307,Junín,18820,37388,18230,16684,979,1495,-0.9291600000000000,-80.20569000000000,05/01/2022
4,costa,13,Manabí,1562079,1308,Manta,264281,511460,253852,237375,4190,16043,-0.9500220000000000,-80.71620000000000,05/01/2022
4,costa,13,Manabí,1562079,1309,Montecristi,107785,95633,55817,36831,694,2291,-1.033330000000000,-80.65000000000001,05/01/2022
4,costa,13,Manabí,1562079,1318,Olmedo,10194,19581,9451,8729,700,701,-1.396111000000000,-80.20611100000001,05/01/2022
4,costa,13,Manabí,1562079,1310,Paján,37093,64723,33468,28218,1426,1611,-1.570000000000000,-80.42000000000000,05/01/2022
4,costa,13,Manabí,1562079,1317,Pedernales,63441,87986,48235,36280,2573,898,0.07010000000000000,-80.05360000000000,05/01/2022
4,costa,13,Manabí,1562079,1311,Pichincha,29599,49506,26560,20571,1632,743,-1.047300000000000,-79.81860000000000,05/01/2022
4,costa,13,Manabí,1562079,1301,Portoviejo,321800,526562,255180,241433,10804,19145,-1.056181000000000,-80.45521700000000,05/01/2022
4,costa,13,Manabí,1562079,1319,Puerto López,24688,38583,19453,17159,1083,888,-1.566667000000000,-80.81666700000000,05/01/2022
4,costa,13,Manabí,1562079,1312,Rocafuerte,37312,61528,30804,27039,1177,2508,-0.9200000000000000,-80.45999999999999,05/01/2022
4,costa,13,Manabí,1562079,1322,San Vicente,24799,35937,17006,15951,1694,1286,-0.5893000000000000,-80.40880000000000,05/01/2022
4,costa,13,Manabí,1562079,1313,Santa Ana,48152,76746,38407,33348,2390,2601,-1.206900000000000,-80.37090000000001,05/01/2022
4,costa,13,Manabí,1562079,1314,Sucre,62443,107882,54283,47317,2203,4079,-0.6000000000000000,-80.41666700000000,05/01/2022
4,costa,13,Manabí,1562079,1315,Tosagua,42297,64513,31993,28105,2526,1889,-0.7800000000000000,-80.26000000000001,05/01/2022
6,amazonia,14,Morona Santiago,196535,1402,Gualaquiza,19555,33456,16277,14047,1416,1716,-3.380000000000000,-78.58000000000000,05/01/2022
6,amazonia,14,Morona Santiago,196535,1407,Huamboya,12382,12268,6694,4808,505,261,-1.785000000000000,-78.23194400000000,05/01/2022
6,amazonia,14,Morona Santiago,196535,1403,Limón Indanza,10349,11188,5516,4869,421,382,-2.966250000000000,-78.43052800000000,05/01/2022
6,amazonia,14,Morona Santiago,196535,1410,Logroño,7643,6189,3147,2311,495,236,-2.624800000000000,-78.18960000000000,05/01/2022
6,amazonia,14,Morona Santiago,196535,1401,Morona,58281,78313,38439,32962,2992,3920,-2.300000000000000,-78.11666700000001,05/01/2022
6,amazonia,14,Morona Santiago,196535,1411,Pablo Sexto,2897,3244,1440,1459,181,164,-1.803056000000000,-77.92111100000000,05/01/2022
6,amazonia,14,Morona Santiago,196535,1404,Palora,7719,15207,7775,6309,657,466,-1.700000000000000,-77.94000000000000,05/01/2022
6,amazonia,14,Morona Santiago,196535,1408,San Juan Bosco,4985,4428,1924,2002,184,318,-3.092300000000000,-78.51320000000000,05/01/2022
6,amazonia,14,Morona Santiago,196535,1405,Santiago,11087,15167,7762,6151,577,677,-3.429800000000000,-78.56560000000000,05/01/2022
6,amazonia,14,Morona Santiago,196535,1406,Sucúa,23823,30385,15275,12466,1122,1522,-2.460000000000000,-78.17000000000000,05/01/2022
6,amazonia,14,Morona Santiago,196535,1409,Taisha,26773,7587,3534,1876,1877,300,-2.339950000000000,-77.45808000000000,05/01/2022
6,amazonia,14,Morona Santiago,196535,1412,Tiwintza,11041,5328,2518,2166,481,163,-2.917670000000000,-77.80170000000000,05/01/2022
2,amazonia,15,Napo,133705,1503,Archidona,33068,50732,26595,22401,830,906,-0.9166670000000000,-77.78333300000000,05/01/2022
2,amazonia,15,Napo,133705,1509,Carlos Julio Arosemena Tola,4466,6273,3282,2626,162,203,-1.166667000000000,-77.84999999999999,05/01/2022
2,amazonia,15,Napo,133705,1504,El Chaco,10142,17225,8549,7758,175,743,-0.3402780000000000,-77.80888899999999,05/01/2022
2,amazonia,15,Napo,133705,1507,Quijos,6847,14017,6818,6127,122,950,-0.4636110000000000,-77.89277800000001,05/01/2022
2,amazonia,15,Napo,133705,1501,Tena,79182,125488,64249,54771,2357,4111,-0.9890000000000000,-77.81590000000000,05/01/2022
2,amazonia,22,Orellana,161338,2202,Aguarico,3629,12560,6389,5438,96,637,-0.9211110000000000,-75.39916700000001,05/01/2022
2,amazonia,22,Orellana,161338,2203,La Joya de los Sachas,39352,72490,38390,31594,918,1588,-0.3000000000000000,-76.84999999999999,05/01/2022
2,amazonia,22,Orellana,161338,2204,Loreto,24579,27900,14879,11016,1409,596,-0.6904000000000000,-77.30830000000000,05/01/2022
2,amazonia,22,Orellana,161338,2201,Orellana,93778,134271,69051,58508,2660,4052,-0.4666670000000000,-76.96666700000000,05/01/2022
2,amazonia,16,Pastaza,114202,1604,Arajuno,8128,8762,4484,3323,811,144,-1.234370000000000,-77.68750000000000,05/01/2022
2,amazonia,16,Pastaza,114202,1602,Mera,17547,26788,13562,10739,703,1784,-1.460000000000000,-78.09000000000000,05/01/2022
2,amazonia,16,Pastaza,114202,1601,Pastaza,84377,107821,51838,46424,4238,5321,-1.066667000000000,-78.00111099999999,05/01/2022
2,amazonia,16,Pastaza,114202,1603,Santa Clara,4150,7461,3911,3238,210,102,-1.267100000000000,-77.88820000000000,05/01/2022
9,sierra,17,Pichincha,3228233,1702,Cayambe,107660,210589,106804,94079,1654,8052,0.04388900000000000,-78.15610000000000,05/01/2022
9,sierra,17,Pichincha,3228233,1701,Quito,2781641,5022838,2342831,2293567,50163,336277,-0.2186110000000000,-78.50972200000000,05/01/2022
9,sierra,17,Pichincha,3228233,1703,Mejía,108167,174695,86121,78345,1286,8943,-0.5101000000000000,-78.56980000000000,05/01/2022
9,sierra,17,Pichincha,3228233,1704,Pedro Moncayo,43281,91509,46566,41435,834,2674,0.04369700000000000,-78.34923999999999,05/01/2022
9,sierra,17,Pichincha,3228233,1708,Pedro Vicente Maldonado,17171,26841,13231,12083,631,896,0.1666670000000000,-79,05/01/2022
9,sierra,17,Pichincha,3228233,1709,Puerto Quito,24911,36278,18517,15307,1105,1349,0.1170000000000000,-79.26400000000000,05/01/2022
9,sierra,17,Pichincha,3228233,1705,Rumiñahui,115433,282931,146225,114179,1604,20923,-0.3345000000000000,-78.44750000000001,05/01/2022
9,sierra,17,Pichincha,3228233,1707,San Miguel de Los Bancos,29969,32268,16090,13834,777,1567,0.02300000000000000,-78.89200000000000,05/01/2022
5,costa,24,Santa Elena,401178,2402,La Libertad,117767,161493,86384,68582,2467,4060,-2.233333000000000,-80.90000000000001,05/01/2022
5,costa,24,Santa Elena,401178,2403,Salinas,94590,134686,71426,57276,1413,4571,-2.216667000000000,-80.95000000000000,05/01/2022
5,costa,24,Santa Elena,401178,2401,Santa Elena,188821,277771,143611,116975,5558,11627,-2.226700000000000,-80.85830000000000,05/01/2022
4,costa,23,Sto. Domingo Tsáchilas,511151,2302,La Concordia,52571,100652,50151,45637,2386,2478,0.002300000000000000,-79.38460000000001,05/01/2022
4,costa,23,Sto. Domingo Tsáchilas,511151,2301,Santo Domingo,458580,627717,316904,264027,28168,18618,-0.2541670000000000,-79.17194400000000,05/01/2022
2,amazonia,21,Sucumbíos,230503,2106,Cascales,15882,14932,7026,6629,710,567,-0.06750000000000000,-77.21694400000000,05/01/2022
2,amazonia,21,Sucumbíos,230503,2107,Cuyabeno,7154,14953,7882,6385,303,383,-0.1288890000000000,-76.41388900000000,05/01/2022
2,amazonia,21,Sucumbíos,230503,2102,Gonzalo Pizarro,10007,20616,10742,8674,354,846,0.04700000000000000,-77.32280000000000,05/01/2022
2,amazonia,21,Sucumbíos,230503,2101,Lago Agrio,119594,163944,85034,69621,4443,4846,0.08472200000000001,-76.88277800000000,05/01/2022
2,amazonia,21,Sucumbíos,230503,2103,Putumayo,16106,12709,6117,5084,846,662,0.1000000000000000,-75.84999999999999,05/01/2022
2,amazonia,21,Sucumbíos,230503,2104,Shushufindi,57949,91743,47480,40435,1898,1930,-0.1871000000000000,-76.64500000000000,05/01/2022
2,amazonia,21,Sucumbíos,230503,2105,Sucumbíos,3811,5515,2619,2500,37,359,0.4592000000000000,-77.52300000000000,05/01/2022
3,sierra,18,Tungurahua,590600,1801,Ambato,387309,673987,324603,296850,19406,33128,-1.241667000000000,-78.61972200000000,05/01/2022
3,sierra,18,Tungurahua,590600,1802,Baños,25043,44961,21107,19555,1398,2901,-1.396389000000000,-78.42472200000000,05/01/2022
3,sierra,18,Tungurahua,590600,1803,Cevallos,9936,22274,9077,11064,719,1414,-1.350000000000000,-78.61666700000001,05/01/2022
3,sierra,18,Tungurahua,590600,1804,Mocha,7336,12673,5829,5648,310,886,-1.416667000000000,-78.66666700000000,05/01/2022
3,sierra,18,Tungurahua,590600,1805,Patate,15825,24193,10309,10668,780,2436,-1.316667000000000,-78.51666700000000,05/01/2022
3,sierra,18,Tungurahua,590600,1806,Quero,20627,30526,16051,11583,908,1984,-1.379300000000000,-78.60700000000000,05/01/2022
3,sierra,18,Tungurahua,590600,1807,Pelileo,66836,105595,50461,46385,3006,5743,-1.327500000000000,-78.54083300000001,05/01/2022
3,sierra,18,Tungurahua,590600,1808,Píllaro,43371,63562,29271,28158,2131,4002,-1.175833000000000,-78.55527800000000,05/01/2022
3,sierra,18,Tungurahua,590600,1809,Tisaleo,14317,16891,8122,7161,351,1257,-1.350000000000000,-78.66666700000000,05/01/2022
7,amazonia,19,Zamora Chinchipe,120416,1907,Centinela del Cóndor,8313,10305,5188,4546,130,441,-3.894910000000000,-78.78140999999999,05/01/2022
7,amazonia,19,Zamora Chinchipe,120416,1902,Chinchipe,10679,18559,9183,8050,236,1090,-4.862800000000000,-79.13280000000000,05/01/2022
7,amazonia,19,Zamora Chinchipe,120416,1906,El Pangui,10945,21021,10946,9332,155,588,-3.624900000000000,-78.58710000000001,05/01/2022
7,amazonia,19,Zamora Chinchipe,120416,1903,Nangaritza,8014,7861,4228,3285,161,187,-4.048333000000000,-78.68222200000000,05/01/2022
7,amazonia,19,Zamora Chinchipe,120416,1908,Palanda,10144,13618,6806,6185,175,452,-4.649800000000000,-79.13209999999999,05/01/2022
7,amazonia,19,Zamora Chinchipe,120416,1909,Paquisha,5992,9509,5102,3905,131,371,-3.932750000000000,-78.67426000000000,05/01/2022
7,amazonia,19,Zamora Chinchipe,120416,1904,Yacuambi,7121,7997,4721,2954,226,96,-3.634440000000000,-78.92810000000000,05/01/2022
7,amazonia,19,Zamora Chinchipe,120416,1905,Yantzaza,26447,38629,20361,16363,444,1461,-3.850000000000000,-78.75000000000000,05/01/2022
7,amazonia,19,Zamora Chinchipe,120416,1901,Zamora,32761,47312,22708,20681,1183,2740,-4.120000000000000,-78.80000000000000,05/01/2022
6,sierra,01,Azuay,881394,0115,Camilo Ponce Enríquez,36423,49134,25145,20623,2036,1330,-3.050000000000000,-79.73333300000000,06/01/2022
6,sierra,01,Azuay,881394,0111,Chordeleg,15176,21231,10374,9261,305,1291,-2.933333000000000,-78.76666700000000,06/01/2022
6,sierra,01,Azuay,881394,0101,Cuenca,636996,1100830,521334,496069,10484,72943,-2.897414000000000,-79.00448100000000,06/01/2022
6,sierra,01,Azuay,881394,0112,El Pan,3091,4694,2014,2050,39,591,-2.786111000000000,-78.66500000000001,06/01/2022
6,sierra,01,Azuay,881394,0102,Girón,13037,23755,11995,10148,143,1469,-3.159028000000000,-79.14756800000001,06/01/2022
6,sierra,01,Azuay,881394,0114,Guachapala,3859,5224,2343,2355,21,505,-2.769000000000000,-78.70900000000000,06/01/2022
6,sierra,01,Azuay,881394,0103,Gualaceo,49104,77424,37663,34057,1161,4543,-2.900000000000000,-78.78333300000000,06/01/2022
6,sierra,01,Azuay,881394,0104,Nabón,17292,25016,12425,10561,362,1668,-3.336060000000000,-79.06368000000001,06/01/2022
6,sierra,01,Azuay,881394,0110,Oña,4128,6399,2821,3053,89,436,-3.469640000000000,-79.15431000000000,06/01/2022
6,sierra,01,Azuay,881394,0105,Paute,29214,55012,26757,24451,402,3402,-2.781800000000000,-78.76000000000001,06/01/2022
6,sierra,01,Azuay,881394,0106,Pucará,10584,14631,7295,6476,146,714,-3.233780000000000,-79.46120000000001,06/01/2022
6,sierra,01,Azuay,881394,0107,San Fernando,4156,7111,3356,3288,7,460,-3.144500000000000,-79.25200000000000,06/01/2022
6,sierra,01,Azuay,881394,0108,Santa Isabel,20935,45132,22249,19424,780,2679,-3.274170000000000,-79.31560000000000,06/01/2022
6,sierra,01,Azuay,881394,0113,Sevilla de Oro,6890,6981,3218,3167,36,560,-2.799833000000000,-78.65569400000000,06/01/2022
6,sierra,01,Azuay,881394,0109,Sígsig,30509,44974,22407,19363,546,2658,-3.089700000000000,-78.80320000000000,06/01/2022
3,sierra,02,Bolívar,209933,0206,Caluma,16429,27500,14237,11165,391,1707,-1.633330000000000,-79.25000000000000,06/01/2022
3,sierra,02,Bolívar,209933,0202,Chillanes,16850,35560,17309,15061,1639,1551,-1.933333000000000,-79.06666700000000,06/01/2022
3,sierra,02,Bolívar,209933,0203,Chimbo,17378,24831,11174,10628,970,2059,-1.700000000000000,-79.01666700000000,06/01/2022
3,sierra,02,Bolívar,209933,0204,Echeandía,14081,27330,13616,11393,706,1615,-1.433330000000000,-79.26667000000000,06/01/2022
3,sierra,02,Bolívar,209933,0201,Guaranda,108763,163088,86108,67916,831,8233,-1.605556000000000,-79.00305600000000,06/01/2022
3,sierra,02,Bolívar,209933,0207,Las Naves,7428,12361,6654,5006,100,601,-1.283330000000000,-79.30000000000000,06/01/2022
3,sierra,02,Bolívar,209933,0205,San Miguel,29004,51984,23258,22048,2245,4433,-1.700000000000000,-79.03333300000000,06/01/2022
6,sierra,03,Cañar,281396,0301,Azogues,86276,153325,75347,66099,1458,10421,-2.733333000000000,-78.83333300000000,06/01/2022
6,sierra,03,Cañar,281396,0302,Biblían,23741,24844,11146,11044,401,2253,-2.710000000000000,-78.88000000000000,06/01/2022
6,sierra,03,Cañar,281396,0303,Cañar,68747,85764,40470,37227,1316,6751,-2.483700000000000,-78.97839999999999,06/01/2022
6,sierra,03,Cañar,281396,0306,Déleg,6782,10107,4312,4755,74,966,-2.772600000000000,-78.91830000000000,06/01/2022
6,sierra,03,Cañar,281396,0305,El Tambo,12462,19083,9231,8559,213,1080,-2.508100000000000,-78.92489999999999,06/01/2022
6,sierra,03,Cañar,281396,0304,La Troncal,76872,93247,46796,38607,4839,3005,-2.400000000000000,-79.33000000000000,06/01/2022
6,sierra,03,Cañar,281396,0307,Suscal,6516,9975,5003,4256,310,406,-2.436400000000000,-79.05220000000000,06/01/2022
1,sierra,04,Carchi,186869,0402,Bolivar,15528,26257,12601,11822,445,1389,0.5070990000000000,-77.86245400000000,06/01/2022
1,sierra,04,Carchi,186869,0403,Espejo,13817,28367,13113,12647,453,2154,0.6210000000000000,-77.94000000000000,06/01/2022
1,sierra,04,Carchi,186869,0404,Mira,11969,30958,15485,13336,347,1790,0.5538999999999999,-78.04930000000000,06/01/2022
1,sierra,04,Carchi,186869,0405,Montúfar,34229,56766,27316,25293,969,3188,0.6100000000000000,-77.84000000000000,06/01/2022
