zona,region,inec_provincia_id,provincia,provincia_poblacion,inec_canton_id,canton,canton_poblacion,dosis_total,primera_dosis,segunda_dosis,dosis_unica,dosis_refuerzo,lat,lng,created_at
2,amazonia,22,Orellana,161338,2203,La Joya de los Sachas,39352,72063,38260,31416,918,1469,-0.3000000000000000,-76.84999999999999,02/01/2022
2,amazonia,22,Orellana,161338,2204,Loreto,24579,27727,14813,10929,1409,576,-0.6904000000000000,-77.30830000000000,02/01/2022
2,amazonia,22,Orellana,161338,2201,Orellana,93778,133071,68730,58062,2653,3626,-0.4666670000000000,-76.96666700000000,02/01/2022
2,amazonia,16,Pastaza,114202,1604,Arajuno,8128,8636,4447,3285,798,106,-1.234370000000000,-77.68750000000000,02/01/2022
2,amazonia,16,Pastaza,114202,1602,Mera,17547,26505,13528,10673,679,1625,-1.460000000000000,-78.09000000000000,02/01/2022
2,amazonia,16,Pastaza,114202,1601,Pastaza,84377,106431,51542,46111,4185,4593,-1.066667000000000,-78.00111099999999,02/01/2022
2,amazonia,16,Pastaza,114202,1603,Santa Clara,4150,7451,3910,3233,208,100,-1.267100000000000,-77.88820000000000,02/01/2022
9,sierra,17,Pichincha,3228233,1702,Cayambe,107660,209128,106719,93678,1546,7185,0.04388900000000000,-78.15610000000000,02/01/2022
9,sierra,17,Pichincha,3228233,1701,Quito,2781641,4958830,2337378,2283571,49825,288056,-0.2186110000000000,-78.50972200000000,02/01/2022
9,sierra,17,Pichincha,3228233,1703,Mejía,108167,173014,86001,78088,1218,7707,-0.5101000000000000,-78.56980000000000,02/01/2022
9,sierra,17,Pichincha,3228233,1704,Pedro Moncayo,43281,91034,46523,41325,771,2415,0.04369700000000000,-78.34923999999999,02/01/2022
9,sierra,17,Pichincha,3228233,1708,Pedro Vicente Maldonado,17171,26501,13123,11973,631,774,0.1666670000000000,-79,02/01/2022
9,sierra,17,Pichincha,3228233,1709,Puerto Quito,24911,36004,18447,15206,1105,1246,0.1170000000000000,-79.26400000000000,02/01/2022
9,sierra,17,Pichincha,3228233,1705,Rumiñahui,115433,280591,146146,114060,1556,18829,-0.3345000000000000,-78.44750000000001,02/01/2022
9,sierra,17,Pichincha,3228233,1707,San Miguel de Los Bancos,29969,31918,16036,13730,777,1375,0.02300000000000000,-78.89200000000000,02/01/2022
5,costa,24,Santa Elena,401178,2402,La Libertad,117767,159042,85949,67267,2356,3470,-2.233333000000000,-80.90000000000001,02/01/2022
5,costa,24,Santa Elena,401178,2403,Salinas,94590,133009,71212,56511,1239,4047,-2.216667000000000,-80.95000000000000,02/01/2022
5,costa,24,Santa Elena,401178,2401,Santa Elena,188821,275067,143105,116021,5430,10511,-2.226700000000000,-80.85830000000000,02/01/2022
4,costa,23,Sto. Domingo Tsáchilas,511151,2302,La Concordia,52571,99520,49976,45209,2254,2081,0.002300000000000000,-79.38460000000001,02/01/2022
4,costa,23,Sto. Domingo Tsáchilas,511151,2301,Santo Domingo,458580,621050,315639,261513,27397,16501,-0.2541670000000000,-79.17194400000000,02/01/2022
2,amazonia,21,Sucumbíos,230503,2106,Cascales,15882,14819,6997,6581,710,531,-0.06750000000000000,-77.21694400000000,02/01/2022
2,amazonia,21,Sucumbíos,230503,2107,Cuyabeno,7154,14876,7858,6364,302,352,-0.1288890000000000,-76.41388900000000,02/01/2022
2,amazonia,21,Sucumbíos,230503,2102,Gonzalo Pizarro,10007,20349,10684,8570,354,741,0.04700000000000000,-77.32280000000000,02/01/2022
2,amazonia,21,Sucumbíos,230503,2101,Lago Agrio,119594,162474,84689,69022,4406,4357,0.08472200000000001,-76.88277800000000,02/01/2022
2,amazonia,21,Sucumbíos,230503,2103,Putumayo,16106,12619,6097,5030,845,647,0.1000000000000000,-75.84999999999999,02/01/2022
2,amazonia,21,Sucumbíos,230503,2104,Shushufindi,57949,91355,47419,40253,1873,1810,-0.1871000000000000,-76.64500000000000,02/01/2022
2,amazonia,21,Sucumbíos,230503,2105,Sucumbíos,3811,5410,2617,2492,37,264,0.4592000000000000,-77.52300000000000,02/01/2022
3,sierra,18,Tungurahua,590600,1801,Ambato,387309,666301,324079,295770,18941,27511,-1.241667000000000,-78.61972200000000,02/01/2022
3,sierra,18,Tungurahua,590600,1802,Baños,25043,44471,21027,19517,1392,2535,-1.396389000000000,-78.42472200000000,02/01/2022
3,sierra,18,Tungurahua,590600,1803,Cevallos,9936,21998,9074,11050,706,1168,-1.350000000000000,-78.61666700000001,02/01/2022
3,sierra,18,Tungurahua,590600,1804,Mocha,7336,12463,5816,5611,310,726,-1.416667000000000,-78.66666700000000,02/01/2022
3,sierra,18,Tungurahua,590600,1805,Patate,15825,23866,10294,10564,777,2231,-1.316667000000000,-78.51666700000000,02/01/2022
3,sierra,18,Tungurahua,590600,1806,Quero,20627,30191,16029,11560,908,1694,-1.379300000000000,-78.60700000000000,02/01/2022
3,sierra,18,Tungurahua,590600,1807,Pelileo,66836,104276,50371,46198,2975,4732,-1.327500000000000,-78.54083300000001,02/01/2022
3,sierra,18,Tungurahua,590600,1808,Píllaro,43371,62531,29238,28060,2110,3123,-1.175833000000000,-78.55527800000000,02/01/2022
3,sierra,18,Tungurahua,590600,1809,Tisaleo,14317,16615,8106,7120,349,1040,-1.350000000000000,-78.66666700000000,02/01/2022
7,amazonia,19,Zamora Chinchipe,120416,1907,Centinela del Cóndor,8313,10203,5178,4499,126,400,-3.894910000000000,-78.78140999999999,02/01/2022
7,amazonia,19,Zamora Chinchipe,120416,1902,Chinchipe,10679,18352,9160,7944,236,1012,-4.862800000000000,-79.13280000000000,02/01/2022
7,amazonia,19,Zamora Chinchipe,120416,1906,El Pangui,10945,20720,10911,9215,151,443,-3.624900000000000,-78.58710000000001,02/01/2022
7,amazonia,19,Zamora Chinchipe,120416,1903,Nangaritza,8014,7749,4192,3227,156,174,-4.048333000000000,-78.68222200000000,02/01/2022
7,amazonia,19,Zamora Chinchipe,120416,1908,Palanda,10144,13517,6782,6160,175,400,-4.649800000000000,-79.13209999999999,02/01/2022
7,amazonia,19,Zamora Chinchipe,120416,1909,Paquisha,5992,9353,5074,3837,130,312,-3.932750000000000,-78.67426000000000,02/01/2022
7,amazonia,19,Zamora Chinchipe,120416,1904,Yacuambi,7121,7957,4708,2941,222,86,-3.634440000000000,-78.92810000000000,02/01/2022
7,amazonia,19,Zamora Chinchipe,120416,1905,Yantzaza,26447,38237,20297,16202,431,1307,-3.850000000000000,-78.75000000000000,02/01/2022
7,amazonia,19,Zamora Chinchipe,120416,1901,Zamora,32761,46758,22651,20584,1164,2359,-4.120000000000000,-78.80000000000000,02/01/2022
6,sierra,01,Azuay,881394,0115,Camilo Ponce Enríquez,36423,48530,25005,20414,2018,1093,-3.050000000000000,-79.73333300000000,03/01/2022
6,sierra,01,Azuay,881394,0111,Chordeleg,15176,20915,10310,9213,295,1097,-2.933333000000000,-78.76666700000000,03/01/2022
6,sierra,01,Azuay,881394,0101,Cuenca,636996,1087007,519755,493428,10222,63602,-2.897414000000000,-79.00448100000000,03/01/2022
6,sierra,01,Azuay,881394,0112,El Pan,3091,4651,2010,2049,39,553,-2.786111000000000,-78.66500000000001,03/01/2022
6,sierra,01,Azuay,881394,0102,Girón,13037,23312,11967,10032,126,1187,-3.159028000000000,-79.14756800000001,03/01/2022
6,sierra,01,Azuay,881394,0114,Guachapala,3859,5224,2343,2355,21,505,-2.769000000000000,-78.70900000000000,03/01/2022
6,sierra,01,Azuay,881394,0103,Gualaceo,49104,76186,37462,33758,1157,3809,-2.900000000000000,-78.78333300000000,03/01/2022
6,sierra,01,Azuay,881394,0104,Nabón,17292,24776,12375,10518,348,1535,-3.336060000000000,-79.06368000000001,03/01/2022
6,sierra,01,Azuay,881394,0110,Oña,4128,6368,2807,3051,89,421,-3.469640000000000,-79.15431000000000,03/01/2022
6,sierra,01,Azuay,881394,0105,Paute,29214,54437,26698,24373,398,2968,-2.781800000000000,-78.76000000000001,03/01/2022
6,sierra,01,Azuay,881394,0106,Pucará,10584,14605,7293,6473,145,694,-3.233780000000000,-79.46120000000001,03/01/2022
6,sierra,01,Azuay,881394,0107,San Fernando,4156,7105,3355,3288,7,455,-3.144500000000000,-79.25200000000000,03/01/2022
6,sierra,01,Azuay,881394,0108,Santa Isabel,20935,44359,22162,19224,769,2204,-3.274170000000000,-79.31560000000000,03/01/2022
6,sierra,01,Azuay,881394,0113,Sevilla de Oro,6890,6958,3217,3166,35,540,-2.799833000000000,-78.65569400000000,03/01/2022
6,sierra,01,Azuay,881394,0109,Sígsig,30509,44574,22316,19268,545,2445,-3.089700000000000,-78.80320000000000,03/01/2022
3,sierra,02,Bolívar,209933,0206,Caluma,16429,27032,14068,11002,391,1571,-1.633330000000000,-79.25000000000000,03/01/2022
3,sierra,02,Bolívar,209933,0202,Chillanes,16850,35026,17204,14779,1580,1463,-1.933333000000000,-79.06666700000000,03/01/2022
3,sierra,02,Bolívar,209933,0203,Chimbo,17378,24501,11145,10550,958,1848,-1.700000000000000,-79.01666700000000,03/01/2022
3,sierra,02,Bolívar,209933,0204,Echeandía,14081,26997,13435,11327,706,1529,-1.433330000000000,-79.26667000000000,03/01/2022
3,sierra,02,Bolívar,209933,0201,Guaranda,108763,161147,85649,66920,831,7747,-1.605556000000000,-79.00305600000000,03/01/2022
3,sierra,02,Bolívar,209933,0207,Las Naves,7428,12194,6599,4953,100,542,-1.283330000000000,-79.30000000000000,03/01/2022
3,sierra,02,Bolívar,209933,0205,San Miguel,29004,51405,23212,21911,2228,4054,-1.700000000000000,-79.03333300000000,03/01/2022
6,sierra,03,Cañar,281396,0301,Azogues,86276,151435,75167,65796,1417,9055,-2.733333000000000,-78.83333300000000,03/01/2022
6,sierra,03,Cañar,281396,0302,Biblían,23741,24366,11104,10932,392,1938,-2.710000000000000,-78.88000000000000,03/01/2022
6,sierra,03,Cañar,281396,0303,Cañar,68747,84448,40218,37015,1303,5912,-2.483700000000000,-78.97839999999999,03/01/2022
6,sierra,03,Cañar,281396,0306,Déleg,6782,9937,4297,4696,74,870,-2.772600000000000,-78.91830000000000,03/01/2022
6,sierra,03,Cañar,281396,0305,El Tambo,12462,18831,9181,8511,213,926,-2.508100000000000,-78.92489999999999,03/01/2022
6,sierra,03,Cañar,281396,0304,La Troncal,76872,92431,46559,38282,4839,2751,-2.400000000000000,-79.33000000000000,03/01/2022
6,sierra,03,Cañar,281396,0307,Suscal,6516,9828,4952,4246,284,346,-2.436400000000000,-79.05220000000000,03/01/2022
1,sierra,04,Carchi,186869,0402,Bolivar,15528,25884,12565,11766,430,1123,0.5070990000000000,-77.86245400000000,03/01/2022
1,sierra,04,Carchi,186869,0403,Espejo,13817,28069,13080,12603,450,1936,0.6210000000000000,-77.94000000000000,03/01/2022
1,sierra,04,Carchi,186869,0404,Mira,11969,30707,15472,13296,339,1600,0.5538999999999999,-78.04930000000000,03/01/2022
1,sierra,04,Carchi,186869,0405,Montúfar,34229,56343,27258,25219,966,2900,0.6100000000000000,-77.84000000000000,03/01/2022
1,sierra,04,Carchi,186869,0406,San Pedro de Huaca,8931,18286,9087,8321,214,664,0.6311110000000000,-77.72527800000000,03/01/2022
1,sierra,04,Carchi,186869,0401,Tulcán,102395,187548,96877,78285,5044,7342,0.8121800000000000,-77.71633000000000,03/01/2022
3,sierra,06,Chimborazo,524004,0602,Alausí,45054,55771,29122,22108,846,3695,-2.200000000000000,-78.84999999999999,03/01/2022
3,sierra,06,Chimborazo,524004,0604,Chambo,13378,20568,9540,9805,385,838,-1.733333000000000,-78.58333300000000,03/01/2022
3,sierra,06,Chimborazo,524004,0605,Chunchi,12795,19235,9570,8229,232,1204,-2.283333000000000,-78.91666700000000,03/01/2022
3,sierra,06,Chimborazo,524004,0603,Colta,44838,51908,25754,22324,1531,2299,-1.700000000000000,-78.75000000000000,03/01/2022
3,sierra,06,Chimborazo,524004,0610,Cumandá,17973,28760,14205,12852,862,841,-2.200000000000000,-79.13333299999999,03/01/2022
3,sierra,06,Chimborazo,524004,0606,Guamote,58291,46902,25746,17900,2103,1153,-1.933333000000000,-78.71666700000000,03/01/2022
3,sierra,06,Chimborazo,524004,0607,Guano,48395,65645,32351,28239,650,4405,-1.583333000000000,-78.63333299999999,03/01/2022
3,sierra,06,Chimborazo,524004,0608,Pallatanga,12277,19181,9424,7896,641,1220,-1.983333000000000,-78.95000000000000,03/01/2022
3,sierra,06,Chimborazo,524004,0609,Penipe,6955,17718,8017,8002,179,1520,-1.557300000000000,-78.53959999999999,03/01/2022
3,sierra,06,Chimborazo,524004,0601,Riobamba,264048,470531,231976,206313,6869,25373,-1.674347000000000,-78.64829400000001,03/01/2022
3,sierra,05,Cotopaxi,488716,0502,La Maná,56905,76068,39727,31068,3100,2173,-0.9300000000000000,-79.22000000000000,03/01/2022
3,sierra,05,Cotopaxi,488716,0501,Latacunga,205624,367763,176182,156807,15962,18812,-0.9333330000000000,-78.61666700000001,03/01/2022
3,sierra,05,Cotopaxi,488716,0503,Pangua,24612,36008,18197,15678,785,1348,-1.133333000000000,-79.06666700000000,03/01/2022
3,sierra,05,Cotopaxi,488716,0504,Pujilí,79772,104555,52014,45381,2363,4797,-0.9500000000000000,-78.69000000000000,03/01/2022
3,sierra,05,Cotopaxi,488716,0505,Salcedo,67100,124294,59063,55120,3398,6713,-1.050000000000000,-78.58333300000000,03/01/2022
3,sierra,05,Cotopaxi,488716,0506,Saquisilí,31426,53757,26451,23965,1201,2140,-0.8300000000000000,-78.67000000000000,03/01/2022
3,sierra,05,Cotopaxi,488716,0507,Sigchos,23277,30854,16049,12880,722,1203,-0.7000000000000000,-78.88333299999999,03/01/2022
7,costa,07,El Oro,715751,0702,Arenillas,33473,55649,28630,24317,458,2244,-3.550000000000000,-80.06000000000000,03/01/2022
7,costa,07,El Oro,715751,0703,Atahualpa,6436,13301,6233,6071,69,928,-2.900000000000000,-78.93333300000000,03/01/2022
7,costa,07,El Oro,715751,0704,Balsas,9233,17016,8276,8074,140,526,-3.762600000000000,-79.82530000000000,03/01/2022
7,costa,07,El Oro,715751,0705,Chilla,2379,6478,3746,2474,49,209,-3.450000000000000,-79.58000000000000,03/01/2022
7,costa,07,El Oro,715751,0706,El Guabo,63645,102216,52570,46108,1482,2056,-3.238800000000000,-79.82920000000000,03/01/2022
7,costa,07,El Oro,715751,0707,Huaquillas,60440,96634,48893,42818,1434,3489,-3.481380000000000,-80.24320700000000,03/01/2022
7,costa,07,El Oro,715751,0714,Las Lajas,4963,11910,6031,5050,127,702,-3.785000000000000,-80.06166700000000,03/01/2022
7,costa,07,El Oro,715751,0701,Machala,289141,479390,240154,213977,6457,18802,-3.266667000000000,-79.96666700000000,03/01/2022
7,costa,07,El Oro,715751,0708,Marcabelí,6259,13375,6607,6018,117,633,-3.786000000000000,-79.89780000000000,03/01/2022
7,costa,07,El Oro,715751,0709,Pasaje,87723,137264,67472,62351,1922,5519,-3.326900000000000,-79.80490000000000,03/01/2022
7,costa,07,El Oro,715751,0710,Piñas,30206,56069,27166,25482,378,3043,-3.666667000000000,-79.65000000000001,03/01/2022
7,costa,07,El Oro,715751,0711,Portovelo,14028,32234,15880,14789,272,1293,-3.720000000000000,-79.62000000000000,03/01/2022
7,costa,07,El Oro,715751,0712,Santa Rosa,82171,134392,66335,61091,1514,5452,-3.452222000000000,-79.96166700000001,03/01/2022
7,costa,07,El Oro,715751,0713,Zaruma,25654,48068,24009,21596,258,2205,-3.433333000000000,-79.59999999999999,03/01/2022
1,costa,08,Esmeraldas,591083,0806,Atacames,55495,83362,42081,36831,2622,1828,0.8666670000000000,-79.83333300000000,03/01/2022
1,costa,08,Esmeraldas,591083,0802,Eloy Alfaro,45629,67613,35464,28533,1964,1652,1.250000000000000,-79,03/01/2022
1,costa,08,Esmeraldas,591083,0801,Esmeraldas,218727,339327,170644,147693,10613,10377,1.050000000000000,-79.20000000000000,03/01/2022
1,costa,08,Esmeraldas,591083,0803,Muisne,31106,43390,23779,16542,2194,875,0.6067000000000000,-80.01830000000000,03/01/2022
1,costa,08,Esmeraldas,591083,0804,Quinindé,145879,207118,104622,90120,5454,6922,0.3300000000000000,-79.48000000000000,03/01/2022
1,costa,08,Esmeraldas,591083,0807,Rioverde,31475,43454,21162,18889,2739,664,1.060200000000000,-79.40440000000000,03/01/2022
1,costa,08,Esmeraldas,591083,0805,San Lorenzo,62772,67909,35601,26621,4447,1240,1.265800000000000,-78.84139999999999,03/01/2022
5,insular,20,Galápagos,33042,2002,Isabela,3073,7007,2833,2704,0,1470,-0.4724000000000000,-90.68110000000000,03/01/2022
5,insular,20,Galápagos,33042,2001,San Cristóbal,9667,21679,9145,8740,0,3794,-0.8000000000000000,-89.40000000000001,03/01/2022
5,insular,20,Galápagos,33042,2003,Santa Cruz,20302,41615,17846,17088,0,6681,-0.6333330000000000,-90.36666700000001,03/01/2022
8,costa,09,Guayas,4387434,0902,Alfredo Baquerizo Moreno,32110,38266,20368,16615,493,790,-1.916667000000000,-79.51666700000000,03/01/2022
8,costa,09,Guayas,4387434,0903,Balao,26348,33985,18411,14758,382,434,-2.910000000000000,-79.81000000000000,03/01/2022
8,costa,09,Guayas,4387434,0904,Balzar,60260,83175,44981,35028,1205,1961,-1.360000000000000,-79.90000000000001,03/01/2022
8,costa,09,Guayas,4387434,0905,Colimes,26169,26278,14836,10674,321,447,-1.550000000000000,-80.01666700000000,03/01/2022
8,costa,09,Guayas,4387434,0923,Coronel Marcelino Maridueña,13132,20580,11084,8544,256,696,-2.200000000000000,-79.42000000000000,03/01/2022
8,costa,09,Guayas,4387434,0906,Daule,173684,210350,106407,94139,2370,7434,-1.866667000000000,-79.98333300000000,03/01/2022
8,costa,09,Guayas,4387434,0907,Durán,315724,341222,170240,155653,5116,10213,-2.166667000000000,-79.83333300000000,03/01/2022
8,costa,09,Guayas,4387434,0908,Empalme,86073,117969,60381,49542,4636,3410,-1.046111000000000,-79.63361100000000,03/01/2022
8,costa,09,Guayas,4387434,0909,El Triunfo,59636,75945,40830,32262,1461,1392,-2.330000000000000,-79.40000000000001,03/01/2022
8,costa,09,Guayas,4387434,0927,General Antonio Elizalde,13156,27873,14263,12498,400,712,-2.200000000000000,-79.17000000000000,03/01/2022
8,costa,09,Guayas,4387434,0901,Guayaquil,2723665,4153553,2108380,1844699,62362,138112,-2.183333000000000,-79.88333299999999,03/01/2022
8,costa,09,Guayas,4387434,0928,Isidro Ayora,14582,25919,12983,12036,273,627,-1.883333000000000,-80.16666700000000,03/01/2022
8,costa,09,Guayas,4387434,0924,Lomas de Sargentillo,24220,34207,18404,14710,460,633,-1.883333000000000,-80.08333300000000,03/01/2022
8,costa,09,Guayas,4387434,0910,Milagro,199835,281311,145616,124156,3416,8123,-2.126944000000000,-79.59916699999999,03/01/2022
8,costa,09,Guayas,4387434,0911,Naranjal,95052,129819,69875,55375,1492,3077,-2.672800000000000,-79.61499999999999,03/01/2022
8,costa,09,Guayas,4387434,0912,Naranjito,43862,63128,34665,25730,1220,1513,-2.173000000000000,-79.46710000000000,03/01/2022
8,costa,09,Guayas,4387434,0925,Nobol,26444,40248,21456,17544,526,722,-1.916671000000000,-80.01153900000000,03/01/2022
8,costa,09,Guayas,4387434,0913,Palestina,18451,24161,13364,9935,182,680,-1.626300000000000,-79.97700000000000,03/01/2022
8,costa,09,Guayas,4387434,0914,Pedro Carbo,51802,67212,36261,27933,1474,1544,-1.833333000000000,-80.23333300000000,03/01/2022
8,costa,09,Guayas,4387434,0921,Playas,59628,92492,48795,40848,801,2048,-2.623330000000000,-80.38750000000000,03/01/2022
8,costa,09,Guayas,4387434,0919,Salitre,65765,82088,45407,33847,711,2123,-1.829444000000000,-79.81555600000000,03/01/2022
8,costa,09,Guayas,4387434,0916,Samborondón,102404,294861,143081,129139,1532,21109,-2.183333000000000,-79.88333299999999,03/01/2022
8,costa,09,Guayas,4387434,0920,San Jacinto De Yaguachi,78204,89552,47239,37882,1970,2461,-2.120000000000000,-79.69000000000000,03/01/2022
8,costa,09,Guayas,4387434,0918,Santa Lucía,45004,63380,33345,28174,684,1177,-1.713889000000000,-79.98500000000000,03/01/2022
8,costa,09,Guayas,4387434,0922,Simón Bolivar,32224,43610,22895,18900,722,1093,-2.156667000000000,-79.88750000000000,03/01/2022
1,sierra,10,Imbabura,476257,1002,Antonio Ante,54311,94787,45574,42967,1513,4733,0.3200000000000000,-78.20999999999999,03/01/2022
1,sierra,10,Imbabura,476257,1003,Cotacachi,44203,85422,40534,38336,2489,4063,0.3000000000000000,-78.26666700000000,03/01/2022
1,sierra,10,Imbabura,476257,1001,Ibarra,221149,364429,169477,169368,6468,19116,0.3626780000000000,-78.13066700000000,03/01/2022
1,sierra,10,Imbabura,476257,1004,Otavalo,125785,197394,100055,88431,2768,6140,0.2333330000000000,-78.26666700000000,03/01/2022
1,sierra,10,Imbabura,476257,1005,Pimampiro,13269,30386,14673,13656,753,1304,0.4000000000000000,-77.97000000000000,03/01/2022
1,sierra,10,Imbabura,476257,1006,San Miguel de Urcuquí,17540,33940,16174,15288,754,1724,0.5200000000000000,-78.20000000000000,03/01/2022
7,sierra,11,Loja,521154,1102,Calvas,29565,51583,24125,23758,348,3352,-4.320000000000000,-79.56000000000000,03/01/2022
7,sierra,11,Loja,521154,1103,Catamayo,35961,60346,29396,27566,370,3014,-3.980000000000000,-79.34999999999999,03/01/2022
7,sierra,11,Loja,521154,1104,Celica,16160,24159,11623,10919,84,1533,-4.102500000000000,-79.95444400000000,03/01/2022
7,sierra,11,Loja,521154,1105,Chaguarpamba,6620,12043,5871,5691,30,451,-3.850000000000000,-79.65000000000001,03/01/2022
7,sierra,11,Loja,521154,1106,Espíndola,14209,26519,12809,11985,273,1452,-4.583056000000000,-79.42694400000001,03/01/2022
7,sierra,11,Loja,521154,1107,Gonzanamá,10953,23466,11099,10615,186,1566,-4.231389000000000,-79.43527800000000,03/01/2022
7,sierra,11,Loja,521154,1101,Loja,274112,458481,222589,204885,1599,29408,-3.983333000000000,-79.20000000000000,03/01/2022
7,sierra,11,Loja,521154,1108,Macará,20269,36555,17215,16413,683,2244,-4.383333000000000,-79.95000000000000,03/01/2022
7,sierra,11,Loja,521154,1116,Olmedo,4220,8834,4367,3920,26,521,-3.934000000000000,-79.64800000000000,03/01/2022
7,sierra,11,Loja,521154,1109,Paltas,23471,42035,19701,19082,241,3011,-4.050000000000000,-79.65000000000001,03/01/2022
7,sierra,11,Loja,521154,1114,Pindal,10540,21204,10623,9667,205,709,-4.116100000000000,-80.10760000000001,03/01/2022
7,sierra,11,Loja,521154,1110,Puyango,15925,34083,16294,15692,239,1858,-3.870000000000000,-80.09000000000000,03/01/2022
7,sierra,11,Loja,521154,1115,Quilanga,4197,7398,3363,3338,47,650,-4.298000000000000,-79.39860000000000,03/01/2022
7,sierra,11,Loja,521154,1111,Saraguro,33506,45444,23362,19892,510,1680,-3.625300000000000,-79.24110000000000,03/01/2022
7,sierra,11,Loja,521154,1112,Sozoranga,7121,9074,4338,3974,107,655,-4.327778000000000,-79.78972200000000,03/01/2022
7,sierra,11,Loja,521154,1113,Zapotillo,14325,26216,12908,12130,253,925,-4.386360000000000,-80.24360000000000,03/01/2022
5,costa,12,Los Ríos,921763,1202,Baba,43429,58931,31359,25591,700,1281,-1.784167000000000,-79.67666699999999,03/01/2022
5,costa,12,Los Ríos,921763,1201,Babahoyo,175281,232279,124783,97183,4630,5683,-1.800000000000000,-79.53333300000000,03/01/2022
5,costa,12,Los Ríos,921763,1210,Buena Fe,83654,115729,64424,47815,1372,2118,-0.8985720000000000,-79.48891600000000,03/01/2022
5,costa,12,Los Ríos,921763,1212,Mocache,43316,49343,26861,20120,1561,801,-1.183850000000000,-79.50552999999999,03/01/2022
5,costa,12,Los Ríos,921763,1203,Montalvo,28720,41405,20633,18779,715,1278,-1.793800000000000,-79.28570000000001,03/01/2022
5,costa,12,Los Ríos,921763,1209,Palenque,23638,26349,17138,8252,431,528,-1.432800000000000,-79.74950000000000,03/01/2022
5,costa,12,Los Ríos,921763,1204,Puebloviejo,44725,63853,33399,26777,2287,1390,-1.550000000000000,-79.53388900000000,03/01/2022
5,costa,12,Los Ríos,921763,1205,Quevedo,213842,290302,151021,124504,6115,8662,-1.033333000000000,-79.45000000000000,03/01/2022
5,costa,12,Los Ríos,921763,1213,Quinsaloma,20428,30171,14221,13702,880,1368,-1.206200000000000,-79.31450000000000,03/01/2022
5,costa,12,Los Ríos,921763,1206,Urdaneta,32618,48111,24078,20706,1809,1518,-1.570556000000000,-79.47111099999999,03/01/2022
5,costa,12,Los Ríos,921763,1211,Valencia,54637,79111,42195,34106,1238,1572,-0.9525000000000000,-79.35310000000000,03/01/2022
5,costa,12,Los Ríos,921763,1207,Ventanas,75146,103207,55041,43185,1762,3219,-1.450000000000000,-79.47000000000000,03/01/2022
5,costa,12,Los Ríos,921763,1208,Vinces,82329,120568,60806,53831,3240,2691,-1.558333000000000,-79.75000000000000,03/01/2022
4,costa,13,Manabí,1562079,1316,Veinticuatro de Mayo,28514,49294,25018,21099,1028,2149,-1.278889000000000,-80.42000000000000,03/01/2022
4,costa,13,Manabí,1562079,1302,Bolívar,45493,72923,36063,32579,2110,2171,-0.8419440000000000,-80.16194400000001,03/01/2022
4,costa,13,Manabí,1562079,1303,Chone,131002,188739,96702,80297,5566,6174,-0.6833330000000000,-80.09999999999999,03/01/2022
4,costa,13,Manabí,1562079,1304,El Carmen,111344,192973,102268,83173,3403,4129,-1.314700000000000,-80.01690000000001,03/01/2022
4,costa,13,Manabí,1562079,1305,Flavio Alfaro,23822,43173,22354,18539,1307,973,-0.4054000000000000,-79.90580000000000,03/01/2022
4,costa,13,Manabí,1562079,1320,Jama,26116,30439,15063,13338,1246,792,-0.2014000000000000,-80.26590000000000,03/01/2022
4,costa,13,Manabí,1562079,1321,Jaramijó,28439,87228,43912,41494,540,1282,-0.9487300000000000,-80.63630000000001,03/01/2022
4,costa,13,Manabí,1562079,1306,Jipijapa,74645,127427,61851,58528,2162,4886,-1.333330000000000,-80.58329999999999,03/01/2022
4,costa,13,Manabí,1562079,1307,Junín,18820,37115,18177,16615,973,1350,-0.9291600000000000,-80.20569000000000,03/01/2022
4,costa,13,Manabí,1562079,1308,Manta,264281,507564,253247,236539,4154,13624,-0.9500220000000000,-80.71620000000000,03/01/2022
4,costa,13,Manabí,1562079,1309,Montecristi,107785,94807,55737,36708,685,1677,-1.033330000000000,-80.65000000000001,03/01/2022
4,costa,13,Manabí,1562079,1318,Olmedo,10194,19270,9389,8565,669,647,-1.396111000000000,-80.20611100000001,03/01/2022
4,costa,13,Manabí,1562079,1310,Paján,37093,63617,33258,27584,1416,1359,-1.570000000000000,-80.42000000000000,03/01/2022
4,costa,13,Manabí,1562079,1317,Pedernales,63441,87226,48015,36064,2416,731,0.07010000000000000,-80.05360000000000,03/01/2022
4,costa,13,Manabí,1562079,1311,Pichincha,29599,49098,26422,20431,1612,633,-1.047300000000000,-79.81860000000000,03/01/2022
4,costa,13,Manabí,1562079,1301,Portoviejo,321800,522655,254671,240553,10649,16782,-1.056181000000000,-80.45521700000000,03/01/2022
4,costa,13,Manabí,1562079,1319,Puerto López,24688,38268,19401,17023,1055,789,-1.566667000000000,-80.81666700000000,03/01/2022
4,costa,13,Manabí,1562079,1312,Rocafuerte,37312,61032,30729,26947,1142,2214,-0.9200000000000000,-80.45999999999999,03/01/2022
4,costa,13,Manabí,1562079,1322,San Vicente,24799,35628,16972,15895,1694,1067,-0.5893000000000000,-80.40880000000000,03/01/2022
4,costa,13,Manabí,1562079,1313,Santa Ana,48152,75557,38194,32807,2363,2193,-1.206900000000000,-80.37090000000001,03/01/2022
4,costa,13,Manabí,1562079,1314,Sucre,62443,107302,54226,47219,2188,3669,-0.6000000000000000,-80.41666700000000,03/01/2022
