zona,fabricante,dosis_total,primera_dosis,segunda_dosis,dosis_unica,dosis_refuerzo,administered_at
3,Pfizer/BioNTech,17,17,0,0,0,20/01/2021
3,Pfizer/BioNTech,35,35,0,0,0,21/01/2021
4,Pfizer/BioNTech,1,1,0,0,0,21/01/2021
8,Pfizer/BioNTech,1327,1327,0,0,0,21/01/2021
9,Pfizer/BioNTech,1645,1645,0,0,0,21/01/2021
3,Pfizer/BioNTech,35,35,0,0,0,22/01/2021
4,Pfizer/BioNTech,1,1,0,0,0,22/01/2021
6,Pfizer/BioNTech,794,794,0,0,0,22/01/2021
8,Pfizer/BioNTech,1327,1327,0,0,0,22/01/2021
9,Pfizer/BioNTech,1654,1654,0,0,0,22/01/2021
3,Pfizer/BioNTech,35,35,0,0,0,23/01/2021
4,Pfizer/BioNTech,1,1,0,0,0,23/01/2021
6,Pfizer/BioNTech,794,794,0,0,0,23/01/2021
8,Pfizer/BioNTech,1327,1327,0,0,0,23/01/2021
9,Pfizer/BioNTech,1691,1691,0,0,0,23/01/2021
3,Pfizer/BioNTech,35,35,0,0,0,24/01/2021
4,Pfizer/BioNTech,1,1,0,0,0,24/01/2021
6,Pfizer/BioNTech,794,794,0,0,0,24/01/2021
8,Pfizer/BioNTech,1327,1327,0,0,0,24/01/2021
9,Pfizer/BioNTech,1691,1691,0,0,0,24/01/2021
1,Pfizer/BioNTech,2,2,0,0,0,25/01/2021
3,Pfizer/BioNTech,313,313,0,0,0,25/01/2021
4,Pfizer/BioNTech,988,988,0,0,0,25/01/2021
6,Pfizer/BioNTech,794,794,0,0,0,25/01/2021
8,Pfizer/BioNTech,1328,1328,0,0,0,25/01/2021
9,Pfizer/BioNTech,1691,1691,0,0,0,25/01/2021
1,Pfizer/BioNTech,654,654,0,0,0,26/01/2021
2,Pfizer/BioNTech,108,108,0,0,0,26/01/2021
3,Pfizer/BioNTech,313,313,0,0,0,26/01/2021
4,Pfizer/BioNTech,988,988,0,0,0,26/01/2021
6,Pfizer/BioNTech,794,794,0,0,0,26/01/2021
8,Pfizer/BioNTech,1328,1328,0,0,0,26/01/2021
9,Pfizer/BioNTech,1691,1691,0,0,0,26/01/2021
1,Pfizer/BioNTech,654,654,0,0,0,27/01/2021
2,Pfizer/BioNTech,108,108,0,0,0,27/01/2021
3,Pfizer/BioNTech,313,313,0,0,0,27/01/2021
4,Pfizer/BioNTech,1276,1276,0,0,0,27/01/2021
5,Pfizer/BioNTech,416,416,0,0,0,27/01/2021
6,Pfizer/BioNTech,794,794,0,0,0,27/01/2021
8,Pfizer/BioNTech,1328,1328,0,0,0,27/01/2021
9,Pfizer/BioNTech,1691,1691,0,0,0,27/01/2021
1,Pfizer/BioNTech,658,658,0,0,0,28/01/2021
2,Pfizer/BioNTech,108,108,0,0,0,28/01/2021
3,Pfizer/BioNTech,422,422,0,0,0,28/01/2021
4,Pfizer/BioNTech,1276,1276,0,0,0,28/01/2021
5,Pfizer/BioNTech,525,525,0,0,0,28/01/2021
6,Pfizer/BioNTech,794,794,0,0,0,28/01/2021
8,Pfizer/BioNTech,1328,1328,0,0,0,28/01/2021
9,Pfizer/BioNTech,1691,1691,0,0,0,28/01/2021
1,Pfizer/BioNTech,658,658,0,0,0,29/01/2021
2,Pfizer/BioNTech,108,108,0,0,0,29/01/2021
3,Pfizer/BioNTech,422,422,0,0,0,29/01/2021
4,Pfizer/BioNTech,1276,1276,0,0,0,29/01/2021
5,Pfizer/BioNTech,525,525,0,0,0,29/01/2021
6,Pfizer/BioNTech,794,794,0,0,0,29/01/2021
8,Pfizer/BioNTech,1532,1532,0,0,0,29/01/2021
9,Pfizer/BioNTech,1775,1775,0,0,0,29/01/2021
9,Sinovac,1,1,0,0,0,29/01/2021
1,Pfizer/BioNTech,658,658,0,0,0,30/01/2021
2,Pfizer/BioNTech,108,108,0,0,0,30/01/2021
3,Pfizer/BioNTech,422,422,0,0,0,30/01/2021
4,Pfizer/BioNTech,1276,1276,0,0,0,30/01/2021
5,Pfizer/BioNTech,525,525,0,0,0,30/01/2021
6,Pfizer/BioNTech,794,794,0,0,0,30/01/2021
8,Pfizer/BioNTech,1532,1532,0,0,0,30/01/2021
9,Pfizer/BioNTech,1775,1775,0,0,0,30/01/2021
9,Sinovac,1,1,0,0,0,30/01/2021
1,Pfizer/BioNTech,658,658,0,0,0,31/01/2021
2,Pfizer/BioNTech,108,108,0,0,0,31/01/2021
3,Pfizer/BioNTech,424,424,0,0,0,31/01/2021
4,Pfizer/BioNTech,1276,1276,0,0,0,31/01/2021
5,Pfizer/BioNTech,525,525,0,0,0,31/01/2021
6,Pfizer/BioNTech,794,794,0,0,0,31/01/2021
7,Pfizer/BioNTech,40,40,0,0,0,31/01/2021
8,Pfizer/BioNTech,1532,1532,0,0,0,31/01/2021
9,Pfizer/BioNTech,1775,1775,0,0,0,31/01/2021
9,Sinovac,1,1,0,0,0,31/01/2021
1,Pfizer/BioNTech,658,658,0,0,0,01/02/2021
2,Pfizer/BioNTech,108,108,0,0,0,01/02/2021
3,Pfizer/BioNTech,424,424,0,0,0,01/02/2021
4,Pfizer/BioNTech,1276,1276,0,0,0,01/02/2021
5,Pfizer/BioNTech,716,716,0,0,0,01/02/2021
6,Pfizer/BioNTech,984,984,0,0,0,01/02/2021
7,Pfizer/BioNTech,1047,1047,0,0,0,01/02/2021
8,Pfizer/BioNTech,1532,1532,0,0,0,01/02/2021
9,Pfizer/BioNTech,1775,1775,0,0,0,01/02/2021
9,Sinovac,1,1,0,0,0,01/02/2021
1,Pfizer/BioNTech,658,658,0,0,0,02/02/2021
2,Pfizer/BioNTech,485,485,0,0,0,02/02/2021
3,Pfizer/BioNTech,995,995,0,0,0,02/02/2021
4,Pfizer/BioNTech,1276,1276,0,0,0,02/02/2021
5,Pfizer/BioNTech,968,968,0,0,0,02/02/2021
6,Pfizer/BioNTech,984,984,0,0,0,02/02/2021
7,Pfizer/BioNTech,1047,1047,0,0,0,02/02/2021
8,Pfizer/BioNTech,1532,1532,0,0,0,02/02/2021
9,Pfizer/BioNTech,1776,1776,0,0,0,02/02/2021
9,Sinovac,1,1,0,0,0,02/02/2021
1,Pfizer/BioNTech,658,658,0,0,0,03/02/2021
2,Pfizer/BioNTech,485,485,0,0,0,03/02/2021
3,Pfizer/BioNTech,995,995,0,0,0,03/02/2021
4,Pfizer/BioNTech,1276,1276,0,0,0,03/02/2021
5,Pfizer/BioNTech,968,968,0,0,0,03/02/2021
6,Pfizer/BioNTech,984,984,0,0,0,03/02/2021
7,Pfizer/BioNTech,1047,1047,0,0,0,03/02/2021
8,Pfizer/BioNTech,2878,2878,0,0,0,03/02/2021
9,Pfizer/BioNTech,3066,3065,1,0,0,03/02/2021
9,Sinovac,1,1,0,0,0,03/02/2021
9,Oxford/AstraZeneca,1,1,0,0,0,04/02/2021
1,Pfizer/BioNTech,658,658,0,0,0,04/02/2021
2,Pfizer/BioNTech,485,485,0,0,0,04/02/2021
3,Pfizer/BioNTech,995,995,0,0,0,04/02/2021
4,Pfizer/BioNTech,1276,1276,0,0,0,04/02/2021
5,Pfizer/BioNTech,986,986,0,0,0,04/02/2021
6,Pfizer/BioNTech,984,984,0,0,0,04/02/2021
7,Pfizer/BioNTech,1047,1047,0,0,0,04/02/2021
8,Pfizer/BioNTech,2926,2926,0,0,0,04/02/2021
9,Pfizer/BioNTech,3108,3066,42,0,0,04/02/2021
9,Sinovac,1,1,0,0,0,04/02/2021
9,Oxford/AstraZeneca,1,1,0,0,0,05/02/2021
1,Pfizer/BioNTech,658,658,0,0,0,05/02/2021
2,Pfizer/BioNTech,485,485,0,0,0,05/02/2021
3,Pfizer/BioNTech,995,995,0,0,0,05/02/2021
4,Pfizer/BioNTech,1277,1277,0,0,0,05/02/2021
5,Pfizer/BioNTech,986,986,0,0,0,05/02/2021
6,Pfizer/BioNTech,984,984,0,0,0,05/02/2021
7,Pfizer/BioNTech,1047,1047,0,0,0,05/02/2021
8,Pfizer/BioNTech,2926,2926,0,0,0,05/02/2021
9,Pfizer/BioNTech,3110,3068,42,0,0,05/02/2021
9,Sinovac,1,1,0,0,0,05/02/2021
9,Oxford/AstraZeneca,1,1,0,0,0,06/02/2021
1,Pfizer/BioNTech,658,658,0,0,0,06/02/2021
2,Pfizer/BioNTech,485,485,0,0,0,06/02/2021
3,Pfizer/BioNTech,996,996,0,0,0,06/02/2021
4,Pfizer/BioNTech,1277,1277,0,0,0,06/02/2021
5,Pfizer/BioNTech,986,986,0,0,0,06/02/2021
6,Pfizer/BioNTech,984,984,0,0,0,06/02/2021
7,Pfizer/BioNTech,1047,1047,0,0,0,06/02/2021
8,Pfizer/BioNTech,2926,2926,0,0,0,06/02/2021
9,Pfizer/BioNTech,3110,3068,42,0,0,06/02/2021
9,Sinovac,1,1,0,0,0,06/02/2021
9,Oxford/AstraZeneca,1,1,0,0,0,07/02/2021
1,Pfizer/BioNTech,658,658,0,0,0,07/02/2021
2,Pfizer/BioNTech,485,485,0,0,0,07/02/2021
3,Pfizer/BioNTech,996,996,0,0,0,07/02/2021
4,Pfizer/BioNTech,1277,1277,0,0,0,07/02/2021
5,Pfizer/BioNTech,986,986,0,0,0,07/02/2021
6,Pfizer/BioNTech,984,984,0,0,0,07/02/2021
7,Pfizer/BioNTech,1047,1047,0,0,0,07/02/2021
8,Pfizer/BioNTech,2926,2926,0,0,0,07/02/2021
9,Pfizer/BioNTech,3110,3068,42,0,0,07/02/2021
9,Sinovac,1,1,0,0,0,07/02/2021
9,Oxford/AstraZeneca,1,1,0,0,0,08/02/2021
1,Pfizer/BioNTech,658,658,0,0,0,08/02/2021
2,Pfizer/BioNTech,485,485,0,0,0,08/02/2021
3,Pfizer/BioNTech,996,996,0,0,0,08/02/2021
4,Pfizer/BioNTech,1277,1277,0,0,0,08/02/2021
5,Pfizer/BioNTech,986,986,0,0,0,08/02/2021
6,Pfizer/BioNTech,984,984,0,0,0,08/02/2021
7,Pfizer/BioNTech,1047,1047,0,0,0,08/02/2021
8,Pfizer/BioNTech,2927,2927,0,0,0,08/02/2021
9,Pfizer/BioNTech,3111,3069,42,0,0,08/02/2021
9,Sinovac,1,1,0,0,0,08/02/2021
9,Oxford/AstraZeneca,1,1,0,0,0,09/02/2021
1,Pfizer/BioNTech,658,658,0,0,0,09/02/2021
2,Pfizer/BioNTech,485,485,0,0,0,09/02/2021
3,Pfizer/BioNTech,996,996,0,0,0,09/02/2021
4,Pfizer/BioNTech,1277,1277,0,0,0,09/02/2021
5,Pfizer/BioNTech,986,986,0,0,0,09/02/2021
6,Pfizer/BioNTech,984,984,0,0,0,09/02/2021
7,Pfizer/BioNTech,1047,1047,0,0,0,09/02/2021
8,Pfizer/BioNTech,2927,2927,0,0,0,09/02/2021
9,Pfizer/BioNTech,3111,3069,42,0,0,09/02/2021
9,Sinovac,1,1,0,0,0,09/02/2021
9,Oxford/AstraZeneca,1,1,0,0,0,10/02/2021
1,Pfizer/BioNTech,658,658,0,0,0,10/02/2021
2,Pfizer/BioNTech,485,485,0,0,0,10/02/2021
3,Pfizer/BioNTech,996,996,0,0,0,10/02/2021
4,Pfizer/BioNTech,1277,1277,0,0,0,10/02/2021
5,Pfizer/BioNTech,986,986,0,0,0,10/02/2021
6,Pfizer/BioNTech,984,984,0,0,0,10/02/2021
7,Pfizer/BioNTech,1047,1047,0,0,0,10/02/2021
8,Pfizer/BioNTech,2932,2927,5,0,0,10/02/2021
9,Pfizer/BioNTech,3111,3069,42,0,0,10/02/2021
9,Sinovac,1,1,0,0,0,10/02/2021
9,Oxford/AstraZeneca,1,1,0,0,0,11/02/2021
1,Pfizer/BioNTech,658,658,0,0,0,11/02/2021
2,Pfizer/BioNTech,485,485,0,0,0,11/02/2021
3,Pfizer/BioNTech,997,997,0,0,0,11/02/2021
4,Pfizer/BioNTech,1277,1277,0,0,0,11/02/2021
5,Pfizer/BioNTech,986,986,0,0,0,11/02/2021
6,Pfizer/BioNTech,984,984,0,0,0,11/02/2021
7,Pfizer/BioNTech,1047,1047,0,0,0,11/02/2021
8,Pfizer/BioNTech,3598,2943,655,0,0,11/02/2021
9,Pfizer/BioNTech,3967,3084,883,0,0,11/02/2021
5,Sinovac,1,1,0,0,0,11/02/2021
7,Sinovac,2,2,0,0,0,11/02/2021
9,Sinovac,1,1,0,0,0,11/02/2021
9,Oxford/AstraZeneca,1,1,0,0,0,12/02/2021
1,Pfizer/BioNTech,658,658,0,0,0,12/02/2021
2,Pfizer/BioNTech,485,485,0,0,0,12/02/2021
3,Pfizer/BioNTech,1002,1002,0,0,0,12/02/2021
4,Pfizer/BioNTech,1278,1278,0,0,0,12/02/2021
5,Pfizer/BioNTech,986,986,0,0,0,12/02/2021
6,Pfizer/BioNTech,1394,993,401,0,0,12/02/2021
7,Pfizer/BioNTech,1047,1047,0,0,0,12/02/2021
8,Pfizer/BioNTech,3600,2945,655,0,0,12/02/2021
9,Pfizer/BioNTech,3968,3084,884,0,0,12/02/2021
5,Sinovac,1,1,0,0,0,12/02/2021
7,Sinovac,2,2,0,0,0,12/02/2021
9,Sinovac,1,1,0,0,0,12/02/2021
9,Oxford/AstraZeneca,1,1,0,0,0,13/02/2021
1,Pfizer/BioNTech,658,658,0,0,0,13/02/2021
2,Pfizer/BioNTech,485,485,0,0,0,13/02/2021
3,Pfizer/BioNTech,1002,1002,0,0,0,13/02/2021
4,Pfizer/BioNTech,1278,1278,0,0,0,13/02/2021
5,Pfizer/BioNTech,986,986,0,0,0,13/02/2021
6,Pfizer/BioNTech,1394,993,401,0,0,13/02/2021
7,Pfizer/BioNTech,1047,1047,0,0,0,13/02/2021
8,Pfizer/BioNTech,3600,2945,655,0,0,13/02/2021
9,Pfizer/BioNTech,4009,3088,921,0,0,13/02/2021
5,Sinovac,1,1,0,0,0,13/02/2021
7,Sinovac,2,2,0,0,0,13/02/2021
9,Sinovac,1,1,0,0,0,13/02/2021
9,Oxford/AstraZeneca,1,1,0,0,0,14/02/2021
1,Pfizer/BioNTech,658,658,0,0,0,14/02/2021
2,Pfizer/BioNTech,485,485,0,0,0,14/02/2021
3,Pfizer/BioNTech,1002,1002,0,0,0,14/02/2021
4,Pfizer/BioNTech,1278,1278,0,0,0,14/02/2021
5,Pfizer/BioNTech,986,986,0,0,0,14/02/2021
6,Pfizer/BioNTech,1394,993,401,0,0,14/02/2021
7,Pfizer/BioNTech,1047,1047,0,0,0,14/02/2021
8,Pfizer/BioNTech,3600,2945,655,0,0,14/02/2021
9,Pfizer/BioNTech,4009,3088,921,0,0,14/02/2021
5,Sinovac,1,1,0,0,0,14/02/2021
7,Sinovac,2,2,0,0,0,14/02/2021
9,Sinovac,1,1,0,0,0,14/02/2021
9,Oxford/AstraZeneca,1,1,0,0,0,15/02/2021
1,Pfizer/BioNTech,658,658,0,0,0,15/02/2021
2,Pfizer/BioNTech,485,485,0,0,0,15/02/2021
3,Pfizer/BioNTech,1002,1002,0,0,0,15/02/2021
4,Pfizer/BioNTech,1278,1278,0,0,0,15/02/2021
5,Pfizer/BioNTech,986,986,0,0,0,15/02/2021
6,Pfizer/BioNTech,1394,993,401,0,0,15/02/2021
7,Pfizer/BioNTech,1047,1047,0,0,0,15/02/2021
8,Pfizer/BioNTech,3600,2945,655,0,0,15/02/2021
9,Pfizer/BioNTech,4009,3088,921,0,0,15/02/2021
4,Sinovac,1,1,0,0,0,15/02/2021
5,Sinovac,1,1,0,0,0,15/02/2021
7,Sinovac,2,2,0,0,0,15/02/2021
9,Sinovac,1,1,0,0,0,15/02/2021
9,Oxford/AstraZeneca,1,1,0,0,0,16/02/2021
1,Pfizer/BioNTech,658,658,0,0,0,16/02/2021
2,Pfizer/BioNTech,485,485,0,0,0,16/02/2021
3,Pfizer/BioNTech,1002,1002,0,0,0,16/02/2021
4,Pfizer/BioNTech,1278,1278,0,0,0,16/02/2021
5,Pfizer/BioNTech,986,986,0,0,0,16/02/2021
6,Pfizer/BioNTech,1394,993,401,0,0,16/02/2021
7,Pfizer/BioNTech,1047,1047,0,0,0,16/02/2021
8,Pfizer/BioNTech,3600,2945,655,0,0,16/02/2021
9,Pfizer/BioNTech,4009,3088,921,0,0,16/02/2021
4,Sinovac,1,1,0,0,0,16/02/2021
5,Sinovac,1,1,0,0,0,16/02/2021
7,Sinovac,2,2,0,0,0,16/02/2021
9,Sinovac,1,1,0,0,0,16/02/2021
9,Oxford/AstraZeneca,1,1,0,0,0,17/02/2021
1,Pfizer/BioNTech,659,658,1,0,0,17/02/2021
2,Pfizer/BioNTech,485,485,0,0,0,17/02/2021
3,Pfizer/BioNTech,1002,1002,0,0,0,17/02/2021
4,Pfizer/BioNTech,1336,1280,56,0,0,17/02/2021
5,Pfizer/BioNTech,1003,986,17,0,0,17/02/2021
6,Pfizer/BioNTech,1394,993,401,0,0,17/02/2021
7,Pfizer/BioNTech,1047,1047,0,0,0,17/02/2021
8,Pfizer/BioNTech,3601,2946,655,0,0,17/02/2021
9,Pfizer/BioNTech,4009,3088,921,0,0,17/02/2021
4,Sinovac,1,1,0,0,0,17/02/2021
5,Sinovac,1,1,0,0,0,17/02/2021
7,Sinovac,2,2,0,0,0,17/02/2021
9,Sinovac,1,1,0,0,0,17/02/2021
9,Oxford/AstraZeneca,1,1,0,0,0,18/02/2021
1,Pfizer/BioNTech,3336,3036,300,0,0,18/02/2021
2,Pfizer/BioNTech,1016,963,53,0,0,18/02/2021
3,Pfizer/BioNTech,2797,2607,190,0,0,18/02/2021
4,Pfizer/BioNTech,6945,6313,632,0,0,18/02/2021
5,Pfizer/BioNTech,3224,2965,259,0,0,18/02/2021
6,Pfizer/BioNTech,1395,994,401,0,0,18/02/2021
7,Pfizer/BioNTech,1047,1047,0,0,0,18/02/2021
8,Pfizer/BioNTech,8104,7355,749,0,0,18/02/2021
9,Pfizer/BioNTech,10301,9375,926,0,0,18/02/2021
4,Sinovac,1,1,0,0,0,18/02/2021
5,Sinovac,1,1,0,0,0,18/02/2021
7,Sinovac,2,2,0,0,0,18/02/2021
9,Sinovac,1,1,0,0,0,18/02/2021
9,Oxford/AstraZeneca,1,1,0,0,0,19/02/2021
1,Pfizer/BioNTech,3701,3400,301,0,0,19/02/2021
2,Pfizer/BioNTech,1016,963,53,0,0,19/02/2021
3,Pfizer/BioNTech,2797,2607,190,0,0,19/02/2021
4,Pfizer/BioNTech,6951,6318,633,0,0,19/02/2021
5,Pfizer/BioNTech,3224,2965,259,0,0,19/02/2021
6,Pfizer/BioNTech,4295,3583,712,0,0,19/02/2021
7,Pfizer/BioNTech,1047,1047,0,0,0,19/02/2021
8,Pfizer/BioNTech,9968,9219,749,0,0,19/02/2021
9,Pfizer/BioNTech,10469,9499,970,0,0,19/02/2021
4,Sinovac,1,1,0,0,0,19/02/2021
5,Sinovac,1,1,0,0,0,19/02/2021
7,Sinovac,2,2,0,0,0,19/02/2021
9,Sinovac,1,1,0,0,0,19/02/2021
9,Oxford/AstraZeneca,1,1,0,0,0,20/02/2021
1,Pfizer/BioNTech,3701,3400,301,0,0,20/02/2021
2,Pfizer/BioNTech,1016,963,53,0,0,20/02/2021
3,Pfizer/BioNTech,2797,2607,190,0,0,20/02/2021
4,Pfizer/BioNTech,6951,6318,633,0,0,20/02/2021
5,Pfizer/BioNTech,3224,2965,259,0,0,20/02/2021
6,Pfizer/BioNTech,4295,3583,712,0,0,20/02/2021
7,Pfizer/BioNTech,1047,1047,0,0,0,20/02/2021
8,Pfizer/BioNTech,9968,9219,749,0,0,20/02/2021
9,Pfizer/BioNTech,10470,9499,971,0,0,20/02/2021
4,Sinovac,1,1,0,0,0,20/02/2021
5,Sinovac,1,1,0,0,0,20/02/2021
7,Sinovac,2,2,0,0,0,20/02/2021
9,Sinovac,1,1,0,0,0,20/02/2021
9,Oxford/AstraZeneca,1,1,0,0,0,21/02/2021
1,Pfizer/BioNTech,3701,3400,301,0,0,21/02/2021
2,Pfizer/BioNTech,1016,963,53,0,0,21/02/2021
3,Pfizer/BioNTech,2797,2607,190,0,0,21/02/2021
4,Pfizer/BioNTech,6951,6318,633,0,0,21/02/2021
5,Pfizer/BioNTech,3224,2965,259,0,0,21/02/2021
6,Pfizer/BioNTech,4295,3583,712,0,0,21/02/2021
7,Pfizer/BioNTech,1049,1049,0,0,0,21/02/2021
8,Pfizer/BioNTech,11842,11092,750,0,0,21/02/2021
9,Pfizer/BioNTech,10471,9500,971,0,0,21/02/2021
4,Sinovac,1,1,0,0,0,21/02/2021
5,Sinovac,1,1,0,0,0,21/02/2021
7,Sinovac,2,2,0,0,0,21/02/2021
9,Sinovac,1,1,0,0,0,21/02/2021
9,Oxford/AstraZeneca,1,1,0,0,0,22/02/2021
1,Pfizer/BioNTech,3701,3400,301,0,0,22/02/2021
2,Pfizer/BioNTech,1016,963,53,0,0,22/02/2021
3,Pfizer/BioNTech,2797,2607,190,0,0,22/02/2021
4,Pfizer/BioNTech,6951,6318,633,0,0,22/02/2021
5,Pfizer/BioNTech,3224,2965,259,0,0,22/02/2021
6,Pfizer/BioNTech,4295,3583,712,0,0,22/02/2021
7,Pfizer/BioNTech,2443,2298,145,0,0,22/02/2021
8,Pfizer/BioNTech,12208,11458,750,0,0,22/02/2021
9,Pfizer/BioNTech,10471,9500,971,0,0,22/02/2021
4,Sinovac,1,1,0,0,0,22/02/2021
5,Sinovac,1,1,0,0,0,22/02/2021
7,Sinovac,2,2,0,0,0,22/02/2021
9,Sinovac,4,4,0,0,0,22/02/2021
9,Oxford/AstraZeneca,1,1,0,0,0,23/02/2021
1,Pfizer/BioNTech,3701,3400,301,0,0,23/02/2021
2,Pfizer/BioNTech,1016,963,53,0,0,23/02/2021
3,Pfizer/BioNTech,2797,2607,190,0,0,23/02/2021
4,Pfizer/BioNTech,6951,6318,633,0,0,23/02/2021
5,Pfizer/BioNTech,3224,2965,259,0,0,23/02/2021
6,Pfizer/BioNTech,4300,3588,712,0,0,23/02/2021
7,Pfizer/BioNTech,2443,2298,145,0,0,23/02/2021
8,Pfizer/BioNTech,12208,11458,750,0,0,23/02/2021
9,Pfizer/BioNTech,10478,9506,972,0,0,23/02/2021
4,Sinovac,1,1,0,0,0,23/02/2021
5,Sinovac,1,1,0,0,0,23/02/2021
7,Sinovac,2,2,0,0,0,23/02/2021
9,Sinovac,4,4,0,0,0,23/02/2021
9,Oxford/AstraZeneca,1,1,0,0,0,24/02/2021
1,Pfizer/BioNTech,3703,3402,301,0,0,24/02/2021
2,Pfizer/BioNTech,1047,964,83,0,0,24/02/2021
3,Pfizer/BioNTech,2802,2607,195,0,0,24/02/2021
4,Pfizer/BioNTech,6951,6318,633,0,0,24/02/2021
5,Pfizer/BioNTech,3224,2965,259,0,0,24/02/2021
6,Pfizer/BioNTech,4318,3606,712,0,0,24/02/2021
7,Pfizer/BioNTech,2443,2298,145,0,0,24/02/2021
8,Pfizer/BioNTech,12601,11461,1140,0,0,24/02/2021
9,Pfizer/BioNTech,10478,9506,972,0,0,24/02/2021
4,Sinovac,1,1,0,0,0,24/02/2021
5,Sinovac,1,1,0,0,0,24/02/2021
7,Sinovac,2,2,0,0,0,24/02/2021
9,Sinovac,4,4,0,0,0,24/02/2021
9,Oxford/AstraZeneca,1,1,0,0,0,25/02/2021
1,Pfizer/BioNTech,5877,5570,307,0,0,25/02/2021
2,Pfizer/BioNTech,2385,2144,241,0,0,25/02/2021
3,Pfizer/BioNTech,5400,4912,488,0,0,25/02/2021
4,Pfizer/BioNTech,6953,6320,633,0,0,25/02/2021
5,Pfizer/BioNTech,3374,3025,349,0,0,25/02/2021
6,Pfizer/BioNTech,4478,3766,712,0,0,25/02/2021
7,Pfizer/BioNTech,2509,2329,180,0,0,25/02/2021
8,Pfizer/BioNTech,19610,18147,1463,0,0,25/02/2021
9,Pfizer/BioNTech,15142,13767,1375,0,0,25/02/2021
4,Sinovac,1,1,0,0,0,25/02/2021
5,Sinovac,1,1,0,0,0,25/02/2021
7,Sinovac,2,2,0,0,0,25/02/2021
9,Sinovac,4,4,0,0,0,25/02/2021
9,Oxford/AstraZeneca,1,1,0,0,0,26/02/2021
1,Pfizer/BioNTech,6019,5694,325,0,0,26/02/2021
2,Pfizer/BioNTech,2451,2210,241,0,0,26/02/2021
3,Pfizer/BioNTech,5402,4914,488,0,0,26/02/2021
4,Pfizer/BioNTech,8957,8323,634,0,0,26/02/2021
5,Pfizer/BioNTech,3647,3174,473,0,0,26/02/2021
6,Pfizer/BioNTech,8915,8111,804,0,0,26/02/2021
7,Pfizer/BioNTech,4483,3965,518,0,0,26/02/2021
8,Pfizer/BioNTech,19616,18152,1464,0,0,26/02/2021
9,Pfizer/BioNTech,16946,15354,1592,0,0,26/02/2021
3,Sinovac,1,1,0,0,0,26/02/2021
4,Sinovac,1,1,0,0,0,26/02/2021
5,Sinovac,1,1,0,0,0,26/02/2021
7,Sinovac,2,2,0,0,0,26/02/2021
9,Sinovac,4,4,0,0,0,26/02/2021
9,Oxford/AstraZeneca,1,1,0,0,0,27/02/2021
1,Pfizer/BioNTech,6019,5694,325,0,0,27/02/2021
2,Pfizer/BioNTech,2451,2210,241,0,0,27/02/2021
3,Pfizer/BioNTech,5402,4914,488,0,0,27/02/2021
4,Pfizer/BioNTech,8957,8323,634,0,0,27/02/2021
5,Pfizer/BioNTech,3647,3174,473,0,0,27/02/2021
6,Pfizer/BioNTech,9008,8204,804,0,0,27/02/2021
7,Pfizer/BioNTech,4487,3965,522,0,0,27/02/2021
8,Pfizer/BioNTech,19616,18152,1464,0,0,27/02/2021
9,Pfizer/BioNTech,16946,15354,1592,0,0,27/02/2021
3,Sinovac,1,1,0,0,0,27/02/2021
4,Sinovac,1,1,0,0,0,27/02/2021
5,Sinovac,1,1,0,0,0,27/02/2021
7,Sinovac,2,2,0,0,0,27/02/2021
9,Sinovac,4,4,0,0,0,27/02/2021
9,Oxford/AstraZeneca,1,1,0,0,0,28/02/2021
1,Pfizer/BioNTech,6019,5694,325,0,0,28/02/2021
2,Pfizer/BioNTech,2451,2210,241,0,0,28/02/2021
3,Pfizer/BioNTech,5402,4914,488,0,0,28/02/2021
4,Pfizer/BioNTech,8957,8323,634,0,0,28/02/2021
5,Pfizer/BioNTech,3647,3174,473,0,0,28/02/2021
6,Pfizer/BioNTech,9008,8204,804,0,0,28/02/2021
7,Pfizer/BioNTech,4487,3965,522,0,0,28/02/2021
8,Pfizer/BioNTech,19616,18152,1464,0,0,28/02/2021
9,Pfizer/BioNTech,16950,15358,1592,0,0,28/02/2021
3,Sinovac,1,1,0,0,0,28/02/2021
4,Sinovac,1,1,0,0,0,28/02/2021
5,Sinovac,1,1,0,0,0,28/02/2021
7,Sinovac,2,2,0,0,0,28/02/2021
9,Sinovac,4,4,0,0,0,28/02/2021
9,Oxford/AstraZeneca,1,1,0,0,0,01/03/2021
1,Pfizer/BioNTech,6021,5696,325,0,0,01/03/2021
2,Pfizer/BioNTech,2559,2318,241,0,0,01/03/2021
3,Pfizer/BioNTech,5403,4915,488,0,0,01/03/2021
4,Pfizer/BioNTech,9307,8673,634,0,0,01/03/2021
5,Pfizer/BioNTech,3647,3174,473,0,0,01/03/2021
6,Pfizer/BioNTech,9008,8204,804,0,0,01/03/2021
7,Pfizer/BioNTech,4489,3967,522,0,0,01/03/2021
8,Pfizer/BioNTech,19617,18152,1465,0,0,01/03/2021
9,Pfizer/BioNTech,16955,15363,1592,0,0,01/03/2021
3,Sinovac,1,1,0,0,0,01/03/2021
4,Sinovac,1,1,0,0,0,01/03/2021
5,Sinovac,1,1,0,0,0,01/03/2021
6,Sinovac,3,3,0,0,0,01/03/2021
7,Sinovac,3,3,0,0,0,01/03/2021
9,Sinovac,6,6,0,0,0,01/03/2021
9,Oxford/AstraZeneca,1,1,0,0,0,02/03/2021
