zona,fabricante,dosis_total,primera_dosis,segunda_dosis,dosis_unica,dosis_refuerzo,administered_at
7,Sinovac,1267207,685857,581350,0,0,01/12/2021
8,Sinovac,3271875,1805260,1466615,0,0,01/12/2021
9,Sinovac,3122549,1664837,1457712,0,0,01/12/2021
1,Oxford/AstraZeneca,226754,103086,89763,0,33905,02/12/2021
2,Oxford/AstraZeneca,108010,57312,38543,0,12155,02/12/2021
3,Oxford/AstraZeneca,312013,138137,113489,0,60387,02/12/2021
4,Oxford/AstraZeneca,383635,202531,145394,0,35710,02/12/2021
5,Oxford/AstraZeneca,188292,93649,72899,0,21744,02/12/2021
6,Oxford/AstraZeneca,233850,102115,79600,0,52135,02/12/2021
7,Oxford/AstraZeneca,220156,89925,78930,0,51301,02/12/2021
8,Oxford/AstraZeneca,708917,361545,267850,0,79522,02/12/2021
9,Oxford/AstraZeneca,625703,260209,227609,0,137885,02/12/2021
1,CanSino,45954,0,0,45954,0,02/12/2021
2,CanSino,20762,0,0,20762,0,02/12/2021
3,CanSino,71192,0,0,71192,0,02/12/2021
4,CanSino,74391,0,0,74391,0,02/12/2021
5,CanSino,32575,0,0,32575,0,02/12/2021
6,CanSino,32732,0,0,32732,0,02/12/2021
7,CanSino,19686,0,0,19686,0,02/12/2021
8,CanSino,90157,0,0,90157,0,02/12/2021
9,CanSino,54449,0,0,54449,0,02/12/2021
1,Pfizer/BioNTech,471160,259212,211948,0,0,02/12/2021
2,Pfizer/BioNTech,250096,138425,111671,0,0,02/12/2021
3,Pfizer/BioNTech,745029,409032,335997,0,0,02/12/2021
4,Pfizer/BioNTech,914325,500106,414219,0,0,02/12/2021
5,Pfizer/BioNTech,521618,304705,216913,0,0,02/12/2021
6,Pfizer/BioNTech,559696,290776,268920,0,0,02/12/2021
7,Pfizer/BioNTech,608986,322710,286276,0,0,02/12/2021
8,Pfizer/BioNTech,1872334,1017632,854702,0,0,02/12/2021
9,Pfizer/BioNTech,1585728,808244,777484,0,0,02/12/2021
1,Sinovac,1098785,608751,490034,0,0,02/12/2021
2,Sinovac,472135,263531,208604,0,0,02/12/2021
3,Sinovac,1501910,848542,653368,0,0,02/12/2021
4,Sinovac,1640752,904541,736211,0,0,02/12/2021
5,Sinovac,962597,541086,421511,0,0,02/12/2021
6,Sinovac,1085843,594729,491114,0,0,02/12/2021
7,Sinovac,1272580,686967,585613,0,0,02/12/2021
8,Sinovac,3288145,1813275,1474870,0,0,02/12/2021
9,Sinovac,3131203,1666114,1465089,0,0,02/12/2021
1,Oxford/AstraZeneca,229026,103316,89956,0,35754,03/12/2021
2,Oxford/AstraZeneca,109209,57628,38713,0,12868,03/12/2021
3,Oxford/AstraZeneca,316370,138533,113780,0,64057,03/12/2021
4,Oxford/AstraZeneca,387888,203935,146278,0,37675,03/12/2021
5,Oxford/AstraZeneca,191220,94258,73092,0,23870,03/12/2021
6,Oxford/AstraZeneca,236891,102536,79873,0,54482,03/12/2021
7,Oxford/AstraZeneca,223200,90243,79072,0,53885,03/12/2021
8,Oxford/AstraZeneca,718824,364070,269036,0,85718,03/12/2021
9,Oxford/AstraZeneca,633835,260833,228065,0,144937,03/12/2021
1,CanSino,46347,0,0,46347,0,03/12/2021
2,CanSino,20920,0,0,20920,0,03/12/2021
3,CanSino,71535,0,0,71535,0,03/12/2021
4,CanSino,74732,0,0,74732,0,03/12/2021
5,CanSino,32761,0,0,32761,0,03/12/2021
6,CanSino,32878,0,0,32878,0,03/12/2021
7,CanSino,19877,0,0,19877,0,03/12/2021
8,CanSino,90266,0,0,90266,0,03/12/2021
9,CanSino,54648,0,0,54648,0,03/12/2021
1,Pfizer/BioNTech,472502,259491,213011,0,0,03/12/2021
2,Pfizer/BioNTech,251024,138685,112339,0,0,03/12/2021
3,Pfizer/BioNTech,747134,409313,337821,0,0,03/12/2021
4,Pfizer/BioNTech,915465,500267,415198,0,0,03/12/2021
5,Pfizer/BioNTech,524677,305410,219267,0,0,03/12/2021
6,Pfizer/BioNTech,560201,290963,269238,0,0,03/12/2021
7,Pfizer/BioNTech,610597,323099,287498,0,0,03/12/2021
8,Pfizer/BioNTech,1877095,1018883,858212,0,0,03/12/2021
9,Pfizer/BioNTech,1587930,808528,779402,0,0,03/12/2021
1,Sinovac,1100572,609390,491182,0,0,03/12/2021
2,Sinovac,474087,263986,210101,0,0,03/12/2021
3,Sinovac,1508451,849806,658645,0,0,03/12/2021
4,Sinovac,1642256,905047,737209,0,0,03/12/2021
5,Sinovac,965869,542979,422890,0,0,03/12/2021
6,Sinovac,1089246,595629,493617,0,0,03/12/2021
7,Sinovac,1276276,687770,588506,0,0,03/12/2021
8,Sinovac,3299460,1817320,1482140,0,0,03/12/2021
9,Sinovac,3137584,1667038,1470546,0,0,03/12/2021
1,Oxford/AstraZeneca,229187,103332,89970,0,35885,04/12/2021
2,Oxford/AstraZeneca,109707,57779,38762,0,13166,04/12/2021
3,Oxford/AstraZeneca,318195,138760,113916,0,65519,04/12/2021
4,Oxford/AstraZeneca,388930,204239,146467,0,38224,04/12/2021
5,Oxford/AstraZeneca,193868,94652,73163,0,26053,04/12/2021
6,Oxford/AstraZeneca,237945,102699,79974,0,55272,04/12/2021
7,Oxford/AstraZeneca,224078,90281,79094,0,54703,04/12/2021
8,Oxford/AstraZeneca,722045,364879,269450,0,87716,04/12/2021
9,Oxford/AstraZeneca,638241,261096,228258,0,148887,04/12/2021
1,CanSino,46390,0,0,46390,0,04/12/2021
2,CanSino,20981,0,0,20981,0,04/12/2021
3,CanSino,71659,0,0,71659,0,04/12/2021
4,CanSino,74881,0,0,74881,0,04/12/2021
5,CanSino,32845,0,0,32845,0,04/12/2021
6,CanSino,32921,0,0,32921,0,04/12/2021
7,CanSino,19937,0,0,19937,0,04/12/2021
8,CanSino,90295,0,0,90295,0,04/12/2021
9,CanSino,54680,0,0,54680,0,04/12/2021
1,Pfizer/BioNTech,472559,259514,213045,0,0,04/12/2021
2,Pfizer/BioNTech,251198,138770,112428,0,0,04/12/2021
3,Pfizer/BioNTech,747982,409446,338536,0,0,04/12/2021
4,Pfizer/BioNTech,916480,500490,415990,0,0,04/12/2021
5,Pfizer/BioNTech,528659,305793,222866,0,0,04/12/2021
6,Pfizer/BioNTech,560675,291062,269613,0,0,04/12/2021
7,Pfizer/BioNTech,610791,323137,287654,0,0,04/12/2021
8,Pfizer/BioNTech,1878223,1019228,858995,0,0,04/12/2021
9,Pfizer/BioNTech,1588272,808599,779673,0,0,04/12/2021
1,Sinovac,1100762,609440,491322,0,0,04/12/2021
2,Sinovac,474478,264135,210343,0,0,04/12/2021
3,Sinovac,1508904,849984,658920,0,0,04/12/2021
4,Sinovac,1642563,905134,737429,0,0,04/12/2021
5,Sinovac,966798,543483,423315,0,0,04/12/2021
6,Sinovac,1089559,595830,493729,0,0,04/12/2021
7,Sinovac,1276912,687865,589047,0,0,04/12/2021
8,Sinovac,3302141,1818656,1483485,0,0,04/12/2021
9,Sinovac,3139504,1667386,1472118,0,0,04/12/2021
1,Oxford/AstraZeneca,229235,103337,89971,0,35927,05/12/2021
2,Oxford/AstraZeneca,110211,57922,38831,0,13458,05/12/2021
3,Oxford/AstraZeneca,320052,138940,114001,0,67111,05/12/2021
4,Oxford/AstraZeneca,389455,204389,146594,0,38472,05/12/2021
5,Oxford/AstraZeneca,194737,94890,73221,0,26626,05/12/2021
6,Oxford/AstraZeneca,238807,102883,80031,0,55893,05/12/2021
7,Oxford/AstraZeneca,224540,90291,79102,0,55147,05/12/2021
8,Oxford/AstraZeneca,723576,365242,269655,0,88679,05/12/2021
9,Oxford/AstraZeneca,640734,261260,228373,0,151101,05/12/2021
1,CanSino,46405,0,0,46405,0,05/12/2021
2,CanSino,21047,0,0,21047,0,05/12/2021
3,CanSino,71719,0,0,71719,0,05/12/2021
4,CanSino,74953,0,0,74953,0,05/12/2021
5,CanSino,32923,0,0,32923,0,05/12/2021
6,CanSino,32934,0,0,32934,0,05/12/2021
7,CanSino,19959,0,0,19959,0,05/12/2021
8,CanSino,90319,0,0,90319,0,05/12/2021
9,CanSino,54720,0,0,54720,0,05/12/2021
1,Pfizer/BioNTech,472607,259521,213086,0,0,05/12/2021
2,Pfizer/BioNTech,251445,138855,112590,0,0,05/12/2021
3,Pfizer/BioNTech,748740,409600,339140,0,0,05/12/2021
4,Pfizer/BioNTech,916876,500553,416323,0,0,05/12/2021
5,Pfizer/BioNTech,529655,305993,223662,0,0,05/12/2021
6,Pfizer/BioNTech,560955,291146,269809,0,0,05/12/2021
7,Pfizer/BioNTech,610854,323169,287685,0,0,05/12/2021
8,Pfizer/BioNTech,1878936,1019416,859520,0,0,05/12/2021
9,Pfizer/BioNTech,1588514,808653,779861,0,0,05/12/2021
1,Sinovac,1100820,609467,491353,0,0,05/12/2021
2,Sinovac,474829,264270,210559,0,0,05/12/2021
3,Sinovac,1509876,850143,659733,0,0,05/12/2021
4,Sinovac,1642649,905168,737481,0,0,05/12/2021
5,Sinovac,967025,543599,423426,0,0,05/12/2021
6,Sinovac,1089794,595959,493835,0,0,05/12/2021
7,Sinovac,1277088,687940,589148,0,0,05/12/2021
8,Sinovac,3303026,1819016,1484010,0,0,05/12/2021
9,Sinovac,3140671,1667557,1473114,0,0,05/12/2021
1,Oxford/AstraZeneca,231884,103601,90194,0,38089,06/12/2021
2,Oxford/AstraZeneca,111770,58258,39010,0,14502,06/12/2021
3,Oxford/AstraZeneca,325071,139447,114395,0,71229,06/12/2021
4,Oxford/AstraZeneca,395040,205915,147653,0,41472,06/12/2021
5,Oxford/AstraZeneca,197417,95458,73416,0,28543,06/12/2021
6,Oxford/AstraZeneca,242706,103370,80304,0,59032,06/12/2021
7,Oxford/AstraZeneca,227722,90616,79295,0,57811,06/12/2021
8,Oxford/AstraZeneca,733504,367579,270956,0,94969,06/12/2021
9,Oxford/AstraZeneca,643253,261407,228568,0,153278,06/12/2021
1,CanSino,46753,0,0,46753,0,06/12/2021
2,CanSino,21287,0,0,21287,0,06/12/2021
3,CanSino,72066,0,0,72066,0,06/12/2021
4,CanSino,75273,0,0,75273,0,06/12/2021
5,CanSino,33142,0,0,33142,0,06/12/2021
6,CanSino,33081,0,0,33081,0,06/12/2021
7,CanSino,20118,0,0,20118,0,06/12/2021
8,CanSino,90462,0,0,90462,0,06/12/2021
9,CanSino,54798,0,0,54798,0,06/12/2021
1,Pfizer/BioNTech,474340,259720,214620,0,0,06/12/2021
2,Pfizer/BioNTech,252046,139030,113016,0,0,06/12/2021
3,Pfizer/BioNTech,750782,409945,340837,0,0,06/12/2021
4,Pfizer/BioNTech,921087,501242,419845,0,0,06/12/2021
5,Pfizer/BioNTech,531328,306418,224910,0,0,06/12/2021
6,Pfizer/BioNTech,561365,291277,270088,0,0,06/12/2021
7,Pfizer/BioNTech,611931,323484,288447,0,0,06/12/2021
8,Pfizer/BioNTech,1882504,1020359,862145,0,0,06/12/2021
9,Pfizer/BioNTech,1588731,808706,780025,0,0,06/12/2021
1,Sinovac,1102454,609917,492537,0,0,06/12/2021
2,Sinovac,476172,264660,211512,0,0,06/12/2021
3,Sinovac,1511213,850524,660689,0,0,06/12/2021
4,Sinovac,1643673,905559,738114,0,0,06/12/2021
5,Sinovac,968308,544342,423966,0,0,06/12/2021
6,Sinovac,1092301,596202,496099,0,0,06/12/2021
7,Sinovac,1279730,688463,591267,0,0,06/12/2021
8,Sinovac,3312722,1821905,1490817,0,0,06/12/2021
9,Sinovac,3141987,1667718,1474269,0,0,06/12/2021
1,Oxford/AstraZeneca,234081,103825,90377,0,39879,07/12/2021
2,Oxford/AstraZeneca,113191,58533,39181,0,15477,07/12/2021
3,Oxford/AstraZeneca,329568,139875,114719,0,74974,07/12/2021
4,Oxford/AstraZeneca,399721,207177,148529,0,44015,07/12/2021
5,Oxford/AstraZeneca,200429,95977,73638,0,30814,07/12/2021
6,Oxford/AstraZeneca,246018,103716,80610,0,61692,07/12/2021
7,Oxford/AstraZeneca,230361,90897,79441,0,60023,07/12/2021
8,Oxford/AstraZeneca,742641,369521,272166,0,100954,07/12/2021
9,Oxford/AstraZeneca,653109,262052,229200,0,161857,07/12/2021
1,CanSino,47051,0,0,47051,0,07/12/2021
2,CanSino,21419,0,0,21419,0,07/12/2021
3,CanSino,72277,0,0,72277,0,07/12/2021
4,CanSino,75582,0,0,75582,0,07/12/2021
5,CanSino,33306,0,0,33306,0,07/12/2021
6,CanSino,33183,0,0,33183,0,07/12/2021
7,CanSino,20258,0,0,20258,0,07/12/2021
8,CanSino,90603,0,0,90603,0,07/12/2021
9,CanSino,54927,0,0,54927,0,07/12/2021
1,Pfizer/BioNTech,476245,259967,216278,0,0,07/12/2021
2,Pfizer/BioNTech,252776,139270,113506,0,0,07/12/2021
3,Pfizer/BioNTech,754808,410341,344467,0,0,07/12/2021
4,Pfizer/BioNTech,927163,502308,424855,0,0,07/12/2021
5,Pfizer/BioNTech,533605,306785,226820,0,0,07/12/2021
6,Pfizer/BioNTech,562180,291501,270679,0,0,07/12/2021
7,Pfizer/BioNTech,613016,323768,289248,0,0,07/12/2021
8,Pfizer/BioNTech,1886477,1021307,865170,0,0,07/12/2021
9,Pfizer/BioNTech,1589540,808881,780659,0,0,07/12/2021
1,Sinovac,1105283,610391,494892,0,0,07/12/2021
2,Sinovac,477547,265010,212537,0,0,07/12/2021
3,Sinovac,1512314,850915,661399,0,0,07/12/2021
4,Sinovac,1644273,905878,738395,0,0,07/12/2021
5,Sinovac,969346,544907,424439,0,0,07/12/2021
6,Sinovac,1094858,596447,498411,0,0,07/12/2021
7,Sinovac,1282409,688881,593528,0,0,07/12/2021
8,Sinovac,3321841,1824357,1497484,0,0,07/12/2021
9,Sinovac,3146865,1668408,1478457,0,0,07/12/2021
1,Oxford/AstraZeneca,236500,104016,90562,0,41922,08/12/2021
2,Oxford/AstraZeneca,114896,58875,39390,0,16631,08/12/2021
3,Oxford/AstraZeneca,333681,140277,115065,0,78339,08/12/2021
4,Oxford/AstraZeneca,403638,208339,149415,0,45884,08/12/2021
5,Oxford/AstraZeneca,203880,96447,73874,0,33559,08/12/2021
6,Oxford/AstraZeneca,247643,103854,80743,0,63046,08/12/2021
7,Oxford/AstraZeneca,233144,91164,79554,0,62426,08/12/2021
8,Oxford/AstraZeneca,750503,371299,273296,0,105908,08/12/2021
9,Oxford/AstraZeneca,660662,262578,229765,0,168319,08/12/2021
1,CanSino,47291,0,0,47291,0,08/12/2021
2,CanSino,21515,0,0,21515,0,08/12/2021
3,CanSino,72548,0,0,72548,0,08/12/2021
4,CanSino,75924,0,0,75924,0,08/12/2021
5,CanSino,33446,0,0,33446,0,08/12/2021
6,CanSino,33220,0,0,33220,0,08/12/2021
7,CanSino,20361,0,0,20361,0,08/12/2021
8,CanSino,90789,0,0,90789,0,08/12/2021
9,CanSino,55040,0,0,55040,0,08/12/2021
1,Pfizer/BioNTech,478213,260228,217985,0,0,08/12/2021
2,Pfizer/BioNTech,253444,139449,113995,0,0,08/12/2021
3,Pfizer/BioNTech,757879,410701,347178,0,0,08/12/2021
4,Pfizer/BioNTech,932125,503230,428895,0,0,08/12/2021
5,Pfizer/BioNTech,536329,307219,229110,0,0,08/12/2021
6,Pfizer/BioNTech,562645,291620,271025,0,0,08/12/2021
7,Pfizer/BioNTech,614006,324004,290002,0,0,08/12/2021
8,Pfizer/BioNTech,1890038,1022031,868007,0,0,08/12/2021
9,Pfizer/BioNTech,1590839,809106,781733,0,0,08/12/2021
1,Sinovac,1109549,610866,498683,0,0,08/12/2021
2,Sinovac,479133,265330,213803,0,0,08/12/2021
3,Sinovac,1518684,851972,666712,0,0,08/12/2021
4,Sinovac,1645707,906066,739641,0,0,08/12/2021
5,Sinovac,970677,545545,425132,0,0,08/12/2021
6,Sinovac,1095962,596644,499318,0,0,08/12/2021
7,Sinovac,1285006,689292,595714,0,0,08/12/2021
8,Sinovac,3329062,1825952,1503110,0,0,08/12/2021
9,Sinovac,3158252,1669519,1488733,0,0,08/12/2021
1,Oxford/AstraZeneca,238922,104168,90741,0,44013,09/12/2021
2,Oxford/AstraZeneca,115932,59115,39534,0,17283,09/12/2021
3,Oxford/AstraZeneca,337510,140633,115398,0,81479,09/12/2021
4,Oxford/AstraZeneca,407126,209149,150045,0,47932,09/12/2021
5,Oxford/AstraZeneca,207257,96875,74085,0,36297,09/12/2021
6,Oxford/AstraZeneca,250332,104203,80993,0,65136,09/12/2021
7,Oxford/AstraZeneca,235454,91422,79723,0,64309,09/12/2021
8,Oxford/AstraZeneca,757600,372649,274334,0,110617,09/12/2021
9,Oxford/AstraZeneca,667867,263123,230347,0,174397,09/12/2021
1,CanSino,47500,0,0,47500,0,09/12/2021
2,CanSino,21607,0,0,21607,0,09/12/2021
3,CanSino,72749,0,0,72749,0,09/12/2021
4,CanSino,76241,0,0,76241,0,09/12/2021
5,CanSino,33566,0,0,33566,0,09/12/2021
6,CanSino,33290,0,0,33290,0,09/12/2021
7,CanSino,20454,0,0,20454,0,09/12/2021
8,CanSino,90943,0,0,90943,0,09/12/2021
9,CanSino,55183,0,0,55183,0,09/12/2021
1,Pfizer/BioNTech,480130,260476,219654,0,0,09/12/2021
2,Pfizer/BioNTech,254267,139666,114601,0,0,09/12/2021
3,Pfizer/BioNTech,760813,411156,349657,0,0,09/12/2021
4,Pfizer/BioNTech,935940,504131,431809,0,0,09/12/2021
5,Pfizer/BioNTech,538501,307518,230983,0,0,09/12/2021
6,Pfizer/BioNTech,563202,291799,271403,0,0,09/12/2021
7,Pfizer/BioNTech,615069,324254,290815,0,0,09/12/2021
8,Pfizer/BioNTech,1893185,1022704,870481,0,0,09/12/2021
9,Pfizer/BioNTech,1592442,809379,783063,0,0,09/12/2021
1,Sinovac,1114614,611547,503067,0,0,09/12/2021
2,Sinovac,480723,265669,215054,0,0,09/12/2021
3,Sinovac,1530392,853557,676835,0,0,09/12/2021
4,Sinovac,1654133,908131,746002,0,0,09/12/2021
5,Sinovac,973958,547678,426280,0,0,09/12/2021
6,Sinovac,1098108,597213,500895,0,0,09/12/2021
7,Sinovac,1287708,689750,597958,0,0,09/12/2021
8,Sinovac,3337874,1828518,1509356,0,0,09/12/2021
9,Sinovac,3171663,1670943,1500720,0,0,09/12/2021
1,Oxford/AstraZeneca,240493,104296,90898,0,45299,10/12/2021
2,Oxford/AstraZeneca,116733,59336,39694,0,17703,10/12/2021
3,Oxford/AstraZeneca,341926,140972,115740,0,85214,10/12/2021
4,Oxford/AstraZeneca,410757,209909,150672,0,50176,10/12/2021
5,Oxford/AstraZeneca,210145,97345,74292,0,38508,10/12/2021
6,Oxford/AstraZeneca,253551,104459,81199,0,67893,10/12/2021
7,Oxford/AstraZeneca,237373,91650,79852,0,65871,10/12/2021
8,Oxford/AstraZeneca,764550,373875,275301,0,115374,10/12/2021
9,Oxford/AstraZeneca,675179,263634,230920,0,180625,10/12/2021
1,CanSino,47702,0,0,47702,0,10/12/2021
2,CanSino,21725,0,0,21725,0,10/12/2021
3,CanSino,72970,0,0,72970,0,10/12/2021
4,CanSino,76558,0,0,76558,0,10/12/2021
5,CanSino,33669,0,0,33669,0,10/12/2021
6,CanSino,33370,0,0,33370,0,10/12/2021
7,CanSino,20533,0,0,20533,0,10/12/2021
8,CanSino,91090,0,0,91090,0,10/12/2021
9,CanSino,55305,0,0,55305,0,10/12/2021
1,Pfizer/BioNTech,482130,260694,221436,0,0,10/12/2021
2,Pfizer/BioNTech,254973,139859,115114,0,0,10/12/2021
3,Pfizer/BioNTech,764031,411529,352502,0,0,10/12/2021
4,Pfizer/BioNTech,938797,504737,434060,0,0,10/12/2021
5,Pfizer/BioNTech,540336,307866,232470,0,0,10/12/2021
6,Pfizer/BioNTech,563793,291940,271853,0,0,10/12/2021
7,Pfizer/BioNTech,616054,324512,291542,0,0,10/12/2021
8,Pfizer/BioNTech,1895981,1023261,872720,0,0,10/12/2021
9,Pfizer/BioNTech,1594699,809585,785114,0,0,10/12/2021
1,Sinovac,1119486,612174,507312,0,0,10/12/2021
2,Sinovac,481991,265999,215992,0,0,10/12/2021
3,Sinovac,1542492,856164,686328,0,0,10/12/2021
4,Sinovac,1663116,910007,753109,0,0,10/12/2021
5,Sinovac,980320,551524,428796,0,0,10/12/2021
6,Sinovac,1102524,597817,504707,0,0,10/12/2021
7,Sinovac,1290981,690290,600691,0,0,10/12/2021
8,Sinovac,3350167,1831988,1518179,0,0,10/12/2021
9,Sinovac,3186984,1672259,1514725,0,0,10/12/2021
1,Oxford/AstraZeneca,241406,104444,90999,0,45963,11/12/2021
2,Oxford/AstraZeneca,117549,59619,39838,0,18092,11/12/2021
3,Oxford/AstraZeneca,344092,141153,115887,0,87052,11/12/2021
4,Oxford/AstraZeneca,412509,210247,150917,0,51345,11/12/2021
5,Oxford/AstraZeneca,211716,97688,74364,0,39664,11/12/2021
6,Oxford/AstraZeneca,254572,104619,81304,0,68649,11/12/2021
7,Oxford/AstraZeneca,238343,91771,79899,0,66673,11/12/2021
8,Oxford/AstraZeneca,767592,374478,275626,0,117488,11/12/2021
9,Oxford/AstraZeneca,678957,263863,231094,0,184000,11/12/2021
1,CanSino,47950,0,0,47950,0,11/12/2021
2,CanSino,21868,0,0,21868,0,11/12/2021
3,CanSino,73116,0,0,73116,0,11/12/2021
4,CanSino,76699,0,0,76699,0,11/12/2021
5,CanSino,33727,0,0,33727,0,11/12/2021
6,CanSino,33422,0,0,33422,0,11/12/2021
7,CanSino,20589,0,0,20589,0,11/12/2021
8,CanSino,91151,0,0,91151,0,11/12/2021
9,CanSino,55337,0,0,55337,0,11/12/2021
1,Pfizer/BioNTech,482781,260888,221893,0,0,11/12/2021
2,Pfizer/BioNTech,255423,140006,115417,0,0,11/12/2021
3,Pfizer/BioNTech,764879,411633,353246,0,0,11/12/2021
4,Pfizer/BioNTech,941221,505277,435944,0,0,11/12/2021
5,Pfizer/BioNTech,541840,308129,233711,0,0,11/12/2021
6,Pfizer/BioNTech,563964,291972,271992,0,0,11/12/2021
7,Pfizer/BioNTech,616341,324577,291764,0,0,11/12/2021
8,Pfizer/BioNTech,1897572,1023560,874012,0,0,11/12/2021
9,Pfizer/BioNTech,1595096,809672,785424,0,0,11/12/2021
1,Sinovac,1121965,612597,509368,0,0,11/12/2021
2,Sinovac,483085,266280,216805,0,0,11/12/2021
3,Sinovac,1546506,856575,689931,0,0,11/12/2021
4,Sinovac,1667935,911481,756454,0,0,11/12/2021
5,Sinovac,984373,553802,430571,0,0,11/12/2021
6,Sinovac,1104504,598182,506322,0,0,11/12/2021
7,Sinovac,1292068,690478,601590,0,0,11/12/2021
8,Sinovac,3354198,1833106,1521092,0,0,11/12/2021
9,Sinovac,3190897,1672647,1518250,0,0,11/12/2021
1,Oxford/AstraZeneca,242117,104581,91055,0,46481,12/12/2021
2,Oxford/AstraZeneca,118257,59903,39947,0,18407,12/12/2021
3,Oxford/AstraZeneca,346137,141284,115983,0,88870,12/12/2021
4,Oxford/AstraZeneca,413776,210539,151092,0,52145,12/12/2021
5,Oxford/AstraZeneca,212520,97852,74427,0,40241,12/12/2021
6,Oxford/AstraZeneca,255458,104765,81368,0,69325,12/12/2021
7,Oxford/AstraZeneca,238890,91875,79936,0,67079,12/12/2021
8,Oxford/AstraZeneca,769130,374765,275811,0,118554,12/12/2021
9,Oxford/AstraZeneca,682112,264070,231243,0,186799,12/12/2021
1,CanSino,48130,0,0,48130,0,12/12/2021
2,CanSino,21950,0,0,21950,0,12/12/2021
3,CanSino,73243,0,0,73243,0,12/12/2021
4,CanSino,76850,0,0,76850,0,12/12/2021
5,CanSino,33765,0,0,33765,0,12/12/2021
6,CanSino,33462,0,0,33462,0,12/12/2021
7,CanSino,20634,0,0,20634,0,12/12/2021
8,CanSino,91184,0,0,91184,0,12/12/2021
9,CanSino,55358,0,0,55358,0,12/12/2021
1,Pfizer/BioNTech,483288,261006,222282,0,0,12/12/2021
2,Pfizer/BioNTech,255717,140118,115599,0,0,12/12/2021
3,Pfizer/BioNTech,765790,411801,353989,0,0,12/12/2021
4,Pfizer/BioNTech,942908,505693,437215,0,0,12/12/2021
5,Pfizer/BioNTech,542152,308208,233944,0,0,12/12/2021
6,Pfizer/BioNTech,564086,292008,272078,0,0,12/12/2021
7,Pfizer/BioNTech,616479,324630,291849,0,0,12/12/2021
8,Pfizer/BioNTech,1898024,1023658,874366,0,0,12/12/2021
9,Pfizer/BioNTech,1595431,809737,785694,0,0,12/12/2021
1,Sinovac,1123762,612872,510890,0,0,12/12/2021
2,Sinovac,483801,266491,217310,0,0,12/12/2021
3,Sinovac,1547952,856897,691055,0,0,12/12/2021
4,Sinovac,1672011,912582,759429,0,0,12/12/2021
5,Sinovac,986119,554678,431441,0,0,12/12/2021
6,Sinovac,1105115,598363,506752,0,0,12/12/2021
7,Sinovac,1292715,690585,602130,0,0,12/12/2021
8,Sinovac,3355722,1833358,1522364,0,0,12/12/2021
9,Sinovac,3192960,1672874,1520086,0,0,12/12/2021
1,Oxford/AstraZeneca,243948,104734,91279,0,47935,13/12/2021
2,Oxford/AstraZeneca,119190,60153,40178,0,18859,13/12/2021
3,Oxford/AstraZeneca,350364,141534,116304,0,92526,13/12/2021
4,Oxford/AstraZeneca,417349,211179,151796,0,54374,13/12/2021
5,Oxford/AstraZeneca,214763,98150,74627,0,41986,13/12/2021
6,Oxford/AstraZeneca,258143,105096,81620,0,71427,13/12/2021
7,Oxford/AstraZeneca,241588,92084,80101,0,69403,13/12/2021
8,Oxford/AstraZeneca,775028,375925,276793,0,122310,13/12/2021
9,Oxford/AstraZeneca,688530,264577,231761,0,192192,13/12/2021
1,CanSino,48379,0,0,48379,0,13/12/2021
2,CanSino,22075,0,0,22075,0,13/12/2021
3,CanSino,73423,0,0,73423,0,13/12/2021
4,CanSino,77095,0,0,77095,0,13/12/2021
5,CanSino,33861,0,0,33861,0,13/12/2021
6,CanSino,33554,0,0,33554,0,13/12/2021
7,CanSino,20733,0,0,20733,0,13/12/2021
8,CanSino,91293,0,0,91293,0,13/12/2021
9,CanSino,55467,0,0,55467,0,13/12/2021
1,Pfizer/BioNTech,484822,261278,223544,0,0,13/12/2021
2,Pfizer/BioNTech,256520,140365,116155,0,0,13/12/2021
3,Pfizer/BioNTech,766808,411968,354840,0,0,13/12/2021
4,Pfizer/BioNTech,945404,506167,439237,0,0,13/12/2021
5,Pfizer/BioNTech,544330,308494,235836,0,0,13/12/2021
6,Pfizer/BioNTech,564542,292127,272415,0,0,13/12/2021
7,Pfizer/BioNTech,617153,324792,292361,0,0,13/12/2021
8,Pfizer/BioNTech,1900983,1024184,876799,0,0,13/12/2021
9,Pfizer/BioNTech,1596874,809907,786967,0,0,13/12/2021
1,Sinovac,1129194,613628,515566,0,0,13/12/2021
2,Sinovac,486192,266953,219239,0,0,13/12/2021
3,Sinovac,1557111,857971,699140,0,0,13/12/2021
4,Sinovac,1678654,913772,764882,0,0,13/12/2021
5,Sinovac,991213,557117,434096,0,0,13/12/2021
6,Sinovac,1110011,598980,511031,0,0,13/12/2021
7,Sinovac,1295798,691083,604715,0,0,13/12/2021
8,Sinovac,3366691,1835755,1530936,0,0,13/12/2021
9,Sinovac,3204100,1673845,1530255,0,0,13/12/2021
1,Oxford/AstraZeneca,245826,104903,91458,0,49465,14/12/2021
2,Oxford/AstraZeneca,120152,60366,40359,0,19427,14/12/2021
3,Oxford/AstraZeneca,354565,141803,116676,0,96086,14/12/2021
4,Oxford/AstraZeneca,420476,211796,152413,0,56267,14/12/2021
5,Oxford/AstraZeneca,216933,98490,74849,0,43594,14/12/2021
6,Oxford/AstraZeneca,260352,105400,81861,0,73091,14/12/2021
7,Oxford/AstraZeneca,243729,92302,80238,0,71189,14/12/2021
8,Oxford/AstraZeneca,779682,376790,277454,0,125438,14/12/2021
