zona,region,provincia,poblacion,dosis_total,primera_dosis,segunda_dosis,dosis_unica,dosis_refuerzo,lat,lng,created_at
3,sierra,Bolívar,209933,361597,175762,149593,7109,29133,-1.605556000000000,-79.00305600000000,25/01/2022
2,amazonia,Sucumbíos,230503,348641,172056,146173,9145,21267,0.08472200000000001,-76.88277800000000,25/01/2022
2,amazonia,Orellana,161338,261830,132885,110874,5039,13032,-0.4666670000000000,-76.96666700000000,25/01/2022
6,amazonia,Morona Santiago,196535,245018,118223,96669,12656,17470,-2.300000000000000,-78.11666700000001,25/01/2022
2,amazonia,Napo,133705,222763,111485,96790,3806,10682,-0.9890000000000000,-77.81590000000000,25/01/2022
7,amazonia,Zamora Chinchipe,120416,190671,93064,79841,3358,14408,-4.120000000000000,-78.80000000000000,25/01/2022
2,amazonia,Pastaza,114202,162100,76234,65822,6921,13123,-1.066667000000000,-78.00111099999999,25/01/2022
5,insular,Galápagos,33042,73404,30043,28774,0,14587,-0.8000000000000000,-89.40000000000001,25/01/2022
8,costa,Guayas,4387434,6914536,3416034,2981739,101055,415708,-2.183333000000000,-79.88333299999999,26/01/2022
9,sierra,Pichincha,3228233,6294558,2802469,2707770,60321,723998,-0.2186110000000000,-78.50972200000000,26/01/2022
4,costa,Manabí,1562079,2733894,1321213,1189598,56986,166097,-1.056181000000000,-80.45521700000000,26/01/2022
6,sierra,Azuay,881394,1590771,720962,682423,18724,168662,-2.897414000000000,-79.00448100000000,26/01/2022
5,costa,Los Ríos,921763,1361651,693712,574358,30044,63537,-1.800000000000000,-79.53333300000000,26/01/2022
7,costa,El Oro,715751,1291709,612505,559251,18302,101651,-3.266667000000000,-79.96666700000000,26/01/2022
3,sierra,Tungurahua,590600,1065991,479667,449002,32142,105180,-1.241667000000000,-78.61972200000000,26/01/2022
1,costa,Esmeraldas,591083,918555,446562,383692,34381,53920,1.050000000000000,-79.20000000000000,26/01/2022
7,sierra,Loja,521154,949401,435746,411988,7050,94617,-3.983333000000000,-79.20000000000000,26/01/2022
3,sierra,Chimborazo,524004,857318,401790,357438,17008,81082,-1.674347000000000,-78.64829400000001,26/01/2022
3,sierra,Cotopaxi,488716,870479,396645,358230,29391,86213,-0.9333330000000000,-78.61666700000001,26/01/2022
1,sierra,Imbabura,476257,869284,393568,378227,17937,79552,0.3626780000000000,-78.13066700000000,26/01/2022
4,costa,Sto. Domingo Tsáchilas,511151,779939,377627,327758,34554,40000,-0.2541670000000000,-79.17194400000000,26/01/2022
5,costa,Santa Elena,401178,606909,307673,255467,10413,33356,-2.226700000000000,-80.85830000000000,26/01/2022
6,sierra,Cañar,281396,430689,198542,177900,9166,45081,-2.733333000000000,-78.83333300000000,26/01/2022
1,sierra,Carchi,186869,367007,176228,152653,8554,29572,0.8121800000000000,-77.71633000000000,26/01/2022
3,sierra,Bolívar,209933,362549,175885,149992,7116,29556,-1.605556000000000,-79.00305600000000,26/01/2022
2,amazonia,Sucumbíos,230503,349643,172218,146402,9178,21845,0.08472200000000001,-76.88277800000000,26/01/2022
2,amazonia,Orellana,161338,262455,133018,111037,5039,13361,-0.4666670000000000,-76.96666700000000,26/01/2022
6,amazonia,Morona Santiago,196535,245556,118372,96828,12680,17676,-2.300000000000000,-78.11666700000001,26/01/2022
2,amazonia,Napo,133705,223476,111578,96912,3806,11180,-0.9890000000000000,-77.81590000000000,26/01/2022
7,amazonia,Zamora Chinchipe,120416,191070,93123,79936,3371,14640,-4.120000000000000,-78.80000000000000,26/01/2022
2,amazonia,Pastaza,114202,162367,76275,65868,6939,13285,-1.066667000000000,-78.00111099999999,26/01/2022
5,insular,Galápagos,33042,73472,30049,28777,0,14646,-0.8000000000000000,-89.40000000000001,26/01/2022
8,costa,Guayas,4387434,6929826,3418488,2985714,101189,424435,-2.183333000000000,-79.88333299999999,27/01/2022
9,sierra,Pichincha,3228233,6307952,2802996,2709101,60367,735488,-0.2186110000000000,-78.50972200000000,27/01/2022
4,costa,Manabí,1562079,2739203,1321789,1190892,57050,169472,-1.056181000000000,-80.45521700000000,27/01/2022
6,sierra,Azuay,881394,1593661,721153,682823,18753,170932,-2.897414000000000,-79.00448100000000,27/01/2022
5,costa,Los Ríos,921763,1365738,694428,576003,30129,65178,-1.800000000000000,-79.53333300000000,27/01/2022
7,costa,El Oro,715751,1294947,612861,559747,18420,103919,-3.266667000000000,-79.96666700000000,27/01/2022
3,sierra,Tungurahua,590600,1068022,479814,449360,32206,106642,-1.241667000000000,-78.61972200000000,27/01/2022
1,costa,Esmeraldas,591083,921229,447133,384499,34504,55093,1.050000000000000,-79.20000000000000,27/01/2022
7,sierra,Loja,521154,951119,435865,412245,7089,95920,-3.983333000000000,-79.20000000000000,27/01/2022
3,sierra,Chimborazo,524004,858726,401899,357793,17041,81993,-1.674347000000000,-78.64829400000001,27/01/2022
3,sierra,Cotopaxi,488716,872478,396812,358489,29418,87759,-0.9333330000000000,-78.61666700000001,27/01/2022
1,sierra,Imbabura,476257,871499,393805,378709,17972,81013,0.3626780000000000,-78.13066700000000,27/01/2022
4,costa,Sto. Domingo Tsáchilas,511151,781676,377906,328377,34600,40793,-0.2541670000000000,-79.17194400000000,27/01/2022
5,costa,Santa Elena,401178,608978,307899,255956,10422,34701,-2.226700000000000,-80.85830000000000,27/01/2022
6,sierra,Cañar,281396,432173,198669,178132,9174,46198,-2.733333000000000,-78.83333300000000,27/01/2022
1,sierra,Carchi,186869,367617,176268,152741,8587,30021,0.8121800000000000,-77.71633000000000,27/01/2022
3,sierra,Bolívar,209933,363236,175958,150219,7124,29935,-1.605556000000000,-79.00305600000000,27/01/2022
2,amazonia,Sucumbíos,230503,350690,172373,146639,9214,22464,0.08472200000000001,-76.88277800000000,27/01/2022
2,amazonia,Orellana,161338,263293,133140,111222,5039,13892,-0.4666670000000000,-76.96666700000000,27/01/2022
6,amazonia,Morona Santiago,196535,246092,118517,96965,12704,17906,-2.300000000000000,-78.11666700000001,27/01/2022
2,amazonia,Napo,133705,224076,111678,97044,3820,11534,-0.9890000000000000,-77.81590000000000,27/01/2022
7,amazonia,Zamora Chinchipe,120416,191642,93173,80001,3386,15082,-4.120000000000000,-78.80000000000000,27/01/2022
2,amazonia,Pastaza,114202,162705,76325,65920,6963,13497,-1.066667000000000,-78.00111099999999,27/01/2022
5,insular,Galápagos,33042,73493,30049,28778,0,14666,-0.8000000000000000,-89.40000000000001,27/01/2022
8,costa,Guayas,4387434,6944944,3420378,2989574,101370,433622,-2.183333000000000,-79.88333299999999,28/01/2022
9,sierra,Pichincha,3228233,6324832,2803431,2710087,60404,750910,-0.2186110000000000,-78.50972200000000,28/01/2022
4,costa,Manabí,1562079,2744271,1322318,1191998,57119,172836,-1.056181000000000,-80.45521700000000,28/01/2022
6,sierra,Azuay,881394,1597901,721346,683199,18779,174577,-2.897414000000000,-79.00448100000000,28/01/2022
5,costa,Los Ríos,921763,1369757,694912,577461,30187,67197,-1.800000000000000,-79.53333300000000,28/01/2022
7,costa,El Oro,715751,1298744,613104,560268,18538,106834,-3.266667000000000,-79.96666700000000,28/01/2022
3,sierra,Tungurahua,590600,1070174,479937,449679,32251,108307,-1.241667000000000,-78.61972200000000,28/01/2022
1,costa,Esmeraldas,591083,923545,447512,385237,34631,56165,1.050000000000000,-79.20000000000000,28/01/2022
7,sierra,Loja,521154,952589,435973,412458,7136,97022,-3.983333000000000,-79.20000000000000,28/01/2022
3,sierra,Chimborazo,524004,860559,402061,358164,17075,83259,-1.674347000000000,-78.64829400000001,28/01/2022
3,sierra,Cotopaxi,488716,874627,396971,358762,29456,89438,-0.9333330000000000,-78.61666700000001,28/01/2022
1,sierra,Imbabura,476257,873467,394002,379085,18017,82363,0.3626780000000000,-78.13066700000000,28/01/2022
4,costa,Sto. Domingo Tsáchilas,511151,783993,378248,329139,34683,41923,-0.2541670000000000,-79.17194400000000,28/01/2022
5,costa,Santa Elena,401178,610659,308057,256402,10449,35751,-2.226700000000000,-80.85830000000000,28/01/2022
6,sierra,Cañar,281396,433775,198779,178319,9184,47493,-2.733333000000000,-78.83333300000000,28/01/2022
1,sierra,Carchi,186869,368319,176319,152823,8616,30561,0.8121800000000000,-77.71633000000000,28/01/2022
3,sierra,Bolívar,209933,363946,176022,150443,7133,30348,-1.605556000000000,-79.00305600000000,28/01/2022
2,amazonia,Sucumbíos,230503,351694,172535,146819,9231,23109,0.08472200000000001,-76.88277800000000,28/01/2022
2,amazonia,Orellana,161338,264167,133327,111486,5040,14314,-0.4666670000000000,-76.96666700000000,28/01/2022
6,amazonia,Morona Santiago,196535,246205,118539,96992,12707,17967,-2.300000000000000,-78.11666700000001,28/01/2022
2,amazonia,Napo,133705,224519,111678,97044,3820,11977,-0.9890000000000000,-77.81590000000000,28/01/2022
7,amazonia,Zamora Chinchipe,120416,192256,93224,80078,3393,15561,-4.120000000000000,-78.80000000000000,28/01/2022
2,amazonia,Pastaza,114202,163123,76386,65973,6993,13771,-1.066667000000000,-78.00111099999999,28/01/2022
5,insular,Galápagos,33042,73593,30062,28808,0,14723,-0.8000000000000000,-89.40000000000001,28/01/2022
