provincia,poblacion,total,acumuladas,lat,lng,semana
Sto. Domingo Tsáchilas,511151,61,2230,-0.2541670000000000,-79.17194400000000,34
Sucumbíos,230503,21,669,0.08472200000000002,-76.88277800000000,34
Tungurahua,590600,94,2867,-1.241667000000000,-78.61972200000000,34
Zamora Chinchipe,120416,9,263,-4.120000000000000,-78.80000000000000,34
Azuay,881394,148,3257,-2.897414000000000,-79.00448100000000,35
Bolívar,209933,18,770,-1.605556000000000,-79.00305600000000,35
Carchi,186869,29,613,0.8121800000000000,-77.71633000000000,35
Cañar,281396,35,992,-2.733333000000000,-78.83333300000000,35
Chimborazo,524004,72,2427,-1.674347000000000,-78.64829400000001,35
Cotopaxi,488716,54,1699,-0.9333330000000000,-78.61666700000001,35
El Oro,715751,75,3587,-3.266667000000000,-79.96666700000000,35
Esmeraldas,591083,41,1654,1.050000000000000,-79.20000000000000,35
Galápagos,33042,0,31,-0.7999999999999999,-89.40000000000001,35
Guayas,4387434,445,30305,-2.183333000000000,-79.88333299999999,35
Imbabura,476257,80,1800,0.3626780000000000,-78.13066700000000,35
Loja,521154,82,1970,-3.983333000000000,-79.20000000000000,35
Los Ríos,921763,84,3759,-1.800000000000000,-79.53333300000000,35
Manabí,1562079,192,7457,-1.056181000000000,-80.45521700000000,35
Morona Santiago,196535,14,444,-2.300000000000000,-78.11666700000001,35
Napo,133705,15,398,-0.9890000000000000,-77.81590000000000,35
Orellana,161338,9,404,-0.4666670000000000,-76.96666700000000,35
Pastaza,114202,8,300,-1.066667000000000,-78.00111099999999,35
Pichincha,3228233,461,13545,-0.2186110000000000,-78.50972200000000,35
Santa Elena,401178,34,2395,-2.226700000000000,-80.85830000000000,35
Sto. Domingo Tsáchilas,511151,63,2293,-0.2541670000000000,-79.17194400000000,35
Sucumbíos,230503,15,684,0.08472200000000002,-76.88277800000000,35
Tungurahua,590600,73,2940,-1.241667000000000,-78.61972200000000,35
Zamora Chinchipe,120416,13,276,-4.120000000000000,-78.80000000000000,35
Azuay,881394,166,3423,-2.897414000000000,-79.00448100000000,36
Bolívar,209933,19,789,-1.605556000000000,-79.00305600000000,36
Carchi,186869,30,643,0.8121800000000000,-77.71633000000000,36
Cañar,281396,32,1024,-2.733333000000000,-78.83333300000000,36
Chimborazo,524004,62,2489,-1.674347000000000,-78.64829400000001,36
Cotopaxi,488716,65,1764,-0.9333330000000000,-78.61666700000001,36
El Oro,715751,100,3687,-3.266667000000000,-79.96666700000000,36
Esmeraldas,591083,32,1686,1.050000000000000,-79.20000000000000,36
Galápagos,33042,0,31,-0.7999999999999999,-89.40000000000001,36
Guayas,4387434,458,30763,-2.183333000000000,-79.88333299999999,36
Imbabura,476257,74,1874,0.3626780000000000,-78.13066700000000,36
Loja,521154,79,2049,-3.983333000000000,-79.20000000000000,36
Los Ríos,921763,76,3835,-1.800000000000000,-79.53333300000000,36
Manabí,1562079,185,7642,-1.056181000000000,-80.45521700000000,36
Morona Santiago,196535,7,451,-2.300000000000000,-78.11666700000001,36
Napo,133705,7,405,-0.9890000000000000,-77.81590000000000,36
Orellana,161338,13,417,-0.4666670000000000,-76.96666700000000,36
Pastaza,114202,5,305,-1.066667000000000,-78.00111099999999,36
Pichincha,3228233,444,13989,-0.2186110000000000,-78.50972200000000,36
Santa Elena,401178,20,2415,-2.226700000000000,-80.85830000000000,36
Sto. Domingo Tsáchilas,511151,66,2359,-0.2541670000000000,-79.17194400000000,36
Sucumbíos,230503,17,701,0.08472200000000002,-76.88277800000000,36
Tungurahua,590600,83,3023,-1.241667000000000,-78.61972200000000,36
Zamora Chinchipe,120416,6,282,-4.120000000000000,-78.80000000000000,36
Azuay,881394,127,3550,-2.897414000000000,-79.00448100000000,37
Bolívar,209933,22,811,-1.605556000000000,-79.00305600000000,37
Carchi,186869,31,674,0.8121800000000000,-77.71633000000000,37
Cañar,281396,35,1059,-2.733333000000000,-78.83333300000000,37
Chimborazo,524004,71,2560,-1.674347000000000,-78.64829400000001,37
Cotopaxi,488716,40,1804,-0.9333330000000000,-78.61666700000001,37
El Oro,715751,101,3788,-3.266667000000000,-79.96666700000000,37
Esmeraldas,591083,38,1724,1.050000000000000,-79.20000000000000,37
Galápagos,33042,2,33,-0.7999999999999999,-89.40000000000001,37
Guayas,4387434,420,31183,-2.183333000000000,-79.88333299999999,37
Imbabura,476257,63,1937,0.3626780000000000,-78.13066700000000,37
Loja,521154,77,2126,-3.983333000000000,-79.20000000000000,37
Los Ríos,921763,79,3914,-1.800000000000000,-79.53333300000000,37
Manabí,1562079,182,7824,-1.056181000000000,-80.45521700000000,37
Morona Santiago,196535,15,466,-2.300000000000000,-78.11666700000001,37
Napo,133705,11,416,-0.9890000000000000,-77.81590000000000,37
Orellana,161338,5,422,-0.4666670000000000,-76.96666700000000,37
Pastaza,114202,11,316,-1.066667000000000,-78.00111099999999,37
Pichincha,3228233,427,14416,-0.2186110000000000,-78.50972200000000,37
Santa Elena,401178,27,2442,-2.226700000000000,-80.85830000000000,37
Sto. Domingo Tsáchilas,511151,51,2410,-0.2541670000000000,-79.17194400000000,37
Sucumbíos,230503,9,710,0.08472200000000002,-76.88277800000000,37
Tungurahua,590600,76,3099,-1.241667000000000,-78.61972200000000,37
Zamora Chinchipe,120416,4,286,-4.120000000000000,-78.80000000000000,37
Azuay,881394,121,3671,-2.897414000000000,-79.00448100000000,38
Bolívar,209933,19,830,-1.605556000000000,-79.00305600000000,38
Carchi,186869,35,709,0.8121800000000000,-77.71633000000000,38
Cañar,281396,27,1086,-2.733333000000000,-78.83333300000000,38
Chimborazo,524004,58,2618,-1.674347000000000,-78.64829400000001,38
Cotopaxi,488716,56,1860,-0.9333330000000000,-78.61666700000001,38
El Oro,715751,109,3897,-3.266667000000000,-79.96666700000000,38
Esmeraldas,591083,41,1765,1.050000000000000,-79.20000000000000,38
Galápagos,33042,1,34,-0.7999999999999999,-89.40000000000001,38
Guayas,4387434,418,31601,-2.183333000000000,-79.88333299999999,38
Imbabura,476257,66,2003,0.3626780000000000,-78.13066700000000,38
Loja,521154,53,2179,-3.983333000000000,-79.20000000000000,38
Los Ríos,921763,70,3984,-1.800000000000000,-79.53333300000000,38
Manabí,1562079,151,7975,-1.056181000000000,-80.45521700000000,38
Morona Santiago,196535,12,478,-2.300000000000000,-78.11666700000001,38
Napo,133705,4,420,-0.9890000000000000,-77.81590000000000,38
Orellana,161338,10,432,-0.4666670000000000,-76.96666700000000,38
Pastaza,114202,4,320,-1.066667000000000,-78.00111099999999,38
Pichincha,3228233,435,14851,-0.2186110000000000,-78.50972200000000,38
Santa Elena,401178,28,2470,-2.226700000000000,-80.85830000000000,38
Sto. Domingo Tsáchilas,511151,54,2464,-0.2541670000000000,-79.17194400000000,38
Sucumbíos,230503,15,725,0.08472200000000002,-76.88277800000000,38
Tungurahua,590600,67,3166,-1.241667000000000,-78.61972200000000,38
Zamora Chinchipe,120416,9,295,-4.120000000000000,-78.80000000000000,38
Azuay,881394,112,3783,-2.897414000000000,-79.00448100000000,39
Bolívar,209933,15,845,-1.605556000000000,-79.00305600000000,39
Carchi,186869,13,722,0.8121800000000000,-77.71633000000000,39
Cañar,281396,36,1122,-2.733333000000000,-78.83333300000000,39
Chimborazo,524004,58,2676,-1.674347000000000,-78.64829400000001,39
Cotopaxi,488716,49,1909,-0.9333330000000000,-78.61666700000001,39
El Oro,715751,93,3990,-3.266667000000000,-79.96666700000000,39
Esmeraldas,591083,24,1789,1.050000000000000,-79.20000000000000,39
Galápagos,33042,1,35,-0.7999999999999999,-89.40000000000001,39
Guayas,4387434,449,32050,-2.183333000000000,-79.88333299999999,39
Imbabura,476257,52,2055,0.3626780000000000,-78.13066700000000,39
Loja,521154,66,2245,-3.983333000000000,-79.20000000000000,39
Los Ríos,921763,71,4055,-1.800000000000000,-79.53333300000000,39
Manabí,1562079,150,8125,-1.056181000000000,-80.45521700000000,39
Morona Santiago,196535,17,495,-2.300000000000000,-78.11666700000001,39
Napo,133705,8,428,-0.9890000000000000,-77.81590000000000,39
Orellana,161338,4,436,-0.4666670000000000,-76.96666700000000,39
Pastaza,114202,8,328,-1.066667000000000,-78.00111099999999,39
Pichincha,3228233,370,15221,-0.2186110000000000,-78.50972200000000,39
Santa Elena,401178,23,2493,-2.226700000000000,-80.85830000000000,39
Sto. Domingo Tsáchilas,511151,52,2516,-0.2541670000000000,-79.17194400000000,39
Sucumbíos,230503,13,738,0.08472200000000002,-76.88277800000000,39
Tungurahua,590600,68,3234,-1.241667000000000,-78.61972200000000,39
Zamora Chinchipe,120416,5,300,-4.120000000000000,-78.80000000000000,39
Azuay,881394,122,3905,-2.897414000000000,-79.00448100000000,40
Bolívar,209933,18,863,-1.605556000000000,-79.00305600000000,40
Carchi,186869,18,740,0.8121800000000000,-77.71633000000000,40
Cañar,281396,34,1156,-2.733333000000000,-78.83333300000000,40
Chimborazo,524004,51,2727,-1.674347000000000,-78.64829400000001,40
Cotopaxi,488716,49,1958,-0.9333330000000000,-78.61666700000001,40
El Oro,715751,80,4070,-3.266667000000000,-79.96666700000000,40
Esmeraldas,591083,31,1820,1.050000000000000,-79.20000000000000,40
Galápagos,33042,1,36,-0.7999999999999999,-89.40000000000001,40
Guayas,4387434,440,32490,-2.183333000000000,-79.88333299999999,40
Imbabura,476257,46,2101,0.3626780000000000,-78.13066700000000,40
Loja,521154,44,2289,-3.983333000000000,-79.20000000000000,40
Los Ríos,921763,88,4143,-1.800000000000000,-79.53333300000000,40
Manabí,1562079,153,8278,-1.056181000000000,-80.45521700000000,40
Morona Santiago,196535,9,504,-2.300000000000000,-78.11666700000001,40
Napo,133705,8,436,-0.9890000000000000,-77.81590000000000,40
Orellana,161338,15,451,-0.4666670000000000,-76.96666700000000,40
Pastaza,114202,5,333,-1.066667000000000,-78.00111099999999,40
Pichincha,3228233,322,15543,-0.2186110000000000,-78.50972200000000,40
Santa Elena,401178,24,2517,-2.226700000000000,-80.85830000000000,40
Sto. Domingo Tsáchilas,511151,43,2559,-0.2541670000000000,-79.17194400000000,40
Sucumbíos,230503,15,753,0.08472200000000002,-76.88277800000000,40
Tungurahua,590600,60,3294,-1.241667000000000,-78.61972200000000,40
Zamora Chinchipe,120416,6,306,-4.120000000000000,-78.80000000000000,40
Azuay,881394,123,4028,-2.897414000000000,-79.00448100000000,41
Bolívar,209933,18,881,-1.605556000000000,-79.00305600000000,41
Carchi,186869,27,767,0.8121800000000000,-77.71633000000000,41
Cañar,281396,34,1190,-2.733333000000000,-78.83333300000000,41
Chimborazo,524004,62,2789,-1.674347000000000,-78.64829400000001,41
Cotopaxi,488716,41,1999,-0.9333330000000000,-78.61666700000001,41
El Oro,715751,91,4161,-3.266667000000000,-79.96666700000000,41
Esmeraldas,591083,34,1854,1.050000000000000,-79.20000000000000,41
Galápagos,33042,0,36,-0.7999999999999999,-89.40000000000001,41
Guayas,4387434,485,32975,-2.183333000000000,-79.88333299999999,41
Imbabura,476257,52,2153,0.3626780000000000,-78.13066700000000,41
Loja,521154,67,2356,-3.983333000000000,-79.20000000000000,41
Los Ríos,921763,72,4215,-1.800000000000000,-79.53333300000000,41
Manabí,1562079,177,8455,-1.056181000000000,-80.45521700000000,41
Morona Santiago,196535,11,515,-2.300000000000000,-78.11666700000001,41
Napo,133705,7,443,-0.9890000000000000,-77.81590000000000,41
Orellana,161338,8,459,-0.4666670000000000,-76.96666700000000,41
Pastaza,114202,2,335,-1.066667000000000,-78.00111099999999,41
Pichincha,3228233,314,15857,-0.2186110000000000,-78.50972200000000,41
Santa Elena,401178,29,2546,-2.226700000000000,-80.85830000000000,41
Sto. Domingo Tsáchilas,511151,55,2614,-0.2541670000000000,-79.17194400000000,41
Sucumbíos,230503,21,774,0.08472200000000002,-76.88277800000000,41
Tungurahua,590600,61,3355,-1.241667000000000,-78.61972200000000,41
Zamora Chinchipe,120416,6,312,-4.120000000000000,-78.80000000000000,41
Azuay,881394,101,4129,-2.897414000000000,-79.00448100000000,42
Bolívar,209933,14,895,-1.605556000000000,-79.00305600000000,42
Carchi,186869,13,780,0.8121800000000000,-77.71633000000000,42
Cañar,281396,33,1223,-2.733333000000000,-78.83333300000000,42
Chimborazo,524004,49,2838,-1.674347000000000,-78.64829400000001,42
Cotopaxi,488716,43,2042,-0.9333330000000000,-78.61666700000001,42
El Oro,715751,68,4229,-3.266667000000000,-79.96666700000000,42
Esmeraldas,591083,29,1883,1.050000000000000,-79.20000000000000,42
Galápagos,33042,3,39,-0.7999999999999999,-89.40000000000001,42
Guayas,4387434,482,33457,-2.183333000000000,-79.88333299999999,42
Imbabura,476257,41,2194,0.3626780000000000,-78.13066700000000,42
Loja,521154,46,2402,-3.983333000000000,-79.20000000000000,42
Los Ríos,921763,82,4297,-1.800000000000000,-79.53333300000000,42
Manabí,1562079,166,8621,-1.056181000000000,-80.45521700000000,42
Morona Santiago,196535,14,529,-2.300000000000000,-78.11666700000001,42
Napo,133705,9,452,-0.9890000000000000,-77.81590000000000,42
Orellana,161338,10,469,-0.4666670000000000,-76.96666700000000,42
Pastaza,114202,11,346,-1.066667000000000,-78.00111099999999,42
Pichincha,3228233,326,16183,-0.2186110000000000,-78.50972200000000,42
Santa Elena,401178,27,2573,-2.226700000000000,-80.85830000000000,42
Sto. Domingo Tsáchilas,511151,51,2665,-0.2541670000000000,-79.17194400000000,42
Sucumbíos,230503,11,785,0.08472200000000002,-76.88277800000000,42
Tungurahua,590600,69,3424,-1.241667000000000,-78.61972200000000,42
Zamora Chinchipe,120416,2,314,-4.120000000000000,-78.80000000000000,42
Azuay,881394,105,4234,-2.897414000000000,-79.00448100000000,43
Bolívar,209933,20,915,-1.605556000000000,-79.00305600000000,43
Carchi,186869,16,796,0.8121800000000000,-77.71633000000000,43
Cañar,281396,31,1254,-2.733333000000000,-78.83333300000000,43
Chimborazo,524004,54,2892,-1.674347000000000,-78.64829400000001,43
Cotopaxi,488716,39,2081,-0.9333330000000000,-78.61666700000001,43
El Oro,715751,74,4303,-3.266667000000000,-79.96666700000000,43
Esmeraldas,591083,32,1915,1.050000000000000,-79.20000000000000,43
Galápagos,33042,0,39,-0.7999999999999999,-89.40000000000001,43
Guayas,4387434,472,33929,-2.183333000000000,-79.88333299999999,43
Imbabura,476257,42,2236,0.3626780000000000,-78.13066700000000,43
Loja,521154,47,2449,-3.983333000000000,-79.20000000000000,43
Los Ríos,921763,85,4382,-1.800000000000000,-79.53333300000000,43
Manabí,1562079,184,8805,-1.056181000000000,-80.45521700000000,43
Morona Santiago,196535,12,541,-2.300000000000000,-78.11666700000001,43
Napo,133705,13,465,-0.9890000000000000,-77.81590000000000,43
Orellana,161338,11,480,-0.4666670000000000,-76.96666700000000,43
Pastaza,114202,7,353,-1.066667000000000,-78.00111099999999,43
Pichincha,3228233,326,16509,-0.2186110000000000,-78.50972200000000,43
Santa Elena,401178,32,2605,-2.226700000000000,-80.85830000000000,43
Sto. Domingo Tsáchilas,511151,54,2719,-0.2541670000000000,-79.17194400000000,43
Sucumbíos,230503,20,805,0.08472200000000002,-76.88277800000000,43
Tungurahua,590600,66,3490,-1.241667000000000,-78.61972200000000,43
Zamora Chinchipe,120416,3,317,-4.120000000000000,-78.80000000000000,43
Azuay,881394,90,4324,-2.897414000000000,-79.00448100000000,44
Bolívar,209933,14,929,-1.605556000000000,-79.00305600000000,44
Carchi,186869,15,811,0.8121800000000000,-77.71633000000000,44
Cañar,281396,33,1287,-2.733333000000000,-78.83333300000000,44
Chimborazo,524004,58,2950,-1.674347000000000,-78.64829400000001,44
Cotopaxi,488716,46,2127,-0.9333330000000000,-78.61666700000001,44
El Oro,715751,65,4368,-3.266667000000000,-79.96666700000000,44
Esmeraldas,591083,35,1950,1.050000000000000,-79.20000000000000,44
Galápagos,33042,1,40,-0.7999999999999999,-89.40000000000001,44
Guayas,4387434,471,34400,-2.183333000000000,-79.88333299999999,44
Imbabura,476257,53,2289,0.3626780000000000,-78.13066700000000,44
Loja,521154,39,2488,-3.983333000000000,-79.20000000000000,44
Los Ríos,921763,62,4444,-1.800000000000000,-79.53333300000000,44
Manabí,1562079,150,8955,-1.056181000000000,-80.45521700000000,44
Morona Santiago,196535,15,556,-2.300000000000000,-78.11666700000001,44
Napo,133705,6,471,-0.9890000000000000,-77.81590000000000,44
Orellana,161338,9,489,-0.4666670000000000,-76.96666700000000,44
Pastaza,114202,7,360,-1.066667000000000,-78.00111099999999,44
Pichincha,3228233,321,16830,-0.2186110000000000,-78.50972200000000,44
Santa Elena,401178,40,2645,-2.226700000000000,-80.85830000000000,44
Sto. Domingo Tsáchilas,511151,43,2762,-0.2541670000000000,-79.17194400000000,44
Sucumbíos,230503,12,817,0.08472200000000002,-76.88277800000000,44
Tungurahua,590600,75,3565,-1.241667000000000,-78.61972200000000,44
Zamora Chinchipe,120416,7,324,-4.120000000000000,-78.80000000000000,44
Azuay,881394,101,4425,-2.897414000000000,-79.00448100000000,45
Bolívar,209933,21,950,-1.605556000000000,-79.00305600000000,45
Carchi,186869,14,825,0.8121800000000000,-77.71633000000000,45
Cañar,281396,31,1318,-2.733333000000000,-78.83333300000000,45
Chimborazo,524004,42,2992,-1.674347000000000,-78.64829400000001,45
Cotopaxi,488716,51,2178,-0.9333330000000000,-78.61666700000001,45
El Oro,715751,74,4442,-3.266667000000000,-79.96666700000000,45
Esmeraldas,591083,26,1976,1.050000000000000,-79.20000000000000,45
Galápagos,33042,1,41,-0.7999999999999999,-89.40000000000001,45
Guayas,4387434,461,34861,-2.183333000000000,-79.88333299999999,45
Imbabura,476257,41,2330,0.3626780000000000,-78.13066700000000,45
Loja,521154,55,2543,-3.983333000000000,-79.20000000000000,45
Los Ríos,921763,80,4524,-1.800000000000000,-79.53333300000000,45
Manabí,1562079,176,9131,-1.056181000000000,-80.45521700000000,45
Morona Santiago,196535,8,564,-2.300000000000000,-78.11666700000001,45
Napo,133705,11,482,-0.9890000000000000,-77.81590000000000,45
Orellana,161338,10,499,-0.4666670000000000,-76.96666700000000,45
Pastaza,114202,3,363,-1.066667000000000,-78.00111099999999,45
Pichincha,3228233,284,17114,-0.2186110000000000,-78.50972200000000,45
Santa Elena,401178,42,2687,-2.226700000000000,-80.85830000000000,45
Sto. Domingo Tsáchilas,511151,37,2799,-0.2541670000000000,-79.17194400000000,45
Sucumbíos,230503,9,826,0.08472200000000002,-76.88277800000000,45
Tungurahua,590600,66,3631,-1.241667000000000,-78.61972200000000,45
Zamora Chinchipe,120416,10,334,-4.120000000000000,-78.80000000000000,45
Azuay,881394,101,4526,-2.897414000000000,-79.00448100000000,46
Bolívar,209933,15,965,-1.605556000000000,-79.00305600000000,46
Carchi,186869,17,842,0.8121800000000000,-77.71633000000000,46
Cañar,281396,17,1335,-2.733333000000000,-78.83333300000000,46
Chimborazo,524004,64,3056,-1.674347000000000,-78.64829400000001,46
Cotopaxi,488716,45,2223,-0.9333330000000000,-78.61666700000001,46
El Oro,715751,82,4524,-3.266667000000000,-79.96666700000000,46
Esmeraldas,591083,37,2013,1.050000000000000,-79.20000000000000,46
Galápagos,33042,2,43,-0.7999999999999999,-89.40000000000001,46
Guayas,4387434,464,35325,-2.183333000000000,-79.88333299999999,46
Imbabura,476257,42,2372,0.3626780000000000,-78.13066700000000,46
Loja,521154,48,2591,-3.983333000000000,-79.20000000000000,46
Los Ríos,921763,79,4603,-1.800000000000000,-79.53333300000000,46
Manabí,1562079,196,9327,-1.056181000000000,-80.45521700000000,46
Morona Santiago,196535,10,574,-2.300000000000000,-78.11666700000001,46
Napo,133705,4,486,-0.9890000000000000,-77.81590000000000,46
Orellana,161338,16,515,-0.4666670000000000,-76.96666700000000,46
Pastaza,114202,5,368,-1.066667000000000,-78.00111099999999,46
Pichincha,3228233,316,17430,-0.2186110000000000,-78.50972200000000,46
Santa Elena,401178,45,2732,-2.226700000000000,-80.85830000000000,46
Sto. Domingo Tsáchilas,511151,52,2851,-0.2541670000000000,-79.17194400000000,46
Sucumbíos,230503,18,844,0.08472200000000002,-76.88277800000000,46
Tungurahua,590600,60,3691,-1.241667000000000,-78.61972200000000,46
Zamora Chinchipe,120416,8,342,-4.120000000000000,-78.80000000000000,46
Azuay,881394,110,4636,-2.897414000000000,-79.00448100000000,47
Bolívar,209933,21,986,-1.605556000000000,-79.00305600000000,47
Carchi,186869,13,855,0.8121800000000000,-77.71633000000000,47
Cañar,281396,29,1364,-2.733333000000000,-78.83333300000000,47
Chimborazo,524004,50,3106,-1.674347000000000,-78.64829400000001,47
Cotopaxi,488716,48,2271,-0.9333330000000000,-78.61666700000001,47
El Oro,715751,84,4608,-3.266667000000000,-79.96666700000000,47
Esmeraldas,591083,34,2047,1.050000000000000,-79.20000000000000,47
Galápagos,33042,2,45,-0.7999999999999999,-89.40000000000001,47
Guayas,4387434,505,35830,-2.183333000000000,-79.88333299999999,47
Imbabura,476257,46,2418,0.3626780000000000,-78.13066700000000,47
Loja,521154,40,2631,-3.983333000000000,-79.20000000000000,47
Los Ríos,921763,85,4688,-1.800000000000000,-79.53333300000000,47
Manabí,1562079,179,9506,-1.056181000000000,-80.45521700000000,47
Morona Santiago,196535,9,583,-2.300000000000000,-78.11666700000001,47
Napo,133705,12,498,-0.9890000000000000,-77.81590000000000,47
Orellana,161338,9,524,-0.4666670000000000,-76.96666700000000,47
Pastaza,114202,7,375,-1.066667000000000,-78.00111099999999,47
Pichincha,3228233,338,17768,-0.2186110000000000,-78.50972200000000,47
Santa Elena,401178,51,2783,-2.226700000000000,-80.85830000000000,47
Sto. Domingo Tsáchilas,511151,34,2885,-0.2541670000000000,-79.17194400000000,47
Sucumbíos,230503,17,861,0.08472200000000002,-76.88277800000000,47
Tungurahua,590600,65,3756,-1.241667000000000,-78.61972200000000,47
Zamora Chinchipe,120416,8,350,-4.120000000000000,-78.80000000000000,47
Azuay,881394,87,4723,-2.897414000000000,-79.00448100000000,48
Bolívar,209933,15,1001,-1.605556000000000,-79.00305600000000,48
Carchi,186869,13,868,0.8121800000000000,-77.71633000000000,48
Cañar,281396,28,1392,-2.733333000000000,-78.83333300000000,48
Chimborazo,524004,58,3164,-1.674347000000000,-78.64829400000001,48
Cotopaxi,488716,53,2324,-0.9333330000000000,-78.61666700000001,48
El Oro,715751,63,4671,-3.266667000000000,-79.96666700000000,48
Esmeraldas,591083,24,2071,1.050000000000000,-79.20000000000000,48
Galápagos,33042,1,46,-0.7999999999999999,-89.40000000000001,48
Guayas,4387434,535,36365,-2.183333000000000,-79.88333299999999,48
Imbabura,476257,42,2460,0.3626780000000000,-78.13066700000000,48
Loja,521154,50,2681,-3.983333000000000,-79.20000000000000,48
Los Ríos,921763,74,4762,-1.800000000000000,-79.53333300000000,48
Manabí,1562079,160,9666,-1.056181000000000,-80.45521700000000,48
Morona Santiago,196535,11,594,-2.300000000000000,-78.11666700000001,48
Napo,133705,5,503,-0.9890000000000000,-77.81590000000000,48
Orellana,161338,14,538,-0.4666670000000000,-76.96666700000000,48
Pastaza,114202,5,380,-1.066667000000000,-78.00111099999999,48
Pichincha,3228233,303,18071,-0.2186110000000000,-78.50972200000000,48
Santa Elena,401178,38,2821,-2.226700000000000,-80.85830000000000,48
Sto. Domingo Tsáchilas,511151,50,2935,-0.2541670000000000,-79.17194400000000,48
Sucumbíos,230503,12,873,0.08472200000000002,-76.88277800000000,48
Tungurahua,590600,51,3807,-1.241667000000000,-78.61972200000000,48
Zamora Chinchipe,120416,3,353,-4.120000000000000,-78.80000000000000,48
Azuay,881394,99,4822,-2.897414000000000,-79.00448100000000,49
Bolívar,209933,23,1024,-1.605556000000000,-79.00305600000000,49
Carchi,186869,20,888,0.8121800000000000,-77.71633000000000,49
Cañar,281396,26,1418,-2.733333000000000,-78.83333300000000,49
Chimborazo,524004,58,3222,-1.674347000000000,-78.64829400000001,49
Cotopaxi,488716,54,2378,-0.9333330000000000,-78.61666700000001,49
El Oro,715751,70,4741,-3.266667000000000,-79.96666700000000,49
Esmeraldas,591083,34,2105,1.050000000000000,-79.20000000000000,49
Galápagos,33042,3,49,-0.7999999999999999,-89.40000000000001,49
Guayas,4387434,453,36818,-2.183333000000000,-79.88333299999999,49
Imbabura,476257,51,2511,0.3626780000000000,-78.13066700000000,49
Loja,521154,49,2730,-3.983333000000000,-79.20000000000000,49
Los Ríos,921763,85,4847,-1.800000000000000,-79.53333300000000,49
Manabí,1562079,188,9854,-1.056181000000000,-80.45521700000000,49
Morona Santiago,196535,12,606,-2.300000000000000,-78.11666700000001,49
Napo,133705,10,513,-0.9890000000000000,-77.81590000000000,49
Orellana,161338,6,544,-0.4666670000000000,-76.96666700000000,49
Pastaza,114202,13,393,-1.066667000000000,-78.00111099999999,49
Pichincha,3228233,338,18409,-0.2186110000000000,-78.50972200000000,49
Santa Elena,401178,37,2858,-2.226700000000000,-80.85830000000000,49
Sto. Domingo Tsáchilas,511151,52,2987,-0.2541670000000000,-79.17194400000000,49
Sucumbíos,230503,8,881,0.08472200000000002,-76.88277800000000,49
Tungurahua,590600,77,3884,-1.241667000000000,-78.61972200000000,49
Zamora Chinchipe,120416,6,359,-4.120000000000000,-78.80000000000000,49
Azuay,881394,83,4905,-2.897414000000000,-79.00448100000000,50
Bolívar,209933,24,1048,-1.605556000000000,-79.00305600000000,50
Carchi,186869,20,908,0.8121800000000000,-77.71633000000000,50
Cañar,281396,29,1447,-2.733333000000000,-78.83333300000000,50
Chimborazo,524004,43,3265,-1.674347000000000,-78.64829400000001,50
Cotopaxi,488716,41,2419,-0.9333330000000000,-78.61666700000001,50
El Oro,715751,64,4805,-3.266667000000000,-79.96666700000000,50
Esmeraldas,591083,21,2126,1.050000000000000,-79.20000000000000,50
Galápagos,33042,1,50,-0.7999999999999999,-89.40000000000001,50
Guayas,4387434,472,37290,-2.183333000000000,-79.88333299999999,50
Imbabura,476257,55,2566,0.3626780000000000,-78.13066700000000,50
Loja,521154,57,2787,-3.983333000000000,-79.20000000000000,50
Los Ríos,921763,74,4921,-1.800000000000000,-79.53333300000000,50
Manabí,1562079,151,10005,-1.056181000000000,-80.45521700000000,50
Morona Santiago,196535,11,617,-2.300000000000000,-78.11666700000001,50
Napo,133705,13,526,-0.9890000000000000,-77.81590000000000,50
Orellana,161338,4,548,-0.4666670000000000,-76.96666700000000,50
Pastaza,114202,6,399,-1.066667000000000,-78.00111099999999,50
Pichincha,3228233,310,18719,-0.2186110000000000,-78.50972200000000,50
Santa Elena,401178,29,2887,-2.226700000000000,-80.85830000000000,50
Sto. Domingo Tsáchilas,511151,52,3039,-0.2541670000000000,-79.17194400000000,50
Sucumbíos,230503,15,896,0.08472200000000002,-76.88277800000000,50
Tungurahua,590600,63,3947,-1.241667000000000,-78.61972200000000,50
Zamora Chinchipe,120416,2,361,-4.120000000000000,-78.80000000000000,50
Azuay,881394,100,5005,-2.897414000000000,-79.00448100000000,51
Bolívar,209933,18,1066,-1.605556000000000,-79.00305600000000,51
Carchi,186869,26,934,0.8121800000000000,-77.71633000000000,51
Cañar,281396,26,1473,-2.733333000000000,-78.83333300000000,51
Chimborazo,524004,54,3319,-1.674347000000000,-78.64829400000001,51
Cotopaxi,488716,55,2474,-0.9333330000000000,-78.61666700000001,51
El Oro,715751,76,4881,-3.266667000000000,-79.96666700000000,51
Esmeraldas,591083,40,2166,1.050000000000000,-79.20000000000000,51
Galápagos,33042,1,51,-0.7999999999999999,-89.40000000000001,51
Guayas,4387434,475,37765,-2.183333000000000,-79.88333299999999,51
Imbabura,476257,46,2612,0.3626780000000000,-78.13066700000000,51
Loja,521154,49,2836,-3.983333000000000,-79.20000000000000,51
Los Ríos,921763,61,4982,-1.800000000000000,-79.53333300000000,51
Manabí,1562079,161,10166,-1.056181000000000,-80.45521700000000,51
Morona Santiago,196535,16,633,-2.300000000000000,-78.11666700000001,51
