provincia,poblacion,total,acumuladas,lat,lng,semana
Azuay,881394,75,1443,-2.897414000000000,-79.00448100000000,18
Bolívar,209933,23,342,-1.605556000000000,-79.00305600000000,18
Carchi,186869,11,234,0.8121800000000000,-77.71633000000000,18
Cañar,281396,18,472,-2.733333000000000,-78.83333300000000,18
Chimborazo,524004,78,1033,-1.674347000000000,-78.64829400000001,18
Cotopaxi,488716,58,670,-0.9333330000000000,-78.61666700000001,18
El Oro,715751,172,1644,-3.266667000000000,-79.96666700000000,18
Esmeraldas,591083,61,658,1.050000000000000,-79.20000000000000,18
Galápagos,33042,0,15,-0.7999999999999999,-89.40000000000001,18
Guayas,4387434,942,22114,-2.183333000000000,-79.88333299999999,18
Imbabura,476257,46,683,0.3626780000000000,-78.13066700000000,18
Loja,521154,40,794,-3.983333000000000,-79.20000000000000,18
Los Ríos,921763,156,1938,-1.800000000000000,-79.53333300000000,18
Manabí,1562079,409,3797,-1.056181000000000,-80.45521700000000,18
Morona Santiago,196535,4,178,-2.300000000000000,-78.11666700000001,18
Napo,133705,11,123,-0.9890000000000000,-77.81590000000000,18
Orellana,161338,9,140,-0.4666670000000000,-76.96666700000000,18
Pastaza,114202,7,122,-1.066667000000000,-78.00111099999999,18
Pichincha,3228233,328,4961,-0.2186110000000000,-78.50972200000000,18
Santa Elena,401178,183,1655,-2.226700000000000,-80.85830000000000,18
Sto. Domingo Tsáchilas,511151,53,883,-0.2541670000000000,-79.17194400000000,18
Sucumbíos,230503,14,226,0.08472200000000002,-76.88277800000000,18
Tungurahua,590600,69,1041,-1.241667000000000,-78.61972200000000,18
Zamora Chinchipe,120416,5,102,-4.120000000000000,-78.80000000000000,18
Azuay,881394,92,1535,-2.897414000000000,-79.00448100000000,19
Bolívar,209933,25,367,-1.605556000000000,-79.00305600000000,19
Carchi,186869,8,242,0.8121800000000000,-77.71633000000000,19
Cañar,281396,28,500,-2.733333000000000,-78.83333300000000,19
Chimborazo,524004,69,1102,-1.674347000000000,-78.64829400000001,19
Cotopaxi,488716,41,711,-0.9333330000000000,-78.61666700000001,19
El Oro,715751,199,1843,-3.266667000000000,-79.96666700000000,19
Esmeraldas,591083,76,734,1.050000000000000,-79.20000000000000,19
Galápagos,33042,0,15,-0.7999999999999999,-89.40000000000001,19
Guayas,4387434,741,22855,-2.183333000000000,-79.88333299999999,19
Imbabura,476257,36,719,0.3626780000000000,-78.13066700000000,19
Loja,521154,58,852,-3.983333000000000,-79.20000000000000,19
Los Ríos,921763,161,2099,-1.800000000000000,-79.53333300000000,19
Manabí,1562079,369,4166,-1.056181000000000,-80.45521700000000,19
Morona Santiago,196535,8,186,-2.300000000000000,-78.11666700000001,19
Napo,133705,13,136,-0.9890000000000000,-77.81590000000000,19
Orellana,161338,9,149,-0.4666670000000000,-76.96666700000000,19
Pastaza,114202,7,129,-1.066667000000000,-78.00111099999999,19
Pichincha,3228233,340,5301,-0.2186110000000000,-78.50972200000000,19
Santa Elena,401178,115,1770,-2.226700000000000,-80.85830000000000,19
Sto. Domingo Tsáchilas,511151,48,931,-0.2541670000000000,-79.17194400000000,19
Sucumbíos,230503,18,244,0.08472200000000002,-76.88277800000000,19
Tungurahua,590600,90,1131,-1.241667000000000,-78.61972200000000,19
Zamora Chinchipe,120416,6,108,-4.120000000000000,-78.80000000000000,19
Azuay,881394,73,1608,-2.897414000000000,-79.00448100000000,20
Bolívar,209933,27,394,-1.605556000000000,-79.00305600000000,20
Carchi,186869,23,265,0.8121800000000000,-77.71633000000000,20
Cañar,281396,23,523,-2.733333000000000,-78.83333300000000,20
Chimborazo,524004,71,1173,-1.674347000000000,-78.64829400000001,20
Cotopaxi,488716,40,751,-0.9333330000000000,-78.61666700000001,20
El Oro,715751,181,2024,-3.266667000000000,-79.96666700000000,20
Esmeraldas,591083,74,808,1.050000000000000,-79.20000000000000,20
Galápagos,33042,1,16,-0.7999999999999999,-89.40000000000001,20
Guayas,4387434,570,23425,-2.183333000000000,-79.88333299999999,20
Imbabura,476257,47,766,0.3626780000000000,-78.13066700000000,20
Loja,521154,49,901,-3.983333000000000,-79.20000000000000,20
Los Ríos,921763,156,2255,-1.800000000000000,-79.53333300000000,20
Manabí,1562079,326,4492,-1.056181000000000,-80.45521700000000,20
Morona Santiago,196535,9,195,-2.300000000000000,-78.11666700000001,20
Napo,133705,23,159,-0.9890000000000000,-77.81590000000000,20
Orellana,161338,12,161,-0.4666670000000000,-76.96666700000000,20
Pastaza,114202,5,134,-1.066667000000000,-78.00111099999999,20
Pichincha,3228233,342,5643,-0.2186110000000000,-78.50972200000000,20
Santa Elena,401178,71,1841,-2.226700000000000,-80.85830000000000,20
Sto. Domingo Tsáchilas,511151,59,990,-0.2541670000000000,-79.17194400000000,20
Sucumbíos,230503,19,263,0.08472200000000002,-76.88277800000000,20
Tungurahua,590600,77,1208,-1.241667000000000,-78.61972200000000,20
Zamora Chinchipe,120416,4,112,-4.120000000000000,-78.80000000000000,20
Azuay,881394,80,1688,-2.897414000000000,-79.00448100000000,21
Bolívar,209933,21,415,-1.605556000000000,-79.00305600000000,21
Carchi,186869,16,281,0.8121800000000000,-77.71633000000000,21
Cañar,281396,20,543,-2.733333000000000,-78.83333300000000,21
Chimborazo,524004,62,1235,-1.674347000000000,-78.64829400000001,21
Cotopaxi,488716,47,798,-0.9333330000000000,-78.61666700000001,21
El Oro,715751,129,2153,-3.266667000000000,-79.96666700000000,21
Esmeraldas,591083,74,882,1.050000000000000,-79.20000000000000,21
Galápagos,33042,0,16,-0.7999999999999999,-89.40000000000001,21
Guayas,4387434,493,23918,-2.183333000000000,-79.88333299999999,21
Imbabura,476257,50,816,0.3626780000000000,-78.13066700000000,21
Loja,521154,53,954,-3.983333000000000,-79.20000000000000,21
Los Ríos,921763,125,2380,-1.800000000000000,-79.53333300000000,21
Manabí,1562079,249,4741,-1.056181000000000,-80.45521700000000,21
Morona Santiago,196535,10,205,-2.300000000000000,-78.11666700000001,21
Napo,133705,12,171,-0.9890000000000000,-77.81590000000000,21
Orellana,161338,6,167,-0.4666670000000000,-76.96666700000000,21
Pastaza,114202,3,137,-1.066667000000000,-78.00111099999999,21
Pichincha,3228233,378,6021,-0.2186110000000000,-78.50972200000000,21
Santa Elena,401178,77,1918,-2.226700000000000,-80.85830000000000,21
Sto. Domingo Tsáchilas,511151,76,1066,-0.2541670000000000,-79.17194400000000,21
Sucumbíos,230503,18,281,0.08472200000000002,-76.88277800000000,21
Tungurahua,590600,103,1311,-1.241667000000000,-78.61972200000000,21
Zamora Chinchipe,120416,8,120,-4.120000000000000,-78.80000000000000,21
Azuay,881394,95,1783,-2.897414000000000,-79.00448100000000,22
Bolívar,209933,24,439,-1.605556000000000,-79.00305600000000,22
Carchi,186869,16,297,0.8121800000000000,-77.71633000000000,22
Cañar,281396,22,565,-2.733333000000000,-78.83333300000000,22
Chimborazo,524004,69,1304,-1.674347000000000,-78.64829400000001,22
Cotopaxi,488716,48,846,-0.9333330000000000,-78.61666700000001,22
El Oro,715751,142,2295,-3.266667000000000,-79.96666700000000,22
Esmeraldas,591083,80,962,1.050000000000000,-79.20000000000000,22
Galápagos,33042,0,16,-0.7999999999999999,-89.40000000000001,22
Guayas,4387434,484,24402,-2.183333000000000,-79.88333299999999,22
Imbabura,476257,33,849,0.3626780000000000,-78.13066700000000,22
Loja,521154,49,1003,-3.983333000000000,-79.20000000000000,22
Los Ríos,921763,109,2489,-1.800000000000000,-79.53333300000000,22
Manabí,1562079,216,4957,-1.056181000000000,-80.45521700000000,22
Morona Santiago,196535,23,228,-2.300000000000000,-78.11666700000001,22
Napo,133705,18,189,-0.9890000000000000,-77.81590000000000,22
Orellana,161338,12,179,-0.4666670000000000,-76.96666700000000,22
Pastaza,114202,6,143,-1.066667000000000,-78.00111099999999,22
Pichincha,3228233,391,6412,-0.2186110000000000,-78.50972200000000,22
Santa Elena,401178,55,1973,-2.226700000000000,-80.85830000000000,22
Sto. Domingo Tsáchilas,511151,84,1150,-0.2541670000000000,-79.17194400000000,22
Sucumbíos,230503,14,295,0.08472200000000002,-76.88277800000000,22
Tungurahua,590600,87,1398,-1.241667000000000,-78.61972200000000,22
Zamora Chinchipe,120416,9,129,-4.120000000000000,-78.80000000000000,22
Azuay,881394,93,1876,-2.897414000000000,-79.00448100000000,23
Bolívar,209933,24,463,-1.605556000000000,-79.00305600000000,23
Carchi,186869,14,311,0.8121800000000000,-77.71633000000000,23
Cañar,281396,20,585,-2.733333000000000,-78.83333300000000,23
Chimborazo,524004,74,1378,-1.674347000000000,-78.64829400000001,23
Cotopaxi,488716,62,908,-0.9333330000000000,-78.61666700000001,23
El Oro,715751,125,2420,-3.266667000000000,-79.96666700000000,23
Esmeraldas,591083,83,1045,1.050000000000000,-79.20000000000000,23
Galápagos,33042,1,17,-0.7999999999999999,-89.40000000000001,23
Guayas,4387434,458,24860,-2.183333000000000,-79.88333299999999,23
Imbabura,476257,56,905,0.3626780000000000,-78.13066700000000,23
Loja,521154,63,1066,-3.983333000000000,-79.20000000000000,23
Los Ríos,921763,98,2587,-1.800000000000000,-79.53333300000000,23
Manabí,1562079,206,5163,-1.056181000000000,-80.45521700000000,23
Morona Santiago,196535,13,241,-2.300000000000000,-78.11666700000001,23
Napo,133705,19,208,-0.9890000000000000,-77.81590000000000,23
Orellana,161338,16,195,-0.4666670000000000,-76.96666700000000,23
Pastaza,114202,6,149,-1.066667000000000,-78.00111099999999,23
Pichincha,3228233,377,6789,-0.2186110000000000,-78.50972200000000,23
Santa Elena,401178,36,2009,-2.226700000000000,-80.85830000000000,23
Sto. Domingo Tsáchilas,511151,77,1227,-0.2541670000000000,-79.17194400000000,23
Sucumbíos,230503,18,313,0.08472200000000002,-76.88277800000000,23
Tungurahua,590600,109,1507,-1.241667000000000,-78.61972200000000,23
Zamora Chinchipe,120416,7,136,-4.120000000000000,-78.80000000000000,23
Azuay,881394,69,1945,-2.897414000000000,-79.00448100000000,24
Bolívar,209933,37,500,-1.605556000000000,-79.00305600000000,24
Carchi,186869,24,335,0.8121800000000000,-77.71633000000000,24
Cañar,281396,22,607,-2.733333000000000,-78.83333300000000,24
Chimborazo,524004,77,1455,-1.674347000000000,-78.64829400000001,24
Cotopaxi,488716,86,994,-0.9333330000000000,-78.61666700000001,24
El Oro,715751,117,2537,-3.266667000000000,-79.96666700000000,24
Esmeraldas,591083,75,1120,1.050000000000000,-79.20000000000000,24
Galápagos,33042,3,20,-0.7999999999999999,-89.40000000000001,24
Guayas,4387434,429,25289,-2.183333000000000,-79.88333299999999,24
Imbabura,476257,55,960,0.3626780000000000,-78.13066700000000,24
Loja,521154,50,1116,-3.983333000000000,-79.20000000000000,24
Los Ríos,921763,117,2704,-1.800000000000000,-79.53333300000000,24
Manabí,1562079,204,5367,-1.056181000000000,-80.45521700000000,24
Morona Santiago,196535,27,268,-2.300000000000000,-78.11666700000001,24
Napo,133705,25,233,-0.9890000000000000,-77.81590000000000,24
Orellana,161338,13,208,-0.4666670000000000,-76.96666700000000,24
Pastaza,114202,6,155,-1.066667000000000,-78.00111099999999,24
Pichincha,3228233,413,7202,-0.2186110000000000,-78.50972200000000,24
Santa Elena,401178,37,2046,-2.226700000000000,-80.85830000000000,24
Sto. Domingo Tsáchilas,511151,110,1337,-0.2541670000000000,-79.17194400000000,24
Sucumbíos,230503,28,341,0.08472200000000002,-76.88277800000000,24
Tungurahua,590600,115,1622,-1.241667000000000,-78.61972200000000,24
Zamora Chinchipe,120416,14,150,-4.120000000000000,-78.80000000000000,24
Azuay,881394,95,2040,-2.897414000000000,-79.00448100000000,25
Bolívar,209933,21,521,-1.605556000000000,-79.00305600000000,25
Carchi,186869,16,351,0.8121800000000000,-77.71633000000000,25
Cañar,281396,23,630,-2.733333000000000,-78.83333300000000,25
Chimborazo,524004,70,1525,-1.674347000000000,-78.64829400000001,25
Cotopaxi,488716,68,1062,-0.9333330000000000,-78.61666700000001,25
El Oro,715751,120,2657,-3.266667000000000,-79.96666700000000,25
Esmeraldas,591083,57,1177,1.050000000000000,-79.20000000000000,25
Galápagos,33042,0,20,-0.7999999999999999,-89.40000000000001,25
Guayas,4387434,429,25718,-2.183333000000000,-79.88333299999999,25
Imbabura,476257,65,1025,0.3626780000000000,-78.13066700000000,25
Loja,521154,68,1184,-3.983333000000000,-79.20000000000000,25
Los Ríos,921763,99,2803,-1.800000000000000,-79.53333300000000,25
Manabí,1562079,204,5571,-1.056181000000000,-80.45521700000000,25
Morona Santiago,196535,15,283,-2.300000000000000,-78.11666700000001,25
Napo,133705,13,246,-0.9890000000000000,-77.81590000000000,25
Orellana,161338,23,231,-0.4666670000000000,-76.96666700000000,25
Pastaza,114202,15,170,-1.066667000000000,-78.00111099999999,25
Pichincha,3228233,431,7633,-0.2186110000000000,-78.50972200000000,25
Santa Elena,401178,28,2074,-2.226700000000000,-80.85830000000000,25
Sto. Domingo Tsáchilas,511151,87,1424,-0.2541670000000000,-79.17194400000000,25
Sucumbíos,230503,15,356,0.08472200000000002,-76.88277800000000,25
Tungurahua,590600,133,1755,-1.241667000000000,-78.61972200000000,25
Zamora Chinchipe,120416,12,162,-4.120000000000000,-78.80000000000000,25
Azuay,881394,97,2137,-2.897414000000000,-79.00448100000000,26
Bolívar,209933,16,537,-1.605556000000000,-79.00305600000000,26
Carchi,186869,16,367,0.8121800000000000,-77.71633000000000,26
Cañar,281396,25,655,-2.733333000000000,-78.83333300000000,26
Chimborazo,524004,70,1595,-1.674347000000000,-78.64829400000001,26
Cotopaxi,488716,64,1126,-0.9333330000000000,-78.61666700000001,26
El Oro,715751,89,2746,-3.266667000000000,-79.96666700000000,26
Esmeraldas,591083,64,1241,1.050000000000000,-79.20000000000000,26
Galápagos,33042,3,23,-0.7999999999999999,-89.40000000000001,26
Guayas,4387434,428,26146,-2.183333000000000,-79.88333299999999,26
Imbabura,476257,48,1073,0.3626780000000000,-78.13066700000000,26
Loja,521154,51,1235,-3.983333000000000,-79.20000000000000,26
Los Ríos,921763,115,2918,-1.800000000000000,-79.53333300000000,26
Manabí,1562079,150,5721,-1.056181000000000,-80.45521700000000,26
Morona Santiago,196535,12,295,-2.300000000000000,-78.11666700000001,26
Napo,133705,21,267,-0.9890000000000000,-77.81590000000000,26
Orellana,161338,26,257,-0.4666670000000000,-76.96666700000000,26
Pastaza,114202,15,185,-1.066667000000000,-78.00111099999999,26
Pichincha,3228233,505,8138,-0.2186110000000000,-78.50972200000000,26
Santa Elena,401178,35,2109,-2.226700000000000,-80.85830000000000,26
Sto. Domingo Tsáchilas,511151,95,1519,-0.2541670000000000,-79.17194400000000,26
Sucumbíos,230503,29,385,0.08472200000000002,-76.88277800000000,26
Tungurahua,590600,135,1890,-1.241667000000000,-78.61972200000000,26
Zamora Chinchipe,120416,13,175,-4.120000000000000,-78.80000000000000,26
Azuay,881394,100,2237,-2.897414000000000,-79.00448100000000,27
Bolívar,209933,20,557,-1.605556000000000,-79.00305600000000,27
Carchi,186869,17,384,0.8121800000000000,-77.71633000000000,27
Cañar,281396,25,680,-2.733333000000000,-78.83333300000000,27
Chimborazo,524004,78,1673,-1.674347000000000,-78.64829400000001,27
Cotopaxi,488716,74,1200,-0.9333330000000000,-78.61666700000001,27
El Oro,715751,92,2838,-3.266667000000000,-79.96666700000000,27
Esmeraldas,591083,59,1300,1.050000000000000,-79.20000000000000,27
Galápagos,33042,0,23,-0.7999999999999999,-89.40000000000001,27
Guayas,4387434,452,26598,-2.183333000000000,-79.88333299999999,27
Imbabura,476257,55,1128,0.3626780000000000,-78.13066700000000,27
Loja,521154,60,1295,-3.983333000000000,-79.20000000000000,27
Los Ríos,921763,84,3002,-1.800000000000000,-79.53333300000000,27
Manabí,1562079,189,5910,-1.056181000000000,-80.45521700000000,27
Morona Santiago,196535,16,311,-2.300000000000000,-78.11666700000001,27
Napo,133705,22,289,-0.9890000000000000,-77.81590000000000,27
Orellana,161338,17,274,-0.4666670000000000,-76.96666700000000,27
Pastaza,114202,12,197,-1.066667000000000,-78.00111099999999,27
Pichincha,3228233,537,8675,-0.2186110000000000,-78.50972200000000,27
Santa Elena,401178,25,2134,-2.226700000000000,-80.85830000000000,27
Sto. Domingo Tsáchilas,511151,102,1621,-0.2541670000000000,-79.17194400000000,27
Sucumbíos,230503,36,421,0.08472200000000002,-76.88277800000000,27
Tungurahua,590600,131,2021,-1.241667000000000,-78.61972200000000,27
Zamora Chinchipe,120416,13,188,-4.120000000000000,-78.80000000000000,27
Azuay,881394,90,2327,-2.897414000000000,-79.00448100000000,28
Bolívar,209933,26,583,-1.605556000000000,-79.00305600000000,28
Carchi,186869,23,407,0.8121800000000000,-77.71633000000000,28
Cañar,281396,40,720,-2.733333000000000,-78.83333300000000,28
Chimborazo,524004,104,1777,-1.674347000000000,-78.64829400000001,28
Cotopaxi,488716,71,1271,-0.9333330000000000,-78.61666700000001,28
El Oro,715751,77,2915,-3.266667000000000,-79.96666700000000,28
Esmeraldas,591083,44,1344,1.050000000000000,-79.20000000000000,28
Galápagos,33042,1,24,-0.7999999999999999,-89.40000000000001,28
Guayas,4387434,450,27048,-2.183333000000000,-79.88333299999999,28
Imbabura,476257,65,1193,0.3626780000000000,-78.13066700000000,28
Loja,521154,68,1363,-3.983333000000000,-79.20000000000000,28
Los Ríos,921763,101,3103,-1.800000000000000,-79.53333300000000,28
Manabí,1562079,214,6124,-1.056181000000000,-80.45521700000000,28
Morona Santiago,196535,17,328,-2.300000000000000,-78.11666700000001,28
Napo,133705,15,304,-0.9890000000000000,-77.81590000000000,28
Orellana,161338,19,293,-0.4666670000000000,-76.96666700000000,28
Pastaza,114202,17,214,-1.066667000000000,-78.00111099999999,28
Pichincha,3228233,634,9309,-0.2186110000000000,-78.50972200000000,28
Santa Elena,401178,18,2152,-2.226700000000000,-80.85830000000000,28
Sto. Domingo Tsáchilas,511151,120,1741,-0.2541670000000000,-79.17194400000000,28
Sucumbíos,230503,47,468,0.08472200000000002,-76.88277800000000,28
Tungurahua,590600,142,2163,-1.241667000000000,-78.61972200000000,28
Zamora Chinchipe,120416,10,198,-4.120000000000000,-78.80000000000000,28
Azuay,881394,116,2443,-2.897414000000000,-79.00448100000000,29
Bolívar,209933,24,607,-1.605556000000000,-79.00305600000000,29
Carchi,186869,26,433,0.8121800000000000,-77.71633000000000,29
Cañar,281396,38,758,-2.733333000000000,-78.83333300000000,29
Chimborazo,524004,120,1897,-1.674347000000000,-78.64829400000001,29
Cotopaxi,488716,63,1334,-0.9333330000000000,-78.61666700000001,29
El Oro,715751,102,3017,-3.266667000000000,-79.96666700000000,29
Esmeraldas,591083,57,1401,1.050000000000000,-79.20000000000000,29
Galápagos,33042,1,25,-0.7999999999999999,-89.40000000000001,29
Guayas,4387434,439,27487,-2.183333000000000,-79.88333299999999,29
Imbabura,476257,84,1277,0.3626780000000000,-78.13066700000000,29
Loja,521154,67,1430,-3.983333000000000,-79.20000000000000,29
Los Ríos,921763,109,3212,-1.800000000000000,-79.53333300000000,29
Manabí,1562079,207,6331,-1.056181000000000,-80.45521700000000,29
Morona Santiago,196535,20,348,-2.300000000000000,-78.11666700000001,29
Napo,133705,13,317,-0.9890000000000000,-77.81590000000000,29
Orellana,161338,27,320,-0.4666670000000000,-76.96666700000000,29
Pastaza,114202,17,231,-1.066667000000000,-78.00111099999999,29
Pichincha,3228233,667,9976,-0.2186110000000000,-78.50972200000000,29
Santa Elena,401178,37,2189,-2.226700000000000,-80.85830000000000,29
Sto. Domingo Tsáchilas,511151,94,1835,-0.2541670000000000,-79.17194400000000,29
Sucumbíos,230503,36,504,0.08472200000000002,-76.88277800000000,29
Tungurahua,590600,147,2310,-1.241667000000000,-78.61972200000000,29
Zamora Chinchipe,120416,8,206,-4.120000000000000,-78.80000000000000,29
Azuay,881394,119,2562,-2.897414000000000,-79.00448100000000,30
Bolívar,209933,34,641,-1.605556000000000,-79.00305600000000,30
Carchi,186869,30,463,0.8121800000000000,-77.71633000000000,30
Cañar,281396,33,791,-2.733333000000000,-78.83333300000000,30
Chimborazo,524004,103,2000,-1.674347000000000,-78.64829400000001,30
Cotopaxi,488716,72,1406,-0.9333330000000000,-78.61666700000001,30
El Oro,715751,114,3131,-3.266667000000000,-79.96666700000000,30
Esmeraldas,591083,60,1461,1.050000000000000,-79.20000000000000,30
Galápagos,33042,0,25,-0.7999999999999999,-89.40000000000001,30
Guayas,4387434,465,27952,-2.183333000000000,-79.88333299999999,30
Imbabura,476257,76,1353,0.3626780000000000,-78.13066700000000,30
Loja,521154,94,1524,-3.983333000000000,-79.20000000000000,30
Los Ríos,921763,92,3304,-1.800000000000000,-79.53333300000000,30
Manabí,1562079,183,6514,-1.056181000000000,-80.45521700000000,30
Morona Santiago,196535,18,366,-2.300000000000000,-78.11666700000001,30
Napo,133705,14,331,-0.9890000000000000,-77.81590000000000,30
Orellana,161338,14,334,-0.4666670000000000,-76.96666700000000,30
Pastaza,114202,12,243,-1.066667000000000,-78.00111099999999,30
Pichincha,3228233,684,10660,-0.2186110000000000,-78.50972200000000,30
Santa Elena,401178,33,2222,-2.226700000000000,-80.85830000000000,30
Sto. Domingo Tsáchilas,511151,89,1924,-0.2541670000000000,-79.17194400000000,30
Sucumbíos,230503,42,546,0.08472200000000002,-76.88277800000000,30
Tungurahua,590600,147,2457,-1.241667000000000,-78.61972200000000,30
Zamora Chinchipe,120416,10,216,-4.120000000000000,-78.80000000000000,30
Azuay,881394,125,2687,-2.897414000000000,-79.00448100000000,31
Bolívar,209933,27,668,-1.605556000000000,-79.00305600000000,31
Carchi,186869,26,489,0.8121800000000000,-77.71633000000000,31
Cañar,281396,33,824,-2.733333000000000,-78.83333300000000,31
Chimborazo,524004,106,2106,-1.674347000000000,-78.64829400000001,31
Cotopaxi,488716,64,1470,-0.9333330000000000,-78.61666700000001,31
El Oro,715751,101,3232,-3.266667000000000,-79.96666700000000,31
Esmeraldas,591083,48,1509,1.050000000000000,-79.20000000000000,31
Galápagos,33042,1,26,-0.7999999999999999,-89.40000000000001,31
Guayas,4387434,498,28450,-2.183333000000000,-79.88333299999999,31
Imbabura,476257,91,1444,0.3626780000000000,-78.13066700000000,31
Loja,521154,97,1621,-3.983333000000000,-79.20000000000000,31
Los Ríos,921763,97,3401,-1.800000000000000,-79.53333300000000,31
Manabí,1562079,191,6705,-1.056181000000000,-80.45521700000000,31
Morona Santiago,196535,17,383,-2.300000000000000,-78.11666700000001,31
Napo,133705,11,342,-0.9890000000000000,-77.81590000000000,31
Orellana,161338,23,357,-0.4666670000000000,-76.96666700000000,31
Pastaza,114202,14,257,-1.066667000000000,-78.00111099999999,31
Pichincha,3228233,674,11334,-0.2186110000000000,-78.50972200000000,31
Santa Elena,401178,25,2247,-2.226700000000000,-80.85830000000000,31
Sto. Domingo Tsáchilas,511151,80,2004,-0.2541670000000000,-79.17194400000000,31
Sucumbíos,230503,43,589,0.08472200000000002,-76.88277800000000,31
Tungurahua,590600,124,2581,-1.241667000000000,-78.61972200000000,31
Zamora Chinchipe,120416,10,226,-4.120000000000000,-78.80000000000000,31
Azuay,881394,138,2825,-2.897414000000000,-79.00448100000000,32
Bolívar,209933,40,708,-1.605556000000000,-79.00305600000000,32
Carchi,186869,30,519,0.8121800000000000,-77.71633000000000,32
Cañar,281396,43,867,-2.733333000000000,-78.83333300000000,32
Chimborazo,524004,90,2196,-1.674347000000000,-78.64829400000001,32
Cotopaxi,488716,44,1514,-0.9333330000000000,-78.61666700000001,32
El Oro,715751,112,3344,-3.266667000000000,-79.96666700000000,32
Esmeraldas,591083,40,1549,1.050000000000000,-79.20000000000000,32
Galápagos,33042,2,28,-0.7999999999999999,-89.40000000000001,32
Guayas,4387434,467,28917,-2.183333000000000,-79.88333299999999,32
Imbabura,476257,92,1536,0.3626780000000000,-78.13066700000000,32
Loja,521154,83,1704,-3.983333000000000,-79.20000000000000,32
Los Ríos,921763,96,3497,-1.800000000000000,-79.53333300000000,32
Manabí,1562079,189,6894,-1.056181000000000,-80.45521700000000,32
Morona Santiago,196535,16,399,-2.300000000000000,-78.11666700000001,32
Napo,133705,10,352,-0.9890000000000000,-77.81590000000000,32
Orellana,161338,12,369,-0.4666670000000000,-76.96666700000000,32
Pastaza,114202,11,268,-1.066667000000000,-78.00111099999999,32
Pichincha,3228233,675,12009,-0.2186110000000000,-78.50972200000000,32
Santa Elena,401178,39,2286,-2.226700000000000,-80.85830000000000,32
Sto. Domingo Tsáchilas,511151,95,2099,-0.2541670000000000,-79.17194400000000,32
Sucumbíos,230503,26,615,0.08472200000000002,-76.88277800000000,32
Tungurahua,590600,88,2669,-1.241667000000000,-78.61972200000000,32
Zamora Chinchipe,120416,13,239,-4.120000000000000,-78.80000000000000,32
Azuay,881394,145,2970,-2.897414000000000,-79.00448100000000,33
Bolívar,209933,19,727,-1.605556000000000,-79.00305600000000,33
Carchi,186869,33,552,0.8121800000000000,-77.71633000000000,33
Cañar,281396,51,918,-2.733333000000000,-78.83333300000000,33
Chimborazo,524004,76,2272,-1.674347000000000,-78.64829400000001,33
Cotopaxi,488716,73,1587,-0.9333330000000000,-78.61666700000001,33
El Oro,715751,81,3425,-3.266667000000000,-79.96666700000000,33
Esmeraldas,591083,32,1581,1.050000000000000,-79.20000000000000,33
Galápagos,33042,2,30,-0.7999999999999999,-89.40000000000001,33
Guayas,4387434,454,29371,-2.183333000000000,-79.88333299999999,33
Imbabura,476257,103,1639,0.3626780000000000,-78.13066700000000,33
Loja,521154,104,1808,-3.983333000000000,-79.20000000000000,33
Los Ríos,921763,91,3588,-1.800000000000000,-79.53333300000000,33
Manabí,1562079,194,7088,-1.056181000000000,-80.45521700000000,33
Morona Santiago,196535,21,420,-2.300000000000000,-78.11666700000001,33
Napo,133705,16,368,-0.9890000000000000,-77.81590000000000,33
Orellana,161338,15,384,-0.4666670000000000,-76.96666700000000,33
Pastaza,114202,12,280,-1.066667000000000,-78.00111099999999,33
Pichincha,3228233,580,12589,-0.2186110000000000,-78.50972200000000,33
Santa Elena,401178,34,2320,-2.226700000000000,-80.85830000000000,33
Sto. Domingo Tsáchilas,511151,70,2169,-0.2541670000000000,-79.17194400000000,33
Sucumbíos,230503,33,648,0.08472200000000002,-76.88277800000000,33
Tungurahua,590600,104,2773,-1.241667000000000,-78.61972200000000,33
Zamora Chinchipe,120416,15,254,-4.120000000000000,-78.80000000000000,33
Azuay,881394,139,3109,-2.897414000000000,-79.00448100000000,34
Bolívar,209933,25,752,-1.605556000000000,-79.00305600000000,34
Carchi,186869,32,584,0.8121800000000000,-77.71633000000000,34
Cañar,281396,39,957,-2.733333000000000,-78.83333300000000,34
Chimborazo,524004,83,2355,-1.674347000000000,-78.64829400000001,34
Cotopaxi,488716,58,1645,-0.9333330000000000,-78.61666700000001,34
El Oro,715751,87,3512,-3.266667000000000,-79.96666700000000,34
Esmeraldas,591083,32,1613,1.050000000000000,-79.20000000000000,34
Galápagos,33042,1,31,-0.7999999999999999,-89.40000000000001,34
Guayas,4387434,489,29860,-2.183333000000000,-79.88333299999999,34
Imbabura,476257,81,1720,0.3626780000000000,-78.13066700000000,34
Loja,521154,80,1888,-3.983333000000000,-79.20000000000000,34
Los Ríos,921763,87,3675,-1.800000000000000,-79.53333300000000,34
Manabí,1562079,177,7265,-1.056181000000000,-80.45521700000000,34
Morona Santiago,196535,10,430,-2.300000000000000,-78.11666700000001,34
Napo,133705,15,383,-0.9890000000000000,-77.81590000000000,34
Orellana,161338,11,395,-0.4666670000000000,-76.96666700000000,34
Pastaza,114202,12,292,-1.066667000000000,-78.00111099999999,34
Pichincha,3228233,495,13084,-0.2186110000000000,-78.50972200000000,34
Santa Elena,401178,41,2361,-2.226700000000000,-80.85830000000000,34
