provincia,poblacion,total,acumuladas,lat,lng,created_at
Cotopaxi,488716,5,578,-0.9333330000000000,-78.61666700000001,20/04/2020
El Oro,715751,22,1305,-3.266667000000000,-79.96666700000000,20/04/2020
Esmeraldas,591083,12,546,1.050000000000000,-79.20000000000000,20/04/2020
Galápagos,33042,0,15,-0.7999999999999999,-89.40000000000001,20/04/2020
Guayas,4387434,267,19994,-2.183333000000000,-79.88333299999999,20/04/2020
Imbabura,476257,4,606,0.3626780000000000,-78.13066700000000,20/04/2020
Loja,521154,11,714,-3.983333000000000,-79.20000000000000,20/04/2020
Los Ríos,921763,39,1595,-1.800000000000000,-79.53333300000000,20/04/2020
Manabí,1562079,88,2991,-1.056181000000000,-80.45521700000000,20/04/2020
Morona Santiago,196535,0,169,-2.300000000000000,-78.11666700000001,20/04/2020
Napo,133705,2,102,-0.9890000000000000,-77.81590000000000,20/04/2020
Orellana,161338,3,127,-0.4666670000000000,-76.96666700000000,20/04/2020
Pastaza,114202,0,107,-1.066667000000000,-78.00111099999999,20/04/2020
Pichincha,3228233,54,4337,-0.2186110000000000,-78.50972200000000,20/04/2020
Santa Elena,401178,31,1303,-2.226700000000000,-80.85830000000000,20/04/2020
Sto. Domingo Tsáchilas,511151,13,777,-0.2541670000000000,-79.17194400000000,20/04/2020
Sucumbíos,230503,2,203,0.08472200000000002,-76.88277800000000,20/04/2020
Tungurahua,590600,10,897,-1.241667000000000,-78.61972200000000,20/04/2020
Zamora Chinchipe,120416,1,90,-4.120000000000000,-78.80000000000000,20/04/2020
Azuay,881394,14,1317,-2.897414000000000,-79.00448100000000,21/04/2020
Bolívar,209933,2,303,-1.605556000000000,-79.00305600000000,21/04/2020
Carchi,186869,5,216,0.8121800000000000,-77.71633000000000,21/04/2020
Cañar,281396,10,434,-2.733333000000000,-78.83333300000000,21/04/2020
Chimborazo,524004,14,898,-1.674347000000000,-78.64829400000001,21/04/2020
Cotopaxi,488716,6,584,-0.9333330000000000,-78.61666700000001,21/04/2020
El Oro,715751,26,1331,-3.266667000000000,-79.96666700000000,21/04/2020
Esmeraldas,591083,14,560,1.050000000000000,-79.20000000000000,21/04/2020
Galápagos,33042,0,15,-0.7999999999999999,-89.40000000000001,21/04/2020
Guayas,4387434,215,20209,-2.183333000000000,-79.88333299999999,21/04/2020
Imbabura,476257,9,615,0.3626780000000000,-78.13066700000000,21/04/2020
Loja,521154,2,716,-3.983333000000000,-79.20000000000000,21/04/2020
Los Ríos,921763,28,1623,-1.800000000000000,-79.53333300000000,21/04/2020
Manabí,1562079,73,3064,-1.056181000000000,-80.45521700000000,21/04/2020
Morona Santiago,196535,2,171,-2.300000000000000,-78.11666700000001,21/04/2020
Napo,133705,2,104,-0.9890000000000000,-77.81590000000000,21/04/2020
Orellana,161338,1,128,-0.4666670000000000,-76.96666700000000,21/04/2020
Pastaza,114202,2,109,-1.066667000000000,-78.00111099999999,21/04/2020
Pichincha,3228233,43,4380,-0.2186110000000000,-78.50972200000000,21/04/2020
Santa Elena,401178,27,1330,-2.226700000000000,-80.85830000000000,21/04/2020
Sto. Domingo Tsáchilas,511151,11,788,-0.2541670000000000,-79.17194400000000,21/04/2020
Sucumbíos,230503,0,203,0.08472200000000002,-76.88277800000000,21/04/2020
Tungurahua,590600,17,914,-1.241667000000000,-78.61972200000000,21/04/2020
Zamora Chinchipe,120416,0,90,-4.120000000000000,-78.80000000000000,21/04/2020
Azuay,881394,9,1326,-2.897414000000000,-79.00448100000000,22/04/2020
Bolívar,209933,2,305,-1.605556000000000,-79.00305600000000,22/04/2020
Carchi,186869,3,219,0.8121800000000000,-77.71633000000000,22/04/2020
Cañar,281396,6,440,-2.733333000000000,-78.83333300000000,22/04/2020
Chimborazo,524004,11,909,-1.674347000000000,-78.64829400000001,22/04/2020
Cotopaxi,488716,9,593,-0.9333330000000000,-78.61666700000001,22/04/2020
El Oro,715751,24,1355,-3.266667000000000,-79.96666700000000,22/04/2020
Esmeraldas,591083,10,570,1.050000000000000,-79.20000000000000,22/04/2020
Galápagos,33042,0,15,-0.7999999999999999,-89.40000000000001,22/04/2020
Guayas,4387434,208,20417,-2.183333000000000,-79.88333299999999,22/04/2020
Imbabura,476257,6,621,0.3626780000000000,-78.13066700000000,22/04/2020
Loja,521154,9,725,-3.983333000000000,-79.20000000000000,22/04/2020
Los Ríos,921763,31,1654,-1.800000000000000,-79.53333300000000,22/04/2020
Manabí,1562079,67,3131,-1.056181000000000,-80.45521700000000,22/04/2020
Morona Santiago,196535,2,173,-2.300000000000000,-78.11666700000001,22/04/2020
Napo,133705,3,107,-0.9890000000000000,-77.81590000000000,22/04/2020
Orellana,161338,1,129,-0.4666670000000000,-76.96666700000000,22/04/2020
Pastaza,114202,0,109,-1.066667000000000,-78.00111099999999,22/04/2020
Pichincha,3228233,43,4423,-0.2186110000000000,-78.50972200000000,22/04/2020
Santa Elena,401178,31,1361,-2.226700000000000,-80.85830000000000,22/04/2020
Sto. Domingo Tsáchilas,511151,4,792,-0.2541670000000000,-79.17194400000000,22/04/2020
Sucumbíos,230503,2,205,0.08472200000000002,-76.88277800000000,22/04/2020
Tungurahua,590600,7,921,-1.241667000000000,-78.61972200000000,22/04/2020
Zamora Chinchipe,120416,0,90,-4.120000000000000,-78.80000000000000,22/04/2020
Azuay,881394,10,1336,-2.897414000000000,-79.00448100000000,23/04/2020
Bolívar,209933,2,307,-1.605556000000000,-79.00305600000000,23/04/2020
Carchi,186869,2,221,0.8121800000000000,-77.71633000000000,23/04/2020
Cañar,281396,3,443,-2.733333000000000,-78.83333300000000,23/04/2020
Chimborazo,524004,10,919,-1.674347000000000,-78.64829400000001,23/04/2020
Cotopaxi,488716,2,595,-0.9333330000000000,-78.61666700000001,23/04/2020
El Oro,715751,20,1375,-3.266667000000000,-79.96666700000000,23/04/2020
Esmeraldas,591083,6,576,1.050000000000000,-79.20000000000000,23/04/2020
Galápagos,33042,0,15,-0.7999999999999999,-89.40000000000001,23/04/2020
Guayas,4387434,188,20605,-2.183333000000000,-79.88333299999999,23/04/2020
Imbabura,476257,4,625,0.3626780000000000,-78.13066700000000,23/04/2020
Loja,521154,6,731,-3.983333000000000,-79.20000000000000,23/04/2020
Los Ríos,921763,34,1688,-1.800000000000000,-79.53333300000000,23/04/2020
Manabí,1562079,49,3180,-1.056181000000000,-80.45521700000000,23/04/2020
Morona Santiago,196535,0,173,-2.300000000000000,-78.11666700000001,23/04/2020
Napo,133705,1,108,-0.9890000000000000,-77.81590000000000,23/04/2020
Orellana,161338,0,129,-0.4666670000000000,-76.96666700000000,23/04/2020
Pastaza,114202,1,110,-1.066667000000000,-78.00111099999999,23/04/2020
Pichincha,3228233,32,4455,-0.2186110000000000,-78.50972200000000,23/04/2020
Santa Elena,401178,28,1389,-2.226700000000000,-80.85830000000000,23/04/2020
Sto. Domingo Tsáchilas,511151,9,801,-0.2541670000000000,-79.17194400000000,23/04/2020
Sucumbíos,230503,0,205,0.08472200000000002,-76.88277800000000,23/04/2020
Tungurahua,590600,13,934,-1.241667000000000,-78.61972200000000,23/04/2020
Zamora Chinchipe,120416,2,92,-4.120000000000000,-78.80000000000000,23/04/2020
Azuay,881394,10,1346,-2.897414000000000,-79.00448100000000,24/04/2020
Bolívar,209933,4,311,-1.605556000000000,-79.00305600000000,24/04/2020
Carchi,186869,0,221,0.8121800000000000,-77.71633000000000,24/04/2020
Cañar,281396,4,447,-2.733333000000000,-78.83333300000000,24/04/2020
Chimborazo,524004,14,933,-1.674347000000000,-78.64829400000001,24/04/2020
Cotopaxi,488716,5,600,-0.9333330000000000,-78.61666700000001,24/04/2020
El Oro,715751,24,1399,-3.266667000000000,-79.96666700000000,24/04/2020
Esmeraldas,591083,5,581,1.050000000000000,-79.20000000000000,24/04/2020
Galápagos,33042,0,15,-0.7999999999999999,-89.40000000000001,24/04/2020
Guayas,4387434,172,20777,-2.183333000000000,-79.88333299999999,24/04/2020
Imbabura,476257,4,629,0.3626780000000000,-78.13066700000000,24/04/2020
Loja,521154,9,740,-3.983333000000000,-79.20000000000000,24/04/2020
Los Ríos,921763,31,1719,-1.800000000000000,-79.53333300000000,24/04/2020
Manabí,1562079,67,3247,-1.056181000000000,-80.45521700000000,24/04/2020
Morona Santiago,196535,0,173,-2.300000000000000,-78.11666700000001,24/04/2020
Napo,133705,1,109,-0.9890000000000000,-77.81590000000000,24/04/2020
Orellana,161338,2,131,-0.4666670000000000,-76.96666700000000,24/04/2020
Pastaza,114202,0,110,-1.066667000000000,-78.00111099999999,24/04/2020
Pichincha,3228233,52,4507,-0.2186110000000000,-78.50972200000000,24/04/2020
Santa Elena,401178,26,1415,-2.226700000000000,-80.85830000000000,24/04/2020
Sto. Domingo Tsáchilas,511151,10,811,-0.2541670000000000,-79.17194400000000,24/04/2020
Sucumbíos,230503,3,208,0.08472200000000002,-76.88277800000000,24/04/2020
Tungurahua,590600,10,944,-1.241667000000000,-78.61972200000000,24/04/2020
Zamora Chinchipe,120416,3,95,-4.120000000000000,-78.80000000000000,24/04/2020
Azuay,881394,9,1355,-2.897414000000000,-79.00448100000000,25/04/2020
Bolívar,209933,5,316,-1.605556000000000,-79.00305600000000,25/04/2020
Carchi,186869,1,222,0.8121800000000000,-77.71633000000000,25/04/2020
Cañar,281396,2,449,-2.733333000000000,-78.83333300000000,25/04/2020
Chimborazo,524004,14,947,-1.674347000000000,-78.64829400000001,25/04/2020
Cotopaxi,488716,4,604,-0.9333330000000000,-78.61666700000001,25/04/2020
El Oro,715751,36,1435,-3.266667000000000,-79.96666700000000,25/04/2020
Esmeraldas,591083,10,591,1.050000000000000,-79.20000000000000,25/04/2020
Galápagos,33042,0,15,-0.7999999999999999,-89.40000000000001,25/04/2020
Guayas,4387434,186,20963,-2.183333000000000,-79.88333299999999,25/04/2020
Imbabura,476257,2,631,0.3626780000000000,-78.13066700000000,25/04/2020
Loja,521154,5,745,-3.983333000000000,-79.20000000000000,25/04/2020
Los Ríos,921763,38,1757,-1.800000000000000,-79.53333300000000,25/04/2020
Manabí,1562079,74,3321,-1.056181000000000,-80.45521700000000,25/04/2020
Morona Santiago,196535,1,174,-2.300000000000000,-78.11666700000001,25/04/2020
Napo,133705,2,111,-0.9890000000000000,-77.81590000000000,25/04/2020
Orellana,161338,0,131,-0.4666670000000000,-76.96666700000000,25/04/2020
Pastaza,114202,2,112,-1.066667000000000,-78.00111099999999,25/04/2020
Pichincha,3228233,42,4549,-0.2186110000000000,-78.50972200000000,25/04/2020
Santa Elena,401178,34,1449,-2.226700000000000,-80.85830000000000,25/04/2020
Sto. Domingo Tsáchilas,511151,5,816,-0.2541670000000000,-79.17194400000000,25/04/2020
Sucumbíos,230503,3,211,0.08472200000000002,-76.88277800000000,25/04/2020
Tungurahua,590600,7,951,-1.241667000000000,-78.61972200000000,25/04/2020
Zamora Chinchipe,120416,1,96,-4.120000000000000,-78.80000000000000,25/04/2020
Azuay,881394,11,1366,-2.897414000000000,-79.00448100000000,26/04/2020
Bolívar,209933,4,320,-1.605556000000000,-79.00305600000000,26/04/2020
Carchi,186869,1,223,0.8121800000000000,-77.71633000000000,26/04/2020
Cañar,281396,6,455,-2.733333000000000,-78.83333300000000,26/04/2020
Chimborazo,524004,9,956,-1.674347000000000,-78.64829400000001,26/04/2020
Cotopaxi,488716,6,610,-0.9333330000000000,-78.61666700000001,26/04/2020
El Oro,715751,34,1469,-3.266667000000000,-79.96666700000000,26/04/2020
Esmeraldas,591083,9,600,1.050000000000000,-79.20000000000000,26/04/2020
Galápagos,33042,0,15,-0.7999999999999999,-89.40000000000001,26/04/2020
Guayas,4387434,164,21127,-2.183333000000000,-79.88333299999999,26/04/2020
Imbabura,476257,5,636,0.3626780000000000,-78.13066700000000,26/04/2020
Loja,521154,9,754,-3.983333000000000,-79.20000000000000,26/04/2020
Los Ríos,921763,28,1785,-1.800000000000000,-79.53333300000000,26/04/2020
Manabí,1562079,60,3381,-1.056181000000000,-80.45521700000000,26/04/2020
Morona Santiago,196535,0,174,-2.300000000000000,-78.11666700000001,26/04/2020
Napo,133705,0,111,-0.9890000000000000,-77.81590000000000,26/04/2020
Orellana,161338,0,131,-0.4666670000000000,-76.96666700000000,26/04/2020
Pastaza,114202,3,115,-1.066667000000000,-78.00111099999999,26/04/2020
Pichincha,3228233,45,4594,-0.2186110000000000,-78.50972200000000,26/04/2020
Santa Elena,401178,26,1475,-2.226700000000000,-80.85830000000000,26/04/2020
Sto. Domingo Tsáchilas,511151,10,826,-0.2541670000000000,-79.17194400000000,26/04/2020
Sucumbíos,230503,1,212,0.08472200000000002,-76.88277800000000,26/04/2020
Tungurahua,590600,15,966,-1.241667000000000,-78.61972200000000,26/04/2020
Zamora Chinchipe,120416,1,97,-4.120000000000000,-78.80000000000000,26/04/2020
Azuay,881394,8,1374,-2.897414000000000,-79.00448100000000,27/04/2020
Bolívar,209933,5,325,-1.605556000000000,-79.00305600000000,27/04/2020
Carchi,186869,2,225,0.8121800000000000,-77.71633000000000,27/04/2020
Cañar,281396,4,459,-2.733333000000000,-78.83333300000000,27/04/2020
Chimborazo,524004,11,967,-1.674347000000000,-78.64829400000001,27/04/2020
Cotopaxi,488716,5,615,-0.9333330000000000,-78.61666700000001,27/04/2020
El Oro,715751,24,1493,-3.266667000000000,-79.96666700000000,27/04/2020
Esmeraldas,591083,13,613,1.050000000000000,-79.20000000000000,27/04/2020
Galápagos,33042,0,15,-0.7999999999999999,-89.40000000000001,27/04/2020
Guayas,4387434,168,21295,-2.183333000000000,-79.88333299999999,27/04/2020
Imbabura,476257,9,645,0.3626780000000000,-78.13066700000000,27/04/2020
Loja,521154,5,759,-3.983333000000000,-79.20000000000000,27/04/2020
Los Ríos,921763,17,1802,-1.800000000000000,-79.53333300000000,27/04/2020
Manabí,1562079,65,3446,-1.056181000000000,-80.45521700000000,27/04/2020
Morona Santiago,196535,0,174,-2.300000000000000,-78.11666700000001,27/04/2020
Napo,133705,2,113,-0.9890000000000000,-77.81590000000000,27/04/2020
Orellana,161338,0,131,-0.4666670000000000,-76.96666700000000,27/04/2020
Pastaza,114202,2,117,-1.066667000000000,-78.00111099999999,27/04/2020
Pichincha,3228233,46,4640,-0.2186110000000000,-78.50972200000000,27/04/2020
Santa Elena,401178,26,1501,-2.226700000000000,-80.85830000000000,27/04/2020
Sto. Domingo Tsáchilas,511151,6,832,-0.2541670000000000,-79.17194400000000,27/04/2020
Sucumbíos,230503,3,215,0.08472200000000002,-76.88277800000000,27/04/2020
Tungurahua,590600,7,973,-1.241667000000000,-78.61972200000000,27/04/2020
Zamora Chinchipe,120416,2,99,-4.120000000000000,-78.80000000000000,27/04/2020
Azuay,881394,9,1383,-2.897414000000000,-79.00448100000000,28/04/2020
Bolívar,209933,4,329,-1.605556000000000,-79.00305600000000,28/04/2020
Carchi,186869,1,226,0.8121800000000000,-77.71633000000000,28/04/2020
Cañar,281396,5,464,-2.733333000000000,-78.83333300000000,28/04/2020
Chimborazo,524004,14,981,-1.674347000000000,-78.64829400000001,28/04/2020
Cotopaxi,488716,12,627,-0.9333330000000000,-78.61666700000001,28/04/2020
El Oro,715751,35,1528,-3.266667000000000,-79.96666700000000,28/04/2020
Esmeraldas,591083,10,623,1.050000000000000,-79.20000000000000,28/04/2020
Galápagos,33042,0,15,-0.7999999999999999,-89.40000000000001,28/04/2020
Guayas,4387434,144,21439,-2.183333000000000,-79.88333299999999,28/04/2020
Imbabura,476257,7,652,0.3626780000000000,-78.13066700000000,28/04/2020
Loja,521154,2,761,-3.983333000000000,-79.20000000000000,28/04/2020
Los Ríos,921763,25,1827,-1.800000000000000,-79.53333300000000,28/04/2020
Manabí,1562079,63,3509,-1.056181000000000,-80.45521700000000,28/04/2020
Morona Santiago,196535,2,176,-2.300000000000000,-78.11666700000001,28/04/2020
Napo,133705,0,113,-0.9890000000000000,-77.81590000000000,28/04/2020
Orellana,161338,2,133,-0.4666670000000000,-76.96666700000000,28/04/2020
Pastaza,114202,1,118,-1.066667000000000,-78.00111099999999,28/04/2020
Pichincha,3228233,52,4692,-0.2186110000000000,-78.50972200000000,28/04/2020
Santa Elena,401178,29,1530,-2.226700000000000,-80.85830000000000,28/04/2020
Sto. Domingo Tsáchilas,511151,7,839,-0.2541670000000000,-79.17194400000000,28/04/2020
Sucumbíos,230503,1,216,0.08472200000000002,-76.88277800000000,28/04/2020
Tungurahua,590600,13,986,-1.241667000000000,-78.61972200000000,28/04/2020
Zamora Chinchipe,120416,1,100,-4.120000000000000,-78.80000000000000,28/04/2020
Azuay,881394,9,1392,-2.897414000000000,-79.00448100000000,29/04/2020
Bolívar,209933,4,333,-1.605556000000000,-79.00305600000000,29/04/2020
Carchi,186869,1,227,0.8121800000000000,-77.71633000000000,29/04/2020
Cañar,281396,1,465,-2.733333000000000,-78.83333300000000,29/04/2020
Chimborazo,524004,17,998,-1.674347000000000,-78.64829400000001,29/04/2020
Cotopaxi,488716,6,633,-0.9333330000000000,-78.61666700000001,29/04/2020
El Oro,715751,18,1546,-3.266667000000000,-79.96666700000000,29/04/2020
Esmeraldas,591083,6,629,1.050000000000000,-79.20000000000000,29/04/2020
Galápagos,33042,0,15,-0.7999999999999999,-89.40000000000001,29/04/2020
Guayas,4387434,142,21581,-2.183333000000000,-79.88333299999999,29/04/2020
Imbabura,476257,7,659,0.3626780000000000,-78.13066700000000,29/04/2020
Loja,521154,5,766,-3.983333000000000,-79.20000000000000,29/04/2020
Los Ríos,921763,21,1848,-1.800000000000000,-79.53333300000000,29/04/2020
Manabí,1562079,47,3556,-1.056181000000000,-80.45521700000000,29/04/2020
Morona Santiago,196535,0,176,-2.300000000000000,-78.11666700000001,29/04/2020
Napo,133705,2,115,-0.9890000000000000,-77.81590000000000,29/04/2020
Orellana,161338,1,134,-0.4666670000000000,-76.96666700000000,29/04/2020
Pastaza,114202,0,118,-1.066667000000000,-78.00111099999999,29/04/2020
Pichincha,3228233,47,4739,-0.2186110000000000,-78.50972200000000,29/04/2020
Santa Elena,401178,32,1562,-2.226700000000000,-80.85830000000000,29/04/2020
Sto. Domingo Tsáchilas,511151,9,848,-0.2541670000000000,-79.17194400000000,29/04/2020
Sucumbíos,230503,3,219,0.08472200000000002,-76.88277800000000,29/04/2020
Tungurahua,590600,13,999,-1.241667000000000,-78.61972200000000,29/04/2020
Zamora Chinchipe,120416,0,100,-4.120000000000000,-78.80000000000000,29/04/2020
Azuay,881394,15,1407,-2.897414000000000,-79.00448100000000,30/04/2020
Bolívar,209933,4,337,-1.605556000000000,-79.00305600000000,30/04/2020
Carchi,186869,1,228,0.8121800000000000,-77.71633000000000,30/04/2020
Cañar,281396,1,466,-2.733333000000000,-78.83333300000000,30/04/2020
Chimborazo,524004,8,1006,-1.674347000000000,-78.64829400000001,30/04/2020
Cotopaxi,488716,11,644,-0.9333330000000000,-78.61666700000001,30/04/2020
El Oro,715751,27,1573,-3.266667000000000,-79.96666700000000,30/04/2020
Esmeraldas,591083,11,640,1.050000000000000,-79.20000000000000,30/04/2020
Galápagos,33042,0,15,-0.7999999999999999,-89.40000000000001,30/04/2020
Guayas,4387434,129,21710,-2.183333000000000,-79.88333299999999,30/04/2020
Imbabura,476257,9,668,0.3626780000000000,-78.13066700000000,30/04/2020
Loja,521154,8,774,-3.983333000000000,-79.20000000000000,30/04/2020
Los Ríos,921763,33,1881,-1.800000000000000,-79.53333300000000,30/04/2020
Manabí,1562079,53,3609,-1.056181000000000,-80.45521700000000,30/04/2020
Morona Santiago,196535,0,176,-2.300000000000000,-78.11666700000001,30/04/2020
Napo,133705,4,119,-0.9890000000000000,-77.81590000000000,30/04/2020
Orellana,161338,1,135,-0.4666670000000000,-76.96666700000000,30/04/2020
Pastaza,114202,0,118,-1.066667000000000,-78.00111099999999,30/04/2020
Pichincha,3228233,46,4785,-0.2186110000000000,-78.50972200000000,30/04/2020
Santa Elena,401178,21,1583,-2.226700000000000,-80.85830000000000,30/04/2020
Sto. Domingo Tsáchilas,511151,3,851,-0.2541670000000000,-79.17194400000000,30/04/2020
Sucumbíos,230503,2,221,0.08472200000000002,-76.88277800000000,30/04/2020
Tungurahua,590600,4,1003,-1.241667000000000,-78.61972200000000,30/04/2020
Zamora Chinchipe,120416,0,100,-4.120000000000000,-78.80000000000000,30/04/2020
Azuay,881394,12,1419,-2.897414000000000,-79.00448100000000,01/05/2020
Bolívar,209933,4,341,-1.605556000000000,-79.00305600000000,01/05/2020
Carchi,186869,1,229,0.8121800000000000,-77.71633000000000,01/05/2020
Cañar,281396,2,468,-2.733333000000000,-78.83333300000000,01/05/2020
Chimborazo,524004,7,1013,-1.674347000000000,-78.64829400000001,01/05/2020
Cotopaxi,488716,8,652,-0.9333330000000000,-78.61666700000001,01/05/2020
El Oro,715751,27,1600,-3.266667000000000,-79.96666700000000,01/05/2020
Esmeraldas,591083,7,647,1.050000000000000,-79.20000000000000,01/05/2020
Galápagos,33042,0,15,-0.7999999999999999,-89.40000000000001,01/05/2020
Guayas,4387434,123,21833,-2.183333000000000,-79.88333299999999,01/05/2020
Imbabura,476257,5,673,0.3626780000000000,-78.13066700000000,01/05/2020
Loja,521154,7,781,-3.983333000000000,-79.20000000000000,01/05/2020
Los Ríos,921763,22,1903,-1.800000000000000,-79.53333300000000,01/05/2020
Manabí,1562079,56,3665,-1.056181000000000,-80.45521700000000,01/05/2020
Morona Santiago,196535,0,176,-2.300000000000000,-78.11666700000001,01/05/2020
Napo,133705,2,121,-0.9890000000000000,-77.81590000000000,01/05/2020
Orellana,161338,1,136,-0.4666670000000000,-76.96666700000000,01/05/2020
Pastaza,114202,1,119,-1.066667000000000,-78.00111099999999,01/05/2020
Pichincha,3228233,44,4829,-0.2186110000000000,-78.50972200000000,01/05/2020
Santa Elena,401178,24,1607,-2.226700000000000,-80.85830000000000,01/05/2020
Sto. Domingo Tsáchilas,511151,9,860,-0.2541670000000000,-79.17194400000000,01/05/2020
Sucumbíos,230503,1,222,0.08472200000000002,-76.88277800000000,01/05/2020
Tungurahua,590600,13,1016,-1.241667000000000,-78.61972200000000,01/05/2020
Zamora Chinchipe,120416,1,101,-4.120000000000000,-78.80000000000000,01/05/2020
Azuay,881394,9,1428,-2.897414000000000,-79.00448100000000,02/05/2020
Bolívar,209933,2,343,-1.605556000000000,-79.00305600000000,02/05/2020
Carchi,186869,2,231,0.8121800000000000,-77.71633000000000,02/05/2020
Cañar,281396,5,473,-2.733333000000000,-78.83333300000000,02/05/2020
Chimborazo,524004,12,1025,-1.674347000000000,-78.64829400000001,02/05/2020
Cotopaxi,488716,6,658,-0.9333330000000000,-78.61666700000001,02/05/2020
El Oro,715751,24,1624,-3.266667000000000,-79.96666700000000,02/05/2020
Esmeraldas,591083,8,655,1.050000000000000,-79.20000000000000,02/05/2020
Galápagos,33042,0,15,-0.7999999999999999,-89.40000000000001,02/05/2020
Guayas,4387434,119,21952,-2.183333000000000,-79.88333299999999,02/05/2020
Imbabura,476257,4,677,0.3626780000000000,-78.13066700000000,02/05/2020
Loja,521154,7,788,-3.983333000000000,-79.20000000000000,02/05/2020
Los Ríos,921763,20,1923,-1.800000000000000,-79.53333300000000,02/05/2020
Manabí,1562079,63,3728,-1.056181000000000,-80.45521700000000,02/05/2020
Morona Santiago,196535,1,177,-2.300000000000000,-78.11666700000001,02/05/2020
Napo,133705,1,122,-0.9890000000000000,-77.81590000000000,02/05/2020
Orellana,161338,2,138,-0.4666670000000000,-76.96666700000000,02/05/2020
Pastaza,114202,1,120,-1.066667000000000,-78.00111099999999,02/05/2020
Pichincha,3228233,42,4871,-0.2186110000000000,-78.50972200000000,02/05/2020
Santa Elena,401178,31,1638,-2.226700000000000,-80.85830000000000,02/05/2020
Sto. Domingo Tsáchilas,511151,9,869,-0.2541670000000000,-79.17194400000000,02/05/2020
Sucumbíos,230503,1,223,0.08472200000000002,-76.88277800000000,02/05/2020
Tungurahua,590600,8,1024,-1.241667000000000,-78.61972200000000,02/05/2020
Zamora Chinchipe,120416,1,102,-4.120000000000000,-78.80000000000000,02/05/2020
Azuay,881394,13,1441,-2.897414000000000,-79.00448100000000,03/05/2020
Bolívar,209933,0,343,-1.605556000000000,-79.00305600000000,03/05/2020
Carchi,186869,3,234,0.8121800000000000,-77.71633000000000,03/05/2020
Cañar,281396,0,473,-2.733333000000000,-78.83333300000000,03/05/2020
Chimborazo,524004,9,1034,-1.674347000000000,-78.64829400000001,03/05/2020
Cotopaxi,488716,10,668,-0.9333330000000000,-78.61666700000001,03/05/2020
El Oro,715751,17,1641,-3.266667000000000,-79.96666700000000,03/05/2020
Esmeraldas,591083,7,662,1.050000000000000,-79.20000000000000,03/05/2020
Galápagos,33042,0,15,-0.7999999999999999,-89.40000000000001,03/05/2020
Guayas,4387434,117,22069,-2.183333000000000,-79.88333299999999,03/05/2020
Imbabura,476257,5,682,0.3626780000000000,-78.13066700000000,03/05/2020
Loja,521154,6,794,-3.983333000000000,-79.20000000000000,03/05/2020
Los Ríos,921763,19,1942,-1.800000000000000,-79.53333300000000,03/05/2020
Manabí,1562079,64,3792,-1.056181000000000,-80.45521700000000,03/05/2020
Morona Santiago,196535,1,178,-2.300000000000000,-78.11666700000001,03/05/2020
Napo,133705,0,122,-0.9890000000000000,-77.81590000000000,03/05/2020
Orellana,161338,2,140,-0.4666670000000000,-76.96666700000000,03/05/2020
Pastaza,114202,2,122,-1.066667000000000,-78.00111099999999,03/05/2020
Pichincha,3228233,53,4924,-0.2186110000000000,-78.50972200000000,03/05/2020
Santa Elena,401178,20,1658,-2.226700000000000,-80.85830000000000,03/05/2020
Sto. Domingo Tsáchilas,511151,10,879,-0.2541670000000000,-79.17194400000000,03/05/2020
Sucumbíos,230503,3,226,0.08472200000000002,-76.88277800000000,03/05/2020
Tungurahua,590600,11,1035,-1.241667000000000,-78.61972200000000,03/05/2020
Zamora Chinchipe,120416,0,102,-4.120000000000000,-78.80000000000000,03/05/2020
Azuay,881394,17,1458,-2.897414000000000,-79.00448100000000,04/05/2020
Bolívar,209933,4,347,-1.605556000000000,-79.00305600000000,04/05/2020
Carchi,186869,0,234,0.8121800000000000,-77.71633000000000,04/05/2020
Cañar,281396,3,476,-2.733333000000000,-78.83333300000000,04/05/2020
Chimborazo,524004,11,1045,-1.674347000000000,-78.64829400000001,04/05/2020
Cotopaxi,488716,4,672,-0.9333330000000000,-78.61666700000001,04/05/2020
El Oro,715751,30,1671,-3.266667000000000,-79.96666700000000,04/05/2020
Esmeraldas,591083,10,672,1.050000000000000,-79.20000000000000,04/05/2020
Galápagos,33042,0,15,-0.7999999999999999,-89.40000000000001,04/05/2020
Guayas,4387434,127,22196,-2.183333000000000,-79.88333299999999,04/05/2020
Imbabura,476257,4,686,0.3626780000000000,-78.13066700000000,04/05/2020
Loja,521154,4,798,-3.983333000000000,-79.20000000000000,04/05/2020
Los Ríos,921763,21,1963,-1.800000000000000,-79.53333300000000,04/05/2020
Manabí,1562079,65,3857,-1.056181000000000,-80.45521700000000,04/05/2020
Morona Santiago,196535,0,178,-2.300000000000000,-78.11666700000001,04/05/2020
Napo,133705,0,122,-0.9890000000000000,-77.81590000000000,04/05/2020
Orellana,161338,0,140,-0.4666670000000000,-76.96666700000000,04/05/2020
Pastaza,114202,0,122,-1.066667000000000,-78.00111099999999,04/05/2020
Pichincha,3228233,47,4971,-0.2186110000000000,-78.50972200000000,04/05/2020
Santa Elena,401178,19,1677,-2.226700000000000,-80.85830000000000,04/05/2020
Sto. Domingo Tsáchilas,511151,12,891,-0.2541670000000000,-79.17194400000000,04/05/2020
Sucumbíos,230503,4,230,0.08472200000000002,-76.88277800000000,04/05/2020
Tungurahua,590600,14,1049,-1.241667000000000,-78.61972200000000,04/05/2020
Zamora Chinchipe,120416,2,104,-4.120000000000000,-78.80000000000000,04/05/2020
