provincia,poblacion,total,acumuladas,lat,lng,created_at
Esmeraldas,591083,6,2091,1.050000000000000,-79.20000000000000,30/11/2020
Galápagos,33042,0,46,-0.7999999999999999,-89.40000000000001,30/11/2020
Guayas,4387434,71,36395,-2.183333000000000,-79.88333299999999,30/11/2020
Imbabura,476257,9,2469,0.3626780000000000,-78.13066700000000,30/11/2020
Loja,521154,7,2690,-3.983333000000000,-79.20000000000000,30/11/2020
Los Ríos,921763,16,4794,-1.800000000000000,-79.53333300000000,30/11/2020
Manabí,1562079,27,9703,-1.056181000000000,-80.45521700000000,30/11/2020
Morona Santiago,196535,0,598,-2.300000000000000,-78.11666700000001,30/11/2020
Napo,133705,3,508,-0.9890000000000000,-77.81590000000000,30/11/2020
Orellana,161338,0,539,-0.4666670000000000,-76.96666700000000,30/11/2020
Pastaza,114202,1,381,-1.066667000000000,-78.00111099999999,30/11/2020
Pichincha,3228233,46,18089,-0.2186110000000000,-78.50972200000000,30/11/2020
Santa Elena,401178,6,2832,-2.226700000000000,-80.85830000000000,30/11/2020
Sto. Domingo Tsáchilas,511151,5,2939,-0.2541670000000000,-79.17194400000000,30/11/2020
Sucumbíos,230503,2,875,0.08472200000000002,-76.88277800000000,30/11/2020
Tungurahua,590600,6,3809,-1.241667000000000,-78.61972200000000,30/11/2020
Zamora Chinchipe,120416,2,356,-4.120000000000000,-78.80000000000000,30/11/2020
Azuay,881394,17,4755,-2.897414000000000,-79.00448100000000,01/12/2020
Bolívar,209933,4,1009,-1.605556000000000,-79.00305600000000,01/12/2020
Carchi,186869,5,877,0.8121800000000000,-77.71633000000000,01/12/2020
Cañar,281396,2,1399,-2.733333000000000,-78.83333300000000,01/12/2020
Chimborazo,524004,8,3184,-1.674347000000000,-78.64829400000001,01/12/2020
Cotopaxi,488716,12,2340,-0.9333330000000000,-78.61666700000001,01/12/2020
El Oro,715751,13,4694,-3.266667000000000,-79.96666700000000,01/12/2020
Esmeraldas,591083,7,2098,1.050000000000000,-79.20000000000000,01/12/2020
Galápagos,33042,0,46,-0.7999999999999999,-89.40000000000001,01/12/2020
Guayas,4387434,66,36461,-2.183333000000000,-79.88333299999999,01/12/2020
Imbabura,476257,4,2473,0.3626780000000000,-78.13066700000000,01/12/2020
Loja,521154,6,2696,-3.983333000000000,-79.20000000000000,01/12/2020
Los Ríos,921763,12,4806,-1.800000000000000,-79.53333300000000,01/12/2020
Manabí,1562079,23,9726,-1.056181000000000,-80.45521700000000,01/12/2020
Morona Santiago,196535,1,599,-2.300000000000000,-78.11666700000001,01/12/2020
Napo,133705,1,509,-0.9890000000000000,-77.81590000000000,01/12/2020
Orellana,161338,1,540,-0.4666670000000000,-76.96666700000000,01/12/2020
Pastaza,114202,1,382,-1.066667000000000,-78.00111099999999,01/12/2020
Pichincha,3228233,48,18137,-0.2186110000000000,-78.50972200000000,01/12/2020
Santa Elena,401178,7,2839,-2.226700000000000,-80.85830000000000,01/12/2020
Sto. Domingo Tsáchilas,511151,11,2950,-0.2541670000000000,-79.17194400000000,01/12/2020
Sucumbíos,230503,3,878,0.08472200000000002,-76.88277800000000,01/12/2020
Tungurahua,590600,17,3826,-1.241667000000000,-78.61972200000000,01/12/2020
Zamora Chinchipe,120416,1,357,-4.120000000000000,-78.80000000000000,01/12/2020
Azuay,881394,14,4769,-2.897414000000000,-79.00448100000000,02/12/2020
Bolívar,209933,3,1012,-1.605556000000000,-79.00305600000000,02/12/2020
Carchi,186869,2,879,0.8121800000000000,-77.71633000000000,02/12/2020
Cañar,281396,4,1403,-2.733333000000000,-78.83333300000000,02/12/2020
Chimborazo,524004,10,3194,-1.674347000000000,-78.64829400000001,02/12/2020
Cotopaxi,488716,12,2352,-0.9333330000000000,-78.61666700000001,02/12/2020
El Oro,715751,13,4707,-3.266667000000000,-79.96666700000000,02/12/2020
Esmeraldas,591083,0,2098,1.050000000000000,-79.20000000000000,02/12/2020
Galápagos,33042,2,48,-0.7999999999999999,-89.40000000000001,02/12/2020
Guayas,4387434,72,36533,-2.183333000000000,-79.88333299999999,02/12/2020
Imbabura,476257,6,2479,0.3626780000000000,-78.13066700000000,02/12/2020
Loja,521154,3,2699,-3.983333000000000,-79.20000000000000,02/12/2020
Los Ríos,921763,12,4818,-1.800000000000000,-79.53333300000000,02/12/2020
Manabí,1562079,28,9754,-1.056181000000000,-80.45521700000000,02/12/2020
Morona Santiago,196535,2,601,-2.300000000000000,-78.11666700000001,02/12/2020
Napo,133705,4,513,-0.9890000000000000,-77.81590000000000,02/12/2020
Orellana,161338,2,542,-0.4666670000000000,-76.96666700000000,02/12/2020
Pastaza,114202,2,384,-1.066667000000000,-78.00111099999999,02/12/2020
Pichincha,3228233,40,18177,-0.2186110000000000,-78.50972200000000,02/12/2020
Santa Elena,401178,4,2843,-2.226700000000000,-80.85830000000000,02/12/2020
Sto. Domingo Tsáchilas,511151,7,2957,-0.2541670000000000,-79.17194400000000,02/12/2020
Sucumbíos,230503,1,879,0.08472200000000002,-76.88277800000000,02/12/2020
Tungurahua,590600,6,3832,-1.241667000000000,-78.61972200000000,02/12/2020
Zamora Chinchipe,120416,0,357,-4.120000000000000,-78.80000000000000,02/12/2020
Azuay,881394,13,4782,-2.897414000000000,-79.00448100000000,03/12/2020
Bolívar,209933,2,1014,-1.605556000000000,-79.00305600000000,03/12/2020
Carchi,186869,5,884,0.8121800000000000,-77.71633000000000,03/12/2020
Cañar,281396,6,1409,-2.733333000000000,-78.83333300000000,03/12/2020
Chimborazo,524004,5,3199,-1.674347000000000,-78.64829400000001,03/12/2020
Cotopaxi,488716,5,2357,-0.9333330000000000,-78.61666700000001,03/12/2020
El Oro,715751,10,4717,-3.266667000000000,-79.96666700000000,03/12/2020
Esmeraldas,591083,3,2101,1.050000000000000,-79.20000000000000,03/12/2020
Galápagos,33042,0,48,-0.7999999999999999,-89.40000000000001,03/12/2020
Guayas,4387434,70,36603,-2.183333000000000,-79.88333299999999,03/12/2020
Imbabura,476257,10,2489,0.3626780000000000,-78.13066700000000,03/12/2020
Loja,521154,12,2711,-3.983333000000000,-79.20000000000000,03/12/2020
Los Ríos,921763,13,4831,-1.800000000000000,-79.53333300000000,03/12/2020
Manabí,1562079,18,9772,-1.056181000000000,-80.45521700000000,03/12/2020
Morona Santiago,196535,3,604,-2.300000000000000,-78.11666700000001,03/12/2020
Napo,133705,0,513,-0.9890000000000000,-77.81590000000000,03/12/2020
Orellana,161338,0,542,-0.4666670000000000,-76.96666700000000,03/12/2020
Pastaza,114202,5,389,-1.066667000000000,-78.00111099999999,03/12/2020
Pichincha,3228233,59,18236,-0.2186110000000000,-78.50972200000000,03/12/2020
Santa Elena,401178,6,2849,-2.226700000000000,-80.85830000000000,03/12/2020
Sto. Domingo Tsáchilas,511151,7,2964,-0.2541670000000000,-79.17194400000000,03/12/2020
Sucumbíos,230503,0,879,0.08472200000000002,-76.88277800000000,03/12/2020
Tungurahua,590600,8,3840,-1.241667000000000,-78.61972200000000,03/12/2020
Zamora Chinchipe,120416,0,357,-4.120000000000000,-78.80000000000000,03/12/2020
Azuay,881394,16,4798,-2.897414000000000,-79.00448100000000,04/12/2020
Bolívar,209933,4,1018,-1.605556000000000,-79.00305600000000,04/12/2020
Carchi,186869,0,884,0.8121800000000000,-77.71633000000000,04/12/2020
Cañar,281396,2,1411,-2.733333000000000,-78.83333300000000,04/12/2020
Chimborazo,524004,5,3204,-1.674347000000000,-78.64829400000001,04/12/2020
Cotopaxi,488716,5,2362,-0.9333330000000000,-78.61666700000001,04/12/2020
El Oro,715751,7,4724,-3.266667000000000,-79.96666700000000,04/12/2020
Esmeraldas,591083,5,2106,1.050000000000000,-79.20000000000000,04/12/2020
Galápagos,33042,1,49,-0.7999999999999999,-89.40000000000001,04/12/2020
Guayas,4387434,58,36661,-2.183333000000000,-79.88333299999999,04/12/2020
Imbabura,476257,6,2495,0.3626780000000000,-78.13066700000000,04/12/2020
Loja,521154,4,2715,-3.983333000000000,-79.20000000000000,04/12/2020
Los Ríos,921763,15,4846,-1.800000000000000,-79.53333300000000,04/12/2020
Manabí,1562079,21,9793,-1.056181000000000,-80.45521700000000,04/12/2020
Morona Santiago,196535,2,606,-2.300000000000000,-78.11666700000001,04/12/2020
Napo,133705,1,514,-0.9890000000000000,-77.81590000000000,04/12/2020
Orellana,161338,1,543,-0.4666670000000000,-76.96666700000000,04/12/2020
Pastaza,114202,3,392,-1.066667000000000,-78.00111099999999,04/12/2020
Pichincha,3228233,48,18284,-0.2186110000000000,-78.50972200000000,04/12/2020
Santa Elena,401178,4,2853,-2.226700000000000,-80.85830000000000,04/12/2020
Sto. Domingo Tsáchilas,511151,9,2973,-0.2541670000000000,-79.17194400000000,04/12/2020
Sucumbíos,230503,1,880,0.08472200000000002,-76.88277800000000,04/12/2020
Tungurahua,590600,16,3856,-1.241667000000000,-78.61972200000000,04/12/2020
Zamora Chinchipe,120416,2,359,-4.120000000000000,-78.80000000000000,04/12/2020
Azuay,881394,12,4810,-2.897414000000000,-79.00448100000000,05/12/2020
Bolívar,209933,4,1022,-1.605556000000000,-79.00305600000000,05/12/2020
Carchi,186869,0,884,0.8121800000000000,-77.71633000000000,05/12/2020
Cañar,281396,3,1414,-2.733333000000000,-78.83333300000000,05/12/2020
Chimborazo,524004,13,3217,-1.674347000000000,-78.64829400000001,05/12/2020
Cotopaxi,488716,6,2368,-0.9333330000000000,-78.61666700000001,05/12/2020
El Oro,715751,9,4733,-3.266667000000000,-79.96666700000000,05/12/2020
Esmeraldas,591083,6,2112,1.050000000000000,-79.20000000000000,05/12/2020
Galápagos,33042,0,49,-0.7999999999999999,-89.40000000000001,05/12/2020
Guayas,4387434,62,36723,-2.183333000000000,-79.88333299999999,05/12/2020
Imbabura,476257,10,2505,0.3626780000000000,-78.13066700000000,05/12/2020
Loja,521154,6,2721,-3.983333000000000,-79.20000000000000,05/12/2020
Los Ríos,921763,9,4855,-1.800000000000000,-79.53333300000000,05/12/2020
Manabí,1562079,37,9830,-1.056181000000000,-80.45521700000000,05/12/2020
Morona Santiago,196535,1,607,-2.300000000000000,-78.11666700000001,05/12/2020
Napo,133705,1,515,-0.9890000000000000,-77.81590000000000,05/12/2020
Orellana,161338,1,544,-0.4666670000000000,-76.96666700000000,05/12/2020
Pastaza,114202,0,392,-1.066667000000000,-78.00111099999999,05/12/2020
Pichincha,3228233,40,18324,-0.2186110000000000,-78.50972200000000,05/12/2020
Santa Elena,401178,4,2857,-2.226700000000000,-80.85830000000000,05/12/2020
Sto. Domingo Tsáchilas,511151,5,2978,-0.2541670000000000,-79.17194400000000,05/12/2020
Sucumbíos,230503,0,880,0.08472200000000002,-76.88277800000000,05/12/2020
Tungurahua,590600,7,3863,-1.241667000000000,-78.61972200000000,05/12/2020
Zamora Chinchipe,120416,1,360,-4.120000000000000,-78.80000000000000,05/12/2020
Azuay,881394,11,4821,-2.897414000000000,-79.00448100000000,06/12/2020
Bolívar,209933,3,1025,-1.605556000000000,-79.00305600000000,06/12/2020
Carchi,186869,4,888,0.8121800000000000,-77.71633000000000,06/12/2020
Cañar,281396,7,1421,-2.733333000000000,-78.83333300000000,06/12/2020
Chimborazo,524004,9,3226,-1.674347000000000,-78.64829400000001,06/12/2020
Cotopaxi,488716,9,2377,-0.9333330000000000,-78.61666700000001,06/12/2020
El Oro,715751,14,4747,-3.266667000000000,-79.96666700000000,06/12/2020
Esmeraldas,591083,8,2120,1.050000000000000,-79.20000000000000,06/12/2020
Galápagos,33042,0,49,-0.7999999999999999,-89.40000000000001,06/12/2020
Guayas,4387434,54,36777,-2.183333000000000,-79.88333299999999,06/12/2020
Imbabura,476257,6,2511,0.3626780000000000,-78.13066700000000,06/12/2020
Loja,521154,11,2732,-3.983333000000000,-79.20000000000000,06/12/2020
Los Ríos,921763,8,4863,-1.800000000000000,-79.53333300000000,06/12/2020
Manabí,1562079,35,9865,-1.056181000000000,-80.45521700000000,06/12/2020
Morona Santiago,196535,3,610,-2.300000000000000,-78.11666700000001,06/12/2020
Napo,133705,0,515,-0.9890000000000000,-77.81590000000000,06/12/2020
Orellana,161338,1,545,-0.4666670000000000,-76.96666700000000,06/12/2020
Pastaza,114202,1,393,-1.066667000000000,-78.00111099999999,06/12/2020
Pichincha,3228233,58,18382,-0.2186110000000000,-78.50972200000000,06/12/2020
Santa Elena,401178,6,2863,-2.226700000000000,-80.85830000000000,06/12/2020
Sto. Domingo Tsáchilas,511151,9,2987,-0.2541670000000000,-79.17194400000000,06/12/2020
Sucumbíos,230503,1,881,0.08472200000000002,-76.88277800000000,06/12/2020
Tungurahua,590600,17,3880,-1.241667000000000,-78.61972200000000,06/12/2020
Zamora Chinchipe,120416,0,360,-4.120000000000000,-78.80000000000000,06/12/2020
Azuay,881394,19,4840,-2.897414000000000,-79.00448100000000,07/12/2020
Bolívar,209933,5,1030,-1.605556000000000,-79.00305600000000,07/12/2020
Carchi,186869,2,890,0.8121800000000000,-77.71633000000000,07/12/2020
Cañar,281396,3,1424,-2.733333000000000,-78.83333300000000,07/12/2020
Chimborazo,524004,7,3233,-1.674347000000000,-78.64829400000001,07/12/2020
Cotopaxi,488716,7,2384,-0.9333330000000000,-78.61666700000001,07/12/2020
El Oro,715751,9,4756,-3.266667000000000,-79.96666700000000,07/12/2020
Esmeraldas,591083,2,2122,1.050000000000000,-79.20000000000000,07/12/2020
Galápagos,33042,0,49,-0.7999999999999999,-89.40000000000001,07/12/2020
Guayas,4387434,71,36848,-2.183333000000000,-79.88333299999999,07/12/2020
Imbabura,476257,6,2517,0.3626780000000000,-78.13066700000000,07/12/2020
Loja,521154,12,2744,-3.983333000000000,-79.20000000000000,07/12/2020
Los Ríos,921763,13,4876,-1.800000000000000,-79.53333300000000,07/12/2020
Manabí,1562079,13,9878,-1.056181000000000,-80.45521700000000,07/12/2020
Morona Santiago,196535,1,611,-2.300000000000000,-78.11666700000001,07/12/2020
Napo,133705,2,517,-0.9890000000000000,-77.81590000000000,07/12/2020
Orellana,161338,1,546,-0.4666670000000000,-76.96666700000000,07/12/2020
Pastaza,114202,0,393,-1.066667000000000,-78.00111099999999,07/12/2020
Pichincha,3228233,35,18417,-0.2186110000000000,-78.50972200000000,07/12/2020
Santa Elena,401178,0,2863,-2.226700000000000,-80.85830000000000,07/12/2020
Sto. Domingo Tsáchilas,511151,9,2996,-0.2541670000000000,-79.17194400000000,07/12/2020
Sucumbíos,230503,4,885,0.08472200000000002,-76.88277800000000,07/12/2020
Tungurahua,590600,10,3890,-1.241667000000000,-78.61972200000000,07/12/2020
Zamora Chinchipe,120416,1,361,-4.120000000000000,-78.80000000000000,07/12/2020
Azuay,881394,11,4851,-2.897414000000000,-79.00448100000000,08/12/2020
Bolívar,209933,3,1033,-1.605556000000000,-79.00305600000000,08/12/2020
Carchi,186869,1,891,0.8121800000000000,-77.71633000000000,08/12/2020
Cañar,281396,3,1427,-2.733333000000000,-78.83333300000000,08/12/2020
Chimborazo,524004,6,3239,-1.674347000000000,-78.64829400000001,08/12/2020
Cotopaxi,488716,5,2389,-0.9333330000000000,-78.61666700000001,08/12/2020
El Oro,715751,5,4761,-3.266667000000000,-79.96666700000000,08/12/2020
Esmeraldas,591083,3,2125,1.050000000000000,-79.20000000000000,08/12/2020
Galápagos,33042,0,49,-0.7999999999999999,-89.40000000000001,08/12/2020
Guayas,4387434,62,36910,-2.183333000000000,-79.88333299999999,08/12/2020
Imbabura,476257,6,2523,0.3626780000000000,-78.13066700000000,08/12/2020
Loja,521154,9,2753,-3.983333000000000,-79.20000000000000,08/12/2020
Los Ríos,921763,6,4882,-1.800000000000000,-79.53333300000000,08/12/2020
Manabí,1562079,27,9905,-1.056181000000000,-80.45521700000000,08/12/2020
Morona Santiago,196535,3,614,-2.300000000000000,-78.11666700000001,08/12/2020
Napo,133705,0,517,-0.9890000000000000,-77.81590000000000,08/12/2020
Orellana,161338,1,547,-0.4666670000000000,-76.96666700000000,08/12/2020
Pastaza,114202,0,393,-1.066667000000000,-78.00111099999999,08/12/2020
Pichincha,3228233,48,18465,-0.2186110000000000,-78.50972200000000,08/12/2020
Santa Elena,401178,6,2869,-2.226700000000000,-80.85830000000000,08/12/2020
Sto. Domingo Tsáchilas,511151,6,3002,-0.2541670000000000,-79.17194400000000,08/12/2020
Sucumbíos,230503,1,886,0.08472200000000002,-76.88277800000000,08/12/2020
Tungurahua,590600,8,3898,-1.241667000000000,-78.61972200000000,08/12/2020
Zamora Chinchipe,120416,1,362,-4.120000000000000,-78.80000000000000,08/12/2020
Azuay,881394,11,4862,-2.897414000000000,-79.00448100000000,09/12/2020
Bolívar,209933,8,1041,-1.605556000000000,-79.00305600000000,09/12/2020
Carchi,186869,4,895,0.8121800000000000,-77.71633000000000,09/12/2020
Cañar,281396,7,1434,-2.733333000000000,-78.83333300000000,09/12/2020
Chimborazo,524004,4,3243,-1.674347000000000,-78.64829400000001,09/12/2020
Cotopaxi,488716,8,2397,-0.9333330000000000,-78.61666700000001,09/12/2020
El Oro,715751,11,4772,-3.266667000000000,-79.96666700000000,09/12/2020
Esmeraldas,591083,3,2128,1.050000000000000,-79.20000000000000,09/12/2020
Galápagos,33042,0,49,-0.7999999999999999,-89.40000000000001,09/12/2020
Guayas,4387434,65,36975,-2.183333000000000,-79.88333299999999,09/12/2020
Imbabura,476257,10,2533,0.3626780000000000,-78.13066700000000,09/12/2020
Loja,521154,8,2761,-3.983333000000000,-79.20000000000000,09/12/2020
Los Ríos,921763,11,4893,-1.800000000000000,-79.53333300000000,09/12/2020
Manabí,1562079,23,9928,-1.056181000000000,-80.45521700000000,09/12/2020
Morona Santiago,196535,4,618,-2.300000000000000,-78.11666700000001,09/12/2020
Napo,133705,2,519,-0.9890000000000000,-77.81590000000000,09/12/2020
Orellana,161338,1,548,-0.4666670000000000,-76.96666700000000,09/12/2020
Pastaza,114202,1,394,-1.066667000000000,-78.00111099999999,09/12/2020
Pichincha,3228233,41,18506,-0.2186110000000000,-78.50972200000000,09/12/2020
Santa Elena,401178,6,2875,-2.226700000000000,-80.85830000000000,09/12/2020
Sto. Domingo Tsáchilas,511151,6,3008,-0.2541670000000000,-79.17194400000000,09/12/2020
Sucumbíos,230503,2,888,0.08472200000000002,-76.88277800000000,09/12/2020
Tungurahua,590600,4,3902,-1.241667000000000,-78.61972200000000,09/12/2020
Zamora Chinchipe,120416,0,362,-4.120000000000000,-78.80000000000000,09/12/2020
Azuay,881394,7,4869,-2.897414000000000,-79.00448100000000,10/12/2020
Bolívar,209933,0,1041,-1.605556000000000,-79.00305600000000,10/12/2020
Carchi,186869,4,899,0.8121800000000000,-77.71633000000000,10/12/2020
Cañar,281396,7,1441,-2.733333000000000,-78.83333300000000,10/12/2020
Chimborazo,524004,10,3253,-1.674347000000000,-78.64829400000001,10/12/2020
Cotopaxi,488716,4,2401,-0.9333330000000000,-78.61666700000001,10/12/2020
El Oro,715751,9,4781,-3.266667000000000,-79.96666700000000,10/12/2020
Esmeraldas,591083,3,2131,1.050000000000000,-79.20000000000000,10/12/2020
Galápagos,33042,0,49,-0.7999999999999999,-89.40000000000001,10/12/2020
Guayas,4387434,72,37047,-2.183333000000000,-79.88333299999999,10/12/2020
Imbabura,476257,4,2537,0.3626780000000000,-78.13066700000000,10/12/2020
Loja,521154,4,2765,-3.983333000000000,-79.20000000000000,10/12/2020
Los Ríos,921763,20,4913,-1.800000000000000,-79.53333300000000,10/12/2020
Manabí,1562079,31,9959,-1.056181000000000,-80.45521700000000,10/12/2020
Morona Santiago,196535,0,618,-2.300000000000000,-78.11666700000001,10/12/2020
Napo,133705,2,521,-0.9890000000000000,-77.81590000000000,10/12/2020
Orellana,161338,1,549,-0.4666670000000000,-76.96666700000000,10/12/2020
Pastaza,114202,1,395,-1.066667000000000,-78.00111099999999,10/12/2020
Pichincha,3228233,42,18548,-0.2186110000000000,-78.50972200000000,10/12/2020
Santa Elena,401178,6,2881,-2.226700000000000,-80.85830000000000,10/12/2020
Sto. Domingo Tsáchilas,511151,7,3015,-0.2541670000000000,-79.17194400000000,10/12/2020
Sucumbíos,230503,1,889,0.08472200000000002,-76.88277800000000,10/12/2020
Tungurahua,590600,10,3912,-1.241667000000000,-78.61972200000000,10/12/2020
Zamora Chinchipe,120416,0,362,-4.120000000000000,-78.80000000000000,10/12/2020
Azuay,881394,13,4882,-2.897414000000000,-79.00448100000000,11/12/2020
Bolívar,209933,1,1042,-1.605556000000000,-79.00305600000000,11/12/2020
Carchi,186869,2,901,0.8121800000000000,-77.71633000000000,11/12/2020
Cañar,281396,2,1443,-2.733333000000000,-78.83333300000000,11/12/2020
Chimborazo,524004,5,3258,-1.674347000000000,-78.64829400000001,11/12/2020
Cotopaxi,488716,3,2404,-0.9333330000000000,-78.61666700000001,11/12/2020
El Oro,715751,8,4789,-3.266667000000000,-79.96666700000000,11/12/2020
Esmeraldas,591083,3,2134,1.050000000000000,-79.20000000000000,11/12/2020
Galápagos,33042,0,49,-0.7999999999999999,-89.40000000000001,11/12/2020
Guayas,4387434,77,37124,-2.183333000000000,-79.88333299999999,11/12/2020
Imbabura,476257,8,2545,0.3626780000000000,-78.13066700000000,11/12/2020
Loja,521154,8,2773,-3.983333000000000,-79.20000000000000,11/12/2020
Los Ríos,921763,7,4920,-1.800000000000000,-79.53333300000000,11/12/2020
Manabí,1562079,19,9978,-1.056181000000000,-80.45521700000000,11/12/2020
Morona Santiago,196535,0,618,-2.300000000000000,-78.11666700000001,11/12/2020
Napo,133705,4,525,-0.9890000000000000,-77.81590000000000,11/12/2020
Orellana,161338,1,550,-0.4666670000000000,-76.96666700000000,11/12/2020
Pastaza,114202,1,396,-1.066667000000000,-78.00111099999999,11/12/2020
Pichincha,3228233,47,18595,-0.2186110000000000,-78.50972200000000,11/12/2020
Santa Elena,401178,2,2883,-2.226700000000000,-80.85830000000000,11/12/2020
Sto. Domingo Tsáchilas,511151,8,3023,-0.2541670000000000,-79.17194400000000,11/12/2020
Sucumbíos,230503,2,891,0.08472200000000002,-76.88277800000000,11/12/2020
Tungurahua,590600,12,3924,-1.241667000000000,-78.61972200000000,11/12/2020
Zamora Chinchipe,120416,0,362,-4.120000000000000,-78.80000000000000,11/12/2020
Azuay,881394,14,4896,-2.897414000000000,-79.00448100000000,12/12/2020
Bolívar,209933,1,1043,-1.605556000000000,-79.00305600000000,12/12/2020
Carchi,186869,3,904,0.8121800000000000,-77.71633000000000,12/12/2020
Cañar,281396,3,1446,-2.733333000000000,-78.83333300000000,12/12/2020
Chimborazo,524004,7,3265,-1.674347000000000,-78.64829400000001,12/12/2020
Cotopaxi,488716,8,2412,-0.9333330000000000,-78.61666700000001,12/12/2020
El Oro,715751,8,4797,-3.266667000000000,-79.96666700000000,12/12/2020
Esmeraldas,591083,2,2136,1.050000000000000,-79.20000000000000,12/12/2020
Galápagos,33042,1,50,-0.7999999999999999,-89.40000000000001,12/12/2020
Guayas,4387434,53,37177,-2.183333000000000,-79.88333299999999,12/12/2020
Imbabura,476257,13,2558,0.3626780000000000,-78.13066700000000,12/12/2020
Loja,521154,6,2779,-3.983333000000000,-79.20000000000000,12/12/2020
Los Ríos,921763,12,4932,-1.800000000000000,-79.53333300000000,12/12/2020
Manabí,1562079,19,9997,-1.056181000000000,-80.45521700000000,12/12/2020
Morona Santiago,196535,1,619,-2.300000000000000,-78.11666700000001,12/12/2020
Napo,133705,0,525,-0.9890000000000000,-77.81590000000000,12/12/2020
Orellana,161338,1,551,-0.4666670000000000,-76.96666700000000,12/12/2020
Pastaza,114202,2,398,-1.066667000000000,-78.00111099999999,12/12/2020
Pichincha,3228233,46,18641,-0.2186110000000000,-78.50972200000000,12/12/2020
Santa Elena,401178,4,2887,-2.226700000000000,-80.85830000000000,12/12/2020
Sto. Domingo Tsáchilas,511151,7,3030,-0.2541670000000000,-79.17194400000000,12/12/2020
Sucumbíos,230503,2,893,0.08472200000000002,-76.88277800000000,12/12/2020
Tungurahua,590600,11,3935,-1.241667000000000,-78.61972200000000,12/12/2020
Zamora Chinchipe,120416,0,362,-4.120000000000000,-78.80000000000000,12/12/2020
Azuay,881394,8,4904,-2.897414000000000,-79.00448100000000,13/12/2020
Bolívar,209933,6,1049,-1.605556000000000,-79.00305600000000,13/12/2020
Carchi,186869,4,908,0.8121800000000000,-77.71633000000000,13/12/2020
Cañar,281396,4,1450,-2.733333000000000,-78.83333300000000,13/12/2020
Chimborazo,524004,5,3270,-1.674347000000000,-78.64829400000001,13/12/2020
Cotopaxi,488716,6,2418,-0.9333330000000000,-78.61666700000001,13/12/2020
El Oro,715751,14,4811,-3.266667000000000,-79.96666700000000,13/12/2020
Esmeraldas,591083,5,2141,1.050000000000000,-79.20000000000000,13/12/2020
Galápagos,33042,0,50,-0.7999999999999999,-89.40000000000001,13/12/2020
Guayas,4387434,73,37250,-2.183333000000000,-79.88333299999999,13/12/2020
Imbabura,476257,8,2566,0.3626780000000000,-78.13066700000000,13/12/2020
Loja,521154,10,2789,-3.983333000000000,-79.20000000000000,13/12/2020
Los Ríos,921763,6,4938,-1.800000000000000,-79.53333300000000,13/12/2020
Manabí,1562079,19,10016,-1.056181000000000,-80.45521700000000,13/12/2020
Morona Santiago,196535,2,621,-2.300000000000000,-78.11666700000001,13/12/2020
Napo,133705,3,528,-0.9890000000000000,-77.81590000000000,13/12/2020
Orellana,161338,0,551,-0.4666670000000000,-76.96666700000000,13/12/2020
Pastaza,114202,1,399,-1.066667000000000,-78.00111099999999,13/12/2020
Pichincha,3228233,51,18692,-0.2186110000000000,-78.50972200000000,13/12/2020
Santa Elena,401178,5,2892,-2.226700000000000,-80.85830000000000,13/12/2020
Sto. Domingo Tsáchilas,511151,9,3039,-0.2541670000000000,-79.17194400000000,13/12/2020
Sucumbíos,230503,3,896,0.08472200000000002,-76.88277800000000,13/12/2020
Tungurahua,590600,8,3943,-1.241667000000000,-78.61972200000000,13/12/2020
Zamora Chinchipe,120416,0,362,-4.120000000000000,-78.80000000000000,13/12/2020
Azuay,881394,12,4916,-2.897414000000000,-79.00448100000000,14/12/2020
Bolívar,209933,4,1053,-1.605556000000000,-79.00305600000000,14/12/2020
Carchi,186869,1,909,0.8121800000000000,-77.71633000000000,14/12/2020
Cañar,281396,3,1453,-2.733333000000000,-78.83333300000000,14/12/2020
Chimborazo,524004,3,3273,-1.674347000000000,-78.64829400000001,14/12/2020
Cotopaxi,488716,9,2427,-0.9333330000000000,-78.61666700000001,14/12/2020
El Oro,715751,11,4822,-3.266667000000000,-79.96666700000000,14/12/2020
Esmeraldas,591083,4,2145,1.050000000000000,-79.20000000000000,14/12/2020
Galápagos,33042,0,50,-0.7999999999999999,-89.40000000000001,14/12/2020
Guayas,4387434,65,37315,-2.183333000000000,-79.88333299999999,14/12/2020
Imbabura,476257,9,2575,0.3626780000000000,-78.13066700000000,14/12/2020
Loja,521154,9,2798,-3.983333000000000,-79.20000000000000,14/12/2020
Los Ríos,921763,5,4943,-1.800000000000000,-79.53333300000000,14/12/2020
Manabí,1562079,11,10027,-1.056181000000000,-80.45521700000000,14/12/2020
Morona Santiago,196535,3,624,-2.300000000000000,-78.11666700000001,14/12/2020
Napo,133705,1,529,-0.9890000000000000,-77.81590000000000,14/12/2020
Orellana,161338,0,551,-0.4666670000000000,-76.96666700000000,14/12/2020
Pastaza,114202,1,400,-1.066667000000000,-78.00111099999999,14/12/2020
Pichincha,3228233,56,18748,-0.2186110000000000,-78.50972200000000,14/12/2020
Santa Elena,401178,14,2906,-2.226700000000000,-80.85830000000000,14/12/2020
Sto. Domingo Tsáchilas,511151,6,3045,-0.2541670000000000,-79.17194400000000,14/12/2020
Sucumbíos,230503,2,898,0.08472200000000002,-76.88277800000000,14/12/2020
Tungurahua,590600,2,3945,-1.241667000000000,-78.61972200000000,14/12/2020
