provincia,poblacion,total,acumuladas,lat,lng,mes
Azuay,881394,506,506,-2.897414000000000,-79.00448100000000,1
Bolívar,209933,110,110,-1.605556000000000,-79.00305600000000,1
Carchi,186869,151,151,0.8121800000000000,-77.71633000000000,1
Cañar,281396,139,139,-2.733333000000000,-78.83333300000000,1
Chimborazo,524004,320,320,-1.674347000000000,-78.64829400000001,1
Cotopaxi,488716,279,279,-0.9333330000000000,-78.61666700000001,1
El Oro,715751,443,443,-3.266667000000000,-79.96666700000000,1
Esmeraldas,591083,176,176,1.050000000000000,-79.20000000000000,1
Galápagos,33042,12,12,-0.7999999999999999,-89.40000000000001,1
Guayas,4387434,2667,2667,-2.183333000000000,-79.88333299999999,1
Imbabura,476257,275,275,0.3626780000000000,-78.13066700000000,1
Loja,521154,250,250,-3.983333000000000,-79.20000000000000,1
Los Ríos,921763,441,441,-1.800000000000000,-79.53333300000000,1
Manabí,1562079,779,779,-1.056181000000000,-80.45521700000000,1
Morona Santiago,196535,57,57,-2.300000000000000,-78.11666700000001,1
Napo,133705,57,57,-0.9890000000000000,-77.81590000000000,1
Orellana,161338,46,46,-0.4666670000000000,-76.96666700000000,1
Pastaza,114202,42,42,-1.066667000000000,-78.00111099999999,1
Pichincha,3228233,1829,1829,-0.2186110000000000,-78.50972200000000,1
Santa Elena,401178,179,179,-2.226700000000000,-80.85830000000000,1
Sto. Domingo Tsáchilas,511151,246,246,-0.2541670000000000,-79.17194400000000,1
Sucumbíos,230503,85,85,0.08472200000000002,-76.88277800000000,1
Tungurahua,590600,448,448,-1.241667000000000,-78.61972200000000,1
Zamora Chinchipe,120416,33,33,-4.120000000000000,-78.80000000000000,1
Azuay,881394,479,985,-2.897414000000000,-79.00448100000000,2
Bolívar,209933,94,204,-1.605556000000000,-79.00305600000000,2
Carchi,186869,73,224,0.8121800000000000,-77.71633000000000,2
Cañar,281396,132,271,-2.733333000000000,-78.83333300000000,2
Chimborazo,524004,266,586,-1.674347000000000,-78.64829400000001,2
Cotopaxi,488716,273,552,-0.9333330000000000,-78.61666700000001,2
El Oro,715751,466,909,-3.266667000000000,-79.96666700000000,2
Esmeraldas,591083,195,371,1.050000000000000,-79.20000000000000,2
Galápagos,33042,6,18,-0.7999999999999999,-89.40000000000001,2
Guayas,4387434,2467,5134,-2.183333000000000,-79.88333299999999,2
Imbabura,476257,237,512,0.3626780000000000,-78.13066700000000,2
Loja,521154,287,537,-3.983333000000000,-79.20000000000000,2
Los Ríos,921763,471,912,-1.800000000000000,-79.53333300000000,2
Manabí,1562079,868,1647,-1.056181000000000,-80.45521700000000,2
Morona Santiago,196535,48,105,-2.300000000000000,-78.11666700000001,2
Napo,133705,41,98,-0.9890000000000000,-77.81590000000000,2
Orellana,161338,44,90,-0.4666670000000000,-76.96666700000000,2
Pastaza,114202,29,71,-1.066667000000000,-78.00111099999999,2
Pichincha,3228233,1626,3455,-0.2186110000000000,-78.50972200000000,2
Santa Elena,401178,132,311,-2.226700000000000,-80.85830000000000,2
Sto. Domingo Tsáchilas,511151,269,515,-0.2541670000000000,-79.17194400000000,2
Sucumbíos,230503,75,160,0.08472200000000002,-76.88277800000000,2
Tungurahua,590600,352,800,-1.241667000000000,-78.61972200000000,2
Zamora Chinchipe,120416,36,69,-4.120000000000000,-78.80000000000000,2
Azuay,881394,526,1511,-2.897414000000000,-79.00448100000000,3
Bolívar,209933,149,353,-1.605556000000000,-79.00305600000000,3
Carchi,186869,96,320,0.8121800000000000,-77.71633000000000,3
Cañar,281396,170,441,-2.733333000000000,-78.83333300000000,3
Chimborazo,524004,335,921,-1.674347000000000,-78.64829400000001,3
Cotopaxi,488716,265,817,-0.9333330000000000,-78.61666700000001,3
El Oro,715751,498,1407,-3.266667000000000,-79.96666700000000,3
Esmeraldas,591083,297,668,1.050000000000000,-79.20000000000000,3
Galápagos,33042,12,30,-0.7999999999999999,-89.40000000000001,3
Guayas,4387434,3154,8288,-2.183333000000000,-79.88333299999999,3
Imbabura,476257,250,762,0.3626780000000000,-78.13066700000000,3
Loja,521154,457,994,-3.983333000000000,-79.20000000000000,3
Los Ríos,921763,593,1505,-1.800000000000000,-79.53333300000000,3
Manabí,1562079,1147,2794,-1.056181000000000,-80.45521700000000,3
Morona Santiago,196535,61,166,-2.300000000000000,-78.11666700000001,3
Napo,133705,51,149,-0.9890000000000000,-77.81590000000000,3
Orellana,161338,56,146,-0.4666670000000000,-76.96666700000000,3
Pastaza,114202,47,118,-1.066667000000000,-78.00111099999999,3
Pichincha,3228233,1935,5390,-0.2186110000000000,-78.50972200000000,3
Santa Elena,401178,202,513,-2.226700000000000,-80.85830000000000,3
Sto. Domingo Tsáchilas,511151,389,904,-0.2541670000000000,-79.17194400000000,3
Sucumbíos,230503,103,263,0.08472200000000002,-76.88277800000000,3
Tungurahua,590600,361,1161,-1.241667000000000,-78.61972200000000,3
Zamora Chinchipe,120416,40,109,-4.120000000000000,-78.80000000000000,3
Azuay,881394,599,2110,-2.897414000000000,-79.00448100000000,4
Bolívar,209933,145,498,-1.605556000000000,-79.00305600000000,4
Carchi,186869,105,425,0.8121800000000000,-77.71633000000000,4
Cañar,281396,153,594,-2.733333000000000,-78.83333300000000,4
Chimborazo,524004,379,1300,-1.674347000000000,-78.64829400000001,4
Cotopaxi,488716,311,1128,-0.9333330000000000,-78.61666700000001,4
El Oro,715751,710,2117,-3.266667000000000,-79.96666700000000,4
Esmeraldas,591083,279,947,1.050000000000000,-79.20000000000000,4
Galápagos,33042,9,39,-0.7999999999999999,-89.40000000000001,4
Guayas,4387434,3741,12029,-2.183333000000000,-79.88333299999999,4
Imbabura,476257,329,1091,0.3626780000000000,-78.13066700000000,4
Loja,521154,517,1511,-3.983333000000000,-79.20000000000000,4
Los Ríos,921763,662,2167,-1.800000000000000,-79.53333300000000,4
Manabí,1562079,1189,3983,-1.056181000000000,-80.45521700000000,4
Morona Santiago,196535,60,226,-2.300000000000000,-78.11666700000001,4
Napo,133705,50,199,-0.9890000000000000,-77.81590000000000,4
Orellana,161338,58,204,-0.4666670000000000,-76.96666700000000,4
Pastaza,114202,46,164,-1.066667000000000,-78.00111099999999,4
Pichincha,3228233,2482,7872,-0.2186110000000000,-78.50972200000000,4
Santa Elena,401178,278,791,-2.226700000000000,-80.85830000000000,4
Sto. Domingo Tsáchilas,511151,432,1336,-0.2541670000000000,-79.17194400000000,4
Sucumbíos,230503,120,383,0.08472200000000002,-76.88277800000000,4
Tungurahua,590600,537,1698,-1.241667000000000,-78.61972200000000,4
Zamora Chinchipe,120416,87,196,-4.120000000000000,-78.80000000000000,4
Azuay,881394,599,2709,-2.897414000000000,-79.00448100000000,5
Bolívar,209933,111,609,-1.605556000000000,-79.00305600000000,5
Carchi,186869,113,538,0.8121800000000000,-77.71633000000000,5
Cañar,281396,156,750,-2.733333000000000,-78.83333300000000,5
Chimborazo,524004,369,1669,-1.674347000000000,-78.64829400000001,5
Cotopaxi,488716,318,1446,-0.9333330000000000,-78.61666700000001,5
El Oro,715751,537,2654,-3.266667000000000,-79.96666700000000,5
Esmeraldas,591083,244,1191,1.050000000000000,-79.20000000000000,5
Galápagos,33042,6,45,-0.7999999999999999,-89.40000000000001,5
Guayas,4387434,2956,14985,-2.183333000000000,-79.88333299999999,5
Imbabura,476257,360,1451,0.3626780000000000,-78.13066700000000,5
Loja,521154,348,1859,-3.983333000000000,-79.20000000000000,5
Los Ríos,921763,541,2708,-1.800000000000000,-79.53333300000000,5
Manabí,1562079,858,4841,-1.056181000000000,-80.45521700000000,5
Morona Santiago,196535,57,283,-2.300000000000000,-78.11666700000001,5
Napo,133705,59,258,-0.9890000000000000,-77.81590000000000,5
Orellana,161338,56,260,-0.4666670000000000,-76.96666700000000,5
Pastaza,114202,60,224,-1.066667000000000,-78.00111099999999,5
Pichincha,3228233,2278,10150,-0.2186110000000000,-78.50972200000000,5
Santa Elena,401178,162,953,-2.226700000000000,-80.85830000000000,5
Sto. Domingo Tsáchilas,511151,329,1665,-0.2541670000000000,-79.17194400000000,5
Sucumbíos,230503,102,485,0.08472200000000002,-76.88277800000000,5
Tungurahua,590600,509,2207,-1.241667000000000,-78.61972200000000,5
Zamora Chinchipe,120416,51,247,-4.120000000000000,-78.80000000000000,5
Azuay,881394,483,3192,-2.897414000000000,-79.00448100000000,6
Bolívar,209933,76,685,-1.605556000000000,-79.00305600000000,6
Carchi,186869,103,641,0.8121800000000000,-77.71633000000000,6
Cañar,281396,114,864,-2.733333000000000,-78.83333300000000,6
Chimborazo,524004,282,1951,-1.674347000000000,-78.64829400000001,6
Cotopaxi,488716,236,1682,-0.9333330000000000,-78.61666700000001,6
El Oro,715751,380,3034,-3.266667000000000,-79.96666700000000,6
Esmeraldas,591083,192,1383,1.050000000000000,-79.20000000000000,6
Galápagos,33042,4,49,-0.7999999999999999,-89.40000000000001,6
Guayas,4387434,2187,17172,-2.183333000000000,-79.88333299999999,6
Imbabura,476257,241,1692,0.3626780000000000,-78.13066700000000,6
Loja,521154,257,2116,-3.983333000000000,-79.20000000000000,6
Los Ríos,921763,383,3091,-1.800000000000000,-79.53333300000000,6
Manabí,1562079,687,5528,-1.056181000000000,-80.45521700000000,6
Morona Santiago,196535,53,336,-2.300000000000000,-78.11666700000001,6
Napo,133705,45,303,-0.9890000000000000,-77.81590000000000,6
Orellana,161338,51,311,-0.4666670000000000,-76.96666700000000,6
Pastaza,114202,35,259,-1.066667000000000,-78.00111099999999,6
Pichincha,3228233,1648,11798,-0.2186110000000000,-78.50972200000000,6
Santa Elena,401178,138,1091,-2.226700000000000,-80.85830000000000,6
Sto. Domingo Tsáchilas,511151,236,1901,-0.2541670000000000,-79.17194400000000,6
Sucumbíos,230503,60,545,0.08472200000000002,-76.88277800000000,6
Tungurahua,590600,346,2553,-1.241667000000000,-78.61972200000000,6
Zamora Chinchipe,120416,22,269,-4.120000000000000,-78.80000000000000,6
Azuay,881394,480,3672,-2.897414000000000,-79.00448100000000,7
Bolívar,209933,84,769,-1.605556000000000,-79.00305600000000,7
Carchi,186869,99,740,0.8121800000000000,-77.71633000000000,7
Cañar,281396,135,999,-2.733333000000000,-78.83333300000000,7
Chimborazo,524004,276,2227,-1.674347000000000,-78.64829400000001,7
Cotopaxi,488716,213,1895,-0.9333330000000000,-78.61666700000001,7
El Oro,715751,329,3363,-3.266667000000000,-79.96666700000000,7
Esmeraldas,591083,183,1566,1.050000000000000,-79.20000000000000,7
Galápagos,33042,4,53,-0.7999999999999999,-89.40000000000001,7
Guayas,4387434,2140,19312,-2.183333000000000,-79.88333299999999,7
Imbabura,476257,230,1922,0.3626780000000000,-78.13066700000000,7
Loja,521154,232,2348,-3.983333000000000,-79.20000000000000,7
Los Ríos,921763,391,3482,-1.800000000000000,-79.53333300000000,7
Manabí,1562079,583,6111,-1.056181000000000,-80.45521700000000,7
Morona Santiago,196535,44,380,-2.300000000000000,-78.11666700000001,7
Napo,133705,52,355,-0.9890000000000000,-77.81590000000000,7
Orellana,161338,52,363,-0.4666670000000000,-76.96666700000000,7
Pastaza,114202,35,294,-1.066667000000000,-78.00111099999999,7
Pichincha,3228233,1683,13481,-0.2186110000000000,-78.50972200000000,7
Santa Elena,401178,143,1234,-2.226700000000000,-80.85830000000000,7
Sto. Domingo Tsáchilas,511151,202,2103,-0.2541670000000000,-79.17194400000000,7
Sucumbíos,230503,76,621,0.08472200000000002,-76.88277800000000,7
Tungurahua,590600,281,2834,-1.241667000000000,-78.61972200000000,7
Zamora Chinchipe,120416,22,291,-4.120000000000000,-78.80000000000000,7
Azuay,881394,396,4068,-2.897414000000000,-79.00448100000000,8
Bolívar,209933,87,856,-1.605556000000000,-79.00305600000000,8
Carchi,186869,78,818,0.8121800000000000,-77.71633000000000,8
Cañar,281396,111,1110,-2.733333000000000,-78.83333300000000,8
Chimborazo,524004,228,2455,-1.674347000000000,-78.64829400000001,8
Cotopaxi,488716,180,2075,-0.9333330000000000,-78.61666700000001,8
El Oro,715751,342,3705,-3.266667000000000,-79.96666700000000,8
Esmeraldas,591083,167,1733,1.050000000000000,-79.20000000000000,8
Galápagos,33042,7,60,-0.7999999999999999,-89.40000000000001,8
Guayas,4387434,1920,21232,-2.183333000000000,-79.88333299999999,8
Imbabura,476257,188,2110,0.3626780000000000,-78.13066700000000,8
Loja,521154,230,2578,-3.983333000000000,-79.20000000000000,8
Los Ríos,921763,369,3851,-1.800000000000000,-79.53333300000000,8
Manabí,1562079,627,6738,-1.056181000000000,-80.45521700000000,8
Morona Santiago,196535,66,446,-2.300000000000000,-78.11666700000001,8
Napo,133705,31,386,-0.9890000000000000,-77.81590000000000,8
Orellana,161338,37,400,-0.4666670000000000,-76.96666700000000,8
Pastaza,114202,33,327,-1.066667000000000,-78.00111099999999,8
Pichincha,3228233,1308,14789,-0.2186110000000000,-78.50972200000000,8
Santa Elena,401178,121,1355,-2.226700000000000,-80.85830000000000,8
Sto. Domingo Tsáchilas,511151,197,2300,-0.2541670000000000,-79.17194400000000,8
Sucumbíos,230503,78,699,0.08472200000000002,-76.88277800000000,8
Tungurahua,590600,244,3078,-1.241667000000000,-78.61972200000000,8
Zamora Chinchipe,120416,31,322,-4.120000000000000,-78.80000000000000,8
Azuay,881394,325,4393,-2.897414000000000,-79.00448100000000,9
Bolívar,209933,79,935,-1.605556000000000,-79.00305600000000,9
Carchi,186869,67,885,0.8121800000000000,-77.71633000000000,9
Cañar,281396,97,1207,-2.733333000000000,-78.83333300000000,9
Chimborazo,524004,181,2636,-1.674347000000000,-78.64829400000001,9
Cotopaxi,488716,155,2230,-0.9333330000000000,-78.61666700000001,9
El Oro,715751,312,4017,-3.266667000000000,-79.96666700000000,9
Esmeraldas,591083,172,1905,1.050000000000000,-79.20000000000000,9
Galápagos,33042,5,65,-0.7999999999999999,-89.40000000000001,9
Guayas,4387434,1985,23217,-2.183333000000000,-79.88333299999999,9
Imbabura,476257,194,2304,0.3626780000000000,-78.13066700000000,9
Loja,521154,222,2800,-3.983333000000000,-79.20000000000000,9
Los Ríos,921763,337,4188,-1.800000000000000,-79.53333300000000,9
Manabí,1562079,545,7283,-1.056181000000000,-80.45521700000000,9
Morona Santiago,196535,35,481,-2.300000000000000,-78.11666700000001,9
Napo,133705,46,432,-0.9890000000000000,-77.81590000000000,9
Orellana,161338,41,441,-0.4666670000000000,-76.96666700000000,9
Pastaza,114202,27,354,-1.066667000000000,-78.00111099999999,9
Pichincha,3228233,1175,15964,-0.2186110000000000,-78.50972200000000,9
Santa Elena,401178,106,1461,-2.226700000000000,-80.85830000000000,9
Sto. Domingo Tsáchilas,511151,193,2493,-0.2541670000000000,-79.17194400000000,9
Sucumbíos,230503,52,751,0.08472200000000002,-76.88277800000000,9
Tungurahua,590600,272,3350,-1.241667000000000,-78.61972200000000,9
Zamora Chinchipe,120416,16,338,-4.120000000000000,-78.80000000000000,9
Azuay,881394,361,4754,-2.897414000000000,-79.00448100000000,10
Bolívar,209933,72,1007,-1.605556000000000,-79.00305600000000,10
Carchi,186869,69,954,0.8121800000000000,-77.71633000000000,10
Cañar,281396,91,1298,-2.733333000000000,-78.83333300000000,10
Chimborazo,524004,193,2829,-1.674347000000000,-78.64829400000001,10
Cotopaxi,488716,144,2374,-0.9333330000000000,-78.61666700000001,10
El Oro,715751,264,4281,-3.266667000000000,-79.96666700000000,10
Esmeraldas,591083,153,2058,1.050000000000000,-79.20000000000000,10
Galápagos,33042,2,67,-0.7999999999999999,-89.40000000000001,10
Guayas,4387434,1948,25165,-2.183333000000000,-79.88333299999999,10
Imbabura,476257,167,2471,0.3626780000000000,-78.13066700000000,10
Loja,521154,216,3016,-3.983333000000000,-79.20000000000000,10
Los Ríos,921763,365,4553,-1.800000000000000,-79.53333300000000,10
Manabí,1562079,592,7875,-1.056181000000000,-80.45521700000000,10
Morona Santiago,196535,33,514,-2.300000000000000,-78.11666700000001,10
Napo,133705,34,466,-0.9890000000000000,-77.81590000000000,10
Orellana,161338,62,503,-0.4666670000000000,-76.96666700000000,10
