inec_provincia_id,provincia,poblacion,total,acumuladas,lat,lng,mes
01,Azuay,881394,506,506,-2.897414000000000,-79.00448100000000,1
02,Bolívar,209933,110,110,-1.605556000000000,-79.00305600000000,1
04,Carchi,186869,151,151,0.8121800000000000,-77.71633000000000,1
03,Cañar,281396,139,139,-2.733333000000000,-78.83333300000000,1
06,Chimborazo,524004,320,320,-1.674347000000000,-78.64829400000001,1
05,Cotopaxi,488716,279,279,-0.9333330000000000,-78.61666700000001,1
07,El Oro,715751,443,443,-3.266667000000000,-79.96666700000000,1
08,Esmeraldas,591083,176,176,1.050000000000000,-79.20000000000000,1
20,Galápagos,33042,12,12,-0.7999999999999999,-89.40000000000001,1
09,Guayas,4387434,2667,2667,-2.183333000000000,-79.88333299999999,1
10,Imbabura,476257,275,275,0.3626780000000000,-78.13066700000000,1
11,Loja,521154,250,250,-3.983333000000000,-79.20000000000000,1
12,Los Ríos,921763,441,441,-1.800000000000000,-79.53333300000000,1
13,Manabí,1562079,779,779,-1.056181000000000,-80.45521700000000,1
14,Morona Santiago,196535,57,57,-2.300000000000000,-78.11666700000001,1
15,Napo,133705,57,57,-0.9890000000000000,-77.81590000000000,1
22,Orellana,161338,46,46,-0.4666670000000000,-76.96666700000000,1
16,Pastaza,114202,42,42,-1.066667000000000,-78.00111099999999,1
17,Pichincha,3228233,1829,1829,-0.2186110000000000,-78.50972200000000,1
24,Santa Elena,401178,179,179,-2.226700000000000,-80.85830000000000,1
23,Sto. Domingo Tsáchilas,511151,246,246,-0.2541670000000000,-79.17194400000000,1
21,Sucumbíos,230503,85,85,0.08472200000000002,-76.88277800000000,1
18,Tungurahua,590600,448,448,-1.241667000000000,-78.61972200000000,1
19,Zamora Chinchipe,120416,33,33,-4.120000000000000,-78.80000000000000,1
01,Azuay,881394,479,985,-2.897414000000000,-79.00448100000000,2
02,Bolívar,209933,94,204,-1.605556000000000,-79.00305600000000,2
04,Carchi,186869,73,224,0.8121800000000000,-77.71633000000000,2
03,Cañar,281396,132,271,-2.733333000000000,-78.83333300000000,2
06,Chimborazo,524004,266,586,-1.674347000000000,-78.64829400000001,2
05,Cotopaxi,488716,273,552,-0.9333330000000000,-78.61666700000001,2
07,El Oro,715751,466,909,-3.266667000000000,-79.96666700000000,2
08,Esmeraldas,591083,195,371,1.050000000000000,-79.20000000000000,2
20,Galápagos,33042,6,18,-0.7999999999999999,-89.40000000000001,2
09,Guayas,4387434,2467,5134,-2.183333000000000,-79.88333299999999,2
10,Imbabura,476257,237,512,0.3626780000000000,-78.13066700000000,2
11,Loja,521154,287,537,-3.983333000000000,-79.20000000000000,2
12,Los Ríos,921763,471,912,-1.800000000000000,-79.53333300000000,2
13,Manabí,1562079,868,1647,-1.056181000000000,-80.45521700000000,2
14,Morona Santiago,196535,48,105,-2.300000000000000,-78.11666700000001,2
15,Napo,133705,41,98,-0.9890000000000000,-77.81590000000000,2
22,Orellana,161338,44,90,-0.4666670000000000,-76.96666700000000,2
16,Pastaza,114202,29,71,-1.066667000000000,-78.00111099999999,2
17,Pichincha,3228233,1626,3455,-0.2186110000000000,-78.50972200000000,2
24,Santa Elena,401178,132,311,-2.226700000000000,-80.85830000000000,2
23,Sto. Domingo Tsáchilas,511151,269,515,-0.2541670000000000,-79.17194400000000,2
21,Sucumbíos,230503,75,160,0.08472200000000002,-76.88277800000000,2
18,Tungurahua,590600,352,800,-1.241667000000000,-78.61972200000000,2
19,Zamora Chinchipe,120416,36,69,-4.120000000000000,-78.80000000000000,2
01,Azuay,881394,526,1511,-2.897414000000000,-79.00448100000000,3
02,Bolívar,209933,149,353,-1.605556000000000,-79.00305600000000,3
04,Carchi,186869,96,320,0.8121800000000000,-77.71633000000000,3
03,Cañar,281396,170,441,-2.733333000000000,-78.83333300000000,3
06,Chimborazo,524004,335,921,-1.674347000000000,-78.64829400000001,3
05,Cotopaxi,488716,265,817,-0.9333330000000000,-78.61666700000001,3
07,El Oro,715751,498,1407,-3.266667000000000,-79.96666700000000,3
08,Esmeraldas,591083,297,668,1.050000000000000,-79.20000000000000,3
20,Galápagos,33042,12,30,-0.7999999999999999,-89.40000000000001,3
09,Guayas,4387434,3154,8288,-2.183333000000000,-79.88333299999999,3
10,Imbabura,476257,250,762,0.3626780000000000,-78.13066700000000,3
11,Loja,521154,457,994,-3.983333000000000,-79.20000000000000,3
12,Los Ríos,921763,593,1505,-1.800000000000000,-79.53333300000000,3
13,Manabí,1562079,1147,2794,-1.056181000000000,-80.45521700000000,3
14,Morona Santiago,196535,61,166,-2.300000000000000,-78.11666700000001,3
15,Napo,133705,51,149,-0.9890000000000000,-77.81590000000000,3
22,Orellana,161338,56,146,-0.4666670000000000,-76.96666700000000,3
16,Pastaza,114202,47,118,-1.066667000000000,-78.00111099999999,3
17,Pichincha,3228233,1935,5390,-0.2186110000000000,-78.50972200000000,3
24,Santa Elena,401178,202,513,-2.226700000000000,-80.85830000000000,3
23,Sto. Domingo Tsáchilas,511151,389,904,-0.2541670000000000,-79.17194400000000,3
21,Sucumbíos,230503,103,263,0.08472200000000002,-76.88277800000000,3
18,Tungurahua,590600,361,1161,-1.241667000000000,-78.61972200000000,3
19,Zamora Chinchipe,120416,40,109,-4.120000000000000,-78.80000000000000,3
01,Azuay,881394,599,2110,-2.897414000000000,-79.00448100000000,4
02,Bolívar,209933,145,498,-1.605556000000000,-79.00305600000000,4
04,Carchi,186869,105,425,0.8121800000000000,-77.71633000000000,4
03,Cañar,281396,153,594,-2.733333000000000,-78.83333300000000,4
06,Chimborazo,524004,379,1300,-1.674347000000000,-78.64829400000001,4
05,Cotopaxi,488716,311,1128,-0.9333330000000000,-78.61666700000001,4
07,El Oro,715751,710,2117,-3.266667000000000,-79.96666700000000,4
08,Esmeraldas,591083,279,947,1.050000000000000,-79.20000000000000,4
20,Galápagos,33042,9,39,-0.7999999999999999,-89.40000000000001,4
09,Guayas,4387434,3741,12029,-2.183333000000000,-79.88333299999999,4
10,Imbabura,476257,329,1091,0.3626780000000000,-78.13066700000000,4
11,Loja,521154,517,1511,-3.983333000000000,-79.20000000000000,4
12,Los Ríos,921763,662,2167,-1.800000000000000,-79.53333300000000,4
13,Manabí,1562079,1189,3983,-1.056181000000000,-80.45521700000000,4
14,Morona Santiago,196535,60,226,-2.300000000000000,-78.11666700000001,4
15,Napo,133705,50,199,-0.9890000000000000,-77.81590000000000,4
22,Orellana,161338,58,204,-0.4666670000000000,-76.96666700000000,4
16,Pastaza,114202,46,164,-1.066667000000000,-78.00111099999999,4
17,Pichincha,3228233,2482,7872,-0.2186110000000000,-78.50972200000000,4
24,Santa Elena,401178,278,791,-2.226700000000000,-80.85830000000000,4
23,Sto. Domingo Tsáchilas,511151,432,1336,-0.2541670000000000,-79.17194400000000,4
21,Sucumbíos,230503,120,383,0.08472200000000002,-76.88277800000000,4
18,Tungurahua,590600,537,1698,-1.241667000000000,-78.61972200000000,4
19,Zamora Chinchipe,120416,87,196,-4.120000000000000,-78.80000000000000,4
01,Azuay,881394,599,2709,-2.897414000000000,-79.00448100000000,5
02,Bolívar,209933,111,609,-1.605556000000000,-79.00305600000000,5
04,Carchi,186869,113,538,0.8121800000000000,-77.71633000000000,5
03,Cañar,281396,156,750,-2.733333000000000,-78.83333300000000,5
06,Chimborazo,524004,369,1669,-1.674347000000000,-78.64829400000001,5
05,Cotopaxi,488716,318,1446,-0.9333330000000000,-78.61666700000001,5
07,El Oro,715751,537,2654,-3.266667000000000,-79.96666700000000,5
08,Esmeraldas,591083,244,1191,1.050000000000000,-79.20000000000000,5
20,Galápagos,33042,6,45,-0.7999999999999999,-89.40000000000001,5
09,Guayas,4387434,2956,14985,-2.183333000000000,-79.88333299999999,5
10,Imbabura,476257,360,1451,0.3626780000000000,-78.13066700000000,5
11,Loja,521154,348,1859,-3.983333000000000,-79.20000000000000,5
12,Los Ríos,921763,541,2708,-1.800000000000000,-79.53333300000000,5
13,Manabí,1562079,858,4841,-1.056181000000000,-80.45521700000000,5
14,Morona Santiago,196535,57,283,-2.300000000000000,-78.11666700000001,5
15,Napo,133705,59,258,-0.9890000000000000,-77.81590000000000,5
22,Orellana,161338,56,260,-0.4666670000000000,-76.96666700000000,5
16,Pastaza,114202,60,224,-1.066667000000000,-78.00111099999999,5
17,Pichincha,3228233,2278,10150,-0.2186110000000000,-78.50972200000000,5
24,Santa Elena,401178,162,953,-2.226700000000000,-80.85830000000000,5
23,Sto. Domingo Tsáchilas,511151,329,1665,-0.2541670000000000,-79.17194400000000,5
21,Sucumbíos,230503,102,485,0.08472200000000002,-76.88277800000000,5
18,Tungurahua,590600,509,2207,-1.241667000000000,-78.61972200000000,5
19,Zamora Chinchipe,120416,51,247,-4.120000000000000,-78.80000000000000,5
01,Azuay,881394,483,3192,-2.897414000000000,-79.00448100000000,6
02,Bolívar,209933,76,685,-1.605556000000000,-79.00305600000000,6
04,Carchi,186869,103,641,0.8121800000000000,-77.71633000000000,6
03,Cañar,281396,114,864,-2.733333000000000,-78.83333300000000,6
06,Chimborazo,524004,282,1951,-1.674347000000000,-78.64829400000001,6
05,Cotopaxi,488716,236,1682,-0.9333330000000000,-78.61666700000001,6
07,El Oro,715751,380,3034,-3.266667000000000,-79.96666700000000,6
08,Esmeraldas,591083,192,1383,1.050000000000000,-79.20000000000000,6
20,Galápagos,33042,4,49,-0.7999999999999999,-89.40000000000001,6
09,Guayas,4387434,2187,17172,-2.183333000000000,-79.88333299999999,6
10,Imbabura,476257,241,1692,0.3626780000000000,-78.13066700000000,6
11,Loja,521154,257,2116,-3.983333000000000,-79.20000000000000,6
12,Los Ríos,921763,383,3091,-1.800000000000000,-79.53333300000000,6
13,Manabí,1562079,687,5528,-1.056181000000000,-80.45521700000000,6
14,Morona Santiago,196535,53,336,-2.300000000000000,-78.11666700000001,6
15,Napo,133705,45,303,-0.9890000000000000,-77.81590000000000,6
22,Orellana,161338,51,311,-0.4666670000000000,-76.96666700000000,6
16,Pastaza,114202,35,259,-1.066667000000000,-78.00111099999999,6
17,Pichincha,3228233,1648,11798,-0.2186110000000000,-78.50972200000000,6
24,Santa Elena,401178,138,1091,-2.226700000000000,-80.85830000000000,6
23,Sto. Domingo Tsáchilas,511151,236,1901,-0.2541670000000000,-79.17194400000000,6
21,Sucumbíos,230503,60,545,0.08472200000000002,-76.88277800000000,6
18,Tungurahua,590600,346,2553,-1.241667000000000,-78.61972200000000,6
19,Zamora Chinchipe,120416,22,269,-4.120000000000000,-78.80000000000000,6
01,Azuay,881394,480,3672,-2.897414000000000,-79.00448100000000,7
02,Bolívar,209933,84,769,-1.605556000000000,-79.00305600000000,7
04,Carchi,186869,99,740,0.8121800000000000,-77.71633000000000,7
03,Cañar,281396,135,999,-2.733333000000000,-78.83333300000000,7
06,Chimborazo,524004,276,2227,-1.674347000000000,-78.64829400000001,7
05,Cotopaxi,488716,213,1895,-0.9333330000000000,-78.61666700000001,7
07,El Oro,715751,329,3363,-3.266667000000000,-79.96666700000000,7
08,Esmeraldas,591083,183,1566,1.050000000000000,-79.20000000000000,7
20,Galápagos,33042,4,53,-0.7999999999999999,-89.40000000000001,7
