provincia,poblacion,total,acumuladas,lat,lng,created_at
Esmeraldas,591083,1,1379,1.050000000000000,-79.20000000000000,29/06/2021
Galápagos,33042,0,49,-0.7999999999999999,-89.40000000000001,29/06/2021
Guayas,4387434,82,17102,-2.183333000000000,-79.88333299999999,29/06/2021
Imbabura,476257,7,1690,0.3626780000000000,-78.13066700000000,29/06/2021
Loja,521154,7,2113,-3.983333000000000,-79.20000000000000,29/06/2021
Los Ríos,921763,7,3081,-1.800000000000000,-79.53333300000000,29/06/2021
Manabí,1562079,21,5500,-1.056181000000000,-80.45521700000000,29/06/2021
Morona Santiago,196535,5,336,-2.300000000000000,-78.11666700000001,29/06/2021
Napo,133705,0,303,-0.9890000000000000,-77.81590000000000,29/06/2021
Orellana,161338,2,309,-0.4666670000000000,-76.96666700000000,29/06/2021
Pastaza,114202,1,259,-1.066667000000000,-78.00111099999999,29/06/2021
Pichincha,3228233,45,11733,-0.2186110000000000,-78.50972200000000,29/06/2021
Santa Elena,401178,8,1088,-2.226700000000000,-80.85830000000000,29/06/2021
Sto. Domingo Tsáchilas,511151,7,1895,-0.2541670000000000,-79.17194400000000,29/06/2021
Sucumbíos,230503,1,543,0.08472200000000002,-76.88277800000000,29/06/2021
Tungurahua,590600,3,2538,-1.241667000000000,-78.61972200000000,29/06/2021
Zamora Chinchipe,120416,0,268,-4.120000000000000,-78.80000000000000,29/06/2021
Azuay,881394,14,3192,-2.897414000000000,-79.00448100000000,30/06/2021
Bolívar,209933,2,685,-1.605556000000000,-79.00305600000000,30/06/2021
Carchi,186869,2,641,0.8121800000000000,-77.71633000000000,30/06/2021
Cañar,281396,3,864,-2.733333000000000,-78.83333300000000,30/06/2021
Chimborazo,524004,10,1951,-1.674347000000000,-78.64829400000001,30/06/2021
Cotopaxi,488716,4,1682,-0.9333330000000000,-78.61666700000001,30/06/2021
El Oro,715751,20,3034,-3.266667000000000,-79.96666700000000,30/06/2021
Esmeraldas,591083,4,1383,1.050000000000000,-79.20000000000000,30/06/2021
Galápagos,33042,0,49,-0.7999999999999999,-89.40000000000001,30/06/2021
Guayas,4387434,70,17172,-2.183333000000000,-79.88333299999999,30/06/2021
Imbabura,476257,2,1692,0.3626780000000000,-78.13066700000000,30/06/2021
Loja,521154,3,2116,-3.983333000000000,-79.20000000000000,30/06/2021
Los Ríos,921763,10,3091,-1.800000000000000,-79.53333300000000,30/06/2021
Manabí,1562079,28,5528,-1.056181000000000,-80.45521700000000,30/06/2021
Morona Santiago,196535,0,336,-2.300000000000000,-78.11666700000001,30/06/2021
Napo,133705,0,303,-0.9890000000000000,-77.81590000000000,30/06/2021
Orellana,161338,2,311,-0.4666670000000000,-76.96666700000000,30/06/2021
Pastaza,114202,0,259,-1.066667000000000,-78.00111099999999,30/06/2021
Pichincha,3228233,65,11798,-0.2186110000000000,-78.50972200000000,30/06/2021
Santa Elena,401178,3,1091,-2.226700000000000,-80.85830000000000,30/06/2021
Sto. Domingo Tsáchilas,511151,6,1901,-0.2541670000000000,-79.17194400000000,30/06/2021
Sucumbíos,230503,2,545,0.08472200000000002,-76.88277800000000,30/06/2021
Tungurahua,590600,15,2553,-1.241667000000000,-78.61972200000000,30/06/2021
Zamora Chinchipe,120416,1,269,-4.120000000000000,-78.80000000000000,30/06/2021
Azuay,881394,16,3208,-2.897414000000000,-79.00448100000000,01/07/2021
Bolívar,209933,5,690,-1.605556000000000,-79.00305600000000,01/07/2021
Carchi,186869,2,643,0.8121800000000000,-77.71633000000000,01/07/2021
Cañar,281396,5,869,-2.733333000000000,-78.83333300000000,01/07/2021
Chimborazo,524004,7,1958,-1.674347000000000,-78.64829400000001,01/07/2021
Cotopaxi,488716,6,1688,-0.9333330000000000,-78.61666700000001,01/07/2021
El Oro,715751,10,3044,-3.266667000000000,-79.96666700000000,01/07/2021
Esmeraldas,591083,5,1388,1.050000000000000,-79.20000000000000,01/07/2021
Galápagos,33042,0,49,-0.7999999999999999,-89.40000000000001,01/07/2021
Guayas,4387434,75,17247,-2.183333000000000,-79.88333299999999,01/07/2021
Imbabura,476257,9,1701,0.3626780000000000,-78.13066700000000,01/07/2021
Loja,521154,7,2123,-3.983333000000000,-79.20000000000000,01/07/2021
Los Ríos,921763,12,3103,-1.800000000000000,-79.53333300000000,01/07/2021
Manabí,1562079,15,5543,-1.056181000000000,-80.45521700000000,01/07/2021
Morona Santiago,196535,0,336,-2.300000000000000,-78.11666700000001,01/07/2021
Napo,133705,1,304,-0.9890000000000000,-77.81590000000000,01/07/2021
Orellana,161338,1,312,-0.4666670000000000,-76.96666700000000,01/07/2021
Pastaza,114202,2,261,-1.066667000000000,-78.00111099999999,01/07/2021
Pichincha,3228233,55,11853,-0.2186110000000000,-78.50972200000000,01/07/2021
Santa Elena,401178,8,1099,-2.226700000000000,-80.85830000000000,01/07/2021
Sto. Domingo Tsáchilas,511151,5,1906,-0.2541670000000000,-79.17194400000000,01/07/2021
Sucumbíos,230503,0,545,0.08472200000000002,-76.88277800000000,01/07/2021
Tungurahua,590600,9,2562,-1.241667000000000,-78.61972200000000,01/07/2021
Zamora Chinchipe,120416,0,269,-4.120000000000000,-78.80000000000000,01/07/2021
Azuay,881394,23,3231,-2.897414000000000,-79.00448100000000,02/07/2021
Bolívar,209933,4,694,-1.605556000000000,-79.00305600000000,02/07/2021
Carchi,186869,4,647,0.8121800000000000,-77.71633000000000,02/07/2021
Cañar,281396,6,875,-2.733333000000000,-78.83333300000000,02/07/2021
Chimborazo,524004,3,1961,-1.674347000000000,-78.64829400000001,02/07/2021
Cotopaxi,488716,6,1694,-0.9333330000000000,-78.61666700000001,02/07/2021
El Oro,715751,16,3060,-3.266667000000000,-79.96666700000000,02/07/2021
Esmeraldas,591083,7,1395,1.050000000000000,-79.20000000000000,02/07/2021
Galápagos,33042,0,49,-0.7999999999999999,-89.40000000000001,02/07/2021
Guayas,4387434,64,17311,-2.183333000000000,-79.88333299999999,02/07/2021
Imbabura,476257,6,1707,0.3626780000000000,-78.13066700000000,02/07/2021
Loja,521154,9,2132,-3.983333000000000,-79.20000000000000,02/07/2021
Los Ríos,921763,9,3112,-1.800000000000000,-79.53333300000000,02/07/2021
Manabí,1562079,11,5554,-1.056181000000000,-80.45521700000000,02/07/2021
Morona Santiago,196535,4,340,-2.300000000000000,-78.11666700000001,02/07/2021
Napo,133705,3,307,-0.9890000000000000,-77.81590000000000,02/07/2021
Orellana,161338,0,312,-0.4666670000000000,-76.96666700000000,02/07/2021
Pastaza,114202,0,261,-1.066667000000000,-78.00111099999999,02/07/2021
Pichincha,3228233,49,11902,-0.2186110000000000,-78.50972200000000,02/07/2021
Santa Elena,401178,2,1101,-2.226700000000000,-80.85830000000000,02/07/2021
Sto. Domingo Tsáchilas,511151,8,1914,-0.2541670000000000,-79.17194400000000,02/07/2021
Sucumbíos,230503,1,546,0.08472200000000002,-76.88277800000000,02/07/2021
Tungurahua,590600,11,2573,-1.241667000000000,-78.61972200000000,02/07/2021
Zamora Chinchipe,120416,1,270,-4.120000000000000,-78.80000000000000,02/07/2021
Azuay,881394,13,3244,-2.897414000000000,-79.00448100000000,03/07/2021
Bolívar,209933,2,696,-1.605556000000000,-79.00305600000000,03/07/2021
Carchi,186869,4,651,0.8121800000000000,-77.71633000000000,03/07/2021
Cañar,281396,2,877,-2.733333000000000,-78.83333300000000,03/07/2021
Chimborazo,524004,11,1972,-1.674347000000000,-78.64829400000001,03/07/2021
Cotopaxi,488716,8,1702,-0.9333330000000000,-78.61666700000001,03/07/2021
El Oro,715751,13,3073,-3.266667000000000,-79.96666700000000,03/07/2021
Esmeraldas,591083,12,1407,1.050000000000000,-79.20000000000000,03/07/2021
Galápagos,33042,0,49,-0.7999999999999999,-89.40000000000001,03/07/2021
Guayas,4387434,72,17383,-2.183333000000000,-79.88333299999999,03/07/2021
Imbabura,476257,3,1710,0.3626780000000000,-78.13066700000000,03/07/2021
Loja,521154,6,2138,-3.983333000000000,-79.20000000000000,03/07/2021
Los Ríos,921763,10,3122,-1.800000000000000,-79.53333300000000,03/07/2021
Manabí,1562079,22,5576,-1.056181000000000,-80.45521700000000,03/07/2021
Morona Santiago,196535,3,343,-2.300000000000000,-78.11666700000001,03/07/2021
Napo,133705,2,309,-0.9890000000000000,-77.81590000000000,03/07/2021
Orellana,161338,1,313,-0.4666670000000000,-76.96666700000000,03/07/2021
Pastaza,114202,3,264,-1.066667000000000,-78.00111099999999,03/07/2021
Pichincha,3228233,56,11958,-0.2186110000000000,-78.50972200000000,03/07/2021
Santa Elena,401178,6,1107,-2.226700000000000,-80.85830000000000,03/07/2021
Sto. Domingo Tsáchilas,511151,6,1920,-0.2541670000000000,-79.17194400000000,03/07/2021
Sucumbíos,230503,1,547,0.08472200000000002,-76.88277800000000,03/07/2021
Tungurahua,590600,11,2584,-1.241667000000000,-78.61972200000000,03/07/2021
Zamora Chinchipe,120416,1,271,-4.120000000000000,-78.80000000000000,03/07/2021
Azuay,881394,11,3255,-2.897414000000000,-79.00448100000000,04/07/2021
Bolívar,209933,1,697,-1.605556000000000,-79.00305600000000,04/07/2021
Carchi,186869,4,655,0.8121800000000000,-77.71633000000000,04/07/2021
Cañar,281396,1,878,-2.733333000000000,-78.83333300000000,04/07/2021
Chimborazo,524004,9,1981,-1.674347000000000,-78.64829400000001,04/07/2021
Cotopaxi,488716,10,1712,-0.9333330000000000,-78.61666700000001,04/07/2021
El Oro,715751,15,3088,-3.266667000000000,-79.96666700000000,04/07/2021
Esmeraldas,591083,9,1416,1.050000000000000,-79.20000000000000,04/07/2021
Galápagos,33042,0,49,-0.7999999999999999,-89.40000000000001,04/07/2021
Guayas,4387434,88,17471,-2.183333000000000,-79.88333299999999,04/07/2021
Imbabura,476257,10,1720,0.3626780000000000,-78.13066700000000,04/07/2021
Loja,521154,9,2147,-3.983333000000000,-79.20000000000000,04/07/2021
Los Ríos,921763,13,3135,-1.800000000000000,-79.53333300000000,04/07/2021
Manabí,1562079,13,5589,-1.056181000000000,-80.45521700000000,04/07/2021
Morona Santiago,196535,1,344,-2.300000000000000,-78.11666700000001,04/07/2021
Napo,133705,6,315,-0.9890000000000000,-77.81590000000000,04/07/2021
Orellana,161338,4,317,-0.4666670000000000,-76.96666700000000,04/07/2021
Pastaza,114202,1,265,-1.066667000000000,-78.00111099999999,04/07/2021
Pichincha,3228233,69,12027,-0.2186110000000000,-78.50972200000000,04/07/2021
Santa Elena,401178,3,1110,-2.226700000000000,-80.85830000000000,04/07/2021
Sto. Domingo Tsáchilas,511151,5,1925,-0.2541670000000000,-79.17194400000000,04/07/2021
Sucumbíos,230503,0,547,0.08472200000000002,-76.88277800000000,04/07/2021
Tungurahua,590600,13,2597,-1.241667000000000,-78.61972200000000,04/07/2021
Zamora Chinchipe,120416,1,272,-4.120000000000000,-78.80000000000000,04/07/2021
Azuay,881394,14,3269,-2.897414000000000,-79.00448100000000,05/07/2021
Bolívar,209933,6,703,-1.605556000000000,-79.00305600000000,05/07/2021
Carchi,186869,6,661,0.8121800000000000,-77.71633000000000,05/07/2021
Cañar,281396,4,882,-2.733333000000000,-78.83333300000000,05/07/2021
Chimborazo,524004,6,1987,-1.674347000000000,-78.64829400000001,05/07/2021
Cotopaxi,488716,8,1720,-0.9333330000000000,-78.61666700000001,05/07/2021
El Oro,715751,14,3102,-3.266667000000000,-79.96666700000000,05/07/2021
Esmeraldas,591083,3,1419,1.050000000000000,-79.20000000000000,05/07/2021
Galápagos,33042,1,50,-0.7999999999999999,-89.40000000000001,05/07/2021
Guayas,4387434,63,17534,-2.183333000000000,-79.88333299999999,05/07/2021
Imbabura,476257,7,1727,0.3626780000000000,-78.13066700000000,05/07/2021
Loja,521154,6,2153,-3.983333000000000,-79.20000000000000,05/07/2021
Los Ríos,921763,20,3155,-1.800000000000000,-79.53333300000000,05/07/2021
Manabí,1562079,25,5614,-1.056181000000000,-80.45521700000000,05/07/2021
Morona Santiago,196535,2,346,-2.300000000000000,-78.11666700000001,05/07/2021
Napo,133705,3,318,-0.9890000000000000,-77.81590000000000,05/07/2021
Orellana,161338,1,318,-0.4666670000000000,-76.96666700000000,05/07/2021
Pastaza,114202,2,267,-1.066667000000000,-78.00111099999999,05/07/2021
Pichincha,3228233,52,12079,-0.2186110000000000,-78.50972200000000,05/07/2021
Santa Elena,401178,4,1114,-2.226700000000000,-80.85830000000000,05/07/2021
Sto. Domingo Tsáchilas,511151,8,1933,-0.2541670000000000,-79.17194400000000,05/07/2021
Sucumbíos,230503,2,549,0.08472200000000002,-76.88277800000000,05/07/2021
Tungurahua,590600,8,2605,-1.241667000000000,-78.61972200000000,05/07/2021
Zamora Chinchipe,120416,0,272,-4.120000000000000,-78.80000000000000,05/07/2021
Azuay,881394,21,3290,-2.897414000000000,-79.00448100000000,06/07/2021
Bolívar,209933,2,705,-1.605556000000000,-79.00305600000000,06/07/2021
Carchi,186869,5,666,0.8121800000000000,-77.71633000000000,06/07/2021
Cañar,281396,2,884,-2.733333000000000,-78.83333300000000,06/07/2021
Chimborazo,524004,12,1999,-1.674347000000000,-78.64829400000001,06/07/2021
Cotopaxi,488716,8,1728,-0.9333330000000000,-78.61666700000001,06/07/2021
El Oro,715751,8,3110,-3.266667000000000,-79.96666700000000,06/07/2021
Esmeraldas,591083,4,1423,1.050000000000000,-79.20000000000000,06/07/2021
Galápagos,33042,0,50,-0.7999999999999999,-89.40000000000001,06/07/2021
Guayas,4387434,80,17614,-2.183333000000000,-79.88333299999999,06/07/2021
Imbabura,476257,6,1733,0.3626780000000000,-78.13066700000000,06/07/2021
Loja,521154,10,2163,-3.983333000000000,-79.20000000000000,06/07/2021
Los Ríos,921763,13,3168,-1.800000000000000,-79.53333300000000,06/07/2021
Manabí,1562079,20,5634,-1.056181000000000,-80.45521700000000,06/07/2021
Morona Santiago,196535,1,347,-2.300000000000000,-78.11666700000001,06/07/2021
Napo,133705,1,319,-0.9890000000000000,-77.81590000000000,06/07/2021
Orellana,161338,2,320,-0.4666670000000000,-76.96666700000000,06/07/2021
Pastaza,114202,0,267,-1.066667000000000,-78.00111099999999,06/07/2021
Pichincha,3228233,52,12131,-0.2186110000000000,-78.50972200000000,06/07/2021
Santa Elena,401178,4,1118,-2.226700000000000,-80.85830000000000,06/07/2021
Sto. Domingo Tsáchilas,511151,5,1938,-0.2541670000000000,-79.17194400000000,06/07/2021
Sucumbíos,230503,2,551,0.08472200000000002,-76.88277800000000,06/07/2021
Tungurahua,590600,12,2617,-1.241667000000000,-78.61972200000000,06/07/2021
Zamora Chinchipe,120416,0,272,-4.120000000000000,-78.80000000000000,06/07/2021
Azuay,881394,17,3307,-2.897414000000000,-79.00448100000000,07/07/2021
Bolívar,209933,2,707,-1.605556000000000,-79.00305600000000,07/07/2021
Carchi,186869,3,669,0.8121800000000000,-77.71633000000000,07/07/2021
Cañar,281396,2,886,-2.733333000000000,-78.83333300000000,07/07/2021
Chimborazo,524004,13,2012,-1.674347000000000,-78.64829400000001,07/07/2021
Cotopaxi,488716,4,1732,-0.9333330000000000,-78.61666700000001,07/07/2021
El Oro,715751,13,3123,-3.266667000000000,-79.96666700000000,07/07/2021
Esmeraldas,591083,5,1428,1.050000000000000,-79.20000000000000,07/07/2021
Galápagos,33042,0,50,-0.7999999999999999,-89.40000000000001,07/07/2021
Guayas,4387434,63,17677,-2.183333000000000,-79.88333299999999,07/07/2021
Imbabura,476257,6,1739,0.3626780000000000,-78.13066700000000,07/07/2021
Loja,521154,7,2170,-3.983333000000000,-79.20000000000000,07/07/2021
Los Ríos,921763,20,3188,-1.800000000000000,-79.53333300000000,07/07/2021
Manabí,1562079,23,5657,-1.056181000000000,-80.45521700000000,07/07/2021
Morona Santiago,196535,1,348,-2.300000000000000,-78.11666700000001,07/07/2021
Napo,133705,1,320,-0.9890000000000000,-77.81590000000000,07/07/2021
Orellana,161338,1,321,-0.4666670000000000,-76.96666700000000,07/07/2021
Pastaza,114202,1,268,-1.066667000000000,-78.00111099999999,07/07/2021
Pichincha,3228233,48,12179,-0.2186110000000000,-78.50972200000000,07/07/2021
Santa Elena,401178,3,1121,-2.226700000000000,-80.85830000000000,07/07/2021
Sto. Domingo Tsáchilas,511151,7,1945,-0.2541670000000000,-79.17194400000000,07/07/2021
Sucumbíos,230503,4,555,0.08472200000000002,-76.88277800000000,07/07/2021
Tungurahua,590600,16,2633,-1.241667000000000,-78.61972200000000,07/07/2021
Zamora Chinchipe,120416,0,272,-4.120000000000000,-78.80000000000000,07/07/2021
Azuay,881394,17,3324,-2.897414000000000,-79.00448100000000,08/07/2021
Bolívar,209933,5,712,-1.605556000000000,-79.00305600000000,08/07/2021
Carchi,186869,1,670,0.8121800000000000,-77.71633000000000,08/07/2021
Cañar,281396,8,894,-2.733333000000000,-78.83333300000000,08/07/2021
Chimborazo,524004,10,2022,-1.674347000000000,-78.64829400000001,08/07/2021
Cotopaxi,488716,5,1737,-0.9333330000000000,-78.61666700000001,08/07/2021
El Oro,715751,5,3128,-3.266667000000000,-79.96666700000000,08/07/2021
Esmeraldas,591083,8,1436,1.050000000000000,-79.20000000000000,08/07/2021
Galápagos,33042,0,50,-0.7999999999999999,-89.40000000000001,08/07/2021
Guayas,4387434,78,17755,-2.183333000000000,-79.88333299999999,08/07/2021
Imbabura,476257,12,1751,0.3626780000000000,-78.13066700000000,08/07/2021
Loja,521154,6,2176,-3.983333000000000,-79.20000000000000,08/07/2021
Los Ríos,921763,12,3200,-1.800000000000000,-79.53333300000000,08/07/2021
Manabí,1562079,27,5684,-1.056181000000000,-80.45521700000000,08/07/2021
Morona Santiago,196535,0,348,-2.300000000000000,-78.11666700000001,08/07/2021
Napo,133705,2,322,-0.9890000000000000,-77.81590000000000,08/07/2021
Orellana,161338,0,321,-0.4666670000000000,-76.96666700000000,08/07/2021
Pastaza,114202,0,268,-1.066667000000000,-78.00111099999999,08/07/2021
Pichincha,3228233,58,12237,-0.2186110000000000,-78.50972200000000,08/07/2021
Santa Elena,401178,3,1124,-2.226700000000000,-80.85830000000000,08/07/2021
Sto. Domingo Tsáchilas,511151,7,1952,-0.2541670000000000,-79.17194400000000,08/07/2021
Sucumbíos,230503,1,556,0.08472200000000002,-76.88277800000000,08/07/2021
Tungurahua,590600,9,2642,-1.241667000000000,-78.61972200000000,08/07/2021
Zamora Chinchipe,120416,2,274,-4.120000000000000,-78.80000000000000,08/07/2021
Azuay,881394,11,3335,-2.897414000000000,-79.00448100000000,09/07/2021
Bolívar,209933,2,714,-1.605556000000000,-79.00305600000000,09/07/2021
Carchi,186869,3,673,0.8121800000000000,-77.71633000000000,09/07/2021
Cañar,281396,7,901,-2.733333000000000,-78.83333300000000,09/07/2021
Chimborazo,524004,9,2031,-1.674347000000000,-78.64829400000001,09/07/2021
Cotopaxi,488716,4,1741,-0.9333330000000000,-78.61666700000001,09/07/2021
El Oro,715751,8,3136,-3.266667000000000,-79.96666700000000,09/07/2021
Esmeraldas,591083,7,1443,1.050000000000000,-79.20000000000000,09/07/2021
Galápagos,33042,0,50,-0.7999999999999999,-89.40000000000001,09/07/2021
Guayas,4387434,73,17828,-2.183333000000000,-79.88333299999999,09/07/2021
Imbabura,476257,11,1762,0.3626780000000000,-78.13066700000000,09/07/2021
Loja,521154,6,2182,-3.983333000000000,-79.20000000000000,09/07/2021
Los Ríos,921763,22,3222,-1.800000000000000,-79.53333300000000,09/07/2021
Manabí,1562079,17,5701,-1.056181000000000,-80.45521700000000,09/07/2021
Morona Santiago,196535,2,350,-2.300000000000000,-78.11666700000001,09/07/2021
Napo,133705,2,324,-0.9890000000000000,-77.81590000000000,09/07/2021
Orellana,161338,0,321,-0.4666670000000000,-76.96666700000000,09/07/2021
Pastaza,114202,0,268,-1.066667000000000,-78.00111099999999,09/07/2021
Pichincha,3228233,60,12297,-0.2186110000000000,-78.50972200000000,09/07/2021
Santa Elena,401178,9,1133,-2.226700000000000,-80.85830000000000,09/07/2021
Sto. Domingo Tsáchilas,511151,5,1957,-0.2541670000000000,-79.17194400000000,09/07/2021
Sucumbíos,230503,1,557,0.08472200000000002,-76.88277800000000,09/07/2021
Tungurahua,590600,11,2653,-1.241667000000000,-78.61972200000000,09/07/2021
Zamora Chinchipe,120416,3,277,-4.120000000000000,-78.80000000000000,09/07/2021
Azuay,881394,15,3350,-2.897414000000000,-79.00448100000000,10/07/2021
Bolívar,209933,1,715,-1.605556000000000,-79.00305600000000,10/07/2021
Carchi,186869,4,677,0.8121800000000000,-77.71633000000000,10/07/2021
Cañar,281396,3,904,-2.733333000000000,-78.83333300000000,10/07/2021
Chimborazo,524004,6,2037,-1.674347000000000,-78.64829400000001,10/07/2021
Cotopaxi,488716,14,1755,-0.9333330000000000,-78.61666700000001,10/07/2021
El Oro,715751,7,3143,-3.266667000000000,-79.96666700000000,10/07/2021
Esmeraldas,591083,4,1447,1.050000000000000,-79.20000000000000,10/07/2021
Galápagos,33042,0,50,-0.7999999999999999,-89.40000000000001,10/07/2021
Guayas,4387434,74,17902,-2.183333000000000,-79.88333299999999,10/07/2021
Imbabura,476257,11,1773,0.3626780000000000,-78.13066700000000,10/07/2021
Loja,521154,8,2190,-3.983333000000000,-79.20000000000000,10/07/2021
Los Ríos,921763,16,3238,-1.800000000000000,-79.53333300000000,10/07/2021
Manabí,1562079,18,5719,-1.056181000000000,-80.45521700000000,10/07/2021
Morona Santiago,196535,0,350,-2.300000000000000,-78.11666700000001,10/07/2021
Napo,133705,2,326,-0.9890000000000000,-77.81590000000000,10/07/2021
Orellana,161338,0,321,-0.4666670000000000,-76.96666700000000,10/07/2021
Pastaza,114202,2,270,-1.066667000000000,-78.00111099999999,10/07/2021
Pichincha,3228233,50,12347,-0.2186110000000000,-78.50972200000000,10/07/2021
Santa Elena,401178,2,1135,-2.226700000000000,-80.85830000000000,10/07/2021
Sto. Domingo Tsáchilas,511151,7,1964,-0.2541670000000000,-79.17194400000000,10/07/2021
Sucumbíos,230503,3,560,0.08472200000000002,-76.88277800000000,10/07/2021
Tungurahua,590600,5,2658,-1.241667000000000,-78.61972200000000,10/07/2021
Zamora Chinchipe,120416,1,278,-4.120000000000000,-78.80000000000000,10/07/2021
Azuay,881394,19,3369,-2.897414000000000,-79.00448100000000,11/07/2021
Bolívar,209933,5,720,-1.605556000000000,-79.00305600000000,11/07/2021
Carchi,186869,5,682,0.8121800000000000,-77.71633000000000,11/07/2021
Cañar,281396,5,909,-2.733333000000000,-78.83333300000000,11/07/2021
Chimborazo,524004,3,2040,-1.674347000000000,-78.64829400000001,11/07/2021
Cotopaxi,488716,4,1759,-0.9333330000000000,-78.61666700000001,11/07/2021
El Oro,715751,10,3153,-3.266667000000000,-79.96666700000000,11/07/2021
Esmeraldas,591083,9,1456,1.050000000000000,-79.20000000000000,11/07/2021
Galápagos,33042,0,50,-0.7999999999999999,-89.40000000000001,11/07/2021
Guayas,4387434,75,17977,-2.183333000000000,-79.88333299999999,11/07/2021
Imbabura,476257,10,1783,0.3626780000000000,-78.13066700000000,11/07/2021
Loja,521154,8,2198,-3.983333000000000,-79.20000000000000,11/07/2021
Los Ríos,921763,18,3256,-1.800000000000000,-79.53333300000000,11/07/2021
Manabí,1562079,25,5744,-1.056181000000000,-80.45521700000000,11/07/2021
Morona Santiago,196535,3,353,-2.300000000000000,-78.11666700000001,11/07/2021
Napo,133705,4,330,-0.9890000000000000,-77.81590000000000,11/07/2021
Orellana,161338,1,322,-0.4666670000000000,-76.96666700000000,11/07/2021
Pastaza,114202,1,271,-1.066667000000000,-78.00111099999999,11/07/2021
Pichincha,3228233,57,12404,-0.2186110000000000,-78.50972200000000,11/07/2021
Santa Elena,401178,3,1138,-2.226700000000000,-80.85830000000000,11/07/2021
Sto. Domingo Tsáchilas,511151,6,1970,-0.2541670000000000,-79.17194400000000,11/07/2021
Sucumbíos,230503,0,560,0.08472200000000002,-76.88277800000000,11/07/2021
Tungurahua,590600,9,2667,-1.241667000000000,-78.61972200000000,11/07/2021
Zamora Chinchipe,120416,1,279,-4.120000000000000,-78.80000000000000,11/07/2021
Azuay,881394,14,3383,-2.897414000000000,-79.00448100000000,12/07/2021
Bolívar,209933,2,722,-1.605556000000000,-79.00305600000000,12/07/2021
Carchi,186869,2,684,0.8121800000000000,-77.71633000000000,12/07/2021
Cañar,281396,2,911,-2.733333000000000,-78.83333300000000,12/07/2021
Chimborazo,524004,12,2052,-1.674347000000000,-78.64829400000001,12/07/2021
Cotopaxi,488716,8,1767,-0.9333330000000000,-78.61666700000001,12/07/2021
El Oro,715751,16,3169,-3.266667000000000,-79.96666700000000,12/07/2021
Esmeraldas,591083,5,1461,1.050000000000000,-79.20000000000000,12/07/2021
Galápagos,33042,0,50,-0.7999999999999999,-89.40000000000001,12/07/2021
Guayas,4387434,74,18051,-2.183333000000000,-79.88333299999999,12/07/2021
Imbabura,476257,9,1792,0.3626780000000000,-78.13066700000000,12/07/2021
Loja,521154,7,2205,-3.983333000000000,-79.20000000000000,12/07/2021
Los Ríos,921763,9,3265,-1.800000000000000,-79.53333300000000,12/07/2021
Manabí,1562079,21,5765,-1.056181000000000,-80.45521700000000,12/07/2021
Morona Santiago,196535,3,356,-2.300000000000000,-78.11666700000001,12/07/2021
Napo,133705,1,331,-0.9890000000000000,-77.81590000000000,12/07/2021
Orellana,161338,3,325,-0.4666670000000000,-76.96666700000000,12/07/2021
Pastaza,114202,2,273,-1.066667000000000,-78.00111099999999,12/07/2021
Pichincha,3228233,56,12460,-0.2186110000000000,-78.50972200000000,12/07/2021
Santa Elena,401178,6,1144,-2.226700000000000,-80.85830000000000,12/07/2021
Sto. Domingo Tsáchilas,511151,3,1973,-0.2541670000000000,-79.17194400000000,12/07/2021
Sucumbíos,230503,1,561,0.08472200000000002,-76.88277800000000,12/07/2021
Tungurahua,590600,10,2677,-1.241667000000000,-78.61972200000000,12/07/2021
Zamora Chinchipe,120416,0,279,-4.120000000000000,-78.80000000000000,12/07/2021
Azuay,881394,10,3393,-2.897414000000000,-79.00448100000000,13/07/2021
Bolívar,209933,1,723,-1.605556000000000,-79.00305600000000,13/07/2021
Carchi,186869,8,692,0.8121800000000000,-77.71633000000000,13/07/2021
Cañar,281396,9,920,-2.733333000000000,-78.83333300000000,13/07/2021
Chimborazo,524004,13,2065,-1.674347000000000,-78.64829400000001,13/07/2021
Cotopaxi,488716,6,1773,-0.9333330000000000,-78.61666700000001,13/07/2021
El Oro,715751,8,3177,-3.266667000000000,-79.96666700000000,13/07/2021
Esmeraldas,591083,8,1469,1.050000000000000,-79.20000000000000,13/07/2021
Galápagos,33042,0,50,-0.7999999999999999,-89.40000000000001,13/07/2021
Guayas,4387434,66,18117,-2.183333000000000,-79.88333299999999,13/07/2021
Imbabura,476257,6,1798,0.3626780000000000,-78.13066700000000,13/07/2021
Loja,521154,6,2211,-3.983333000000000,-79.20000000000000,13/07/2021
Los Ríos,921763,12,3277,-1.800000000000000,-79.53333300000000,13/07/2021
Manabí,1562079,26,5791,-1.056181000000000,-80.45521700000000,13/07/2021
Morona Santiago,196535,2,358,-2.300000000000000,-78.11666700000001,13/07/2021
Napo,133705,3,334,-0.9890000000000000,-77.81590000000000,13/07/2021
Orellana,161338,2,327,-0.4666670000000000,-76.96666700000000,13/07/2021
Pastaza,114202,1,274,-1.066667000000000,-78.00111099999999,13/07/2021
Pichincha,3228233,58,12518,-0.2186110000000000,-78.50972200000000,13/07/2021
Santa Elena,401178,7,1151,-2.226700000000000,-80.85830000000000,13/07/2021
Sto. Domingo Tsáchilas,511151,8,1981,-0.2541670000000000,-79.17194400000000,13/07/2021
Sucumbíos,230503,1,562,0.08472200000000002,-76.88277800000000,13/07/2021
Tungurahua,590600,10,2687,-1.241667000000000,-78.61972200000000,13/07/2021
