provincia,poblacion,total,acumuladas,lat,lng,semana
Guayas,4387434,1254,2362,-2.183333000000000,-79.88333299999999,2
Imbabura,476257,114,234,0.3626780000000000,-78.13066700000000,2
Loja,521154,104,206,-3.983333000000000,-79.20000000000000,2
Los Ríos,921763,198,382,-1.800000000000000,-79.53333300000000,2
Manabí,1562079,352,660,-1.056181000000000,-80.45521700000000,2
Morona Santiago,196535,18,41,-2.300000000000000,-78.11666700000001,2
Napo,133705,12,40,-0.9890000000000000,-77.81590000000000,2
Orellana,161338,22,44,-0.4666670000000000,-76.96666700000000,2
Pastaza,114202,16,20,-1.066667000000000,-78.00111099999999,2
Pichincha,3228233,784,1534,-0.2186110000000000,-78.50972200000000,2
Santa Elena,401178,84,160,-2.226700000000000,-80.85830000000000,2
Sto. Domingo Tsáchilas,511151,128,240,-0.2541670000000000,-79.17194400000000,2
Sucumbíos,230503,48,84,0.08472200000000002,-76.88277800000000,2
Tungurahua,590600,192,404,-1.241667000000000,-78.61972200000000,2
Zamora Chinchipe,120416,24,38,-4.120000000000000,-78.80000000000000,2
Azuay,881394,230,698,-2.897414000000000,-79.00448100000000,3
Bolívar,209933,54,174,-1.605556000000000,-79.00305600000000,3
Carchi,186869,70,202,0.8121800000000000,-77.71633000000000,3
Cañar,281396,66,206,-2.733333000000000,-78.83333300000000,3
Chimborazo,524004,154,456,-1.674347000000000,-78.64829400000001,3
Cotopaxi,488716,114,372,-0.9333330000000000,-78.61666700000001,3
El Oro,715751,210,574,-3.266667000000000,-79.96666700000000,3
Esmeraldas,591083,98,240,1.050000000000000,-79.20000000000000,3
Galápagos,33042,10,22,-0.7999999999999999,-89.40000000000001,3
Guayas,4387434,1246,3608,-2.183333000000000,-79.88333299999999,3
Imbabura,476257,124,358,0.3626780000000000,-78.13066700000000,3
Loja,521154,132,338,-3.983333000000000,-79.20000000000000,3
Los Ríos,921763,220,602,-1.800000000000000,-79.53333300000000,3
Manabí,1562079,380,1040,-1.056181000000000,-80.45521700000000,3
Morona Santiago,196535,26,67,-2.300000000000000,-78.11666700000001,3
Napo,133705,30,70,-0.9890000000000000,-77.81590000000000,3
Orellana,161338,22,66,-0.4666670000000000,-76.96666700000000,3
Pastaza,114202,26,46,-1.066667000000000,-78.00111099999999,3
Pichincha,3228233,938,2472,-0.2186110000000000,-78.50972200000000,3
Santa Elena,401178,92,252,-2.226700000000000,-80.85830000000000,3
Sto. Domingo Tsáchilas,511151,106,346,-0.2541670000000000,-79.17194400000000,3
Sucumbíos,230503,38,122,0.08472200000000002,-76.88277800000000,3
Tungurahua,590600,270,674,-1.241667000000000,-78.61972200000000,3
Zamora Chinchipe,120416,16,54,-4.120000000000000,-78.80000000000000,3
Azuay,881394,214,912,-2.897414000000000,-79.00448100000000,4
Bolívar,209933,32,206,-1.605556000000000,-79.00305600000000,4
Carchi,186869,68,270,0.8121800000000000,-77.71633000000000,4
Cañar,281396,48,254,-2.733333000000000,-78.83333300000000,4
Chimborazo,524004,130,586,-1.674347000000000,-78.64829400000001,4
Cotopaxi,488716,136,508,-0.9333330000000000,-78.61666700000001,4
El Oro,715751,232,806,-3.266667000000000,-79.96666700000000,4
Esmeraldas,591083,82,322,1.050000000000000,-79.20000000000000,4
Galápagos,33042,0,22,-0.7999999999999999,-89.40000000000001,4
Guayas,4387434,1260,4868,-2.183333000000000,-79.88333299999999,4
Imbabura,476257,148,506,0.3626780000000000,-78.13066700000000,4
Loja,521154,124,462,-3.983333000000000,-79.20000000000000,4
Los Ríos,921763,202,804,-1.800000000000000,-79.53333300000000,4
Manabí,1562079,354,1394,-1.056181000000000,-80.45521700000000,4
Morona Santiago,196535,30,97,-2.300000000000000,-78.11666700000001,4
Napo,133705,32,102,-0.9890000000000000,-77.81590000000000,4
Orellana,161338,16,82,-0.4666670000000000,-76.96666700000000,4
Pastaza,114202,28,74,-1.066667000000000,-78.00111099999999,4
Pichincha,3228233,872,3344,-0.2186110000000000,-78.50972200000000,4
Santa Elena,401178,84,336,-2.226700000000000,-80.85830000000000,4
Sto. Domingo Tsáchilas,511151,102,448,-0.2541670000000000,-79.17194400000000,4
Sucumbíos,230503,30,152,0.08472200000000002,-76.88277800000000,4
Tungurahua,590600,162,836,-1.241667000000000,-78.61972200000000,4
Zamora Chinchipe,120416,8,62,-4.120000000000000,-78.80000000000000,4
Azuay,881394,232,1144,-2.897414000000000,-79.00448100000000,5
Bolívar,209933,48,254,-1.605556000000000,-79.00305600000000,5
Carchi,186869,40,310,0.8121800000000000,-77.71633000000000,5
Cañar,281396,84,338,-2.733333000000000,-78.83333300000000,5
Chimborazo,524004,130,716,-1.674347000000000,-78.64829400000001,5
Cotopaxi,488716,144,652,-0.9333330000000000,-78.61666700000001,5
El Oro,715751,240,1046,-3.266667000000000,-79.96666700000000,5
Esmeraldas,591083,92,414,1.050000000000000,-79.20000000000000,5
Galápagos,33042,2,24,-0.7999999999999999,-89.40000000000001,5
Guayas,4387434,1140,6008,-2.183333000000000,-79.88333299999999,5
Imbabura,476257,132,638,0.3626780000000000,-78.13066700000000,5
Loja,521154,150,612,-3.983333000000000,-79.20000000000000,5
Los Ríos,921763,244,1048,-1.800000000000000,-79.53333300000000,5
Manabí,1562079,436,1830,-1.056181000000000,-80.45521700000000,5
Morona Santiago,196535,20,117,-2.300000000000000,-78.11666700000001,5
Napo,133705,8,110,-0.9890000000000000,-77.81590000000000,5
Orellana,161338,26,108,-0.4666670000000000,-76.96666700000000,5
Pastaza,114202,14,88,-1.066667000000000,-78.00111099999999,5
Pichincha,3228233,840,4184,-0.2186110000000000,-78.50972200000000,5
Santa Elena,401178,80,416,-2.226700000000000,-80.85830000000000,5
Sto. Domingo Tsáchilas,511151,126,574,-0.2541670000000000,-79.17194400000000,5
Sucumbíos,230503,28,180,0.08472200000000002,-76.88277800000000,5
Tungurahua,590600,190,1026,-1.241667000000000,-78.61972200000000,5
Zamora Chinchipe,120416,16,78,-4.120000000000000,-78.80000000000000,5
Azuay,881394,242,1386,-2.897414000000000,-79.00448100000000,6
Bolívar,209933,34,288,-1.605556000000000,-79.00305600000000,6
Carchi,186869,38,348,0.8121800000000000,-77.71633000000000,6
Cañar,281396,66,404,-2.733333000000000,-78.83333300000000,6
Chimborazo,524004,148,864,-1.674347000000000,-78.64829400000001,6
Cotopaxi,488716,150,802,-0.9333330000000000,-78.61666700000001,6
El Oro,715751,230,1276,-3.266667000000000,-79.96666700000000,6
Esmeraldas,591083,86,500,1.050000000000000,-79.20000000000000,6
Galápagos,33042,2,26,-0.7999999999999999,-89.40000000000001,6
Guayas,4387434,1250,7258,-2.183333000000000,-79.88333299999999,6
Imbabura,476257,124,762,0.3626780000000000,-78.13066700000000,6
Loja,521154,148,760,-3.983333000000000,-79.20000000000000,6
Los Ríos,921763,212,1260,-1.800000000000000,-79.53333300000000,6
Manabí,1562079,388,2218,-1.056181000000000,-80.45521700000000,6
Morona Santiago,196535,44,161,-2.300000000000000,-78.11666700000001,6
Napo,133705,18,128,-0.9890000000000000,-77.81590000000000,6
Orellana,161338,20,128,-0.4666670000000000,-76.96666700000000,6
Pastaza,114202,10,98,-1.066667000000000,-78.00111099999999,6
Pichincha,3228233,812,4996,-0.2186110000000000,-78.50972200000000,6
Santa Elena,401178,58,474,-2.226700000000000,-80.85830000000000,6
Sto. Domingo Tsáchilas,511151,118,692,-0.2541670000000000,-79.17194400000000,6
Sucumbíos,230503,26,206,0.08472200000000002,-76.88277800000000,6
Tungurahua,590600,180,1206,-1.241667000000000,-78.61972200000000,6
Zamora Chinchipe,120416,16,94,-4.120000000000000,-78.80000000000000,6
Azuay,881394,220,1606,-2.897414000000000,-79.00448100000000,7
Bolívar,209933,60,348,-1.605556000000000,-79.00305600000000,7
Carchi,186869,30,378,0.8121800000000000,-77.71633000000000,7
Cañar,281396,60,464,-2.733333000000000,-78.83333300000000,7
Chimborazo,524004,122,986,-1.674347000000000,-78.64829400000001,7
Cotopaxi,488716,128,930,-0.9333330000000000,-78.61666700000001,7
El Oro,715751,222,1498,-3.266667000000000,-79.96666700000000,7
Esmeraldas,591083,104,604,1.050000000000000,-79.20000000000000,7
Galápagos,33042,4,30,-0.7999999999999999,-89.40000000000001,7
Guayas,4387434,1276,8534,-2.183333000000000,-79.88333299999999,7
Imbabura,476257,102,864,0.3626780000000000,-78.13066700000000,7
Loja,521154,162,922,-3.983333000000000,-79.20000000000000,7
Los Ríos,921763,230,1490,-1.800000000000000,-79.53333300000000,7
Manabí,1562079,442,2660,-1.056181000000000,-80.45521700000000,7
Morona Santiago,196535,16,177,-2.300000000000000,-78.11666700000001,7
Napo,133705,34,162,-0.9890000000000000,-77.81590000000000,7
Orellana,161338,26,154,-0.4666670000000000,-76.96666700000000,7
Pastaza,114202,12,110,-1.066667000000000,-78.00111099999999,7
Pichincha,3228233,814,5810,-0.2186110000000000,-78.50972200000000,7
Santa Elena,401178,66,540,-2.226700000000000,-80.85830000000000,7
Sto. Domingo Tsáchilas,511151,136,828,-0.2541670000000000,-79.17194400000000,7
Sucumbíos,230503,42,248,0.08472200000000002,-76.88277800000000,7
Tungurahua,590600,168,1374,-1.241667000000000,-78.61972200000000,7
Zamora Chinchipe,120416,24,118,-4.120000000000000,-78.80000000000000,7
Azuay,881394,264,1870,-2.897414000000000,-79.00448100000000,8
Bolívar,209933,46,394,-1.605556000000000,-79.00305600000000,8
Carchi,186869,38,416,0.8121800000000000,-77.71633000000000,8
Cañar,281396,54,518,-2.733333000000000,-78.83333300000000,8
Chimborazo,524004,132,1118,-1.674347000000000,-78.64829400000001,8
Cotopaxi,488716,124,1054,-0.9333330000000000,-78.61666700000001,8
El Oro,715751,240,1738,-3.266667000000000,-79.96666700000000,8
Esmeraldas,591083,108,712,1.050000000000000,-79.20000000000000,8
Galápagos,33042,4,34,-0.7999999999999999,-89.40000000000001,8
Guayas,4387434,1268,9802,-2.183333000000000,-79.88333299999999,8
Imbabura,476257,116,980,0.3626780000000000,-78.13066700000000,8
Loja,521154,114,1036,-3.983333000000000,-79.20000000000000,8
Los Ríos,921763,256,1746,-1.800000000000000,-79.53333300000000,8
Manabí,1562079,470,3130,-1.056181000000000,-80.45521700000000,8
Morona Santiago,196535,16,193,-2.300000000000000,-78.11666700000001,8
Napo,133705,22,184,-0.9890000000000000,-77.81590000000000,8
Orellana,161338,16,170,-0.4666670000000000,-76.96666700000000,8
Pastaza,114202,22,132,-1.066667000000000,-78.00111099999999,8
Pichincha,3228233,786,6596,-0.2186110000000000,-78.50972200000000,8
Santa Elena,401178,60,600,-2.226700000000000,-80.85830000000000,8
Sto. Domingo Tsáchilas,511151,158,986,-0.2541670000000000,-79.17194400000000,8
Sucumbíos,230503,54,302,0.08472200000000002,-76.88277800000000,8
Tungurahua,590600,166,1540,-1.241667000000000,-78.61972200000000,8
Zamora Chinchipe,120416,16,134,-4.120000000000000,-78.80000000000000,8
Azuay,881394,212,2082,-2.897414000000000,-79.00448100000000,9
Bolívar,209933,48,442,-1.605556000000000,-79.00305600000000,9
Carchi,186869,24,440,0.8121800000000000,-77.71633000000000,9
Cañar,281396,68,586,-2.733333000000000,-78.83333300000000,9
Chimborazo,524004,146,1264,-1.674347000000000,-78.64829400000001,9
Cotopaxi,488716,116,1170,-0.9333330000000000,-78.61666700000001,9
El Oro,715751,200,1938,-3.266667000000000,-79.96666700000000,9
Esmeraldas,591083,116,828,1.050000000000000,-79.20000000000000,9
Galápagos,33042,8,42,-0.7999999999999999,-89.40000000000001,9
Guayas,4387434,1248,11050,-2.183333000000000,-79.88333299999999,9
Imbabura,476257,92,1072,0.3626780000000000,-78.13066700000000,9
Loja,521154,158,1194,-3.983333000000000,-79.20000000000000,9
Los Ríos,921763,258,2004,-1.800000000000000,-79.53333300000000,9
Manabí,1562079,416,3546,-1.056181000000000,-80.45521700000000,9
Morona Santiago,196535,26,219,-2.300000000000000,-78.11666700000001,9
Napo,133705,22,206,-0.9890000000000000,-77.81590000000000,9
Orellana,161338,20,190,-0.4666670000000000,-76.96666700000000,9
Pastaza,114202,16,148,-1.066667000000000,-78.00111099999999,9
Pichincha,3228233,826,7422,-0.2186110000000000,-78.50972200000000,9
Santa Elena,401178,90,690,-2.226700000000000,-80.85830000000000,9
Sto. Domingo Tsáchilas,511151,144,1130,-0.2541670000000000,-79.17194400000000,9
Sucumbíos,230503,32,334,0.08472200000000002,-76.88277800000000,9
Tungurahua,590600,136,1676,-1.241667000000000,-78.61972200000000,9
Zamora Chinchipe,120416,8,142,-4.120000000000000,-78.80000000000000,9
Azuay,881394,224,2306,-2.897414000000000,-79.00448100000000,10
Bolívar,209933,58,500,-1.605556000000000,-79.00305600000000,10
Carchi,186869,46,486,0.8121800000000000,-77.71633000000000,10
Cañar,281396,92,678,-2.733333000000000,-78.83333300000000,10
Chimborazo,524004,150,1414,-1.674347000000000,-78.64829400000001,10
Cotopaxi,488716,102,1272,-0.9333330000000000,-78.61666700000001,10
El Oro,715751,208,2146,-3.266667000000000,-79.96666700000000,10
Esmeraldas,591083,126,954,1.050000000000000,-79.20000000000000,10
Galápagos,33042,6,48,-0.7999999999999999,-89.40000000000001,10
Guayas,4387434,1362,12412,-2.183333000000000,-79.88333299999999,10
Imbabura,476257,100,1172,0.3626780000000000,-78.13066700000000,10
Loja,521154,176,1370,-3.983333000000000,-79.20000000000000,10
Los Ríos,921763,290,2294,-1.800000000000000,-79.53333300000000,10
Manabí,1562079,474,4020,-1.056181000000000,-80.45521700000000,10
Morona Santiago,196535,30,249,-2.300000000000000,-78.11666700000001,10
Napo,133705,30,236,-0.9890000000000000,-77.81590000000000,10
Orellana,161338,20,210,-0.4666670000000000,-76.96666700000000,10
Pastaza,114202,26,174,-1.066667000000000,-78.00111099999999,10
Pichincha,3228233,848,8270,-0.2186110000000000,-78.50972200000000,10
Santa Elena,401178,62,752,-2.226700000000000,-80.85830000000000,10
Sto. Domingo Tsáchilas,511151,174,1304,-0.2541670000000000,-79.17194400000000,10
Sucumbíos,230503,38,372,0.08472200000000002,-76.88277800000000,10
Tungurahua,590600,172,1848,-1.241667000000000,-78.61972200000000,10
Zamora Chinchipe,120416,18,160,-4.120000000000000,-78.80000000000000,10
Azuay,881394,254,2560,-2.897414000000000,-79.00448100000000,11
Bolívar,209933,82,582,-1.605556000000000,-79.00305600000000,11
Carchi,186869,58,544,0.8121800000000000,-77.71633000000000,11
Cañar,281396,76,754,-2.733333000000000,-78.83333300000000,11
Chimborazo,524004,144,1558,-1.674347000000000,-78.64829400000001,11
Cotopaxi,488716,132,1404,-0.9333330000000000,-78.61666700000001,11
El Oro,715751,240,2386,-3.266667000000000,-79.96666700000000,11
Esmeraldas,591083,146,1100,1.050000000000000,-79.20000000000000,11
Galápagos,33042,4,52,-0.7999999999999999,-89.40000000000001,11
Guayas,4387434,1432,13844,-2.183333000000000,-79.88333299999999,11
Imbabura,476257,102,1274,0.3626780000000000,-78.13066700000000,11
Loja,521154,242,1612,-3.983333000000000,-79.20000000000000,11
Los Ríos,921763,216,2510,-1.800000000000000,-79.53333300000000,11
Manabí,1562079,612,4632,-1.056181000000000,-80.45521700000000,11
Morona Santiago,196535,16,265,-2.300000000000000,-78.11666700000001,11
Napo,133705,22,258,-0.9890000000000000,-77.81590000000000,11
Orellana,161338,38,248,-0.4666670000000000,-76.96666700000000,11
Pastaza,114202,28,202,-1.066667000000000,-78.00111099999999,11
Pichincha,3228233,856,9126,-0.2186110000000000,-78.50972200000000,11
Santa Elena,401178,106,858,-2.226700000000000,-80.85830000000000,11
Sto. Domingo Tsáchilas,511151,194,1498,-0.2541670000000000,-79.17194400000000,11
Sucumbíos,230503,64,436,0.08472200000000002,-76.88277800000000,11
Tungurahua,590600,170,2018,-1.241667000000000,-78.61972200000000,11
Zamora Chinchipe,120416,22,182,-4.120000000000000,-78.80000000000000,11
Azuay,881394,268,2828,-2.897414000000000,-79.00448100000000,12
Bolívar,209933,72,654,-1.605556000000000,-79.00305600000000,12
Carchi,186869,46,590,0.8121800000000000,-77.71633000000000,12
Cañar,281396,84,838,-2.733333000000000,-78.83333300000000,12
Chimborazo,524004,164,1722,-1.674347000000000,-78.64829400000001,12
Cotopaxi,488716,140,1544,-0.9333330000000000,-78.61666700000001,12
El Oro,715751,250,2636,-3.266667000000000,-79.96666700000000,12
Esmeraldas,591083,152,1252,1.050000000000000,-79.20000000000000,12
Galápagos,33042,4,56,-0.7999999999999999,-89.40000000000001,12
Guayas,4387434,1560,15404,-2.183333000000000,-79.88333299999999,12
Imbabura,476257,128,1402,0.3626780000000000,-78.13066700000000,12
Loja,521154,218,1830,-3.983333000000000,-79.20000000000000,12
Los Ríos,921763,270,2780,-1.800000000000000,-79.53333300000000,12
Manabí,1562079,546,5178,-1.056181000000000,-80.45521700000000,12
Morona Santiago,196535,30,295,-2.300000000000000,-78.11666700000001,12
Napo,133705,20,278,-0.9890000000000000,-77.81590000000000,12
Orellana,161338,24,272,-0.4666670000000000,-76.96666700000000,12
Pastaza,114202,20,222,-1.066667000000000,-78.00111099999999,12
Pichincha,3228233,910,10036,-0.2186110000000000,-78.50972200000000,12
Santa Elena,401178,106,964,-2.226700000000000,-80.85830000000000,12
Sto. Domingo Tsáchilas,511151,160,1658,-0.2541670000000000,-79.17194400000000,12
Sucumbíos,230503,60,496,0.08472200000000002,-76.88277800000000,12
Tungurahua,590600,166,2184,-1.241667000000000,-78.61972200000000,12
Zamora Chinchipe,120416,16,198,-4.120000000000000,-78.80000000000000,12
Azuay,881394,230,3058,-2.897414000000000,-79.00448100000000,13
Bolívar,209933,72,726,-1.605556000000000,-79.00305600000000,13
Carchi,186869,34,624,0.8121800000000000,-77.71633000000000,13
Cañar,281396,56,894,-2.733333000000000,-78.83333300000000,13
Chimborazo,524004,152,1874,-1.674347000000000,-78.64829400000001,13
Cotopaxi,488716,118,1662,-0.9333330000000000,-78.61666700000001,13
El Oro,715751,286,2922,-3.266667000000000,-79.96666700000000,13
Esmeraldas,591083,130,1382,1.050000000000000,-79.20000000000000,13
Galápagos,33042,4,60,-0.7999999999999999,-89.40000000000001,13
Guayas,4387434,1608,17012,-2.183333000000000,-79.88333299999999,13
Imbabura,476257,148,1550,0.3626780000000000,-78.13066700000000,13
Loja,521154,252,2082,-3.983333000000000,-79.20000000000000,13
Los Ríos,921763,324,3104,-1.800000000000000,-79.53333300000000,13
Manabí,1562079,600,5778,-1.056181000000000,-80.45521700000000,13
Morona Santiago,196535,33,328,-2.300000000000000,-78.11666700000001,13
Napo,133705,20,298,-0.9890000000000000,-77.81590000000000,13
Orellana,161338,26,298,-0.4666670000000000,-76.96666700000000,13
Pastaza,114202,12,234,-1.066667000000000,-78.00111099999999,13
Pichincha,3228233,1020,11056,-0.2186110000000000,-78.50972200000000,13
Santa Elena,401178,104,1068,-2.226700000000000,-80.85830000000000,13
Sto. Domingo Tsáchilas,511151,216,1874,-0.2541670000000000,-79.17194400000000,13
Sucumbíos,230503,46,542,0.08472200000000002,-76.88277800000000,13
Tungurahua,590600,174,2358,-1.241667000000000,-78.61972200000000,13
Zamora Chinchipe,120416,28,226,-4.120000000000000,-78.80000000000000,13
Azuay,881394,252,3310,-2.897414000000000,-79.00448100000000,14
Bolívar,209933,80,806,-1.605556000000000,-79.00305600000000,14
Carchi,186869,60,684,0.8121800000000000,-77.71633000000000,14
Cañar,281396,82,976,-2.733333000000000,-78.83333300000000,14
Chimborazo,524004,172,2046,-1.674347000000000,-78.64829400000001,14
Cotopaxi,488716,138,1800,-0.9333330000000000,-78.61666700000001,14
El Oro,715751,314,3236,-3.266667000000000,-79.96666700000000,14
Esmeraldas,591083,120,1502,1.050000000000000,-79.20000000000000,14
Galápagos,33042,2,62,-0.7999999999999999,-89.40000000000001,14
Guayas,4387434,1770,18782,-2.183333000000000,-79.88333299999999,14
Imbabura,476257,108,1658,0.3626780000000000,-78.13066700000000,14
Loja,521154,220,2302,-3.983333000000000,-79.20000000000000,14
Los Ríos,921763,332,3436,-1.800000000000000,-79.53333300000000,14
Manabí,1562079,588,6366,-1.056181000000000,-80.45521700000000,14
Morona Santiago,196535,26,354,-2.300000000000000,-78.11666700000001,14
Napo,133705,26,324,-0.9890000000000000,-77.81590000000000,14
Orellana,161338,28,326,-0.4666670000000000,-76.96666700000000,14
Pastaza,114202,18,252,-1.066667000000000,-78.00111099999999,14
Pichincha,3228233,1050,12106,-0.2186110000000000,-78.50972200000000,14
Santa Elena,401178,132,1200,-2.226700000000000,-80.85830000000000,14
Sto. Domingo Tsáchilas,511151,242,2116,-0.2541670000000000,-79.17194400000000,14
Sucumbíos,230503,54,596,0.08472200000000002,-76.88277800000000,14
Tungurahua,590600,216,2574,-1.241667000000000,-78.61972200000000,14
Zamora Chinchipe,120416,54,280,-4.120000000000000,-78.80000000000000,14
Azuay,881394,282,3592,-2.897414000000000,-79.00448100000000,15
Bolívar,209933,76,882,-1.605556000000000,-79.00305600000000,15
Carchi,186869,32,716,0.8121800000000000,-77.71633000000000,15
Cañar,281396,80,1056,-2.733333000000000,-78.83333300000000,15
Chimborazo,524004,174,2220,-1.674347000000000,-78.64829400000001,15
Cotopaxi,488716,162,1962,-0.9333330000000000,-78.61666700000001,15
El Oro,715751,286,3522,-3.266667000000000,-79.96666700000000,15
Esmeraldas,591083,146,1648,1.050000000000000,-79.20000000000000,15
Galápagos,33042,4,66,-0.7999999999999999,-89.40000000000001,15
Guayas,4387434,1804,20586,-2.183333000000000,-79.88333299999999,15
Imbabura,476257,166,1824,0.3626780000000000,-78.13066700000000,15
Loja,521154,268,2570,-3.983333000000000,-79.20000000000000,15
Los Ríos,921763,304,3740,-1.800000000000000,-79.53333300000000,15
Manabí,1562079,554,6920,-1.056181000000000,-80.45521700000000,15
Morona Santiago,196535,35,389,-2.300000000000000,-78.11666700000001,15
Napo,133705,26,350,-0.9890000000000000,-77.81590000000000,15
Orellana,161338,24,350,-0.4666670000000000,-76.96666700000000,15
Pastaza,114202,24,276,-1.066667000000000,-78.00111099999999,15
Pichincha,3228233,1144,13250,-0.2186110000000000,-78.50972200000000,15
Santa Elena,401178,146,1346,-2.226700000000000,-80.85830000000000,15
Sto. Domingo Tsáchilas,511151,164,2280,-0.2541670000000000,-79.17194400000000,15
Sucumbíos,230503,58,654,0.08472200000000002,-76.88277800000000,15
Tungurahua,590600,268,2842,-1.241667000000000,-78.61972200000000,15
Zamora Chinchipe,120416,38,318,-4.120000000000000,-78.80000000000000,15
Azuay,881394,296,3888,-2.897414000000000,-79.00448100000000,16
Bolívar,209933,48,930,-1.605556000000000,-79.00305600000000,16
Carchi,186869,46,762,0.8121800000000000,-77.71633000000000,16
Cañar,281396,70,1126,-2.733333000000000,-78.83333300000000,16
Chimborazo,524004,200,2420,-1.674347000000000,-78.64829400000001,16
Cotopaxi,488716,148,2110,-0.9333330000000000,-78.61666700000001,16
El Oro,715751,380,3902,-3.266667000000000,-79.96666700000000,16
Esmeraldas,591083,144,1792,1.050000000000000,-79.20000000000000,16
Galápagos,33042,4,70,-0.7999999999999999,-89.40000000000001,16
Guayas,4387434,1808,22394,-2.183333000000000,-79.88333299999999,16
Imbabura,476257,170,1994,0.3626780000000000,-78.13066700000000,16
Loja,521154,248,2818,-3.983333000000000,-79.20000000000000,16
Los Ríos,921763,310,4050,-1.800000000000000,-79.53333300000000,16
Manabí,1562079,532,7452,-1.056181000000000,-80.45521700000000,16
Morona Santiago,196535,26,415,-2.300000000000000,-78.11666700000001,16
Napo,133705,24,374,-0.9890000000000000,-77.81590000000000,16
Orellana,161338,18,368,-0.4666670000000000,-76.96666700000000,16
Pastaza,114202,18,294,-1.066667000000000,-78.00111099999999,16
Pichincha,3228233,1280,14530,-0.2186110000000000,-78.50972200000000,16
Santa Elena,401178,140,1486,-2.226700000000000,-80.85830000000000,16
Sto. Domingo Tsáchilas,511151,228,2508,-0.2541670000000000,-79.17194400000000,16
Sucumbíos,230503,58,712,0.08472200000000002,-76.88277800000000,16
Tungurahua,590600,276,3118,-1.241667000000000,-78.61972200000000,16
Zamora Chinchipe,120416,44,362,-4.120000000000000,-78.80000000000000,16
Azuay,881394,320,4208,-2.897414000000000,-79.00448100000000,17
Bolívar,209933,66,996,-1.605556000000000,-79.00305600000000,17
Carchi,186869,76,838,0.8121800000000000,-77.71633000000000,17
Cañar,281396,62,1188,-2.733333000000000,-78.83333300000000,17
Chimborazo,524004,172,2592,-1.674347000000000,-78.64829400000001,17
Cotopaxi,488716,148,2258,-0.9333330000000000,-78.61666700000001,17
El Oro,715751,344,4246,-3.266667000000000,-79.96666700000000,17
Esmeraldas,591083,100,1892,1.050000000000000,-79.20000000000000,17
Galápagos,33042,10,80,-0.7999999999999999,-89.40000000000001,17
Guayas,4387434,1686,24080,-2.183333000000000,-79.88333299999999,17
Imbabura,476257,202,2196,0.3626780000000000,-78.13066700000000,17
Loja,521154,236,3054,-3.983333000000000,-79.20000000000000,17
Los Ríos,921763,286,4336,-1.800000000000000,-79.53333300000000,17
Manabí,1562079,464,7916,-1.056181000000000,-80.45521700000000,17
Morona Santiago,196535,26,441,-2.300000000000000,-78.11666700000001,17
Napo,133705,24,398,-0.9890000000000000,-77.81590000000000,17
Orellana,161338,42,410,-0.4666670000000000,-76.96666700000000,17
Pastaza,114202,32,326,-1.066667000000000,-78.00111099999999,17
Pichincha,3228233,1228,15758,-0.2186110000000000,-78.50972200000000,17
Santa Elena,401178,90,1576,-2.226700000000000,-80.85830000000000,17
