provincia,canton,lat,lng,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
Carchi,Montúfar,0.6100000000000000,-77.84000000000000,11,19,28,37,48,54,68,75,85,96,102,113
Carchi,San Pedro de Huaca,0.6311110000000000,-77.72527800000000,3,3,5,6,7,7,10,11,13,16,18,22
Carchi,Tulcán,0.8121800000000000,-77.71633000000000,36,67,104,134,164,192,229,264,296,325,352,382
Cañar,Azogues,-2.733333000000000,-78.83333300000000,42,87,129,161,200,242,296,337,373,419,448,476
Cañar,Biblían,-2.710000000000000,-78.88000000000000,8,12,15,20,25,31,39,45,51,54,63,66
Cañar,Cañar,-2.483700000000000,-78.97839999999999,15,36,52,67,90,105,120,142,161,179,191,203
Cañar,Déleg,-2.772600000000000,-78.91830000000000,2,3,3,5,7,8,11,18,21,23,24,26
Cañar,El Tambo,-2.508100000000000,-78.92489999999999,3,4,6,7,11,13,17,20,22,28,31,32
Cañar,La Troncal,-2.400000000000000,-79.33000000000000,13,33,42,60,76,85,105,120,140,159,174,188
Cañar,Suscal,-2.436400000000000,-79.05220000000000,1,2,4,7,9,12,13,15,16,18,19,19
Chimborazo,Alausí,-2.200000000000000,-78.84999999999999,7,17,31,42,56,70,87,100,109,118,131,139
Chimborazo,Chambo,-1.733333000000000,-78.58333300000000,4,10,15,18,24,30,33,38,43,47,52,58
Chimborazo,Chunchi,-2.283333000000000,-78.91666700000000,4,8,13,16,22,26,34,38,41,47,56,59
Chimborazo,Colta,-1.700000000000000,-78.75000000000000,12,33,47,71,86,100,118,136,156,172,198,211
Chimborazo,Cumandá,-2.200000000000000,-79.13333299999999,2,9,9,14,19,21,23,28,32,33,35,38
Chimborazo,Guamote,-1.933333000000000,-78.71666700000000,12,27,40,56,70,82,89,102,112,124,141,153
Chimborazo,Guano,-1.583333000000000,-78.63333299999999,6,16,30,38,45,54,71,85,95,101,107,120
Chimborazo,Pallatanga,-1.983333000000000,-78.95000000000000,1,1,4,11,16,20,25,26,30,39,44,49
Chimborazo,Penipe,-1.557300000000000,-78.53959999999999,2,3,4,10,12,13,16,18,21,30,35,37
Chimborazo,Riobamba,-1.674347000000000,-78.64829400000001,121,224,339,457,574,691,807,927,1045,1159,1264,1363
Cotopaxi,La Maná,-0.9300000000000000,-79.22000000000000,7,15,29,35,48,55,68,84,96,106,115,122
Cotopaxi,Latacunga,-0.9333330000000000,-78.61666700000001,70,134,212,287,372,432,519,585,649,725,799,872
Cotopaxi,Pangua,-1.133333000000000,-79.06666700000000,11,14,16,20,30,37,42,50,56,62,70,77
Cotopaxi,Pujilí,-0.9500000000000000,-78.69000000000000,17,30,46,76,91,119,138,152,176,195,211,221
Cotopaxi,Salcedo,-1.050000000000000,-78.58333300000000,28,46,63,83,92,113,132,149,166,188,203,229
Cotopaxi,Saquisilí,-0.8300000000000000,-78.67000000000000,7,12,19,25,34,40,50,56,70,74,80,85
Cotopaxi,Sigchos,-0.7000000000000000,-78.88333299999999,11,18,23,27,35,40,43,51,56,60,64,71
El Oro,Arenillas,-3.550000000000000,-80.06000000000000,5,12,18,34,43,55,62,70,77,86,92,99
El Oro,Atahualpa,-2.900000000000000,-78.93333300000000,4,5,5,6,7,9,10,13,16,17,19,20
El Oro,Balsas,-3.762600000000000,-79.82530000000000,2,5,8,9,10,13,19,21,23,23,26,28
El Oro,Chilla,-3.450000000000000,-79.58000000000000,0,1,1,1,2,5,5,6,7,8,8,8
El Oro,El Guabo,-3.238800000000000,-79.82920000000000,22,35,46,51,64,80,88,91,107,124,134,155
El Oro,Huaquillas,-3.481380000000000,-80.24320700000000,9,18,30,47,58,67,85,91,102,121,130,141
El Oro,Las Lajas,-3.785000000000000,-80.06166700000000,0,1,4,5,6,7,10,12,15,16,16,19
El Oro,Machala,-3.266667000000000,-79.96666700000000,105,218,325,453,581,694,798,906,1007,1105,1206,1298
El Oro,Marcabelí,-3.786000000000000,-79.89780000000000,0,2,5,7,7,9,11,11,14,18,20,20
El Oro,Pasaje,-3.326900000000000,-79.80490000000000,21,39,59,82,105,127,154,177,198,224,246,269
El Oro,Piñas,-3.666667000000000,-79.65000000000001,12,27,38,47,58,64,78,95,109,116,124,133
El Oro,Portovelo,-3.720000000000000,-79.62000000000000,6,9,11,11,12,13,17,20,21,23,26,32
El Oro,Santa Rosa,-3.452222000000000,-79.96166700000001,30,55,82,108,129,149,169,197,223,250,279,316
El Oro,Zaruma,-3.433333000000000,-79.59999999999999,9,14,23,32,41,53,61,68,74,80,91,98
Esmeraldas,Atacames,0.8666670000000000,-79.83333300000000,5,10,15,20,24,31,35,39,41,45,48,50
Esmeraldas,Eloy Alfaro,1.250000000000000,-79,1,8,13,16,22,24,28,30,36,46,49,50
Esmeraldas,Esmeraldas,1.050000000000000,-79.20000000000000,71,148,242,313,383,435,493,575,650,712,777,823
Esmeraldas,Muisne,0.6067000000000000,-80.01830000000000,4,7,9,13,16,19,24,26,26,30,33,37
Esmeraldas,Quinindé,0.3300000000000000,-79.48000000000000,35,45,81,102,127,149,185,204,226,248,284,305
Esmeraldas,Rioverde,1.060200000000000,-79.40440000000000,4,11,16,19,23,25,31,36,39,42,48,53
Esmeraldas,San Lorenzo,1.265800000000000,-78.84139999999999,5,15,22,33,39,42,46,60,63,69,75,82
Galápagos,Isabela,-0.4724000000000000,-90.68110000000000,0,0,1,1,2,2,2,2,4,5,6,6
Galápagos,San Cristóbal,-0.8000000000000000,-89.40000000000001,3,3,5,6,8,10,11,13,17,20,21,21
Galápagos,Santa Cruz,-0.6333330000000000,-90.36666700000001,3,3,4,6,7,8,13,17,17,21,22,24
Guayas,Alfredo Baquerizo Moreno,-1.916667000000000,-79.51666700000000,8,20,30,35,41,48,58,65,74,79,81,83
Guayas,Balao,-2.910000000000000,-79.81000000000000,4,11,17,23,34,42,45,48,55,62,69,69
Guayas,Balzar,-1.360000000000000,-79.90000000000001,16,40,68,83,105,129,152,174,196,214,227,260
Guayas,Colimes,-1.550000000000000,-80.01666700000000,9,15,23,26,29,34,39,47,48,57,62,74
Guayas,Coronel Marcelino Maridueña,-2.200000000000000,-79.42000000000000,6,7,10,12,13,13,14,14,15,18,19,20
Guayas,Daule,-1.866667000000000,-79.98333300000000,36,73,125,148,194,224,268,303,343,379,411,449
Guayas,Durán,-2.166667000000000,-79.83333300000000,25,47,74,96,120,148,165,182,201,217,243,267
Guayas,El Triunfo,-2.330000000000000,-79.40000000000001,14,25,46,56,74,81,94,107,118,136,144,158
Guayas,Empalme,-1.046111000000000,-79.63361100000000,18,40,69,94,118,146,169,193,218,247,268,292
Guayas,General Antonio Elizalde,-2.200000000000000,-79.17000000000000,5,7,10,10,13,15,16,18,19,21,22,23
Guayas,Guayaquil,-2.183333000000000,-79.88333299999999,1293,2559,4163,5486,6785,8066,9217,10394,11606,12883,14149,15491
Guayas,Isidro Ayora,-1.883333000000000,-80.16666700000000,0,3,6,8,10,11,12,13,14,17,22,26
Guayas,Lomas de Sargentillo,-1.883333000000000,-80.08333300000000,7,9,12,18,26,29,34,39,43,46,49,51
Guayas,Milagro,-2.126944000000000,-79.59916699999999,92,183,274,353,428,514,599,698,786,885,973,1060
Guayas,Naranjal,-2.672800000000000,-79.61499999999999,16,39,62,74,89,99,108,124,139,150,172,187
Guayas,Naranjito,-2.173000000000000,-79.46710000000000,9,23,39,50,57,65,83,99,114,118,131,142
Guayas,Nobol,-1.916671000000000,-80.01153900000000,7,11,15,20,28,33,40,42,46,48,63,66
Guayas,Palestina,-1.626300000000000,-79.97700000000000,5,10,22,28,32,37,39,40,47,49,55,60
Guayas,Pedro Carbo,-1.833333000000000,-80.23333300000000,17,36,56,70,82,92,106,116,133,142,157,161
Guayas,Playas,-2.623330000000000,-80.38750000000000,11,20,33,47,56,69,76,88,105,115,125,138
Guayas,Salitre,-1.829444000000000,-79.81555600000000,18,37,54,70,93,117,132,145,169,190,207,227
Guayas,Samborondón,-2.183333000000000,-79.88333299999999,24,43,62,82,97,110,128,145,162,179,196,209
Guayas,San Jacinto De Yaguachi,-2.120000000000000,-79.69000000000000,11,19,33,48,60,72,81,89,96,107,112,128
Guayas,Santa Lucía,-1.713889000000000,-79.98500000000000,11,25,38,58,74,86,103,125,135,155,170,182
Guayas,Simón Bolivar,-2.156667000000000,-79.88750000000000,6,11,19,25,26,28,32,36,39,45,50,53
Imbabura,Antonio Ante,0.3200000000000000,-78.20999999999999,20,33,42,60,72,81,95,105,120,135,148,161
Imbabura,Cotacachi,0.3000000000000000,-78.26666700000000,15,27,40,47,65,85,99,114,123,132,140,151
Imbabura,Ibarra,0.3626780000000000,-78.13066700000000,85,175,237,328,413,486,562,657,714,787,869,953
Imbabura,Otavalo,0.2333330000000000,-78.26666700000000,34,72,118,153,181,222,262,300,331,354,397,443
Imbabura,Pimampiro,0.4000000000000000,-77.97000000000000,2,6,9,15,23,28,30,36,45,48,50,54
Imbabura,San Miguel de Urcuquí,0.5200000000000000,-78.20000000000000,1,4,8,14,18,24,24,27,35,47,49,51
Loja,Calvas,-4.320000000000000,-79.56000000000000,12,22,30,39,43,51,54,69,85,87,95,101
Loja,Catamayo,-3.980000000000000,-79.34999999999999,7,18,31,42,51,59,67,80,88,98,108,117
Loja,Celica,-4.102500000000000,-79.95444400000000,5,11,18,20,25,27,33,37,42,44,45,45
Loja,Chaguarpamba,-3.850000000000000,-79.65000000000001,1,2,6,10,11,12,14,15,16,16,18,20
Loja,Espíndola,-4.583056000000000,-79.42694400000001,7,9,13,19,25,26,29,34,40,48,55,57
Loja,Gonzanamá,-4.231389000000000,-79.43527800000000,7,9,11,15,21,28,34,41,44,50,56,60
Loja,Loja,-3.983333000000000,-79.20000000000000,104,213,331,434,546,644,767,859,966,1082,1178,1259
Loja,Macará,-4.383333000000000,-79.95000000000000,6,16,22,35,39,49,55,59,64,71,73,77
Loja,Olmedo,-3.934000000000000,-79.64800000000000,5,7,7,9,10,12,12,14,18,21,21,21
Loja,Paltas,-4.050000000000000,-79.65000000000001,7,24,37,42,53,71,82,94,97,104,110,116
Loja,Pindal,-4.116100000000000,-80.10760000000001,3,5,6,6,11,11,13,13,16,17,17,18
Loja,Puyango,-3.870000000000000,-80.09000000000000,5,8,12,15,23,28,31,37,43,49,56,65
Loja,Quilanga,-4.298000000000000,-79.39860000000000,2,5,5,6,7,10,12,14,17,20,21,23
Loja,Saraguro,-3.625300000000000,-79.24110000000000,5,14,18,30,39,50,61,70,82,95,100,109
Loja,Sozoranga,-4.327778000000000,-79.78972200000000,1,3,6,8,11,13,14,17,18,20,23,24
Loja,Zapotillo,-4.386360000000000,-80.24360000000000,3,5,9,12,15,16,17,22,27,32,36,38
Los Ríos,Baba,-1.784167000000000,-79.67666699999999,6,23,37,47,57,68,81,96,107,119,129,141
Los Ríos,Babahoyo,-1.800000000000000,-79.53333300000000,83,155,237,311,382,470,547,648,713,792,869,956
Los Ríos,Buena Fe,-0.8985720000000000,-79.48891600000000,17,41,55,71,97,111,127,148,162,181,196,212
Los Ríos,Mocache,-1.183850000000000,-79.50552999999999,9,18,33,37,49,56,64,74,81,87,97,103
Los Ríos,Montalvo,-1.793800000000000,-79.28570000000001,3,9,19,22,34,38,44,46,56,59,69,71
Los Ríos,Palenque,-1.432800000000000,-79.74950000000000,3,10,16,23,28,32,38,44,47,54,58,60
Los Ríos,Puebloviejo,-1.550000000000000,-79.53388900000000,11,16,29,35,45,52,62,70,75,88,96,109
Los Ríos,Quevedo,-1.033333000000000,-79.45000000000000,67,139,230,305,368,437,493,559,620,697,759,814
Los Ríos,Quinsaloma,-1.206200000000000,-79.31450000000000,6,9,16,17,19,21,24,28,32,38,44,48
Los Ríos,Urdaneta,-1.570556000000000,-79.47111099999999,16,27,37,46,56,62,77,88,99,110,119,134
Los Ríos,Valencia,-0.9525000000000000,-79.35310000000000,12,24,34,38,43,54,60,71,78,84,92,98
Los Ríos,Ventanas,-1.450000000000000,-79.47000000000000,24,47,68,83,113,144,169,186,204,221,245,264
Los Ríos,Vinces,-1.558333000000000,-79.75000000000000,29,52,83,107,144,162,190,223,248,287,322,348
Manabí,Bolívar,-0.8419440000000000,-80.16194400000001,8,21,36,55,63,67,79,93,103,117,131,143
Manabí,Chone,-0.6833330000000000,-80.09999999999999,48,96,159,210,245,280,326,374,425,467,524,574
Manabí,El Carmen,-1.314700000000000,-80.01690000000001,23,44,77,113,141,165,190,218,248,265,288,313
Manabí,Flavio Alfaro,-0.4054000000000000,-79.90580000000000,5,9,14,20,27,32,41,50,57,68,76,86
Manabí,Jama,-0.2014000000000000,-80.26590000000000,2,3,8,34,37,37,41,44,48,52,53,57
Manabí,Jaramijó,-0.9487300000000000,-80.63630000000001,5,7,14,20,23,26,29,31,31,36,39,44
Manabí,Jipijapa,-1.333330000000000,-80.58329999999999,31,50,89,119,159,196,236,266,294,330,356,383
Manabí,Junín,-0.9291600000000000,-80.20569000000000,9,18,20,27,31,36,44,50,52,58,66,69
Manabí,Manta,-0.9500220000000000,-80.71620000000000,105,208,340,632,698,779,866,960,1050,1170,1281,1381
Manabí,Montecristi,-1.033330000000000,-80.65000000000001,6,18,33,49,64,84,100,116,125,135,154,163
Manabí,Olmedo,-1.396111000000000,-80.20611100000001,3,5,6,10,12,12,17,19,22,24,26,27
Manabí,Paján,-1.570000000000000,-80.42000000000000,14,27,47,62,75,89,96,108,119,132,142,149
Manabí,Pedernales,0.07010000000000000,-80.05360000000000,12,23,36,229,236,246,251,259,269,278,286,298
Manabí,Pichincha,-1.047300000000000,-79.81860000000000,3,10,28,40,44,49,61,68,74,88,93,99
Manabí,Portoviejo,-1.056181000000000,-80.45521700000000,139,279,435,722,851,998,1148,1292,1448,1615,1728,1860
Manabí,Puerto López,-1.566667000000000,-80.81666700000000,2,11,23,27,31,33,36,44,48,56,63,67
Manabí,Rocafuerte,-0.9200000000000000,-80.45999999999999,14,20,30,40,48,52,65,76,90,99,114,122
Manabí,San Vicente,-0.5893000000000000,-80.40880000000000,9,14,17,49,52,59,65,71,76,83,91,96
Manabí,Santa Ana,-1.206900000000000,-80.37090000000001,13,25,34,45,52,60,74,89,100,113,122,128
Manabí,Sucre,-0.6000000000000000,-80.41666700000000,15,36,62,88,104,125,141,162,178,195,217,236
Manabí,Tosagua,-0.7800000000000000,-80.26000000000001,8,17,33,40,48,65,79,98,113,120,136,149
Manabí,Veinticuatro de Mayo,-1.278889000000000,-80.42000000000000,8,10,25,37,45,56,64,70,76,81,87,94
Morona Santiago,Gualaquiza,-3.380000000000000,-78.58000000000000,7,12,17,22,26,32,37,43,44,46,52,56
Morona Santiago,Huamboya,-1.785000000000000,-78.23194400000000,1,1,1,1,2,2,4,6,6,9,13,16
Morona Santiago,Limón Indanza,-2.966250000000000,-78.43052800000000,7,9,12,13,15,16,17,18,23,27,30,31
Morona Santiago,Logroño,-2.624800000000000,-78.18960000000000,2,2,5,8,9,9,12,14,14,15,15,16
Morona Santiago,Morona,-2.300000000000000,-78.11666700000001,9,23,41,53,63,75,89,103,116,138,151,160
Morona Santiago,Pablo Sexto,-1.803056000000000,-77.92111100000000,2,3,3,3,3,3,3,3,3,4,4,4
Morona Santiago,Palora,-1.700000000000000,-77.94000000000000,0,1,1,1,2,2,5,7,8,9,12,12
Morona Santiago,San Juan Bosco,-3.092300000000000,-78.51320000000000,0,0,1,2,2,2,2,2,2,2,3,4
Morona Santiago,Santiago,-3.429800000000000,-78.56560000000000,4,4,6,14,17,19,21,23,24,27,31,32
Morona Santiago,Sucúa,-2.460000000000000,-78.17000000000000,9,14,22,28,38,42,46,51,56,61,66,71
Morona Santiago,Taisha,-2.339950000000000,-77.45808000000000,0,4,4,11,13,16,17,17,18,22,22,22
Morona Santiago,Tiwintza,-2.917670000000000,-77.80170000000000,1,2,2,2,3,3,5,5,7,7,11,11
Napo,Archidona,-0.9166670000000000,-77.78333300000000,9,19,26,34,42,55,60,73,78,83,90,96
Napo,Carlos Julio Arosemena Tola,-1.166667000000000,-77.84999999999999,0,0,1,3,4,4,4,4,4,4,6,6
Napo,El Chaco,-0.3402780000000000,-77.80888899999999,0,0,0,3,4,10,10,12,12,12,12,17
Napo,Quijos,-0.4636110000000000,-77.89277800000001,0,4,6,9,12,12,12,14,14,19,20,20
Napo,Tena,-0.9890000000000000,-77.81590000000000,20,34,49,64,76,86,97,109,120,136,154,173
Orellana,Aguarico,-0.9211110000000000,-75.39916700000001,2,3,4,6,6,6,6,8,10,11,11,12
Orellana,La Joya de los Sachas,-0.3000000000000000,-76.84999999999999,6,12,18,30,35,44,47,53,59,62,70,72
Orellana,Loreto,-0.6904000000000000,-77.30830000000000,6,13,17,20,23,24,30,39,41,46,48,56
Orellana,Orellana,-0.4666670000000000,-76.96666700000000,21,36,57,82,96,108,121,134,153,163,176,188
Otro,Las Golondrinas,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Otro,Otro,0,0,0,1,1,1,1,1,2,2,2,2,2,2
Pastaza,Arajuno,-1.234370000000000,-77.68750000000000,2,3,5,6,6,6,7,8,11,12,13,14
Pastaza,Mera,-1.460000000000000,-78.09000000000000,1,2,2,3,6,8,12,13,17,19,20,21
Pastaza,Pastaza,-1.066667000000000,-78.00111099999999,18,39,80,96,112,128,144,171,189,212,231,243
Pastaza,Santa Clara,-1.267100000000000,-77.88820000000000,1,4,4,4,4,4,4,4,6,7,8,10
Pichincha,Cayambe,0.04388900000000000,-78.15610000000000,15,39,61,83,107,128,148,165,189,214,232,254
Pichincha,Mejía,-0.5101000000000000,-78.56980000000000,22,47,61,81,107,130,155,179,208,225,246,271
Pichincha,Pedro Moncayo,0.04369700000000000,-78.34923999999999,6,12,19,25,35,46,57,67,75,84,92,96
Pichincha,Pedro Vicente Maldonado,0.1666670000000000,-79,2,4,8,9,11,15,17,20,21,22,24,26
Pichincha,Puerto Quito,0.1170000000000000,-79.26400000000000,2,4,8,8,15,18,20,25,29,34,39,44
Pichincha,Quito,-0.2186110000000000,-78.50972200000000,892,1731,2649,3658,4607,5530,6403,7278,8104,9010,9886,10821
Pichincha,Rumiñahui,-0.3345000000000000,-78.44750000000001,24,39,58,89,119,143,175,199,226,247,264,280
Pichincha,San Miguel de Los Bancos,0.02300000000000000,-78.89200000000000,3,5,7,10,11,16,16,18,21,25,30,33
Santa Elena,La Libertad,-2.233333000000000,-80.90000000000001,13,43,64,90,110,127,146,165,187,203,223,245
Santa Elena,Salinas,-2.216667000000000,-80.95000000000000,16,35,50,66,82,97,107,128,152,168,186,201
Santa Elena,Santa Elena,-2.226700000000000,-80.85830000000000,71,129,197,246,301,365,437,501,568,622,687,736
Sto. Domingo Tsáchilas,La Concordia,0.002300000000000000,-79.38460000000001,6,17,25,36,47,53,60,67,78,88,92,102
Sto. Domingo Tsáchilas,Santo Domingo,-0.2541670000000000,-79.17194400000000,155,313,470,610,756,920,1060,1195,1344,1488,1640,1778
Sucumbíos,Cascales,-0.06750000000000000,-77.21694400000000,3,3,8,10,12,14,16,16,16,17,21,23
Sucumbíos,Cuyabeno,-0.1288890000000000,-76.41388900000000,0,1,2,6,6,8,12,12,12,15,15,16
Sucumbíos,Gonzalo Pizarro,0.04700000000000000,-77.32280000000000,1,2,2,4,9,9,10,12,14,14,17,20
Sucumbíos,Lago Agrio,0.08472200000000001,-76.88277800000000,33,55,83,128,155,189,217,251,276,301,330,352
Sucumbíos,Putumayo,0.1000000000000000,-75.84999999999999,2,3,3,6,8,8,13,14,15,18,20,22
Sucumbíos,Shushufindi,-0.1871000000000000,-76.64500000000000,14,22,31,37,43,57,64,66,71,75,82,90
Sucumbíos,Sucumbíos,0.4592000000000000,-77.52300000000000,0,0,0,0,0,1,1,1,1,1,2,3
Tungurahua,Ambato,-1.241667000000000,-78.61972200000000,191,346,517,704,886,1035,1226,1423,1578,1739,1898,2019
Tungurahua,Baños,-1.396389000000000,-78.42472200000000,3,9,13,16,20,26,35,44,55,58,61,64
Tungurahua,Cevallos,-1.350000000000000,-78.61666700000001,5,7,9,11,13,14,14,18,23,23,24,26
Tungurahua,Mocha,-1.416667000000000,-78.66666700000000,2,3,5,7,8,9,10,12,13,16,20,21
Tungurahua,Patate,-1.316667000000000,-78.51666700000000,2,6,8,12,19,24,26,33,38,44,48,51
Tungurahua,Pelileo,-1.327500000000000,-78.54083300000001,17,35,56,69,82,97,117,138,149,169,190,211
Tungurahua,Píllaro,-1.175833000000000,-78.55527800000000,17,35,51,63,75,90,104,124,138,149,159,169
Tungurahua,Quero,-1.379300000000000,-78.60700000000000,4,9,16,24,33,43,50,54,55,59,68,71
Tungurahua,Tisaleo,-1.350000000000000,-78.66666700000000,1,7,8,11,13,14,16,22,26,31,33,38
Zamora Chinchipe,Centinela del Cóndor,-3.894910000000000,-78.78140999999999,2,2,3,3,4,7,10,12,14,14,14,16
Zamora Chinchipe,Chinchipe,-4.862800000000000,-79.13280000000000,4,5,8,8,8,12,13,18,20,22,22,23
Zamora Chinchipe,El Pangui,-3.624900000000000,-78.58710000000001,0,0,2,6,6,8,8,10,11,15,18,18
Zamora Chinchipe,Nangaritza,-4.048333000000000,-78.68222200000000,0,0,0,1,2,2,4,4,4,5,5,7
Zamora Chinchipe,Palanda,-4.649800000000000,-79.13209999999999,1,1,2,4,6,9,10,12,13,15,16,17
Zamora Chinchipe,Paquisha,-3.932750000000000,-78.67426000000000,1,2,3,7,7,7,7,9,9,10,11,12
Zamora Chinchipe,Yacuambi,-3.634440000000000,-78.92810000000000,0,1,2,2,2,3,3,3,3,6,7,8
Zamora Chinchipe,Yantzaza,-3.850000000000000,-78.75000000000000,2,6,9,14,17,20,23,31,38,41,43,46
Zamora Chinchipe,Zamora,-4.120000000000000,-78.80000000000000,6,10,16,21,24,29,32,33,37,42,50,58
