inec_provincia_id,provincia,provincia_poblacion,inec_canton_id,canton,canton_poblacion,lat,lng,Jan-2016,Feb-2016,Mar-2016,Apr-2016,May-2016,Jun-2016,Jul-2016,Aug-2016,Sep-2016,Oct-2016,Nov-2016,Dec-2016
07,El Oro,715751,0710,Piñas,30206,-3.6666670000000003,-79.65,12,15,11,9,11,6,14,17,14,7,8,9
07,El Oro,715751,0711,Portovelo,14028,-3.72,-79.62,6,3,2,0,1,1,4,3,1,2,3,6
07,El Oro,715751,0712,Santa Rosa,82171,-3.4522220000000003,-79.961667,30,25,27,26,21,20,20,28,26,27,29,37
07,El Oro,715751,0713,Zaruma,25654,-3.433333,-79.6,9,5,9,9,9,12,8,7,6,6,11,7
08,Esmeraldas,591083,0806,Atacames,55495,0.866667,-79.833333,5,5,5,5,4,7,4,4,2,4,3,2
08,Esmeraldas,591083,0802,Eloy Alfaro,45629,1.25,-79,1,7,5,3,6,2,4,2,6,10,3,1
08,Esmeraldas,591083,0801,Esmeraldas,218727,1.05,-79.2,71,77,94,71,70,52,58,82,75,62,65,46
08,Esmeraldas,591083,0803,Muisne,31106,0.6067,-80.0183,4,3,2,4,3,3,5,2,0,4,3,4
08,Esmeraldas,591083,0804,Quinindé,145879,0.33,-79.48,35,10,36,21,25,22,36,19,22,22,36,21
08,Esmeraldas,591083,0807,Rioverde,31475,1.0602,-79.4044,4,7,5,3,4,2,6,5,3,3,6,5
08,Esmeraldas,591083,0805,San Lorenzo,62772,1.2658,-78.8414,5,10,7,11,6,3,4,14,3,6,6,7
20,Galápagos,33042,2002,Isabela,3073,-0.4724,-90.6811,0,0,1,0,1,0,0,0,2,1,1,0
20,Galápagos,33042,2001,San Cristóbal,9667,-0.7999999999999999,-89.4,3,0,2,1,2,2,1,2,4,3,1,0
20,Galápagos,33042,2003,Santa Cruz,20302,-0.633333,-90.366667,3,0,1,2,1,1,5,4,0,4,1,2
09,Guayas,4387434,0902,Alfredo Baquerizo Moreno,32110,-1.9166670000000001,-79.516667,8,12,10,5,6,7,10,7,9,5,2,2
09,Guayas,4387434,0903,Balao,26348,-2.91,-79.81,4,7,6,6,11,8,3,3,7,7,7,0
09,Guayas,4387434,0904,Balzar,60260,-1.36,-79.9,16,24,28,15,22,24,23,22,22,18,13,33
09,Guayas,4387434,0905,Colimes,26169,-1.55,-80.016667,9,6,8,3,3,5,5,8,1,9,5,12
09,Guayas,4387434,0923,Coronel Marcelino Maridueña,13132,-2.2,-79.42,6,1,3,2,1,0,1,0,1,3,1,1
09,Guayas,4387434,0906,Daule,173684,-1.866667,-79.983333,36,37,52,23,46,30,44,35,40,36,32,38
09,Guayas,4387434,0907,Durán,315724,-2.1666670000000003,-79.833333,25,22,27,22,24,28,17,17,19,16,26,24
09,Guayas,4387434,0909,El Triunfo,59636,-2.33,-79.4,14,11,21,10,18,7,13,13,11,18,8,14
09,Guayas,4387434,0908,Empalme,86073,-1.046111,-79.633611,18,22,29,25,24,28,23,24,25,29,21,24
09,Guayas,4387434,0927,General Antonio Elizalde,13156,-2.2,-79.17,5,2,3,0,3,2,1,2,1,2,1,1
09,Guayas,4387434,0901,Guayaquil,2723665,-2.183333,-79.883333,1293,1266,1604,1323,1299,1281,1151,1177,1212,1277,1266,1342
09,Guayas,4387434,0928,Isidro Ayora,14582,-1.8833330000000001,-80.166667,0,3,3,2,2,1,1,1,1,3,5,4
09,Guayas,4387434,0924,Lomas de Sargentillo,24220,-1.8833330000000001,-80.083333,7,2,3,6,8,3,5,5,4,3,3,2
09,Guayas,4387434,0910,Milagro,199835,-2.126944,-79.599167,92,91,91,79,75,86,85,99,88,99,88,87
09,Guayas,4387434,0911,Naranjal,95052,-2.6728,-79.615,16,23,23,12,15,10,9,16,15,11,22,15
09,Guayas,4387434,0912,Naranjito,43862,-2.173,-79.4671,9,14,16,11,7,8,18,16,15,4,13,11
09,Guayas,4387434,0925,Nobol,26444,-1.9166710000000002,-80.011539,7,4,4,5,8,5,7,2,4,2,15,3
09,Guayas,4387434,0913,Palestina,18451,-1.6263,-79.977,5,5,12,6,4,5,2,1,7,2,6,5
09,Guayas,4387434,0914,Pedro Carbo,51802,-1.833333,-80.233333,17,19,20,14,12,10,14,10,17,9,15,4
09,Guayas,4387434,0921,Playas,59628,-2.62333,-80.3875,11,9,13,14,9,13,7,12,17,10,10,13
09,Guayas,4387434,0919,Salitre,65765,-1.829444,-79.815556,18,19,17,16,23,24,15,13,24,21,17,20
09,Guayas,4387434,0916,Samborondón,102404,-2.183333,-79.883333,24,19,19,20,15,13,18,17,17,17,17,13
09,Guayas,4387434,0920,San Jacinto De Yaguachi,78204,-2.12,-79.69,11,8,14,15,12,12,9,8,7,11,5,16
09,Guayas,4387434,0918,Santa Lucía,45004,-1.7138890000000002,-79.985,11,14,13,20,16,12,17,22,10,20,15,12
09,Guayas,4387434,0922,Simón Bolivar,32224,-2.156667,-79.8875,6,5,8,6,1,2,4,4,3,6,5,3
10,Imbabura,476257,1002,Antonio Ante,54311,0.32,-78.21,20,13,9,18,12,9,14,10,15,15,13,13
10,Imbabura,476257,1003,Cotacachi,44203,0.3,-78.266667,15,12,13,7,18,20,14,15,9,9,8,11
10,Imbabura,476257,1001,Ibarra,221149,0.362678,-78.130667,85,90,62,91,85,73,76,95,57,73,82,84
10,Imbabura,476257,1004,Otavalo,125785,0.23333299999999998,-78.266667,34,38,46,35,28,41,40,38,31,23,43,46
10,Imbabura,476257,1005,Pimampiro,13269,0.39999999999999997,-77.97,2,4,3,6,8,5,2,6,9,3,2,4
10,Imbabura,476257,1006,San Miguel de Urcuquí,17540,0.52,-78.2,1,3,4,6,4,6,0,3,8,12,2,2
11,Loja,521154,1102,Calvas,29565,-4.32,-79.56,12,10,8,9,4,8,3,15,16,2,8,6
11,Loja,521154,1103,Catamayo,35961,-3.9800000000000004,-79.35,7,11,13,11,9,8,8,13,8,10,10,9
11,Loja,521154,1104,Celica,16160,-4.1025,-79.954444,5,6,7,2,5,2,6,4,5,2,1,0
11,Loja,521154,1105,Chaguarpamba,6620,-3.85,-79.65,1,1,4,4,1,1,2,1,1,0,2,2
11,Loja,521154,1106,Espíndola,14209,-4.583056,-79.426944,7,2,4,6,6,1,3,5,6,8,7,2
11,Loja,521154,1107,Gonzanamá,10953,-4.231389,-79.435278,7,2,2,4,6,7,6,7,3,6,6,4
11,Loja,521154,1101,Loja,274112,-3.9833330000000005,-79.2,104,109,118,103,112,98,123,92,107,116,96,81
11,Loja,521154,1108,Macará,20269,-4.383333,-79.95,6,10,6,13,4,10,6,4,5,7,2,4
11,Loja,521154,1116,Olmedo,4220,-3.934,-79.648,5,2,0,2,1,2,0,2,4,3,0,0
11,Loja,521154,1109,Paltas,23471,-4.050000000000001,-79.65,7,17,13,5,11,18,11,12,3,7,6,6
11,Loja,521154,1114,Pindal,10540,-4.1161,-80.1076,3,2,1,0,5,0,2,0,3,1,0,1
11,Loja,521154,1110,Puyango,15925,-3.87,-80.09,5,3,4,3,8,5,3,6,6,6,7,9
11,Loja,521154,1115,Quilanga,4197,-4.298,-79.3986,2,3,0,1,1,3,2,2,3,3,1,2
11,Loja,521154,1111,Saraguro,33506,-3.6253,-79.2411,5,9,4,12,9,11,11,9,12,13,5,9
11,Loja,521154,1112,Sozoranga,7121,-4.327778,-79.789722,1,2,3,2,3,2,1,3,1,2,3,1
11,Loja,521154,1113,Zapotillo,14325,-4.386360000000001,-80.2436,3,2,4,3,3,1,1,5,5,5,4,2
12,Los Ríos,921763,1202,Baba,43429,-1.784167,-79.676667,6,17,14,10,10,11,13,15,11,12,10,12
12,Los Ríos,921763,1201,Babahoyo,175281,-1.8,-79.533333,83,72,82,74,71,88,77,101,65,79,77,87
12,Los Ríos,921763,1210,Buena Fe,83654,-0.8985719999999999,-79.488916,17,24,14,16,26,14,16,21,14,19,15,16
12,Los Ríos,921763,1212,Mocache,43316,-1.18385,-79.50553,9,9,15,4,12,7,8,10,7,6,10,6
12,Los Ríos,921763,1203,Montalvo,28720,-1.7938,-79.2857,3,6,10,3,12,4,6,2,10,3,10,2
12,Los Ríos,921763,1209,Palenque,23638,-1.4328,-79.7495,3,7,6,7,5,4,6,6,3,7,4,2
12,Los Ríos,921763,1204,Puebloviejo,44725,-1.55,-79.533889,11,5,13,6,10,7,10,8,5,13,8,13
12,Los Ríos,921763,1205,Quevedo,213842,-1.033333,-79.45,67,72,91,75,63,69,56,66,61,77,62,55
12,Los Ríos,921763,1213,Quinsaloma,20428,-1.2062000000000002,-79.3145,6,3,7,1,2,2,3,4,4,6,6,4
12,Los Ríos,921763,1206,Urdaneta,32618,-1.570556,-79.471111,16,11,10,9,10,6,15,11,11,11,9,15
12,Los Ríos,921763,1211,Valencia,54637,-0.9525,-79.3531,12,12,10,4,5,11,6,11,7,6,8,6
12,Los Ríos,921763,1207,Ventanas,75146,-1.4500000000000002,-79.47,24,23,21,15,30,31,25,17,18,17,24,19
12,Los Ríos,921763,1208,Vinces,82329,-1.5583330000000002,-79.75,29,23,31,24,37,18,28,33,25,39,35,26
13,Manabí,1562079,1302,Bolívar,45493,-0.841944,-80.161944,8,13,15,19,8,4,12,14,10,14,14,12
13,Manabí,1562079,1303,Chone,131002,-0.683333,-80.1,48,48,63,51,35,35,46,48,51,42,57,50
13,Manabí,1562079,1304,El Carmen,111344,-1.3147000000000002,-80.0169,23,21,33,36,28,24,25,28,30,17,23,25
13,Manabí,1562079,1305,Flavio Alfaro,23822,-0.4054,-79.9058,5,4,5,6,7,5,9,9,7,11,8,10
13,Manabí,1562079,1320,Jama,26116,-0.2014,-80.2659,2,1,5,26,3,0,4,3,4,4,1,4
13,Manabí,1562079,1321,Jaramijó,28439,-0.94873,-80.6363,5,2,7,6,3,3,3,2,0,5,3,5
13,Manabí,1562079,1306,Jipijapa,74645,-1.3333300000000001,-80.5833,31,19,39,30,40,37,40,30,28,36,26,27
13,Manabí,1562079,1307,Junín,18820,-0.92916,-80.20569,9,9,2,7,4,5,8,6,2,6,8,3
13,Manabí,1562079,1308,Manta,264281,-0.950022,-80.7162,105,103,132,292,66,81,87,94,90,120,111,100
13,Manabí,1562079,1309,Montecristi,107785,-1.03333,-80.65,6,12,15,16,15,20,16,16,9,10,19,9
13,Manabí,1562079,1318,Olmedo,10194,-1.396111,-80.206111,3,2,1,4,2,0,5,2,3,2,2,1
13,Manabí,1562079,1310,Paján,37093,-1.57,-80.42,14,13,20,15,13,14,7,12,11,13,10,7
13,Manabí,1562079,1317,Pedernales,63441,0.07010000000000001,-80.0536,12,11,13,193,7,10,5,8,10,9,8,12
13,Manabí,1562079,1311,Pichincha,29599,-1.0473000000000001,-79.8186,3,7,18,12,4,5,12,7,6,14,5,6
13,Manabí,1562079,1301,Portoviejo,321800,-1.056181,-80.455217,139,140,156,287,129,147,150,144,156,167,113,132
13,Manabí,1562079,1319,Puerto López,24688,-1.566667,-80.816667,2,9,12,4,4,2,3,8,4,8,7,4
13,Manabí,1562079,1312,Rocafuerte,37312,-0.9199999999999999,-80.46,14,6,10,10,8,4,13,11,14,9,15,8
13,Manabí,1562079,1322,San Vicente,24799,-0.5892999999999999,-80.4088,9,5,3,32,3,7,6,6,5,7,8,5
13,Manabí,1562079,1313,Santa Ana,48152,-1.2069,-80.3709,13,12,9,11,7,8,14,15,11,13,9,6
13,Manabí,1562079,1314,Sucre,62443,-0.6,-80.416667,15,21,26,26,16,21,16,21,16,17,22,19
13,Manabí,1562079,1315,Tosagua,42297,-0.78,-80.26,8,9,16,7,8,17,14,19,15,7,16,13
13,Manabí,1562079,1316,Veinticuatro de Mayo,28514,-1.2788890000000002,-80.42,8,2,15,12,8,11,8,6,6,5,6,7
14,Morona Santiago,196535,1402,Gualaquiza,19555,-3.3800000000000003,-78.58,7,5,5,5,4,6,5,6,1,2,6,4
14,Morona Santiago,196535,1407,Huamboya,12382,-1.7850000000000001,-78.231944,1,0,0,0,1,0,2,2,0,3,4,3
14,Morona Santiago,196535,1403,Limón Indanza,10349,-2.96625,-78.430528,7,2,3,1,2,1,1,1,5,4,3,1
14,Morona Santiago,196535,1410,Logroño,7643,-2.6248,-78.1896,2,0,3,3,1,0,3,2,0,1,0,1
14,Morona Santiago,196535,1401,Morona,58281,-2.3000000000000003,-78.116667,9,14,18,12,10,12,14,14,13,22,13,9
14,Morona Santiago,196535,1411,Pablo Sexto,2897,-1.8030560000000002,-77.921111,2,1,0,0,0,0,0,0,0,1,0,0
14,Morona Santiago,196535,1404,Palora,7719,-1.7000000000000002,-77.94,0,1,0,0,1,0,3,2,1,1,3,0
14,Morona Santiago,196535,1408,San Juan Bosco,4985,-3.0923000000000003,-78.5132,0,0,1,1,0,0,0,0,0,0,1,1
14,Morona Santiago,196535,1405,Santiago,11087,-3.4298,-78.5656,4,0,2,8,3,2,2,2,1,3,4,1
14,Morona Santiago,196535,1406,Sucúa,23823,-2.4600000000000004,-78.17,9,5,8,6,10,4,4,5,5,5,5,5
14,Morona Santiago,196535,1409,Taisha,26773,-2.33995,-77.45808,0,4,0,7,2,3,1,0,1,4,0,0
14,Morona Santiago,196535,1412,Tiwintza,11041,-2.91767,-77.8017,1,1,0,0,1,0,2,0,2,0,4,0
15,Napo,133705,1503,Archidona,33068,-0.916667,-77.783333,9,10,7,8,8,13,5,13,5,5,7,6
15,Napo,133705,1509,Carlos Julio Arosemena Tola,4466,-1.1666670000000001,-77.85,0,0,1,2,1,0,0,0,0,0,2,0
15,Napo,133705,1504,El Chaco,10142,-0.34027799999999997,-77.808889,0,0,0,3,1,6,0,2,0,0,0,5
15,Napo,133705,1507,Quijos,6847,-0.463611,-77.892778,0,4,2,3,3,0,0,2,0,5,1,0
15,Napo,133705,1501,Tena,79182,-0.989,-77.8159,20,14,15,15,12,10,11,12,11,16,18,19
22,Orellana,161338,2202,Aguarico,3629,-0.921111,-75.399167,2,1,1,2,0,0,0,2,2,1,0,1
22,Orellana,161338,2203,La Joya de los Sachas,39352,-0.3,-76.85,6,6,6,12,5,9,3,6,6,3,8,2
22,Orellana,161338,2204,Loreto,24579,-0.6904,-77.3083,6,7,4,3,3,1,6,9,2,5,2,8
22,Orellana,161338,2201,Orellana,93778,-0.466667,-76.966667,21,15,21,25,14,12,13,13,19,10,13,12
90,Otro,0,9001,Las Golondrinas,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88,Otro,0,8800,Otro,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
16,Pastaza,114202,1604,Arajuno,8128,-1.2343700000000002,-77.6875,2,1,2,1,0,0,1,1,3,1,1,1
16,Pastaza,114202,1602,Mera,17547,-1.4600000000000002,-78.09,1,1,0,1,3,2,4,1,4,2,1,1
16,Pastaza,114202,1601,Pastaza,84377,-1.066667,-78.001111,18,21,41,16,16,16,16,27,18,23,19,12
16,Pastaza,114202,1603,Santa Clara,4150,-1.2671000000000001,-77.8882,1,3,0,0,0,0,0,0,2,1,1,2
17,Pichincha,3228233,1702,Cayambe,107660,0.043889000000000004,-78.1561,15,24,22,22,24,21,20,17,24,25,18,22
17,Pichincha,3228233,1703,Mejía,108167,-0.5101,-78.5698,22,25,14,20,26,23,25,24,29,17,21,25
17,Pichincha,3228233,1704,Pedro Moncayo,43281,0.043697,-78.34924,6,6,7,6,10,11,11,10,8,9,8,4
17,Pichincha,3228233,1708,Pedro Vicente Maldonado,17171,0.166667,-79,2,2,4,1,2,4,2,3,1,1,2,2
17,Pichincha,3228233,1709,Puerto Quito,24911,0.11699999999999999,-79.264,2,2,4,0,7,3,2,5,4,5,5,5
17,Pichincha,3228233,1701,Quito,2781641,-0.218611,-78.509722,892,839,918,1009,949,923,873,875,826,906,876,935
17,Pichincha,3228233,1705,Rumiñahui,115433,-0.3345,-78.4475,24,15,19,31,30,24,32,24,27,21,17,16
17,Pichincha,3228233,1707,San Miguel de Los Bancos,29969,0.023000000000000003,-78.892,3,2,2,3,1,5,0,2,3,4,5,3
24,Santa Elena,401178,2402,La Libertad,117767,-2.233333,-80.9,13,30,21,26,20,17,19,19,22,16,20,22
24,Santa Elena,401178,2403,Salinas,94590,-2.216667,-80.95,16,19,15,16,16,15,10,21,24,16,18,15
24,Santa Elena,401178,2401,Santa Elena,188821,-2.2267,-80.8583,71,58,68,49,55,64,72,64,67,54,65,49
23,Sto. Domingo Tsáchilas,511151,2302,La Concordia,52571,0.0023,-79.3846,6,11,8,11,11,6,7,7,11,10,4,10
23,Sto. Domingo Tsáchilas,511151,2301,Santo Domingo,458580,-0.254167,-79.171944,155,158,157,140,146,164,140,135,149,144,152,138
21,Sucumbíos,230503,2106,Cascales,15882,-0.0675,-77.216944,3,0,5,2,2,2,2,0,0,1,4,2
21,Sucumbíos,230503,2107,Cuyabeno,7154,-0.128889,-76.413889,0,1,1,4,0,2,4,0,0,3,0,1
21,Sucumbíos,230503,2102,Gonzalo Pizarro,10007,0.047,-77.3228,1,1,0,2,5,0,1,2,2,0,3,3
21,Sucumbíos,230503,2101,Lago Agrio,119594,0.08472200000000002,-76.882778,33,22,28,45,27,34,28,34,25,25,29,22
21,Sucumbíos,230503,2103,Putumayo,16106,0.09999999999999999,-75.85,2,1,0,3,2,0,5,1,1,3,2,2
21,Sucumbíos,230503,2104,Shushufindi,57949,-0.1871,-76.645,14,8,9,6,6,14,7,2,5,4,7,8
21,Sucumbíos,230503,2105,Sucumbíos,3811,0.4592,-77.523,0,0,0,0,0,1,0,0,0,0,1,1
18,Tungurahua,590600,1801,Ambato,387309,-1.241667,-78.619722,191,155,171,187,182,149,191,197,155,161,159,121
18,Tungurahua,590600,1802,Baños,25043,-1.396389,-78.424722,3,6,4,3,4,6,9,9,11,3,3,3
18,Tungurahua,590600,1803,Cevallos,9936,-1.35,-78.616667,5,2,2,2,2,1,0,4,5,0,1,2
18,Tungurahua,590600,1804,Mocha,7336,-1.4166670000000001,-78.666667,2,1,2,2,1,1,1,2,1,3,4,1
18,Tungurahua,590600,1805,Patate,15825,-1.316667,-78.516667,2,4,2,4,7,5,2,7,5,6,4,3
18,Tungurahua,590600,1807,Pelileo,66836,-1.3275000000000001,-78.540833,17,18,21,13,13,15,20,21,11,20,21,21
18,Tungurahua,590600,1808,Píllaro,43371,-1.1758330000000001,-78.555278,17,18,16,12,12,15,14,20,14,11,10,10
18,Tungurahua,590600,1806,Quero,20627,-1.3793000000000002,-78.607,4,5,7,8,9,10,7,4,1,4,9,3
18,Tungurahua,590600,1809,Tisaleo,14317,-1.35,-78.666667,1,6,1,3,2,1,2,6,4,5,2,5
19,Zamora Chinchipe,120416,1907,Centinela del Cóndor,8313,-3.8949100000000003,-78.78141,2,0,1,0,1,3,3,2,2,0,0,2
19,Zamora Chinchipe,120416,1902,Chinchipe,10679,-4.8628,-79.1328,4,1,3,0,0,4,1,5,2,2,0,1
19,Zamora Chinchipe,120416,1906,El Pangui,10945,-3.6249000000000002,-78.5871,0,0,2,4,0,2,0,2,1,4,3,0
19,Zamora Chinchipe,120416,1903,Nangaritza,8014,-4.048333,-78.682222,0,0,0,1,1,0,2,0,0,1,0,2
19,Zamora Chinchipe,120416,1908,Palanda,10144,-4.6498,-79.1321,1,0,1,2,2,3,1,2,1,2,1,1
19,Zamora Chinchipe,120416,1909,Paquisha,5992,-3.9327500000000004,-78.67426,1,1,1,4,0,0,0,2,0,1,1,1
19,Zamora Chinchipe,120416,1904,Yacuambi,7121,-3.63444,-78.9281,0,1,1,0,0,1,0,0,0,3,1,1
19,Zamora Chinchipe,120416,1905,Yantzaza,26447,-3.85,-78.75,2,4,3,5,3,3,3,8,7,3,2,3
19,Zamora Chinchipe,120416,1901,Zamora,32761,-4.12,-78.8,6,4,6,5,3,5,3,1,4,5,8,8
