inec_provincia_id,provincia,inec_canton_id,canton,lat,lng,Semana 1,Semana 2,Semana 3,Semana 4,Semana 5,Semana 6,Semana 7,Semana 8,Semana 9,Semana 10,Semana 11,Semana 12,Semana 13,Semana 14,Semana 15,Semana 16,Semana 17,Semana 18,Semana 19,Semana 20,Semana 21,Semana 22,Semana 23,Semana 24,Semana 25,Semana 26,Semana 27,Semana 28,Semana 29,Semana 30,Semana 31,Semana 32,Semana 33,Semana 34,Semana 35,Semana 36,Semana 37,Semana 38,Semana 39,Semana 40,Semana 41,Semana 42,Semana 43,Semana 44,Semana 45,Semana 46,Semana 47,Semana 48,Semana 49,Semana 50,Semana 51,Semana 52
01,Azuay,0115,Camilo Ponce Enríquez,-3.050000000000000,-79.73333300000000,2,0,0,0,1,2,0,1,0,4,1,0,1,0,1,0,0,7,1,0,1,0,0,0,5,1,2,0,0,1,2,1,3,2,0,3,2,1,1,0,0,3,1,2,1,1,0,0,0,2,1,0
01,Azuay,0111,Chordeleg,-2.933333000000000,-78.76666700000000,2,1,1,1,2,1,1,1,0,0,0,1,0,2,0,1,2,0,1,2,1,1,3,0,1,0,1,2,0,1,0,2,0,2,0,0,2,0,1,2,0,1,0,1,0,2,4,3,0,0,1,2
01,Azuay,0101,Cuenca,-2.897414000000000,-79.00448100000000,50,52,69,48,55,62,47,46,55,75,59,59,71,62,59,53,51,60,55,41,49,49,48,50,49,47,55,73,50,49,54,49,62,52,72,60,65,52,48,58,74,55,45,50,61,59,52,46,53,54,52,33
01,Azuay,0112,El Pan,-2.786111000000000,-78.66500000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
01,Azuay,0102,Girón,-3.159028000000000,-79.14756800000001,1,2,0,0,0,1,2,2,1,2,4,2,2,2,4,0,0,1,0,3,0,2,0,2,1,1,1,1,2,1,1,2,0,1,1,2,2,0,2,1,0,1,2,1,2,0,2,1,0,2,2,2
01,Azuay,0114,Guachapala,-2.769000000000000,-78.70900000000000,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
01,Azuay,0103,Gualaceo,-2.900000000000000,-78.78333300000000,2,4,7,4,6,5,2,1,1,2,5,0,6,3,6,4,3,10,3,6,4,5,4,1,5,5,2,2,5,6,2,3,4,4,5,1,6,2,5,7,4,4,2,4,3,4,3,4,3,2,4,4
01,Azuay,0104,Nabón,-3.336060000000000,-79.06368000000001,0,2,1,2,2,1,1,0,0,3,0,3,2,0,1,2,0,3,1,0,2,2,2,0,0,2,0,1,2,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,2,0,0
01,Azuay,0110,Oña,-3.469640000000000,-79.15431000000000,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01,Azuay,0105,Paute,-2.781800000000000,-78.76000000000001,4,3,1,1,1,2,5,3,4,2,0,1,2,2,1,2,0,3,2,1,2,2,2,2,4,1,6,2,1,1,0,8,2,3,2,1,4,1,1,1,2,0,2,1,0,0,1,0,5,2,4,0
01,Azuay,0106,Pucará,-3.233780000000000,-79.46120000000001,1,0,0,0,0,0,1,1,0,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,2,1,0,1,2,1,1,0,2,2,0,0
01,Azuay,0107,San Fernando,-3.144500000000000,-79.25200000000000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0
01,Azuay,0108,Santa Isabel,-3.274170000000000,-79.31560000000000,1,5,0,1,1,1,0,2,2,0,2,3,1,0,1,1,2,3,1,2,1,4,0,1,0,1,2,0,1,1,1,1,0,1,2,3,2,0,1,2,2,2,0,0,3,0,2,2,2,1,0,0
01,Azuay,0113,Sevilla de Oro,-2.799833000000000,-78.65569400000000,0,1,2,2,0,0,1,1,1,0,1,0,0,0,1,0,0,2,1,1,0,2,0,1,0,6,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
01,Azuay,0109,Sígsig,-3.089700000000000,-78.80320000000000,3,0,1,3,3,3,3,1,5,1,2,3,3,3,2,2,1,3,3,0,2,2,1,1,1,3,3,4,3,2,4,1,1,2,2,4,0,0,2,4,1,3,5,2,5,2,2,0,2,3,3,0
02,Bolívar,0206,Caluma,-1.633330000000000,-79.25000000000000,2,2,0,0,1,2,0,1,0,2,0,3,1,0,1,0,1,1,2,0,0,0,2,1,2,1,2,0,0,3,1,1,5,2,2,1,1,1,1,0,0,1,2,1,2,1,0,1,1,0,0,1
02,Bolívar,0202,Chillanes,-1.933333000000000,-79.06666700000000,0,0,0,1,1,2,0,1,1,4,2,1,2,1,2,6,1,2,2,1,1,3,0,0,1,1,1,3,0,0,0,4,1,3,3,1,1,4,2,1,0,1,0,2,2,0,0,1,1,0,0,1
02,Bolívar,0203,Chimbo,-1.700000000000000,-79.01666700000000,1,1,3,1,1,1,1,0,0,1,1,1,3,1,0,3,0,1,5,0,0,1,1,1,1,0,1,1,0,1,0,2,1,2,1,0,3,1,1,0,1,2,3,3,0,0,1,0,3,0,2,0
02,Bolívar,0204,Echeandía,-1.433330000000000,-79.26667000000000,1,2,0,0,1,1,1,1,0,2,2,0,2,2,2,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,3,0,4,0,0,3,1,0,1,0,0,0,0
02,Bolívar,0201,Guaranda,-1.605556000000000,-79.00305600000000,2,4,8,8,7,12,8,2,6,9,11,6,10,10,15,9,7,7,11,8,10,6,8,7,8,6,11,4,6,5,3,7,14,4,7,10,10,6,6,6,13,11,12,8,13,7,9,5,7,11,10,11
02,Bolívar,0207,Las Naves,-1.283330000000000,-79.30000000000000,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1
02,Bolívar,0205,San Miguel,-1.700000000000000,-79.03333300000000,0,2,1,5,2,4,5,2,4,1,2,1,2,1,1,5,4,4,2,2,4,0,1,4,1,2,1,1,7,3,3,1,0,2,3,4,2,2,1,2,2,2,1,2,4,4,1,2,2,1,1,4
04,Carchi,0402,Bolivar,0.5070990000000000,-77.86245400000000,1,0,2,0,1,3,2,1,1,0,3,0,1,0,0,3,1,2,1,1,1,0,1,0,0,5,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,2,0,1,1,2,0,1,1,2,0
04,Carchi,0403,Espejo,0.6210000000000000,-77.94000000000000,2,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,2,0,0,0,1,3,3,0,0,0,2,2,0,2,0,0,0,0
04,Carchi,0404,Mira,0.5538999999999999,-78.04930000000000,0,0,2,0,0,1,0,0,2,0,3,1,0,0,2,1,1,0,1,2,0,0,0,1,0,1,0,2,2,0,0,1,0,0,0,0,2,0,0,0,0,3,2,1,0,2,0,0,0,0,2,0
04,Carchi,0405,Montúfar,0.6100000000000000,-77.84000000000000,2,2,4,3,3,2,3,0,2,2,0,3,3,2,2,1,3,4,3,3,1,1,1,0,4,1,2,6,2,3,2,2,2,1,1,4,0,3,2,5,0,2,3,1,2,1,3,2,3,2,2,2
04,Carchi,0406,San Pedro de Huaca,0.6311110000000000,-77.72527800000000,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,2,1,1,1,0,0,1,1,0,0,0,1,0,1,2
04,Carchi,0401,Tulcán,0.8121800000000000,-77.71633000000000,3,10,10,8,9,5,8,8,14,9,4,7,7,4,13,6,6,5,8,9,5,5,8,6,7,7,8,9,7,9,6,4,10,6,18,4,8,6,7,7,5,4,9,6,5,7,9,8,8,4,5,9
03,Cañar,0301,Azogues,-2.733333000000000,-78.83333300000000,8,9,9,10,8,15,12,10,10,8,12,7,9,13,10,5,1,8,6,9,12,9,7,11,11,12,5,16,12,16,11,8,11,6,8,7,9,8,12,11,18,9,5,5,6,10,4,7,6,6,9,6
03,Cañar,0302,Biblían,-2.710000000000000,-78.88000000000000,4,2,1,1,1,1,0,2,0,0,1,2,1,2,2,0,0,0,3,1,1,0,0,3,3,0,2,1,3,2,2,1,1,1,2,2,2,0,1,0,1,1,1,4,1,2,1,1,1,0,1,1
