provincia,canton,total,acumuladas,lat,lng,semana
Azuay,Camilo Ponce Enríquez,2,2,-3.050000000000000,-79.73333300000000,1
Azuay,Chordeleg,2,2,-2.933333000000000,-78.76666700000000,1
Azuay,Cuenca,50,50,-2.897414000000000,-79.00448100000000,1
Azuay,El Pan,0,0,-2.786111000000000,-78.66500000000001,1
Azuay,Girón,1,1,-3.159028000000000,-79.14756800000001,1
Azuay,Guachapala,1,1,-2.769000000000000,-78.70900000000000,1
Azuay,Gualaceo,2,2,-2.900000000000000,-78.78333300000000,1
Azuay,Nabón,0,0,-3.336060000000000,-79.06368000000001,1
Azuay,Oña,0,0,-3.469640000000000,-79.15431000000000,1
Azuay,Paute,4,4,-2.781800000000000,-78.76000000000001,1
Azuay,Pucará,1,1,-3.233780000000000,-79.46120000000001,1
Azuay,San Fernando,1,1,-3.144500000000000,-79.25200000000000,1
Azuay,Santa Isabel,1,1,-3.274170000000000,-79.31560000000000,1
Azuay,Sevilla de Oro,0,0,-2.799833000000000,-78.65569400000000,1
Azuay,Sígsig,3,3,-3.089700000000000,-78.80320000000000,1
Bolívar,Caluma,2,2,-1.633330000000000,-79.25000000000000,1
Bolívar,Chillanes,0,0,-1.933333000000000,-79.06666700000000,1
Bolívar,Chimbo,1,1,-1.700000000000000,-79.01666700000000,1
Bolívar,Echeandía,1,1,-1.433330000000000,-79.26667000000000,1
Bolívar,Guaranda,2,2,-1.605556000000000,-79.00305600000000,1
Bolívar,Las Naves,1,1,-1.283330000000000,-79.30000000000000,1
Bolívar,San Miguel,0,0,-1.700000000000000,-79.03333300000000,1
Carchi,Bolivar,1,1,0.5070990000000000,-77.86245400000000,1
Carchi,Espejo,2,2,0.6210000000000000,-77.94000000000000,1
Carchi,Mira,0,0,0.5538999999999998,-78.04930000000000,1
Carchi,Montúfar,2,2,0.6100000000000000,-77.84000000000000,1
Carchi,San Pedro de Huaca,1,1,0.6311110000000000,-77.72527800000000,1
Carchi,Tulcán,3,3,0.8121800000000000,-77.71633000000000,1
Cañar,Azogues,8,8,-2.733333000000000,-78.83333300000000,1
Cañar,Biblían,4,4,-2.710000000000000,-78.88000000000000,1
Cañar,Cañar,1,1,-2.483700000000000,-78.97839999999999,1
Cañar,Déleg,0,0,-2.772600000000000,-78.91830000000000,1
Cañar,El Tambo,2,2,-2.508100000000000,-78.92489999999999,1
Cañar,La Troncal,2,2,-2.400000000000000,-79.33000000000000,1
Cañar,Suscal,0,0,-2.436400000000000,-79.05220000000000,1
Chimborazo,Alausí,1,1,-2.200000000000000,-78.84999999999999,1
Chimborazo,Chambo,1,1,-1.733333000000000,-78.58333300000000,1
Chimborazo,Chunchi,0,0,-2.283333000000000,-78.91666700000000,1
Chimborazo,Colta,2,2,-1.700000000000000,-78.75000000000000,1
Chimborazo,Cumandá,0,0,-2.200000000000000,-79.13333299999999,1
Chimborazo,Guamote,4,4,-1.933333000000000,-78.71666700000000,1
Chimborazo,Guano,3,3,-1.583333000000000,-78.63333299999999,1
Chimborazo,Pallatanga,0,0,-1.983333000000000,-78.95000000000000,1
Chimborazo,Penipe,0,0,-1.557300000000000,-78.53959999999999,1
Chimborazo,Riobamba,24,24,-1.674347000000000,-78.64829400000001,1
Cotopaxi,La Maná,0,0,-0.9300000000000000,-79.22000000000000,1
Cotopaxi,Latacunga,10,10,-0.9333330000000000,-78.61666700000001,1
Cotopaxi,Pangua,1,1,-1.133333000000000,-79.06666700000000,1
Cotopaxi,Pujilí,6,6,-0.9500000000000000,-78.69000000000000,1
Cotopaxi,Salcedo,8,8,-1.050000000000000,-78.58333300000000,1
Cotopaxi,Saquisilí,2,2,-0.8300000000000000,-78.67000000000000,1
Cotopaxi,Sigchos,1,1,-0.7000000000000000,-78.88333299999999,1
El Oro,Arenillas,0,0,-3.550000000000000,-80.06000000000000,1
El Oro,Atahualpa,0,0,-2.900000000000000,-78.93333300000000,1
El Oro,Balsas,1,1,-3.762600000000000,-79.82530000000000,1
El Oro,Chilla,0,0,-3.450000000000000,-79.58000000000000,1
El Oro,El Guabo,8,8,-3.238800000000000,-79.82920000000000,1
El Oro,Huaquillas,3,3,-3.481380000000000,-80.24320700000000,1
El Oro,Las Lajas,0,0,-3.785000000000000,-80.06166700000000,1
El Oro,Machala,20,20,-3.266667000000000,-79.96666700000000,1
El Oro,Marcabelí,0,0,-3.786000000000002,-79.89780000000000,1
El Oro,Pasaje,4,4,-3.326900000000000,-79.80490000000000,1
El Oro,Piñas,5,5,-3.666667000000000,-79.65000000000001,1
El Oro,Portovelo,2,2,-3.720000000000000,-79.62000000000000,1
El Oro,Santa Rosa,3,3,-3.452222000000000,-79.96166700000001,1
El Oro,Zaruma,0,0,-3.433333000000000,-79.59999999999999,1
Esmeraldas,Atacames,1,1,0.8666670000000000,-79.83333300000000,1
Esmeraldas,Eloy Alfaro,0,0,1.250000000000000,-79,1
Esmeraldas,Esmeraldas,17,17,1.050000000000000,-79.20000000000000,1
Esmeraldas,Muisne,0,0,0.6067000000000000,-80.01830000000000,1
Esmeraldas,Quinindé,11,11,0.3300000000000000,-79.48000000000000,1
Esmeraldas,Rioverde,1,1,1.060200000000000,-79.40440000000000,1
Esmeraldas,San Lorenzo,1,1,1.265800000000000,-78.84139999999999,1
Galápagos,Isabela,0,0,-0.4724000000000000,-90.68110000000000,1
Galápagos,San Cristóbal,2,2,-0.7999999999999999,-89.40000000000001,1
Galápagos,Santa Cruz,1,1,-0.6333330000000000,-90.36666700000001,1
Guayas,Alfredo Baquerizo Moreno,5,5,-1.916667000000000,-79.51666700000000,1
Guayas,Balao,0,0,-2.910000000000000,-79.81000000000000,1
Guayas,Balzar,7,7,-1.360000000000000,-79.90000000000001,1
Guayas,Colimes,1,1,-1.550000000000000,-80.01666700000000,1
Guayas,Coronel Marcelino Maridueña,4,4,-2.200000000000000,-79.42000000000000,1
Guayas,Daule,6,6,-1.866667000000000,-79.98333300000000,1
Guayas,Durán,3,3,-2.166667000000000,-79.83333300000000,1
Guayas,El Triunfo,2,2,-2.330000000000000,-79.40000000000001,1
Guayas,Empalme,2,2,-1.046111000000000,-79.63361100000000,1
Guayas,General Antonio Elizalde,1,1,-2.200000000000000,-79.17000000000000,1
Guayas,Guayaquil,292,292,-2.183333000000000,-79.88333299999999,1
Guayas,Isidro Ayora,0,0,-1.883333000000000,-80.16666700000000,1
Guayas,Lomas de Sargentillo,2,2,-1.883333000000000,-80.08333300000000,1
Guayas,Milagro,18,18,-2.126944000000000,-79.59916699999999,1
Guayas,Naranjal,5,5,-2.672800000000000,-79.61499999999999,1
Guayas,Naranjito,2,2,-2.173000000000000,-79.46710000000000,1
Guayas,Nobol,1,1,-1.916671000000000,-80.01153900000000,1
Guayas,Palestina,0,0,-1.626300000000000,-79.97700000000000,1
Guayas,Pedro Carbo,4,4,-1.833333000000000,-80.23333300000000,1
Guayas,Playas,2,2,-2.623330000000000,-80.38750000000000,1
Guayas,Salitre,3,3,-1.829444000000000,-79.81555600000000,1
Guayas,Samborondón,8,8,-2.183333000000000,-79.88333299999999,1
Guayas,San Jacinto De Yaguachi,5,5,-2.120000000000000,-79.69000000000000,1
Guayas,Santa Lucía,1,1,-1.713889000000000,-79.98500000000000,1
Guayas,Simón Bolivar,3,3,-2.156667000000000,-79.88750000000000,1
Imbabura,Antonio Ante,5,5,0.3200000000000000,-78.20999999999999,1
Imbabura,Cotacachi,3,3,0.3000000000000000,-78.26666700000000,1
Imbabura,Ibarra,10,10,0.3626780000000000,-78.13066700000000,1
Imbabura,Otavalo,6,6,0.2333330000000000,-78.26666700000000,1
Imbabura,Pimampiro,0,0,0.4000000000000000,-77.97000000000000,1
Imbabura,San Miguel de Urcuquí,1,1,0.5200000000000000,-78.20000000000000,1
Loja,Calvas,1,1,-4.320000000000000,-79.56000000000000,1
Loja,Catamayo,2,2,-3.980000000000000,-79.34999999999999,1
Loja,Celica,1,1,-4.102500000000000,-79.95444400000000,1
Loja,Chaguarpamba,0,0,-3.850000000000000,-79.65000000000001,1
Loja,Espíndola,4,4,-4.583056000000000,-79.42694400000001,1
Loja,Gonzanamá,3,3,-4.231389000000000,-79.43527800000000,1
Loja,Loja,25,25,-3.983333000000002,-79.20000000000000,1
Loja,Macará,3,3,-4.383333000000000,-79.95000000000000,1
Loja,Olmedo,0,0,-3.934000000000000,-79.64800000000000,1
Loja,Paltas,2,2,-4.050000000000002,-79.65000000000001,1
Loja,Pindal,1,1,-4.116100000000000,-80.10760000000001,1
Loja,Puyango,2,2,-3.870000000000000,-80.09000000000000,1
Loja,Quilanga,1,1,-4.298000000000000,-79.39860000000000,1
Loja,Saraguro,2,2,-3.625300000000000,-79.24110000000000,1
Loja,Sozoranga,1,1,-4.327778000000000,-79.78972200000000,1
Loja,Zapotillo,0,0,-4.386360000000002,-80.24360000000000,1
Los Ríos,Baba,2,2,-1.784167000000000,-79.67666699999999,1
Los Ríos,Babahoyo,18,18,-1.800000000000000,-79.53333300000000,1
