provincia,total,acumuladas,lat,lng,semana
Manabí,109,764,-1.056181000000000,-80.45521700000000,7
Morona Santiago,8,63,-2.300000000000000,-78.11666700000001,7
Napo,7,49,-0.9890000000000000,-77.81590000000000,7
Orellana,8,53,-0.4666670000000000,-76.96666700000000,7
Otro,0,1,0,0,7
Pastaza,6,40,-1.066667000000000,-78.00111099999999,7
Pichincha,196,1537,-0.2186110000000000,-78.50972200000000,7
Santa Elena,15,154,-2.226700000000000,-80.85830000000000,7
Sto. Domingo Tsáchilas,43,264,-0.2541670000000000,-79.17194400000000,7
Sucumbíos,8,74,0.08472200000000002,-76.88277800000000,7
Tungurahua,48,367,-1.241667000000000,-78.61972200000000,7
Zamora Chinchipe,2,21,-4.120000000000000,-78.80000000000000,7
Azuay,60,557,-2.897414000000000,-79.00448100000000,8
Bolívar,7,105,-1.605556000000000,-79.00305600000000,8
Carchi,10,100,0.8121800000000000,-77.71633000000000,8
Cañar,22,165,-2.733333000000000,-78.83333300000000,8
Chimborazo,37,317,-1.674347000000000,-78.64829400000001,8
Cotopaxi,17,250,-0.9333330000000000,-78.61666700000001,8
El Oro,56,404,-3.266667000000000,-79.96666700000000,8
Esmeraldas,40,225,1.050000000000000,-79.20000000000000,8
Galápagos,0,4,-0.7999999999999999,-89.40000000000001,8
Guayas,410,3075,-2.183333000000000,-79.88333299999999,8
Imbabura,36,298,0.3626780000000000,-78.13066700000000,8
Loja,50,348,-3.983333000000000,-79.20000000000000,8
Los Ríos,61,531,-1.800000000000000,-79.53333300000000,8
Manabí,115,879,-1.056181000000000,-80.45521700000000,8
Morona Santiago,11,74,-2.300000000000000,-78.11666700000001,8
Napo,3,52,-0.9890000000000000,-77.81590000000000,8
Orellana,9,62,-0.4666670000000000,-76.96666700000000,8
Otro,0,1,0,0,8
Pastaza,5,45,-1.066667000000000,-78.00111099999999,8
Pichincha,211,1748,-0.2186110000000000,-78.50972200000000,8
Santa Elena,27,181,-2.226700000000000,-80.85830000000000,8
Sto. Domingo Tsáchilas,37,301,-0.2541670000000000,-79.17194400000000,8
Sucumbíos,7,81,0.08472200000000002,-76.88277800000000,8
Tungurahua,52,419,-1.241667000000000,-78.61972200000000,8
Zamora Chinchipe,1,22,-4.120000000000000,-78.80000000000000,8
Azuay,70,627,-2.897414000000000,-79.00448100000000,9
Bolívar,11,116,-1.605556000000000,-79.00305600000000,9
Carchi,21,121,0.8121800000000000,-77.71633000000000,9
Cañar,16,181,-2.733333000000000,-78.83333300000000,9
Chimborazo,40,357,-1.674347000000000,-78.64829400000001,9
Cotopaxi,34,284,-0.9333330000000000,-78.61666700000001,9
El Oro,49,453,-3.266667000000000,-79.96666700000000,9
Esmeraldas,29,254,1.050000000000000,-79.20000000000000,9
Galápagos,0,4,-0.7999999999999999,-89.40000000000001,9
Guayas,431,3506,-2.183333000000000,-79.88333299999999,9
Imbabura,25,323,0.3626780000000000,-78.13066700000000,9
Loja,39,387,-3.983333000000000,-79.20000000000000,9
Los Ríos,71,602,-1.800000000000000,-79.53333300000000,9
Manabí,145,1024,-1.056181000000000,-80.45521700000000,9
Morona Santiago,6,80,-2.300000000000000,-78.11666700000001,9
Napo,2,54,-0.9890000000000000,-77.81590000000000,9
Orellana,6,68,-0.4666670000000000,-76.96666700000000,9
Otro,0,1,0,0,9
Pastaza,5,50,-1.066667000000000,-78.00111099999999,9
Pichincha,190,1938,-0.2186110000000000,-78.50972200000000,9
Santa Elena,22,203,-2.226700000000000,-80.85830000000000,9
Sto. Domingo Tsáchilas,38,339,-0.2541670000000000,-79.17194400000000,9
Sucumbíos,18,99,0.08472200000000002,-76.88277800000000,9
Tungurahua,47,466,-1.241667000000000,-78.61972200000000,9
Zamora Chinchipe,4,26,-4.120000000000000,-78.80000000000000,9
Azuay,91,718,-2.897414000000000,-79.00448100000000,10
Bolívar,20,136,-1.605556000000000,-79.00305600000000,10
Carchi,12,133,0.8121800000000000,-77.71633000000000,10
Cañar,17,198,-2.733333000000000,-78.83333300000000,10
Chimborazo,48,405,-1.674347000000000,-78.64829400000001,10
Cotopaxi,36,320,-0.9333330000000000,-78.61666700000001,10
El Oro,42,495,-3.266667000000000,-79.96666700000000,10
Esmeraldas,37,291,1.050000000000000,-79.20000000000000,10
Galápagos,1,5,-0.7999999999999999,-89.40000000000001,10
Guayas,491,3997,-2.183333000000000,-79.88333299999999,10
Imbabura,36,359,0.3626780000000000,-78.13066700000000,10
Loja,51,438,-3.983333000000000,-79.20000000000000,10
Los Ríos,78,680,-1.800000000000000,-79.53333300000000,10
Manabí,116,1140,-1.056181000000000,-80.45521700000000,10
Morona Santiago,10,90,-2.300000000000000,-78.11666700000001,10
Napo,5,59,-0.9890000000000000,-77.81590000000000,10
Orellana,6,74,-0.4666670000000000,-76.96666700000000,10
Otro,0,1,0,0,10
Pastaza,4,54,-1.066667000000000,-78.00111099999999,10
Pichincha,233,2171,-0.2186110000000000,-78.50972200000000,10
Santa Elena,22,225,-2.226700000000000,-80.85830000000000,10
Sto. Domingo Tsáchilas,32,371,-0.2541670000000000,-79.17194400000000,10
Sucumbíos,10,109,0.08472200000000002,-76.88277800000000,10
Tungurahua,60,526,-1.241667000000000,-78.61972200000000,10
Zamora Chinchipe,3,29,-4.120000000000000,-78.80000000000000,10
Azuay,75,793,-2.897414000000000,-79.00448100000000,11
Bolívar,18,154,-1.605556000000000,-79.00305600000000,11
Carchi,10,143,0.8121800000000000,-77.71633000000000,11
Cañar,20,218,-2.733333000000000,-78.83333300000000,11
Chimborazo,38,443,-1.674347000000000,-78.64829400000001,11
Cotopaxi,31,351,-0.9333330000000000,-78.61666700000001,11
El Oro,50,545,-3.266667000000000,-79.96666700000000,11
Esmeraldas,30,321,1.050000000000000,-79.20000000000000,11
Galápagos,0,5,-0.7999999999999999,-89.40000000000001,11
Guayas,430,4427,-2.183333000000000,-79.88333299999999,11
Imbabura,31,390,0.3626780000000000,-78.13066700000000,11
Loja,38,476,-3.983333000000000,-79.20000000000000,11
Los Ríos,87,767,-1.800000000000000,-79.53333300000000,11
Manabí,141,1281,-1.056181000000000,-80.45521700000000,11
Morona Santiago,11,101,-2.300000000000000,-78.11666700000001,11
Napo,6,65,-0.9890000000000000,-77.81590000000000,11
Orellana,6,80,-0.4666670000000000,-76.96666700000000,11
Otro,0,1,0,0,11
Pastaza,29,83,-1.066667000000000,-78.00111099999999,11
Pichincha,241,2412,-0.2186110000000000,-78.50972200000000,11
Santa Elena,23,248,-2.226700000000000,-80.85830000000000,11
Sto. Domingo Tsáchilas,48,419,-0.2541670000000000,-79.17194400000000,11
Sucumbíos,4,113,0.08472200000000002,-76.88277800000000,11
Tungurahua,56,582,-1.241667000000000,-78.61972200000000,11
Zamora Chinchipe,4,33,-4.120000000000000,-78.80000000000000,11
Azuay,73,866,-2.897414000000000,-79.00448100000000,12
Bolívar,12,166,-1.605556000000000,-79.00305600000000,12
Carchi,12,155,0.8121800000000000,-77.71633000000000,12
Cañar,12,230,-2.733333000000000,-78.83333300000000,12
Chimborazo,34,477,-1.674347000000000,-78.64829400000001,12
Cotopaxi,24,375,-0.9333330000000000,-78.61666700000001,12
El Oro,51,596,-3.266667000000000,-79.96666700000000,12
Esmeraldas,38,359,1.050000000000000,-79.20000000000000,12
Galápagos,2,7,-0.7999999999999999,-89.40000000000001,12
Guayas,482,4909,-2.183333000000000,-79.88333299999999,12
Imbabura,37,427,0.3626780000000000,-78.13066700000000,12
Loja,41,517,-3.983333000000000,-79.20000000000000,12
Los Ríos,53,820,-1.800000000000000,-79.53333300000000,12
Manabí,157,1438,-1.056181000000000,-80.45521700000000,12
Morona Santiago,10,111,-2.300000000000000,-78.11666700000001,12
Napo,8,73,-0.9890000000000000,-77.81590000000000,12
Orellana,9,89,-0.4666670000000000,-76.96666700000000,12
Otro,0,1,0,0,12
Pastaza,1,84,-1.066667000000000,-78.00111099999999,12
Pichincha,211,2623,-0.2186110000000000,-78.50972200000000,12
Santa Elena,25,273,-2.226700000000000,-80.85830000000000,12
Sto. Domingo Tsáchilas,34,453,-0.2541670000000000,-79.17194400000000,12
Sucumbíos,11,124,0.08472200000000002,-76.88277800000000,12
Tungurahua,42,624,-1.241667000000000,-78.61972200000000,12
Zamora Chinchipe,4,37,-4.120000000000000,-78.80000000000000,12
Azuay,88,954,-2.897414000000000,-79.00448100000000,13
Bolívar,20,186,-1.605556000000000,-79.00305600000000,13
Carchi,11,166,0.8121800000000000,-77.71633000000000,13
Cañar,18,248,-2.733333000000000,-78.83333300000000,13
Chimborazo,50,527,-1.674347000000000,-78.64829400000001,13
Cotopaxi,40,415,-0.9333330000000000,-78.61666700000001,13
El Oro,60,656,-3.266667000000000,-79.96666700000000,13
Esmeraldas,36,395,1.050000000000000,-79.20000000000000,13
Galápagos,1,8,-0.7999999999999999,-89.40000000000001,13
Guayas,460,5369,-2.183333000000000,-79.88333299999999,13
Imbabura,24,451,0.3626780000000000,-78.13066700000000,13
Loja,39,556,-3.983333000000000,-79.20000000000000,13
Los Ríos,75,895,-1.800000000000000,-79.53333300000000,13
Manabí,133,1571,-1.056181000000000,-80.45521700000000,13
Morona Santiago,7,118,-2.300000000000000,-78.11666700000001,13
Napo,7,80,-0.9890000000000000,-77.81590000000000,13
Orellana,8,97,-0.4666670000000000,-76.96666700000000,13
Otro,0,1,0,0,13
Pastaza,4,88,-1.066667000000000,-78.00111099999999,13
Pichincha,254,2877,-0.2186110000000000,-78.50972200000000,13
Santa Elena,28,301,-2.226700000000000,-80.85830000000000,13
Sto. Domingo Tsáchilas,35,488,-0.2541670000000000,-79.17194400000000,13
Sucumbíos,9,133,0.08472200000000002,-76.88277800000000,13
Tungurahua,44,668,-1.241667000000000,-78.61972200000000,13
Zamora Chinchipe,7,44,-4.120000000000000,-78.80000000000000,13
Azuay,77,1031,-2.897414000000000,-79.00448100000000,14
Bolívar,15,201,-1.605556000000000,-79.00305600000000,14
Carchi,6,172,0.8121800000000000,-77.71633000000000,14
Cañar,25,273,-2.733333000000000,-78.83333300000000,14
Chimborazo,48,575,-1.674347000000000,-78.64829400000001,14
Cotopaxi,38,453,-0.9333330000000000,-78.61666700000001,14
El Oro,57,713,-3.266667000000000,-79.96666700000000,14
Esmeraldas,35,430,1.050000000000000,-79.20000000000000,14
Galápagos,0,8,-0.7999999999999999,-89.40000000000001,14
Guayas,399,5768,-2.183333000000000,-79.88333299999999,14
Imbabura,31,482,0.3626780000000000,-78.13066700000000,14
Loja,51,607,-3.983333000000000,-79.20000000000000,14
Los Ríos,65,960,-1.800000000000000,-79.53333300000000,14
Manabí,113,1684,-1.056181000000000,-80.45521700000000,14
Morona Santiago,14,132,-2.300000000000000,-78.11666700000001,14
Napo,4,84,-0.9890000000000000,-77.81590000000000,14
Orellana,7,104,-0.4666670000000000,-76.96666700000000,14
Otro,0,1,0,0,14
Pastaza,4,92,-1.066667000000000,-78.00111099999999,14
Pichincha,256,3133,-0.2186110000000000,-78.50972200000000,14
Santa Elena,24,325,-2.226700000000000,-80.85830000000000,14
Sto. Domingo Tsáchilas,37,525,-0.2541670000000000,-79.17194400000000,14
Sucumbíos,22,155,0.08472200000000002,-76.88277800000000,14
Tungurahua,59,727,-1.241667000000000,-78.61972200000000,14
Zamora Chinchipe,4,48,-4.120000000000000,-78.80000000000000,14
Azuay,76,1107,-2.897414000000000,-79.00448100000000,15
Bolívar,21,222,-1.605556000000000,-79.00305600000000,15
Carchi,19,191,0.8121800000000000,-77.71633000000000,15
Cañar,22,295,-2.733333000000000,-78.83333300000000,15
Chimborazo,53,628,-1.674347000000000,-78.64829400000001,15
Cotopaxi,26,479,-0.9333330000000000,-78.61666700000001,15
El Oro,70,783,-3.266667000000000,-79.96666700000000,15
Esmeraldas,28,458,1.050000000000000,-79.20000000000000,15
Galápagos,1,9,-0.7999999999999999,-89.40000000000001,15
Guayas,375,6143,-2.183333000000000,-79.88333299999999,15
Imbabura,46,528,0.3626780000000000,-78.13066700000000,15
Loja,47,654,-3.983333000000000,-79.20000000000000,15
Los Ríos,48,1008,-1.800000000000000,-79.53333300000000,15
Manabí,744,2428,-1.056181000000000,-80.45521700000000,15
Morona Santiago,3,135,-2.300000000000000,-78.11666700000001,15
Napo,11,95,-0.9890000000000000,-77.81590000000000,15
Orellana,7,111,-0.4666670000000000,-76.96666700000000,15
Otro,0,1,0,0,15
Pastaza,6,98,-1.066667000000000,-78.00111099999999,15
Pichincha,253,3386,-0.2186110000000000,-78.50972200000000,15
Santa Elena,18,343,-2.226700000000000,-80.85830000000000,15
Sto. Domingo Tsáchilas,43,568,-0.2541670000000000,-79.17194400000000,15
Sucumbíos,14,169,0.08472200000000002,-76.88277800000000,15
Tungurahua,43,770,-1.241667000000000,-78.61972200000000,15
Zamora Chinchipe,6,54,-4.120000000000000,-78.80000000000000,15
Azuay,66,1173,-2.897414000000000,-79.00448100000000,16
Bolívar,25,247,-1.605556000000000,-79.00305600000000,16
Carchi,11,202,0.8121800000000000,-77.71633000000000,16
Cañar,10,305,-2.733333000000000,-78.83333300000000,16
Chimborazo,38,666,-1.674347000000000,-78.64829400000001,16
Cotopaxi,33,512,-0.9333330000000000,-78.61666700000001,16
El Oro,49,832,-3.266667000000000,-79.96666700000000,16
Esmeraldas,18,476,1.050000000000000,-79.20000000000000,16
Galápagos,2,11,-0.7999999999999999,-89.40000000000001,16
Guayas,403,6546,-2.183333000000000,-79.88333299999999,16
Imbabura,34,562,0.3626780000000000,-78.13066700000000,16
Loja,38,692,-3.983333000000000,-79.20000000000000,16
Los Ríos,57,1065,-1.800000000000000,-79.53333300000000,16
Manabí,106,2534,-1.056181000000000,-80.45521700000000,16
Morona Santiago,5,140,-2.300000000000000,-78.11666700000001,16
Napo,8,103,-0.9890000000000000,-77.81590000000000,16
Orellana,13,124,-0.4666670000000000,-76.96666700000000,16
Otro,0,1,0,0,16
Pastaza,4,102,-1.066667000000000,-78.00111099999999,16
Pichincha,245,3631,-0.2186110000000000,-78.50972200000000,16
Santa Elena,21,364,-2.226700000000000,-80.85830000000000,16
Sto. Domingo Tsáchilas,31,599,-0.2541670000000000,-79.17194400000000,16
Sucumbíos,9,178,0.08472200000000002,-76.88277800000000,16
Tungurahua,60,830,-1.241667000000000,-78.61972200000000,16
Zamora Chinchipe,6,60,-4.120000000000000,-78.80000000000000,16
Azuay,59,1232,-2.897414000000000,-79.00448100000000,17
Bolívar,14,261,-1.605556000000000,-79.00305600000000,17
Carchi,12,214,0.8121800000000000,-77.71633000000000,17
Cañar,14,319,-2.733333000000000,-78.83333300000000,17
Chimborazo,45,711,-1.674347000000000,-78.64829400000001,17
Cotopaxi,33,545,-0.9333330000000000,-78.61666700000001,17
El Oro,39,871,-3.266667000000000,-79.96666700000000,17
Esmeraldas,26,502,1.050000000000000,-79.20000000000000,17
Galápagos,0,11,-0.7999999999999999,-89.40000000000001,17
Guayas,348,6894,-2.183333000000000,-79.88333299999999,17
Imbabura,48,610,0.3626780000000000,-78.13066700000000,17
Loja,39,731,-3.983333000000000,-79.20000000000000,17
Los Ríos,58,1123,-1.800000000000000,-79.53333300000000,17
Manabí,89,2623,-1.056181000000000,-80.45521700000000,17
Morona Santiago,19,159,-2.300000000000000,-78.11666700000001,17
Napo,5,108,-0.9890000000000000,-77.81590000000000,17
Orellana,12,136,-0.4666670000000000,-76.96666700000000,17
Otro,0,1,0,0,17
Pastaza,7,109,-1.066667000000000,-78.00111099999999,17
Pichincha,255,3886,-0.2186110000000000,-78.50972200000000,17
Santa Elena,23,387,-2.226700000000000,-80.85830000000000,17
Sto. Domingo Tsáchilas,32,631,-0.2541670000000000,-79.17194400000000,17
Sucumbíos,10,188,0.08472200000000002,-76.88277800000000,17
Tungurahua,63,893,-1.241667000000000,-78.61972200000000,17
Zamora Chinchipe,4,64,-4.120000000000000,-78.80000000000000,17
Azuay,92,1324,-2.897414000000000,-79.00448100000000,18
Bolívar,16,277,-1.605556000000000,-79.00305600000000,18
Carchi,12,226,0.8121800000000000,-77.71633000000000,18
Cañar,25,344,-2.733333000000000,-78.83333300000000,18
Chimborazo,40,751,-1.674347000000000,-78.64829400000001,18
Cotopaxi,36,581,-0.9333330000000000,-78.61666700000001,18
El Oro,50,921,-3.266667000000000,-79.96666700000000,18
Esmeraldas,34,536,1.050000000000000,-79.20000000000000,18
Galápagos,0,11,-0.7999999999999999,-89.40000000000001,18
Guayas,390,7284,-2.183333000000000,-79.88333299999999,18
Imbabura,30,640,0.3626780000000000,-78.13066700000000,18
Loja,36,767,-3.983333000000000,-79.20000000000000,18
Los Ríos,73,1196,-1.800000000000000,-79.53333300000000,18
Manabí,107,2730,-1.056181000000000,-80.45521700000000,18
Morona Santiago,8,167,-2.300000000000000,-78.11666700000001,18
Napo,4,112,-0.9890000000000000,-77.81590000000000,18
Orellana,6,142,-0.4666670000000000,-76.96666700000000,18
Otro,0,1,0,0,18
Pastaza,2,111,-1.066667000000000,-78.00111099999999,18
Pichincha,259,4145,-0.2186110000000000,-78.50972200000000,18
Santa Elena,22,409,-2.226700000000000,-80.85830000000000,18
Sto. Domingo Tsáchilas,40,671,-0.2541670000000000,-79.17194400000000,18
Sucumbíos,14,202,0.08472200000000002,-76.88277800000000,18
Tungurahua,52,945,-1.241667000000000,-78.61972200000000,18
Zamora Chinchipe,3,67,-4.120000000000000,-78.80000000000000,18
Azuay,72,1396,-2.897414000000000,-79.00448100000000,19
Bolívar,22,299,-1.605556000000000,-79.00305600000000,19
Carchi,14,240,0.8121800000000000,-77.71633000000000,19
Cañar,22,366,-2.733333000000000,-78.83333300000000,19
Chimborazo,47,798,-1.674347000000000,-78.64829400000001,19
Cotopaxi,30,611,-0.9333330000000000,-78.61666700000001,19
El Oro,45,966,-3.266667000000000,-79.96666700000000,19
Esmeraldas,22,558,1.050000000000000,-79.20000000000000,19
Galápagos,1,12,-0.7999999999999999,-89.40000000000001,19
Guayas,366,7650,-2.183333000000000,-79.88333299999999,19
