inec_provincia_id,provincia,total,acumuladas,lat,lng,semana
01,Azuay,68,68,-2.897414000000000,-79.00448100000000,1
02,Bolívar,7,7,-1.605556000000000,-79.00305600000000,1
04,Carchi,9,9,0.8121800000000000,-77.71633000000000,1
03,Cañar,17,17,-2.733333000000000,-78.83333300000000,1
06,Chimborazo,35,35,-1.674347000000000,-78.64829400000001,1
05,Cotopaxi,28,28,-0.9333330000000000,-78.61666700000001,1
07,El Oro,46,46,-3.266667000000000,-79.96666700000000,1
08,Esmeraldas,31,31,1.050000000000000,-79.20000000000000,1
20,Galápagos,3,3,-0.7999999999999999,-89.40000000000001,1
09,Guayas,377,377,-2.183333000000000,-79.88333299999999,1
10,Imbabura,25,25,0.3626780000000000,-78.13066700000000,1
11,Loja,48,48,-3.983333000000000,-79.20000000000000,1
12,Los Ríos,60,60,-1.800000000000000,-79.53333300000000,1
13,Manabí,111,111,-1.056181000000000,-80.45521700000000,1
14,Morona Santiago,5,5,-2.300000000000000,-78.11666700000001,1
15,Napo,6,6,-0.9890000000000000,-77.81590000000000,1
22,Orellana,12,12,-0.4666670000000000,-76.96666700000000,1
88,Otro,0,0,0,0,1
16,Pastaza,5,5,-1.066667000000000,-78.00111099999999,1
17,Pichincha,200,200,-0.2186110000000000,-78.50972200000000,1
24,Santa Elena,15,15,-2.226700000000000,-80.85830000000000,1
23,Sto. Domingo Tsáchilas,39,39,-0.2541670000000000,-79.17194400000000,1
21,Sucumbíos,18,18,0.08472200000000002,-76.88277800000000,1
18,Tungurahua,58,58,-1.241667000000000,-78.61972200000000,1
19,Zamora Chinchipe,7,7,-4.120000000000000,-78.80000000000000,1
01,Azuay,71,139,-2.897414000000000,-79.00448100000000,2
02,Bolívar,11,18,-1.605556000000000,-79.00305600000000,2
04,Carchi,12,21,0.8121800000000000,-77.71633000000000,2
03,Cañar,20,37,-2.733333000000000,-78.83333300000000,2
06,Chimborazo,30,65,-1.674347000000000,-78.64829400000001,2
05,Cotopaxi,32,60,-0.9333330000000000,-78.61666700000001,2
07,El Oro,63,109,-3.266667000000000,-79.96666700000000,2
08,Esmeraldas,25,56,1.050000000000000,-79.20000000000000,2
20,Galápagos,1,4,-0.7999999999999999,-89.40000000000001,2
09,Guayas,368,745,-2.183333000000000,-79.88333299999999,2
10,Imbabura,47,72,0.3626780000000000,-78.13066700000000,2
11,Loja,34,82,-3.983333000000000,-79.20000000000000,2
12,Los Ríos,69,129,-1.800000000000000,-79.53333300000000,2
13,Manabí,93,204,-1.056181000000000,-80.45521700000000,2
14,Morona Santiago,11,16,-2.300000000000000,-78.11666700000001,2
15,Napo,6,12,-0.9890000000000000,-77.81590000000000,2
22,Orellana,7,19,-0.4666670000000000,-76.96666700000000,2
88,Otro,0,0,0,0,2
16,Pastaza,3,8,-1.066667000000000,-78.00111099999999,2
17,Pichincha,241,441,-0.2186110000000000,-78.50972200000000,2
24,Santa Elena,27,42,-2.226700000000000,-80.85830000000000,2
23,Sto. Domingo Tsáchilas,31,70,-0.2541670000000000,-79.17194400000000,2
21,Sucumbíos,13,31,0.08472200000000002,-76.88277800000000,2
18,Tungurahua,45,103,-1.241667000000000,-78.61972200000000,2
19,Zamora Chinchipe,3,10,-4.120000000000000,-78.80000000000000,2
01,Azuay,82,221,-2.897414000000000,-79.00448100000000,3
02,Bolívar,12,30,-1.605556000000000,-79.00305600000000,3
04,Carchi,19,40,0.8121800000000000,-77.71633000000000,3
03,Cañar,18,55,-2.733333000000000,-78.83333300000000,3
06,Chimborazo,44,109,-1.674347000000000,-78.64829400000001,3
05,Cotopaxi,36,96,-0.9333330000000000,-78.61666700000001,3
07,El Oro,41,150,-3.266667000000000,-79.96666700000000,3
08,Esmeraldas,19,75,1.050000000000000,-79.20000000000000,3
20,Galápagos,0,4,-0.7999999999999999,-89.40000000000001,3
09,Guayas,363,1108,-2.183333000000000,-79.88333299999999,3
10,Imbabura,34,106,0.3626780000000000,-78.13066700000000,3
11,Loja,43,125,-3.983333000000000,-79.20000000000000,3
12,Los Ríos,60,189,-1.800000000000000,-79.53333300000000,3
13,Manabí,121,325,-1.056181000000000,-80.45521700000000,3
14,Morona Santiago,11,27,-2.300000000000000,-78.11666700000001,3
15,Napo,4,16,-0.9890000000000000,-77.81590000000000,3
22,Orellana,5,24,-0.4666670000000000,-76.96666700000000,3
88,Otro,0,0,0,0,3
16,Pastaza,7,15,-1.066667000000000,-78.00111099999999,3
17,Pichincha,207,648,-0.2186110000000000,-78.50972200000000,3
24,Santa Elena,19,61,-2.226700000000000,-80.85830000000000,3
23,Sto. Domingo Tsáchilas,39,109,-0.2541670000000000,-79.17194400000000,3
21,Sucumbíos,12,43,0.08472200000000002,-76.88277800000000,3
18,Tungurahua,49,152,-1.241667000000000,-78.61972200000000,3
19,Zamora Chinchipe,1,11,-4.120000000000000,-78.80000000000000,3
01,Azuay,63,284,-2.897414000000000,-79.00448100000000,4
