inec_provincia_id,provincia,inec_canton_id,canton,total,acumuladas,lat,lng,mes
1,Azuay,115,Camilo Ponce Enríquez,2,2,-3.050000000000000,-79.73333300000000,1
1,Azuay,111,Chordeleg,5,5,-2.933333000000000,-78.76666700000000,1
1,Azuay,101,Cuenca,239,239,-2.897414000000000,-79.00448100000000,1
1,Azuay,112,El Pan,1,1,-2.786111000000000,-78.66500000000001,1
1,Azuay,102,Girón,4,4,-3.159028000000000,-79.14756800000001,1
1,Azuay,114,Guachapala,2,2,-2.769000000000000,-78.70900000000000,1
1,Azuay,103,Gualaceo,20,20,-2.900000000000000,-78.78333300000000,1
1,Azuay,104,Nabón,5,5,-3.336060000000000,-79.06368000000001,1
1,Azuay,110,Oña,1,1,-3.469640000000000,-79.15431000000000,1
1,Azuay,105,Paute,11,11,-2.781800000000000,-78.76000000000001,1
1,Azuay,106,Pucará,1,1,-3.233780000000000,-79.46120000000001,1
1,Azuay,107,San Fernando,1,1,-3.144500000000000,-79.25200000000000,1
1,Azuay,108,Santa Isabel,8,8,-3.274170000000000,-79.31560000000000,1
1,Azuay,113,Sevilla de Oro,5,5,-2.799833000000000,-78.65569400000000,1
1,Azuay,109,Sígsig,9,9,-3.089700000000000,-78.80320000000000,1
2,Bolívar,206,Caluma,5,5,-1.633330000000000,-79.25000000000000,1
2,Bolívar,202,Chillanes,1,1,-1.933333000000000,-79.06666700000000,1
2,Bolívar,203,Chimbo,7,7,-1.700000000000000,-79.01666700000000,1
2,Bolívar,204,Echeandía,4,4,-1.433330000000000,-79.26667000000000,1
2,Bolívar,201,Guaranda,27,27,-1.605556000000000,-79.00305600000000,1
2,Bolívar,207,Las Naves,1,1,-1.283330000000000,-79.30000000000000,1
2,Bolívar,205,San Miguel,10,10,-1.700000000000000,-79.03333300000000,1
4,Carchi,402,Bolivar,3,3,0.5070990000000000,-77.86245400000000,1
4,Carchi,403,Espejo,6,6,0.6210000000000000,-77.94000000000000,1
4,Carchi,404,Mira,2,2,0.5538999999999998,-78.04930000000000,1
4,Carchi,405,Montúfar,11,11,0.6100000000000000,-77.84000000000000,1
4,Carchi,406,San Pedro de Huaca,3,3,0.6311110000000000,-77.72527800000000,1
