provincia,total,acumuladas,lat,lng,created_at
Sucumbíos,3,307,0.08472200000000002,-76.88277800000000,12/07/2016
Tungurahua,3,1448,-1.241667000000000,-78.61972200000000,12/07/2016
Zamora Chinchipe,1,101,-4.120000000000000,-78.80000000000000,12/07/2016
Azuay,12,1984,-2.897414000000000,-79.00448100000000,13/07/2016
Bolívar,2,418,-1.605556000000000,-79.00305600000000,13/07/2016
Carchi,4,346,0.8121800000000000,-77.71633000000000,13/07/2016
Cañar,5,534,-2.733333000000000,-78.83333300000000,13/07/2016
Chimborazo,9,1192,-1.674347000000000,-78.64829400000001,13/07/2016
Cotopaxi,3,908,-0.9333330000000000,-78.61666700000001,13/07/2016
El Oro,8,1436,-3.266667000000000,-79.96666700000000,13/07/2016
Esmeraldas,5,782,1.050000000000000,-79.20000000000000,13/07/2016
Galápagos,0,23,-0.7999999999999999,-89.40000000000001,13/07/2016
Guayas,48,10923,-2.183333000000000,-79.88333299999999,13/07/2016
Imbabura,5,1000,0.3626780000000000,-78.13066700000000,13/07/2016
Loja,2,1179,-3.983333000000000,-79.20000000000000,13/07/2016
Los Ríos,3,1808,-1.800000000000000,-79.53333300000000,13/07/2016
Manabí,12,3761,-1.056181000000000,-80.45521700000000,13/07/2016
Morona Santiago,2,235,-2.300000000000000,-78.11666700000001,13/07/2016
Napo,1,172,-0.9890000000000000,-77.81590000000000,13/07/2016
Orellana,0,193,-0.4666670000000000,-76.96666700000000,13/07/2016
Otro,0,3,0,0,13/07/2016
Pastaza,1,157,-1.066667000000000,-78.00111099999999,13/07/2016
Pichincha,30,6429,-0.2186110000000000,-78.50972200000000,13/07/2016
Santa Elena,7,625,-2.226700000000000,-80.85830000000000,13/07/2016
Sto. Domingo Tsáchilas,3,1029,-0.2541670000000000,-79.17194400000000,13/07/2016
Sucumbíos,2,309,0.08472200000000002,-76.88277800000000,13/07/2016
Tungurahua,6,1454,-1.241667000000000,-78.61972200000000,13/07/2016
Zamora Chinchipe,0,101,-4.120000000000000,-78.80000000000000,13/07/2016
Azuay,13,1997,-2.897414000000000,-79.00448100000000,14/07/2016
Bolívar,2,420,-1.605556000000000,-79.00305600000000,14/07/2016
Carchi,0,346,0.8121800000000000,-77.71633000000000,14/07/2016
Cañar,3,537,-2.733333000000000,-78.83333300000000,14/07/2016
Chimborazo,8,1200,-1.674347000000000,-78.64829400000001,14/07/2016
Cotopaxi,4,912,-0.9333330000000000,-78.61666700000001,14/07/2016
El Oro,6,1442,-3.266667000000000,-79.96666700000000,14/07/2016
Esmeraldas,3,785,1.050000000000000,-79.20000000000000,14/07/2016
Galápagos,0,23,-0.7999999999999999,-89.40000000000001,14/07/2016
Guayas,46,10969,-2.183333000000000,-79.88333299999999,14/07/2016
Imbabura,4,1004,0.3626780000000000,-78.13066700000000,14/07/2016
Loja,6,1185,-3.983333000000000,-79.20000000000000,14/07/2016
Los Ríos,10,1818,-1.800000000000000,-79.53333300000000,14/07/2016
Manabí,22,3783,-1.056181000000000,-80.45521700000000,14/07/2016
Morona Santiago,2,237,-2.300000000000000,-78.11666700000001,14/07/2016
Napo,0,172,-0.9890000000000000,-77.81590000000000,14/07/2016
Orellana,0,193,-0.4666670000000000,-76.96666700000000,14/07/2016
Otro,0,3,0,0,14/07/2016
Pastaza,0,157,-1.066667000000000,-78.00111099999999,14/07/2016
Pichincha,38,6467,-0.2186110000000000,-78.50972200000000,14/07/2016
Santa Elena,3,628,-2.226700000000000,-80.85830000000000,14/07/2016
Sto. Domingo Tsáchilas,8,1037,-0.2541670000000000,-79.17194400000000,14/07/2016
Sucumbíos,1,310,0.08472200000000002,-76.88277800000000,14/07/2016
Tungurahua,6,1460,-1.241667000000000,-78.61972200000000,14/07/2016
Zamora Chinchipe,0,101,-4.120000000000000,-78.80000000000000,14/07/2016
Azuay,15,2012,-2.897414000000000,-79.00448100000000,15/07/2016
Bolívar,0,420,-1.605556000000000,-79.00305600000000,15/07/2016
Carchi,2,348,0.8121800000000000,-77.71633000000000,15/07/2016
Cañar,4,541,-2.733333000000000,-78.83333300000000,15/07/2016
Chimborazo,6,1206,-1.674347000000000,-78.64829400000001,15/07/2016
Cotopaxi,6,918,-0.9333330000000000,-78.61666700000001,15/07/2016
El Oro,7,1449,-3.266667000000000,-79.96666700000000,15/07/2016
Esmeraldas,5,790,1.050000000000000,-79.20000000000000,15/07/2016
Galápagos,0,23,-0.7999999999999999,-89.40000000000001,15/07/2016
Guayas,39,11008,-2.183333000000000,-79.88333299999999,15/07/2016
Imbabura,1,1005,0.3626780000000000,-78.13066700000000,15/07/2016
Loja,3,1188,-3.983333000000000,-79.20000000000000,15/07/2016
Los Ríos,4,1822,-1.800000000000000,-79.53333300000000,15/07/2016
Manabí,19,3802,-1.056181000000000,-80.45521700000000,15/07/2016
Morona Santiago,0,237,-2.300000000000000,-78.11666700000001,15/07/2016
Napo,0,172,-0.9890000000000000,-77.81590000000000,15/07/2016
Orellana,2,195,-0.4666670000000000,-76.96666700000000,15/07/2016
Otro,0,3,0,0,15/07/2016
Pastaza,1,158,-1.066667000000000,-78.00111099999999,15/07/2016
Pichincha,33,6500,-0.2186110000000000,-78.50972200000000,15/07/2016
Santa Elena,4,632,-2.226700000000000,-80.85830000000000,15/07/2016
Sto. Domingo Tsáchilas,5,1042,-0.2541670000000000,-79.17194400000000,15/07/2016
Sucumbíos,1,311,0.08472200000000002,-76.88277800000000,15/07/2016
Tungurahua,6,1466,-1.241667000000000,-78.61972200000000,15/07/2016
Zamora Chinchipe,0,101,-4.120000000000000,-78.80000000000000,15/07/2016
Azuay,6,2018,-2.897414000000000,-79.00448100000000,16/07/2016
Bolívar,1,421,-1.605556000000000,-79.00305600000000,16/07/2016
Carchi,3,351,0.8121800000000000,-77.71633000000000,16/07/2016
Cañar,8,549,-2.733333000000000,-78.83333300000000,16/07/2016
Chimborazo,7,1213,-1.674347000000000,-78.64829400000001,16/07/2016
Cotopaxi,2,920,-0.9333330000000000,-78.61666700000001,16/07/2016
El Oro,7,1456,-3.266667000000000,-79.96666700000000,16/07/2016
Esmeraldas,4,794,1.050000000000000,-79.20000000000000,16/07/2016
Galápagos,1,24,-0.7999999999999999,-89.40000000000001,16/07/2016
Guayas,34,11042,-2.183333000000000,-79.88333299999999,16/07/2016
Imbabura,3,1008,0.3626780000000000,-78.13066700000000,16/07/2016
Loja,6,1194,-3.983333000000000,-79.20000000000000,16/07/2016
Los Ríos,5,1827,-1.800000000000000,-79.53333300000000,16/07/2016
Manabí,20,3822,-1.056181000000000,-80.45521700000000,16/07/2016
Morona Santiago,0,237,-2.300000000000000,-78.11666700000001,16/07/2016
Napo,1,173,-0.9890000000000000,-77.81590000000000,16/07/2016
Orellana,0,195,-0.4666670000000000,-76.96666700000000,16/07/2016
Otro,0,3,0,0,16/07/2016
Pastaza,1,159,-1.066667000000000,-78.00111099999999,16/07/2016
Pichincha,28,6528,-0.2186110000000000,-78.50972200000000,16/07/2016
Santa Elena,4,636,-2.226700000000000,-80.85830000000000,16/07/2016
Sto. Domingo Tsáchilas,4,1046,-0.2541670000000000,-79.17194400000000,16/07/2016
Sucumbíos,0,311,0.08472200000000002,-76.88277800000000,16/07/2016
Tungurahua,12,1478,-1.241667000000000,-78.61972200000000,16/07/2016
Zamora Chinchipe,0,101,-4.120000000000000,-78.80000000000000,16/07/2016
Azuay,17,2035,-2.897414000000000,-79.00448100000000,17/07/2016
Bolívar,3,424,-1.605556000000000,-79.00305600000000,17/07/2016
Carchi,2,353,0.8121800000000000,-77.71633000000000,17/07/2016
Cañar,2,551,-2.733333000000000,-78.83333300000000,17/07/2016
Chimborazo,12,1225,-1.674347000000000,-78.64829400000001,17/07/2016
Cotopaxi,4,924,-0.9333330000000000,-78.61666700000001,17/07/2016
El Oro,7,1463,-3.266667000000000,-79.96666700000000,17/07/2016
Esmeraldas,4,798,1.050000000000000,-79.20000000000000,17/07/2016
Galápagos,0,24,-0.7999999999999999,-89.40000000000001,17/07/2016
Guayas,44,11086,-2.183333000000000,-79.88333299999999,17/07/2016
Imbabura,4,1012,0.3626780000000000,-78.13066700000000,17/07/2016
Loja,4,1198,-3.983333000000000,-79.20000000000000,17/07/2016
Los Ríos,6,1833,-1.800000000000000,-79.53333300000000,17/07/2016
Manabí,16,3838,-1.056181000000000,-80.45521700000000,17/07/2016
Morona Santiago,2,239,-2.300000000000000,-78.11666700000001,17/07/2016
Napo,2,175,-0.9890000000000000,-77.81590000000000,17/07/2016
Orellana,1,196,-0.4666670000000000,-76.96666700000000,17/07/2016
Otro,0,3,0,0,17/07/2016
Pastaza,1,160,-1.066667000000000,-78.00111099999999,17/07/2016
Pichincha,38,6566,-0.2186110000000000,-78.50972200000000,17/07/2016
Santa Elena,3,639,-2.226700000000000,-80.85830000000000,17/07/2016
Sto. Domingo Tsáchilas,3,1049,-0.2541670000000000,-79.17194400000000,17/07/2016
Sucumbíos,2,313,0.08472200000000002,-76.88277800000000,17/07/2016
Tungurahua,11,1489,-1.241667000000000,-78.61972200000000,17/07/2016
Zamora Chinchipe,1,102,-4.120000000000000,-78.80000000000000,17/07/2016
Azuay,13,2048,-2.897414000000000,-79.00448100000000,18/07/2016
Bolívar,4,428,-1.605556000000000,-79.00305600000000,18/07/2016
Carchi,2,355,0.8121800000000000,-77.71633000000000,18/07/2016
Cañar,5,556,-2.733333000000000,-78.83333300000000,18/07/2016
Chimborazo,7,1232,-1.674347000000000,-78.64829400000001,18/07/2016
Cotopaxi,3,927,-0.9333330000000000,-78.61666700000001,18/07/2016
El Oro,7,1470,-3.266667000000000,-79.96666700000000,18/07/2016
Esmeraldas,6,804,1.050000000000000,-79.20000000000000,18/07/2016
Galápagos,0,24,-0.7999999999999999,-89.40000000000001,18/07/2016
Guayas,57,11143,-2.183333000000000,-79.88333299999999,18/07/2016
Imbabura,7,1019,0.3626780000000000,-78.13066700000000,18/07/2016
Loja,4,1202,-3.983333000000000,-79.20000000000000,18/07/2016
Los Ríos,8,1841,-1.800000000000000,-79.53333300000000,18/07/2016
Manabí,12,3850,-1.056181000000000,-80.45521700000000,18/07/2016
Morona Santiago,1,240,-2.300000000000000,-78.11666700000001,18/07/2016
Napo,0,175,-0.9890000000000000,-77.81590000000000,18/07/2016
Orellana,1,197,-0.4666670000000000,-76.96666700000000,18/07/2016
Otro,0,3,0,0,18/07/2016
Pastaza,0,160,-1.066667000000000,-78.00111099999999,18/07/2016
Pichincha,22,6588,-0.2186110000000000,-78.50972200000000,18/07/2016
Santa Elena,2,641,-2.226700000000000,-80.85830000000000,18/07/2016
Sto. Domingo Tsáchilas,9,1058,-0.2541670000000000,-79.17194400000000,18/07/2016
Sucumbíos,0,313,0.08472200000000002,-76.88277800000000,18/07/2016
Tungurahua,14,1503,-1.241667000000000,-78.61972200000000,18/07/2016
Zamora Chinchipe,0,102,-4.120000000000000,-78.80000000000000,18/07/2016
Azuay,9,2057,-2.897414000000000,-79.00448100000000,19/07/2016
Bolívar,3,431,-1.605556000000000,-79.00305600000000,19/07/2016
Carchi,2,357,0.8121800000000000,-77.71633000000000,19/07/2016
Cañar,4,560,-2.733333000000000,-78.83333300000000,19/07/2016
Chimborazo,5,1237,-1.674347000000000,-78.64829400000001,19/07/2016
Cotopaxi,6,933,-0.9333330000000000,-78.61666700000001,19/07/2016
El Oro,3,1473,-3.266667000000000,-79.96666700000000,19/07/2016
Esmeraldas,2,806,1.050000000000000,-79.20000000000000,19/07/2016
Galápagos,0,24,-0.7999999999999999,-89.40000000000001,19/07/2016
Guayas,52,11195,-2.183333000000000,-79.88333299999999,19/07/2016
Imbabura,5,1024,0.3626780000000000,-78.13066700000000,19/07/2016
Loja,8,1210,-3.983333000000000,-79.20000000000000,19/07/2016
Los Ríos,6,1847,-1.800000000000000,-79.53333300000000,19/07/2016
Manabí,23,3873,-1.056181000000000,-80.45521700000000,19/07/2016
Morona Santiago,1,241,-2.300000000000000,-78.11666700000001,19/07/2016
Napo,1,176,-0.9890000000000000,-77.81590000000000,19/07/2016
Orellana,2,199,-0.4666670000000000,-76.96666700000000,19/07/2016
Otro,0,3,0,0,19/07/2016
Pastaza,0,160,-1.066667000000000,-78.00111099999999,19/07/2016
Pichincha,30,6618,-0.2186110000000000,-78.50972200000000,19/07/2016
Santa Elena,4,645,-2.226700000000000,-80.85830000000000,19/07/2016
Sto. Domingo Tsáchilas,5,1063,-0.2541670000000000,-79.17194400000000,19/07/2016
Sucumbíos,1,314,0.08472200000000002,-76.88277800000000,19/07/2016
Tungurahua,9,1512,-1.241667000000000,-78.61972200000000,19/07/2016
Zamora Chinchipe,3,105,-4.120000000000000,-78.80000000000000,19/07/2016
Azuay,7,2064,-2.897414000000000,-79.00448100000000,20/07/2016
Bolívar,1,432,-1.605556000000000,-79.00305600000000,20/07/2016
Carchi,1,358,0.8121800000000000,-77.71633000000000,20/07/2016
Cañar,1,561,-2.733333000000000,-78.83333300000000,20/07/2016
Chimborazo,7,1244,-1.674347000000000,-78.64829400000001,20/07/2016
Cotopaxi,9,942,-0.9333330000000000,-78.61666700000001,20/07/2016
El Oro,11,1484,-3.266667000000000,-79.96666700000000,20/07/2016
Esmeraldas,4,810,1.050000000000000,-79.20000000000000,20/07/2016
Galápagos,0,24,-0.7999999999999999,-89.40000000000001,20/07/2016
Guayas,54,11249,-2.183333000000000,-79.88333299999999,20/07/2016
Imbabura,3,1027,0.3626780000000000,-78.13066700000000,20/07/2016
Loja,2,1212,-3.983333000000000,-79.20000000000000,20/07/2016
Los Ríos,9,1856,-1.800000000000000,-79.53333300000000,20/07/2016
Manabí,20,3893,-1.056181000000000,-80.45521700000000,20/07/2016
Morona Santiago,4,245,-2.300000000000000,-78.11666700000001,20/07/2016
Napo,0,176,-0.9890000000000000,-77.81590000000000,20/07/2016
Orellana,1,200,-0.4666670000000000,-76.96666700000000,20/07/2016
Otro,0,3,0,0,20/07/2016
Pastaza,0,160,-1.066667000000000,-78.00111099999999,20/07/2016
Pichincha,33,6651,-0.2186110000000000,-78.50972200000000,20/07/2016
Santa Elena,2,647,-2.226700000000000,-80.85830000000000,20/07/2016
Sto. Domingo Tsáchilas,7,1070,-0.2541670000000000,-79.17194400000000,20/07/2016
Sucumbíos,1,315,0.08472200000000002,-76.88277800000000,20/07/2016
Tungurahua,7,1519,-1.241667000000000,-78.61972200000000,20/07/2016
Zamora Chinchipe,0,105,-4.120000000000000,-78.80000000000000,20/07/2016
Azuay,7,2071,-2.897414000000000,-79.00448100000000,21/07/2016
Bolívar,3,435,-1.605556000000000,-79.00305600000000,21/07/2016
Carchi,2,360,0.8121800000000000,-77.71633000000000,21/07/2016
Cañar,2,563,-2.733333000000000,-78.83333300000000,21/07/2016
Chimborazo,2,1246,-1.674347000000000,-78.64829400000001,21/07/2016
Cotopaxi,2,944,-0.9333330000000000,-78.61666700000001,21/07/2016
El Oro,7,1491,-3.266667000000000,-79.96666700000000,21/07/2016
Esmeraldas,3,813,1.050000000000000,-79.20000000000000,21/07/2016
Galápagos,0,24,-0.7999999999999999,-89.40000000000001,21/07/2016
Guayas,47,11296,-2.183333000000000,-79.88333299999999,21/07/2016
Imbabura,6,1033,0.3626780000000000,-78.13066700000000,21/07/2016
Loja,4,1216,-3.983333000000000,-79.20000000000000,21/07/2016
Los Ríos,10,1866,-1.800000000000000,-79.53333300000000,21/07/2016
Manabí,12,3905,-1.056181000000000,-80.45521700000000,21/07/2016
Morona Santiago,0,245,-2.300000000000000,-78.11666700000001,21/07/2016
Napo,1,177,-0.9890000000000000,-77.81590000000000,21/07/2016
Orellana,0,200,-0.4666670000000000,-76.96666700000000,21/07/2016
Otro,0,3,0,0,21/07/2016
Pastaza,0,160,-1.066667000000000,-78.00111099999999,21/07/2016
Pichincha,30,6681,-0.2186110000000000,-78.50972200000000,21/07/2016
Santa Elena,4,651,-2.226700000000000,-80.85830000000000,21/07/2016
Sto. Domingo Tsáchilas,5,1075,-0.2541670000000000,-79.17194400000000,21/07/2016
Sucumbíos,1,316,0.08472200000000002,-76.88277800000000,21/07/2016
Tungurahua,9,1528,-1.241667000000000,-78.61972200000000,21/07/2016
Zamora Chinchipe,0,105,-4.120000000000000,-78.80000000000000,21/07/2016
Azuay,12,2083,-2.897414000000000,-79.00448100000000,22/07/2016
Bolívar,0,435,-1.605556000000000,-79.00305600000000,22/07/2016
Carchi,1,361,0.8121800000000000,-77.71633000000000,22/07/2016
Cañar,4,567,-2.733333000000000,-78.83333300000000,22/07/2016
Chimborazo,4,1250,-1.674347000000000,-78.64829400000001,22/07/2016
Cotopaxi,9,953,-0.9333330000000000,-78.61666700000001,22/07/2016
El Oro,8,1499,-3.266667000000000,-79.96666700000000,22/07/2016
Esmeraldas,4,817,1.050000000000000,-79.20000000000000,22/07/2016
Galápagos,0,24,-0.7999999999999999,-89.40000000000001,22/07/2016
Guayas,52,11348,-2.183333000000000,-79.88333299999999,22/07/2016
Imbabura,4,1037,0.3626780000000000,-78.13066700000000,22/07/2016
Loja,6,1222,-3.983333000000000,-79.20000000000000,22/07/2016
Los Ríos,15,1881,-1.800000000000000,-79.53333300000000,22/07/2016
Manabí,13,3918,-1.056181000000000,-80.45521700000000,22/07/2016
Morona Santiago,3,248,-2.300000000000000,-78.11666700000001,22/07/2016
Napo,3,180,-0.9890000000000000,-77.81590000000000,22/07/2016
Orellana,0,200,-0.4666670000000000,-76.96666700000000,22/07/2016
Otro,0,3,0,0,22/07/2016
Pastaza,2,162,-1.066667000000000,-78.00111099999999,22/07/2016
Pichincha,27,6708,-0.2186110000000000,-78.50972200000000,22/07/2016
Santa Elena,3,654,-2.226700000000000,-80.85830000000000,22/07/2016
Sto. Domingo Tsáchilas,2,1077,-0.2541670000000000,-79.17194400000000,22/07/2016
Sucumbíos,5,321,0.08472200000000002,-76.88277800000000,22/07/2016
Tungurahua,9,1537,-1.241667000000000,-78.61972200000000,22/07/2016
Zamora Chinchipe,1,106,-4.120000000000000,-78.80000000000000,22/07/2016
Azuay,11,2094,-2.897414000000000,-79.00448100000000,23/07/2016
Bolívar,2,437,-1.605556000000000,-79.00305600000000,23/07/2016
Carchi,2,363,0.8121800000000000,-77.71633000000000,23/07/2016
Cañar,2,569,-2.733333000000000,-78.83333300000000,23/07/2016
Chimborazo,4,1254,-1.674347000000000,-78.64829400000001,23/07/2016
Cotopaxi,3,956,-0.9333330000000000,-78.61666700000001,23/07/2016
El Oro,10,1509,-3.266667000000000,-79.96666700000000,23/07/2016
Esmeraldas,3,820,1.050000000000000,-79.20000000000000,23/07/2016
Galápagos,0,24,-0.7999999999999999,-89.40000000000001,23/07/2016
Guayas,51,11399,-2.183333000000000,-79.88333299999999,23/07/2016
Imbabura,10,1047,0.3626780000000000,-78.13066700000000,23/07/2016
Loja,10,1232,-3.983333000000000,-79.20000000000000,23/07/2016
Los Ríos,11,1892,-1.800000000000000,-79.53333300000000,23/07/2016
Manabí,22,3940,-1.056181000000000,-80.45521700000000,23/07/2016
Morona Santiago,1,249,-2.300000000000000,-78.11666700000001,23/07/2016
Napo,0,180,-0.9890000000000000,-77.81590000000000,23/07/2016
Orellana,1,201,-0.4666670000000000,-76.96666700000000,23/07/2016
Otro,0,3,0,0,23/07/2016
Pastaza,1,163,-1.066667000000000,-78.00111099999999,23/07/2016
Pichincha,30,6738,-0.2186110000000000,-78.50972200000000,23/07/2016
Santa Elena,5,659,-2.226700000000000,-80.85830000000000,23/07/2016
Sto. Domingo Tsáchilas,2,1079,-0.2541670000000000,-79.17194400000000,23/07/2016
Sucumbíos,3,324,0.08472200000000002,-76.88277800000000,23/07/2016
Tungurahua,5,1542,-1.241667000000000,-78.61972200000000,23/07/2016
Zamora Chinchipe,0,106,-4.120000000000000,-78.80000000000000,23/07/2016
Azuay,6,2100,-2.897414000000000,-79.00448100000000,24/07/2016
Bolívar,0,437,-1.605556000000000,-79.00305600000000,24/07/2016
Carchi,4,367,0.8121800000000000,-77.71633000000000,24/07/2016
Cañar,4,573,-2.733333000000000,-78.83333300000000,24/07/2016
Chimborazo,6,1260,-1.674347000000000,-78.64829400000001,24/07/2016
Cotopaxi,4,960,-0.9333330000000000,-78.61666700000001,24/07/2016
El Oro,11,1520,-3.266667000000000,-79.96666700000000,24/07/2016
Esmeraldas,1,821,1.050000000000000,-79.20000000000000,24/07/2016
Galápagos,1,25,-0.7999999999999999,-89.40000000000001,24/07/2016
Guayas,49,11448,-2.183333000000000,-79.88333299999999,24/07/2016
Imbabura,4,1051,0.3626780000000000,-78.13066700000000,24/07/2016
Loja,11,1243,-3.983333000000000,-79.20000000000000,24/07/2016
Los Ríos,11,1903,-1.800000000000000,-79.53333300000000,24/07/2016
Manabí,16,3956,-1.056181000000000,-80.45521700000000,24/07/2016
Morona Santiago,0,249,-2.300000000000000,-78.11666700000001,24/07/2016
Napo,1,181,-0.9890000000000000,-77.81590000000000,24/07/2016
Orellana,0,201,-0.4666670000000000,-76.96666700000000,24/07/2016
Otro,0,3,0,0,24/07/2016
Pastaza,1,164,-1.066667000000000,-78.00111099999999,24/07/2016
Pichincha,22,6760,-0.2186110000000000,-78.50972200000000,24/07/2016
Santa Elena,1,660,-2.226700000000000,-80.85830000000000,24/07/2016
Sto. Domingo Tsáchilas,6,1085,-0.2541670000000000,-79.17194400000000,24/07/2016
Sucumbíos,2,326,0.08472200000000002,-76.88277800000000,24/07/2016
Tungurahua,7,1549,-1.241667000000000,-78.61972200000000,24/07/2016
Zamora Chinchipe,0,106,-4.120000000000000,-78.80000000000000,24/07/2016
Azuay,7,2107,-2.897414000000000,-79.00448100000000,25/07/2016
Bolívar,1,438,-1.605556000000000,-79.00305600000000,25/07/2016
Carchi,0,367,0.8121800000000000,-77.71633000000000,25/07/2016
Cañar,1,574,-2.733333000000000,-78.83333300000000,25/07/2016
Chimborazo,7,1267,-1.674347000000000,-78.64829400000001,25/07/2016
Cotopaxi,8,968,-0.9333330000000000,-78.61666700000001,25/07/2016
El Oro,8,1528,-3.266667000000000,-79.96666700000000,25/07/2016
Esmeraldas,3,824,1.050000000000000,-79.20000000000000,25/07/2016
Galápagos,0,25,-0.7999999999999999,-89.40000000000001,25/07/2016
Guayas,51,11499,-2.183333000000000,-79.88333299999999,25/07/2016
Imbabura,3,1054,0.3626780000000000,-78.13066700000000,25/07/2016
Loja,10,1253,-3.983333000000000,-79.20000000000000,25/07/2016
Los Ríos,12,1915,-1.800000000000000,-79.53333300000000,25/07/2016
Manabí,14,3970,-1.056181000000000,-80.45521700000000,25/07/2016
Morona Santiago,0,249,-2.300000000000000,-78.11666700000001,25/07/2016
Napo,0,181,-0.9890000000000000,-77.81590000000000,25/07/2016
Orellana,2,203,-0.4666670000000000,-76.96666700000000,25/07/2016
Otro,0,3,0,0,25/07/2016
Pastaza,0,164,-1.066667000000000,-78.00111099999999,25/07/2016
Pichincha,28,6788,-0.2186110000000000,-78.50972200000000,25/07/2016
Santa Elena,2,662,-2.226700000000000,-80.85830000000000,25/07/2016
Sto. Domingo Tsáchilas,6,1091,-0.2541670000000000,-79.17194400000000,25/07/2016
Sucumbíos,2,328,0.08472200000000002,-76.88277800000000,25/07/2016
Tungurahua,12,1561,-1.241667000000000,-78.61972200000000,25/07/2016
Zamora Chinchipe,1,107,-4.120000000000000,-78.80000000000000,25/07/2016
Azuay,6,2113,-2.897414000000000,-79.00448100000000,26/07/2016
Bolívar,2,440,-1.605556000000000,-79.00305600000000,26/07/2016
Carchi,4,371,0.8121800000000000,-77.71633000000000,26/07/2016
Cañar,5,579,-2.733333000000000,-78.83333300000000,26/07/2016
Chimborazo,3,1270,-1.674347000000000,-78.64829400000001,26/07/2016
Cotopaxi,5,973,-0.9333330000000000,-78.61666700000001,26/07/2016
El Oro,10,1538,-3.266667000000000,-79.96666700000000,26/07/2016
Esmeraldas,5,829,1.050000000000000,-79.20000000000000,26/07/2016
Galápagos,0,25,-0.7999999999999999,-89.40000000000001,26/07/2016
Guayas,56,11555,-2.183333000000000,-79.88333299999999,26/07/2016
Imbabura,1,1055,0.3626780000000000,-78.13066700000000,26/07/2016
Loja,6,1259,-3.983333000000000,-79.20000000000000,26/07/2016
Los Ríos,9,1924,-1.800000000000000,-79.53333300000000,26/07/2016
Manabí,13,3983,-1.056181000000000,-80.45521700000000,26/07/2016
Morona Santiago,1,250,-2.300000000000000,-78.11666700000001,26/07/2016
Napo,0,181,-0.9890000000000000,-77.81590000000000,26/07/2016
Orellana,0,203,-0.4666670000000000,-76.96666700000000,26/07/2016
Otro,0,3,0,0,26/07/2016
Pastaza,0,164,-1.066667000000000,-78.00111099999999,26/07/2016
Pichincha,41,6829,-0.2186110000000000,-78.50972200000000,26/07/2016
Santa Elena,3,665,-2.226700000000000,-80.85830000000000,26/07/2016
Sto. Domingo Tsáchilas,5,1096,-0.2541670000000000,-79.17194400000000,26/07/2016
Sucumbíos,1,329,0.08472200000000002,-76.88277800000000,26/07/2016
Tungurahua,6,1567,-1.241667000000000,-78.61972200000000,26/07/2016
Zamora Chinchipe,0,107,-4.120000000000000,-78.80000000000000,26/07/2016
Azuay,9,2122,-2.897414000000000,-79.00448100000000,27/07/2016
Bolívar,2,442,-1.605556000000000,-79.00305600000000,27/07/2016
Carchi,0,371,0.8121800000000000,-77.71633000000000,27/07/2016
Cañar,2,581,-2.733333000000000,-78.83333300000000,27/07/2016
Chimborazo,6,1276,-1.674347000000000,-78.64829400000001,27/07/2016
Cotopaxi,3,976,-0.9333330000000000,-78.61666700000001,27/07/2016
El Oro,4,1542,-3.266667000000000,-79.96666700000000,27/07/2016
Esmeraldas,2,831,1.050000000000000,-79.20000000000000,27/07/2016
Galápagos,1,26,-0.7999999999999999,-89.40000000000001,27/07/2016
Guayas,39,11594,-2.183333000000000,-79.88333299999999,27/07/2016
Imbabura,4,1059,0.3626780000000000,-78.13066700000000,27/07/2016
Loja,6,1265,-3.983333000000000,-79.20000000000000,27/07/2016
Los Ríos,9,1933,-1.800000000000000,-79.53333300000000,27/07/2016
Manabí,14,3997,-1.056181000000000,-80.45521700000000,27/07/2016
Morona Santiago,2,252,-2.300000000000000,-78.11666700000001,27/07/2016
Napo,1,182,-0.9890000000000000,-77.81590000000000,27/07/2016
Orellana,1,204,-0.4666670000000000,-76.96666700000000,27/07/2016
Otro,0,3,0,0,27/07/2016
Pastaza,2,166,-1.066667000000000,-78.00111099999999,27/07/2016
Pichincha,32,6861,-0.2186110000000000,-78.50972200000000,27/07/2016
Santa Elena,6,671,-2.226700000000000,-80.85830000000000,27/07/2016
Sto. Domingo Tsáchilas,8,1104,-0.2541670000000000,-79.17194400000000,27/07/2016
Sucumbíos,1,330,0.08472200000000002,-76.88277800000000,27/07/2016
Tungurahua,6,1573,-1.241667000000000,-78.61972200000000,27/07/2016
Zamora Chinchipe,0,107,-4.120000000000000,-78.80000000000000,27/07/2016
Azuay,11,2133,-2.897414000000000,-79.00448100000000,28/07/2016
Bolívar,1,443,-1.605556000000000,-79.00305600000000,28/07/2016
Carchi,3,374,0.8121800000000000,-77.71633000000000,28/07/2016
Cañar,4,585,-2.733333000000000,-78.83333300000000,28/07/2016
Chimborazo,6,1282,-1.674347000000000,-78.64829400000001,28/07/2016
Cotopaxi,2,978,-0.9333330000000000,-78.61666700000001,28/07/2016
El Oro,4,1546,-3.266667000000000,-79.96666700000000,28/07/2016
Esmeraldas,2,833,1.050000000000000,-79.20000000000000,28/07/2016
Galápagos,0,26,-0.7999999999999999,-89.40000000000001,28/07/2016
Guayas,53,11647,-2.183333000000000,-79.88333299999999,28/07/2016
Imbabura,5,1064,0.3626780000000000,-78.13066700000000,28/07/2016
Loja,5,1270,-3.983333000000000,-79.20000000000000,28/07/2016
Los Ríos,10,1943,-1.800000000000000,-79.53333300000000,28/07/2016
Manabí,10,4007,-1.056181000000000,-80.45521700000000,28/07/2016
