provincia,canton,total,acumuladas,lat,lng,mes
El Oro,Pasaje,21,21,-3.326900000000000,-79.80490000000000,1
El Oro,Piñas,12,12,-3.666667000000000,-79.65000000000001,1
El Oro,Portovelo,6,6,-3.720000000000000,-79.62000000000000,1
El Oro,Santa Rosa,30,30,-3.452222000000000,-79.96166700000001,1
El Oro,Zaruma,9,9,-3.433333000000000,-79.59999999999999,1
Esmeraldas,Atacames,5,5,0.8666670000000000,-79.83333300000000,1
Esmeraldas,Eloy Alfaro,1,1,1.250000000000000,-79,1
Esmeraldas,Esmeraldas,71,71,1.050000000000000,-79.20000000000000,1
Esmeraldas,Muisne,4,4,0.6067000000000000,-80.01830000000000,1
Esmeraldas,Quinindé,35,35,0.3300000000000000,-79.48000000000000,1
Esmeraldas,Rioverde,4,4,1.060200000000000,-79.40440000000000,1
Esmeraldas,San Lorenzo,5,5,1.265800000000000,-78.84139999999999,1
Galápagos,Isabela,0,0,-0.4724000000000000,-90.68110000000000,1
Galápagos,San Cristóbal,3,3,-0.7999999999999999,-89.40000000000001,1
Galápagos,Santa Cruz,3,3,-0.6333330000000000,-90.36666700000001,1
Guayas,Alfredo Baquerizo Moreno,8,8,-1.916667000000000,-79.51666700000000,1
Guayas,Balao,4,4,-2.910000000000000,-79.81000000000000,1
Guayas,Balzar,16,16,-1.360000000000000,-79.90000000000001,1
Guayas,Colimes,9,9,-1.550000000000000,-80.01666700000000,1
Guayas,Coronel Marcelino Maridueña,6,6,-2.200000000000000,-79.42000000000000,1
Guayas,Daule,36,36,-1.866667000000000,-79.98333300000000,1
Guayas,Durán,25,25,-2.166667000000000,-79.83333300000000,1
Guayas,El Triunfo,14,14,-2.330000000000000,-79.40000000000001,1
Guayas,Empalme,18,18,-1.046111000000000,-79.63361100000000,1
Guayas,General Antonio Elizalde,5,5,-2.200000000000000,-79.17000000000000,1
Guayas,Guayaquil,1293,1293,-2.183333000000000,-79.88333299999999,1
Guayas,Isidro Ayora,0,0,-1.883333000000000,-80.16666700000000,1
Guayas,Lomas de Sargentillo,7,7,-1.883333000000000,-80.08333300000000,1
Guayas,Milagro,92,92,-2.126944000000000,-79.59916699999999,1
Guayas,Naranjal,16,16,-2.672800000000000,-79.61499999999999,1
Guayas,Naranjito,9,9,-2.173000000000000,-79.46710000000000,1
Guayas,Nobol,7,7,-1.916671000000000,-80.01153900000000,1
Guayas,Palestina,5,5,-1.626300000000000,-79.97700000000000,1
Guayas,Pedro Carbo,17,17,-1.833333000000000,-80.23333300000000,1
Guayas,Playas,11,11,-2.623330000000000,-80.38750000000000,1
Guayas,Salitre,18,18,-1.829444000000000,-79.81555600000000,1
Guayas,Samborondón,24,24,-2.183333000000000,-79.88333299999999,1
Guayas,San Jacinto De Yaguachi,11,11,-2.120000000000000,-79.69000000000000,1
Guayas,Santa Lucía,11,11,-1.713889000000000,-79.98500000000000,1
Guayas,Simón Bolivar,6,6,-2.156667000000000,-79.88750000000000,1
Imbabura,Antonio Ante,20,20,0.3200000000000000,-78.20999999999999,1
Imbabura,Cotacachi,15,15,0.3000000000000000,-78.26666700000000,1
Imbabura,Ibarra,85,85,0.3626780000000000,-78.13066700000000,1
Imbabura,Otavalo,34,34,0.2333330000000000,-78.26666700000000,1
Imbabura,Pimampiro,2,2,0.4000000000000000,-77.97000000000000,1
Imbabura,San Miguel de Urcuquí,1,1,0.5200000000000000,-78.20000000000000,1
Loja,Calvas,12,12,-4.320000000000000,-79.56000000000000,1
Loja,Catamayo,7,7,-3.980000000000000,-79.34999999999999,1
Loja,Celica,5,5,-4.102500000000000,-79.95444400000000,1
Loja,Chaguarpamba,1,1,-3.850000000000000,-79.65000000000001,1
Loja,Espíndola,7,7,-4.583056000000000,-79.42694400000001,1
Loja,Gonzanamá,7,7,-4.231389000000000,-79.43527800000000,1
Loja,Loja,104,104,-3.983333000000001,-79.20000000000000,1
Loja,Macará,6,6,-4.383333000000000,-79.95000000000000,1
Loja,Olmedo,5,5,-3.934000000000000,-79.64800000000000,1
Loja,Paltas,7,7,-4.050000000000002,-79.65000000000001,1
Loja,Pindal,3,3,-4.116100000000000,-80.10760000000001,1
Loja,Puyango,5,5,-3.870000000000000,-80.09000000000000,1
Loja,Quilanga,2,2,-4.298000000000000,-79.39860000000000,1
Loja,Saraguro,5,5,-3.625300000000000,-79.24110000000000,1
Loja,Sozoranga,1,1,-4.327778000000000,-79.78972200000000,1
Loja,Zapotillo,3,3,-4.386360000000002,-80.24360000000000,1
Los Ríos,Baba,6,6,-1.784167000000000,-79.67666699999999,1
Los Ríos,Babahoyo,83,83,-1.800000000000000,-79.53333300000000,1
Los Ríos,Buena Fe,17,17,-0.8985719999999999,-79.48891600000000,1
Los Ríos,Mocache,9,9,-1.183850000000000,-79.50552999999999,1
Los Ríos,Montalvo,3,3,-1.793800000000000,-79.28570000000001,1
Los Ríos,Palenque,3,3,-1.432800000000000,-79.74950000000000,1
Los Ríos,Puebloviejo,11,11,-1.550000000000000,-79.53388900000000,1
Los Ríos,Quevedo,67,67,-1.033333000000000,-79.45000000000000,1
Los Ríos,Quinsaloma,6,6,-1.206200000000000,-79.31450000000000,1
Los Ríos,Urdaneta,16,16,-1.570556000000000,-79.47111099999999,1
Los Ríos,Valencia,12,12,-0.9525000000000000,-79.35310000000000,1
Los Ríos,Ventanas,24,24,-1.450000000000000,-79.47000000000000,1
Los Ríos,Vinces,29,29,-1.558333000000000,-79.75000000000000,1
Manabí,Bolívar,8,8,-0.8419440000000000,-80.16194400000001,1
Manabí,Chone,48,48,-0.6833330000000000,-80.09999999999999,1
Manabí,El Carmen,23,23,-1.314700000000000,-80.01690000000001,1
Manabí,Flavio Alfaro,5,5,-0.4054000000000000,-79.90580000000000,1
Manabí,Jama,2,2,-0.2014000000000000,-80.26590000000000,1
Manabí,Jaramijó,5,5,-0.9487300000000000,-80.63630000000001,1
Manabí,Jipijapa,31,31,-1.333330000000000,-80.58329999999999,1
Manabí,Junín,9,9,-0.9291600000000000,-80.20569000000000,1
Manabí,Manta,105,105,-0.9500220000000000,-80.71620000000000,1
Manabí,Montecristi,6,6,-1.033330000000000,-80.65000000000001,1
Manabí,Olmedo,3,3,-1.396111000000000,-80.20611100000001,1
Manabí,Paján,14,14,-1.570000000000000,-80.42000000000000,1
Manabí,Pedernales,12,12,0.07010000000000001,-80.05360000000000,1
Manabí,Pichincha,3,3,-1.047300000000000,-79.81860000000000,1
Manabí,Portoviejo,139,139,-1.056181000000000,-80.45521700000000,1
Manabí,Puerto López,2,2,-1.566667000000000,-80.81666700000000,1
Manabí,Rocafuerte,14,14,-0.9200000000000000,-80.45999999999999,1
Manabí,San Vicente,9,9,-0.5892999999999999,-80.40880000000000,1
Manabí,Santa Ana,13,13,-1.206900000000000,-80.37090000000001,1
Manabí,Sucre,15,15,-0.6000000000000000,-80.41666700000000,1
Manabí,Tosagua,8,8,-0.7800000000000000,-80.26000000000001,1
Manabí,Veinticuatro de Mayo,8,8,-1.278889000000000,-80.42000000000000,1
Morona Santiago,Gualaquiza,7,7,-3.380000000000000,-78.58000000000000,1
Morona Santiago,Huamboya,1,1,-1.785000000000000,-78.23194400000000,1
Morona Santiago,Limón Indanza,7,7,-2.966250000000000,-78.43052800000000,1
Morona Santiago,Logroño,2,2,-2.624800000000000,-78.18960000000000,1
Morona Santiago,Morona,9,9,-2.300000000000000,-78.11666700000001,1
Morona Santiago,Pablo Sexto,2,2,-1.803056000000000,-77.92111100000000,1
Morona Santiago,Palora,0,0,-1.700000000000000,-77.94000000000000,1
Morona Santiago,San Juan Bosco,0,0,-3.092300000000000,-78.51320000000000,1
Morona Santiago,Santiago,4,4,-3.429800000000000,-78.56560000000000,1
Morona Santiago,Sucúa,9,9,-2.460000000000000,-78.17000000000000,1
Morona Santiago,Taisha,0,0,-2.339950000000000,-77.45808000000000,1
Morona Santiago,Tiwintza,1,1,-2.917670000000000,-77.80170000000000,1
Napo,Archidona,9,9,-0.9166670000000000,-77.78333300000000,1
Napo,Carlos Julio Arosemena Tola,0,0,-1.166667000000000,-77.84999999999999,1
Napo,El Chaco,0,0,-0.3402780000000000,-77.80888899999999,1
Napo,Quijos,0,0,-0.4636110000000000,-77.89277800000001,1
Napo,Tena,20,20,-0.9890000000000000,-77.81590000000000,1
Orellana,Aguarico,2,2,-0.9211110000000000,-75.39916700000001,1
Orellana,La Joya de los Sachas,6,6,-0.3000000000000000,-76.84999999999999,1
Orellana,Loreto,6,6,-0.6904000000000000,-77.30830000000000,1
Orellana,Orellana,21,21,-0.4666670000000000,-76.96666700000000,1
Otro,Las Golondrinas,0,0,0,0,1
Otro,Otro,0,0,0,0,1
Pastaza,Arajuno,2,2,-1.234370000000000,-77.68750000000000,1
Pastaza,Mera,1,1,-1.460000000000000,-78.09000000000000,1
Pastaza,Pastaza,18,18,-1.066667000000000,-78.00111099999999,1
Pastaza,Santa Clara,1,1,-1.267100000000000,-77.88820000000000,1
Pichincha,Cayambe,15,15,0.04388900000000000,-78.15610000000000,1
Pichincha,Mejía,22,22,-0.5101000000000000,-78.56980000000000,1
Pichincha,Pedro Moncayo,6,6,0.04369700000000000,-78.34923999999999,1
Pichincha,Pedro Vicente Maldonado,2,2,0.1666670000000000,-79,1
Pichincha,Puerto Quito,2,2,0.1170000000000000,-79.26400000000000,1
Pichincha,Quito,892,892,-0.2186110000000000,-78.50972200000000,1
Pichincha,Rumiñahui,24,24,-0.3345000000000000,-78.44750000000001,1
Pichincha,San Miguel de Los Bancos,3,3,0.02300000000000000,-78.89200000000000,1
Santa Elena,La Libertad,13,13,-2.233333000000000,-80.90000000000001,1
Santa Elena,Salinas,16,16,-2.216667000000000,-80.95000000000000,1
Santa Elena,Santa Elena,71,71,-2.226700000000000,-80.85830000000000,1
Sto. Domingo Tsáchilas,La Concordia,6,6,0.002300000000000000,-79.38460000000001,1
Sto. Domingo Tsáchilas,Santo Domingo,155,155,-0.2541670000000000,-79.17194400000000,1
Sucumbíos,Cascales,3,3,-0.06750000000000000,-77.21694400000000,1
Sucumbíos,Cuyabeno,0,0,-0.1288890000000000,-76.41388900000000,1
Sucumbíos,Gonzalo Pizarro,1,1,0.04700000000000000,-77.32280000000000,1
Sucumbíos,Lago Agrio,33,33,0.08472200000000002,-76.88277800000000,1
Sucumbíos,Putumayo,2,2,0.1000000000000000,-75.84999999999999,1
Sucumbíos,Shushufindi,14,14,-0.1871000000000000,-76.64500000000000,1
Sucumbíos,Sucumbíos,0,0,0.4592000000000000,-77.52300000000000,1
Tungurahua,Ambato,191,191,-1.241667000000000,-78.61972200000000,1
Tungurahua,Baños,3,3,-1.396389000000000,-78.42472200000000,1
Tungurahua,Cevallos,5,5,-1.350000000000000,-78.61666700000001,1
Tungurahua,Mocha,2,2,-1.416667000000000,-78.66666700000000,1
Tungurahua,Patate,2,2,-1.316667000000000,-78.51666700000000,1
Tungurahua,Pelileo,17,17,-1.327500000000000,-78.54083300000001,1
Tungurahua,Píllaro,17,17,-1.175833000000000,-78.55527800000000,1
Tungurahua,Quero,4,4,-1.379300000000000,-78.60700000000000,1
Tungurahua,Tisaleo,1,1,-1.350000000000000,-78.66666700000000,1
Zamora Chinchipe,Centinela del Cóndor,2,2,-3.894910000000000,-78.78140999999999,1
Zamora Chinchipe,Chinchipe,4,4,-4.862800000000000,-79.13280000000000,1
Zamora Chinchipe,El Pangui,0,0,-3.624900000000000,-78.58710000000001,1
Zamora Chinchipe,Nangaritza,0,0,-4.048333000000000,-78.68222200000000,1
Zamora Chinchipe,Palanda,1,1,-4.649800000000000,-79.13209999999999,1
Zamora Chinchipe,Paquisha,1,1,-3.932750000000000,-78.67426000000000,1
Zamora Chinchipe,Yacuambi,0,0,-3.634440000000000,-78.92810000000000,1
Zamora Chinchipe,Yantzaza,2,2,-3.850000000000000,-78.75000000000000,1
Zamora Chinchipe,Zamora,6,6,-4.120000000000000,-78.80000000000000,1
Azuay,Camilo Ponce Enríquez,4,50,-3.050000000000000,-79.73333300000000,10
Azuay,Chordeleg,3,39,-2.933333000000000,-78.76666700000000,10
Azuay,Cuenca,251,2420,-2.897414000000000,-79.00448100000000,10
Azuay,El Pan,2,10,-2.786111000000000,-78.66500000000001,10
Azuay,Girón,5,56,-3.159028000000000,-79.14756800000001,10
Azuay,Guachapala,0,12,-2.769000000000000,-78.70900000000000,10
Azuay,Gualaceo,22,172,-2.900000000000000,-78.78333300000000,10
Azuay,Nabón,3,44,-3.336060000000000,-79.06368000000001,10
Azuay,Oña,0,11,-3.469640000000000,-79.15431000000000,10
Azuay,Paute,6,92,-2.781800000000000,-78.76000000000001,10
Azuay,Pucará,4,18,-3.233780000000000,-79.46120000000001,10
Azuay,San Fernando,1,7,-3.144500000000000,-79.25200000000000,10
Azuay,Santa Isabel,6,58,-3.274170000000000,-79.31560000000000,10
Azuay,Sevilla de Oro,2,30,-2.799833000000000,-78.65569400000000,10
Azuay,Sígsig,15,99,-3.089700000000000,-78.80320000000000,10
Bolívar,Caluma,4,49,-1.633330000000000,-79.25000000000000,10
Bolívar,Chillanes,4,62,-1.933333000000000,-79.06666700000000,10
Bolívar,Chimbo,6,50,-1.700000000000000,-79.01666700000000,10
Bolívar,Echeandía,7,34,-1.433330000000000,-79.26667000000000,10
Bolívar,Guaranda,45,346,-1.605556000000000,-79.00305600000000,10
Bolívar,Las Naves,0,11,-1.283330000000000,-79.30000000000000,10
Bolívar,San Miguel,8,101,-1.700000000000000,-79.03333300000000,10
Carchi,Bolivar,3,42,0.5070990000000000,-77.86245400000000,10
Carchi,Espejo,6,31,0.6210000000000000,-77.94000000000000,10
Carchi,Mira,5,30,0.5538999999999998,-78.04930000000000,10
Carchi,Montúfar,11,96,0.6100000000000000,-77.84000000000000,10
Carchi,San Pedro de Huaca,3,16,0.6311110000000000,-77.72527800000000,10
Carchi,Tulcán,29,325,0.8121800000000000,-77.71633000000000,10
Cañar,Azogues,46,419,-2.733333000000000,-78.83333300000000,10
Cañar,Biblían,3,54,-2.710000000000000,-78.88000000000000,10
Cañar,Cañar,18,179,-2.483700000000000,-78.97839999999999,10
Cañar,Déleg,2,23,-2.772600000000000,-78.91830000000000,10
Cañar,El Tambo,6,28,-2.508100000000000,-78.92489999999999,10
Cañar,La Troncal,19,159,-2.400000000000000,-79.33000000000000,10
Cañar,Suscal,2,18,-2.436400000000000,-79.05220000000000,10
Chimborazo,Alausí,9,118,-2.200000000000000,-78.84999999999999,10
Chimborazo,Chambo,4,47,-1.733333000000000,-78.58333300000000,10
Chimborazo,Chunchi,6,47,-2.283333000000000,-78.91666700000000,10
Chimborazo,Colta,16,172,-1.700000000000000,-78.75000000000000,10
Chimborazo,Cumandá,1,33,-2.200000000000000,-79.13333299999999,10
Chimborazo,Guamote,12,124,-1.933333000000000,-78.71666700000000,10
Chimborazo,Guano,6,101,-1.583333000000000,-78.63333299999999,10
Chimborazo,Pallatanga,9,39,-1.983333000000000,-78.95000000000000,10
Chimborazo,Penipe,9,30,-1.557300000000000,-78.53959999999999,10
Chimborazo,Riobamba,114,1159,-1.674347000000000,-78.64829400000001,10
Cotopaxi,La Maná,10,106,-0.9300000000000000,-79.22000000000000,10
Cotopaxi,Latacunga,76,725,-0.9333330000000000,-78.61666700000001,10
Cotopaxi,Pangua,6,62,-1.133333000000000,-79.06666700000000,10
Cotopaxi,Pujilí,19,195,-0.9500000000000000,-78.69000000000000,10
Cotopaxi,Salcedo,22,188,-1.050000000000000,-78.58333300000000,10
Cotopaxi,Saquisilí,4,74,-0.8300000000000000,-78.67000000000000,10
Cotopaxi,Sigchos,4,60,-0.7000000000000000,-78.88333299999999,10
El Oro,Arenillas,9,86,-3.550000000000000,-80.06000000000000,10
El Oro,Atahualpa,1,17,-2.900000000000000,-78.93333300000000,10
El Oro,Balsas,0,23,-3.762600000000000,-79.82530000000000,10
El Oro,Chilla,1,8,-3.450000000000000,-79.58000000000000,10
El Oro,El Guabo,17,124,-3.238800000000000,-79.82920000000000,10
El Oro,Huaquillas,19,121,-3.481380000000000,-80.24320700000000,10
El Oro,Las Lajas,1,16,-3.785000000000000,-80.06166700000000,10
El Oro,Machala,98,1105,-3.266667000000000,-79.96666700000000,10
El Oro,Marcabelí,4,18,-3.786000000000001,-79.89780000000000,10
El Oro,Pasaje,26,224,-3.326900000000000,-79.80490000000000,10
El Oro,Piñas,7,116,-3.666667000000000,-79.65000000000001,10
El Oro,Portovelo,2,23,-3.720000000000000,-79.62000000000000,10
El Oro,Santa Rosa,27,250,-3.452222000000000,-79.96166700000001,10
El Oro,Zaruma,6,80,-3.433333000000000,-79.59999999999999,10
Esmeraldas,Atacames,4,45,0.8666670000000000,-79.83333300000000,10
Esmeraldas,Eloy Alfaro,10,46,1.250000000000000,-79,10
Esmeraldas,Esmeraldas,62,712,1.050000000000000,-79.20000000000000,10
Esmeraldas,Muisne,4,30,0.6067000000000000,-80.01830000000000,10
Esmeraldas,Quinindé,22,248,0.3300000000000000,-79.48000000000000,10
Esmeraldas,Rioverde,3,42,1.060200000000000,-79.40440000000000,10
Esmeraldas,San Lorenzo,6,69,1.265800000000000,-78.84139999999999,10
Galápagos,Isabela,1,5,-0.4724000000000000,-90.68110000000000,10
Galápagos,San Cristóbal,3,20,-0.7999999999999999,-89.40000000000001,10
Galápagos,Santa Cruz,4,21,-0.6333330000000000,-90.36666700000001,10
Guayas,Alfredo Baquerizo Moreno,5,79,-1.916667000000000,-79.51666700000000,10
Guayas,Balao,7,62,-2.910000000000000,-79.81000000000000,10
Guayas,Balzar,18,214,-1.360000000000000,-79.90000000000001,10
Guayas,Colimes,9,57,-1.550000000000000,-80.01666700000000,10
Guayas,Coronel Marcelino Maridueña,3,18,-2.200000000000000,-79.42000000000000,10
Guayas,Daule,36,379,-1.866667000000000,-79.98333300000000,10
Guayas,Durán,16,217,-2.166667000000000,-79.83333300000000,10
Guayas,El Triunfo,18,136,-2.330000000000000,-79.40000000000001,10
Guayas,Empalme,29,247,-1.046111000000000,-79.63361100000000,10
Guayas,General Antonio Elizalde,2,21,-2.200000000000000,-79.17000000000000,10
Guayas,Guayaquil,1277,12883,-2.183333000000000,-79.88333299999999,10
Guayas,Isidro Ayora,3,17,-1.883333000000000,-80.16666700000000,10
Guayas,Lomas de Sargentillo,3,46,-1.883333000000000,-80.08333300000000,10
Guayas,Milagro,99,885,-2.126944000000000,-79.59916699999999,10
Guayas,Naranjal,11,150,-2.672800000000000,-79.61499999999999,10
Guayas,Naranjito,4,118,-2.173000000000000,-79.46710000000000,10
Guayas,Nobol,2,48,-1.916671000000000,-80.01153900000000,10
Guayas,Palestina,2,49,-1.626300000000000,-79.97700000000000,10
Guayas,Pedro Carbo,9,142,-1.833333000000000,-80.23333300000000,10
Guayas,Playas,10,115,-2.623330000000000,-80.38750000000000,10
Guayas,Salitre,21,190,-1.829444000000000,-79.81555600000000,10
Guayas,Samborondón,17,179,-2.183333000000000,-79.88333299999999,10
Guayas,San Jacinto De Yaguachi,11,107,-2.120000000000000,-79.69000000000000,10
Guayas,Santa Lucía,20,155,-1.713889000000000,-79.98500000000000,10
Guayas,Simón Bolivar,6,45,-2.156667000000000,-79.88750000000000,10
Imbabura,Antonio Ante,15,135,0.3200000000000000,-78.20999999999999,10
Imbabura,Cotacachi,9,132,0.3000000000000000,-78.26666700000000,10
Imbabura,Ibarra,73,787,0.3626780000000000,-78.13066700000000,10
Imbabura,Otavalo,23,354,0.2333330000000000,-78.26666700000000,10
Imbabura,Pimampiro,3,48,0.4000000000000000,-77.97000000000000,10
Imbabura,San Miguel de Urcuquí,12,47,0.5200000000000000,-78.20000000000000,10
Loja,Calvas,2,87,-4.320000000000000,-79.56000000000000,10
Loja,Catamayo,10,98,-3.980000000000000,-79.34999999999999,10
Loja,Celica,2,44,-4.102500000000000,-79.95444400000000,10
Loja,Chaguarpamba,0,16,-3.850000000000000,-79.65000000000001,10
Loja,Espíndola,8,48,-4.583056000000000,-79.42694400000001,10
Loja,Gonzanamá,6,50,-4.231389000000000,-79.43527800000000,10
Loja,Loja,116,1082,-3.983333000000001,-79.20000000000000,10
Loja,Macará,7,71,-4.383333000000000,-79.95000000000000,10
Loja,Olmedo,3,21,-3.934000000000000,-79.64800000000000,10
Loja,Paltas,7,104,-4.050000000000002,-79.65000000000001,10
Loja,Pindal,1,17,-4.116100000000000,-80.10760000000001,10
Loja,Puyango,6,49,-3.870000000000000,-80.09000000000000,10
Loja,Quilanga,3,20,-4.298000000000000,-79.39860000000000,10
Loja,Saraguro,13,95,-3.625300000000000,-79.24110000000000,10
Loja,Sozoranga,2,20,-4.327778000000000,-79.78972200000000,10
Loja,Zapotillo,5,32,-4.386360000000002,-80.24360000000000,10
Los Ríos,Baba,12,119,-1.784167000000000,-79.67666699999999,10
Los Ríos,Babahoyo,79,792,-1.800000000000000,-79.53333300000000,10
Los Ríos,Buena Fe,19,181,-0.8985719999999999,-79.48891600000000,10
Los Ríos,Mocache,6,87,-1.183850000000000,-79.50552999999999,10
Los Ríos,Montalvo,3,59,-1.793800000000000,-79.28570000000001,10
Los Ríos,Palenque,7,54,-1.432800000000000,-79.74950000000000,10
Los Ríos,Puebloviejo,13,88,-1.550000000000000,-79.53388900000000,10
Los Ríos,Quevedo,77,697,-1.033333000000000,-79.45000000000000,10
Los Ríos,Quinsaloma,6,38,-1.206200000000000,-79.31450000000000,10
Los Ríos,Urdaneta,11,110,-1.570556000000000,-79.47111099999999,10
Los Ríos,Valencia,6,84,-0.9525000000000000,-79.35310000000000,10
Los Ríos,Ventanas,17,221,-1.450000000000000,-79.47000000000000,10
Los Ríos,Vinces,39,287,-1.558333000000000,-79.75000000000000,10
Manabí,Bolívar,14,117,-0.8419440000000000,-80.16194400000001,10
Manabí,Chone,42,467,-0.6833330000000000,-80.09999999999999,10
Manabí,El Carmen,17,265,-1.314700000000000,-80.01690000000001,10
Manabí,Flavio Alfaro,11,68,-0.4054000000000000,-79.90580000000000,10
Manabí,Jama,4,52,-0.2014000000000000,-80.26590000000000,10
Manabí,Jaramijó,5,36,-0.9487300000000000,-80.63630000000001,10
Manabí,Jipijapa,36,330,-1.333330000000000,-80.58329999999999,10
Manabí,Junín,6,58,-0.9291600000000000,-80.20569000000000,10
Manabí,Manta,120,1170,-0.9500220000000000,-80.71620000000000,10
Manabí,Montecristi,10,135,-1.033330000000000,-80.65000000000001,10
Manabí,Olmedo,2,24,-1.396111000000000,-80.20611100000001,10
Manabí,Paján,13,132,-1.570000000000000,-80.42000000000000,10
Manabí,Pedernales,9,278,0.07010000000000001,-80.05360000000000,10
Manabí,Pichincha,14,88,-1.047300000000000,-79.81860000000000,10
Manabí,Portoviejo,167,1615,-1.056181000000000,-80.45521700000000,10
Manabí,Puerto López,8,56,-1.566667000000000,-80.81666700000000,10
Manabí,Rocafuerte,9,99,-0.9200000000000000,-80.45999999999999,10
Manabí,San Vicente,7,83,-0.5892999999999999,-80.40880000000000,10
Manabí,Santa Ana,13,113,-1.206900000000000,-80.37090000000001,10
Manabí,Sucre,17,195,-0.6000000000000000,-80.41666700000000,10
Manabí,Tosagua,7,120,-0.7800000000000000,-80.26000000000001,10
Manabí,Veinticuatro de Mayo,5,81,-1.278889000000000,-80.42000000000000,10
Morona Santiago,Gualaquiza,2,46,-3.380000000000000,-78.58000000000000,10
Morona Santiago,Huamboya,3,9,-1.785000000000000,-78.23194400000000,10
