inec_provincia_id,provincia,provincia_poblacion,inec_canton_id,canton,canton_poblacion,lat,lng,Semana 1,Semana 2,Semana 3,Semana 4,Semana 5,Semana 6,Semana 7,Semana 8,Semana 9,Semana 10,Semana 11,Semana 12,Semana 13,Semana 14
18,Tungurahua,590600,1808,Píllaro,43371,-1.175833,-78.555278,4,2,8,0,5,3,3,5,2,2,0,9,3,1
18,Tungurahua,590600,1806,Quero,20627,-1.3793,-78.607,3,3,3,1,3,2,1,5,3,4,0,2,0,0
18,Tungurahua,590600,1809,Tisaleo,14317,-1.35,-78.666667,3,1,1,2,2,0,1,1,2,1,1,1,0,0
19,Zamora Chinchipe,120416,1907,Centinela del Cóndor,8313,-3.89491,-78.78141,1,0,1,0,0,1,1,0,0,1,0,1,0,0
19,Zamora Chinchipe,120416,1902,Chinchipe,10679,-4.8628,-79.1328,0,3,1,0,0,0,1,1,1,2,3,0,3,1
19,Zamora Chinchipe,120416,1906,El Pangui,10945,-3.6249,-78.5871,0,0,0,1,1,0,1,0,1,1,0,1,1,0
19,Zamora Chinchipe,120416,1903,Nangaritza,8014,-4.048333,-78.682222,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19,Zamora Chinchipe,120416,1908,Palanda,10144,-4.6498,-79.1321,0,0,0,0,0,0,1,1,0,0,0,0,0,0
19,Zamora Chinchipe,120416,1909,Paquisha,5992,-3.93275,-78.67426,0,4,0,0,0,0,0,0,0,0,1,0,0,0
19,Zamora Chinchipe,120416,1904,Yacuambi,7121,-3.63444,-78.9281,1,1,0,1,1,0,1,0,0,0,0,0,1,0
19,Zamora Chinchipe,120416,1905,Yantzaza,26447,-3.85,-78.75,2,3,4,0,1,4,1,2,1,2,3,1,3,0
19,Zamora Chinchipe,120416,1901,Zamora,32761,-4.12,-78.8,3,1,1,2,3,2,4,4,1,3,4,1,1,0
