inec_provincia_id,provincia,provincia_poblacion,inec_canton_id,canton,canton_poblacion,lat,lng,01/01/2021,02/01/2021,03/01/2021,04/01/2021,05/01/2021,06/01/2021,07/01/2021,08/01/2021,09/01/2021,10/01/2021,11/01/2021,12/01/2021,13/01/2021,14/01/2021,15/01/2021,16/01/2021,17/01/2021,18/01/2021,19/01/2021,20/01/2021,21/01/2021,22/01/2021,23/01/2021,24/01/2021,25/01/2021,26/01/2021,27/01/2021,28/01/2021,29/01/2021,30/01/2021,31/01/2021,01/02/2021,02/02/2021,03/02/2021,04/02/2021,05/02/2021,06/02/2021,07/02/2021,08/02/2021,09/02/2021,10/02/2021,11/02/2021,12/02/2021,13/02/2021,14/02/2021,15/02/2021,16/02/2021,17/02/2021,18/02/2021,19/02/2021,20/02/2021,21/02/2021,22/02/2021,23/02/2021,24/02/2021,25/02/2021,26/02/2021,27/02/2021,28/02/2021,01/03/2021,02/03/2021
08,Esmeraldas,591083,0803,Muisne,31106,0.6067,-80.0183,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,5,6,6,6,6,6,6,7,7,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9
08,Esmeraldas,591083,0804,Quinindé,145879,0.33,-79.48,2,2,3,3,3,3,5,5,6,6,8,13,14,16,16,16,17,18,19,23,24,26,26,26,27,29,29,29,29,29,31,34,34,36,39,41,41,43,44,44,45,46,47,47,47,49,49,51,53,53,53,55,60,60,61,62,62,62,62,64,64
08,Esmeraldas,591083,0807,Rioverde,31475,1.0602,-79.4044,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,6,6,6,6,7,7,8,9,10,10,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,14,14,14,14,14,14,14
08,Esmeraldas,591083,0805,San Lorenzo,62772,1.2658,-78.8414,2,3,3,5,5,5,5,5,5,6,6,7,7,7,8,8,9,9,9,10,10,10,11,11,11,11,11,11,11,12,13,13,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16
20,Galápagos,33042,2002,Isabela,3073,-0.4724,-90.6811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Galápagos,33042,2001,San Cristóbal,9667,-0.8,-89.4,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,3,4,5,6,7,7,8,8,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,12,12
20,Galápagos,33042,2003,Santa Cruz,20302,-0.633333,-90.366667,0,0,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5
09,Guayas,4387434,0902,Alfredo Baquerizo Moreno,32110,-1.916667,-79.516667,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,5,5,5,6,6,7,8,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,11,11,11,11,12,12,14,14,14,14,15,15,15,16,17,17,17,17,19,19,19,19,19
09,Guayas,4387434,0903,Balao,26348,-2.91,-79.81,2,2,2,2,2,3,4,4,4,4,4,5,6,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,10,10,10,10,11,11,11,11,11,12,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
09,Guayas,4387434,0904,Balzar,60260,-1.36,-79.9,0,1,3,3,4,5,5,5,5,5,6,6,8,8,8,10,11,11,11,11,12,13,17,17,18,18,19,19,20,21,21,21,21,21,21,21,22,23,23,23,24,24,24,25,26,26,28,30,31,31,32,33,34,34,35,36,36,36,36,38,38
09,Guayas,4387434,0905,Colimes,26169,-1.55,-80.016667,0,0,0,0,0,2,2,2,3,3,3,3,3,3,4,5,6,6,7,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12
09,Guayas,4387434,0923,Coronel Marcelino Maridueña,13132,-2.2,-79.42,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,5,5,5,5,5,5,5,5,5,5
09,Guayas,4387434,0906,Daule,173684,-1.866667,-79.983333,4,7,10,11,14,18,21,21,24,26,32,33,34,34,39,41,42,44,45,49,50,51,54,55,59,62,66,66,68,69,72,74,75,79,82,83,88,89,89,91,94,97,98,101,103,105,108,108,109,111,114,116,116,116,120,122,123,123,123,123,123
09,Guayas,4387434,0907,Durán,315724,-2.166667,-79.833333,2,6,9,10,11,14,15,16,17,18,22,24,29,30,33,35,37,39,40,44,45,50,51,55,55,55,57,58,61,63,66,66,68,72,74,76,77,79,83,85,87,88,90,91,95,96,98,103,106,108,110,113,114,115,117,118,118,118,119,122,122
09,Guayas,4387434,0909,El Triunfo,59636,-2.33,-79.4,1,2,2,2,3,4,5,5,6,6,8,8,8,9,9,11,13,14,14,14,14,15,17,17,17,17,19,19,19,20,20,23,23,23,23,23,25,25,25,25,25,28,29,29,30,31,32,32,32,35,35,36,36,37,37,37,37,37,37,37,37
09,Guayas,4387434,0908,Empalme,86073,-1.046111,-79.633611,1,2,3,6,7,7,8,8,10,11,12,13,14,15,15,16,18,18,19,20,21,23,24,24,24,25,26,27,28,28,30,31,31,33,33,34,36,38,39,41,42,44,45,46,47,49,50,51,51,51,53,53,54,55,55,55,55,55,55,56,56
09,Guayas,4387434,0927,General Antonio Elizalde,13156,-2.2,-79.17,0,0,0,0,0,0,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,6,6,8,8,8,8,10,10,10,11,11,11,12,12,12,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14
09,Guayas,4387434,0901,Guayaquil,2723665,-2.183333,-79.883333,53,110,166,222,294,343,408,471,546,607,684,747,817,883,948,1010,1083,1138,1212,1278,1349,1412,1479,1538,1608,1677,1754,1821,1887,1952,2004,2054,2127,2183,2237,2295,2360,2429,2498,2574,2628,2695,2755,2824,2898,2964,3035,3103,3166,3239,3315,3374,3434,3527,3593,3661,3713,3771,3785,3847,3876
09,Guayas,4387434,0928,Isidro Ayora,14582,-1.883333,-80.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6
09,Guayas,4387434,0924,Lomas de Sargentillo,24220,-1.883333,-80.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8
09,Guayas,4387434,0910,Milagro,199835,-2.126944,-79.599167,6,11,15,18,23,27,30,35,40,43,46,51,54,59,65,68,75,81,84,86,92,103,110,116,122,135,144,151,153,163,165,172,182,185,190,198,203,208,214,220,223,227,231,238,242,244,249,253,260,262,269,274,280,284,294,299,301,301,301,311,311
09,Guayas,4387434,0911,Naranjal,95052,-2.6728,-79.615,2,2,3,3,5,6,6,6,6,7,7,8,8,10,10,11,14,14,14,14,14,17,17,18,18,20,20,20,20,22,23,24,26,27,28,28,29,29,30,30,31,34,34,35,35,37,37,38,39,39,40,40,41,42,43,43,43,43,43,44,45
09,Guayas,4387434,0912,Naranjito,43862,-2.173,-79.4671,0,0,0,0,0,1,2,3,5,6,6,6,7,7,7,8,8,9,9,10,10,10,11,12,14,14,15,18,18,18,18,19,20,22,22,22,22,23,24,24,24,25,25,25,29,30,31,31,34,35,36,37,37,37,37,37,37,37,37,37,37
09,Guayas,4387434,0925,Nobol,26444,-1.916671,-80.011539,0,0,1,1,1,1,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,6,6,7,7,7,7,8,8,8,9,9,9,9,9,9,10,10,11,11,11,11,12,14,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16
09,Guayas,4387434,0913,Palestina,18451,-1.6263,-79.977,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,5,5,5,5,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
09,Guayas,4387434,0914,Pedro Carbo,51802,-1.833333,-80.233333,1,1,2,4,5,6,7,8,8,9,9,9,9,11,11,11,12,12,12,13,15,16,17,18,20,20,21,21,21,23,23,24,25,26,26,26,27,28,29,30,34,34,35,36,36,36,36,37,38,38,39,39,40,41,42,42,42,42,42,44,44
09,Guayas,4387434,0921,Playas,59628,-2.62333,-80.3875,1,1,2,2,2,2,3,3,4,4,6,6,6,6,6,8,10,12,12,12,16,17,18,19,20,21,23,24,24,25,26,26,26,27,28,29,30,31,31,32,32,32,32,33,34,36,37,37,38,38,38,39,40,40,40,41,41,41,41,43,43
09,Guayas,4387434,0919,Salitre,65765,-1.829444,-79.815556,0,2,2,2,3,5,7,8,8,8,8,8,8,8,8,8,9,10,10,11,13,14,16,16,20,20,20,22,24,24,24,24,25,26,26,27,28,29,29,29,29,29,31,32,33,33,33,33,36,36,37,37,38,39,40,40,40,40,40,41,41
09,Guayas,4387434,0916,Samborondón,102404,-2.183333,-79.883333,2,3,3,3,5,6,7,8,8,8,8,9,10,14,15,17,20,24,25,27,29,31,32,35,36,36,38,39,39,39,41,42,43,45,47,48,51,53,56,58,59,59,62,62,64,66,67,68,68,68,68,69,70,71,71,74,75,75,75,76,77
09,Guayas,4387434,0920,San Jacinto De Yaguachi,78204,-2.12,-79.69,0,1,1,1,1,1,2,2,2,3,5,6,7,7,8,8,9,10,10,10,13,14,14,14,14,14,15,17,18,19,19,19,19,19,19,20,21,21,21,21,21,21,21,23,26,27,29,30,31,34,36,37,38,38,39,40,40,40,40,43,43
09,Guayas,4387434,0918,Santa Lucía,45004,-1.713889,-79.985,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,3,4,5,6,7,8,9,9,11,11,12,13,15,15,15,15,17,17,17,18,18,19,20,20,20,20,21,22,24,24,24,25,25,25,26,27,28,28,28,28,28,28,28,28,29,29
09,Guayas,4387434,0922,Simón Bolivar,32224,-2.156667,-79.8875,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,7,7,7,7
10,Imbabura,476257,1002,Antonio Ante,54311,0.32,-78.21,1,1,3,3,3,3,3,5,5,6,6,6,6,9,9,9,9,11,11,11,12,14,16,16,17,17,18,18,19,19,19,20,22,22,23,23,26,26,26,26,26,26,26,27,28,29,29,29,30,30,32,34,34,34,34,34,35,35,35,37,37
10,Imbabura,476257,1003,Cotacachi,44203,0.3,-78.266667,2,3,3,4,4,4,5,5,5,5,5,5,7,7,7,7,7,8,10,10,14,14,14,14,15,16,16,16,19,19,19,20,21,22,22,22,22,23,24,24,25,25,25,25,25,25,25,28,28,28,30,30,30,31,32,32,32,32,32,33,33
10,Imbabura,476257,1001,Ibarra,221149,0.362678,-78.130667,2,4,8,15,18,22,29,34,40,47,54,57,61,66,74,79,85,91,96,101,106,113,117,119,123,127,136,139,142,154,164,169,176,182,188,192,199,205,208,213,225,231,235,241,251,255,257,263,266,268,269,274,280,286,289,295,296,296,296,299,300
10,Imbabura,476257,1004,Otavalo,125785,0.233333,-78.266667,4,6,7,9,10,13,15,15,18,19,20,22,23,26,26,28,29,29,30,31,31,31,34,37,40,41,44,47,49,50,53,53,56,58,59,61,61,64,65,65,67,68,69,70,72,73,76,76,79,80,80,80,82,83,83,83,84,84,84,86,87
10,Imbabura,476257,1005,Pimampiro,13269,0.4,-77.97,0,0,0,1,1,1,1,1,3,3,3,3,5,5,6,6,6,6,6,7,7,7,7,7,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,11,11,11,12,12,12,12,12,12,13,13,13,14,14
10,Imbabura,476257,1006,San Miguel de Urcuquí,17540,0.52,-78.2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
11,Loja,521154,1102,Calvas,29565,-4.32,-79.56,0,0,0,0,1,1,2,2,2,3,4,4,4,4,6,6,6,7,8,9,9,10,11,12,14,16,16,17,17,17,18,18,18,19,19,19,19,20,20,20,20,21,23,25,26,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
11,Loja,521154,1103,Catamayo,35961,-3.98,-79.35,0,0,0,0,0,1,1,1,1,1,1,1,1,3,3,3,3,5,5,6,7,7,7,7,10,10,12,12,12,13,15,15,15,15,15,16,17,18,18,18,18,18,18,18,18,18,19,19,19,19,20,20,21,22,22,22,22,22,22,22,22
11,Loja,521154,1104,Celica,16160,-4.1025,-79.954444,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,4,4,4,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
11,Loja,521154,1105,Chaguarpamba,6620,-3.85,-79.65,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6
11,Loja,521154,1106,Espíndola,14209,-4.583056,-79.426944,0,0,0,1,1,1,2,2,2,2,3,3,3,3,4,5,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
11,Loja,521154,1107,Gonzanamá,10953,-4.231389,-79.435278,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
11,Loja,521154,1101,Loja,274112,-3.983333,-79.2,5,10,16,24,28,34,36,41,44,45,51,51,55,59,63,65,67,68,76,80,93,100,104,108,111,115,118,121,123,128,139,151,163,170,180,188,201,208,222,227,238,243,257,265,273,285,294,303,311,321,332,336,340,346,347,352,354,354,354,362,362
11,Loja,521154,1108,Macará,20269,-4.383333,-79.95,0,0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,9,9,10,10,10,11,12,12,12,13,13,13,13,13,13
11,Loja,521154,1116,Olmedo,4220,-3.934,-79.648,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
11,Loja,521154,1109,Paltas,23471,-4.05,-79.65,0,0,0,0,3,3,4,4,4,4,4,6,6,8,9,9,9,10,10,10,12,12,12,13,13,14,14,14,14,14,14,15,17,18,18,18,19,19,21,21,22,22,25,25,27,27,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31
11,Loja,521154,1114,Pindal,10540,-4.1161,-80.1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Loja,521154,1110,Puyango,15925,-3.87,-80.09,0,0,1,1,2,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,8,8,8,8,8,9,10,10,10,10,10,11,11,11,11,11,12,13,13,14,14,14,14,14,14,14,14
11,Loja,521154,1115,Quilanga,4197,-4.298,-79.3986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
11,Loja,521154,1111,Saraguro,33506,-3.6253,-79.2411,0,1,1,1,1,1,2,2,2,2,2,4,5,5,5,6,7,7,7,8,8,8,8,9,9,10,10,10,11,11,12,13,13,13,13,13,14,14,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,20,20,20,20,20,20,20
11,Loja,521154,1112,Sozoranga,7121,-4.327778,-79.789722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
11,Loja,521154,1113,Zapotillo,14325,-4.38636,-80.2436,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6
12,Los Ríos,921763,1202,Baba,43429,-1.784167,-79.676667,0,0,0,1,2,3,4,5,6,8,8,8,9,9,11,14,17,17,17,17,18,18,18,18,18,18,18,19,20,20,20,20,21,23,23,23,24,26,26,27,28,28,28,29,29,29,29,30,31,32,32,32,32,33,33,35,35,35,35,35,35
12,Los Ríos,921763,1201,Babahoyo,175281,-1.8,-79.533333,2,8,10,18,23,28,33,34,36,39,43,47,50,56,59,61,69,72,76,82,87,96,103,108,114,120,122,125,128,130,132,139,147,151,153,157,161,166,170,177,181,183,184,190,192,195,201,205,212,214,218,223,229,236,237,240,242,242,242,247,247
12,Los Ríos,921763,1210,Buena Fe,83654,-0.898572,-79.488916,0,2,3,3,4,4,4,5,7,7,7,7,7,8,8,8,8,9,12,14,14,16,18,19,20,20,20,21,23,23,24,27,28,29,31,32,34,35,35,35,37,38,38,38,38,38,39,41,42,42,42,44,44,45,46,48,48,48,48,48,49
12,Los Ríos,921763,1212,Mocache,43316,-1.18385,-79.50553,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,6,6,6,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,9,10,11,11,12,12,12,12,12,12
12,Los Ríos,921763,1203,Montalvo,28720,-1.7938,-79.2857,3,4,4,5,5,5,5,5,5,5,6,6,7,8,9,10,10,11,11,11,12,12,12,13,13,14,16,18,19,19,19,20,22,22,23,23,23,24,24,24,24,25,25,25,25,25,25,25,26,27,27,27,27,28,28,28,28,28,28,29,29
12,Los Ríos,921763,1209,Palenque,23638,-1.4328,-79.7495,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,5,6,6,6,6,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,11,11,11,11,12,12,12,12,12,12,13,13
12,Los Ríos,921763,1204,Puebloviejo,44725,-1.55,-79.533889,1,1,1,1,1,1,1,1,1,3,3,3,4,5,10,10,10,11,11,11,11,11,11,11,11,11,12,12,12,15,15,15,15,15,15,15,16,16,16,17,18,19,19,19,21,21,21,21,21,21,21,21,21,23,23,23,23,23,23,23,24
12,Los Ríos,921763,1205,Quevedo,213842,-1.033333,-79.45,4,11,12,15,18,23,26,27,32,35,42,44,47,50,53,57,62,62,68,71,74,80,84,87,100,104,110,115,118,124,126,133,136,142,147,154,158,166,171,177,183,186,191,199,202,205,213,216,220,226,228,233,242,247,253,258,260,260,260,267,269
12,Los Ríos,921763,1213,Quinsaloma,20428,-1.2062,-79.3145,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
12,Los Ríos,921763,1206,Urdaneta,32618,-1.570556,-79.471111,0,2,2,2,3,3,3,5,5,5,5,5,5,6,7,7,7,7,8,8,8,9,9,10,10,11,11,11,11,11,12,13,13,13,14,15,15,15,15,16,16,16,16,16,16,17,18,20,20,21,21,21,21,21,21,21,21,21,21,21,21
12,Los Ríos,921763,1211,Valencia,54637,-0.9525,-79.3531,1,1,1,2,2,2,2,2,2,2,3,3,5,6,8,8,8,8,9,10,10,10,10,10,11,11,11,11,11,11,11,12,12,12,13,13,14,14,14,14,14,14,15,15,15,15,16,16,16,16,16,16,17,18,18,18,18,18,18,18,18
12,Los Ríos,921763,1207,Ventanas,75146,-1.45,-79.47,2,3,4,5,7,8,8,9,10,11,11,11,11,11,11,12,12,13,14,15,15,16,17,18,19,19,20,20,20,22,22,22,23,23,23,23,25,25,27,27,28,28,29,29,30,30,32,33,33,34,34,34,36,36,37,38,38,38,38,38,38
12,Los Ríos,921763,1208,Vinces,82329,-1.558333,-79.75,0,0,0,3,3,5,6,6,8,8,9,9,10,12,14,14,15,15,15,16,19,21,21,21,22,22,22,24,24,26,26,26,29,30,30,30,30,31,33,33,33,33,33,34,35,36,36,37,37,37,37,38,41,43,43,46,47,47,47,47,48
13,Manabí,1562079,1302,Bolívar,45493,-0.841944,-80.161944,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,5,6,6,6,6,6,6,6,7,7,7,10,10,10,10,10,11,11,11,11,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14
13,Manabí,1562079,1303,Chone,131002,-0.683333,-80.1,2,5,11,12,12,14,17,19,20,22,24,25,28,30,32,33,35,36,38,40,40,44,46,46,46,49,49,51,53,55,57,63,65,68,69,73,73,76,77,77,79,80,83,84,85,88,89,92,95,95,97,98,99,102,104,105,105,105,105,107,107
13,Manabí,1562079,1304,El Carmen,111344,-1.3147,-80.0169,2,2,3,5,5,6,7,7,11,12,12,14,14,18,20,23,24,24,24,26,26,28,28,31,32,33,35,36,36,38,40,42,43,43,46,47,50,52,52,54,54,54,55,55,55,55,56,57,59,62,64,66,66,66,68,68,68,68,68,68,68
13,Manabí,1562079,1305,Flavio Alfaro,23822,-0.4054,-79.9058,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,4,5,5,5,5,6,7,8,8,8,9,9,9,10,10,10,10,11,11,11,13,13,14,14,14,14,14,14,15,16,16,17,18,19,19,21,21,21,21,21,21,21,21,21,21,21
13,Manabí,1562079,1320,Jama,26116,-0.2014,-80.2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
13,Manabí,1562079,1321,Jaramijó,28439,-0.94873,-80.6363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,6,6,6,6,6,7,7
13,Manabí,1562079,1306,Jipijapa,74645,-1.33333,-80.5833,1,3,4,5,5,5,6,7,7,10,10,11,14,16,17,18,20,20,21,21,21,21,21,21,22,23,23,24,26,26,28,32,34,34,37,40,41,45,45,46,47,48,50,53,54,54,56,57,59,59,60,62,63,64,66,66,67,68,68,69,70
13,Manabí,1562079,1307,Junín,18820,-0.92916,-80.20569,0,0,0,0,1,3,4,4,4,5,5,5,5,5,5,5,6,6,6,6,7,8,8,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,11,11,12,12,12,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,16,16
13,Manabí,1562079,1308,Manta,264281,-0.950022,-80.7162,5,9,16,23,31,36,41,50,56,60,63,71,75,79,87,90,93,102,113,120,131,136,143,152,158,168,172,177,184,190,198,206,207,211,218,232,236,244,256,263,271,277,284,286,296,302,309,313,318,324,331,337,341,352,361,368,371,371,371,372,372
13,Manabí,1562079,1309,Montecristi,107785,-1.03333,-80.65,1,1,2,3,3,4,4,4,5,7,7,7,7,9,11,13,15,16,17,18,19,19,20,20,20,20,20,21,21,22,24,24,25,27,28,28,30,30,30,30,31,31,32,32,32,32,32,34,35,36,36,37,39,40,41,42,42,42,42,42,42
13,Manabí,1562079,1318,Olmedo,10194,-1.396111,-80.206111,1,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
13,Manabí,1562079,1310,Paján,37093,-1.57,-80.42,0,0,0,0,0,0,0,0,0,1,3,5,5,5,5,6,6,7,7,8,10,10,10,10,10,11,13,13,13,14,14,15,16,17,19,20,22,24,24,24,25,25,25,25,25,25,26,26,26,26,27,27,27,27,28,28,28,28,28,28,28
13,Manabí,1562079,1317,Pedernales,63441,0.0701,-80.0536,0,2,3,3,3,3,5,5,6,6,8,8,8,10,11,12,15,15,15,15,15,15,15,17,19,19,19,19,21,21,21,21,21,21,21,22,22,22,23,23,24,26,28,28,29,29,29,29,30,30,30,30,31,31,31,31,31,31,31,31,31
13,Manabí,1562079,1311,Pichincha,29599,-1.0473,-79.8186,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,3,3,4,4,4,4,4,4,5,5,5,5,6,6,7,7,8,8,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,12,12,12,12,12
13,Manabí,1562079,1301,Portoviejo,321800,-1.056181,-80.455217,6,15,23,31,34,42,48,53,64,68,70,77,82,89,99,109,118,132,137,149,153,159,167,176,184,188,192,201,204,209,213,222,231,238,242,248,256,264,273,282,288,298,301,307,313,321,329,340,346,357,366,370,380,388,396,404,406,406,406,409,409
13,Manabí,1562079,1319,Puerto López,24688,-1.566667,-80.816667,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,7,8,8,8,8,9,10,10,10,11,11,11,12,12,12,12,12,12,12,12,12,12
13,Manabí,1562079,1312,Rocafuerte,37312,-0.92,-80.46,0,1,3,3,3,3,3,3,3,4,5,6,6,6,7,7,7,7,7,9,10,11,12,14,14,14,14,14,14,15,15,16,17,17,17,17,18,19,19,20,22,22,22,22,23,23,24,24,24,25,27,27,27,28,28,29,29,29,29,30,30
13,Manabí,1562079,1322,San Vicente,24799,-0.5893,-80.4088,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,5,6,6,6,6,6,7,7,8,8,11,11,11,11,11,11,11,11,12,13,13,13,13,15,16,17,17,17,17,17,17,17
13,Manabí,1562079,1313,Santa Ana,48152,-1.2069,-80.3709,1,2,2,2,3,3,4,5,6,6,7,7,8,9,9,11,11,13,14,15,17,17,17,17,18,19,20,20,21,21,21,22,24,25,25,27,28,29,30,30,32,32,32,32,32,32,33,34,35,35,35,35,35,36,37,37,37,37,37,37,37
