inec_provincia_id,provincia,total,acumuladas,lat,lng,semana
3,Cañar,22,184,-2.733333000000000,-78.83333300000000,10
6,Chimborazo,65,412,-1.674347000000000,-78.64829400000001,10
5,Cotopaxi,27,322,-0.9333330000000000,-78.61666700000001,10
7,El Oro,58,494,-3.266667000000000,-79.96666700000000,10
8,Esmeraldas,27,274,1.050000000000000,-79.20000000000000,10
20,Galápagos,0,2,-0.7999999999999999,-89.40000000000001,10
9,Guayas,361,3413,-2.183333000000000,-79.88333299999999,10
10,Imbabura,38,336,0.3626780000000000,-78.13066700000000,10
11,Loja,38,435,-3.983333000000000,-79.20000000000000,10
12,Los Ríos,59,574,-1.800000000000000,-79.53333300000000,10
13,Manabí,110,1045,-1.056181000000000,-80.45521700000000,10
14,Morona Santiago,7,67,-2.300000000000000,-78.11666700000001,10
15,Napo,8,53,-0.9890000000000000,-77.81590000000000,10
22,Orellana,9,66,-0.4666670000000000,-76.96666700000000,10
88,Otro,0,2,0,0,10
16,Pastaza,5,48,-1.066667000000000,-78.00111099999999,10
17,Pichincha,251,2111,-0.2186110000000000,-78.50972200000000,10
24,Santa Elena,21,213,-2.226700000000000,-80.85830000000000,10
23,Sto. Domingo Tsáchilas,31,313,-0.2541670000000000,-79.17194400000000,10
21,Sucumbíos,9,90,0.08472200000000002,-76.88277800000000,10
18,Tungurahua,54,483,-1.241667000000000,-78.61972200000000,10
19,Zamora Chinchipe,3,44,-4.120000000000000,-78.80000000000000,10
1,Azuay,72,790,-2.897414000000000,-79.00448100000000,11
2,Bolívar,15,171,-1.605556000000000,-79.00305600000000,11
4,Carchi,7,134,0.8121800000000000,-77.71633000000000,11
3,Cañar,25,209,-2.733333000000000,-78.83333300000000,11
6,Chimborazo,41,453,-1.674347000000000,-78.64829400000001,11
5,Cotopaxi,33,355,-0.9333330000000000,-78.61666700000001,11
7,El Oro,52,546,-3.266667000000000,-79.96666700000000,11
8,Esmeraldas,29,303,1.050000000000000,-79.20000000000000,11
20,Galápagos,1,3,-0.7999999999999999,-89.40000000000001,11
9,Guayas,397,3810,-2.183333000000000,-79.88333299999999,11
10,Imbabura,33,369,0.3626780000000000,-78.13066700000000,11
11,Loja,46,481,-3.983333000000000,-79.20000000000000,11
12,Los Ríos,49,623,-1.800000000000000,-79.53333300000000,11
13,Manabí,122,1167,-1.056181000000000,-80.45521700000000,11
14,Morona Santiago,7,74,-2.300000000000000,-78.11666700000001,11
15,Napo,4,57,-0.9890000000000000,-77.81590000000000,11
22,Orellana,7,73,-0.4666670000000000,-76.96666700000000,11
88,Otro,0,2,0,0,11
16,Pastaza,3,51,-1.066667000000000,-78.00111099999999,11
17,Pichincha,212,2323,-0.2186110000000000,-78.50972200000000,11
24,Santa Elena,31,244,-2.226700000000000,-80.85830000000000,11
23,Sto. Domingo Tsáchilas,25,338,-0.2541670000000000,-79.17194400000000,11
21,Sucumbíos,10,100,0.08472200000000002,-76.88277800000000,11
18,Tungurahua,48,531,-1.241667000000000,-78.61972200000000,11
19,Zamora Chinchipe,7,51,-4.120000000000000,-78.80000000000000,11
1,Azuay,75,865,-2.897414000000000,-79.00448100000000,12
2,Bolívar,17,188,-1.605556000000000,-79.00305600000000,12
4,Carchi,10,144,0.8121800000000000,-77.71633000000000,12
3,Cañar,19,228,-2.733333000000000,-78.83333300000000,12
6,Chimborazo,45,498,-1.674347000000000,-78.64829400000001,12
5,Cotopaxi,19,374,-0.9333330000000000,-78.61666700000001,12
7,El Oro,49,595,-3.266667000000000,-79.96666700000000,12
8,Esmeraldas,34,337,1.050000000000000,-79.20000000000000,12
20,Galápagos,0,3,-0.7999999999999999,-89.40000000000001,12
9,Guayas,351,4161,-2.183333000000000,-79.88333299999999,12
10,Imbabura,48,417,0.3626780000000000,-78.13066700000000,12
11,Loja,40,521,-3.983333000000000,-79.20000000000000,12
12,Los Ríos,49,672,-1.800000000000000,-79.53333300000000,12
13,Manabí,133,1300,-1.056181000000000,-80.45521700000000,12
14,Morona Santiago,5,79,-2.300000000000000,-78.11666700000001,12
15,Napo,5,62,-0.9890000000000000,-77.81590000000000,12
22,Orellana,7,80,-0.4666670000000000,-76.96666700000000,12
88,Otro,1,3,0,0,12
16,Pastaza,3,54,-1.066667000000000,-78.00111099999999,12
17,Pichincha,216,2539,-0.2186110000000000,-78.50972200000000,12
24,Santa Elena,22,266,-2.226700000000000,-80.85830000000000,12
23,Sto. Domingo Tsáchilas,33,371,-0.2541670000000000,-79.17194400000000,12
21,Sucumbíos,2,102,0.08472200000000002,-76.88277800000000,12
18,Tungurahua,40,571,-1.241667000000000,-78.61972200000000,12
19,Zamora Chinchipe,3,54,-4.120000000000000,-78.80000000000000,12
1,Azuay,67,932,-2.897414000000000,-79.00448100000000,13
2,Bolívar,15,203,-1.605556000000000,-79.00305600000000,13
4,Carchi,19,163,0.8121800000000000,-77.71633000000000,13
3,Cañar,14,242,-2.733333000000000,-78.83333300000000,13
6,Chimborazo,35,533,-1.674347000000000,-78.64829400000001,13
5,Cotopaxi,34,408,-0.9333330000000000,-78.61666700000001,13
7,El Oro,61,656,-3.266667000000000,-79.96666700000000,13
8,Esmeraldas,18,355,1.050000000000000,-79.20000000000000,13
20,Galápagos,1,4,-0.7999999999999999,-89.40000000000001,13
9,Guayas,320,4481,-2.183333000000000,-79.88333299999999,13
10,Imbabura,37,454,0.3626780000000000,-78.13066700000000,13
11,Loja,31,552,-3.983333000000000,-79.20000000000000,13
12,Los Ríos,67,739,-1.800000000000000,-79.53333300000000,13
13,Manabí,110,1410,-1.056181000000000,-80.45521700000000,13
14,Morona Santiago,7,86,-2.300000000000000,-78.11666700000001,13
15,Napo,9,71,-0.9890000000000000,-77.81590000000000,13
22,Orellana,4,84,-0.4666670000000000,-76.96666700000000,13
88,Otro,0,3,0,0,13
16,Pastaza,3,57,-1.066667000000000,-78.00111099999999,13
17,Pichincha,204,2743,-0.2186110000000000,-78.50972200000000,13
24,Santa Elena,22,288,-2.226700000000000,-80.85830000000000,13
23,Sto. Domingo Tsáchilas,35,406,-0.2541670000000000,-79.17194400000000,13
21,Sucumbíos,14,116,0.08472200000000002,-76.88277800000000,13
18,Tungurahua,41,612,-1.241667000000000,-78.61972200000000,13
19,Zamora Chinchipe,5,59,-4.120000000000000,-78.80000000000000,13
1,Azuay,68,1000,-2.897414000000000,-79.00448100000000,14
2,Bolívar,13,216,-1.605556000000000,-79.00305600000000,14
4,Carchi,8,171,0.8121800000000000,-77.71633000000000,14
3,Cañar,20,262,-2.733333000000000,-78.83333300000000,14
6,Chimborazo,52,585,-1.674347000000000,-78.64829400000001,14
5,Cotopaxi,35,443,-0.9333330000000000,-78.61666700000001,14
7,El Oro,59,715,-3.266667000000000,-79.96666700000000,14
8,Esmeraldas,33,388,1.050000000000000,-79.20000000000000,14
20,Galápagos,0,4,-0.7999999999999999,-89.40000000000001,14
9,Guayas,365,4846,-2.183333000000000,-79.88333299999999,14
10,Imbabura,31,485,0.3626780000000000,-78.13066700000000,14
11,Loja,47,599,-3.983333000000000,-79.20000000000000,14
12,Los Ríos,68,807,-1.800000000000000,-79.53333300000000,14
13,Manabí,142,1552,-1.056181000000000,-80.45521700000000,14
14,Morona Santiago,11,97,-2.300000000000000,-78.11666700000001,14
15,Napo,9,80,-0.9890000000000000,-77.81590000000000,14
22,Orellana,5,89,-0.4666670000000000,-76.96666700000000,14
88,Otro,1,4,0,0,14
16,Pastaza,3,60,-1.066667000000000,-78.00111099999999,14
17,Pichincha,219,2962,-0.2186110000000000,-78.50972200000000,14
24,Santa Elena,38,326,-2.226700000000000,-80.85830000000000,14
23,Sto. Domingo Tsáchilas,33,439,-0.2541670000000000,-79.17194400000000,14
21,Sucumbíos,7,123,0.08472200000000002,-76.88277800000000,14
18,Tungurahua,51,663,-1.241667000000000,-78.61972200000000,14
19,Zamora Chinchipe,3,62,-4.120000000000000,-78.80000000000000,14
1,Azuay,81,1081,-2.897414000000000,-79.00448100000000,15
2,Bolívar,15,231,-1.605556000000000,-79.00305600000000,15
4,Carchi,9,180,0.8121800000000000,-77.71633000000000,15
3,Cañar,24,286,-2.733333000000000,-78.83333300000000,15
6,Chimborazo,45,630,-1.674347000000000,-78.64829400000001,15
5,Cotopaxi,25,468,-0.9333330000000000,-78.61666700000001,15
7,El Oro,50,765,-3.266667000000000,-79.96666700000000,15
8,Esmeraldas,37,425,1.050000000000000,-79.20000000000000,15
20,Galápagos,1,5,-0.7999999999999999,-89.40000000000001,15
9,Guayas,391,5237,-2.183333000000000,-79.88333299999999,15
10,Imbabura,36,521,0.3626780000000000,-78.13066700000000,15
11,Loja,42,641,-3.983333000000000,-79.20000000000000,15
12,Los Ríos,60,867,-1.800000000000000,-79.53333300000000,15
13,Manabí,123,1675,-1.056181000000000,-80.45521700000000,15
14,Morona Santiago,8,105,-2.300000000000000,-78.11666700000001,15
15,Napo,8,88,-0.9890000000000000,-77.81590000000000,15
22,Orellana,6,95,-0.4666670000000000,-76.96666700000000,15
88,Otro,0,4,0,0,15
16,Pastaza,4,64,-1.066667000000000,-78.00111099999999,15
17,Pichincha,223,3185,-0.2186110000000000,-78.50972200000000,15
24,Santa Elena,24,350,-2.226700000000000,-80.85830000000000,15
23,Sto. Domingo Tsáchilas,36,475,-0.2541670000000000,-79.17194400000000,15
21,Sucumbíos,8,131,0.08472200000000002,-76.88277800000000,15
18,Tungurahua,51,714,-1.241667000000000,-78.61972200000000,15
19,Zamora Chinchipe,3,65,-4.120000000000000,-78.80000000000000,15
1,Azuay,60,1141,-2.897414000000000,-79.00448100000000,16
2,Bolívar,13,244,-1.605556000000000,-79.00305600000000,16
4,Carchi,12,192,0.8121800000000000,-77.71633000000000,16
3,Cañar,14,300,-2.733333000000000,-78.83333300000000,16
6,Chimborazo,41,671,-1.674347000000000,-78.64829400000001,16
5,Cotopaxi,22,490,-0.9333330000000000,-78.61666700000001,16
7,El Oro,55,820,-3.266667000000000,-79.96666700000000,16
8,Esmeraldas,31,456,1.050000000000000,-79.20000000000000,16
20,Galápagos,1,6,-0.7999999999999999,-89.40000000000001,16
9,Guayas,366,5603,-2.183333000000000,-79.88333299999999,16
10,Imbabura,38,559,0.3626780000000000,-78.13066700000000,16
11,Loja,43,684,-3.983333000000000,-79.20000000000000,16
12,Los Ríos,52,919,-1.800000000000000,-79.53333300000000,16
13,Manabí,119,1794,-1.056181000000000,-80.45521700000000,16
14,Morona Santiago,10,115,-2.300000000000000,-78.11666700000001,16
15,Napo,4,92,-0.9890000000000000,-77.81590000000000,16
22,Orellana,4,99,-0.4666670000000000,-76.96666700000000,16
88,Otro,0,4,0,0,16
16,Pastaza,5,69,-1.066667000000000,-78.00111099999999,16
17,Pichincha,238,3423,-0.2186110000000000,-78.50972200000000,16
24,Santa Elena,21,371,-2.226700000000000,-80.85830000000000,16
23,Sto. Domingo Tsáchilas,34,509,-0.2541670000000000,-79.17194400000000,16
21,Sucumbíos,13,144,0.08472200000000002,-76.88277800000000,16
18,Tungurahua,45,759,-1.241667000000000,-78.61972200000000,16
19,Zamora Chinchipe,4,69,-4.120000000000000,-78.80000000000000,16
1,Azuay,73,1214,-2.897414000000000,-79.00448100000000,17
2,Bolívar,13,257,-1.605556000000000,-79.00305600000000,17
4,Carchi,11,203,0.8121800000000000,-77.71633000000000,17
3,Cañar,20,320,-2.733333000000000,-78.83333300000000,17
6,Chimborazo,52,723,-1.674347000000000,-78.64829400000001,17
5,Cotopaxi,33,523,-0.9333330000000000,-78.61666700000001,17
7,El Oro,46,866,-3.266667000000000,-79.96666700000000,17
8,Esmeraldas,37,493,1.050000000000000,-79.20000000000000,17
20,Galápagos,0,6,-0.7999999999999999,-89.40000000000001,17
9,Guayas,406,6009,-2.183333000000000,-79.88333299999999,17
10,Imbabura,25,584,0.3626780000000000,-78.13066700000000,17
11,Loja,28,712,-3.983333000000000,-79.20000000000000,17
12,Los Ríos,61,980,-1.800000000000000,-79.53333300000000,17
13,Manabí,130,1924,-1.056181000000000,-80.45521700000000,17
14,Morona Santiago,6,121,-2.300000000000000,-78.11666700000001,17
15,Napo,7,99,-0.9890000000000000,-77.81590000000000,17
22,Orellana,8,107,-0.4666670000000000,-76.96666700000000,17
88,Otro,0,4,0,0,17
16,Pastaza,2,71,-1.066667000000000,-78.00111099999999,17
17,Pichincha,225,3648,-0.2186110000000000,-78.50972200000000,17
24,Santa Elena,32,403,-2.226700000000000,-80.85830000000000,17
23,Sto. Domingo Tsáchilas,34,543,-0.2541670000000000,-79.17194400000000,17
21,Sucumbíos,6,150,0.08472200000000002,-76.88277800000000,17
18,Tungurahua,46,805,-1.241667000000000,-78.61972200000000,17
19,Zamora Chinchipe,3,72,-4.120000000000000,-78.80000000000000,17
1,Azuay,81,1295,-2.897414000000000,-79.00448100000000,18
2,Bolívar,19,276,-1.605556000000000,-79.00305600000000,18
4,Carchi,12,215,0.8121800000000000,-77.71633000000000,18
3,Cañar,19,339,-2.733333000000000,-78.83333300000000,18
