inec_provincia_id,provincia,total,acumuladas,lat,lng,mes
16,Pastaza,16,58,-1.066667000000000,-78.00111099999999,3
17,Pichincha,958,2793,-0.2186110000000000,-78.50972200000000,3
24,Santa Elena,115,303,-2.226700000000000,-80.85830000000000,3
23,Sto. Domingo Tsáchilas,138,416,-0.2541670000000000,-79.17194400000000,3
21,Sucumbíos,37,117,0.08472200000000002,-76.88277800000000,3
18,Tungurahua,202,625,-1.241667000000000,-78.61972200000000,3
19,Zamora Chinchipe,22,61,-4.120000000000000,-78.80000000000000,3
1,Azuay,317,1265,-2.897414000000000,-79.00448100000000,4
2,Bolívar,65,271,-1.605556000000000,-79.00305600000000,4
4,Carchi,45,210,0.8121800000000000,-77.71633000000000,4
3,Cañar,84,330,-2.733333000000000,-78.83333300000000,4
6,Chimborazo,194,743,-1.674347000000000,-78.64829400000001,4
5,Cotopaxi,125,544,-0.9333330000000000,-78.61666700000001,4
7,El Oro,227,902,-3.266667000000000,-79.96666700000000,4
8,Esmeraldas,144,510,1.050000000000000,-79.20000000000000,4
20,Galápagos,2,6,-0.7999999999999999,-89.40000000000001,4
9,Guayas,1632,6226,-2.183333000000000,-79.88333299999999,4
10,Imbabura,140,604,0.3626780000000000,-78.13066700000000,4
11,Loja,164,732,-3.983333000000000,-79.20000000000000,4
12,Los Ríos,248,1008,-1.800000000000000,-79.53333300000000,4
13,Manabí,553,1986,-1.056181000000000,-80.45521700000000,4
14,Morona Santiago,39,127,-2.300000000000000,-78.11666700000001,4
15,Napo,28,101,-0.9890000000000000,-77.81590000000000,4
22,Orellana,26,112,-0.4666670000000000,-76.96666700000000,4
88,Otro,0,4,0,0,4
16,Pastaza,17,75,-1.066667000000000,-78.00111099999999,4
17,Pichincha,982,3775,-0.2186110000000000,-78.50972200000000,4
24,Santa Elena,111,414,-2.226700000000000,-80.85830000000000,4
23,Sto. Domingo Tsáchilas,138,554,-0.2541670000000000,-79.17194400000000,4
21,Sucumbíos,37,154,0.08472200000000002,-76.88277800000000,4
18,Tungurahua,205,830,-1.241667000000000,-78.61972200000000,4
19,Zamora Chinchipe,13,74,-4.120000000000000,-78.80000000000000,4
1,Azuay,290,1555,-2.897414000000000,-79.00448100000000,5
2,Bolívar,65,336,-1.605556000000000,-79.00305600000000,5
4,Carchi,56,266,0.8121800000000000,-77.71633000000000,5
3,Cañar,87,417,-2.733333000000000,-78.83333300000000,5
6,Chimborazo,194,937,-1.674347000000000,-78.64829400000001,5
5,Cotopaxi,143,687,-0.9333330000000000,-78.61666700000001,5
7,El Oro,231,1133,-3.266667000000000,-79.96666700000000,5
8,Esmeraldas,150,660,1.050000000000000,-79.20000000000000,5
20,Galápagos,3,9,-0.7999999999999999,-89.40000000000001,5
9,Guayas,1797,8023,-2.183333000000000,-79.88333299999999,5
10,Imbabura,147,751,0.3626780000000000,-78.13066700000000,5
11,Loja,185,917,-3.983333000000000,-79.20000000000000,5
12,Los Ríos,263,1271,-1.800000000000000,-79.53333300000000,5
13,Manabí,606,2592,-1.056181000000000,-80.45521700000000,5
14,Morona Santiago,38,165,-2.300000000000000,-78.11666700000001,5
15,Napo,37,138,-0.9890000000000000,-77.81590000000000,5
22,Orellana,38,150,-0.4666670000000000,-76.96666700000000,5
88,Otro,3,7,0,0,5
16,Pastaza,25,100,-1.066667000000000,-78.00111099999999,5
17,Pichincha,948,4723,-0.2186110000000000,-78.50972200000000,5
24,Santa Elena,120,534,-2.226700000000000,-80.85830000000000,5
23,Sto. Domingo Tsáchilas,155,709,-0.2541670000000000,-79.17194400000000,5
21,Sucumbíos,49,203,0.08472200000000002,-76.88277800000000,5
18,Tungurahua,211,1041,-1.241667000000000,-78.61972200000000,5
19,Zamora Chinchipe,25,99,-4.120000000000000,-78.80000000000000,5
1,Azuay,306,1861,-2.897414000000000,-79.00448100000000,6
2,Bolívar,63,399,-1.605556000000000,-79.00305600000000,6
4,Carchi,64,330,0.8121800000000000,-77.71633000000000,6
3,Cañar,77,494,-2.733333000000000,-78.83333300000000,6
6,Chimborazo,184,1121,-1.674347000000000,-78.64829400000001,6
5,Cotopaxi,131,818,-0.9333330000000000,-78.61666700000001,6
7,El Oro,211,1344,-3.266667000000000,-79.96666700000000,6
8,Esmeraldas,120,780,1.050000000000000,-79.20000000000000,6
20,Galápagos,5,14,-0.7999999999999999,-89.40000000000001,6
9,Guayas,1729,9752,-2.183333000000000,-79.88333299999999,6
10,Imbabura,126,877,0.3626780000000000,-78.13066700000000,6
11,Loja,181,1098,-3.983333000000000,-79.20000000000000,6
12,Los Ríos,247,1518,-1.800000000000000,-79.53333300000000,6
13,Manabí,536,3128,-1.056181000000000,-80.45521700000000,6
14,Morona Santiago,36,201,-2.300000000000000,-78.11666700000001,6
15,Napo,31,169,-0.9890000000000000,-77.81590000000000,6
22,Orellana,27,177,-0.4666670000000000,-76.96666700000000,6
88,Otro,0,7,0,0,6
16,Pastaza,19,119,-1.066667000000000,-78.00111099999999,6
17,Pichincha,951,5674,-0.2186110000000000,-78.50972200000000,6
24,Santa Elena,113,647,-2.226700000000000,-80.85830000000000,6
23,Sto. Domingo Tsáchilas,135,844,-0.2541670000000000,-79.17194400000000,6
21,Sucumbíos,41,244,0.08472200000000002,-76.88277800000000,6
18,Tungurahua,224,1265,-1.241667000000000,-78.61972200000000,6
19,Zamora Chinchipe,25,124,-4.120000000000000,-78.80000000000000,6
1,Azuay,301,2162,-2.897414000000000,-79.00448100000000,7
2,Bolívar,67,466,-1.605556000000000,-79.00305600000000,7
4,Carchi,57,387,0.8121800000000000,-77.71633000000000,7
3,Cañar,83,577,-2.733333000000000,-78.83333300000000,7
6,Chimborazo,179,1300,-1.674347000000000,-78.64829400000001,7
5,Cotopaxi,136,954,-0.9333330000000000,-78.61666700000001,7
7,El Oro,232,1576,-3.266667000000000,-79.96666700000000,7
8,Esmeraldas,139,919,1.050000000000000,-79.20000000000000,7
20,Galápagos,3,17,-0.7999999999999999,-89.40000000000001,7
9,Guayas,1545,11297,-2.183333000000000,-79.88333299999999,7
10,Imbabura,154,1031,0.3626780000000000,-78.13066700000000,7
11,Loja,170,1268,-3.983333000000000,-79.20000000000000,7
12,Los Ríos,273,1791,-1.800000000000000,-79.53333300000000,7
13,Manabí,496,3624,-1.056181000000000,-80.45521700000000,7
14,Morona Santiago,37,238,-2.300000000000000,-78.11666700000001,7
15,Napo,32,201,-0.9890000000000000,-77.81590000000000,7
22,Orellana,34,211,-0.4666670000000000,-76.96666700000000,7
88,Otro,2,9,0,0,7
16,Pastaza,17,136,-1.066667000000000,-78.00111099999999,7
17,Pichincha,949,6623,-0.2186110000000000,-78.50972200000000,7
24,Santa Elena,100,747,-2.226700000000000,-80.85830000000000,7
23,Sto. Domingo Tsáchilas,165,1009,-0.2541670000000000,-79.17194400000000,7
21,Sucumbíos,43,287,0.08472200000000002,-76.88277800000000,7
18,Tungurahua,238,1503,-1.241667000000000,-78.61972200000000,7
19,Zamora Chinchipe,22,146,-4.120000000000000,-78.80000000000000,7
1,Azuay,300,2462,-2.897414000000000,-79.00448100000000,8
2,Bolívar,63,529,-1.605556000000000,-79.00305600000000,8
4,Carchi,51,438,0.8121800000000000,-77.71633000000000,8
3,Cañar,80,657,-2.733333000000000,-78.83333300000000,8
6,Chimborazo,181,1481,-1.674347000000000,-78.64829400000001,8
5,Cotopaxi,155,1109,-0.9333330000000000,-78.61666700000001,8
7,El Oro,206,1782,-3.266667000000000,-79.96666700000000,8
8,Esmeraldas,132,1051,1.050000000000000,-79.20000000000000,8
20,Galápagos,8,25,-0.7999999999999999,-89.40000000000001,8
9,Guayas,1554,12851,-2.183333000000000,-79.88333299999999,8
10,Imbabura,153,1184,0.3626780000000000,-78.13066700000000,8
11,Loja,168,1436,-3.983333000000000,-79.20000000000000,8
12,Los Ríos,284,2075,-1.800000000000000,-79.53333300000000,8
13,Manabí,480,4104,-1.056181000000000,-80.45521700000000,8
14,Morona Santiago,32,270,-2.300000000000000,-78.11666700000001,8
15,Napo,28,229,-0.9890000000000000,-77.81590000000000,8
22,Orellana,28,239,-0.4666670000000000,-76.96666700000000,8
88,Otro,2,11,0,0,8
16,Pastaza,28,164,-1.066667000000000,-78.00111099999999,8
17,Pichincha,962,7585,-0.2186110000000000,-78.50972200000000,8
24,Santa Elena,92,839,-2.226700000000000,-80.85830000000000,8
23,Sto. Domingo Tsáchilas,166,1175,-0.2541670000000000,-79.17194400000000,8
21,Sucumbíos,56,343,0.08472200000000002,-76.88277800000000,8
18,Tungurahua,243,1746,-1.241667000000000,-78.61972200000000,8
19,Zamora Chinchipe,19,165,-4.120000000000000,-78.80000000000000,8
1,Azuay,291,2753,-2.897414000000000,-79.00448100000000,9
2,Bolívar,79,608,-1.605556000000000,-79.00305600000000,9
4,Carchi,44,482,0.8121800000000000,-77.71633000000000,9
3,Cañar,101,758,-2.733333000000000,-78.83333300000000,9
6,Chimborazo,177,1658,-1.674347000000000,-78.64829400000001,9
5,Cotopaxi,144,1253,-0.9333330000000000,-78.61666700000001,9
7,El Oro,198,1980,-3.266667000000000,-79.96666700000000,9
8,Esmeraldas,111,1162,1.050000000000000,-79.20000000000000,9
20,Galápagos,4,29,-0.7999999999999999,-89.40000000000001,9
9,Guayas,1528,14379,-2.183333000000000,-79.88333299999999,9
10,Imbabura,155,1339,0.3626780000000000,-78.13066700000000,9
11,Loja,172,1608,-3.983333000000000,-79.20000000000000,9
12,Los Ríos,226,2301,-1.800000000000000,-79.53333300000000,9
13,Manabí,461,4565,-1.056181000000000,-80.45521700000000,9
14,Morona Santiago,40,310,-2.300000000000000,-78.11666700000001,9
15,Napo,34,263,-0.9890000000000000,-77.81590000000000,9
22,Orellana,29,268,-0.4666670000000000,-76.96666700000000,9
88,Otro,1,12,0,0,9
16,Pastaza,22,186,-1.066667000000000,-78.00111099999999,9
17,Pichincha,809,8394,-0.2186110000000000,-78.50972200000000,9
24,Santa Elena,83,922,-2.226700000000000,-80.85830000000000,9
23,Sto. Domingo Tsáchilas,155,1330,-0.2541670000000000,-79.17194400000000,9
21,Sucumbíos,40,383,0.08472200000000002,-76.88277800000000,9
18,Tungurahua,213,1959,-1.241667000000000,-78.61972200000000,9
19,Zamora Chinchipe,15,180,-4.120000000000000,-78.80000000000000,9
1,Azuay,313,3066,-2.897414000000000,-79.00448100000000,10
2,Bolívar,64,672,-1.605556000000000,-79.00305600000000,10
4,Carchi,55,537,0.8121800000000000,-77.71633000000000,10
3,Cañar,81,839,-2.733333000000000,-78.83333300000000,10
6,Chimborazo,169,1827,-1.674347000000000,-78.64829400000001,10
5,Cotopaxi,113,1366,-0.9333330000000000,-78.61666700000001,10
7,El Oro,225,2205,-3.266667000000000,-79.96666700000000,10
8,Esmeraldas,130,1292,1.050000000000000,-79.20000000000000,10
20,Galápagos,5,34,-0.7999999999999999,-89.40000000000001,10
9,Guayas,1525,15904,-2.183333000000000,-79.88333299999999,10
10,Imbabura,152,1491,0.3626780000000000,-78.13066700000000,10
11,Loja,199,1807,-3.983333000000000,-79.20000000000000,10
12,Los Ríos,282,2583,-1.800000000000000,-79.53333300000000,10
13,Manabí,467,5032,-1.056181000000000,-80.45521700000000,10
14,Morona Santiago,42,352,-2.300000000000000,-78.11666700000001,10
15,Napo,23,286,-0.9890000000000000,-77.81590000000000,10
22,Orellana,38,306,-0.4666670000000000,-76.96666700000000,10
88,Otro,1,13,0,0,10
16,Pastaza,18,204,-1.066667000000000,-78.00111099999999,10
17,Pichincha,973,9367,-0.2186110000000000,-78.50972200000000,10
24,Santa Elena,121,1043,-2.226700000000000,-80.85830000000000,10
23,Sto. Domingo Tsáchilas,142,1472,-0.2541670000000000,-79.17194400000000,10
21,Sucumbíos,48,431,0.08472200000000002,-76.88277800000000,10
18,Tungurahua,217,2176,-1.241667000000000,-78.61972200000000,10
19,Zamora Chinchipe,12,192,-4.120000000000000,-78.80000000000000,10
1,Azuay,298,3364,-2.897414000000000,-79.00448100000000,11
2,Bolívar,58,730,-1.605556000000000,-79.00305600000000,11
4,Carchi,54,591,0.8121800000000000,-77.71633000000000,11
3,Cañar,69,908,-2.733333000000000,-78.83333300000000,11
6,Chimborazo,180,2007,-1.674347000000000,-78.64829400000001,11
5,Cotopaxi,121,1487,-0.9333330000000000,-78.61666700000001,11
7,El Oro,198,2403,-3.266667000000000,-79.96666700000000,11
8,Esmeraldas,124,1416,1.050000000000000,-79.20000000000000,11
20,Galápagos,1,35,-0.7999999999999999,-89.40000000000001,11
9,Guayas,1522,17426,-2.183333000000000,-79.88333299999999,11
10,Imbabura,144,1635,0.3626780000000000,-78.13066700000000,11
11,Loja,147,1954,-3.983333000000000,-79.20000000000000,11
12,Los Ríos,242,2825,-1.800000000000000,-79.53333300000000,11
13,Manabí,441,5473,-1.056181000000000,-80.45521700000000,11
14,Morona Santiago,33,385,-2.300000000000000,-78.11666700000001,11
15,Napo,31,317,-0.9890000000000000,-77.81590000000000,11
22,Orellana,34,340,-0.4666670000000000,-76.96666700000000,11
88,Otro,1,14,0,0,11
16,Pastaza,18,222,-1.066667000000000,-78.00111099999999,11
17,Pichincha,918,10285,-0.2186110000000000,-78.50972200000000,11
24,Santa Elena,78,1121,-2.226700000000000,-80.85830000000000,11
23,Sto. Domingo Tsáchilas,138,1610,-0.2541670000000000,-79.17194400000000,11
21,Sucumbíos,41,472,0.08472200000000002,-76.88277800000000,11
18,Tungurahua,203,2379,-1.241667000000000,-78.61972200000000,11
19,Zamora Chinchipe,20,212,-4.120000000000000,-78.80000000000000,11
1,Azuay,276,3640,-2.897414000000000,-79.00448100000000,12
2,Bolívar,65,795,-1.605556000000000,-79.00305600000000,12
4,Carchi,56,647,0.8121800000000000,-77.71633000000000,12
3,Cañar,76,984,-2.733333000000000,-78.83333300000000,12
6,Chimborazo,183,2190,-1.674347000000000,-78.64829400000001,12
5,Cotopaxi,136,1623,-0.9333330000000000,-78.61666700000001,12
7,El Oro,197,2600,-3.266667000000000,-79.96666700000000,12
8,Esmeraldas,110,1526,1.050000000000000,-79.20000000000000,12
20,Galápagos,4,39,-0.7999999999999999,-89.40000000000001,12
9,Guayas,1561,18987,-2.183333000000000,-79.88333299999999,12
10,Imbabura,140,1775,0.3626780000000000,-78.13066700000000,12
11,Loja,155,2109,-3.983333000000000,-79.20000000000000,12
12,Los Ríos,275,3100,-1.800000000000000,-79.53333300000000,12
13,Manabí,433,5906,-1.056181000000000,-80.45521700000000,12
14,Morona Santiago,31,416,-2.300000000000000,-78.11666700000001,12
15,Napo,18,335,-0.9890000000000000,-77.81590000000000,12
22,Orellana,39,379,-0.4666670000000000,-76.96666700000000,12
88,Otro,0,14,0,0,12
16,Pastaza,19,241,-1.066667000000000,-78.00111099999999,12
17,Pichincha,942,11227,-0.2186110000000000,-78.50972200000000,12
24,Santa Elena,87,1208,-2.226700000000000,-80.85830000000000,12
23,Sto. Domingo Tsáchilas,130,1740,-0.2541670000000000,-79.17194400000000,12
21,Sucumbíos,31,503,0.08472200000000002,-76.88277800000000,12
18,Tungurahua,202,2581,-1.241667000000000,-78.61972200000000,12
19,Zamora Chinchipe,13,225,-4.120000000000000,-78.80000000000000,12
