provincia,total,acumuladas,lat,lng,semana
Imbabura,31,646,0.3626780000000000,-78.13066700000000,19
Loja,53,802,-3.983333000000000,-79.20000000000000,19
Los Ríos,64,1085,-1.800000000000000,-79.53333300000000,19
Manabí,133,2184,-1.056181000000000,-80.45521700000000,19
Morona Santiago,9,139,-2.300000000000000,-78.11666700000001,19
Napo,12,115,-0.9890000000000000,-77.81590000000000,19
Orellana,9,125,-0.4666670000000000,-76.96666700000000,19
Otro,0,4,0,0,19
Pastaza,3,80,-1.066667000000000,-78.00111099999999,19
Pichincha,215,4083,-0.2186110000000000,-78.50972200000000,19
Santa Elena,25,451,-2.226700000000000,-80.85830000000000,19
Sto. Domingo Tsáchilas,36,609,-0.2541670000000000,-79.17194400000000,19
Sucumbíos,7,164,0.08472200000000002,-76.88277800000000,19
Tungurahua,48,902,-1.241667000000000,-78.61972200000000,19
Zamora Chinchipe,3,78,-4.120000000000000,-78.80000000000000,19
Azuay,66,1436,-2.897414000000000,-79.00448100000000,20
Bolívar,14,303,-1.605556000000000,-79.00305600000000,20
Carchi,16,240,0.8121800000000000,-77.71633000000000,20
Cañar,11,368,-2.733333000000000,-78.83333300000000,20
Chimborazo,51,856,-1.674347000000000,-78.64829400000001,20
Cotopaxi,28,621,-0.9333330000000000,-78.61666700000001,20
El Oro,52,1019,-3.266667000000000,-79.96666700000000,20
Esmeraldas,34,595,1.050000000000000,-79.20000000000000,20
Galápagos,0,6,-0.7999999999999999,-89.40000000000001,20
Guayas,405,7168,-2.183333000000000,-79.88333299999999,20
Imbabura,32,678,0.3626780000000000,-78.13066700000000,20
Loja,40,842,-3.983333000000000,-79.20000000000000,20
Los Ríos,50,1135,-1.800000000000000,-79.53333300000000,20
Manabí,151,2335,-1.056181000000000,-80.45521700000000,20
Morona Santiago,10,149,-2.300000000000000,-78.11666700000001,20
Napo,9,124,-0.9890000000000000,-77.81590000000000,20
Orellana,9,134,-0.4666670000000000,-76.96666700000000,20
Otro,0,4,0,0,20
Pastaza,7,87,-1.066667000000000,-78.00111099999999,20
Pichincha,221,4304,-0.2186110000000000,-78.50972200000000,20
Santa Elena,31,482,-2.226700000000000,-80.85830000000000,20
Sto. Domingo Tsáchilas,29,638,-0.2541670000000000,-79.17194400000000,20
Sucumbíos,12,176,0.08472200000000002,-76.88277800000000,20
Tungurahua,42,944,-1.241667000000000,-78.61972200000000,20
Zamora Chinchipe,8,86,-4.120000000000000,-78.80000000000000,20
Azuay,53,1489,-2.897414000000000,-79.00448100000000,21
Bolívar,16,319,-1.605556000000000,-79.00305600000000,21
Carchi,14,254,0.8121800000000000,-77.71633000000000,21
Cañar,21,389,-2.733333000000000,-78.83333300000000,21
Chimborazo,30,886,-1.674347000000000,-78.64829400000001,21
Cotopaxi,34,655,-0.9333330000000000,-78.61666700000001,21
El Oro,57,1076,-3.266667000000000,-79.96666700000000,21
Esmeraldas,37,632,1.050000000000000,-79.20000000000000,21
Galápagos,1,7,-0.7999999999999999,-89.40000000000001,21
Guayas,410,7578,-2.183333000000000,-79.88333299999999,21
Imbabura,37,715,0.3626780000000000,-78.13066700000000,21
Loja,31,873,-3.983333000000000,-79.20000000000000,21
Los Ríos,68,1203,-1.800000000000000,-79.53333300000000,21
Manabí,123,2458,-1.056181000000000,-80.45521700000000,21
Morona Santiago,10,159,-2.300000000000000,-78.11666700000001,21
Napo,5,129,-0.9890000000000000,-77.81590000000000,21
Orellana,9,143,-0.4666670000000000,-76.96666700000000,21
Otro,3,7,0,0,21
Pastaza,3,90,-1.066667000000000,-78.00111099999999,21
Pichincha,227,4531,-0.2186110000000000,-78.50972200000000,21
Santa Elena,27,509,-2.226700000000000,-80.85830000000000,21
Sto. Domingo Tsáchilas,38,676,-0.2541670000000000,-79.17194400000000,21
Sucumbíos,16,192,0.08472200000000002,-76.88277800000000,21
Tungurahua,58,1002,-1.241667000000000,-78.61972200000000,21
Zamora Chinchipe,6,92,-4.120000000000000,-78.80000000000000,21
Azuay,66,1555,-2.897414000000000,-79.00448100000000,22
Bolívar,17,336,-1.605556000000000,-79.00305600000000,22
Carchi,12,266,0.8121800000000000,-77.71633000000000,22
Cañar,28,417,-2.733333000000000,-78.83333300000000,22
Chimborazo,51,937,-1.674347000000000,-78.64829400000001,22
Cotopaxi,32,687,-0.9333330000000000,-78.61666700000001,22
El Oro,57,1133,-3.266667000000000,-79.96666700000000,22
Esmeraldas,28,660,1.050000000000000,-79.20000000000000,22
Galápagos,2,9,-0.7999999999999999,-89.40000000000001,22
Guayas,445,8023,-2.183333000000000,-79.88333299999999,22
Imbabura,36,751,0.3626780000000000,-78.13066700000000,22
Loja,44,917,-3.983333000000000,-79.20000000000000,22
Los Ríos,68,1271,-1.800000000000000,-79.53333300000000,22
Manabí,134,2592,-1.056181000000000,-80.45521700000000,22
Morona Santiago,6,165,-2.300000000000000,-78.11666700000001,22
Napo,9,138,-0.9890000000000000,-77.81590000000000,22
Orellana,7,150,-0.4666670000000000,-76.96666700000000,22
Otro,0,7,0,0,22
Pastaza,10,100,-1.066667000000000,-78.00111099999999,22
Pichincha,192,4723,-0.2186110000000000,-78.50972200000000,22
Santa Elena,25,534,-2.226700000000000,-80.85830000000000,22
Sto. Domingo Tsáchilas,33,709,-0.2541670000000000,-79.17194400000000,22
Sucumbíos,11,203,0.08472200000000002,-76.88277800000000,22
Tungurahua,39,1041,-1.241667000000000,-78.61972200000000,22
Zamora Chinchipe,7,99,-4.120000000000000,-78.80000000000000,22
Azuay,56,1611,-2.897414000000000,-79.00448100000000,23
Bolívar,15,351,-1.605556000000000,-79.00305600000000,23
Carchi,20,286,0.8121800000000000,-77.71633000000000,23
Cañar,19,436,-2.733333000000000,-78.83333300000000,23
Chimborazo,47,984,-1.674347000000000,-78.64829400000001,23
Cotopaxi,32,719,-0.9333330000000000,-78.61666700000001,23
El Oro,40,1173,-3.266667000000000,-79.96666700000000,23
Esmeraldas,29,689,1.050000000000000,-79.20000000000000,23
Galápagos,1,10,-0.7999999999999999,-89.40000000000001,23
Guayas,429,8452,-2.183333000000000,-79.88333299999999,23
Imbabura,27,778,0.3626780000000000,-78.13066700000000,23
Loja,43,960,-3.983333000000000,-79.20000000000000,23
Los Ríos,72,1343,-1.800000000000000,-79.53333300000000,23
Manabí,137,2729,-1.056181000000000,-80.45521700000000,23
Morona Santiago,7,172,-2.300000000000000,-78.11666700000001,23
Napo,9,147,-0.9890000000000000,-77.81590000000000,23
Orellana,7,157,-0.4666670000000000,-76.96666700000000,23
Otro,0,7,0,0,23
Pastaza,5,105,-1.066667000000000,-78.00111099999999,23
Pichincha,233,4956,-0.2186110000000000,-78.50972200000000,23
Santa Elena,15,549,-2.226700000000000,-80.85830000000000,23
Sto. Domingo Tsáchilas,28,737,-0.2541670000000000,-79.17194400000000,23
Sucumbíos,13,216,0.08472200000000002,-76.88277800000000,23
Tungurahua,49,1090,-1.241667000000000,-78.61972200000000,23
Zamora Chinchipe,5,104,-4.120000000000000,-78.80000000000000,23
Azuay,74,1685,-2.897414000000000,-79.00448100000000,24
Bolívar,9,360,-1.605556000000000,-79.00305600000000,24
Carchi,7,293,0.8121800000000000,-77.71633000000000,24
Cañar,19,455,-2.733333000000000,-78.83333300000000,24
Chimborazo,43,1027,-1.674347000000000,-78.64829400000001,24
Cotopaxi,25,744,-0.9333330000000000,-78.61666700000001,24
El Oro,39,1212,-3.266667000000000,-79.96666700000000,24
Esmeraldas,27,716,1.050000000000000,-79.20000000000000,24
Galápagos,3,13,-0.7999999999999999,-89.40000000000001,24
Guayas,388,8840,-2.183333000000000,-79.88333299999999,24
Imbabura,28,806,0.3626780000000000,-78.13066700000000,24
Loja,35,995,-3.983333000000000,-79.20000000000000,24
Los Ríos,59,1402,-1.800000000000000,-79.53333300000000,24
Manabí,114,2843,-1.056181000000000,-80.45521700000000,24
Morona Santiago,10,182,-2.300000000000000,-78.11666700000001,24
Napo,4,151,-0.9890000000000000,-77.81590000000000,24
Orellana,4,161,-0.4666670000000000,-76.96666700000000,24
Otro,0,7,0,0,24
Pastaza,5,110,-1.066667000000000,-78.00111099999999,24
Pichincha,219,5175,-0.2186110000000000,-78.50972200000000,24
Santa Elena,22,571,-2.226700000000000,-80.85830000000000,24
Sto. Domingo Tsáchilas,24,761,-0.2541670000000000,-79.17194400000000,24
Sucumbíos,8,224,0.08472200000000002,-76.88277800000000,24
Tungurahua,62,1152,-1.241667000000000,-78.61972200000000,24
Zamora Chinchipe,5,109,-4.120000000000000,-78.80000000000000,24
Azuay,60,1745,-2.897414000000000,-79.00448100000000,25
Bolívar,17,377,-1.605556000000000,-79.00305600000000,25
Carchi,15,308,0.8121800000000000,-77.71633000000000,25
Cañar,16,471,-2.733333000000000,-78.83333300000000,25
Chimborazo,42,1069,-1.674347000000000,-78.64829400000001,25
Cotopaxi,26,770,-0.9333330000000000,-78.61666700000001,25
El Oro,60,1272,-3.266667000000000,-79.96666700000000,25
Esmeraldas,38,754,1.050000000000000,-79.20000000000000,25
Galápagos,0,13,-0.7999999999999999,-89.40000000000001,25
Guayas,418,9258,-2.183333000000000,-79.88333299999999,25
Imbabura,26,832,0.3626780000000000,-78.13066700000000,25
Loja,47,1042,-3.983333000000000,-79.20000000000000,25
Los Ríos,64,1466,-1.800000000000000,-79.53333300000000,25
Manabí,132,2975,-1.056181000000000,-80.45521700000000,25
Morona Santiago,6,188,-2.300000000000000,-78.11666700000001,25
Napo,7,158,-0.9890000000000000,-77.81590000000000,25
Orellana,8,169,-0.4666670000000000,-76.96666700000000,25
Otro,0,7,0,0,25
Pastaza,3,113,-1.066667000000000,-78.00111099999999,25
Pichincha,214,5389,-0.2186110000000000,-78.50972200000000,25
Santa Elena,23,594,-2.226700000000000,-80.85830000000000,25
Sto. Domingo Tsáchilas,35,796,-0.2541670000000000,-79.17194400000000,25
Sucumbíos,8,232,0.08472200000000002,-76.88277800000000,25
Tungurahua,47,1199,-1.241667000000000,-78.61972200000000,25
Zamora Chinchipe,5,114,-4.120000000000000,-78.80000000000000,25
Azuay,89,1834,-2.897414000000000,-79.00448100000000,26
Bolívar,18,395,-1.605556000000000,-79.00305600000000,26
Carchi,13,321,0.8121800000000000,-77.71633000000000,26
Cañar,15,486,-2.733333000000000,-78.83333300000000,26
Chimborazo,44,1113,-1.674347000000000,-78.64829400000001,26
Cotopaxi,34,804,-0.9333330000000000,-78.61666700000001,26
El Oro,54,1326,-3.266667000000000,-79.96666700000000,26
Esmeraldas,18,772,1.050000000000000,-79.20000000000000,26
Galápagos,1,14,-0.7999999999999999,-89.40000000000001,26
Guayas,401,9659,-2.183333000000000,-79.88333299999999,26
Imbabura,30,862,0.3626780000000000,-78.13066700000000,26
Loja,40,1082,-3.983333000000000,-79.20000000000000,26
Los Ríos,43,1509,-1.800000000000000,-79.53333300000000,26
Manabí,122,3097,-1.056181000000000,-80.45521700000000,26
Morona Santiago,9,197,-2.300000000000000,-78.11666700000001,26
Napo,7,165,-0.9890000000000000,-77.81590000000000,26
Orellana,6,175,-0.4666670000000000,-76.96666700000000,26
Otro,0,7,0,0,26
Pastaza,6,119,-1.066667000000000,-78.00111099999999,26
Pichincha,229,5618,-0.2186110000000000,-78.50972200000000,26
Santa Elena,36,630,-2.226700000000000,-80.85830000000000,26
Sto. Domingo Tsáchilas,33,829,-0.2541670000000000,-79.17194400000000,26
Sucumbíos,7,239,0.08472200000000002,-76.88277800000000,26
Tungurahua,49,1248,-1.241667000000000,-78.61972200000000,26
Zamora Chinchipe,7,121,-4.120000000000000,-78.80000000000000,26
Azuay,78,1912,-2.897414000000000,-79.00448100000000,27
Bolívar,16,411,-1.605556000000000,-79.00305600000000,27
Carchi,16,337,0.8121800000000000,-77.71633000000000,27
Cañar,20,506,-2.733333000000000,-78.83333300000000,27
Chimborazo,38,1151,-1.674347000000000,-78.64829400000001,27
Cotopaxi,33,837,-0.9333330000000000,-78.61666700000001,27
El Oro,58,1384,-3.266667000000000,-79.96666700000000,27
Esmeraldas,29,801,1.050000000000000,-79.20000000000000,27
Galápagos,1,15,-0.7999999999999999,-89.40000000000001,27
Guayas,357,10016,-2.183333000000000,-79.88333299999999,27
Imbabura,33,895,0.3626780000000000,-78.13066700000000,27
Loja,52,1134,-3.983333000000000,-79.20000000000000,27
Los Ríos,56,1565,-1.800000000000000,-79.53333300000000,27
Manabí,107,3204,-1.056181000000000,-80.45521700000000,27
Morona Santiago,12,209,-2.300000000000000,-78.11666700000001,27
Napo,6,171,-0.9890000000000000,-77.81590000000000,27
Orellana,6,181,-0.4666670000000000,-76.96666700000000,27
Otro,1,8,0,0,27
Pastaza,3,122,-1.066667000000000,-78.00111099999999,27
Pichincha,208,5826,-0.2186110000000000,-78.50972200000000,27
Santa Elena,44,674,-2.226700000000000,-80.85830000000000,27
Sto. Domingo Tsáchilas,39,868,-0.2541670000000000,-79.17194400000000,27
Sucumbíos,13,252,0.08472200000000002,-76.88277800000000,27
Tungurahua,47,1295,-1.241667000000000,-78.61972200000000,27
Zamora Chinchipe,4,125,-4.120000000000000,-78.80000000000000,27
Azuay,62,1974,-2.897414000000000,-79.00448100000000,28
Bolívar,16,427,-1.605556000000000,-79.00305600000000,28
Carchi,15,352,0.8121800000000000,-77.71633000000000,28
Cañar,24,530,-2.733333000000000,-78.83333300000000,28
Chimborazo,43,1194,-1.674347000000000,-78.64829400000001,28
Cotopaxi,30,867,-0.9333330000000000,-78.61666700000001,28
El Oro,38,1422,-3.266667000000000,-79.96666700000000,28
Esmeraldas,31,832,1.050000000000000,-79.20000000000000,28
Galápagos,1,16,-0.7999999999999999,-89.40000000000001,28
Guayas,357,10373,-2.183333000000000,-79.88333299999999,28
Imbabura,49,944,0.3626780000000000,-78.13066700000000,28
Loja,38,1172,-3.983333000000000,-79.20000000000000,28
Los Ríos,67,1632,-1.800000000000000,-79.53333300000000,28
Manabí,112,3316,-1.056181000000000,-80.45521700000000,28
Morona Santiago,5,214,-2.300000000000000,-78.11666700000001,28
Napo,7,178,-0.9890000000000000,-77.81590000000000,28
Orellana,5,186,-0.4666670000000000,-76.96666700000000,28
Otro,0,8,0,0,28
Pastaza,1,123,-1.066667000000000,-78.00111099999999,28
Pichincha,203,6029,-0.2186110000000000,-78.50972200000000,28
Santa Elena,19,693,-2.226700000000000,-80.85830000000000,28
Sto. Domingo Tsáchilas,45,913,-0.2541670000000000,-79.17194400000000,28
Sucumbíos,10,262,0.08472200000000002,-76.88277800000000,28
Tungurahua,59,1354,-1.241667000000000,-78.61972200000000,28
Zamora Chinchipe,4,129,-4.120000000000000,-78.80000000000000,28
Azuay,74,2048,-2.897414000000000,-79.00448100000000,29
Bolívar,14,441,-1.605556000000000,-79.00305600000000,29
Carchi,8,360,0.8121800000000000,-77.71633000000000,29
Cañar,26,556,-2.733333000000000,-78.83333300000000,29
Chimborazo,42,1236,-1.674347000000000,-78.64829400000001,29
Cotopaxi,28,895,-0.9333330000000000,-78.61666700000001,29
El Oro,64,1486,-3.266667000000000,-79.96666700000000,29
Esmeraldas,34,866,1.050000000000000,-79.20000000000000,29
Galápagos,1,17,-0.7999999999999999,-89.40000000000001,29
Guayas,339,10712,-2.183333000000000,-79.88333299999999,29
Imbabura,37,981,0.3626780000000000,-78.13066700000000,29
Loja,29,1201,-3.983333000000000,-79.20000000000000,29
Los Ríos,72,1704,-1.800000000000000,-79.53333300000000,29
Manabí,111,3427,-1.056181000000000,-80.45521700000000,29
Morona Santiago,8,222,-2.300000000000000,-78.11666700000001,29
Napo,5,183,-0.9890000000000000,-77.81590000000000,29
Orellana,7,193,-0.4666670000000000,-76.96666700000000,29
Otro,0,8,0,0,29
Pastaza,5,128,-1.066667000000000,-78.00111099999999,29
Pichincha,231,6260,-0.2186110000000000,-78.50972200000000,29
Santa Elena,19,712,-2.226700000000000,-80.85830000000000,29
Sto. Domingo Tsáchilas,36,949,-0.2541670000000000,-79.17194400000000,29
Sucumbíos,10,272,0.08472200000000002,-76.88277800000000,29
Tungurahua,67,1421,-1.241667000000000,-78.61972200000000,29
Zamora Chinchipe,9,138,-4.120000000000000,-78.80000000000000,29
Azuay,74,2122,-2.897414000000000,-79.00448100000000,30
Bolívar,11,452,-1.605556000000000,-79.00305600000000,30
Carchi,17,377,0.8121800000000000,-77.71633000000000,30
Cañar,6,562,-2.733333000000000,-78.83333300000000,30
Chimborazo,35,1271,-1.674347000000000,-78.64829400000001,30
Cotopaxi,40,935,-0.9333330000000000,-78.61666700000001,30
El Oro,56,1542,-3.266667000000000,-79.96666700000000,30
Esmeraldas,34,900,1.050000000000000,-79.20000000000000,30
Galápagos,0,17,-0.7999999999999999,-89.40000000000001,30
Guayas,335,11047,-2.183333000000000,-79.88333299999999,30
Imbabura,26,1007,0.3626780000000000,-78.13066700000000,30
Loja,40,1241,-3.983333000000000,-79.20000000000000,30
Los Ríos,53,1757,-1.800000000000000,-79.53333300000000,30
Manabí,113,3540,-1.056181000000000,-80.45521700000000,30
Morona Santiago,8,230,-2.300000000000000,-78.11666700000001,30
Napo,12,195,-0.9890000000000000,-77.81590000000000,30
Orellana,11,204,-0.4666670000000000,-76.96666700000000,30
Otro,0,8,0,0,30
Pastaza,3,131,-1.066667000000000,-78.00111099999999,30
Pichincha,212,6472,-0.2186110000000000,-78.50972200000000,30
Santa Elena,21,733,-2.226700000000000,-80.85830000000000,30
Sto. Domingo Tsáchilas,30,979,-0.2541670000000000,-79.17194400000000,30
Sucumbíos,14,286,0.08472200000000002,-76.88277800000000,30
Tungurahua,49,1470,-1.241667000000000,-78.61972200000000,30
Zamora Chinchipe,5,143,-4.120000000000000,-78.80000000000000,30
Azuay,61,2183,-2.897414000000000,-79.00448100000000,31
Bolívar,15,467,-1.605556000000000,-79.00305600000000,31
Carchi,14,391,0.8121800000000000,-77.71633000000000,31
Cañar,25,587,-2.733333000000000,-78.83333300000000,31
Chimborazo,44,1315,-1.674347000000000,-78.64829400000001,31
Cotopaxi,26,961,-0.9333330000000000,-78.61666700000001,31
El Oro,50,1592,-3.266667000000000,-79.96666700000000,31
Esmeraldas,29,929,1.050000000000000,-79.20000000000000,31
Galápagos,0,17,-0.7999999999999999,-89.40000000000001,31
Guayas,353,11400,-2.183333000000000,-79.88333299999999,31
Imbabura,31,1038,0.3626780000000000,-78.13066700000000,31
Loja,40,1281,-3.983333000000000,-79.20000000000000,31
Los Ríos,53,1810,-1.800000000000000,-79.53333300000000,31
Manabí,107,3647,-1.056181000000000,-80.45521700000000,31
Morona Santiago,12,242,-2.300000000000000,-78.11666700000001,31
Napo,6,201,-0.9890000000000000,-77.81590000000000,31
Orellana,11,215,-0.4666670000000000,-76.96666700000000,31
Otro,1,9,0,0,31
Pastaza,8,139,-1.066667000000000,-78.00111099999999,31
Pichincha,215,6687,-0.2186110000000000,-78.50972200000000,31
Santa Elena,24,757,-2.226700000000000,-80.85830000000000,31
Sto. Domingo Tsáchilas,48,1027,-0.2541670000000000,-79.17194400000000,31
Sucumbíos,8,294,0.08472200000000002,-76.88277800000000,31
Tungurahua,46,1516,-1.241667000000000,-78.61972200000000,31
Zamora Chinchipe,6,149,-4.120000000000000,-78.80000000000000,31
Azuay,78,2261,-2.897414000000000,-79.00448100000000,32
Bolívar,16,483,-1.605556000000000,-79.00305600000000,32
Carchi,5,396,0.8121800000000000,-77.71633000000000,32
Cañar,10,597,-2.733333000000000,-78.83333300000000,32
Chimborazo,38,1353,-1.674347000000000,-78.64829400000001,32
Cotopaxi,32,993,-0.9333330000000000,-78.61666700000001,32
El Oro,49,1641,-3.266667000000000,-79.96666700000000,32
Esmeraldas,27,956,1.050000000000000,-79.20000000000000,32
Galápagos,1,18,-0.7999999999999999,-89.40000000000001,32
Guayas,345,11745,-2.183333000000000,-79.88333299999999,32
Imbabura,37,1075,0.3626780000000000,-78.13066700000000,32
Loja,31,1312,-3.983333000000000,-79.20000000000000,32
Los Ríos,60,1870,-1.800000000000000,-79.53333300000000,32
Manabí,119,3766,-1.056181000000000,-80.45521700000000,32
Morona Santiago,5,247,-2.300000000000000,-78.11666700000001,32
Napo,7,208,-0.9890000000000000,-77.81590000000000,32
Orellana,4,219,-0.4666670000000000,-76.96666700000000,32
Otro,1,10,0,0,32
Pastaza,6,145,-1.066667000000000,-78.00111099999999,32
Pichincha,224,6911,-0.2186110000000000,-78.50972200000000,32
Santa Elena,25,782,-2.226700000000000,-80.85830000000000,32
Sto. Domingo Tsáchilas,28,1055,-0.2541670000000000,-79.17194400000000,32
Sucumbíos,7,301,0.08472200000000002,-76.88277800000000,32
Tungurahua,66,1582,-1.241667000000000,-78.61972200000000,32
Zamora Chinchipe,2,151,-4.120000000000000,-78.80000000000000,32
Azuay,63,2324,-2.897414000000000,-79.00448100000000,33
Bolívar,10,493,-1.605556000000000,-79.00305600000000,33
Carchi,8,404,0.8121800000000000,-77.71633000000000,33
Cañar,18,615,-2.733333000000000,-78.83333300000000,33
Chimborazo,45,1398,-1.674347000000000,-78.64829400000001,33
Cotopaxi,28,1021,-0.9333330000000000,-78.61666700000001,33
El Oro,35,1676,-3.266667000000000,-79.96666700000000,33
Esmeraldas,29,985,1.050000000000000,-79.20000000000000,33
Galápagos,3,21,-0.7999999999999999,-89.40000000000001,33
Guayas,346,12091,-2.183333000000000,-79.88333299999999,33
Imbabura,33,1108,0.3626780000000000,-78.13066700000000,33
Loja,41,1353,-3.983333000000000,-79.20000000000000,33
Los Ríos,63,1933,-1.800000000000000,-79.53333300000000,33
Manabí,116,3882,-1.056181000000000,-80.45521700000000,33
Morona Santiago,12,259,-2.300000000000000,-78.11666700000001,33
Napo,6,214,-0.9890000000000000,-77.81590000000000,33
Orellana,7,226,-0.4666670000000000,-76.96666700000000,33
Otro,1,11,0,0,33
Pastaza,6,151,-1.066667000000000,-78.00111099999999,33
Pichincha,217,7128,-0.2186110000000000,-78.50972200000000,33
Santa Elena,17,799,-2.226700000000000,-80.85830000000000,33
Sto. Domingo Tsáchilas,39,1094,-0.2541670000000000,-79.17194400000000,33
Sucumbíos,9,310,0.08472200000000002,-76.88277800000000,33
Tungurahua,58,1640,-1.241667000000000,-78.61972200000000,33
Zamora Chinchipe,4,155,-4.120000000000000,-78.80000000000000,33
Azuay,65,2389,-2.897414000000000,-79.00448100000000,34
Bolívar,18,511,-1.605556000000000,-79.00305600000000,34
Carchi,18,422,0.8121800000000000,-77.71633000000000,34
Cañar,24,639,-2.733333000000000,-78.83333300000000,34
Chimborazo,41,1439,-1.674347000000000,-78.64829400000001,34
Cotopaxi,40,1061,-0.9333330000000000,-78.61666700000001,34
El Oro,48,1724,-3.266667000000000,-79.96666700000000,34
Esmeraldas,18,1003,1.050000000000000,-79.20000000000000,34
Galápagos,2,23,-0.7999999999999999,-89.40000000000001,34
Guayas,354,12445,-2.183333000000000,-79.88333299999999,34
Imbabura,29,1137,0.3626780000000000,-78.13066700000000,34
Loja,39,1392,-3.983333000000000,-79.20000000000000,34
Los Ríos,65,1998,-1.800000000000000,-79.53333300000000,34
Manabí,109,3991,-1.056181000000000,-80.45521700000000,34
Morona Santiago,7,266,-2.300000000000000,-78.11666700000001,34
Napo,4,218,-0.9890000000000000,-77.81590000000000,34
Orellana,4,230,-0.4666670000000000,-76.96666700000000,34
Otro,0,11,0,0,34
Pastaza,7,158,-1.066667000000000,-78.00111099999999,34
Pichincha,226,7354,-0.2186110000000000,-78.50972200000000,34
Santa Elena,17,816,-2.226700000000000,-80.85830000000000,34
Sto. Domingo Tsáchilas,36,1130,-0.2541670000000000,-79.17194400000000,34
Sucumbíos,12,322,0.08472200000000002,-76.88277800000000,34
Tungurahua,54,1694,-1.241667000000000,-78.61972200000000,34
Zamora Chinchipe,5,160,-4.120000000000000,-78.80000000000000,34
Azuay,61,2450,-2.897414000000000,-79.00448100000000,35
Bolívar,16,527,-1.605556000000000,-79.00305600000000,35
Carchi,13,435,0.8121800000000000,-77.71633000000000,35
Cañar,15,654,-2.733333000000000,-78.83333300000000,35
Chimborazo,36,1475,-1.674347000000000,-78.64829400000001,35
Cotopaxi,47,1108,-0.9333330000000000,-78.61666700000001,35
El Oro,53,1777,-3.266667000000000,-79.96666700000000,35
Esmeraldas,41,1044,1.050000000000000,-79.20000000000000,35
Galápagos,1,24,-0.7999999999999999,-89.40000000000001,35
Guayas,361,12806,-2.183333000000000,-79.88333299999999,35
Imbabura,43,1180,0.3626780000000000,-78.13066700000000,35
Loja,37,1429,-3.983333000000000,-79.20000000000000,35
Los Ríos,68,2066,-1.800000000000000,-79.53333300000000,35
Manabí,96,4087,-1.056181000000000,-80.45521700000000,35
Morona Santiago,4,270,-2.300000000000000,-78.11666700000001,35
Napo,8,226,-0.9890000000000000,-77.81590000000000,35
Orellana,8,238,-0.4666670000000000,-76.96666700000000,35
Otro,0,11,0,0,35
Pastaza,5,163,-1.066667000000000,-78.00111099999999,35
Pichincha,200,7554,-0.2186110000000000,-78.50972200000000,35
Santa Elena,20,836,-2.226700000000000,-80.85830000000000,35
Sto. Domingo Tsáchilas,40,1170,-0.2541670000000000,-79.17194400000000,35
Sucumbíos,19,341,0.08472200000000002,-76.88277800000000,35
Tungurahua,50,1744,-1.241667000000000,-78.61972200000000,35
Zamora Chinchipe,5,165,-4.120000000000000,-78.80000000000000,35
Azuay,75,2525,-2.897414000000000,-79.00448100000000,36
Bolívar,13,540,-1.605556000000000,-79.00305600000000,36
Carchi,11,446,0.8121800000000000,-77.71633000000000,36
Cañar,34,688,-2.733333000000000,-78.83333300000000,36
Chimborazo,45,1520,-1.674347000000000,-78.64829400000001,36
Cotopaxi,34,1142,-0.9333330000000000,-78.61666700000001,36
El Oro,35,1812,-3.266667000000000,-79.96666700000000,36
Esmeraldas,32,1076,1.050000000000000,-79.20000000000000,36
Galápagos,1,25,-0.7999999999999999,-89.40000000000001,36
Guayas,317,13123,-2.183333000000000,-79.88333299999999,36
Imbabura,39,1219,0.3626780000000000,-78.13066700000000,36
Loja,42,1471,-3.983333000000000,-79.20000000000000,36
Los Ríos,52,2118,-1.800000000000000,-79.53333300000000,36
Manabí,112,4199,-1.056181000000000,-80.45521700000000,36
Morona Santiago,7,277,-2.300000000000000,-78.11666700000001,36
Napo,11,237,-0.9890000000000000,-77.81590000000000,36
Orellana,5,243,-0.4666670000000000,-76.96666700000000,36
Otro,0,11,0,0,36
Pastaza,4,167,-1.066667000000000,-78.00111099999999,36
Pichincha,216,7770,-0.2186110000000000,-78.50972200000000,36
Santa Elena,14,850,-2.226700000000000,-80.85830000000000,36
Sto. Domingo Tsáchilas,39,1209,-0.2541670000000000,-79.17194400000000,36
Sucumbíos,14,355,0.08472200000000002,-76.88277800000000,36
Tungurahua,42,1786,-1.241667000000000,-78.61972200000000,36
Zamora Chinchipe,6,171,-4.120000000000000,-78.80000000000000,36
Azuay,76,2601,-2.897414000000000,-79.00448100000000,37
Bolívar,16,556,-1.605556000000000,-79.00305600000000,37
Carchi,8,454,0.8121800000000000,-77.71633000000000,37
Cañar,20,708,-2.733333000000000,-78.83333300000000,37
Chimborazo,34,1554,-1.674347000000000,-78.64829400000001,37
Cotopaxi,24,1166,-0.9333330000000000,-78.61666700000001,37
El Oro,43,1855,-3.266667000000000,-79.96666700000000,37
Esmeraldas,27,1103,1.050000000000000,-79.20000000000000,37
Galápagos,0,25,-0.7999999999999999,-89.40000000000001,37
Guayas,370,13493,-2.183333000000000,-79.88333299999999,37
Imbabura,43,1262,0.3626780000000000,-78.13066700000000,37
Loja,36,1507,-3.983333000000000,-79.20000000000000,37
Los Ríos,42,2160,-1.800000000000000,-79.53333300000000,37
Manabí,99,4298,-1.056181000000000,-80.45521700000000,37
Morona Santiago,10,287,-2.300000000000000,-78.11666700000001,37
Napo,7,244,-0.9890000000000000,-77.81590000000000,37
Orellana,10,253,-0.4666670000000000,-76.96666700000000,37
