provincia,provincia_poblacion,canton,canton_poblacion,total,acumuladas,lat,lng,mes
Napo,133705,Carlos Julio Arosemena Tola,4466,1,5,-1.166667000000000,-77.84999999999999,3
Napo,133705,El Chaco,10142,1,4,-0.3402780000000000,-77.80888899999999,3
Napo,133705,Quijos,6847,5,17,-0.4636110000000000,-77.89277800000001,3
Napo,133705,Tena,79182,35,100,-0.9890000000000000,-77.81590000000000,3
Orellana,161338,Aguarico,3629,4,6,-0.9211110000000000,-75.39916700000001,3
Orellana,161338,La Joya de los Sachas,39352,9,28,-0.3000000000000000,-76.84999999999999,3
Orellana,161338,Loreto,24579,5,15,-0.6904000000000000,-77.30830000000000,3
Orellana,161338,Orellana,93778,38,97,-0.4666670000000000,-76.96666700000000,3
Pastaza,114202,Arajuno,8128,3,8,-1.234370000000000,-77.68750000000000,3
Pastaza,114202,Mera,17547,4,8,-1.460000000000000,-78.09000000000000,3
Pastaza,114202,Pastaza,84377,39,100,-1.066667000000000,-78.00111099999999,3
Pastaza,114202,Santa Clara,4150,1,2,-1.267100000000000,-77.88820000000000,3
Pichincha,3228233,Cayambe,107660,26,97,0.04388900000000000,-78.15610000000000,3
Pichincha,3228233,Mejía,108167,43,95,-0.5101000000000000,-78.56980000000000,3
Pichincha,3228233,Pedro Moncayo,43281,6,36,0.04369700000000000,-78.34923999999999,3
Pichincha,3228233,Pedro Vicente Maldonado,17171,5,12,0.1666670000000000,-79,3
Pichincha,3228233,Puerto Quito,24911,9,22,0.1170000000000000,-79.26400000000000,3
Pichincha,3228233,Quito,2781641,1785,4971,-0.2186110000000000,-78.50972200000000,3
Pichincha,3228233,Rumiñahui,115433,59,141,-0.3345000000000000,-78.44750000000001,3
Pichincha,3228233,San Miguel de Los Bancos,29969,2,16,0.02300000000000000,-78.89200000000000,3
Santa Elena,401178,La Libertad,117767,37,97,-2.233333000000000,-80.90000000000001,3
Santa Elena,401178,Salinas,94590,50,121,-2.216667000000000,-80.95000000000000,3
Santa Elena,401178,Santa Elena,188821,115,294,-2.226700000000000,-80.85830000000000,3
Sto. Domingo Tsáchilas,511151,La Concordia,52571,19,45,0.002300000000000000,-79.38460000000001,3
Sto. Domingo Tsáchilas,511151,Santo Domingo,458580,370,858,-0.2541670000000000,-79.17194400000000,3
Sucumbíos,230503,Cascales,15882,2,5,-0.06750000000000000,-77.21694400000000,3
Sucumbíos,230503,Cuyabeno,7154,1,5,-0.1288890000000000,-76.41388900000000,3
Sucumbíos,230503,Gonzalo Pizarro,10007,1,13,0.04700000000000000,-77.32280000000000,3
Sucumbíos,230503,Lago Agrio,119594,86,200,0.08472200000000002,-76.88277800000000,3
Sucumbíos,230503,Putumayo,16106,1,2,0.1000000000000000,-75.84999999999999,3
Sucumbíos,230503,Shushufindi,57949,11,36,-0.1871000000000000,-76.64500000000000,3
Sucumbíos,230503,Sucumbíos,3811,1,2,0.4592000000000000,-77.52300000000000,3
Tungurahua,590600,Ambato,387309,289,916,-1.241667000000000,-78.61972200000000,3
Tungurahua,590600,Baños,25043,8,23,-1.396389000000000,-78.42472200000000,3
Tungurahua,590600,Cevallos,9936,3,11,-1.350000000000000,-78.61666700000001,3
Tungurahua,590600,Mocha,7336,3,14,-1.416667000000000,-78.66666700000000,3
Tungurahua,590600,Patate,15825,8,20,-1.316667000000000,-78.51666700000000,3
Tungurahua,590600,Pelileo,66836,21,83,-1.327500000000000,-78.54083300000001,3
Tungurahua,590600,Píllaro,43371,15,46,-1.175833000000000,-78.55527800000000,3
Tungurahua,590600,Quero,20627,9,32,-1.379300000000000,-78.60700000000000,3
Tungurahua,590600,Tisaleo,14317,5,16,-1.350000000000000,-78.66666700000000,3
Zamora Chinchipe,120416,Centinela del Cóndor,8313,2,6,-3.894910000000000,-78.78140999999999,3
Zamora Chinchipe,120416,Chinchipe,10679,9,16,-4.862800000000000,-79.13280000000000,3
Zamora Chinchipe,120416,El Pangui,10945,4,7,-3.624900000000000,-78.58710000000001,3
Zamora Chinchipe,120416,Nangaritza,8014,1,3,-4.048333000000000,-78.68222200000000,3
Zamora Chinchipe,120416,Palanda,10144,1,4,-4.649800000000000,-79.13209999999999,3
Zamora Chinchipe,120416,Paquisha,5992,1,5,-3.932750000000000,-78.67426000000000,3
Zamora Chinchipe,120416,Yacuambi,7121,1,7,-3.634440000000000,-78.92810000000000,3
Zamora Chinchipe,120416,Yantzaza,26447,10,28,-3.850000000000000,-78.75000000000000,3
Zamora Chinchipe,120416,Zamora,32761,11,32,-4.120000000000000,-78.80000000000000,3
Azuay,881394,Camilo Ponce Enríquez,36423,8,37,-3.050000000000000,-79.73333300000000,4
Azuay,881394,Chordeleg,15176,4,18,-2.933333000000000,-78.76666700000000,4
Azuay,881394,Cuenca,636996,467,1630,-2.897414000000000,-79.00448100000000,4
Azuay,881394,El Pan,3091,1,7,-2.786111000000000,-78.66500000000001,4
Azuay,881394,Girón,13037,21,68,-3.159028000000000,-79.14756800000001,4
Azuay,881394,Guachapala,3859,2,6,-2.769000000000000,-78.70900000000000,4
Azuay,881394,Gualaceo,49104,34,98,-2.900000000000000,-78.78333300000000,4
Azuay,881394,Nabón,17292,5,30,-3.336060000000000,-79.06368000000001,4
Azuay,881394,Oña,4128,4,11,-3.469640000000000,-79.15431000000000,4
Azuay,881394,Paute,29214,15,47,-2.781800000000000,-78.76000000000001,4
Azuay,881394,Pucará,10584,8,28,-3.233780000000000,-79.46120000000001,4
Azuay,881394,San Fernando,4156,4,12,-3.144500000000000,-79.25200000000000,4
Azuay,881394,Santa Isabel,20935,12,43,-3.274170000000000,-79.31560000000000,4
Azuay,881394,Sevilla de Oro,6890,0,9,-2.799833000000000,-78.65569400000000,4
Azuay,881394,Sígsig,30509,14,65,-3.089700000000000,-78.80320000000000,4
Bolívar,209933,Caluma,16429,6,31,-1.633330000000000,-79.25000000000000,4
Bolívar,209933,Chillanes,16850,9,47,-1.933333000000000,-79.06666700000000,4
Bolívar,209933,Chimbo,17378,10,36,-1.700000000000000,-79.01666700000000,4
Bolívar,209933,Echeandía,14081,7,26,-1.433330000000000,-79.26667000000000,4
Bolívar,209933,Guaranda,108763,83,252,-1.605556000000000,-79.00305600000000,4
Bolívar,209933,Las Naves,7428,7,13,-1.283330000000000,-79.30000000000000,4
Bolívar,209933,San Miguel,29004,23,93,-1.700000000000000,-79.03333300000000,4
Carchi,186869,Bolivar,15528,9,30,0.5070990000000000,-77.86245400000000,4
Carchi,186869,Espejo,13817,7,36,0.6210000000000000,-77.94000000000000,4
Carchi,186869,Mira,11969,5,21,0.5538999999999998,-78.04930000000000,4
Carchi,186869,Montúfar,34229,14,59,0.6100000000000000,-77.84000000000000,4
Carchi,186869,San Pedro de Huaca,8931,4,14,0.6311110000000000,-77.72527800000000,4
Carchi,186869,Tulcán,102395,66,265,0.8121800000000000,-77.71633000000000,4
Cañar,281396,Azogues,86276,71,279,-2.733333000000000,-78.83333300000000,4
Cañar,281396,Biblían,23741,7,27,-2.710000000000000,-78.88000000000000,4
Cañar,281396,Cañar,68747,26,104,-2.483700000000000,-78.97839999999999,4
Cañar,281396,Déleg,6782,2,15,-2.772600000000000,-78.91830000000000,4
Cañar,281396,El Tambo,12462,1,14,-2.508100000000000,-78.92489999999999,4
Cañar,281396,La Troncal,76872,43,147,-2.400000000000000,-79.33000000000000,4
Cañar,281396,Suscal,6516,3,8,-2.436400000000000,-79.05220000000000,4
Chimborazo,524004,Alausí,45054,16,67,-2.200000000000000,-78.84999999999999,4
Chimborazo,524004,Chambo,13378,8,31,-1.733333000000000,-78.58333300000000,4
Chimborazo,524004,Chunchi,12795,7,34,-2.283333000000000,-78.91666700000000,4
Chimborazo,524004,Colta,44838,25,91,-1.700000000000000,-78.75000000000000,4
Chimborazo,524004,Cumandá,17973,5,29,-2.200000000000000,-79.13333299999999,4
Chimborazo,524004,Guamote,58291,23,97,-1.933333000000000,-78.71666700000000,4
Chimborazo,524004,Guano,48395,14,67,-1.583333000000000,-78.63333299999999,4
Chimborazo,524004,Pallatanga,12277,11,22,-1.983333000000000,-78.95000000000000,4
Chimborazo,524004,Penipe,6955,2,11,-1.557300000000000,-78.53959999999999,4
Chimborazo,524004,Riobamba,264048,268,848,-1.674347000000000,-78.64829400000001,4
Cotopaxi,488716,La Maná,56905,17,75,-0.9300000000000000,-79.22000000000000,4
Cotopaxi,488716,Latacunga,205624,208,714,-0.9333330000000000,-78.61666700000001,4
Cotopaxi,488716,Pangua,24612,9,45,-1.133333000000000,-79.06666700000000,4
Cotopaxi,488716,Pujilí,79772,33,116,-0.9500000000000000,-78.69000000000000,4
Cotopaxi,488716,Salcedo,67100,21,108,-1.050000000000000,-78.58333300000000,4
Cotopaxi,488716,Saquisilí,31426,10,38,-0.8300000000000000,-78.67000000000000,4
Cotopaxi,488716,Sigchos,23277,13,32,-0.7000000000000000,-78.88333299999999,4
El Oro,715751,Arenillas,33473,9,55,-3.550000000000000,-80.06000000000000,4
El Oro,715751,Atahualpa,6436,3,12,-2.900000000000000,-78.93333300000000,4
El Oro,715751,Balsas,9233,1,7,-3.762600000000000,-79.82530000000000,4
El Oro,715751,Chilla,2379,2,5,-3.450000000000000,-79.58000000000000,4
El Oro,715751,El Guabo,63645,36,110,-3.238800000000000,-79.82920000000000,4
El Oro,715751,Huaquillas,60440,47,119,-3.481380000000000,-80.24320700000000,4
El Oro,715751,Las Lajas,4963,3,11,-3.785000000000000,-80.06166700000000,4
El Oro,715751,Machala,289141,431,1261,-3.266667000000000,-79.96666700000000,4
El Oro,715751,Marcabelí,6259,0,9,-3.786000000000001,-79.89780000000000,4
El Oro,715751,Pasaje,87723,64,188,-3.326900000000000,-79.80490000000000,4
El Oro,715751,Piñas,30206,42,119,-3.666667000000000,-79.65000000000001,4
El Oro,715751,Portovelo,14028,8,20,-3.720000000000000,-79.62000000000000,4
El Oro,715751,Santa Rosa,82171,54,149,-3.452222000000000,-79.96166700000001,4
El Oro,715751,Zaruma,25654,10,51,-3.433333000000000,-79.59999999999999,4
Esmeraldas,591083,Atacames,55495,16,56,0.8666670000000000,-79.83333300000000,4
Esmeraldas,591083,Eloy Alfaro,45629,4,17,1.250000000000000,-79,4
Esmeraldas,591083,Esmeraldas,218727,192,590,1.050000000000000,-79.20000000000000,4
Esmeraldas,591083,Muisne,31106,5,25,0.6067000000000000,-80.01830000000000,4
Esmeraldas,591083,Quinindé,145879,39,172,0.3300000000000000,-79.48000000000000,4
Esmeraldas,591083,Rioverde,31475,6,35,1.060200000000000,-79.40440000000000,4
Esmeraldas,591083,San Lorenzo,62772,17,52,1.265800000000000,-78.84139999999999,4
Galápagos,33042,Isabela,3073,0,1,-0.4724000000000000,-90.68110000000000,4
Galápagos,33042,San Cristóbal,9667,7,26,-0.7999999999999999,-89.40000000000001,4
Galápagos,33042,Santa Cruz,20302,2,12,-0.6333330000000000,-90.36666700000001,4
Guayas,4387434,Alfredo Baquerizo Moreno,32110,12,39,-1.916667000000000,-79.51666700000000,4
Guayas,4387434,Balao,26348,11,35,-2.910000000000000,-79.81000000000000,4
Guayas,4387434,Balzar,60260,44,116,-1.360000000000000,-79.90000000000001,4
Guayas,4387434,Colimes,26169,16,33,-1.550000000000000,-80.01666700000000,4
Guayas,4387434,Coronel Marcelino Maridueña,13132,5,14,-2.200000000000000,-79.42000000000000,4
Guayas,4387434,Daule,173684,106,316,-1.866667000000000,-79.98333300000000,4
Guayas,4387434,Durán,315724,104,318,-2.166667000000000,-79.83333300000000,4
Guayas,4387434,El Triunfo,59636,26,91,-2.330000000000000,-79.40000000000001,4
Guayas,4387434,Empalme,86073,62,170,-1.046111000000000,-79.63361100000000,4
Guayas,4387434,General Antonio Elizalde,13156,6,31,-2.200000000000000,-79.17000000000000,4
Guayas,4387434,Guayaquil,2723665,2846,9117,-2.183333000000000,-79.88333299999999,4
Guayas,4387434,Isidro Ayora,14582,6,13,-1.883333000000000,-80.16666700000000,4
Guayas,4387434,Lomas de Sargentillo,24220,10,27,-1.883333000000000,-80.08333300000000,4
Guayas,4387434,Milagro,199835,181,690,-2.126944000000000,-79.59916699999999,4
Guayas,4387434,Naranjal,95052,35,134,-2.672800000000000,-79.61499999999999,4
Guayas,4387434,Naranjito,43862,20,86,-2.173000000000000,-79.46710000000000,4
Guayas,4387434,Nobol,26444,12,41,-1.916671000000000,-80.01153900000000,4
Guayas,4387434,Palestina,18451,5,25,-1.626300000000000,-79.97700000000000,4
Guayas,4387434,Pedro Carbo,51802,28,113,-1.833333000000000,-80.23333300000000,4
Guayas,4387434,Playas,59628,36,116,-2.623330000000000,-80.38750000000000,4
Guayas,4387434,Salitre,65765,46,120,-1.829444000000000,-79.81555600000000,4
Guayas,4387434,Samborondón,102404,40,146,-2.183333000000000,-79.88333299999999,4
Guayas,4387434,San Jacinto De Yaguachi,78204,39,121,-2.120000000000000,-79.69000000000000,4
Guayas,4387434,Santa Lucía,45004,29,73,-1.713889000000000,-79.98500000000000,4
Guayas,4387434,Simón Bolivar,32224,14,31,-2.156667000000000,-79.88750000000000,4
Imbabura,476257,Antonio Ante,54311,23,78,0.3200000000000000,-78.20999999999999,4
Imbabura,476257,Cotacachi,44203,12,65,0.3000000000000000,-78.26666700000000,4
Imbabura,476257,Ibarra,221149,222,689,0.3626780000000000,-78.13066700000000,4
Imbabura,476257,Otavalo,125785,53,199,0.2333330000000000,-78.26666700000000,4
Imbabura,476257,Pimampiro,13269,11,35,0.4000000000000000,-77.97000000000000,4
Imbabura,476257,San Miguel de Urcuquí,17540,7,23,0.5200000000000000,-78.20000000000000,4
Loja,521154,Calvas,29565,37,96,-4.320000000000000,-79.56000000000000,4
Loja,521154,Catamayo,35961,22,62,-3.980000000000000,-79.34999999999999,4
Loja,521154,Celica,16160,11,34,-4.102500000000000,-79.95444400000000,4
Loja,521154,Chaguarpamba,6620,3,16,-3.850000000000000,-79.65000000000001,4
Loja,521154,Espíndola,14209,10,27,-4.583056000000000,-79.42694400000001,4
Loja,521154,Gonzanamá,10953,12,31,-4.231389000000000,-79.43527800000000,4
Loja,521154,Loja,274112,313,925,-3.983333000000001,-79.20000000000000,4
Loja,521154,Macará,20269,17,49,-4.383333000000000,-79.95000000000000,4
Loja,521154,Olmedo,4220,4,11,-3.934000000000000,-79.64800000000000,4
Loja,521154,Paltas,23471,26,85,-4.050000000000002,-79.65000000000001,4
Loja,521154,Pindal,10540,10,15,-4.116100000000000,-80.10760000000001,4
Loja,521154,Puyango,15925,12,38,-3.870000000000000,-80.09000000000000,4
Loja,521154,Quilanga,4197,2,8,-4.298000000000000,-79.39860000000000,4
Loja,521154,Saraguro,33506,28,83,-3.625300000000000,-79.24110000000000,4
Loja,521154,Sozoranga,7121,3,11,-4.327778000000000,-79.78972200000000,4
Loja,521154,Zapotillo,14325,6,19,-4.386360000000002,-80.24360000000000,4
Los Ríos,921763,Baba,43429,17,74,-1.784167000000000,-79.67666699999999,4
Los Ríos,921763,Babahoyo,175281,179,601,-1.800000000000000,-79.53333300000000,4
Los Ríos,921763,Buena Fe,83654,48,148,-0.8985719999999999,-79.48891600000000,4
Los Ríos,921763,Mocache,43316,13,43,-1.183850000000000,-79.50552999999999,4
Los Ríos,921763,Montalvo,28720,7,47,-1.793800000000000,-79.28570000000001,4
Los Ríos,921763,Palenque,23638,10,34,-1.432800000000000,-79.74950000000000,4
Los Ríos,921763,Puebloviejo,44725,18,65,-1.550000000000000,-79.53388900000000,4
Los Ríos,921763,Quevedo,213842,201,735,-1.033333000000000,-79.45000000000000,4
Los Ríos,921763,Quinsaloma,20428,7,23,-1.206200000000000,-79.31450000000000,4
Los Ríos,921763,Urdaneta,32618,32,69,-1.570556000000000,-79.47111099999999,4
Los Ríos,921763,Valencia,54637,18,52,-0.9525000000000000,-79.35310000000000,4
Los Ríos,921763,Ventanas,75146,47,127,-1.450000000000000,-79.47000000000000,4
Los Ríos,921763,Vinces,82329,65,149,-1.558333000000000,-79.75000000000000,4
Manabí,1562079,Bolívar,45493,30,92,-0.8419440000000000,-80.16194400000001,4
Manabí,1562079,Chone,131002,126,352,-0.6833330000000000,-80.09999999999999,4
Manabí,1562079,El Carmen,111344,51,181,-1.314700000000000,-80.01690000000001,4
Manabí,1562079,Flavio Alfaro,23822,18,53,-0.4054000000000000,-79.90580000000000,4
Manabí,1562079,Jama,26116,5,20,-0.2014000000000000,-80.26590000000000,4
Manabí,1562079,Jaramijó,28439,4,17,-0.9487300000000000,-80.63630000000001,4
Manabí,1562079,Jipijapa,74645,60,224,-1.333330000000000,-80.58329999999999,4
Manabí,1562079,Junín,18820,8,32,-0.9291600000000000,-80.20569000000000,4
Manabí,1562079,Manta,264281,290,1010,-0.9500220000000000,-80.71620000000000,4
Manabí,1562079,Montecristi,107785,32,107,-1.033330000000000,-80.65000000000001,4
Manabí,1562079,Olmedo,10194,3,21,-1.396111000000000,-80.20611100000001,4
Manabí,1562079,Paján,37093,23,75,-1.570000000000000,-80.42000000000000,4
Manabí,1562079,Pedernales,63441,18,79,0.07010000000000001,-80.05360000000000,4
Manabí,1562079,Pichincha,29599,9,38,-1.047300000000000,-79.81860000000000,4
Manabí,1562079,Portoviejo,321800,357,1174,-1.056181000000000,-80.45521700000000,4
Manabí,1562079,Puerto López,24688,9,33,-1.566667000000000,-80.81666700000000,4
Manabí,1562079,Rocafuerte,37312,29,78,-0.9200000000000000,-80.45999999999999,4
Manabí,1562079,San Vicente,24799,7,31,-0.5892999999999999,-80.40880000000000,4
Manabí,1562079,Santa Ana,48152,20,75,-1.206900000000000,-80.37090000000001,4
Manabí,1562079,Sucre,62443,49,157,-0.6000000000000000,-80.41666700000000,4
Manabí,1562079,Tosagua,42297,28,71,-0.7800000000000000,-80.26000000000001,4
Manabí,1562079,Veinticuatro de Mayo,28514,12,57,-1.278889000000000,-80.42000000000000,4
Morona Santiago,196535,Gualaquiza,19555,14,40,-3.380000000000000,-78.58000000000000,4
Morona Santiago,196535,Huamboya,12382,2,9,-1.785000000000000,-78.23194400000000,4
Morona Santiago,196535,Limón Indanza,10349,4,15,-2.966250000000000,-78.43052800000000,4
Morona Santiago,196535,Logroño,7643,1,5,-2.624800000000000,-78.18960000000000,4
Morona Santiago,196535,Morona,58281,21,85,-2.300000000000000,-78.11666700000001,4
Morona Santiago,196535,Pablo Sexto,2897,1,3,-1.803056000000000,-77.92111100000000,4
Morona Santiago,196535,Palora,7719,1,10,-1.700000000000000,-77.94000000000000,4
Morona Santiago,196535,San Juan Bosco,4985,2,3,-3.092300000000000,-78.51320000000000,4
Morona Santiago,196535,Santiago,11087,3,13,-3.429800000000000,-78.56560000000000,4
Morona Santiago,196535,Sucúa,23823,6,23,-2.460000000000000,-78.17000000000000,4
Morona Santiago,196535,Taisha,26773,3,15,-2.339950000000000,-77.45808000000000,4
Morona Santiago,196535,Tiwintza,11041,2,5,-2.917670000000000,-77.80170000000000,4
Napo,133705,Archidona,33068,11,34,-0.9166670000000000,-77.78333300000000,4
Napo,133705,Carlos Julio Arosemena Tola,4466,1,6,-1.166667000000000,-77.84999999999999,4
Napo,133705,El Chaco,10142,1,5,-0.3402780000000000,-77.80888899999999,4
Napo,133705,Quijos,6847,4,21,-0.4636110000000000,-77.89277800000001,4
Napo,133705,Tena,79182,33,133,-0.9890000000000000,-77.81590000000000,4
Orellana,161338,Aguarico,3629,5,11,-0.9211110000000000,-75.39916700000001,4
Orellana,161338,La Joya de los Sachas,39352,10,38,-0.3000000000000000,-76.84999999999999,4
Orellana,161338,Loreto,24579,10,25,-0.6904000000000000,-77.30830000000000,4
Orellana,161338,Orellana,93778,33,130,-0.4666670000000000,-76.96666700000000,4
Pastaza,114202,Arajuno,8128,1,9,-1.234370000000000,-77.68750000000000,4
Pastaza,114202,Mera,17547,5,13,-1.460000000000000,-78.09000000000000,4
Pastaza,114202,Pastaza,84377,40,140,-1.066667000000000,-78.00111099999999,4
Pastaza,114202,Santa Clara,4150,0,2,-1.267100000000000,-77.88820000000000,4
Pichincha,3228233,Cayambe,107660,47,144,0.04388900000000000,-78.15610000000000,4
Pichincha,3228233,Mejía,108167,46,141,-0.5101000000000000,-78.56980000000000,4
Pichincha,3228233,Pedro Moncayo,43281,14,50,0.04369700000000000,-78.34923999999999,4
Pichincha,3228233,Pedro Vicente Maldonado,17171,6,18,0.1666670000000000,-79,4
Pichincha,3228233,Puerto Quito,24911,15,37,0.1170000000000000,-79.26400000000000,4
Pichincha,3228233,Quito,2781641,2279,7250,-0.2186110000000000,-78.50972200000000,4
Pichincha,3228233,Rumiñahui,115433,69,210,-0.3345000000000000,-78.44750000000001,4
Pichincha,3228233,San Miguel de Los Bancos,29969,6,22,0.02300000000000000,-78.89200000000000,4
Santa Elena,401178,La Libertad,117767,50,147,-2.233333000000000,-80.90000000000001,4
Santa Elena,401178,Salinas,94590,48,169,-2.216667000000000,-80.95000000000000,4
Santa Elena,401178,Santa Elena,188821,180,474,-2.226700000000000,-80.85830000000000,4
Sto. Domingo Tsáchilas,511151,La Concordia,52571,17,62,0.002300000000000000,-79.38460000000001,4
Sto. Domingo Tsáchilas,511151,Santo Domingo,458580,415,1273,-0.2541670000000000,-79.17194400000000,4
Sucumbíos,230503,Cascales,15882,3,8,-0.06750000000000000,-77.21694400000000,4
Sucumbíos,230503,Cuyabeno,7154,3,8,-0.1288890000000000,-76.41388900000000,4
Sucumbíos,230503,Gonzalo Pizarro,10007,1,14,0.04700000000000000,-77.32280000000000,4
Sucumbíos,230503,Lago Agrio,119594,90,290,0.08472200000000002,-76.88277800000000,4
Sucumbíos,230503,Putumayo,16106,1,3,0.1000000000000000,-75.84999999999999,4
Sucumbíos,230503,Shushufindi,57949,21,57,-0.1871000000000000,-76.64500000000000,4
Sucumbíos,230503,Sucumbíos,3811,1,3,0.4592000000000000,-77.52300000000000,4
Tungurahua,590600,Ambato,387309,444,1360,-1.241667000000000,-78.61972200000000,4
Tungurahua,590600,Baños,25043,12,35,-1.396389000000000,-78.42472200000000,4
Tungurahua,590600,Cevallos,9936,9,20,-1.350000000000000,-78.61666700000001,4
Tungurahua,590600,Mocha,7336,6,20,-1.416667000000000,-78.66666700000000,4
Tungurahua,590600,Patate,15825,4,24,-1.316667000000000,-78.51666700000000,4
Tungurahua,590600,Pelileo,66836,23,106,-1.327500000000000,-78.54083300000001,4
Tungurahua,590600,Píllaro,43371,27,73,-1.175833000000000,-78.55527800000000,4
Tungurahua,590600,Quero,20627,11,43,-1.379300000000000,-78.60700000000000,4
Tungurahua,590600,Tisaleo,14317,1,17,-1.350000000000000,-78.66666700000000,4
Zamora Chinchipe,120416,Centinela del Cóndor,8313,2,8,-3.894910000000000,-78.78140999999999,4
Zamora Chinchipe,120416,Chinchipe,10679,14,30,-4.862800000000000,-79.13280000000000,4
Zamora Chinchipe,120416,El Pangui,10945,9,16,-3.624900000000000,-78.58710000000001,4
Zamora Chinchipe,120416,Nangaritza,8014,2,5,-4.048333000000000,-78.68222200000000,4
Zamora Chinchipe,120416,Palanda,10144,6,10,-4.649800000000000,-79.13209999999999,4
Zamora Chinchipe,120416,Paquisha,5992,4,9,-3.932750000000000,-78.67426000000000,4
Zamora Chinchipe,120416,Yacuambi,7121,3,10,-3.634440000000000,-78.92810000000000,4
Zamora Chinchipe,120416,Yantzaza,26447,23,51,-3.850000000000000,-78.75000000000000,4
Zamora Chinchipe,120416,Zamora,32761,24,56,-4.120000000000000,-78.80000000000000,4
Azuay,881394,Camilo Ponce Enríquez,36423,8,45,-3.050000000000000,-79.73333300000000,5
Azuay,881394,Chordeleg,15176,5,23,-2.933333000000000,-78.76666700000000,5
Azuay,881394,Cuenca,636996,476,2106,-2.897414000000000,-79.00448100000000,5
Azuay,881394,El Pan,3091,3,10,-2.786111000000000,-78.66500000000001,5
Azuay,881394,Girón,13037,10,78,-3.159028000000000,-79.14756800000001,5
Azuay,881394,Guachapala,3859,0,6,-2.769000000000000,-78.70900000000000,5
Azuay,881394,Gualaceo,49104,21,119,-2.900000000000000,-78.78333300000000,5
Azuay,881394,Nabón,17292,16,46,-3.336060000000000,-79.06368000000001,5
Azuay,881394,Oña,4128,1,12,-3.469640000000000,-79.15431000000000,5
Azuay,881394,Paute,29214,18,65,-2.781800000000000,-78.76000000000001,5
Azuay,881394,Pucará,10584,2,30,-3.233780000000000,-79.46120000000001,5
Azuay,881394,San Fernando,4156,3,15,-3.144500000000000,-79.25200000000000,5
Azuay,881394,Santa Isabel,20935,14,57,-3.274170000000000,-79.31560000000000,5
Azuay,881394,Sevilla de Oro,6890,3,12,-2.799833000000000,-78.65569400000000,5
Azuay,881394,Sígsig,30509,19,84,-3.089700000000000,-78.80320000000000,5
Bolívar,209933,Caluma,16429,6,37,-1.633330000000000,-79.25000000000000,5
Bolívar,209933,Chillanes,16850,13,60,-1.933333000000000,-79.06666700000000,5
Bolívar,209933,Chimbo,17378,5,41,-1.700000000000000,-79.01666700000000,5
Bolívar,209933,Echeandía,14081,6,32,-1.433330000000000,-79.26667000000000,5
Bolívar,209933,Guaranda,108763,70,322,-1.605556000000000,-79.00305600000000,5
Bolívar,209933,Las Naves,7428,3,16,-1.283330000000000,-79.30000000000000,5
Bolívar,209933,San Miguel,29004,8,101,-1.700000000000000,-79.03333300000000,5
Carchi,186869,Bolivar,15528,4,34,0.5070990000000000,-77.86245400000000,5
Carchi,186869,Espejo,13817,5,41,0.6210000000000000,-77.94000000000000,5
Carchi,186869,Mira,11969,8,29,0.5538999999999998,-78.04930000000000,5
Carchi,186869,Montúfar,34229,11,70,0.6100000000000000,-77.84000000000000,5
Carchi,186869,San Pedro de Huaca,8931,6,20,0.6311110000000000,-77.72527800000000,5
Carchi,186869,Tulcán,102395,79,344,0.8121800000000000,-77.71633000000000,5
Cañar,281396,Azogues,86276,67,346,-2.733333000000000,-78.83333300000000,5
Cañar,281396,Biblían,23741,11,38,-2.710000000000000,-78.88000000000000,5
Cañar,281396,Cañar,68747,26,130,-2.483700000000000,-78.97839999999999,5
Cañar,281396,Déleg,6782,2,17,-2.772600000000000,-78.91830000000000,5
Cañar,281396,El Tambo,12462,4,18,-2.508100000000000,-78.92489999999999,5
Cañar,281396,La Troncal,76872,41,188,-2.400000000000000,-79.33000000000000,5
Cañar,281396,Suscal,6516,5,13,-2.436400000000000,-79.05220000000000,5
Chimborazo,524004,Alausí,45054,18,85,-2.200000000000000,-78.84999999999999,5
Chimborazo,524004,Chambo,13378,5,36,-1.733333000000000,-78.58333300000000,5
Chimborazo,524004,Chunchi,12795,8,42,-2.283333000000000,-78.91666700000000,5
Chimborazo,524004,Colta,44838,29,120,-1.700000000000000,-78.75000000000000,5
Chimborazo,524004,Cumandá,17973,8,37,-2.200000000000000,-79.13333299999999,5
Chimborazo,524004,Guamote,58291,26,123,-1.933333000000000,-78.71666700000000,5
Chimborazo,524004,Guano,48395,21,88,-1.583333000000000,-78.63333299999999,5
Chimborazo,524004,Pallatanga,12277,4,26,-1.983333000000000,-78.95000000000000,5
Chimborazo,524004,Penipe,6955,9,20,-1.557300000000000,-78.53959999999999,5
Chimborazo,524004,Riobamba,264048,241,1089,-1.674347000000000,-78.64829400000001,5
Cotopaxi,488716,La Maná,56905,19,94,-0.9300000000000000,-79.22000000000000,5
Cotopaxi,488716,Latacunga,205624,210,924,-0.9333330000000000,-78.61666700000001,5
Cotopaxi,488716,Pangua,24612,10,55,-1.133333000000000,-79.06666700000000,5
Cotopaxi,488716,Pujilí,79772,23,139,-0.9500000000000000,-78.69000000000000,5
Cotopaxi,488716,Salcedo,67100,35,143,-1.050000000000000,-78.58333300000000,5
Cotopaxi,488716,Saquisilí,31426,11,49,-0.8300000000000000,-78.67000000000000,5
Cotopaxi,488716,Sigchos,23277,10,42,-0.7000000000000000,-78.88333299999999,5
