provincia,provincia_poblacion,canton,canton_poblacion,lat,lng,13/03/2020,14/03/2020,15/03/2020,16/03/2020,17/03/2020,18/03/2020,19/03/2020,20/03/2020,21/03/2020,22/03/2020,23/03/2020,24/03/2020,25/03/2020,26/03/2020,27/03/2020,28/03/2020,29/03/2020,30/03/2020,31/03/2020,01/04/2020,02/04/2020,03/04/2020,04/04/2020,05/04/2020,06/04/2020,07/04/2020,08/04/2020,09/04/2020,10/04/2020,11/04/2020,12/04/2020,13/04/2020,14/04/2020,15/04/2020,16/04/2020,17/04/2020,18/04/2020,19/04/2020,20/04/2020,21/04/2020,22/04/2020,23/04/2020,24/04/2020,25/04/2020,26/04/2020,27/04/2020,28/04/2020,29/04/2020,30/04/2020,01/05/2020,02/05/2020,03/05/2020,04/05/2020,05/05/2020,06/05/2020,07/05/2020,08/05/2020,09/05/2020,10/05/2020,11/05/2020,12/05/2020,13/05/2020,14/05/2020,15/05/2020,16/05/2020,17/05/2020,18/05/2020,19/05/2020,20/05/2020,21/05/2020
El Oro,715751,Portovelo,14028,-3.720000000000000,-79.62000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,8,8,10,10,10,10,10,10,10,10,10,10,10,11,11,12,17,18,21,20,20,18,18,17,17,18,17,17,17,17,13,19,19,23,23,23,23
El Oro,715751,Santa Rosa,82171,-3.452222000000000,-79.96166700000001,0,0,0,0,0,0,0,1,1,3,4,5,8,8,8,8,8,9,10,18,19,19,19,19,19,19,27,30,33,37,37,42,42,44,44,46,48,49,50,54,54,54,54,54,54,54,85,86,90,109,110,117,120,120,119,126,146,149,151,152,152,152,152,157,165,170,171,174,175,186
El Oro,715751,Zaruma,25654,-3.433333000000000,-79.59999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,12,9,9,9,10,11,11,13,13,13,16,16,16,16
Esmeraldas,591083,Atacames,55495,0.8666670000000000,-79.83333300000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,7,5,5,5,5,6,8,10,10,10,10,11,11,11,13,13,14,15,17,19,19
Esmeraldas,591083,Eloy Alfaro,45629,1.250000000000000,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,5,7,7,7,8,10,10,11,12,12,12,12,12,12,12,12,13,13,18,26,31,31,34
Esmeraldas,591083,Esmeraldas,218727,1.050000000000000,-79.20000000000000,0,0,0,0,0,0,0,0,2,2,3,3,4,4,4,4,7,7,7,7,8,11,11,13,14,17,19,21,24,24,27,27,29,30,37,66,67,69,78,78,78,81,81,81,81,81,115,118,128,147,142,146,162,162,181,202,196,197,199,202,241,241,241,249,267,287,292,298,316,330
Esmeraldas,591083,Muisne,31106,0.6067000000000000,-80.01830000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,7,7,8,8,9,10,10,10,11,12,12,12,12,12,15,15,15,15,15,15,17,22,24,25
Esmeraldas,591083,Quinindé,145879,0.3300000000000000,-79.48000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,3,3,5,5,6,7,9,10,10,11,13,13,13,16,16,16,16,16,22,24,24,25,28,29,33,33,34,34,32,33,34,34,66,68,68,76,81,93,95,96,98,102
Esmeraldas,591083,Rioverde,31475,1.060200000000000,-79.40440000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,5,5,4,9,12,9,9,10,10,9,9,11,10,14,14,14,14,14,14,15,16,16,16
Esmeraldas,591083,San Lorenzo,62772,1.265800000000000,-78.84139999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,5,5,5,5,5,7,9,10,10,12,13,13,13,12,12,12,12,12,12,13,13,13,14,14,15,19,19,19,19
Galápagos,33042,Isabela,3073,-0.4724000000000000,-90.68110000000000,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,4,4,4,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Galápagos,33042,San Cristóbal,9667,-0.7999999999999999,-89.40000000000001,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,15,15,15,15,16,16,16,17,17,17,17,17,17,17
Galápagos,33042,Santa Cruz,20302,-0.6333330000000000,-90.36666700000001,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,3,3,34,37,38,38,38,38,38,38,38,38,38,42,48,50,50,50,51,51,51,50,50,50,50,50,50,50,50,50,51,51,52,52,54,54,54
Guayas,4387434,Alfredo Baquerizo Moreno,32110,-1.916667000000000,-79.51666700000000,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,13,14,14,16,17,12,17,17,16,16,11,11,14,11,12,12,12,17,17,17,17,17,17,17
Guayas,4387434,Balao,26348,-2.910000000000000,-79.81000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,3,3,3,3,3,4,4,6,6,6,6,9,9,9,9,9,9,18,20,20,21,25,21,37,37,30,32,26,27,27,27,28,28,28,28,29,29,29,29,29,29
Guayas,4387434,Balzar,60260,-1.360000000000000,-79.90000000000001,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,4,4,4,5,5,10,10,10,10,10,10,10,11,14,14,14,14,14,14,16,16,21,24,35,35,36,36,36,36,36,36,63,71,70,88,90,94,130,130,97,100,67,67,77,69,86,87,87,91,95,100,100,101,102,102
Guayas,4387434,Colimes,26169,-1.550000000000000,-80.01666700000000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,6,6,6,6,6,6,8,8,8,9,13,13,13,13,13,13,13,13,16,18,18,22,22,27,28,28,19,26,17,18,25,18,25,26,26,27,28,28,28,28,28,28
Guayas,4387434,Coronel Marcelino Maridueña,13132,-2.200000000000000,-79.42000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,4,4,5,4,4,6,5,8,8,8,8,9,9,9,9,9,9
Guayas,4387434,Daule,173684,-1.866667000000000,-79.98333300000000,1,1,1,1,4,7,21,31,34,44,59,64,67,77,91,96,102,105,117,135,160,162,162,172,172,178,193,199,243,246,249,249,249,261,266,268,289,309,343,349,367,377,377,377,377,377,559,585,584,619,678,719,795,795,713,715,548,554,563,555,573,575,575,601,639,642,643,645,650,650
Guayas,4387434,Durán,315724,-2.166667000000000,-79.83333300000000,2,2,4,4,4,9,8,16,18,28,37,40,42,50,54,66,67,68,78,89,96,99,99,104,104,108,126,134,196,197,197,198,199,211,218,218,242,250,275,284,305,313,313,313,313,313,447,456,458,500,519,593,633,633,556,564,441,455,457,545,570,573,573,550,600,607,614,621,637,638
Guayas,4387434,El Triunfo,59636,-2.330000000000000,-79.40000000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,4,5,5,8,8,8,8,9,11,11,11,12,12,12,12,12,12,13,14,14,22,22,22,22,22,22,51,52,52,62,65,56,84,84,72,79,52,53,58,53,55,57,57,65,68,69,80,81,84,89
Guayas,4387434,Empalme,86073,-1.046111000000000,-79.63361100000000,0,0,1,1,1,2,3,3,3,4,5,5,5,5,5,5,5,5,5,6,11,11,12,13,15,15,15,15,25,25,25,25,26,29,29,29,29,30,35,35,40,45,45,45,45,45,71,82,83,102,122,117,179,179,114,139,80,80,77,85,87,88,88,104,119,121,121,123,123,124
Guayas,4387434,General Antonio Elizalde,13156,-2.200000000000000,-79.17000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,4,5,5,5,7,8,8,8,8,8,8,8,8,8,8,16,16,16,20,25,43,59,59,39,47,21,21,25,21,34,34,34,39,39,42,47,48,48,54
Guayas,4387434,Guayaquil,2723665,-2.183333000000000,-79.88333299999999,2,4,9,28,61,88,114,205,251,408,526,564,611,696,837,942,963,978,1116,1304,1520,1638,1648,1725,1732,1846,2135,2388,3983,3984,4049,4060,4077,4184,4353,4354,4611,4822,5168,5308,5502,5565,5565,5565,5565,5565,7400,7513,7528,8074,8324,9291,9954,9954,8804,8881,8051,8068,8096,8226,8238,8274,8274,8276,8960,9070,9079,9140,9291,9392
Guayas,4387434,Isidro Ayora,14582,-1.883333000000000,-80.16666700000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,9,9,9,9,11,15,22,22,14,14,14,14,18,14,16,16,16,16,17,17,17,17,17,17
Guayas,4387434,Lomas de Sargentillo,24220,-1.883333000000000,-80.08333300000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,5,5,9,12,12,12,12,12,21,22,22,22,30,34,45,45,33,33,23,24,28,24,29,29,29,32,33,33,33,33,33,33
Guayas,4387434,Milagro,199835,-2.126944000000000,-79.59916699999999,0,1,1,1,1,1,5,6,12,21,33,35,36,45,45,48,50,50,63,140,146,152,154,158,159,159,165,202,236,240,258,258,260,260,263,265,297,311,326,335,338,348,348,348,348,348,496,520,523,549,598,717,756,756,643,646,543,543,549,543,543,543,543,559,571,573,582,584,587,588
Guayas,4387434,Naranjal,95052,-2.672800000000000,-79.61499999999999,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,5,6,6,6,6,8,12,12,13,13,13,12,17,19,20,22,22,22,23,25,25,29,42,44,46,56,56,56,56,56,56,92,94,96,101,108,120,157,157,124,126,210,211,216,211,211,211,211,214,216,217,217,217,218,218
Guayas,4387434,Naranjito,43862,-2.173000000000000,-79.46710000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5,5,5,5,5,5,5,6,6,6,6,6,6,6,8,8,11,11,13,15,16,17,17,17,17,17,27,26,26,27,35,46,86,86,56,57,107,109,113,109,136,136,136,136,136,139,139,139,139,139
Guayas,4387434,Nobol,26444,-1.916671000000000,-80.01153900000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,5,5,5,5,8,8,8,10,11,11,13,13,11,11,14,14,15,15,14,14,14,13,14,14,14,14,14,14
Guayas,4387434,Palestina,18451,-1.626300000000000,-79.97700000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,9,10,10,11,11,9,12,12,10,19,25,25,26,25,25,25,25,26,26,26,26,26,26,26
Guayas,4387434,Pedro Carbo,51802,-1.833333000000000,-80.23333300000000,0,0,0,0,0,0,0,2,2,2,3,3,3,6,6,6,6,6,13,16,26,26,26,26,26,26,26,26,26,26,26,26,26,31,31,31,31,31,34,37,42,43,43,43,43,43,67,71,71,73,79,90,113,113,98,98,125,125,129,125,125,125,125,124,124,124,124,124,124,125
Guayas,4387434,Playas,59628,-2.623330000000000,-80.38750000000000,0,0,0,0,0,0,0,0,0,1,1,1,1,1,8,8,8,8,8,8,11,13,13,18,18,18,18,21,29,29,29,29,29,31,35,35,40,41,44,44,44,46,46,46,46,46,65,73,70,78,84,83,107,107,88,91,114,115,119,152,150,150,150,115,120,125,125,125,125,126
Guayas,4387434,Salitre,65765,-1.829444000000000,-79.81555600000000,0,0,0,0,0,0,0,0,1,3,3,3,3,8,10,11,11,11,22,26,26,32,32,32,32,32,34,39,47,47,50,50,50,50,54,55,59,60,63,68,68,70,70,70,70,70,102,102,102,110,117,139,154,154,128,129,147,147,162,147,152,153,153,156,158,160,160,161,163,163
Guayas,4387434,Samborondón,102404,-2.183333000000000,-79.88333299999999,2,3,3,2,10,21,36,52,73,89,91,99,104,117,120,129,130,130,150,165,173,176,177,189,189,236,247,260,370,369,369,369,368,360,360,375,389,396,406,415,422,424,424,424,424,424,535,538,539,554,572,653,621,621,581,587,648,648,652,651,648,648,648,647,651,655,655,655,661,663
Guayas,4387434,San Jacinto De Yaguachi,78204,-2.120000000000000,-79.69000000000000,0,0,0,0,0,0,0,0,0,1,3,4,4,4,8,9,9,10,10,16,20,20,20,21,21,21,21,21,25,25,25,25,25,26,28,28,29,41,45,47,47,49,49,49,49,49,78,81,81,96,106,114,136,136,117,118,185,185,192,185,172,172,172,174,174,174,174,174,174,174
Guayas,4387434,Santa Lucía,45004,-1.713889000000000,-79.98500000000000,0,0,0,0,0,0,0,1,1,3,4,4,4,6,8,8,8,8,9,10,12,12,12,12,12,13,13,14,20,20,20,20,20,19,19,19,19,19,24,24,26,27,27,27,27,27,32,30,30,37,38,41,43,43,39,39,49,49,50,50,52,52,52,53,54,54,54,54,54,54
Guayas,4387434,Simón Bolivar,32224,-2.156667000000000,-79.88750000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,5,5,5,5,7,7,7,5,5,10,10,11,10,10,10,10,10,10,10,10,10,10,10
Imbabura,476257,Antonio Ante,54311,0.3200000000000000,-78.20999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,6,6,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8
Imbabura,476257,Cotacachi,44203,0.3000000000000000,-78.26666700000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,8,8,8,8
Imbabura,476257,Ibarra,221149,0.3626780000000000,-78.13066700000000,0,0,0,0,0,0,1,2,3,4,4,4,7,7,8,8,8,8,9,13,14,16,17,18,19,19,19,20,25,25,26,26,26,27,27,34,34,37,37,37,37,39,39,39,39,39,50,50,53,61,61,62,61,61,63,65,72,72,73,72,79,79,79,82,82,83,83,89,92,95
Imbabura,476257,Otavalo,125785,0.2333330000000000,-78.26666700000000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,3,4,4,5,6,6,6,9,9,9,9,9,15,15,18,18,18,18,19,19,22,24,23,23,29,23,31,31,31,33,34,35,35,39,39,41
Imbabura,476257,Pimampiro,13269,0.4000000000000000,-77.97000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,4,4,5,5,6,6,6,6,6,6,6,6,11,6,18,18,18,18,18,18,18,24,24,24
Imbabura,476257,San Miguel de Urcuquí,17540,0.5200000000000000,-78.20000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loja,521154,Calvas,29565,-4.320000000000000,-79.56000000000000,0,0,0,0,0,0,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,8,8,8,4,6,3,3,3,3,3,3,3,4,4,4,4,4,4,4
Loja,521154,Catamayo,35961,-3.980000000000000,-79.34999999999999,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,7,7,7,7,8,14,14,17,18,19,19,19,19,19,19,19,19,19,20,22,23,25,27,29,29,29,25,25,24,24,24,24,25,25,25,25,25,25,25,25,25,25
Loja,521154,Celica,16160,-4.102500000000000,-79.95444400000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,1,2,2,2,2,2,4,4,4,4,8,8
Loja,521154,Chaguarpamba,6620,-3.850000000000000,-79.65000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,10,10,10,10,10,10,3,10,5,5,6,5,5,5,5,5,5,5,5,5,5,5
Loja,521154,Espíndola,14209,-4.583056000000000,-79.42694400000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Loja,521154,Gonzanamá,10953,-4.231389000000000,-79.43527800000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loja,521154,Loja,274112,-3.983333000000000,-79.20000000000000,0,0,0,0,0,0,2,2,2,2,2,3,4,4,6,7,9,15,16,20,20,20,20,20,20,20,25,35,41,43,49,53,55,61,62,70,76,86,98,102,102,105,105,105,105,105,175,173,180,196,213,253,248,248,165,216,201,201,203,202,205,206,206,221,235,239,245,248,257,258
Loja,521154,Macará,20269,-4.383333000000000,-79.95000000000000,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,7,7,2,6,3,3,3,3,3,3,3,4,4,4,4,4,4,4
Loja,521154,Olmedo,4220,-3.934000000000000,-79.64800000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Loja,521154,Paltas,23471,-4.050000000000001,-79.65000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,5,5,5,6,6,8,7,7,7,7,10,10,10,10,10,10,10,11,11,11,11,11,11,11
Loja,521154,Pindal,10540,-4.116100000000000,-80.10760000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loja,521154,Puyango,15925,-3.870000000000000,-80.09000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loja,521154,Quilanga,4197,-4.298000000000000,-79.39860000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loja,521154,Saraguro,33506,-3.625300000000000,-79.24110000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,2,2,2,2,3,4,4,4,4,4,4
Loja,521154,Sozoranga,7121,-4.327778000000000,-79.78972200000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loja,521154,Zapotillo,14325,-4.386360000000001,-80.24360000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Los Ríos,921763,Baba,43429,-1.784167000000000,-79.67666699999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,5,5,5,5,5,6,6,6,6,7,7,6,6,6,6,6,6,6,14,15,15,16,16,14,20,20,16,17,12,13,16,13,14,14,14,20,21,25,25,25,26,26
Los Ríos,921763,Babahoyo,175281,-1.800000000000000,-79.53333300000000,10,10,9,9,9,9,15,16,17,17,20,22,24,27,30,32,32,32,44,48,55,59,69,70,70,70,82,94,97,98,106,106,106,111,120,122,135,148,172,174,174,178,178,178,178,178,289,297,297,347,378,413,559,559,410,416,386,386,394,388,411,411,412,470,476,502,503,505,506,508
Los Ríos,921763,Buena Fe,83654,-0.8985719999999999,-79.48891600000000,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,7,7,7,7,8,8,8,8,8,8,9,9,9,10,10,13,13,16,19,19,19,19,19,29,30,30,35,42,42,69,69,52,61,33,35,37,35,36,36,36,61,63,63,63,64,65,78
Los Ríos,921763,Mocache,43316,-1.183850000000000,-79.50552999999999,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,4,5,6,6,4,5,4,4,7,4,4,4,4,6,6,6,6,6,6,6
Los Ríos,921763,Montalvo,28720,-1.793800000000000,-79.28570000000001,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,7,7,7,8,8,10,10,10,10,10,18,18,19,21,22,22,33,33,25,26,17,17,20,17,18,18,18,25,25,28,28,30,30,32
Los Ríos,921763,Palenque,23638,-1.432800000000000,-79.74950000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,11,11,11,11,11,10,11,11,13,13,11,11,12,11,11,11,11,11,11,11,11,11,11,11
Los Ríos,921763,Puebloviejo,44725,-1.550000000000000,-79.53388900000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,4,5,5,5,5,5,10,11,11,19,31,17,43,43,22,22,10,10,11,10,10,10,10,31,32,33,35,35,35,39
Los Ríos,921763,Quevedo,213842,-1.033333000000000,-79.45000000000000,0,0,0,0,0,0,0,0,1,3,3,4,5,13,16,16,16,16,22,29,42,44,44,47,47,48,50,51,64,64,64,64,64,68,71,71,74,75,86,86,87,87,87,87,87,87,147,147,149,173,191,206,254,254,214,251,335,346,359,351,318,319,320,276,290,290,299,300,302,308
Los Ríos,921763,Quinsaloma,20428,-1.206200000000000,-79.31450000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,3,3,3,3,6,6,6,7,7,7,7,7,7,7
Los Ríos,921763,Urdaneta,32618,-1.570556000000000,-79.47111099999999,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,6,7,7,8,8,10,10,12,13,13,13,13,13,20,23,23,28,30,28,40,40,31,31,16,16,17,16,16,16,16,32,34,34,34,34,34,36
Los Ríos,921763,Valencia,54637,-0.9525000000000000,-79.35310000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,5,5,7,7,8,8,8,8,8,8,8,8,9,9,9,10,15,20,26,26,19,20,10,10,12,10,12,12,12,14,14,14,14,14,14,15
Los Ríos,921763,Ventanas,75146,-1.450000000000000,-79.47000000000000,0,0,0,0,0,0,0,1,1,2,2,5,5,5,5,5,5,5,6,10,15,15,15,15,15,15,16,16,21,21,24,24,24,24,24,24,26,28,28,28,28,29,29,29,29,29,51,57,57,59,82,75,117,117,89,91,65,69,72,69,75,75,75,84,111,113,118,118,121,124
Los Ríos,921763,Vinces,82329,-1.558333000000000,-79.75000000000000,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,4,4,6,6,6,6,6,7,14,14,15,15,15,17,19,19,23,31,35,37,37,37,37,37,37,37,61,63,66,78,78,76,102,102,92,92,64,65,66,75,75,75,75,87,89,89,89,90,92,93
Manabí,1562079,Bolívar,45493,-0.8419440000000000,-80.16194400000001,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,3,3,3,3,3,3,4,4,4,6,6,6,6,6,6,6,6,10,10,10,11,11,16,21,21,14,21,14,15,19,16,17,18,18,24,25,27,27,27,37,37
Manabí,1562079,Chone,131002,-0.6833330000000000,-80.09999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,6,9,14,16,18,21,21,21,22,22,23,23,24,25,25,26,27,27,27,27,27,36,38,38,41,48,52,70,70,50,68,66,66,79,67,73,73,73,83,85,93,93,94,102,102
Manabí,1562079,El Carmen,111344,-1.314700000000000,-80.01690000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,6,6,7,8,8,9,10,11,14,15,17,20,21,22,22,22,22,22,22,22,22,38,39,40,44,54,54,62,62,61,60,62,63,72,63,73,73,73,77,77,83,83,85,94,97
