inec_provincia_id,provincia,total,acumuladas,lat,lng,mes
16,Pastaza,20,43,-1.066667000000000,-78.00111099999999,2
17,Pichincha,1004,2132,-0.2186110000000000,-78.50972200000000,2
24,Santa Elena,111,234,-2.226700000000000,-80.85830000000000,2
23,Sto. Domingo Tsáchilas,149,319,-0.2541670000000000,-79.17194400000000,2
21,Sucumbíos,60,109,0.08472200000000002,-76.88277800000000,2
18,Tungurahua,212,450,-1.241667000000000,-78.61972200000000,2
19,Zamora Chinchipe,30,34,-4.120000000000000,-78.80000000000000,2
1,Azuay,329,949,-2.897414000000000,-79.00448100000000,3
2,Bolívar,86,191,-1.605556000000000,-79.00305600000000,3
4,Carchi,62,168,0.8121800000000000,-77.71633000000000,3
3,Cañar,108,281,-2.733333000000000,-78.83333300000000,3
6,Chimborazo,210,623,-1.674347000000000,-78.64829400000001,3
5,Cotopaxi,157,445,-0.9333330000000000,-78.61666700000001,3
7,El Oro,287,729,-3.266667000000000,-79.96666700000000,3
8,Esmeraldas,125,375,1.050000000000000,-79.20000000000000,3
20,Galápagos,2,12,-0.7999999999999999,-89.40000000000001,3
9,Guayas,2048,5400,-2.183333000000000,-79.88333299999999,3
10,Imbabura,180,560,0.3626780000000000,-78.13066700000000,3
11,Loja,219,594,-3.983333000000000,-79.20000000000000,3
12,Los Ríos,345,906,-1.800000000000000,-79.53333300000000,3
13,Manabí,592,1657,-1.056181000000000,-80.45521700000000,3
14,Morona Santiago,38,117,-2.300000000000000,-78.11666700000001,3
15,Napo,29,103,-0.9890000000000000,-77.81590000000000,3
22,Orellana,44,103,-0.4666670000000000,-76.96666700000000,3
88,Otro,1,1,0,0,3
16,Pastaza,26,69,-1.066667000000000,-78.00111099999999,3
17,Pichincha,1085,3217,-0.2186110000000000,-78.50972200000000,3
24,Santa Elena,161,395,-2.226700000000000,-80.85830000000000,3
23,Sto. Domingo Tsáchilas,189,508,-0.2541670000000000,-79.17194400000000,3
21,Sucumbíos,44,153,0.08472200000000002,-76.88277800000000,3
18,Tungurahua,247,697,-1.241667000000000,-78.61972200000000,3
19,Zamora Chinchipe,22,56,-4.120000000000000,-78.80000000000000,3
1,Azuay,330,1279,-2.897414000000000,-79.00448100000000,4
2,Bolívar,75,266,-1.605556000000000,-79.00305600000000,4
4,Carchi,69,237,0.8121800000000000,-77.71633000000000,4
3,Cañar,107,388,-2.733333000000000,-78.83333300000000,4
6,Chimborazo,193,816,-1.674347000000000,-78.64829400000001,4
5,Cotopaxi,177,622,-0.9333330000000000,-78.61666700000001,4
7,El Oro,254,983,-3.266667000000000,-79.96666700000000,4
8,Esmeraldas,108,483,1.050000000000000,-79.20000000000000,4
20,Galápagos,7,19,-0.7999999999999999,-89.40000000000001,4
9,Guayas,1802,7202,-2.183333000000000,-79.88333299999999,4
10,Imbabura,168,728,0.3626780000000000,-78.13066700000000,4
11,Loja,192,786,-3.983333000000000,-79.20000000000000,4
12,Los Ríos,309,1215,-1.800000000000000,-79.53333300000000,4
13,Manabí,530,2187,-1.056181000000000,-80.45521700000000,4
14,Morona Santiago,33,150,-2.300000000000000,-78.11666700000001,4
15,Napo,24,127,-0.9890000000000000,-77.81590000000000,4
22,Orellana,28,131,-0.4666670000000000,-76.96666700000000,4
88,Otro,0,1,0,0,4
16,Pastaza,32,101,-1.066667000000000,-78.00111099999999,4
17,Pichincha,1048,4265,-0.2186110000000000,-78.50972200000000,4
24,Santa Elena,126,521,-2.226700000000000,-80.85830000000000,4
23,Sto. Domingo Tsáchilas,138,646,-0.2541670000000000,-79.17194400000000,4
21,Sucumbíos,44,197,0.08472200000000002,-76.88277800000000,4
18,Tungurahua,210,907,-1.241667000000000,-78.61972200000000,4
19,Zamora Chinchipe,15,71,-4.120000000000000,-78.80000000000000,4
1,Azuay,350,1629,-2.897414000000000,-79.00448100000000,5
2,Bolívar,69,335,-1.605556000000000,-79.00305600000000,5
4,Carchi,49,286,0.8121800000000000,-77.71633000000000,5
3,Cañar,79,467,-2.733333000000000,-78.83333300000000,5
6,Chimborazo,226,1042,-1.674347000000000,-78.64829400000001,5
5,Cotopaxi,188,810,-0.9333330000000000,-78.61666700000001,5
7,El Oro,237,1220,-3.266667000000000,-79.96666700000000,5
8,Esmeraldas,126,609,1.050000000000000,-79.20000000000000,5
20,Galápagos,3,22,-0.7999999999999999,-89.40000000000001,5
9,Guayas,1837,9039,-2.183333000000000,-79.88333299999999,5
10,Imbabura,153,881,0.3626780000000000,-78.13066700000000,5
11,Loja,205,991,-3.983333000000000,-79.20000000000000,5
12,Los Ríos,269,1484,-1.800000000000000,-79.53333300000000,5
13,Manabí,496,2683,-1.056181000000000,-80.45521700000000,5
14,Morona Santiago,33,183,-2.300000000000000,-78.11666700000001,5
15,Napo,35,162,-0.9890000000000000,-77.81590000000000,5
22,Orellana,33,164,-0.4666670000000000,-76.96666700000000,5
88,Otro,1,2,0,0,5
16,Pastaza,23,124,-1.066667000000000,-78.00111099999999,5
17,Pichincha,1037,5302,-0.2186110000000000,-78.50972200000000,5
24,Santa Elena,95,616,-2.226700000000000,-80.85830000000000,5
23,Sto. Domingo Tsáchilas,177,823,-0.2541670000000000,-79.17194400000000,5
21,Sucumbíos,55,252,0.08472200000000002,-76.88277800000000,5
18,Tungurahua,223,1130,-1.241667000000000,-78.61972200000000,5
19,Zamora Chinchipe,19,90,-4.120000000000000,-78.80000000000000,5
1,Azuay,311,1940,-2.897414000000000,-79.00448100000000,6
2,Bolívar,72,407,-1.605556000000000,-79.00305600000000,6
4,Carchi,48,334,0.8121800000000000,-77.71633000000000,6
3,Cañar,78,545,-2.733333000000000,-78.83333300000000,6
6,Chimborazo,187,1229,-1.674347000000000,-78.64829400000001,6
5,Cotopaxi,133,943,-0.9333330000000000,-78.61666700000001,6
7,El Oro,235,1455,-3.266667000000000,-79.96666700000000,6
8,Esmeraldas,135,744,1.050000000000000,-79.20000000000000,6
20,Galápagos,3,25,-0.7999999999999999,-89.40000000000001,6
9,Guayas,1773,10812,-2.183333000000000,-79.88333299999999,6
10,Imbabura,161,1042,0.3626780000000000,-78.13066700000000,6
11,Loja,180,1171,-3.983333000000000,-79.20000000000000,6
12,Los Ríos,262,1746,-1.800000000000000,-79.53333300000000,6
13,Manabí,437,3120,-1.056181000000000,-80.45521700000000,6
14,Morona Santiago,54,237,-2.300000000000000,-78.11666700000001,6
15,Napo,17,179,-0.9890000000000000,-77.81590000000000,6
22,Orellana,17,181,-0.4666670000000000,-76.96666700000000,6
88,Otro,0,2,0,0,6
16,Pastaza,15,139,-1.066667000000000,-78.00111099999999,6
17,Pichincha,982,6284,-0.2186110000000000,-78.50972200000000,6
24,Santa Elena,110,726,-2.226700000000000,-80.85830000000000,6
23,Sto. Domingo Tsáchilas,170,993,-0.2541670000000000,-79.17194400000000,6
21,Sucumbíos,51,303,0.08472200000000002,-76.88277800000000,6
18,Tungurahua,253,1383,-1.241667000000000,-78.61972200000000,6
19,Zamora Chinchipe,25,115,-4.120000000000000,-78.80000000000000,6
1,Azuay,362,2302,-2.897414000000000,-79.00448100000000,7
2,Bolívar,67,474,-1.605556000000000,-79.00305600000000,7
4,Carchi,49,383,0.8121800000000000,-77.71633000000000,7
3,Cañar,80,625,-2.733333000000000,-78.83333300000000,7
6,Chimborazo,197,1426,-1.674347000000000,-78.64829400000001,7
5,Cotopaxi,141,1084,-0.9333330000000000,-78.61666700000001,7
7,El Oro,247,1702,-3.266667000000000,-79.96666700000000,7
8,Esmeraldas,119,863,1.050000000000000,-79.20000000000000,7
20,Galápagos,6,31,-0.7999999999999999,-89.40000000000001,7
9,Guayas,1699,12511,-2.183333000000000,-79.88333299999999,7
10,Imbabura,183,1225,0.3626780000000000,-78.13066700000000,7
11,Loja,193,1364,-3.983333000000000,-79.20000000000000,7
12,Los Ríos,291,2037,-1.800000000000000,-79.53333300000000,7
13,Manabí,494,3614,-1.056181000000000,-80.45521700000000,7
14,Morona Santiago,46,283,-2.300000000000000,-78.11666700000001,7
15,Napo,32,211,-0.9890000000000000,-77.81590000000000,7
22,Orellana,30,211,-0.4666670000000000,-76.96666700000000,7
88,Otro,0,2,0,0,7
16,Pastaza,27,166,-1.066667000000000,-78.00111099999999,7
17,Pichincha,1065,7349,-0.2186110000000000,-78.50972200000000,7
24,Santa Elena,105,831,-2.226700000000000,-80.85830000000000,7
23,Sto. Domingo Tsáchilas,155,1148,-0.2541670000000000,-79.17194400000000,7
21,Sucumbíos,40,343,0.08472200000000002,-76.88277800000000,7
18,Tungurahua,222,1605,-1.241667000000000,-78.61972200000000,7
19,Zamora Chinchipe,22,137,-4.120000000000000,-78.80000000000000,7
1,Azuay,296,2598,-2.897414000000000,-79.00448100000000,8
2,Bolívar,75,549,-1.605556000000000,-79.00305600000000,8
4,Carchi,66,449,0.8121800000000000,-77.71633000000000,8
3,Cañar,97,722,-2.733333000000000,-78.83333300000000,8
6,Chimborazo,182,1608,-1.674347000000000,-78.64829400000001,8
5,Cotopaxi,93,1177,-0.9333330000000000,-78.61666700000001,8
7,El Oro,261,1963,-3.266667000000000,-79.96666700000000,8
8,Esmeraldas,105,968,1.050000000000000,-79.20000000000000,8
20,Galápagos,5,36,-0.7999999999999999,-89.40000000000001,8
9,Guayas,1650,14161,-2.183333000000000,-79.88333299999999,8
10,Imbabura,174,1399,0.3626780000000000,-78.13066700000000,8
11,Loja,186,1550,-3.983333000000000,-79.20000000000000,8
12,Los Ríos,320,2357,-1.800000000000000,-79.53333300000000,8
13,Manabí,538,4152,-1.056181000000000,-80.45521700000000,8
14,Morona Santiago,41,324,-2.300000000000000,-78.11666700000001,8
15,Napo,26,237,-0.9890000000000000,-77.81590000000000,8
22,Orellana,34,245,-0.4666670000000000,-76.96666700000000,8
88,Otro,0,2,0,0,8
16,Pastaza,27,193,-1.066667000000000,-78.00111099999999,8
17,Pichincha,985,8334,-0.2186110000000000,-78.50972200000000,8
24,Santa Elena,81,912,-2.226700000000000,-80.85830000000000,8
23,Sto. Domingo Tsáchilas,159,1307,-0.2541670000000000,-79.17194400000000,8
21,Sucumbíos,49,392,0.08472200000000002,-76.88277800000000,8
18,Tungurahua,196,1801,-1.241667000000000,-78.61972200000000,8
19,Zamora Chinchipe,24,161,-4.120000000000000,-78.80000000000000,8
1,Azuay,297,2895,-2.897414000000000,-79.00448100000000,9
2,Bolívar,48,597,-1.605556000000000,-79.00305600000000,9
4,Carchi,43,492,0.8121800000000000,-77.71633000000000,9
3,Cañar,88,810,-2.733333000000000,-78.83333300000000,9
6,Chimborazo,209,1817,-1.674347000000000,-78.64829400000001,9
5,Cotopaxi,71,1248,-0.9333330000000000,-78.61666700000001,9
7,El Oro,201,2164,-3.266667000000000,-79.96666700000000,9
8,Esmeraldas,154,1122,1.050000000000000,-79.20000000000000,9
20,Galápagos,3,39,-0.7999999999999999,-89.40000000000001,9
9,Guayas,1523,15684,-2.183333000000000,-79.88333299999999,9
10,Imbabura,144,1543,0.3626780000000000,-78.13066700000000,9
11,Loja,172,1722,-3.983333000000000,-79.20000000000000,9
12,Los Ríos,274,2631,-1.800000000000000,-79.53333300000000,9
13,Manabí,458,4610,-1.056181000000000,-80.45521700000000,9
14,Morona Santiago,41,365,-2.300000000000000,-78.11666700000001,9
15,Napo,28,265,-0.9890000000000000,-77.81590000000000,9
22,Orellana,26,271,-0.4666670000000000,-76.96666700000000,9
88,Otro,0,2,0,0,9
16,Pastaza,19,212,-1.066667000000000,-78.00111099999999,9
17,Pichincha,978,9312,-0.2186110000000000,-78.50972200000000,9
24,Santa Elena,97,1009,-2.226700000000000,-80.85830000000000,9
23,Sto. Domingo Tsáchilas,170,1477,-0.2541670000000000,-79.17194400000000,9
21,Sucumbíos,37,429,0.08472200000000002,-76.88277800000000,9
18,Tungurahua,190,1991,-1.241667000000000,-78.61972200000000,9
19,Zamora Chinchipe,22,183,-4.120000000000000,-78.80000000000000,9
1,Azuay,315,3210,-2.897414000000000,-79.00448100000000,10
2,Bolívar,83,680,-1.605556000000000,-79.00305600000000,10
4,Carchi,57,549,0.8121800000000000,-77.71633000000000,10
3,Cañar,91,901,-2.733333000000000,-78.83333300000000,10
6,Chimborazo,222,2039,-1.674347000000000,-78.64829400000001,10
5,Cotopaxi,59,1307,-0.9333330000000000,-78.61666700000001,10
7,El Oro,239,2403,-3.266667000000000,-79.96666700000000,10
8,Esmeraldas,104,1226,1.050000000000000,-79.20000000000000,10
20,Galápagos,2,41,-0.7999999999999999,-89.40000000000001,10
9,Guayas,1648,17332,-2.183333000000000,-79.88333299999999,10
10,Imbabura,150,1693,0.3626780000000000,-78.13066700000000,10
11,Loja,202,1924,-3.983333000000000,-79.20000000000000,10
12,Los Ríos,306,2937,-1.800000000000000,-79.53333300000000,10
13,Manabí,478,5088,-1.056181000000000,-80.45521700000000,10
14,Morona Santiago,31,396,-2.300000000000000,-78.11666700000001,10
15,Napo,32,297,-0.9890000000000000,-77.81590000000000,10
22,Orellana,35,306,-0.4666670000000000,-76.96666700000000,10
88,Otro,0,2,0,0,10
16,Pastaza,20,232,-1.066667000000000,-78.00111099999999,10
17,Pichincha,1079,10391,-0.2186110000000000,-78.50972200000000,10
24,Santa Elena,93,1102,-2.226700000000000,-80.85830000000000,10
23,Sto. Domingo Tsáchilas,160,1637,-0.2541670000000000,-79.17194400000000,10
21,Sucumbíos,55,484,0.08472200000000002,-76.88277800000000,10
18,Tungurahua,174,2165,-1.241667000000000,-78.61972200000000,10
19,Zamora Chinchipe,24,207,-4.120000000000000,-78.80000000000000,10
1,Azuay,321,3531,-2.897414000000000,-79.00448100000000,11
2,Bolívar,56,736,-1.605556000000000,-79.00305600000000,11
4,Carchi,35,584,0.8121800000000000,-77.71633000000000,11
3,Cañar,71,972,-2.733333000000000,-78.83333300000000,11
6,Chimborazo,180,2219,-1.674347000000000,-78.64829400000001,11
5,Cotopaxi,59,1366,-0.9333330000000000,-78.61666700000001,11
7,El Oro,236,2639,-3.266667000000000,-79.96666700000000,11
8,Esmeraldas,127,1353,1.050000000000000,-79.20000000000000,11
20,Galápagos,0,41,-0.7999999999999999,-89.40000000000001,11
9,Guayas,1678,19010,-2.183333000000000,-79.88333299999999,11
10,Imbabura,149,1842,0.3626780000000000,-78.13066700000000,11
11,Loja,183,2107,-3.983333000000000,-79.20000000000000,11
12,Los Ríos,267,3204,-1.800000000000000,-79.53333300000000,11
13,Manabí,534,5622,-1.056181000000000,-80.45521700000000,11
14,Morona Santiago,28,424,-2.300000000000000,-78.11666700000001,11
15,Napo,23,320,-0.9890000000000000,-77.81590000000000,11
22,Orellana,27,333,-0.4666670000000000,-76.96666700000000,11
88,Otro,0,2,0,0,11
16,Pastaza,23,255,-1.066667000000000,-78.00111099999999,11
17,Pichincha,1005,11396,-0.2186110000000000,-78.50972200000000,11
24,Santa Elena,92,1194,-2.226700000000000,-80.85830000000000,11
23,Sto. Domingo Tsáchilas,160,1797,-0.2541670000000000,-79.17194400000000,11
21,Sucumbíos,54,538,0.08472200000000002,-76.88277800000000,11
18,Tungurahua,152,2317,-1.241667000000000,-78.61972200000000,11
19,Zamora Chinchipe,20,227,-4.120000000000000,-78.80000000000000,11
1,Azuay,289,3820,-2.897414000000000,-79.00448100000000,12
2,Bolívar,48,784,-1.605556000000000,-79.00305600000000,12
4,Carchi,56,640,0.8121800000000000,-77.71633000000000,12
3,Cañar,66,1038,-2.733333000000000,-78.83333300000000,12
6,Chimborazo,179,2398,-1.674347000000000,-78.64829400000001,12
5,Cotopaxi,49,1415,-0.9333330000000000,-78.61666700000001,12
7,El Oro,217,2856,-3.266667000000000,-79.96666700000000,12
8,Esmeraldas,103,1456,1.050000000000000,-79.20000000000000,12
20,Galápagos,1,42,-0.7999999999999999,-89.40000000000001,12
9,Guayas,1489,20499,-2.183333000000000,-79.88333299999999,12
10,Imbabura,157,1999,0.3626780000000000,-78.13066700000000,12
11,Loja,153,2260,-3.983333000000000,-79.20000000000000,12
12,Los Ríos,256,3460,-1.800000000000000,-79.53333300000000,12
13,Manabí,463,6085,-1.056181000000000,-80.45521700000000,12
14,Morona Santiago,26,450,-2.300000000000000,-78.11666700000001,12
15,Napo,29,349,-0.9890000000000000,-77.81590000000000,12
22,Orellana,30,363,-0.4666670000000000,-76.96666700000000,12
88,Otro,0,2,0,0,12
16,Pastaza,22,277,-1.066667000000000,-78.00111099999999,12
17,Pichincha,1100,12496,-0.2186110000000000,-78.50972200000000,12
24,Santa Elena,82,1276,-2.226700000000000,-80.85830000000000,12
23,Sto. Domingo Tsáchilas,156,1953,-0.2541670000000000,-79.17194400000000,12
21,Sucumbíos,45,583,0.08472200000000002,-76.88277800000000,12
18,Tungurahua,184,2501,-1.241667000000000,-78.61972200000000,12
19,Zamora Chinchipe,18,245,-4.120000000000000,-78.80000000000000,12
