provincia,total,acumuladas,lat,lng,created_at
Azuay,9,755,-2.897414000000000,-79.00448100000000,13/03/2017
Bolívar,4,148,-1.605556000000000,-79.00305600000000,13/03/2017
Carchi,3,134,0.8121800000000000,-77.71633000000000,13/03/2017
Cañar,7,213,-2.733333000000000,-78.83333300000000,13/03/2017
Chimborazo,7,495,-1.674347000000000,-78.64829400000001,13/03/2017
Cotopaxi,4,343,-0.9333330000000000,-78.61666700000001,13/03/2017
El Oro,9,571,-3.266667000000000,-79.96666700000000,13/03/2017
Esmeraldas,4,312,1.050000000000000,-79.20000000000000,13/03/2017
Galápagos,0,10,-0.7999999999999999,-89.40000000000001,13/03/2017
Guayas,68,4217,-2.183333000000000,-79.88333299999999,13/03/2017
Imbabura,7,463,0.3626780000000000,-78.13066700000000,13/03/2017
Loja,3,475,-3.983333000000000,-79.20000000000000,13/03/2017
Los Ríos,15,692,-1.800000000000000,-79.53333300000000,13/03/2017
Manabí,27,1313,-1.056181000000000,-80.45521700000000,13/03/2017
Morona Santiago,0,95,-2.300000000000000,-78.11666700000001,13/03/2017
Napo,0,85,-0.9890000000000000,-77.81590000000000,13/03/2017
Orellana,1,80,-0.4666670000000000,-76.96666700000000,13/03/2017
Otro,0,0,0,0,13/03/2017
Pastaza,1,50,-1.066667000000000,-78.00111099999999,13/03/2017
Pichincha,35,2614,-0.2186110000000000,-78.50972200000000,13/03/2017
Santa Elena,9,304,-2.226700000000000,-80.85830000000000,13/03/2017
Sto. Domingo Tsáchilas,8,413,-0.2541670000000000,-79.17194400000000,13/03/2017
Sucumbíos,0,125,0.08472200000000002,-76.88277800000000,13/03/2017
Tungurahua,7,555,-1.241667000000000,-78.61972200000000,13/03/2017
Zamora Chinchipe,0,45,-4.120000000000000,-78.80000000000000,13/03/2017
Azuay,3,758,-2.897414000000000,-79.00448100000000,14/03/2017
Bolívar,4,152,-1.605556000000000,-79.00305600000000,14/03/2017
Carchi,2,136,0.8121800000000000,-77.71633000000000,14/03/2017
Cañar,3,216,-2.733333000000000,-78.83333300000000,14/03/2017
Chimborazo,7,502,-1.674347000000000,-78.64829400000001,14/03/2017
Cotopaxi,8,351,-0.9333330000000000,-78.61666700000001,14/03/2017
El Oro,8,579,-3.266667000000000,-79.96666700000000,14/03/2017
Esmeraldas,5,317,1.050000000000000,-79.20000000000000,14/03/2017
Galápagos,0,10,-0.7999999999999999,-89.40000000000001,14/03/2017
Guayas,61,4278,-2.183333000000000,-79.88333299999999,14/03/2017
Imbabura,5,468,0.3626780000000000,-78.13066700000000,14/03/2017
Loja,8,483,-3.983333000000000,-79.20000000000000,14/03/2017
Los Ríos,15,707,-1.800000000000000,-79.53333300000000,14/03/2017
Manabí,18,1331,-1.056181000000000,-80.45521700000000,14/03/2017
Morona Santiago,1,96,-2.300000000000000,-78.11666700000001,14/03/2017
Napo,2,87,-0.9890000000000000,-77.81590000000000,14/03/2017
Orellana,2,82,-0.4666670000000000,-76.96666700000000,14/03/2017
Otro,0,0,0,0,14/03/2017
Pastaza,1,51,-1.066667000000000,-78.00111099999999,14/03/2017
Pichincha,41,2655,-0.2186110000000000,-78.50972200000000,14/03/2017
Santa Elena,6,310,-2.226700000000000,-80.85830000000000,14/03/2017
Sto. Domingo Tsáchilas,5,418,-0.2541670000000000,-79.17194400000000,14/03/2017
Sucumbíos,1,126,0.08472200000000002,-76.88277800000000,14/03/2017
Tungurahua,10,565,-1.241667000000000,-78.61972200000000,14/03/2017
Zamora Chinchipe,1,46,-4.120000000000000,-78.80000000000000,14/03/2017
Azuay,11,769,-2.897414000000000,-79.00448100000000,15/03/2017
Bolívar,1,153,-1.605556000000000,-79.00305600000000,15/03/2017
Carchi,1,137,0.8121800000000000,-77.71633000000000,15/03/2017
Cañar,2,218,-2.733333000000000,-78.83333300000000,15/03/2017
Chimborazo,9,511,-1.674347000000000,-78.64829400000001,15/03/2017
Cotopaxi,4,355,-0.9333330000000000,-78.61666700000001,15/03/2017
El Oro,13,592,-3.266667000000000,-79.96666700000000,15/03/2017
Esmeraldas,3,320,1.050000000000000,-79.20000000000000,15/03/2017
Galápagos,0,10,-0.7999999999999999,-89.40000000000001,15/03/2017
Guayas,74,4352,-2.183333000000000,-79.88333299999999,15/03/2017
Imbabura,4,472,0.3626780000000000,-78.13066700000000,15/03/2017
Loja,2,485,-3.983333000000000,-79.20000000000000,15/03/2017
Los Ríos,13,720,-1.800000000000000,-79.53333300000000,15/03/2017
Manabí,12,1343,-1.056181000000000,-80.45521700000000,15/03/2017
Morona Santiago,0,96,-2.300000000000000,-78.11666700000001,15/03/2017
Napo,0,87,-0.9890000000000000,-77.81590000000000,15/03/2017
Orellana,0,82,-0.4666670000000000,-76.96666700000000,15/03/2017
Otro,0,0,0,0,15/03/2017
Pastaza,1,52,-1.066667000000000,-78.00111099999999,15/03/2017
Pichincha,37,2692,-0.2186110000000000,-78.50972200000000,15/03/2017
Santa Elena,8,318,-2.226700000000000,-80.85830000000000,15/03/2017
Sto. Domingo Tsáchilas,7,425,-0.2541670000000000,-79.17194400000000,15/03/2017
Sucumbíos,2,128,0.08472200000000002,-76.88277800000000,15/03/2017
Tungurahua,6,571,-1.241667000000000,-78.61972200000000,15/03/2017
Zamora Chinchipe,2,48,-4.120000000000000,-78.80000000000000,15/03/2017
Azuay,6,775,-2.897414000000000,-79.00448100000000,16/03/2017
Bolívar,4,157,-1.605556000000000,-79.00305600000000,16/03/2017
Carchi,2,139,0.8121800000000000,-77.71633000000000,16/03/2017
Cañar,5,223,-2.733333000000000,-78.83333300000000,16/03/2017
Chimborazo,3,514,-1.674347000000000,-78.64829400000001,16/03/2017
Cotopaxi,4,359,-0.9333330000000000,-78.61666700000001,16/03/2017
El Oro,18,610,-3.266667000000000,-79.96666700000000,16/03/2017
Esmeraldas,6,326,1.050000000000000,-79.20000000000000,16/03/2017
Galápagos,0,10,-0.7999999999999999,-89.40000000000001,16/03/2017
Guayas,55,4407,-2.183333000000000,-79.88333299999999,16/03/2017
Imbabura,3,475,0.3626780000000000,-78.13066700000000,16/03/2017
Loja,6,491,-3.983333000000000,-79.20000000000000,16/03/2017
Los Ríos,14,734,-1.800000000000000,-79.53333300000000,16/03/2017
Manabí,21,1364,-1.056181000000000,-80.45521700000000,16/03/2017
Morona Santiago,1,97,-2.300000000000000,-78.11666700000001,16/03/2017
Napo,2,89,-0.9890000000000000,-77.81590000000000,16/03/2017
Orellana,1,83,-0.4666670000000000,-76.96666700000000,16/03/2017
Otro,0,0,0,0,16/03/2017
Pastaza,2,54,-1.066667000000000,-78.00111099999999,16/03/2017
Pichincha,35,2727,-0.2186110000000000,-78.50972200000000,16/03/2017
Santa Elena,6,324,-2.226700000000000,-80.85830000000000,16/03/2017
Sto. Domingo Tsáchilas,3,428,-0.2541670000000000,-79.17194400000000,16/03/2017
Sucumbíos,2,130,0.08472200000000002,-76.88277800000000,16/03/2017
Tungurahua,9,580,-1.241667000000000,-78.61972200000000,16/03/2017
Zamora Chinchipe,0,48,-4.120000000000000,-78.80000000000000,16/03/2017
Azuay,16,791,-2.897414000000000,-79.00448100000000,17/03/2017
Bolívar,1,158,-1.605556000000000,-79.00305600000000,17/03/2017
Carchi,3,142,0.8121800000000000,-77.71633000000000,17/03/2017
Cañar,5,228,-2.733333000000000,-78.83333300000000,17/03/2017
Chimborazo,9,523,-1.674347000000000,-78.64829400000001,17/03/2017
Cotopaxi,7,366,-0.9333330000000000,-78.61666700000001,17/03/2017
El Oro,7,617,-3.266667000000000,-79.96666700000000,17/03/2017
Esmeraldas,3,329,1.050000000000000,-79.20000000000000,17/03/2017
Galápagos,0,10,-0.7999999999999999,-89.40000000000001,17/03/2017
Guayas,79,4486,-2.183333000000000,-79.88333299999999,17/03/2017
Imbabura,6,481,0.3626780000000000,-78.13066700000000,17/03/2017
Loja,11,502,-3.983333000000000,-79.20000000000000,17/03/2017
Los Ríos,14,748,-1.800000000000000,-79.53333300000000,17/03/2017
Manabí,22,1386,-1.056181000000000,-80.45521700000000,17/03/2017
Morona Santiago,0,97,-2.300000000000000,-78.11666700000001,17/03/2017
Napo,0,89,-0.9890000000000000,-77.81590000000000,17/03/2017
Orellana,1,84,-0.4666670000000000,-76.96666700000000,17/03/2017
Otro,0,0,0,0,17/03/2017
Pastaza,2,56,-1.066667000000000,-78.00111099999999,17/03/2017
Pichincha,27,2754,-0.2186110000000000,-78.50972200000000,17/03/2017
Santa Elena,5,329,-2.226700000000000,-80.85830000000000,17/03/2017
Sto. Domingo Tsáchilas,5,433,-0.2541670000000000,-79.17194400000000,17/03/2017
Sucumbíos,4,134,0.08472200000000002,-76.88277800000000,17/03/2017
Tungurahua,10,590,-1.241667000000000,-78.61972200000000,17/03/2017
Zamora Chinchipe,1,49,-4.120000000000000,-78.80000000000000,17/03/2017
Azuay,9,800,-2.897414000000000,-79.00448100000000,18/03/2017
Bolívar,2,160,-1.605556000000000,-79.00305600000000,18/03/2017
Carchi,3,145,0.8121800000000000,-77.71633000000000,18/03/2017
Cañar,2,230,-2.733333000000000,-78.83333300000000,18/03/2017
Chimborazo,8,531,-1.674347000000000,-78.64829400000001,18/03/2017
Cotopaxi,1,367,-0.9333330000000000,-78.61666700000001,18/03/2017
El Oro,4,621,-3.266667000000000,-79.96666700000000,18/03/2017
Esmeraldas,2,331,1.050000000000000,-79.20000000000000,18/03/2017
Galápagos,0,10,-0.7999999999999999,-89.40000000000001,18/03/2017
Guayas,65,4551,-2.183333000000000,-79.88333299999999,18/03/2017
Imbabura,1,482,0.3626780000000000,-78.13066700000000,18/03/2017
Loja,5,507,-3.983333000000000,-79.20000000000000,18/03/2017
Los Ríos,14,762,-1.800000000000000,-79.53333300000000,18/03/2017
Manabí,15,1401,-1.056181000000000,-80.45521700000000,18/03/2017
Morona Santiago,0,97,-2.300000000000000,-78.11666700000001,18/03/2017
Napo,1,90,-0.9890000000000000,-77.81590000000000,18/03/2017
Orellana,1,85,-0.4666670000000000,-76.96666700000000,18/03/2017
Otro,0,0,0,0,18/03/2017
Pastaza,0,56,-1.066667000000000,-78.00111099999999,18/03/2017
Pichincha,36,2790,-0.2186110000000000,-78.50972200000000,18/03/2017
Santa Elena,1,330,-2.226700000000000,-80.85830000000000,18/03/2017
Sto. Domingo Tsáchilas,4,437,-0.2541670000000000,-79.17194400000000,18/03/2017
Sucumbíos,2,136,0.08472200000000002,-76.88277800000000,18/03/2017
Tungurahua,6,596,-1.241667000000000,-78.61972200000000,18/03/2017
Zamora Chinchipe,1,50,-4.120000000000000,-78.80000000000000,18/03/2017
Azuay,10,810,-2.897414000000000,-79.00448100000000,19/03/2017
Bolívar,1,161,-1.605556000000000,-79.00305600000000,19/03/2017
Carchi,4,149,0.8121800000000000,-77.71633000000000,19/03/2017
Cañar,7,237,-2.733333000000000,-78.83333300000000,19/03/2017
Chimborazo,5,536,-1.674347000000000,-78.64829400000001,19/03/2017
Cotopaxi,6,373,-0.9333330000000000,-78.61666700000001,19/03/2017
El Oro,6,627,-3.266667000000000,-79.96666700000000,19/03/2017
Esmeraldas,4,335,1.050000000000000,-79.20000000000000,19/03/2017
Galápagos,0,10,-0.7999999999999999,-89.40000000000001,19/03/2017
Guayas,63,4614,-2.183333000000000,-79.88333299999999,19/03/2017
Imbabura,6,488,0.3626780000000000,-78.13066700000000,19/03/2017
Loja,6,513,-3.983333000000000,-79.20000000000000,19/03/2017
Los Ríos,12,774,-1.800000000000000,-79.53333300000000,19/03/2017
Manabí,20,1421,-1.056181000000000,-80.45521700000000,19/03/2017
Morona Santiago,2,99,-2.300000000000000,-78.11666700000001,19/03/2017
Napo,0,90,-0.9890000000000000,-77.81590000000000,19/03/2017
Orellana,2,87,-0.4666670000000000,-76.96666700000000,19/03/2017
Otro,0,0,0,0,19/03/2017
Pastaza,2,58,-1.066667000000000,-78.00111099999999,19/03/2017
Pichincha,30,2820,-0.2186110000000000,-78.50972200000000,19/03/2017
Santa Elena,4,334,-2.226700000000000,-80.85830000000000,19/03/2017
Sto. Domingo Tsáchilas,7,444,-0.2541670000000000,-79.17194400000000,19/03/2017
Sucumbíos,1,137,0.08472200000000002,-76.88277800000000,19/03/2017
Tungurahua,9,605,-1.241667000000000,-78.61972200000000,19/03/2017
Zamora Chinchipe,1,51,-4.120000000000000,-78.80000000000000,19/03/2017
Azuay,10,820,-2.897414000000000,-79.00448100000000,20/03/2017
Bolívar,2,163,-1.605556000000000,-79.00305600000000,20/03/2017
Carchi,1,150,0.8121800000000000,-77.71633000000000,20/03/2017
Cañar,7,244,-2.733333000000000,-78.83333300000000,20/03/2017
Chimborazo,8,544,-1.674347000000000,-78.64829400000001,20/03/2017
Cotopaxi,5,378,-0.9333330000000000,-78.61666700000001,20/03/2017
El Oro,12,639,-3.266667000000000,-79.96666700000000,20/03/2017
Esmeraldas,1,336,1.050000000000000,-79.20000000000000,20/03/2017
Galápagos,0,10,-0.7999999999999999,-89.40000000000001,20/03/2017
Guayas,76,4690,-2.183333000000000,-79.88333299999999,20/03/2017
Imbabura,6,494,0.3626780000000000,-78.13066700000000,20/03/2017
Loja,9,522,-3.983333000000000,-79.20000000000000,20/03/2017
Los Ríos,13,787,-1.800000000000000,-79.53333300000000,20/03/2017
Manabí,21,1442,-1.056181000000000,-80.45521700000000,20/03/2017
Morona Santiago,0,99,-2.300000000000000,-78.11666700000001,20/03/2017
Napo,1,91,-0.9890000000000000,-77.81590000000000,20/03/2017
Orellana,2,89,-0.4666670000000000,-76.96666700000000,20/03/2017
Otro,0,0,0,0,20/03/2017
Pastaza,1,59,-1.066667000000000,-78.00111099999999,20/03/2017
Pichincha,40,2860,-0.2186110000000000,-78.50972200000000,20/03/2017
Santa Elena,2,336,-2.226700000000000,-80.85830000000000,20/03/2017
Sto. Domingo Tsáchilas,6,450,-0.2541670000000000,-79.17194400000000,20/03/2017
Sucumbíos,0,137,0.08472200000000002,-76.88277800000000,20/03/2017
Tungurahua,11,616,-1.241667000000000,-78.61972200000000,20/03/2017
Zamora Chinchipe,0,51,-4.120000000000000,-78.80000000000000,20/03/2017
Azuay,12,832,-2.897414000000000,-79.00448100000000,21/03/2017
Bolívar,1,164,-1.605556000000000,-79.00305600000000,21/03/2017
Carchi,3,153,0.8121800000000000,-77.71633000000000,21/03/2017
Cañar,1,245,-2.733333000000000,-78.83333300000000,21/03/2017
Chimborazo,11,555,-1.674347000000000,-78.64829400000001,21/03/2017
Cotopaxi,4,382,-0.9333330000000000,-78.61666700000001,21/03/2017
El Oro,11,650,-3.266667000000000,-79.96666700000000,21/03/2017
Esmeraldas,4,340,1.050000000000000,-79.20000000000000,21/03/2017
Galápagos,0,10,-0.7999999999999999,-89.40000000000001,21/03/2017
Guayas,63,4753,-2.183333000000000,-79.88333299999999,21/03/2017
Imbabura,10,504,0.3626780000000000,-78.13066700000000,21/03/2017
Loja,3,525,-3.983333000000000,-79.20000000000000,21/03/2017
Los Ríos,13,800,-1.800000000000000,-79.53333300000000,21/03/2017
Manabí,19,1461,-1.056181000000000,-80.45521700000000,21/03/2017
Morona Santiago,1,100,-2.300000000000000,-78.11666700000001,21/03/2017
Napo,1,92,-0.9890000000000000,-77.81590000000000,21/03/2017
Orellana,2,91,-0.4666670000000000,-76.96666700000000,21/03/2017
Otro,0,0,0,0,21/03/2017
Pastaza,1,60,-1.066667000000000,-78.00111099999999,21/03/2017
Pichincha,41,2901,-0.2186110000000000,-78.50972200000000,21/03/2017
Santa Elena,7,343,-2.226700000000000,-80.85830000000000,21/03/2017
Sto. Domingo Tsáchilas,6,456,-0.2541670000000000,-79.17194400000000,21/03/2017
Sucumbíos,2,139,0.08472200000000002,-76.88277800000000,21/03/2017
Tungurahua,8,624,-1.241667000000000,-78.61972200000000,21/03/2017
Zamora Chinchipe,0,51,-4.120000000000000,-78.80000000000000,21/03/2017
Azuay,14,846,-2.897414000000000,-79.00448100000000,22/03/2017
Bolívar,4,168,-1.605556000000000,-79.00305600000000,22/03/2017
Carchi,2,155,0.8121800000000000,-77.71633000000000,22/03/2017
Cañar,7,252,-2.733333000000000,-78.83333300000000,22/03/2017
Chimborazo,3,558,-1.674347000000000,-78.64829400000001,22/03/2017
Cotopaxi,6,388,-0.9333330000000000,-78.61666700000001,22/03/2017
El Oro,10,660,-3.266667000000000,-79.96666700000000,22/03/2017
Esmeraldas,3,343,1.050000000000000,-79.20000000000000,22/03/2017
Galápagos,0,10,-0.7999999999999999,-89.40000000000001,22/03/2017
Guayas,68,4821,-2.183333000000000,-79.88333299999999,22/03/2017
Imbabura,7,511,0.3626780000000000,-78.13066700000000,22/03/2017
Loja,6,531,-3.983333000000000,-79.20000000000000,22/03/2017
Los Ríos,13,813,-1.800000000000000,-79.53333300000000,22/03/2017
Manabí,23,1484,-1.056181000000000,-80.45521700000000,22/03/2017
Morona Santiago,1,101,-2.300000000000000,-78.11666700000001,22/03/2017
Napo,0,92,-0.9890000000000000,-77.81590000000000,22/03/2017
Orellana,1,92,-0.4666670000000000,-76.96666700000000,22/03/2017
Otro,0,0,0,0,22/03/2017
Pastaza,1,61,-1.066667000000000,-78.00111099999999,22/03/2017
Pichincha,27,2928,-0.2186110000000000,-78.50972200000000,22/03/2017
Santa Elena,7,350,-2.226700000000000,-80.85830000000000,22/03/2017
Sto. Domingo Tsáchilas,5,461,-0.2541670000000000,-79.17194400000000,22/03/2017
Sucumbíos,2,141,0.08472200000000002,-76.88277800000000,22/03/2017
Tungurahua,10,634,-1.241667000000000,-78.61972200000000,22/03/2017
Zamora Chinchipe,1,52,-4.120000000000000,-78.80000000000000,22/03/2017
Azuay,10,856,-2.897414000000000,-79.00448100000000,23/03/2017
Bolívar,3,171,-1.605556000000000,-79.00305600000000,23/03/2017
Carchi,1,156,0.8121800000000000,-77.71633000000000,23/03/2017
Cañar,2,254,-2.733333000000000,-78.83333300000000,23/03/2017
Chimborazo,3,561,-1.674347000000000,-78.64829400000001,23/03/2017
Cotopaxi,9,397,-0.9333330000000000,-78.61666700000001,23/03/2017
El Oro,8,668,-3.266667000000000,-79.96666700000000,23/03/2017
Esmeraldas,3,346,1.050000000000000,-79.20000000000000,23/03/2017
Galápagos,1,11,-0.7999999999999999,-89.40000000000001,23/03/2017
Guayas,69,4890,-2.183333000000000,-79.88333299999999,23/03/2017
Imbabura,5,516,0.3626780000000000,-78.13066700000000,23/03/2017
Loja,6,537,-3.983333000000000,-79.20000000000000,23/03/2017
Los Ríos,15,828,-1.800000000000000,-79.53333300000000,23/03/2017
Manabí,26,1510,-1.056181000000000,-80.45521700000000,23/03/2017
Morona Santiago,1,102,-2.300000000000000,-78.11666700000001,23/03/2017
Napo,4,96,-0.9890000000000000,-77.81590000000000,23/03/2017
Orellana,0,92,-0.4666670000000000,-76.96666700000000,23/03/2017
Otro,0,0,0,0,23/03/2017
Pastaza,2,63,-1.066667000000000,-78.00111099999999,23/03/2017
Pichincha,36,2964,-0.2186110000000000,-78.50972200000000,23/03/2017
Santa Elena,4,354,-2.226700000000000,-80.85830000000000,23/03/2017
Sto. Domingo Tsáchilas,6,467,-0.2541670000000000,-79.17194400000000,23/03/2017
Sucumbíos,1,142,0.08472200000000002,-76.88277800000000,23/03/2017
Tungurahua,7,641,-1.241667000000000,-78.61972200000000,23/03/2017
Zamora Chinchipe,0,52,-4.120000000000000,-78.80000000000000,23/03/2017
Azuay,12,868,-2.897414000000000,-79.00448100000000,24/03/2017
Bolívar,3,174,-1.605556000000000,-79.00305600000000,24/03/2017
Carchi,2,158,0.8121800000000000,-77.71633000000000,24/03/2017
Cañar,4,258,-2.733333000000000,-78.83333300000000,24/03/2017
Chimborazo,11,572,-1.674347000000000,-78.64829400000001,24/03/2017
Cotopaxi,2,399,-0.9333330000000000,-78.61666700000001,24/03/2017
El Oro,6,674,-3.266667000000000,-79.96666700000000,24/03/2017
Esmeraldas,5,351,1.050000000000000,-79.20000000000000,24/03/2017
Galápagos,0,11,-0.7999999999999999,-89.40000000000001,24/03/2017
Guayas,62,4952,-2.183333000000000,-79.88333299999999,24/03/2017
Imbabura,6,522,0.3626780000000000,-78.13066700000000,24/03/2017
Loja,7,544,-3.983333000000000,-79.20000000000000,24/03/2017
Los Ríos,12,840,-1.800000000000000,-79.53333300000000,24/03/2017
Manabí,18,1528,-1.056181000000000,-80.45521700000000,24/03/2017
Morona Santiago,5,107,-2.300000000000000,-78.11666700000001,24/03/2017
Napo,1,97,-0.9890000000000000,-77.81590000000000,24/03/2017
Orellana,1,93,-0.4666670000000000,-76.96666700000000,24/03/2017
Otro,0,0,0,0,24/03/2017
Pastaza,0,63,-1.066667000000000,-78.00111099999999,24/03/2017
Pichincha,27,2991,-0.2186110000000000,-78.50972200000000,24/03/2017
Santa Elena,5,359,-2.226700000000000,-80.85830000000000,24/03/2017
Sto. Domingo Tsáchilas,5,472,-0.2541670000000000,-79.17194400000000,24/03/2017
Sucumbíos,1,143,0.08472200000000002,-76.88277800000000,24/03/2017
Tungurahua,3,644,-1.241667000000000,-78.61972200000000,24/03/2017
Zamora Chinchipe,0,52,-4.120000000000000,-78.80000000000000,24/03/2017
Azuay,8,876,-2.897414000000000,-79.00448100000000,25/03/2017
Bolívar,1,175,-1.605556000000000,-79.00305600000000,25/03/2017
Carchi,1,159,0.8121800000000000,-77.71633000000000,25/03/2017
Cañar,3,261,-2.733333000000000,-78.83333300000000,25/03/2017
Chimborazo,4,576,-1.674347000000000,-78.64829400000001,25/03/2017
Cotopaxi,7,406,-0.9333330000000000,-78.61666700000001,25/03/2017
El Oro,10,684,-3.266667000000000,-79.96666700000000,25/03/2017
Esmeraldas,2,353,1.050000000000000,-79.20000000000000,25/03/2017
Galápagos,0,11,-0.7999999999999999,-89.40000000000001,25/03/2017
Guayas,52,5004,-2.183333000000000,-79.88333299999999,25/03/2017
Imbabura,2,524,0.3626780000000000,-78.13066700000000,25/03/2017
Loja,5,549,-3.983333000000000,-79.20000000000000,25/03/2017
Los Ríos,15,855,-1.800000000000000,-79.53333300000000,25/03/2017
Manabí,16,1544,-1.056181000000000,-80.45521700000000,25/03/2017
Morona Santiago,5,112,-2.300000000000000,-78.11666700000001,25/03/2017
Napo,2,99,-0.9890000000000000,-77.81590000000000,25/03/2017
Orellana,2,95,-0.4666670000000000,-76.96666700000000,25/03/2017
Otro,0,0,0,0,25/03/2017
Pastaza,1,64,-1.066667000000000,-78.00111099999999,25/03/2017
Pichincha,34,3025,-0.2186110000000000,-78.50972200000000,25/03/2017
Santa Elena,3,362,-2.226700000000000,-80.85830000000000,25/03/2017
Sto. Domingo Tsáchilas,4,476,-0.2541670000000000,-79.17194400000000,25/03/2017
Sucumbíos,0,143,0.08472200000000002,-76.88277800000000,25/03/2017
Tungurahua,5,649,-1.241667000000000,-78.61972200000000,25/03/2017
Zamora Chinchipe,0,52,-4.120000000000000,-78.80000000000000,25/03/2017
Azuay,11,887,-2.897414000000000,-79.00448100000000,26/03/2017
Bolívar,5,180,-1.605556000000000,-79.00305600000000,26/03/2017
Carchi,1,160,0.8121800000000000,-77.71633000000000,26/03/2017
Cañar,1,262,-2.733333000000000,-78.83333300000000,26/03/2017
Chimborazo,13,589,-1.674347000000000,-78.64829400000001,26/03/2017
Cotopaxi,6,412,-0.9333330000000000,-78.61666700000001,26/03/2017
El Oro,8,692,-3.266667000000000,-79.96666700000000,26/03/2017
Esmeraldas,6,359,1.050000000000000,-79.20000000000000,26/03/2017
Galápagos,0,11,-0.7999999999999999,-89.40000000000001,26/03/2017
Guayas,56,5060,-2.183333000000000,-79.88333299999999,26/03/2017
Imbabura,7,531,0.3626780000000000,-78.13066700000000,26/03/2017
Loja,9,558,-3.983333000000000,-79.20000000000000,26/03/2017
Los Ríos,7,862,-1.800000000000000,-79.53333300000000,26/03/2017
Manabí,13,1557,-1.056181000000000,-80.45521700000000,26/03/2017
Morona Santiago,0,112,-2.300000000000000,-78.11666700000001,26/03/2017
Napo,0,99,-0.9890000000000000,-77.81590000000000,26/03/2017
Orellana,3,98,-0.4666670000000000,-76.96666700000000,26/03/2017
Otro,0,0,0,0,26/03/2017
Pastaza,1,65,-1.066667000000000,-78.00111099999999,26/03/2017
Pichincha,36,3061,-0.2186110000000000,-78.50972200000000,26/03/2017
Santa Elena,10,372,-2.226700000000000,-80.85830000000000,26/03/2017
Sto. Domingo Tsáchilas,6,482,-0.2541670000000000,-79.17194400000000,26/03/2017
Sucumbíos,3,146,0.08472200000000002,-76.88277800000000,26/03/2017
Tungurahua,3,652,-1.241667000000000,-78.61972200000000,26/03/2017
Zamora Chinchipe,0,52,-4.120000000000000,-78.80000000000000,26/03/2017
Azuay,9,896,-2.897414000000000,-79.00448100000000,27/03/2017
Bolívar,2,182,-1.605556000000000,-79.00305600000000,27/03/2017
Carchi,4,164,0.8121800000000000,-77.71633000000000,27/03/2017
Cañar,5,267,-2.733333000000000,-78.83333300000000,27/03/2017
Chimborazo,6,595,-1.674347000000000,-78.64829400000001,27/03/2017
Cotopaxi,4,416,-0.9333330000000000,-78.61666700000001,27/03/2017
El Oro,12,704,-3.266667000000000,-79.96666700000000,27/03/2017
Esmeraldas,3,362,1.050000000000000,-79.20000000000000,27/03/2017
Galápagos,0,11,-0.7999999999999999,-89.40000000000001,27/03/2017
Guayas,73,5133,-2.183333000000000,-79.88333299999999,27/03/2017
Imbabura,7,538,0.3626780000000000,-78.13066700000000,27/03/2017
Loja,7,565,-3.983333000000000,-79.20000000000000,27/03/2017
Los Ríos,6,868,-1.800000000000000,-79.53333300000000,27/03/2017
Manabí,16,1573,-1.056181000000000,-80.45521700000000,27/03/2017
Morona Santiago,1,113,-2.300000000000000,-78.11666700000001,27/03/2017
Napo,2,101,-0.9890000000000000,-77.81590000000000,27/03/2017
Orellana,2,100,-0.4666670000000000,-76.96666700000000,27/03/2017
Otro,0,0,0,0,27/03/2017
Pastaza,2,67,-1.066667000000000,-78.00111099999999,27/03/2017
Pichincha,38,3099,-0.2186110000000000,-78.50972200000000,27/03/2017
Santa Elena,4,376,-2.226700000000000,-80.85830000000000,27/03/2017
Sto. Domingo Tsáchilas,1,483,-0.2541670000000000,-79.17194400000000,27/03/2017
Sucumbíos,0,146,0.08472200000000002,-76.88277800000000,27/03/2017
Tungurahua,15,667,-1.241667000000000,-78.61972200000000,27/03/2017
Zamora Chinchipe,2,54,-4.120000000000000,-78.80000000000000,27/03/2017
Azuay,13,909,-2.897414000000000,-79.00448100000000,28/03/2017
Bolívar,0,182,-1.605556000000000,-79.00305600000000,28/03/2017
Carchi,1,165,0.8121800000000000,-77.71633000000000,28/03/2017
Cañar,5,272,-2.733333000000000,-78.83333300000000,28/03/2017
Chimborazo,6,601,-1.674347000000000,-78.64829400000001,28/03/2017
Cotopaxi,8,424,-0.9333330000000000,-78.61666700000001,28/03/2017
El Oro,4,708,-3.266667000000000,-79.96666700000000,28/03/2017
Esmeraldas,5,367,1.050000000000000,-79.20000000000000,28/03/2017
Galápagos,0,11,-0.7999999999999999,-89.40000000000001,28/03/2017
Guayas,70,5203,-2.183333000000000,-79.88333299999999,28/03/2017
Imbabura,5,543,0.3626780000000000,-78.13066700000000,28/03/2017
Loja,8,573,-3.983333000000000,-79.20000000000000,28/03/2017
Los Ríos,7,875,-1.800000000000000,-79.53333300000000,28/03/2017
Manabí,24,1597,-1.056181000000000,-80.45521700000000,28/03/2017
Morona Santiago,0,113,-2.300000000000000,-78.11666700000001,28/03/2017
Napo,0,101,-0.9890000000000000,-77.81590000000000,28/03/2017
Orellana,1,101,-0.4666670000000000,-76.96666700000000,28/03/2017
Otro,0,0,0,0,28/03/2017
Pastaza,0,67,-1.066667000000000,-78.00111099999999,28/03/2017
Pichincha,34,3133,-0.2186110000000000,-78.50972200000000,28/03/2017
Santa Elena,2,378,-2.226700000000000,-80.85830000000000,28/03/2017
