provincia,total,acumuladas,lat,lng,semana
Imbabura,28,781,0.3626780000000000,-78.13066700000000,19
Loja,54,882,-3.983333000000000,-79.20000000000000,19
Los Ríos,66,1334,-1.800000000000000,-79.53333300000000,19
Manabí,131,2416,-1.056181000000000,-80.45521700000000,19
Morona Santiago,10,163,-2.300000000000000,-78.11666700000001,19
Napo,5,138,-0.9890000000000000,-77.81590000000000,19
Orellana,7,145,-0.4666670000000000,-76.96666700000000,19
Otro,0,2,0,0,19
Pastaza,4,108,-1.066667000000000,-78.00111099999999,19
Pichincha,239,4693,-0.2186110000000000,-78.50972200000000,19
Santa Elena,25,564,-2.226700000000000,-80.85830000000000,19
Sto. Domingo Tsáchilas,37,724,-0.2541670000000000,-79.17194400000000,19
Sucumbíos,11,213,0.08472200000000002,-76.88277800000000,19
Tungurahua,55,1001,-1.241667000000000,-78.61972200000000,19
Zamora Chinchipe,5,80,-4.120000000000000,-78.80000000000000,19
Azuay,80,1512,-2.897414000000000,-79.00448100000000,20
Bolívar,14,308,-1.605556000000000,-79.00305600000000,20
Carchi,15,264,0.8121800000000000,-77.71633000000000,20
Cañar,24,443,-2.733333000000000,-78.83333300000000,20
Chimborazo,48,955,-1.674347000000000,-78.64829400000001,20
Cotopaxi,45,755,-0.9333330000000000,-78.61666700000001,20
El Oro,55,1122,-3.266667000000000,-79.96666700000000,20
Esmeraldas,27,555,1.050000000000000,-79.20000000000000,20
Galápagos,0,20,-0.7999999999999999,-89.40000000000001,20
Guayas,418,8405,-2.183333000000000,-79.88333299999999,20
Imbabura,32,813,0.3626780000000000,-78.13066700000000,20
Loja,34,916,-3.983333000000000,-79.20000000000000,20
Los Ríos,60,1394,-1.800000000000000,-79.53333300000000,20
Manabí,97,2513,-1.056181000000000,-80.45521700000000,20
Morona Santiago,5,168,-2.300000000000000,-78.11666700000001,20
Napo,11,149,-0.9890000000000000,-77.81590000000000,20
Orellana,11,156,-0.4666670000000000,-76.96666700000000,20
Otro,0,2,0,0,20
Pastaza,7,115,-1.066667000000000,-78.00111099999999,20
Pichincha,225,4918,-0.2186110000000000,-78.50972200000000,20
Santa Elena,22,586,-2.226700000000000,-80.85830000000000,20
Sto. Domingo Tsáchilas,37,761,-0.2541670000000000,-79.17194400000000,20
Sucumbíos,13,226,0.08472200000000002,-76.88277800000000,20
Tungurahua,51,1052,-1.241667000000000,-78.61972200000000,20
Zamora Chinchipe,7,87,-4.120000000000000,-78.80000000000000,20
Azuay,74,1586,-2.897414000000000,-79.00448100000000,21
Bolívar,19,327,-1.605556000000000,-79.00305600000000,21
Carchi,15,279,0.8121800000000000,-77.71633000000000,21
Cañar,16,459,-2.733333000000000,-78.83333300000000,21
Chimborazo,43,998,-1.674347000000000,-78.64829400000001,21
Cotopaxi,34,789,-0.9333330000000000,-78.61666700000001,21
El Oro,58,1180,-3.266667000000000,-79.96666700000000,21
Esmeraldas,35,590,1.050000000000000,-79.20000000000000,21
Galápagos,1,21,-0.7999999999999999,-89.40000000000001,21
Guayas,411,8816,-2.183333000000000,-79.88333299999999,21
Imbabura,45,858,0.3626780000000000,-78.13066700000000,21
Loja,45,961,-3.983333000000000,-79.20000000000000,21
Los Ríos,60,1454,-1.800000000000000,-79.53333300000000,21
Manabí,111,2624,-1.056181000000000,-80.45521700000000,21
Morona Santiago,11,179,-2.300000000000000,-78.11666700000001,21
Napo,8,157,-0.9890000000000000,-77.81590000000000,21
Orellana,4,160,-0.4666670000000000,-76.96666700000000,21
Otro,0,2,0,0,21
Pastaza,7,122,-1.066667000000000,-78.00111099999999,21
Pichincha,237,5155,-0.2186110000000000,-78.50972200000000,21
Santa Elena,14,600,-2.226700000000000,-80.85830000000000,21
Sto. Domingo Tsáchilas,36,797,-0.2541670000000000,-79.17194400000000,21
Sucumbíos,13,239,0.08472200000000002,-76.88277800000000,21
Tungurahua,49,1101,-1.241667000000000,-78.61972200000000,21
Zamora Chinchipe,2,89,-4.120000000000000,-78.80000000000000,21
Azuay,76,1662,-2.897414000000000,-79.00448100000000,22
Bolívar,16,343,-1.605556000000000,-79.00305600000000,22
Carchi,10,289,0.8121800000000000,-77.71633000000000,22
Cañar,17,476,-2.733333000000000,-78.83333300000000,22
Chimborazo,48,1046,-1.674347000000000,-78.64829400000001,22
Cotopaxi,43,832,-0.9333330000000000,-78.61666700000001,22
El Oro,61,1241,-3.266667000000000,-79.96666700000000,22
Esmeraldas,30,620,1.050000000000000,-79.20000000000000,22
Galápagos,1,22,-0.7999999999999999,-89.40000000000001,22
Guayas,419,9235,-2.183333000000000,-79.88333299999999,22
Imbabura,36,894,0.3626780000000000,-78.13066700000000,22
Loja,54,1015,-3.983333000000000,-79.20000000000000,22
Los Ríos,42,1496,-1.800000000000000,-79.53333300000000,22
Manabí,97,2721,-1.056181000000000,-80.45521700000000,22
Morona Santiago,13,192,-2.300000000000000,-78.11666700000001,22
Napo,6,163,-0.9890000000000000,-77.81590000000000,22
Orellana,3,163,-0.4666670000000000,-76.96666700000000,22
Otro,0,2,0,0,22
Pastaza,4,126,-1.066667000000000,-78.00111099999999,22
Pichincha,235,5390,-0.2186110000000000,-78.50972200000000,22
Santa Elena,24,624,-2.226700000000000,-80.85830000000000,22
Sto. Domingo Tsáchilas,47,844,-0.2541670000000000,-79.17194400000000,22
Sucumbíos,15,254,0.08472200000000002,-76.88277800000000,22
Tungurahua,55,1156,-1.241667000000000,-78.61972200000000,22
Zamora Chinchipe,6,95,-4.120000000000000,-78.80000000000000,22
Azuay,80,1742,-2.897414000000000,-79.00448100000000,23
Bolívar,22,365,-1.605556000000000,-79.00305600000000,23
Carchi,15,304,0.8121800000000000,-77.71633000000000,23
Cañar,13,489,-2.733333000000000,-78.83333300000000,23
Chimborazo,41,1087,-1.674347000000000,-78.64829400000001,23
Cotopaxi,31,863,-0.9333330000000000,-78.61666700000001,23
El Oro,50,1291,-3.266667000000000,-79.96666700000000,23
Esmeraldas,38,658,1.050000000000000,-79.20000000000000,23
Galápagos,1,23,-0.7999999999999999,-89.40000000000001,23
Guayas,430,9665,-2.183333000000000,-79.88333299999999,23
Imbabura,40,934,0.3626780000000000,-78.13066700000000,23
Loja,39,1054,-3.983333000000000,-79.20000000000000,23
Los Ríos,55,1551,-1.800000000000000,-79.53333300000000,23
Manabí,107,2828,-1.056181000000000,-80.45521700000000,23
Morona Santiago,9,201,-2.300000000000000,-78.11666700000001,23
Napo,3,166,-0.9890000000000000,-77.81590000000000,23
Orellana,6,169,-0.4666670000000000,-76.96666700000000,23
Otro,0,2,0,0,23
Pastaza,5,131,-1.066667000000000,-78.00111099999999,23
Pichincha,233,5623,-0.2186110000000000,-78.50972200000000,23
Santa Elena,28,652,-2.226700000000000,-80.85830000000000,23
Sto. Domingo Tsáchilas,39,883,-0.2541670000000000,-79.17194400000000,23
Sucumbíos,8,262,0.08472200000000002,-76.88277800000000,23
Tungurahua,62,1218,-1.241667000000000,-78.61972200000000,23
Zamora Chinchipe,6,101,-4.120000000000000,-78.80000000000000,23
Azuay,72,1814,-2.897414000000000,-79.00448100000000,24
Bolívar,17,382,-1.605556000000000,-79.00305600000000,24
Carchi,11,315,0.8121800000000000,-77.71633000000000,24
Cañar,20,509,-2.733333000000000,-78.83333300000000,24
Chimborazo,51,1138,-1.674347000000000,-78.64829400000001,24
Cotopaxi,29,892,-0.9333330000000000,-78.61666700000001,24
El Oro,57,1348,-3.266667000000000,-79.96666700000000,24
Esmeraldas,23,681,1.050000000000000,-79.20000000000000,24
Galápagos,1,24,-0.7999999999999999,-89.40000000000001,24
Guayas,439,10104,-2.183333000000000,-79.88333299999999,24
Imbabura,33,967,0.3626780000000000,-78.13066700000000,24
Loja,42,1096,-3.983333000000000,-79.20000000000000,24
Los Ríos,61,1612,-1.800000000000000,-79.53333300000000,24
Manabí,104,2932,-1.056181000000000,-80.45521700000000,24
Morona Santiago,14,215,-2.300000000000000,-78.11666700000001,24
Napo,5,171,-0.9890000000000000,-77.81590000000000,24
Orellana,4,173,-0.4666670000000000,-76.96666700000000,24
Otro,0,2,0,0,24
Pastaza,3,134,-1.066667000000000,-78.00111099999999,24
Pichincha,210,5833,-0.2186110000000000,-78.50972200000000,24
Santa Elena,30,682,-2.226700000000000,-80.85830000000000,24
Sto. Domingo Tsáchilas,38,921,-0.2541670000000000,-79.17194400000000,24
Sucumbíos,8,270,0.08472200000000002,-76.88277800000000,24
Tungurahua,55,1273,-1.241667000000000,-78.61972200000000,24
Zamora Chinchipe,8,109,-4.120000000000000,-78.80000000000000,24
Azuay,76,1890,-2.897414000000000,-79.00448100000000,25
Bolívar,12,394,-1.605556000000000,-79.00305600000000,25
Carchi,11,326,0.8121800000000000,-77.71633000000000,25
Cañar,19,528,-2.733333000000000,-78.83333300000000,25
Chimborazo,47,1185,-1.674347000000000,-78.64829400000001,25
Cotopaxi,22,914,-0.9333330000000000,-78.61666700000001,25
El Oro,47,1395,-3.266667000000000,-79.96666700000000,25
Esmeraldas,38,719,1.050000000000000,-79.20000000000000,25
Galápagos,0,24,-0.7999999999999999,-89.40000000000001,25
Guayas,386,10490,-2.183333000000000,-79.88333299999999,25
Imbabura,36,1003,0.3626780000000000,-78.13066700000000,25
Loja,36,1132,-3.983333000000000,-79.20000000000000,25
Los Ríos,69,1681,-1.800000000000000,-79.53333300000000,25
Manabí,94,3026,-1.056181000000000,-80.45521700000000,25
Morona Santiago,13,228,-2.300000000000000,-78.11666700000001,25
Napo,4,175,-0.9890000000000000,-77.81590000000000,25
Orellana,3,176,-0.4666670000000000,-76.96666700000000,25
Otro,0,2,0,0,25
Pastaza,3,137,-1.066667000000000,-78.00111099999999,25
Pichincha,221,6054,-0.2186110000000000,-78.50972200000000,25
Santa Elena,30,712,-2.226700000000000,-80.85830000000000,25
Sto. Domingo Tsáchilas,46,967,-0.2541670000000000,-79.17194400000000,25
Sucumbíos,20,290,0.08472200000000002,-76.88277800000000,25
Tungurahua,66,1339,-1.241667000000000,-78.61972200000000,25
Zamora Chinchipe,2,111,-4.120000000000000,-78.80000000000000,25
Azuay,68,1958,-2.897414000000000,-79.00448100000000,26
Bolívar,15,409,-1.605556000000000,-79.00305600000000,26
Carchi,11,337,0.8121800000000000,-77.71633000000000,26
Cañar,22,550,-2.733333000000000,-78.83333300000000,26
Chimborazo,39,1224,-1.674347000000000,-78.64829400000001,26
Cotopaxi,41,955,-0.9333330000000000,-78.61666700000001,26
El Oro,65,1460,-3.266667000000000,-79.96666700000000,26
Esmeraldas,26,745,1.050000000000000,-79.20000000000000,26
Galápagos,1,25,-0.7999999999999999,-89.40000000000001,26
Guayas,373,10863,-2.183333000000000,-79.88333299999999,26
Imbabura,40,1043,0.3626780000000000,-78.13066700000000,26
Loja,43,1175,-3.983333000000000,-79.20000000000000,26
Los Ríos,77,1758,-1.800000000000000,-79.53333300000000,26
Manabí,104,3130,-1.056181000000000,-80.45521700000000,26
Morona Santiago,9,237,-2.300000000000000,-78.11666700000001,26
Napo,5,180,-0.9890000000000000,-77.81590000000000,26
Orellana,3,179,-0.4666670000000000,-76.96666700000000,26
Otro,0,2,0,0,26
Pastaza,1,138,-1.066667000000000,-78.00111099999999,26
Pichincha,257,6311,-0.2186110000000000,-78.50972200000000,26
Santa Elena,19,731,-2.226700000000000,-80.85830000000000,26
Sto. Domingo Tsáchilas,36,1003,-0.2541670000000000,-79.17194400000000,26
Sucumbíos,12,302,0.08472200000000002,-76.88277800000000,26
Tungurahua,57,1396,-1.241667000000000,-78.61972200000000,26
Zamora Chinchipe,5,116,-4.120000000000000,-78.80000000000000,26
Azuay,76,2034,-2.897414000000000,-79.00448100000000,27
Bolívar,11,420,-1.605556000000000,-79.00305600000000,27
Carchi,8,345,0.8121800000000000,-77.71633000000000,27
Cañar,12,562,-2.733333000000000,-78.83333300000000,27
Chimborazo,35,1259,-1.674347000000000,-78.64829400000001,27
Cotopaxi,34,989,-0.9333330000000000,-78.61666700000001,27
El Oro,57,1517,-3.266667000000000,-79.96666700000000,27
Esmeraldas,31,776,1.050000000000000,-79.20000000000000,27
Galápagos,1,26,-0.7999999999999999,-89.40000000000001,27
Guayas,357,11220,-2.183333000000000,-79.88333299999999,27
Imbabura,50,1093,0.3626780000000000,-78.13066700000000,27
Loja,47,1222,-3.983333000000000,-79.20000000000000,27
Los Ríos,67,1825,-1.800000000000000,-79.53333300000000,27
Manabí,113,3243,-1.056181000000000,-80.45521700000000,27
Morona Santiago,11,248,-2.300000000000000,-78.11666700000001,27
Napo,7,187,-0.9890000000000000,-77.81590000000000,27
Orellana,8,187,-0.4666670000000000,-76.96666700000000,27
Otro,0,2,0,0,27
Pastaza,4,142,-1.066667000000000,-78.00111099999999,27
Pichincha,251,6562,-0.2186110000000000,-78.50972200000000,27
Santa Elena,21,752,-2.226700000000000,-80.85830000000000,27
Sto. Domingo Tsáchilas,31,1034,-0.2541670000000000,-79.17194400000000,27
Sucumbíos,13,315,0.08472200000000002,-76.88277800000000,27
Tungurahua,54,1450,-1.241667000000000,-78.61972200000000,27
Zamora Chinchipe,6,122,-4.120000000000000,-78.80000000000000,27
Azuay,74,2108,-2.897414000000000,-79.00448100000000,28
Bolívar,12,432,-1.605556000000000,-79.00305600000000,28
Carchi,10,355,0.8121800000000000,-77.71633000000000,28
Cañar,19,581,-2.733333000000000,-78.83333300000000,28
Chimborazo,43,1302,-1.674347000000000,-78.64829400000001,28
Cotopaxi,30,1019,-0.9333330000000000,-78.61666700000001,28
El Oro,60,1577,-3.266667000000000,-79.96666700000000,28
Esmeraldas,22,798,1.050000000000000,-79.20000000000000,28
Galápagos,1,27,-0.7999999999999999,-89.40000000000001,28
Guayas,421,11641,-2.183333000000000,-79.88333299999999,28
Imbabura,30,1123,0.3626780000000000,-78.13066700000000,28
Loja,52,1274,-3.983333000000000,-79.20000000000000,28
Los Ríos,64,1889,-1.800000000000000,-79.53333300000000,28
Manabí,129,3372,-1.056181000000000,-80.45521700000000,28
Morona Santiago,7,255,-2.300000000000000,-78.11666700000001,28
Napo,12,199,-0.9890000000000000,-77.81590000000000,28
Orellana,8,195,-0.4666670000000000,-76.96666700000000,28
Otro,0,2,0,0,28
Pastaza,6,148,-1.066667000000000,-78.00111099999999,28
Pichincha,254,6816,-0.2186110000000000,-78.50972200000000,28
Santa Elena,17,769,-2.226700000000000,-80.85830000000000,28
Sto. Domingo Tsáchilas,30,1064,-0.2541670000000000,-79.17194400000000,28
Sucumbíos,6,321,0.08472200000000002,-76.88277800000000,28
Tungurahua,55,1505,-1.241667000000000,-78.61972200000000,28
Zamora Chinchipe,6,128,-4.120000000000000,-78.80000000000000,28
Azuay,87,2195,-2.897414000000000,-79.00448100000000,29
Bolívar,21,453,-1.605556000000000,-79.00305600000000,29
Carchi,14,369,0.8121800000000000,-77.71633000000000,29
Cañar,21,602,-2.733333000000000,-78.83333300000000,29
Chimborazo,60,1362,-1.674347000000000,-78.64829400000001,29
Cotopaxi,36,1055,-0.9333330000000000,-78.61666700000001,29
El Oro,49,1626,-3.266667000000000,-79.96666700000000,29
Esmeraldas,35,833,1.050000000000000,-79.20000000000000,29
Galápagos,1,28,-0.7999999999999999,-89.40000000000001,29
Guayas,353,11994,-2.183333000000000,-79.88333299999999,29
Imbabura,42,1165,0.3626780000000000,-78.13066700000000,29
Loja,40,1314,-3.983333000000000,-79.20000000000000,29
Los Ríos,60,1949,-1.800000000000000,-79.53333300000000,29
Manabí,101,3473,-1.056181000000000,-80.45521700000000,29
Morona Santiago,12,267,-2.300000000000000,-78.11666700000001,29
Napo,3,202,-0.9890000000000000,-77.81590000000000,29
Orellana,6,201,-0.4666670000000000,-76.96666700000000,29
Otro,0,2,0,0,29
Pastaza,12,160,-1.066667000000000,-78.00111099999999,29
Pichincha,240,7056,-0.2186110000000000,-78.50972200000000,29
Santa Elena,29,798,-2.226700000000000,-80.85830000000000,29
Sto. Domingo Tsáchilas,38,1102,-0.2541670000000000,-79.17194400000000,29
Sucumbíos,8,329,0.08472200000000002,-76.88277800000000,29
Tungurahua,39,1544,-1.241667000000000,-78.61972200000000,29
Zamora Chinchipe,6,134,-4.120000000000000,-78.80000000000000,29
Azuay,93,2288,-2.897414000000000,-79.00448100000000,30
Bolívar,15,468,-1.605556000000000,-79.00305600000000,30
Carchi,10,379,0.8121800000000000,-77.71633000000000,30
Cañar,18,620,-2.733333000000000,-78.83333300000000,30
Chimborazo,44,1406,-1.674347000000000,-78.64829400000001,30
Cotopaxi,22,1077,-0.9333330000000000,-78.61666700000001,30
El Oro,58,1684,-3.266667000000000,-79.96666700000000,30
Esmeraldas,22,855,1.050000000000000,-79.20000000000000,30
Galápagos,2,30,-0.7999999999999999,-89.40000000000001,30
Guayas,399,12393,-2.183333000000000,-79.88333299999999,30
Imbabura,35,1200,0.3626780000000000,-78.13066700000000,30
Loja,40,1354,-3.983333000000000,-79.20000000000000,30
Los Ríos,65,2014,-1.800000000000000,-79.53333300000000,30
Manabí,112,3585,-1.056181000000000,-80.45521700000000,30
Morona Santiago,14,281,-2.300000000000000,-78.11666700000001,30
Napo,7,209,-0.9890000000000000,-77.81590000000000,30
Orellana,7,208,-0.4666670000000000,-76.96666700000000,30
Otro,0,2,0,0,30
Pastaza,5,165,-1.066667000000000,-78.00111099999999,30
Pichincha,217,7273,-0.2186110000000000,-78.50972200000000,30
Santa Elena,25,823,-2.226700000000000,-80.85830000000000,30
Sto. Domingo Tsáchilas,32,1134,-0.2541670000000000,-79.17194400000000,30
Sucumbíos,9,338,0.08472200000000002,-76.88277800000000,30
Tungurahua,51,1595,-1.241667000000000,-78.61972200000000,30
Zamora Chinchipe,3,137,-4.120000000000000,-78.80000000000000,30
Azuay,65,2353,-2.897414000000000,-79.00448100000000,31
Bolívar,17,485,-1.605556000000000,-79.00305600000000,31
Carchi,17,396,0.8121800000000000,-77.71633000000000,31
Cañar,17,637,-2.733333000000000,-78.83333300000000,31
Chimborazo,39,1445,-1.674347000000000,-78.64829400000001,31
Cotopaxi,23,1100,-0.9333330000000000,-78.61666700000001,31
El Oro,50,1734,-3.266667000000000,-79.96666700000000,31
Esmeraldas,24,879,1.050000000000000,-79.20000000000000,31
Galápagos,0,30,-0.7999999999999999,-89.40000000000001,31
Guayas,421,12814,-2.183333000000000,-79.88333299999999,31
Imbabura,63,1263,0.3626780000000000,-78.13066700000000,31
Loja,42,1396,-3.983333000000000,-79.20000000000000,31
Los Ríos,78,2092,-1.800000000000000,-79.53333300000000,31
Manabí,106,3691,-1.056181000000000,-80.45521700000000,31
Morona Santiago,10,291,-2.300000000000000,-78.11666700000001,31
Napo,8,217,-0.9890000000000000,-77.81590000000000,31
Orellana,7,215,-0.4666670000000000,-76.96666700000000,31
Otro,0,2,0,0,31
Pastaza,7,172,-1.066667000000000,-78.00111099999999,31
Pichincha,242,7515,-0.2186110000000000,-78.50972200000000,31
Santa Elena,20,843,-2.226700000000000,-80.85830000000000,31
Sto. Domingo Tsáchilas,53,1187,-0.2541670000000000,-79.17194400000000,31
Sucumbíos,12,350,0.08472200000000002,-76.88277800000000,31
Tungurahua,51,1646,-1.241667000000000,-78.61972200000000,31
Zamora Chinchipe,5,142,-4.120000000000000,-78.80000000000000,31
Azuay,70,2423,-2.897414000000000,-79.00448100000000,32
Bolívar,15,500,-1.605556000000000,-79.00305600000000,32
Carchi,17,413,0.8121800000000000,-77.71633000000000,32
Cañar,20,657,-2.733333000000000,-78.83333300000000,32
Chimborazo,41,1486,-1.674347000000000,-78.64829400000001,32
Cotopaxi,22,1122,-0.9333330000000000,-78.61666700000001,32
El Oro,67,1801,-3.266667000000000,-79.96666700000000,32
Esmeraldas,21,900,1.050000000000000,-79.20000000000000,32
Galápagos,2,32,-0.7999999999999999,-89.40000000000001,32
Guayas,367,13181,-2.183333000000000,-79.88333299999999,32
Imbabura,39,1302,0.3626780000000000,-78.13066700000000,32
Loja,37,1433,-3.983333000000000,-79.20000000000000,32
Los Ríos,68,2160,-1.800000000000000,-79.53333300000000,32
Manabí,121,3812,-1.056181000000000,-80.45521700000000,32
Morona Santiago,9,300,-2.300000000000000,-78.11666700000001,32
Napo,2,219,-0.9890000000000000,-77.81590000000000,32
Orellana,8,223,-0.4666670000000000,-76.96666700000000,32
Otro,0,2,0,0,32
Pastaza,4,176,-1.066667000000000,-78.00111099999999,32
Pichincha,208,7723,-0.2186110000000000,-78.50972200000000,32
Santa Elena,14,857,-2.226700000000000,-80.85830000000000,32
Sto. Domingo Tsáchilas,30,1217,-0.2541670000000000,-79.17194400000000,32
Sucumbíos,9,359,0.08472200000000002,-76.88277800000000,32
Tungurahua,53,1699,-1.241667000000000,-78.61972200000000,32
Zamora Chinchipe,7,149,-4.120000000000000,-78.80000000000000,32
Azuay,69,2492,-2.897414000000000,-79.00448100000000,33
Bolívar,20,520,-1.605556000000000,-79.00305600000000,33
Carchi,14,427,0.8121800000000000,-77.71633000000000,33
Cañar,19,676,-2.733333000000000,-78.83333300000000,33
Chimborazo,41,1527,-1.674347000000000,-78.64829400000001,33
Cotopaxi,21,1143,-0.9333330000000000,-78.61666700000001,33
El Oro,65,1866,-3.266667000000000,-79.96666700000000,33
Esmeraldas,23,923,1.050000000000000,-79.20000000000000,33
Galápagos,1,33,-0.7999999999999999,-89.40000000000001,33
Guayas,364,13545,-2.183333000000000,-79.88333299999999,33
Imbabura,27,1329,0.3626780000000000,-78.13066700000000,33
Loja,39,1472,-3.983333000000000,-79.20000000000000,33
Los Ríos,83,2243,-1.800000000000000,-79.53333300000000,33
Manabí,122,3934,-1.056181000000000,-80.45521700000000,33
Morona Santiago,12,312,-2.300000000000000,-78.11666700000001,33
Napo,10,229,-0.9890000000000000,-77.81590000000000,33
Orellana,7,230,-0.4666670000000000,-76.96666700000000,33
Otro,0,2,0,0,33
Pastaza,8,184,-1.066667000000000,-78.00111099999999,33
Pichincha,236,7959,-0.2186110000000000,-78.50972200000000,33
Santa Elena,20,877,-2.226700000000000,-80.85830000000000,33
Sto. Domingo Tsáchilas,37,1254,-0.2541670000000000,-79.17194400000000,33
Sucumbíos,11,370,0.08472200000000002,-76.88277800000000,33
Tungurahua,40,1739,-1.241667000000000,-78.61972200000000,33
Zamora Chinchipe,4,153,-4.120000000000000,-78.80000000000000,33
Azuay,64,2556,-2.897414000000000,-79.00448100000000,34
Bolívar,15,535,-1.605556000000000,-79.00305600000000,34
Carchi,16,443,0.8121800000000000,-77.71633000000000,34
Cañar,26,702,-2.733333000000000,-78.83333300000000,34
Chimborazo,32,1559,-1.674347000000000,-78.64829400000001,34
Cotopaxi,21,1164,-0.9333330000000000,-78.61666700000001,34
El Oro,58,1924,-3.266667000000000,-79.96666700000000,34
Esmeraldas,21,944,1.050000000000000,-79.20000000000000,34
Galápagos,2,35,-0.7999999999999999,-89.40000000000001,34
Guayas,342,13887,-2.183333000000000,-79.88333299999999,34
Imbabura,33,1362,0.3626780000000000,-78.13066700000000,34
Loja,55,1527,-3.983333000000000,-79.20000000000000,34
Los Ríos,69,2312,-1.800000000000000,-79.53333300000000,34
Manabí,121,4055,-1.056181000000000,-80.45521700000000,34
Morona Santiago,7,319,-2.300000000000000,-78.11666700000001,34
Napo,3,232,-0.9890000000000000,-77.81590000000000,34
Orellana,9,239,-0.4666670000000000,-76.96666700000000,34
Otro,0,2,0,0,34
Pastaza,6,190,-1.066667000000000,-78.00111099999999,34
Pichincha,214,8173,-0.2186110000000000,-78.50972200000000,34
Santa Elena,21,898,-2.226700000000000,-80.85830000000000,34
Sto. Domingo Tsáchilas,31,1285,-0.2541670000000000,-79.17194400000000,34
Sucumbíos,11,381,0.08472200000000002,-76.88277800000000,34
Tungurahua,34,1773,-1.241667000000000,-78.61972200000000,34
Zamora Chinchipe,5,158,-4.120000000000000,-78.80000000000000,34
Azuay,66,2622,-2.897414000000000,-79.00448100000000,35
Bolívar,17,552,-1.605556000000000,-79.00305600000000,35
Carchi,11,454,0.8121800000000000,-77.71633000000000,35
Cañar,27,729,-2.733333000000000,-78.83333300000000,35
Chimborazo,65,1624,-1.674347000000000,-78.64829400000001,35
Cotopaxi,21,1185,-0.9333330000000000,-78.61666700000001,35
El Oro,48,1972,-3.266667000000000,-79.96666700000000,35
Esmeraldas,36,980,1.050000000000000,-79.20000000000000,35
Galápagos,0,35,-0.7999999999999999,-89.40000000000001,35
Guayas,370,14257,-2.183333000000000,-79.88333299999999,35
Imbabura,39,1401,0.3626780000000000,-78.13066700000000,35
Loja,29,1556,-3.983333000000000,-79.20000000000000,35
Los Ríos,68,2380,-1.800000000000000,-79.53333300000000,35
Manabí,127,4182,-1.056181000000000,-80.45521700000000,35
Morona Santiago,8,327,-2.300000000000000,-78.11666700000001,35
Napo,9,241,-0.9890000000000000,-77.81590000000000,35
Orellana,8,247,-0.4666670000000000,-76.96666700000000,35
Otro,0,2,0,0,35
Pastaza,2,192,-1.066667000000000,-78.00111099999999,35
Pichincha,215,8388,-0.2186110000000000,-78.50972200000000,35
Santa Elena,19,917,-2.226700000000000,-80.85830000000000,35
Sto. Domingo Tsáchilas,40,1325,-0.2541670000000000,-79.17194400000000,35
Sucumbíos,8,389,0.08472200000000002,-76.88277800000000,35
Tungurahua,40,1813,-1.241667000000000,-78.61972200000000,35
Zamora Chinchipe,10,168,-4.120000000000000,-78.80000000000000,35
Azuay,62,2684,-2.897414000000000,-79.00448100000000,36
Bolívar,10,562,-1.605556000000000,-79.00305600000000,36
Carchi,11,465,0.8121800000000000,-77.71633000000000,36
Cañar,20,749,-2.733333000000000,-78.83333300000000,36
Chimborazo,57,1681,-1.674347000000000,-78.64829400000001,36
Cotopaxi,20,1205,-0.9333330000000000,-78.61666700000001,36
El Oro,50,2022,-3.266667000000000,-79.96666700000000,36
Esmeraldas,42,1022,1.050000000000000,-79.20000000000000,36
Galápagos,1,36,-0.7999999999999999,-89.40000000000001,36
Guayas,355,14612,-2.183333000000000,-79.88333299999999,36
Imbabura,32,1433,0.3626780000000000,-78.13066700000000,36
Loja,53,1609,-3.983333000000000,-79.20000000000000,36
Los Ríos,67,2447,-1.800000000000000,-79.53333300000000,36
Manabí,103,4285,-1.056181000000000,-80.45521700000000,36
Morona Santiago,9,336,-2.300000000000000,-78.11666700000001,36
Napo,5,246,-0.9890000000000000,-77.81590000000000,36
Orellana,8,255,-0.4666670000000000,-76.96666700000000,36
Otro,0,2,0,0,36
Pastaza,6,198,-1.066667000000000,-78.00111099999999,36
Pichincha,219,8607,-0.2186110000000000,-78.50972200000000,36
Santa Elena,23,940,-2.226700000000000,-80.85830000000000,36
Sto. Domingo Tsáchilas,35,1360,-0.2541670000000000,-79.17194400000000,36
Sucumbíos,8,397,0.08472200000000002,-76.88277800000000,36
Tungurahua,45,1858,-1.241667000000000,-78.61972200000000,36
Zamora Chinchipe,7,175,-4.120000000000000,-78.80000000000000,36
Azuay,82,2766,-2.897414000000000,-79.00448100000000,37
Bolívar,22,584,-1.605556000000000,-79.00305600000000,37
Carchi,6,471,0.8121800000000000,-77.71633000000000,37
Cañar,19,768,-2.733333000000000,-78.83333300000000,37
Chimborazo,47,1728,-1.674347000000000,-78.64829400000001,37
Cotopaxi,12,1217,-0.9333330000000000,-78.61666700000001,37
El Oro,40,2062,-3.266667000000000,-79.96666700000000,37
Esmeraldas,30,1052,1.050000000000000,-79.20000000000000,37
Galápagos,1,37,-0.7999999999999999,-89.40000000000001,37
Guayas,345,14957,-2.183333000000000,-79.88333299999999,37
Imbabura,33,1466,0.3626780000000000,-78.13066700000000,37
Loja,43,1652,-3.983333000000000,-79.20000000000000,37
Los Ríos,63,2510,-1.800000000000000,-79.53333300000000,37
Manabí,104,4389,-1.056181000000000,-80.45521700000000,37
Morona Santiago,8,344,-2.300000000000000,-78.11666700000001,37
Napo,6,252,-0.9890000000000000,-77.81590000000000,37
