inec_provincia_id,provincia,inec_canton_id,canton,lat,lng,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
01,Azuay,0115,Camilo Ponce Enríquez,-3.050000000000000,-79.73333300000000,4,7,13,19,22,24,25,27,30,33,38,44
01,Azuay,0111,Chordeleg,-2.933333000000000,-78.76666700000000,6,12,18,21,23,30,35,40,43,46,53,55
01,Azuay,0101,Cuenca,-2.897414000000000,-79.00448100000000,278,516,758,1001,1269,1538,1821,2099,2355,2595,2848,3093
01,Azuay,0112,El Pan,-2.786111000000000,-78.66500000000001,2,2,2,2,4,7,8,9,10,11,11,11
01,Azuay,0102,Girón,-3.159028000000000,-79.14756800000001,5,10,15,20,26,27,35,43,46,50,59,65
01,Azuay,0114,Guachapala,-2.769000000000000,-78.70900000000000,0,1,1,1,1,1,3,3,6,7,8,8
01,Azuay,0103,Gualaceo,-2.900000000000000,-78.78333300000000,25,48,63,85,104,124,143,163,184,200,214,228
01,Azuay,0104,Nabón,-3.336060000000000,-79.06368000000001,6,13,19,27,35,39,42,48,55,58,69,76
01,Azuay,0110,Oña,-3.469640000000000,-79.15431000000000,2,4,5,7,9,10,12,14,16,20,21,23
01,Azuay,0105,Paute,-2.781800000000000,-78.76000000000001,10,12,22,28,39,46,56,64,74,81,88,96
01,Azuay,0106,Pucará,-3.233780000000000,-79.46120000000001,2,2,6,7,10,12,14,15,18,24,25,27
01,Azuay,0107,San Fernando,-3.144500000000000,-79.25200000000000,1,1,1,2,2,3,4,4,4,6,7,7
01,Azuay,0108,Santa Isabel,-3.274170000000000,-79.31560000000000,6,11,15,21,36,45,49,56,64,70,80,85
01,Azuay,0113,Sevilla de Oro,-2.799833000000000,-78.65569400000000,0,1,2,4,6,6,8,11,12,13,14,14
01,Azuay,0109,Sígsig,-3.089700000000000,-78.80320000000000,14,22,33,44,57,67,75,83,98,107,113,118
02,Bolívar,0206,Caluma,-1.633330000000000,-79.25000000000000,6,12,15,20,23,30,37,40,51,55,57,58
02,Bolívar,0202,Chillanes,-1.933333000000000,-79.06666700000000,8,18,24,26,34,39,42,46,52,55,60,63
