provincia,canton,lat,lng,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
Guayas,Naranjito,-2.173000000000000,-79.46710000000000,25,11,7,10,10,9,12,11,12,10,9,13
Guayas,Nobol,-1.916671000000000,-80.01153900000000,5,7,6,4,6,3,7,9,7,9,5,7
Guayas,Palestina,-1.626300000000000,-79.97700000000000,6,5,9,4,3,3,6,3,7,6,7,7
Guayas,Pedro Carbo,-1.833333000000000,-80.23333300000000,26,22,15,17,17,11,7,6,18,15,15,14
Guayas,Playas,-2.623330000000000,-80.38750000000000,16,20,18,16,17,21,15,20,10,19,21,18
Guayas,Salitre,-1.829444000000000,-79.81555600000000,27,12,23,20,24,22,16,15,15,16,19,15
Guayas,Samborondón,-2.183333000000000,-79.88333299999999,18,21,21,26,17,23,27,17,21,17,16,23
Guayas,San Jacinto De Yaguachi,-2.120000000000000,-79.69000000000000,11,16,14,18,6,14,7,13,17,12,11,17
Guayas,Santa Lucía,-1.713889000000000,-79.98500000000000,12,9,20,14,16,15,14,9,18,18,13,14
Guayas,Simón Bolivar,-2.156667000000000,-79.88750000000000,5,7,6,6,4,1,2,7,9,3,5,6
Imbabura,Antonio Ante,0.3200000000000000,-78.20999999999999,12,15,8,17,14,7,10,18,13,10,10,10
Imbabura,Cotacachi,0.3000000000000000,-78.26666700000000,15,12,15,12,20,11,10,16,13,11,10,13
Imbabura,Ibarra,0.3626780000000000,-78.13066700000000,115,101,89,87,104,95,94,109,103,108,87,87
Imbabura,Otavalo,0.2333330000000000,-78.26666700000000,45,21,32,38,46,37,35,36,33,21,31,31
Imbabura,Pimampiro,0.4000000000000000,-77.97000000000000,12,5,1,1,4,5,5,5,1,4,7,3
Imbabura,San Miguel de Urcuquí,0.5200000000000000,-78.20000000000000,4,4,7,3,4,7,5,7,6,4,3,3
Loja,Calvas,-4.320000000000000,-79.56000000000000,9,8,15,9,13,10,10,6,9,14,11,7
Loja,Catamayo,-3.980000000000000,-79.34999999999999,8,5,2,14,13,17,13,10,4,8,12,7
Loja,Celica,-4.102500000000000,-79.95444400000000,4,3,3,3,5,5,7,4,5,4,2,3
Loja,Chaguarpamba,-3.850000000000000,-79.65000000000001,3,2,4,3,0,1,2,2,3,1,3,2
Loja,Espíndola,-4.583056000000000,-79.42694400000001,7,4,6,4,5,0,9,10,3,9,9,5
Loja,Gonzanamá,-4.231389000000000,-79.43527800000000,8,3,4,1,4,4,5,5,7,3,6,4
Loja,Loja,-3.983333000000000,-79.20000000000000,131,145,121,118,114,118,117,131,122,118,122,102
Loja,Macará,-4.383333000000000,-79.95000000000000,3,8,6,4,4,4,6,1,7,7,5,6
Loja,Olmedo,-3.934000000000000,-79.64800000000000,2,1,1,0,1,3,0,2,0,4,2,1
Loja,Paltas,-4.050000000000000,-79.65000000000001,12,10,11,8,10,8,9,8,10,5,13,15
Loja,Pindal,-4.116100000000000,-80.10760000000001,1,2,4,0,3,3,4,4,0,2,0,2
Loja,Puyango,-3.870000000000000,-80.09000000000000,2,4,3,5,3,3,8,6,4,5,6,6
Loja,Quilanga,-4.298000000000000,-79.39860000000000,0,1,0,3,0,3,0,3,1,0,2,1
Loja,Saraguro,-3.625300000000000,-79.24110000000000,9,12,12,12,16,6,5,11,18,13,14,6
Loja,Sozoranga,-4.327778000000000,-79.78972200000000,1,6,3,1,3,0,1,2,3,4,5,1
Loja,Zapotillo,-4.386360000000000,-80.24360000000000,1,1,5,4,2,5,4,4,6,5,6,5
Los Ríos,Baba,-1.784167000000000,-79.67666699999999,11,11,17,16,9,8,11,14,13,17,17,11
Los Ríos,Babahoyo,-1.800000000000000,-79.53333300000000,96,73,106,91,83,90,74,86,94,91,85,77
Los Ríos,Buena Fe,-0.8985720000000000,-79.48891600000000,16,23,19,25,12,15,16,23,20,9,23,26
Los Ríos,Mocache,-1.183850000000000,-79.50552999999999,7,7,5,13,8,9,9,11,13,9,8,6
Los Ríos,Montalvo,-1.793800000000000,-79.28570000000001,5,8,15,3,7,12,8,7,6,6,13,5
Los Ríos,Palenque,-1.432800000000000,-79.74950000000000,4,10,2,8,11,3,4,7,3,6,5,1
Los Ríos,Puebloviejo,-1.550000000000000,-79.53388900000000,6,17,11,17,10,7,10,11,2,5,8,7
Los Ríos,Quevedo,-1.033333000000000,-79.45000000000000,93,84,83,89,84,83,77,63,62,86,79,60
Los Ríos,Quinsaloma,-1.206200000000000,-79.31450000000000,7,2,8,3,5,9,4,3,4,3,4,6
Los Ríos,Urdaneta,-1.570556000000000,-79.47111099999999,5,10,16,4,11,10,9,6,17,10,6,6
Los Ríos,Valencia,-0.9525000000000000,-79.35310000000000,12,9,8,7,15,9,4,6,8,2,8,7
Los Ríos,Ventanas,-1.450000000000000,-79.47000000000000,33,21,25,21,22,14,21,24,28,19,20,13
Los Ríos,Vinces,-1.558333000000000,-79.75000000000000,22,25,23,34,29,30,32,38,37,32,26,24
Manabí,Bolívar,-0.8419440000000000,-80.16194400000001,16,16,17,14,9,13,12,12,10,16,15,12
Manabí,Chone,-0.6833330000000000,-80.09999999999999,59,47,47,50,39,33,39,51,50,61,63,49
Manabí,El Carmen,-1.314700000000000,-80.01690000000001,37,24,30,33,29,25,38,35,33,31,27,21
Manabí,Flavio Alfaro,-0.4054000000000000,-79.90580000000000,9,4,5,17,6,7,11,4,9,8,10,7
Manabí,Jama,-0.2014000000000000,-80.26590000000000,5,2,3,3,5,8,4,2,6,4,4,4
Manabí,Jaramijó,-0.9487300000000000,-80.63630000000001,3,8,6,1,1,1,0,6,3,8,6,9
Manabí,Jipijapa,-1.333330000000000,-80.58329999999999,40,30,25,32,20,21,22,24,29,31,32,27
Manabí,Junín,-0.9291600000000000,-80.20569000000000,3,9,4,3,5,5,4,2,3,3,4,2
Manabí,Manta,-0.9500220000000000,-80.71620000000000,122,140,140,138,96,131,146,131,136,127,130,112
Manabí,Montecristi,-1.033330000000000,-80.65000000000001,19,18,15,16,16,13,14,20,20,19,16,5
Manabí,Olmedo,-1.396111000000000,-80.20611100000001,1,3,6,4,2,1,2,3,5,5,5,5
Manabí,Paján,-1.570000000000000,-80.42000000000000,13,10,21,17,11,8,19,18,12,13,12,15
Manabí,Pedernales,0.07010000000000000,-80.05360000000000,23,12,8,5,10,7,9,8,9,9,9,16
Manabí,Pichincha,-1.047300000000000,-79.81860000000000,11,6,7,5,9,7,7,7,5,8,1,8
Manabí,Portoviejo,-1.056181000000000,-80.45521700000000,175,148,163,136,131,153,128,137,152,157,168,131
Manabí,Puerto López,-1.566667000000000,-80.81666700000000,2,4,11,12,3,6,10,5,7,5,4,6
Manabí,Rocafuerte,-0.9200000000000000,-80.45999999999999,12,15,12,9,15,12,6,12,14,16,8,10
Manabí,San Vicente,-0.5893000000000000,-80.40880000000000,9,9,7,5,2,6,7,7,3,8,4,6
Manabí,Santa Ana,-1.206900000000000,-80.37090000000001,12,11,16,10,10,12,13,16,11,12,17,12
Manabí,Sucre,-0.6000000000000000,-80.41666700000000,24,17,23,25,23,20,14,21,24,23,18,18
Manabí,Tosagua,-0.7800000000000000,-80.26000000000001,8,9,11,14,8,11,11,13,2,13,13,7
Manabí,Veinticuatro de Mayo,-1.278889000000000,-80.42000000000000,5,11,8,16,11,9,12,9,10,9,12,6
Morona Santiago,Gualaquiza,-3.380000000000000,-78.58000000000000,5,8,7,9,5,2,5,3,6,6,8,6
Morona Santiago,Huamboya,-1.785000000000000,-78.23194400000000,0,1,2,1,1,2,1,1,0,4,1,0
Morona Santiago,Limón Indanza,-2.966250000000000,-78.43052800000000,2,3,3,2,2,4,1,5,4,1,0,1
Morona Santiago,Logroño,-2.624800000000000,-78.18960000000000,1,1,2,1,3,2,0,1,1,1,5,1
Morona Santiago,Morona,-2.300000000000000,-78.11666700000001,21,10,25,17,15,14,4,16,19,15,17,24
Morona Santiago,Palora,-1.700000000000000,-77.94000000000000,0,0,1,1,1,2,4,3,2,2,1,2
Morona Santiago,San Juan Bosco,-3.092300000000000,-78.51320000000000,0,0,0,1,2,1,1,0,0,0,1,1
Morona Santiago,Santiago,-3.429800000000000,-78.56560000000000,5,2,6,2,2,1,3,3,0,0,1,3
Morona Santiago,Sucúa,-2.460000000000000,-78.17000000000000,4,3,8,7,5,6,4,5,6,9,5,10
Morona Santiago,Taisha,-2.339950000000000,-77.45808000000000,2,0,1,4,6,2,3,3,5,3,1,2
Morona Santiago,Tiwintza,-2.917670000000000,-77.80170000000000,1,2,1,4,1,2,0,1,0,3,0,1
Napo,Archidona,-0.9166670000000000,-77.78333300000000,6,5,6,20,6,9,13,8,5,4,3,5
Napo,Carlos Julio Arosemena Tola,-1.166667000000000,-77.84999999999999,1,3,0,0,0,3,0,0,1,1,0,2
Napo,El Chaco,-0.3402780000000000,-77.80888899999999,2,0,2,1,1,3,0,4,1,2,0,1
Napo,Quijos,-0.4636110000000000,-77.89277800000001,3,3,3,3,3,7,4,2,1,2,3,2
Napo,Tena,-0.9890000000000000,-77.81590000000000,21,15,25,21,21,27,24,16,18,19,23,15
Orellana,Aguarico,-0.9211110000000000,-75.39916700000001,0,3,2,2,0,0,4,1,0,1,0,0
Orellana,La Joya de los Sachas,-0.3000000000000000,-76.84999999999999,6,9,9,8,4,5,7,9,5,7,9,2
Orellana,Loreto,-0.6904000000000000,-77.30830000000000,4,8,6,3,6,14,8,8,1,5,3,2
Orellana,Orellana,-0.4666670000000000,-76.96666700000000,19,18,27,22,24,12,20,22,23,20,17,24
Pastaza,Arajuno,-1.234370000000000,-77.68750000000000,1,1,1,2,2,1,1,2,2,1,0,3
Pastaza,Mera,-1.460000000000000,-78.09000000000000,2,2,1,3,4,2,2,3,2,2,3,0
Pastaza,Pastaza,-1.066667000000000,-78.00111099999999,16,26,24,22,18,15,30,15,20,19,26,25
Pastaza,Santa Clara,-1.267100000000000,-77.88820000000000,1,0,1,1,0,0,0,0,1,0,0,0
Pichincha,Cayambe,0.04388900000000000,-78.15610000000000,19,29,23,15,30,24,19,26,20,23,29,24
Pichincha,Mejía,-0.5101000000000000,-78.56980000000000,18,20,17,25,21,26,31,21,23,22,25,24
Pichincha,Pedro Moncayo,0.04369700000000000,-78.34923999999999,6,6,9,11,6,8,8,7,7,6,6,8
Pichincha,Pedro Vicente Maldonado,0.1666670000000000,-79,1,2,4,5,2,0,2,4,2,4,2,5
Pichincha,Puerto Quito,0.1170000000000000,-79.26400000000000,11,4,4,4,5,4,3,4,6,5,5,6
Pichincha,Quito,-0.2186110000000000,-78.50972200000000,1147,930,1033,938,986,1025,1037,1033,1023,979,983,1046
Pichincha,Rumiñahui,-0.3345000000000000,-78.44750000000001,28,15,14,18,25,26,29,22,20,23,31,33
Pichincha,San Miguel de Los Bancos,0.02300000000000000,-78.89200000000000,0,3,2,3,2,3,3,5,1,2,4,6
Santa Elena,La Libertad,-2.233333000000000,-80.90000000000001,16,25,22,21,20,26,29,31,28,18,27,15
Santa Elena,Salinas,-2.216667000000000,-80.95000000000000,32,30,31,31,22,24,27,26,40,15,15,23
Santa Elena,Santa Elena,-2.226700000000000,-80.85830000000000,71,53,61,58,60,47,64,64,62,43,65,54
Sto. Domingo Tsáchilas,La Concordia,0.002300000000000000,-79.38460000000001,10,7,16,12,12,13,11,12,10,10,6,11
Sto. Domingo Tsáchilas,Santo Domingo,-0.2541670000000000,-79.17194400000000,215,146,224,187,170,141,151,162,180,156,139,159
Sucumbíos,Cascales,-0.06750000000000000,-77.21694400000000,2,6,2,2,1,2,7,1,5,2,8,2
Sucumbíos,Cuyabeno,-0.1288890000000000,-76.41388900000000,0,3,0,1,1,1,2,0,2,2,1,0
Sucumbíos,Gonzalo Pizarro,0.04700000000000000,-77.32280000000000,3,1,0,2,1,2,4,3,3,1,2,2
Sucumbíos,Lago Agrio,0.08472200000000001,-76.88277800000000,43,37,34,48,30,36,26,31,34,43,34,27
Sucumbíos,Putumayo,0.1000000000000000,-75.84999999999999,1,0,0,2,0,0,0,3,2,1,0,3
Sucumbíos,Shushufindi,-0.1871000000000000,-76.64500000000000,5,11,9,11,8,12,8,6,9,7,6,10
Sucumbíos,Sucumbíos,0.4592000000000000,-77.52300000000000,2,0,0,1,1,0,1,1,0,1,1,0
Tungurahua,Ambato,-1.241667000000000,-78.61972200000000,192,156,205,178,174,160,173,175,192,179,168,149
Tungurahua,Baños,-1.396389000000000,-78.42472200000000,7,10,8,8,7,9,6,7,8,7,6,9
Tungurahua,Cevallos,-1.350000000000000,-78.61666700000001,0,3,2,2,2,5,0,2,2,1,4,0
Tungurahua,Mocha,-1.416667000000000,-78.66666700000000,0,3,3,3,2,1,8,5,1,4,1,1
Tungurahua,Patate,-1.316667000000000,-78.51666700000000,0,1,0,9,2,5,3,4,4,2,1,3
Tungurahua,Pelileo,-1.327500000000000,-78.54083300000001,16,8,25,24,13,15,19,25,20,18,16,13
Tungurahua,Píllaro,-1.175833000000000,-78.55527800000000,13,13,15,12,18,12,10,18,21,14,11,17
Tungurahua,Quero,-1.379300000000000,-78.60700000000000,8,2,9,5,7,5,4,8,2,10,12,3
Tungurahua,Tisaleo,-1.350000000000000,-78.66666700000000,3,3,1,2,3,3,7,1,6,1,4,3
Zamora Chinchipe,Centinela del Cóndor,-3.894910000000000,-78.78140999999999,3,0,2,2,0,1,0,2,3,0,0,0
Zamora Chinchipe,Chinchipe,-4.862800000000000,-79.13280000000000,3,2,2,1,2,4,5,1,0,4,4,2
Zamora Chinchipe,El Pangui,-3.624900000000000,-78.58710000000001,4,1,1,2,0,1,1,0,2,3,2,1
Zamora Chinchipe,Nangaritza,-4.048333000000000,-78.68222200000000,0,3,2,1,0,0,2,1,0,2,2,2
Zamora Chinchipe,Palanda,-4.649800000000000,-79.13209999999999,1,1,2,3,0,2,0,1,1,2,0,1
Zamora Chinchipe,Paquisha,-3.932750000000000,-78.67426000000000,2,4,3,2,1,1,0,0,0,0,0,0
Zamora Chinchipe,Yacuambi,-3.634440000000000,-78.92810000000000,0,0,0,1,0,2,0,3,1,1,4,1
Zamora Chinchipe,Yantzaza,-3.850000000000000,-78.75000000000000,2,5,8,4,3,5,6,7,6,5,9,3
Zamora Chinchipe,Zamora,-4.120000000000000,-78.80000000000000,10,5,3,2,5,9,2,5,7,10,10,6
