inec_provincia_id,provincia,poblacion,total,nuevas,lat,lng,semana
13,Manabí,1562079,4291,526,-1.056181000000000,-80.45521700000000,7
14,Morona Santiago,196535,611,29,-2.300000000000000,-78.11666700000001,7
15,Napo,133705,418,51,-0.9890000000000000,-77.81590000000000,7
22,Orellana,161338,180,15,-0.4666670000000000,-76.96666700000000,7
16,Pastaza,114202,160,9,-1.066667000000000,-78.00111099999999,7
17,Pichincha,3228233,20624,2851,-0.2186110000000000,-78.50972200000000,7
24,Santa Elena,401178,588,120,-2.226700000000000,-80.85830000000000,7
23,Sto. Domingo Tsáchilas,511151,1418,185,-0.2541670000000000,-79.17194400000000,7
21,Sucumbíos,230503,311,31,0.08472200000000002,-76.88277800000000,7
18,Tungurahua,590600,2277,118,-1.241667000000000,-78.61972200000000,7
19,Zamora Chinchipe,120416,204,27,-4.120000000000000,-78.80000000000000,7
01,Azuay,881394,3598,302,-2.897414000000000,-79.00448100000000,8
02,Bolívar,209933,1294,315,-1.605556000000000,-79.00305600000000,8
04,Carchi,186869,2001,238,0.8121800000000000,-77.71633000000000,8
03,Cañar,281396,1020,92,-2.733333000000000,-78.83333300000000,8
06,Chimborazo,524004,1710,263,-1.674347000000000,-78.64829400000001,8
05,Cotopaxi,488716,2367,345,-0.9333330000000000,-78.61666700000001,8
07,El Oro,715751,4187,557,-3.266667000000000,-79.96666700000000,8
08,Esmeraldas,591083,1017,207,1.050000000000000,-79.20000000000000,8
20,Galápagos,33042,387,19,-0.7999999999999999,-89.40000000000001,8
09,Guayas,4387434,8721,1558,-2.183333000000000,-79.88333299999999,8
10,Imbabura,476257,2484,321,0.3626780000000000,-78.13066700000000,8
11,Loja,521154,2676,366,-3.983333000000000,-79.20000000000000,8
12,Los Ríos,921763,2624,526,-1.800000000000000,-79.53333300000000,8
13,Manabí,1562079,5397,1106,-1.056181000000000,-80.45521700000000,8
14,Morona Santiago,196535,663,52,-2.300000000000000,-78.11666700000001,8
15,Napo,133705,492,74,-0.9890000000000000,-77.81590000000000,8
22,Orellana,161338,205,25,-0.4666670000000000,-76.96666700000000,8
16,Pastaza,114202,220,60,-1.066667000000000,-78.00111099999999,8
17,Pichincha,3228233,24602,3978,-0.2186110000000000,-78.50972200000000,8
24,Santa Elena,401178,694,106,-2.226700000000000,-80.85830000000000,8
23,Sto. Domingo Tsáchilas,511151,1889,471,-0.2541670000000000,-79.17194400000000,8
21,Sucumbíos,230503,395,84,0.08472200000000002,-76.88277800000000,8
18,Tungurahua,590600,2638,361,-1.241667000000000,-78.61972200000000,8
19,Zamora Chinchipe,120416,260,56,-4.120000000000000,-78.80000000000000,8
01,Azuay,881394,4017,419,-2.897414000000000,-79.00448100000000,9
02,Bolívar,209933,1556,262,-1.605556000000000,-79.00305600000000,9
04,Carchi,186869,2124,123,0.8121800000000000,-77.71633000000000,9
03,Cañar,281396,1144,124,-2.733333000000000,-78.83333300000000,9
06,Chimborazo,524004,1929,219,-1.674347000000000,-78.64829400000001,9
05,Cotopaxi,488716,2572,205,-0.9333330000000000,-78.61666700000001,9
07,El Oro,715751,4863,676,-3.266667000000000,-79.96666700000000,9
08,Esmeraldas,591083,1180,163,1.050000000000000,-79.20000000000000,9
20,Galápagos,33042,395,8,-0.7999999999999999,-89.40000000000001,9
09,Guayas,4387434,9827,1106,-2.183333000000000,-79.88333299999999,9
10,Imbabura,476257,2729,245,0.3626780000000000,-78.13066700000000,9
11,Loja,521154,3007,331,-3.983333000000000,-79.20000000000000,9
12,Los Ríos,921763,3063,439,-1.800000000000000,-79.53333300000000,9
13,Manabí,1562079,6663,1266,-1.056181000000000,-80.45521700000000,9
14,Morona Santiago,196535,726,63,-2.300000000000000,-78.11666700000001,9
15,Napo,133705,551,59,-0.9890000000000000,-77.81590000000000,9
22,Orellana,161338,230,25,-0.4666670000000000,-76.96666700000000,9
16,Pastaza,114202,248,28,-1.066667000000000,-78.00111099999999,9
17,Pichincha,3228233,26444,1842,-0.2186110000000000,-78.50972200000000,9
24,Santa Elena,401178,773,79,-2.226700000000000,-80.85830000000000,9
23,Sto. Domingo Tsáchilas,511151,2268,379,-0.2541670000000000,-79.17194400000000,9
21,Sucumbíos,230503,474,79,0.08472200000000002,-76.88277800000000,9
18,Tungurahua,590600,2809,171,-1.241667000000000,-78.61972200000000,9
19,Zamora Chinchipe,120416,297,37,-4.120000000000000,-78.80000000000000,9
01,Azuay,881394,4353,336,-2.897414000000000,-79.00448100000000,10
02,Bolívar,209933,1766,210,-1.605556000000000,-79.00305600000000,10
04,Carchi,186869,2196,72,0.8121800000000000,-77.71633000000000,10
03,Cañar,281396,1269,125,-2.733333000000000,-78.83333300000000,10
06,Chimborazo,524004,2155,226,-1.674347000000000,-78.64829400000001,10
05,Cotopaxi,488716,2725,153,-0.9333330000000000,-78.61666700000001,10
07,El Oro,715751,5387,524,-3.266667000000000,-79.96666700000000,10
08,Esmeraldas,591083,1421,241,1.050000000000000,-79.20000000000000,10
20,Galápagos,33042,400,5,-0.7999999999999999,-89.40000000000001,10
09,Guayas,4387434,10940,1113,-2.183333000000000,-79.88333299999999,10
10,Imbabura,476257,2959,230,0.3626780000000000,-78.13066700000000,10
11,Loja,521154,3389,382,-3.983333000000000,-79.20000000000000,10
12,Los Ríos,921763,3381,318,-1.800000000000000,-79.53333300000000,10
13,Manabí,1562079,7662,999,-1.056181000000000,-80.45521700000000,10
14,Morona Santiago,196535,788,62,-2.300000000000000,-78.11666700000001,10
15,Napo,133705,583,32,-0.9890000000000000,-77.81590000000000,10
22,Orellana,161338,256,26,-0.4666670000000000,-76.96666700000000,10
16,Pastaza,114202,275,27,-1.066667000000000,-78.00111099999999,10
17,Pichincha,3228233,28496,2052,-0.2186110000000000,-78.50972200000000,10
24,Santa Elena,401178,796,23,-2.226700000000000,-80.85830000000000,10
23,Sto. Domingo Tsáchilas,511151,2560,292,-0.2541670000000000,-79.17194400000000,10
21,Sucumbíos,230503,548,74,0.08472200000000002,-76.88277800000000,10
18,Tungurahua,590600,2959,150,-1.241667000000000,-78.61972200000000,10
19,Zamora Chinchipe,120416,343,46,-4.120000000000000,-78.80000000000000,10
01,Azuay,881394,4634,281,-2.897414000000000,-79.00448100000000,11
02,Bolívar,209933,2051,285,-1.605556000000000,-79.00305600000000,11
04,Carchi,186869,2268,72,0.8121800000000000,-77.71633000000000,11
03,Cañar,281396,1403,134,-2.733333000000000,-78.83333300000000,11
06,Chimborazo,524004,2349,194,-1.674347000000000,-78.64829400000001,11
05,Cotopaxi,488716,2891,166,-0.9333330000000000,-78.61666700000001,11
07,El Oro,715751,5860,473,-3.266667000000000,-79.96666700000000,11
08,Esmeraldas,591083,1614,193,1.050000000000000,-79.20000000000000,11
20,Galápagos,33042,408,8,-0.7999999999999999,-89.40000000000001,11
09,Guayas,4387434,13069,2129,-2.183333000000000,-79.88333299999999,11
10,Imbabura,476257,3105,146,0.3626780000000000,-78.13066700000000,11
11,Loja,521154,3909,520,-3.983333000000000,-79.20000000000000,11
12,Los Ríos,921763,3886,505,-1.800000000000000,-79.53333300000000,11
13,Manabí,1562079,8700,1038,-1.056181000000000,-80.45521700000000,11
14,Morona Santiago,196535,847,59,-2.300000000000000,-78.11666700000001,11
15,Napo,133705,607,24,-0.9890000000000000,-77.81590000000000,11
22,Orellana,161338,319,63,-0.4666670000000000,-76.96666700000000,11
16,Pastaza,114202,305,30,-1.066667000000000,-78.00111099999999,11
17,Pichincha,3228233,31780,3284,-0.2186110000000000,-78.50972200000000,11
24,Santa Elena,401178,936,140,-2.226700000000000,-80.85830000000000,11
23,Sto. Domingo Tsáchilas,511151,2841,281,-0.2541670000000000,-79.17194400000000,11
21,Sucumbíos,230503,687,139,0.08472200000000002,-76.88277800000000,11
18,Tungurahua,590600,3094,135,-1.241667000000000,-78.61972200000000,11
19,Zamora Chinchipe,120416,421,78,-4.120000000000000,-78.80000000000000,11
01,Azuay,881394,4968,334,-2.897414000000000,-79.00448100000000,12
02,Bolívar,209933,2325,274,-1.605556000000000,-79.00305600000000,12
04,Carchi,186869,2346,78,0.8121800000000000,-77.71633000000000,12
03,Cañar,281396,1513,110,-2.733333000000000,-78.83333300000000,12
06,Chimborazo,524004,2523,174,-1.674347000000000,-78.64829400000001,12
05,Cotopaxi,488716,3106,215,-0.9333330000000000,-78.61666700000001,12
07,El Oro,715751,6417,557,-3.266667000000000,-79.96666700000000,12
08,Esmeraldas,591083,1784,170,1.050000000000000,-79.20000000000000,12
20,Galápagos,33042,419,11,-0.7999999999999999,-89.40000000000001,12
09,Guayas,4387434,14420,1351,-2.183333000000000,-79.88333299999999,12
10,Imbabura,476257,3370,265,0.3626780000000000,-78.13066700000000,12
11,Loja,521154,4503,594,-3.983333000000000,-79.20000000000000,12
12,Los Ríos,921763,4261,375,-1.800000000000000,-79.53333300000000,12
13,Manabí,1562079,9618,918,-1.056181000000000,-80.45521700000000,12
14,Morona Santiago,196535,900,53,-2.300000000000000,-78.11666700000001,12
15,Napo,133705,726,119,-0.9890000000000000,-77.81590000000000,12
22,Orellana,161338,372,53,-0.4666670000000000,-76.96666700000000,12
16,Pastaza,114202,319,14,-1.066667000000000,-78.00111099999999,12
17,Pichincha,3228233,37080,5300,-0.2186110000000000,-78.50972200000000,12
24,Santa Elena,401178,1004,68,-2.226700000000000,-80.85830000000000,12
23,Sto. Domingo Tsáchilas,511151,3154,313,-0.2541670000000000,-79.17194400000000,12
21,Sucumbíos,230503,856,169,0.08472200000000002,-76.88277800000000,12
18,Tungurahua,590600,3369,275,-1.241667000000000,-78.61972200000000,12
19,Zamora Chinchipe,120416,515,94,-4.120000000000000,-78.80000000000000,12
01,Azuay,881394,5353,385,-2.897414000000000,-79.00448100000000,13
02,Bolívar,209933,2711,386,-1.605556000000000,-79.00305600000000,13
04,Carchi,186869,2484,138,0.8121800000000000,-77.71633000000000,13
03,Cañar,281396,1669,156,-2.733333000000000,-78.83333300000000,13
06,Chimborazo,524004,2781,258,-1.674347000000000,-78.64829400000001,13
05,Cotopaxi,488716,3401,295,-0.9333330000000000,-78.61666700000001,13
07,El Oro,715751,7153,736,-3.266667000000000,-79.96666700000000,13
08,Esmeraldas,591083,2052,268,1.050000000000000,-79.20000000000000,13
20,Galápagos,33042,431,12,-0.7999999999999999,-89.40000000000001,13
09,Guayas,4387434,16077,1657,-2.183333000000000,-79.88333299999999,13
10,Imbabura,476257,3666,296,0.3626780000000000,-78.13066700000000,13
11,Loja,521154,5264,761,-3.983333000000000,-79.20000000000000,13
12,Los Ríos,921763,4637,376,-1.800000000000000,-79.53333300000000,13
13,Manabí,1562079,10417,799,-1.056181000000000,-80.45521700000000,13
14,Morona Santiago,196535,1024,124,-2.300000000000000,-78.11666700000001,13
15,Napo,133705,797,71,-0.9890000000000000,-77.81590000000000,13
22,Orellana,161338,426,54,-0.4666670000000000,-76.96666700000000,13
16,Pastaza,114202,336,17,-1.066667000000000,-78.00111099999999,13
17,Pichincha,3228233,40641,3561,-0.2186110000000000,-78.50972200000000,13
24,Santa Elena,401178,1039,35,-2.226700000000000,-80.85830000000000,13
23,Sto. Domingo Tsáchilas,511151,3457,303,-0.2541670000000000,-79.17194400000000,13
21,Sucumbíos,230503,1031,175,0.08472200000000002,-76.88277800000000,13
18,Tungurahua,590600,3599,230,-1.241667000000000,-78.61972200000000,13
19,Zamora Chinchipe,120416,621,106,-4.120000000000000,-78.80000000000000,13
01,Azuay,881394,5830,477,-2.897414000000000,-79.00448100000000,14
02,Bolívar,209933,2897,186,-1.605556000000000,-79.00305600000000,14
04,Carchi,186869,2617,133,0.8121800000000000,-77.71633000000000,14
03,Cañar,281396,1826,157,-2.733333000000000,-78.83333300000000,14
06,Chimborazo,524004,2990,209,-1.674347000000000,-78.64829400000001,14
05,Cotopaxi,488716,3624,223,-0.9333330000000000,-78.61666700000001,14
07,El Oro,715751,7904,751,-3.266667000000000,-79.96666700000000,14
08,Esmeraldas,591083,2250,198,1.050000000000000,-79.20000000000000,14
20,Galápagos,33042,440,9,-0.7999999999999999,-89.40000000000001,14
09,Guayas,4387434,17739,1662,-2.183333000000000,-79.88333299999999,14
10,Imbabura,476257,3985,319,0.3626780000000000,-78.13066700000000,14
11,Loja,521154,5840,576,-3.983333000000000,-79.20000000000000,14
12,Los Ríos,921763,5021,384,-1.800000000000000,-79.53333300000000,14
13,Manabí,1562079,11390,973,-1.056181000000000,-80.45521700000000,14
14,Morona Santiago,196535,1144,120,-2.300000000000000,-78.11666700000001,14
15,Napo,133705,848,51,-0.9890000000000000,-77.81590000000000,14
22,Orellana,161338,484,58,-0.4666670000000000,-76.96666700000000,14
16,Pastaza,114202,362,26,-1.066667000000000,-78.00111099999999,14
17,Pichincha,3228233,44447,3806,-0.2186110000000000,-78.50972200000000,14
24,Santa Elena,401178,1122,83,-2.226700000000000,-80.85830000000000,14
23,Sto. Domingo Tsáchilas,511151,3700,243,-0.2541670000000000,-79.17194400000000,14
21,Sucumbíos,230503,1189,158,0.08472200000000002,-76.88277800000000,14
18,Tungurahua,590600,3804,205,-1.241667000000000,-78.61972200000000,14
19,Zamora Chinchipe,120416,750,129,-4.120000000000000,-78.80000000000000,14
01,Azuay,881394,6372,542,-2.897414000000000,-79.00448100000000,15
02,Bolívar,209933,3096,199,-1.605556000000000,-79.00305600000000,15
04,Carchi,186869,2792,175,0.8121800000000000,-77.71633000000000,15
03,Cañar,281396,1982,156,-2.733333000000000,-78.83333300000000,15
06,Chimborazo,524004,3219,229,-1.674347000000000,-78.64829400000001,15
05,Cotopaxi,488716,3941,317,-0.9333330000000000,-78.61666700000001,15
07,El Oro,715751,8599,695,-3.266667000000000,-79.96666700000000,15
08,Esmeraldas,591083,2412,162,1.050000000000000,-79.20000000000000,15
20,Galápagos,33042,453,13,-0.7999999999999999,-89.40000000000001,15
09,Guayas,4387434,19620,1881,-2.183333000000000,-79.88333299999999,15
10,Imbabura,476257,4516,531,0.3626780000000000,-78.13066700000000,15
11,Loja,521154,6396,556,-3.983333000000000,-79.20000000000000,15
12,Los Ríos,921763,5516,495,-1.800000000000000,-79.53333300000000,15
13,Manabí,1562079,12439,1049,-1.056181000000000,-80.45521700000000,15
14,Morona Santiago,196535,1324,180,-2.300000000000000,-78.11666700000001,15
15,Napo,133705,912,64,-0.9890000000000000,-77.81590000000000,15
22,Orellana,161338,602,118,-0.4666670000000000,-76.96666700000000,15
16,Pastaza,114202,390,28,-1.066667000000000,-78.00111099999999,15
17,Pichincha,3228233,49850,5403,-0.2186110000000000,-78.50972200000000,15
24,Santa Elena,401178,1293,171,-2.226700000000000,-80.85830000000000,15
23,Sto. Domingo Tsáchilas,511151,3992,292,-0.2541670000000000,-79.17194400000000,15
21,Sucumbíos,230503,1363,174,0.08472200000000002,-76.88277800000000,15
18,Tungurahua,590600,4033,229,-1.241667000000000,-78.61972200000000,15
19,Zamora Chinchipe,120416,820,70,-4.120000000000000,-78.80000000000000,15
01,Azuay,881394,6911,539,-2.897414000000000,-79.00448100000000,16
02,Bolívar,209933,3270,174,-1.605556000000000,-79.00305600000000,16
04,Carchi,186869,3047,255,0.8121800000000000,-77.71633000000000,16
03,Cañar,281396,2135,153,-2.733333000000000,-78.83333300000000,16
06,Chimborazo,524004,3498,279,-1.674347000000000,-78.64829400000001,16
05,Cotopaxi,488716,4288,347,-0.9333330000000000,-78.61666700000001,16
07,El Oro,715751,9348,749,-3.266667000000000,-79.96666700000000,16
08,Esmeraldas,591083,2598,186,1.050000000000000,-79.20000000000000,16
20,Galápagos,33042,462,9,-0.7999999999999999,-89.40000000000001,16
09,Guayas,4387434,21376,1756,-2.183333000000000,-79.88333299999999,16
10,Imbabura,476257,5088,572,0.3626780000000000,-78.13066700000000,16
11,Loja,521154,6849,453,-3.983333000000000,-79.20000000000000,16
12,Los Ríos,921763,5889,373,-1.800000000000000,-79.53333300000000,16
13,Manabí,1562079,13216,777,-1.056181000000000,-80.45521700000000,16
14,Morona Santiago,196535,1466,142,-2.300000000000000,-78.11666700000001,16
15,Napo,133705,985,73,-0.9890000000000000,-77.81590000000000,16
22,Orellana,161338,697,95,-0.4666670000000000,-76.96666700000000,16
16,Pastaza,114202,499,109,-1.066667000000000,-78.00111099999999,16
17,Pichincha,3228233,54746,4896,-0.2186110000000000,-78.50972200000000,16
