provincia,provincia_poblacion,canton,canton_poblacion,total,nuevas,lat,lng,semana
Loja,521154,Loja,274112,,1,-3.983333000000000,-79.20000000000000,1
Loja,521154,Loja,274112,,19,-3.983333000000000,-79.20000000000000,1
Loja,521154,Loja,274112,,0,-3.983333000000000,-79.20000000000000,1
Loja,521154,Loja,274112,,4,-3.983333000000000,-79.20000000000000,1
Loja,521154,Loja,274112,,0,-3.983333000000000,-79.20000000000000,1
Loja,521154,Loja,274112,,13,-3.983333000000000,-79.20000000000000,1
Loja,521154,Loja,274112,,0,-3.983333000000000,-79.20000000000000,1
Loja,521154,Loja,274112,,0,-3.983333000000000,-79.20000000000000,1
Los Ríos,921763,Babahoyo,175281,,1,-1.800000000000000,-79.53333300000000,1
Los Ríos,921763,Babahoyo,175281,,91,-1.800000000000000,-79.53333300000000,1
Los Ríos,921763,Babahoyo,175281,,6,-1.800000000000000,-79.53333300000000,1
Los Ríos,921763,Babahoyo,175281,,1,-1.800000000000000,-79.53333300000000,1
Los Ríos,921763,Babahoyo,175281,,3,-1.800000000000000,-79.53333300000000,1
Los Ríos,921763,Babahoyo,175281,,2,-1.800000000000000,-79.53333300000000,1
Los Ríos,921763,Babahoyo,175281,,1,-1.800000000000000,-79.53333300000000,1
Los Ríos,921763,Babahoyo,175281,,31,-1.800000000000000,-79.53333300000000,1
Los Ríos,921763,Babahoyo,175281,,0,-1.800000000000000,-79.53333300000000,1
Los Ríos,921763,Babahoyo,175281,,3,-1.800000000000000,-79.53333300000000,1
Los Ríos,921763,Babahoyo,175281,,20,-1.800000000000000,-79.53333300000000,1
Los Ríos,921763,Babahoyo,175281,,8,-1.800000000000000,-79.53333300000000,1
Los Ríos,921763,Babahoyo,175281,,8,-1.800000000000000,-79.53333300000000,1
Manabí,1562079,Portoviejo,321800,,14,-1.056181000000000,-80.45521700000000,1
Manabí,1562079,Portoviejo,321800,,47,-1.056181000000000,-80.45521700000000,1
Manabí,1562079,Portoviejo,321800,,8,-1.056181000000000,-80.45521700000000,1
Manabí,1562079,Portoviejo,321800,,4,-1.056181000000000,-80.45521700000000,1
Manabí,1562079,Portoviejo,321800,,12,-1.056181000000000,-80.45521700000000,1
Manabí,1562079,Portoviejo,321800,,1,-1.056181000000000,-80.45521700000000,1
Manabí,1562079,Portoviejo,321800,,25,-1.056181000000000,-80.45521700000000,1
Manabí,1562079,Portoviejo,321800,,3,-1.056181000000000,-80.45521700000000,1
Manabí,1562079,Portoviejo,321800,,75,-1.056181000000000,-80.45521700000000,1
Manabí,1562079,Portoviejo,321800,,13,-1.056181000000000,-80.45521700000000,1
Manabí,1562079,Portoviejo,321800,,7,-1.056181000000000,-80.45521700000000,1
Manabí,1562079,Portoviejo,321800,,6,-1.056181000000000,-80.45521700000000,1
Manabí,1562079,Portoviejo,321800,,5,-1.056181000000000,-80.45521700000000,1
Manabí,1562079,Portoviejo,321800,,8,-1.056181000000000,-80.45521700000000,1
Manabí,1562079,Portoviejo,321800,,183,-1.056181000000000,-80.45521700000000,1
Manabí,1562079,Portoviejo,321800,,4,-1.056181000000000,-80.45521700000000,1
Manabí,1562079,Portoviejo,321800,,34,-1.056181000000000,-80.45521700000000,1
Manabí,1562079,Portoviejo,321800,,1,-1.056181000000000,-80.45521700000000,1
Manabí,1562079,Portoviejo,321800,,11,-1.056181000000000,-80.45521700000000,1
Manabí,1562079,Portoviejo,321800,,25,-1.056181000000000,-80.45521700000000,1
Manabí,1562079,Portoviejo,321800,,3,-1.056181000000000,-80.45521700000000,1
Manabí,1562079,Portoviejo,321800,,8,-1.056181000000000,-80.45521700000000,1
Morona Santiago,196535,Morona,58281,,24,-2.300000000000000,-78.11666700000001,1
Morona Santiago,196535,Morona,58281,,0,-2.300000000000000,-78.11666700000001,1
Morona Santiago,196535,Morona,58281,,2,-2.300000000000000,-78.11666700000001,1
Morona Santiago,196535,Morona,58281,,1,-2.300000000000000,-78.11666700000001,1
Morona Santiago,196535,Morona,58281,,49,-2.300000000000000,-78.11666700000001,1
Morona Santiago,196535,Morona,58281,,2,-2.300000000000000,-78.11666700000001,1
Morona Santiago,196535,Morona,58281,,11,-2.300000000000000,-78.11666700000001,1
Morona Santiago,196535,Morona,58281,,0,-2.300000000000000,-78.11666700000001,1
Morona Santiago,196535,Morona,58281,,4,-2.300000000000000,-78.11666700000001,1
Morona Santiago,196535,Morona,58281,,14,-2.300000000000000,-78.11666700000001,1
Morona Santiago,196535,Morona,58281,,0,-2.300000000000000,-78.11666700000001,1
Morona Santiago,196535,Morona,58281,,0,-2.300000000000000,-78.11666700000001,1
Napo,133705,Tena,79182,,8,-0.9890000000000000,-77.81590000000000,1
Napo,133705,Tena,79182,,0,-0.9890000000000000,-77.81590000000000,1
Napo,133705,Tena,79182,,13,-0.9890000000000000,-77.81590000000000,1
Napo,133705,Tena,79182,,6,-0.9890000000000000,-77.81590000000000,1
Napo,133705,Tena,79182,,29,-0.9890000000000000,-77.81590000000000,1
Orellana,161338,Orellana,93778,,1,-0.4666670000000000,-76.96666700000000,1
Orellana,161338,Orellana,93778,,0,-0.4666670000000000,-76.96666700000000,1
Orellana,161338,Orellana,93778,,2,-0.4666670000000000,-76.96666700000000,1
Orellana,161338,Orellana,93778,,10,-0.4666670000000000,-76.96666700000000,1
Pastaza,114202,Pastaza,84377,,2,-1.066667000000000,-78.00111099999999,1
Pastaza,114202,Pastaza,84377,,2,-1.066667000000000,-78.00111099999999,1
Pastaza,114202,Pastaza,84377,,10,-1.066667000000000,-78.00111099999999,1
Pastaza,114202,Pastaza,84377,,0,-1.066667000000000,-78.00111099999999,1
Pichincha,3228233,Quito,2781641,,15,-0.2186110000000000,-78.50972200000000,1
Pichincha,3228233,Quito,2781641,,32,-0.2186110000000000,-78.50972200000000,1
Pichincha,3228233,Quito,2781641,,5,-0.2186110000000000,-78.50972200000000,1
Pichincha,3228233,Quito,2781641,,0,-0.2186110000000000,-78.50972200000000,1
Pichincha,3228233,Quito,2781641,,5,-0.2186110000000000,-78.50972200000000,1
Pichincha,3228233,Quito,2781641,,1769,-0.2186110000000000,-78.50972200000000,1
Pichincha,3228233,Quito,2781641,,59,-0.2186110000000000,-78.50972200000000,1
Pichincha,3228233,Quito,2781641,,0,-0.2186110000000000,-78.50972200000000,1
Santa Elena,401178,Santa Elena,188821,,38,-2.226700000000000,-80.85830000000000,1
Santa Elena,401178,Santa Elena,188821,,25,-2.226700000000000,-80.85830000000000,1
Santa Elena,401178,Santa Elena,188821,,20,-2.226700000000000,-80.85830000000000,1
Sto. Domingo Tsáchilas,511151,Santo Domingo,458580,,27,-0.2541670000000000,-79.17194400000000,1
Sto. Domingo Tsáchilas,511151,Santo Domingo,458580,,118,-0.2541670000000000,-79.17194400000000,1
Sucumbíos,230503,Lago Agrio,119594,,0,0.08472200000000002,-76.88277800000000,1
Sucumbíos,230503,Lago Agrio,119594,,1,0.08472200000000002,-76.88277800000000,1
Sucumbíos,230503,Lago Agrio,119594,,2,0.08472200000000002,-76.88277800000000,1
Sucumbíos,230503,Lago Agrio,119594,,10,0.08472200000000002,-76.88277800000000,1
Sucumbíos,230503,Lago Agrio,119594,,0,0.08472200000000002,-76.88277800000000,1
Sucumbíos,230503,Lago Agrio,119594,,13,0.08472200000000002,-76.88277800000000,1
Sucumbíos,230503,Lago Agrio,119594,,2,0.08472200000000002,-76.88277800000000,1
Tungurahua,590600,Ambato,387309,,212,-1.241667000000000,-78.61972200000000,1
Tungurahua,590600,Ambato,387309,,17,-1.241667000000000,-78.61972200000000,1
Tungurahua,590600,Ambato,387309,,1,-1.241667000000000,-78.61972200000000,1
Tungurahua,590600,Ambato,387309,,1,-1.241667000000000,-78.61972200000000,1
Tungurahua,590600,Ambato,387309,,2,-1.241667000000000,-78.61972200000000,1
Tungurahua,590600,Ambato,387309,,43,-1.241667000000000,-78.61972200000000,1
Tungurahua,590600,Ambato,387309,,14,-1.241667000000000,-78.61972200000000,1
Tungurahua,590600,Ambato,387309,,4,-1.241667000000000,-78.61972200000000,1
Tungurahua,590600,Ambato,387309,,4,-1.241667000000000,-78.61972200000000,1
Zamora Chinchipe,120416,Zamora,32761,,1,-4.120000000000000,-78.80000000000000,1
Zamora Chinchipe,120416,Zamora,32761,,0,-4.120000000000000,-78.80000000000000,1
Zamora Chinchipe,120416,Zamora,32761,,3,-4.120000000000000,-78.80000000000000,1
Zamora Chinchipe,120416,Zamora,32761,,1,-4.120000000000000,-78.80000000000000,1
Zamora Chinchipe,120416,Zamora,32761,,1,-4.120000000000000,-78.80000000000000,1
Zamora Chinchipe,120416,Zamora,32761,,0,-4.120000000000000,-78.80000000000000,1
Zamora Chinchipe,120416,Zamora,32761,,0,-4.120000000000000,-78.80000000000000,1
Zamora Chinchipe,120416,Zamora,32761,,5,-4.120000000000000,-78.80000000000000,1
Zamora Chinchipe,120416,Zamora,32761,,5,-4.120000000000000,-78.80000000000000,1
Azuay,881394,Cuenca,636996,,8,-2.897414000000000,-79.00448100000000,2
Azuay,881394,Cuenca,636996,,5,-2.897414000000000,-79.00448100000000,2
Azuay,881394,Cuenca,636996,,432,-2.897414000000000,-79.00448100000000,2
Azuay,881394,Cuenca,636996,,3,-2.897414000000000,-79.00448100000000,2
Azuay,881394,Cuenca,636996,,7,-2.897414000000000,-79.00448100000000,2
Azuay,881394,Cuenca,636996,,0,-2.897414000000000,-79.00448100000000,2
Azuay,881394,Cuenca,636996,,18,-2.897414000000000,-79.00448100000000,2
Azuay,881394,Cuenca,636996,,8,-2.897414000000000,-79.00448100000000,2
Azuay,881394,Cuenca,636996,,3,-2.897414000000000,-79.00448100000000,2
Azuay,881394,Cuenca,636996,,19,-2.897414000000000,-79.00448100000000,2
Azuay,881394,Cuenca,636996,,4,-2.897414000000000,-79.00448100000000,2
Azuay,881394,Cuenca,636996,,5,-2.897414000000000,-79.00448100000000,2
Azuay,881394,Cuenca,636996,,36,-2.897414000000000,-79.00448100000000,2
Azuay,881394,Cuenca,636996,,14,-2.897414000000000,-79.00448100000000,2
Azuay,881394,Cuenca,636996,,11,-2.897414000000000,-79.00448100000000,2
Bolívar,209933,Guaranda,108763,,17,-1.605556000000000,-79.00305600000000,2
Bolívar,209933,Guaranda,108763,,17,-1.605556000000000,-79.00305600000000,2
Bolívar,209933,Guaranda,108763,,7,-1.605556000000000,-79.00305600000000,2
Bolívar,209933,Guaranda,108763,,10,-1.605556000000000,-79.00305600000000,2
Bolívar,209933,Guaranda,108763,,21,-1.605556000000000,-79.00305600000000,2
Bolívar,209933,Guaranda,108763,,1,-1.605556000000000,-79.00305600000000,2
Bolívar,209933,Guaranda,108763,,26,-1.605556000000000,-79.00305600000000,2
Carchi,186869,Tulcán,102395,,11,0.8121800000000000,-77.71633000000000,2
Carchi,186869,Tulcán,102395,,23,0.8121800000000000,-77.71633000000000,2
Carchi,186869,Tulcán,102395,,51,0.8121800000000000,-77.71633000000000,2
Carchi,186869,Tulcán,102395,,61,0.8121800000000000,-77.71633000000000,2
Carchi,186869,Tulcán,102395,,15,0.8121800000000000,-77.71633000000000,2
Carchi,186869,Tulcán,102395,,154,0.8121800000000000,-77.71633000000000,2
Cañar,281396,Azogues,86276,,96,-2.733333000000000,-78.83333300000000,2
Cañar,281396,Azogues,86276,,8,-2.733333000000000,-78.83333300000000,2
Cañar,281396,Azogues,86276,,30,-2.733333000000000,-78.83333300000000,2
Cañar,281396,Azogues,86276,,8,-2.733333000000000,-78.83333300000000,2
Cañar,281396,Azogues,86276,,4,-2.733333000000000,-78.83333300000000,2
Cañar,281396,Azogues,86276,,14,-2.733333000000000,-78.83333300000000,2
Cañar,281396,Azogues,86276,,0,-2.733333000000000,-78.83333300000000,2
Chimborazo,524004,Riobamba,264048,,54,-1.674347000000000,-78.64829400000001,2
Chimborazo,524004,Riobamba,264048,,4,-1.674347000000000,-78.64829400000001,2
Chimborazo,524004,Riobamba,264048,,20,-1.674347000000000,-78.64829400000001,2
Chimborazo,524004,Riobamba,264048,,14,-1.674347000000000,-78.64829400000001,2
Chimborazo,524004,Riobamba,264048,,18,-1.674347000000000,-78.64829400000001,2
Chimborazo,524004,Riobamba,264048,,9,-1.674347000000000,-78.64829400000001,2
Chimborazo,524004,Riobamba,264048,,10,-1.674347000000000,-78.64829400000001,2
Chimborazo,524004,Riobamba,264048,,3,-1.674347000000000,-78.64829400000001,2
Chimborazo,524004,Riobamba,264048,,1,-1.674347000000000,-78.64829400000001,2
Chimborazo,524004,Riobamba,264048,,177,-1.674347000000000,-78.64829400000001,2
Cotopaxi,488716,Latacunga,205624,,36,-0.9333330000000000,-78.61666700000001,2
Cotopaxi,488716,Latacunga,205624,,185,-0.9333330000000000,-78.61666700000001,2
Cotopaxi,488716,Latacunga,205624,,17,-0.9333330000000000,-78.61666700000001,2
Cotopaxi,488716,Latacunga,205624,,44,-0.9333330000000000,-78.61666700000001,2
Cotopaxi,488716,Latacunga,205624,,110,-0.9333330000000000,-78.61666700000001,2
Cotopaxi,488716,Latacunga,205624,,15,-0.9333330000000000,-78.61666700000001,2
Cotopaxi,488716,Latacunga,205624,,61,-0.9333330000000000,-78.61666700000001,2
El Oro,715751,Machala,289141,,7,-3.266667000000000,-79.96666700000000,2
El Oro,715751,Machala,289141,,25,-3.266667000000000,-79.96666700000000,2
El Oro,715751,Machala,289141,,2,-3.266667000000000,-79.96666700000000,2
El Oro,715751,Machala,289141,,0,-3.266667000000000,-79.96666700000000,2
El Oro,715751,Machala,289141,,14,-3.266667000000000,-79.96666700000000,2
El Oro,715751,Machala,289141,,25,-3.266667000000000,-79.96666700000000,2
El Oro,715751,Machala,289141,,0,-3.266667000000000,-79.96666700000000,2
El Oro,715751,Machala,289141,,348,-3.266667000000000,-79.96666700000000,2
El Oro,715751,Machala,289141,,1,-3.266667000000000,-79.96666700000000,2
El Oro,715751,Machala,289141,,76,-3.266667000000000,-79.96666700000000,2
El Oro,715751,Machala,289141,,21,-3.266667000000000,-79.96666700000000,2
El Oro,715751,Machala,289141,,8,-3.266667000000000,-79.96666700000000,2
El Oro,715751,Machala,289141,,45,-3.266667000000000,-79.96666700000000,2
El Oro,715751,Machala,289141,,22,-3.266667000000000,-79.96666700000000,2
Esmeraldas,591083,Esmeraldas,218727,,13,1.050000000000000,-79.20000000000000,2
Esmeraldas,591083,Esmeraldas,218727,,1,1.050000000000000,-79.20000000000000,2
Esmeraldas,591083,Esmeraldas,218727,,65,1.050000000000000,-79.20000000000000,2
Esmeraldas,591083,Esmeraldas,218727,,0,1.050000000000000,-79.20000000000000,2
Esmeraldas,591083,Esmeraldas,218727,,23,1.050000000000000,-79.20000000000000,2
Esmeraldas,591083,Esmeraldas,218727,,0,1.050000000000000,-79.20000000000000,2
Esmeraldas,591083,Esmeraldas,218727,,3,1.050000000000000,-79.20000000000000,2
Galápagos,33042,San Cristóbal,9667,,44,-0.7999999999999999,-89.40000000000001,2
Galápagos,33042,San Cristóbal,9667,,25,-0.7999999999999999,-89.40000000000001,2
Galápagos,33042,San Cristóbal,9667,,80,-0.7999999999999999,-89.40000000000001,2
Guayas,4387434,Guayaquil,2723665,,3,-2.183333000000000,-79.88333299999999,2
Guayas,4387434,Guayaquil,2723665,,2,-2.183333000000000,-79.88333299999999,2
Guayas,4387434,Guayaquil,2723665,,16,-2.183333000000000,-79.88333299999999,2
Guayas,4387434,Guayaquil,2723665,,9,-2.183333000000000,-79.88333299999999,2
Guayas,4387434,Guayaquil,2723665,,4,-2.183333000000000,-79.88333299999999,2
Guayas,4387434,Guayaquil,2723665,,35,-2.183333000000000,-79.88333299999999,2
Guayas,4387434,Guayaquil,2723665,,72,-2.183333000000000,-79.88333299999999,2
Guayas,4387434,Guayaquil,2723665,,16,-2.183333000000000,-79.88333299999999,2
Guayas,4387434,Guayaquil,2723665,,15,-2.183333000000000,-79.88333299999999,2
Guayas,4387434,Guayaquil,2723665,,16,-2.183333000000000,-79.88333299999999,2
Guayas,4387434,Guayaquil,2723665,,778,-2.183333000000000,-79.88333299999999,2
Guayas,4387434,Guayaquil,2723665,,0,-2.183333000000000,-79.88333299999999,2
Guayas,4387434,Guayaquil,2723665,,1,-2.183333000000000,-79.88333299999999,2
Guayas,4387434,Guayaquil,2723665,,102,-2.183333000000000,-79.88333299999999,2
Guayas,4387434,Guayaquil,2723665,,19,-2.183333000000000,-79.88333299999999,2
Guayas,4387434,Guayaquil,2723665,,5,-2.183333000000000,-79.88333299999999,2
Guayas,4387434,Guayaquil,2723665,,5,-2.183333000000000,-79.88333299999999,2
Guayas,4387434,Guayaquil,2723665,,1,-2.183333000000000,-79.88333299999999,2
Guayas,4387434,Guayaquil,2723665,,17,-2.183333000000000,-79.88333299999999,2
Guayas,4387434,Guayaquil,2723665,,3,-2.183333000000000,-79.88333299999999,2
Guayas,4387434,Guayaquil,2723665,,10,-2.183333000000000,-79.88333299999999,2
Guayas,4387434,Guayaquil,2723665,,16,-2.183333000000000,-79.88333299999999,2
Guayas,4387434,Guayaquil,2723665,,16,-2.183333000000000,-79.88333299999999,2
Guayas,4387434,Guayaquil,2723665,,1,-2.183333000000000,-79.88333299999999,2
Guayas,4387434,Guayaquil,2723665,,3,-2.183333000000000,-79.88333299999999,2
Imbabura,476257,Ibarra,221149,,80,0.3626780000000000,-78.13066700000000,2
Imbabura,476257,Ibarra,221149,,47,0.3626780000000000,-78.13066700000000,2
Imbabura,476257,Ibarra,221149,,220,0.3626780000000000,-78.13066700000000,2
Imbabura,476257,Ibarra,221149,,98,0.3626780000000000,-78.13066700000000,2
Imbabura,476257,Ibarra,221149,,5,0.3626780000000000,-78.13066700000000,2
Imbabura,476257,Ibarra,221149,,10,0.3626780000000000,-78.13066700000000,2
Loja,521154,Loja,274112,,22,-3.983333000000000,-79.20000000000000,2
Loja,521154,Loja,274112,,7,-3.983333000000000,-79.20000000000000,2
Loja,521154,Loja,274112,,0,-3.983333000000000,-79.20000000000000,2
Loja,521154,Loja,274112,,0,-3.983333000000000,-79.20000000000000,2
Loja,521154,Loja,274112,,9,-3.983333000000000,-79.20000000000000,2
Loja,521154,Loja,274112,,0,-3.983333000000000,-79.20000000000000,2
Loja,521154,Loja,274112,,286,-3.983333000000000,-79.20000000000000,2
Loja,521154,Loja,274112,,4,-3.983333000000000,-79.20000000000000,2
Loja,521154,Loja,274112,,2,-3.983333000000000,-79.20000000000000,2
