muestras,muestras_pcr,positivas_total,positivas_probables,muestras_pcr_nuevas,pruebas_rezagadas,muertes_confirmadas,muertes_probables,muertes,muertes_nuevas,positivas,positivas_pcr,positivas_pcr_nuevas,positivas_pcr_mujer,positivas_pcr_hombre,positivas_pcr_hombre_edades_meses,positivas_pcr_hombre_edades_0a4,positivas_pcr_hombre_edades_5a9,positivas_pcr_hombre_edades_10a14,positivas_pcr_hombre_edades_15a19,positivas_pcr_hombre_edades_20a49,positivas_pcr_hombre_edades_50a64,positivas_pcr_hombre_edades_65an,positivas_pcr_mujer_edades_meses,positivas_pcr_mujer_edades_0a4,positivas_pcr_mujer_edades_5a9,positivas_pcr_mujer_edades_10a14,positivas_pcr_mujer_edades_15a19,positivas_pcr_mujer_edades_20a49,positivas_pcr_mujer_edades_50a64,positivas_pcr_mujer_edades_65an,positivas_rapidas,negativas,negativas_pcr,negativas_pcr_nuevas,negativas_rapidas,hospitalizadas_altas,hospitalizadas_estables,hospitalizadas_pronostico_reservadas,msp_hospitalizacion_camas_porcentaje_ocupadas,msp_hospitalizacion_lista_espera,msp_hospitalizacion_camas_asignadas,msp_hospitalizacion_camas_ocupadas,msp_cuidado_intermedio_camas_porcentaje_ocupadas,msp_cuidado_intermedio_lista_espera,msp_cuidado_intermedio_camas_asignadas,msp_cuidado_intermedio_camas_ocupadas,msp_uci_camas_porcentaje_ocupadas,msp_uci_lista_espera,msp_uci_camas_asignadas,msp_uci_camas_ocupadas,rpis_hospitalizacion_camas_porcentaje_ocupadas,rpis_hospitalizacion_lista_espera,rpis_hospitalizacion_camas_asignadas,rpis_hospitalizacion_camas_ocupadas,rpis_cuidado_intermedio_camas_porcentaje_ocupadas,rpis_cuidado_intermedio_lista_espera,rpis_cuidado_intermedio_camas_asignadas,rpis_cuidado_intermedio_camas_ocupadas,rpis_uci_camas_porcentaje_ocupadas,rpis_uci_lista_espera,rpis_uci_camas_asignadas,rpis_uci_camas_ocupadas,rpc_hospitalizacion_camas_porcentaje_ocupadas,rpc_hospitalizacion_lista_espera,rpc_hospitalizacion_camas_asignadas,rpc_hospitalizacion_camas_ocupadas,rpc_cuidado_intermedio_camas_porcentaje_ocupadas,rpc_cuidado_intermedio_lista_espera,rpc_cuidado_intermedio_camas_asignadas,rpc_cuidado_intermedio_camas_ocupadas,rpc_uci_camas_porcentaje_ocupadas,rpc_uci_lista_espera,rpc_uci_camas_asignadas,rpc_uci_camas_ocupadas,created_at
507559,486987,0,0,5798,69369,8072,4285,12357,51,160615,151659,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,277575,265959,3257,11616,20249,500,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16/10/2020
512457,491885,0,0,4898,71367,8087,4288,12375,18,161378,152422,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,279712,268096,2137,11616,20338,516,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/10/2020
515705,495133,0,0,3248,70258,8099,4288,12387,12,162245,153289,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,283202,271586,3490,11616,20394,521,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/10/2020
516424,495852,0,0,719,70411,8106,4289,12395,8,162379,153423,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,283634,272018,432,11616,20432,521,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/10/2020
520243,499671,0,0,3819,72099,8115,4289,12404,9,163071,154115,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,285073,273457,1439,11616,20464,523,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20/10/2020
525803,505231,0,0,5560,71511,8160,4293,12453,49,164581,155625,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,289711,278095,4638,11616,20656,468,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/10/2020
530086,509514,0,0,4283,71121,8195,4305,12500,47,165407,156451,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,293558,281942,3847,11616,20700,469,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22/10/2020
535429,514857,0,0,5343,67043,8221,4307,12528,28,167226,158270,1819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,301160,289544,7602,11616,20794,462,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23/10/2020
537556,516984,0,0,2127,61807,8235,4307,12542,14,168570,159614,1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,307179,295563,6019,11616,20869,497,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24/10/2020
542463,521891,0,0,4907,56590,8248,4305,12553,11,170591,161635,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,315282,303666,8103,11616,20940,493,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25/10/2020
543529,522957,0,0,1066,56235,8266,4307,12573,20,171134,162178,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,316160,304544,878,11616,20969,501,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26/10/2020
555016,534444,0,0,11487,63165,8280,4308,12588,15,172148,163192,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,319703,308087,3543,11616,21004,486,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27/10/2020
557421,536849,0,0,2405,59355,8297,4311,12608,20,173864,164908,1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,324202,312586,4499,11616,21112,454,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28/10/2020
558365,537793,0,0,944,53342,8312,4310,12622,14,175258,166302,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,329765,318149,5563,11616,21219,474,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29/10/2020
562074,541502,0,0,3709,53605,8321,4311,12632,10,176103,167147,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,332366,320750,2601,11616,21260,498,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30/10/2020
567080,546508,0,0,5006,53176,8357,4313,12670,38,177148,168192,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,336756,325140,4390,11616,21349,520,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31/10/2020
569362,548790,0,0,2282,51707,8371,4313,12684,14,178150,169194,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,339505,327889,2749,11616,21423,531,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/11/2020
569798,549226,0,0,436,50815,8380,4312,12692,8,178518,169562,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,340465,328849,960,11616,21476,520,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/11/2020
570515,549943,0,0,717,49712,8386,4312,12698,6,179066,170110,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,341737,330121,1272,11616,21516,512,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/11/2020
577335,556763,0,0,6820,51224,8394,4310,12704,6,180389,171433,1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,345722,334106,3985,11616,21552,505,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/11/2020
579156,558584,0,0,1821,50370,8420,4310,12730,26,180739,171783,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,348047,336431,2325,11616,21589,510,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/11/2020
583731,563159,0,0,4575,50582,8449,4312,12761,31,181464,172508,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,351685,340069,3638,11616,21806,505,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/11/2020
587193,566621,0,0,3462,49940,8492,4323,12815,54,182442,173486,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,354811,343195,3126,11616,21857,497,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/11/2020
593170,572598,0,0,5977,49175,8507,4323,12830,15,183863,174907,1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,360132,348516,5321,11616,21946,490,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/11/2020
596540,575968,0,0,3370,50989,8516,4323,12839,9,184225,175269,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,361326,349710,1194,11616,21994,498,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/11/2020
597099,576527,0,0,559,49598,8525,4324,12849,10,184667,175711,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,362834,351218,1508,11616,22028,471,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/11/2020
600741,580169,0,0,3642,49067,8592,4328,12920,71,185586,176630,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,366088,354472,3254,11616,22099,471,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/11/2020
605331,584759,0,0,4590,50256,8614,4332,12946,26,186469,177513,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,368606,356990,2518,11616,22195,484,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/11/2020
610265,589693,0,0,4934,50604,8642,4335,12977,31,187630,178674,1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,372031,360415,3425,11616,22242,462,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13/11/2020
614531,593959,0,0,4266,50485,8658,4339,12997,20,188583,179627,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,375463,363847,3432,11616,22346,484,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14/11/2020
616775,596203,0,0,2244,49584,8669,4339,13008,11,189251,180295,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,377940,366324,2477,11616,22393,504,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15/11/2020
617762,597190,0,0,987,49195,8674,4342,13016,8,189632,180676,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,378935,367319,995,11616,22437,467,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16/11/2020
619695,599123,0,0,1933,49102,8681,4344,13025,9,190060,181104,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,380533,368917,1598,11616,22463,481,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/11/2020
624030,603458,0,0,4335,48574,8708,4344,13052,27,191206,182250,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,384250,372634,3717,11616,22529,475,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/11/2020
629093,608521,0,0,5063,48617,8729,4344,13073,21,192202,183246,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,388274,376658,4024,11616,22565,466,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/11/2020
632453,611881,0,0,3360,48275,8750,4345,13095,22,192796,183840,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,391382,379766,3108,11616,22650,480,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20/11/2020
636428,615856,0,0,3975,47265,8787,4352,13139,44,193832,184876,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,395331,383715,3949,11616,22718,499,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/11/2020
641542,620970,0,0,5114,45942,8804,4397,13201,62,194599,185643,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,401001,389385,5670,11616,22811,483,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22/11/2020
643405,622833,0,0,1863,45756,8825,4400,13225,24,194900,185944,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,402749,391133,1748,11616,22870,488,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23/11/2020
646936,626364,0,0,3531,46587,8861,4403,13264,39,195392,186436,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,404957,393341,2208,11616,22901,501,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24/11/2020
650014,629442,0,0,3078,46242,8877,4411,13288,24,196186,187230,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,407586,395970,2629,11616,22988,488,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25/11/2020
655075,634503,0,0,5061,45744,8891,4425,13316,28,197094,188138,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,412237,400621,4651,11616,23021,473,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26/11/2020
660834,640262,0,0,5759,46137,8927,4431,13358,42,198490,189534,1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,416207,404591,3970,11616,23114,500,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27/11/2020
666165,645593,0,0,5331,44880,8938,4433,13371,13,199865,190909,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,421420,409804,5213,11616,23288,512,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28/11/2020
670123,649551,0,0,3958,43536,8989,4434,13423,52,201073,192117,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,425514,413898,4094,11616,23339,486,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29/11/2020
672274,651702,0,0,2151,42760,9024,4437,13461,38,201641,192685,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,427873,416257,2359,11616,23383,492,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30/11/2020
675764,655192,0,0,3490,41481,9052,4449,13501,40,202629,193673,988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,431654,420038,3781,11616,23421,503,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/12/2020
679233,658661,0,0,3469,40512,9103,4459,13562,61,203832,194876,1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,434889,423273,3235,11616,23635,495,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/12/2020
682755,662183,0,0,3522,40229,9129,4483,13612,50,204840,195884,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,437686,426070,2797,11616,23748,541,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/12/2020
687296,666724,0,0,4541,40580,9200,4496,13696,84,205438,196482,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,441278,429662,3592,11616,23798,536,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/12/2020
690443,669871,0,0,3147,40220,9252,4504,13756,60,206347,197391,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,443876,432260,2598,11616,23847,535,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/12/2020
692831,672259,0,0,2388,39283,9268,4510,13778,22,206954,197998,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,446594,434978,2718,11616,23940,526,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/12/2020
693526,672954,0,0,695,39248,9269,4511,13780,2,207200,198244,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,447078,435462,484,11616,23981,524,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/12/2020
694703,674131,0,0,1177,38899,9278,4516,13794,14,207708,198752,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,448096,436480,1018,11616,24006,526,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/12/2020
697527,676955,0,0,2824,39409,9295,4519,13814,20,208184,199228,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,449934,438318,1838,11616,24033,489,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/12/2020
703430,682858,0,0,5903,40337,9320,4530,13850,36,209335,200379,1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,453758,442142,3824,11616,24238,460,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/12/2020
705060,684488,0,0,1630,40185,9323,4535,13858,8,209721,200765,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,455154,443538,1396,11616,24334,456,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/12/2020
708604,688032,0,0,3544,40605,9336,4538,13874,16,210480,201524,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,457519,445903,2365,11616,24387,455,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/12/2020
711141,690569,0,0,2537,40030,9337,4538,13875,1,211066,202110,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,460045,448429,2526,11616,24474,433,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13/12/2020
711735,691163,0,0,594,40055,9337,4538,13875,0,211136,202180,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,460544,448928,499,11616,24500,433,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14/12/2020
712781,692209,0,0,1046,40107,9357,4539,13896,21,211312,202356,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,461362,449746,818,11616,24535,433,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15/12/2020
720532,699960,0,0,7751,40760,9373,4542,13915,19,212417,203461,1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,467355,455739,5993,11616,24603,413,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16/12/2020
723855,703283,0,0,3323,40770,9386,4546,13932,17,213204,204248,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,469881,458265,2526,11616,24658,449,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/12/2020
727197,706625,0,0,3342,41022,9396,4546,13942,10,213959,205003,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,472216,460600,2335,11616,24755,462,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/12/2020
732115,711543,0,0,4918,40811,9400,4548,13948,6,214876,205920,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,476428,464812,4212,11616,24797,447,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/12/2020
733555,712983,0,0,1440,40057,9400,4548,13948,0,215213,206257,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,478285,466669,1857,11616,24920,444,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20/12/2020
734178,713606,0,0,623,40074,9400,4549,13949,1,215285,206329,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,478819,467203,534,11616,24970,438,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/12/2020
740025,719453,0,0,5847,45452,9400,4549,13949,0,215320,206364,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,479253,467637,434,11616,25006,447,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22/12/2020
745128,724556,0,0,5103,47268,9413,4549,13962,13,216040,207084,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,481820,470204,2567,11616,25090,444,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23/12/2020
751487,730915,0,0,6359,49047,9427,4550,13977,15,216966,208010,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,485474,473858,3654,11616,25135,447,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24/12/2020
755338,734766,0,0,3851,49925,9433,4551,13984,7,217784,208828,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,487629,476013,2155,11616,25243,458,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25/12/2020
756362,735790,0,0,1024,47908,9439,4551,13990,6,218230,209274,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,490224,478608,2595,11616,25243,433,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26/12/2020
756786,736214,0,0,424,47391,9439,4553,13992,2,218311,209355,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,491084,479468,860,11616,25387,464,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27/12/2020
757887,737315,0,0,1101,46902,9441,4553,13994,2,218714,209758,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,492271,480655,1187,11616,25427,468,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28/12/2020
