provincia,total,acumuladas,lat,lng,semana
Cañar,22,59,-2.733333000000000,-78.83333300000000,3
Chimborazo,48,161,-1.674347000000000,-78.64829400000001,3
Cotopaxi,43,129,-0.9333330000000000,-78.61666700000001,3
El Oro,61,195,-3.266667000000000,-79.96666700000000,3
Esmeraldas,34,108,1.050000000000000,-79.20000000000000,3
Galápagos,0,3,-0.7999999999999999,-89.40000000000001,3
Guayas,387,1224,-2.183333000000000,-79.88333299999999,3
Imbabura,43,113,0.3626780000000000,-78.13066700000000,3
Loja,51,150,-3.983333000000000,-79.20000000000000,3
Los Ríos,77,208,-1.800000000000000,-79.53333300000000,3
Manabí,116,360,-1.056181000000000,-80.45521700000000,3
Morona Santiago,17,38,-2.300000000000000,-78.11666700000001,3
Napo,6,21,-0.9890000000000000,-77.81590000000000,3
Orellana,6,18,-0.4666670000000000,-76.96666700000000,3
Otro,0,0,0,0,3
Pastaza,8,23,-1.066667000000000,-78.00111099999999,3
Pichincha,304,898,-0.2186110000000000,-78.50972200000000,3
Santa Elena,22,77,-2.226700000000000,-80.85830000000000,3
Sto. Domingo Tsáchilas,50,134,-0.2541670000000000,-79.17194400000000,3
Sucumbíos,12,34,0.08472200000000002,-76.88277800000000,3
Tungurahua,66,179,-1.241667000000000,-78.61972200000000,3
Zamora Chinchipe,7,13,-4.120000000000000,-78.80000000000000,3
Azuay,94,329,-2.897414000000000,-79.00448100000000,4
Bolívar,17,79,-1.605556000000000,-79.00305600000000,4
Carchi,14,50,0.8121800000000000,-77.71633000000000,4
Cañar,19,78,-2.733333000000000,-78.83333300000000,4
Chimborazo,45,206,-1.674347000000000,-78.64829400000001,4
Cotopaxi,39,168,-0.9333330000000000,-78.61666700000001,4
El Oro,60,255,-3.266667000000000,-79.96666700000000,4
Esmeraldas,35,143,1.050000000000000,-79.20000000000000,4
Galápagos,0,3,-0.7999999999999999,-89.40000000000001,4
Guayas,454,1678,-2.183333000000000,-79.88333299999999,4
Imbabura,31,144,0.3626780000000000,-78.13066700000000,4
Loja,62,212,-3.983333000000000,-79.20000000000000,4
Los Ríos,71,279,-1.800000000000000,-79.53333300000000,4
Manabí,125,485,-1.056181000000000,-80.45521700000000,4
Morona Santiago,11,49,-2.300000000000000,-78.11666700000001,4
Napo,7,28,-0.9890000000000000,-77.81590000000000,4
Orellana,16,34,-0.4666670000000000,-76.96666700000000,4
Otro,0,0,0,0,4
Pastaza,7,30,-1.066667000000000,-78.00111099999999,4
Pichincha,311,1209,-0.2186110000000000,-78.50972200000000,4
Santa Elena,22,99,-2.226700000000000,-80.85830000000000,4
Sto. Domingo Tsáchilas,41,175,-0.2541670000000000,-79.17194400000000,4
Sucumbíos,9,43,0.08472200000000002,-76.88277800000000,4
Tungurahua,83,262,-1.241667000000000,-78.61972200000000,4
Zamora Chinchipe,4,17,-4.120000000000000,-78.80000000000000,4
Azuay,67,396,-2.897414000000000,-79.00448100000000,5
Bolívar,21,100,-1.605556000000000,-79.00305600000000,5
Carchi,18,68,0.8121800000000000,-77.71633000000000,5
Cañar,25,103,-2.733333000000000,-78.83333300000000,5
Chimborazo,58,264,-1.674347000000000,-78.64829400000001,5
Cotopaxi,41,209,-0.9333330000000000,-78.61666700000001,5
El Oro,56,311,-3.266667000000000,-79.96666700000000,5
Esmeraldas,32,175,1.050000000000000,-79.20000000000000,5
Galápagos,0,3,-0.7999999999999999,-89.40000000000001,5
Guayas,344,2022,-2.183333000000000,-79.88333299999999,5
Imbabura,46,190,0.3626780000000000,-78.13066700000000,5
Loja,65,277,-3.983333000000000,-79.20000000000000,5
Los Ríos,75,354,-1.800000000000000,-79.53333300000000,5
Manabí,101,586,-1.056181000000000,-80.45521700000000,5
Morona Santiago,12,61,-2.300000000000000,-78.11666700000001,5
Napo,10,38,-0.9890000000000000,-77.81590000000000,5
Orellana,11,45,-0.4666670000000000,-76.96666700000000,5
Otro,0,0,0,0,5
Pastaza,3,33,-1.066667000000000,-78.00111099999999,5
Pichincha,291,1500,-0.2186110000000000,-78.50972200000000,5
Santa Elena,19,118,-2.226700000000000,-80.85830000000000,5
Sto. Domingo Tsáchilas,37,212,-0.2541670000000000,-79.17194400000000,5
Sucumbíos,15,58,0.08472200000000002,-76.88277800000000,5
Tungurahua,61,323,-1.241667000000000,-78.61972200000000,5
Zamora Chinchipe,9,26,-4.120000000000000,-78.80000000000000,5
Azuay,82,478,-2.897414000000000,-79.00448100000000,6
Bolívar,22,122,-1.605556000000000,-79.00305600000000,6
Carchi,18,86,0.8121800000000000,-77.71633000000000,6
Cañar,21,124,-2.733333000000000,-78.83333300000000,6
Chimborazo,55,319,-1.674347000000000,-78.64829400000001,6
Cotopaxi,25,234,-0.9333330000000000,-78.61666700000001,6
El Oro,54,365,-3.266667000000000,-79.96666700000000,6
Esmeraldas,42,217,1.050000000000000,-79.20000000000000,6
Galápagos,0,3,-0.7999999999999999,-89.40000000000001,6
Guayas,341,2363,-2.183333000000000,-79.88333299999999,6
Imbabura,30,220,0.3626780000000000,-78.13066700000000,6
Loja,64,341,-3.983333000000000,-79.20000000000000,6
Los Ríos,67,421,-1.800000000000000,-79.53333300000000,6
Manabí,121,707,-1.056181000000000,-80.45521700000000,6
Morona Santiago,8,69,-2.300000000000000,-78.11666700000001,6
Napo,5,43,-0.9890000000000000,-77.81590000000000,6
Orellana,11,56,-0.4666670000000000,-76.96666700000000,6
Otro,0,0,0,0,6
Pastaza,8,41,-1.066667000000000,-78.00111099999999,6
Pichincha,271,1771,-0.2186110000000000,-78.50972200000000,6
Santa Elena,24,142,-2.226700000000000,-80.85830000000000,6
Sto. Domingo Tsáchilas,41,253,-0.2541670000000000,-79.17194400000000,6
Sucumbíos,12,70,0.08472200000000002,-76.88277800000000,6
Tungurahua,64,387,-1.241667000000000,-78.61972200000000,6
Zamora Chinchipe,5,31,-4.120000000000000,-78.80000000000000,6
Azuay,81,559,-2.897414000000000,-79.00448100000000,7
Bolívar,20,142,-1.605556000000000,-79.00305600000000,7
Carchi,13,99,0.8121800000000000,-77.71633000000000,7
Cañar,26,150,-2.733333000000000,-78.83333300000000,7
Chimborazo,53,372,-1.674347000000000,-78.64829400000001,7
Cotopaxi,42,276,-0.9333330000000000,-78.61666700000001,7
El Oro,66,431,-3.266667000000000,-79.96666700000000,7
Esmeraldas,41,258,1.050000000000000,-79.20000000000000,7
Galápagos,2,5,-0.7999999999999999,-89.40000000000001,7
Guayas,440,2803,-2.183333000000000,-79.88333299999999,7
Imbabura,30,250,0.3626780000000000,-78.13066700000000,7
Loja,52,393,-3.983333000000000,-79.20000000000000,7
Los Ríos,82,503,-1.800000000000000,-79.53333300000000,7
Manabí,132,839,-1.056181000000000,-80.45521700000000,7
Morona Santiago,16,85,-2.300000000000000,-78.11666700000001,7
Napo,3,46,-0.9890000000000000,-77.81590000000000,7
Orellana,7,63,-0.4666670000000000,-76.96666700000000,7
Otro,0,0,0,0,7
Pastaza,2,43,-1.066667000000000,-78.00111099999999,7
Pichincha,236,2007,-0.2186110000000000,-78.50972200000000,7
Santa Elena,23,165,-2.226700000000000,-80.85830000000000,7
Sto. Domingo Tsáchilas,53,306,-0.2541670000000000,-79.17194400000000,7
Sucumbíos,9,79,0.08472200000000002,-76.88277800000000,7
Tungurahua,64,451,-1.241667000000000,-78.61972200000000,7
Zamora Chinchipe,3,34,-4.120000000000000,-78.80000000000000,7
Azuay,87,646,-2.897414000000000,-79.00448100000000,8
Bolívar,18,160,-1.605556000000000,-79.00305600000000,8
Carchi,13,112,0.8121800000000000,-77.71633000000000,8
Cañar,15,165,-2.733333000000000,-78.83333300000000,8
Chimborazo,46,418,-1.674347000000000,-78.64829400000001,8
Cotopaxi,46,322,-0.9333330000000000,-78.61666700000001,8
El Oro,59,490,-3.266667000000000,-79.96666700000000,8
Esmeraldas,32,290,1.050000000000000,-79.20000000000000,8
Galápagos,1,6,-0.7999999999999999,-89.40000000000001,8
Guayas,392,3195,-2.183333000000000,-79.88333299999999,8
Imbabura,38,288,0.3626780000000000,-78.13066700000000,8
Loja,47,440,-3.983333000000000,-79.20000000000000,8
Los Ríos,89,592,-1.800000000000000,-79.53333300000000,8
Manabí,142,981,-1.056181000000000,-80.45521700000000,8
Morona Santiago,17,102,-2.300000000000000,-78.11666700000001,8
Napo,6,52,-0.9890000000000000,-77.81590000000000,8
Orellana,5,68,-0.4666670000000000,-76.96666700000000,8
Otro,0,0,0,0,8
Pastaza,6,49,-1.066667000000000,-78.00111099999999,8
Pichincha,241,2248,-0.2186110000000000,-78.50972200000000,8
Santa Elena,34,199,-2.226700000000000,-80.85830000000000,8
Sto. Domingo Tsáchilas,41,347,-0.2541670000000000,-79.17194400000000,8
Sucumbíos,13,92,0.08472200000000002,-76.88277800000000,8
Tungurahua,57,508,-1.241667000000000,-78.61972200000000,8
Zamora Chinchipe,3,37,-4.120000000000000,-78.80000000000000,8
Azuay,77,723,-2.897414000000000,-79.00448100000000,9
Bolívar,17,177,-1.605556000000000,-79.00305600000000,9
Carchi,16,128,0.8121800000000000,-77.71633000000000,9
Cañar,17,182,-2.733333000000000,-78.83333300000000,9
Chimborazo,47,465,-1.674347000000000,-78.64829400000001,9
Cotopaxi,38,360,-0.9333330000000000,-78.61666700000001,9
El Oro,63,553,-3.266667000000000,-79.96666700000000,9
Esmeraldas,22,312,1.050000000000000,-79.20000000000000,9
Galápagos,0,6,-0.7999999999999999,-89.40000000000001,9
Guayas,415,3610,-2.183333000000000,-79.88333299999999,9
Imbabura,28,316,0.3626780000000000,-78.13066700000000,9
Loja,40,480,-3.983333000000000,-79.20000000000000,9
Los Ríos,71,663,-1.800000000000000,-79.53333300000000,9
Manabí,132,1113,-1.056181000000000,-80.45521700000000,9
Morona Santiago,10,112,-2.300000000000000,-78.11666700000001,9
Napo,6,58,-0.9890000000000000,-77.81590000000000,9
Orellana,9,77,-0.4666670000000000,-76.96666700000000,9
Otro,0,0,0,0,9
Pastaza,7,56,-1.066667000000000,-78.00111099999999,9
Pichincha,245,2493,-0.2186110000000000,-78.50972200000000,9
Santa Elena,36,235,-2.226700000000000,-80.85830000000000,9
Sto. Domingo Tsáchilas,42,389,-0.2541670000000000,-79.17194400000000,9
Sucumbíos,18,110,0.08472200000000002,-76.88277800000000,9
Tungurahua,51,559,-1.241667000000000,-78.61972200000000,9
Zamora Chinchipe,1,38,-4.120000000000000,-78.80000000000000,9
Azuay,79,802,-2.897414000000000,-79.00448100000000,10
Bolívar,18,195,-1.605556000000000,-79.00305600000000,10
Carchi,5,133,0.8121800000000000,-77.71633000000000,10
Cañar,22,204,-2.733333000000000,-78.83333300000000,10
Chimborazo,49,514,-1.674347000000000,-78.64829400000001,10
Cotopaxi,42,402,-0.9333330000000000,-78.61666700000001,10
El Oro,60,613,-3.266667000000000,-79.96666700000000,10
Esmeraldas,32,344,1.050000000000000,-79.20000000000000,10
Galápagos,1,7,-0.7999999999999999,-89.40000000000001,10
Guayas,419,4029,-2.183333000000000,-79.88333299999999,10
Imbabura,39,355,0.3626780000000000,-78.13066700000000,10
Loja,51,531,-3.983333000000000,-79.20000000000000,10
Los Ríos,90,753,-1.800000000000000,-79.53333300000000,10
Manabí,127,1240,-1.056181000000000,-80.45521700000000,10
Morona Santiago,8,120,-2.300000000000000,-78.11666700000001,10
Napo,10,68,-0.9890000000000000,-77.81590000000000,10
Orellana,7,84,-0.4666670000000000,-76.96666700000000,10
Otro,0,0,0,0,10
Pastaza,5,61,-1.066667000000000,-78.00111099999999,10
Pichincha,227,2720,-0.2186110000000000,-78.50972200000000,10
Santa Elena,31,266,-2.226700000000000,-80.85830000000000,10
Sto. Domingo Tsáchilas,33,422,-0.2541670000000000,-79.17194400000000,10
Sucumbíos,14,124,0.08472200000000002,-76.88277800000000,10
Tungurahua,51,610,-1.241667000000000,-78.61972200000000,10
Zamora Chinchipe,5,43,-4.120000000000000,-78.80000000000000,10
Azuay,77,879,-2.897414000000000,-79.00448100000000,11
Bolívar,17,212,-1.605556000000000,-79.00305600000000,11
Carchi,12,145,0.8121800000000000,-77.71633000000000,11
Cañar,28,232,-2.733333000000000,-78.83333300000000,11
Chimborazo,44,558,-1.674347000000000,-78.64829400000001,11
Cotopaxi,26,428,-0.9333330000000000,-78.61666700000001,11
El Oro,61,674,-3.266667000000000,-79.96666700000000,11
Esmeraldas,25,369,1.050000000000000,-79.20000000000000,11
Galápagos,1,8,-0.7999999999999999,-89.40000000000001,11
Guayas,405,4434,-2.183333000000000,-79.88333299999999,11
Imbabura,41,396,0.3626780000000000,-78.13066700000000,11
Loja,46,577,-3.983333000000000,-79.20000000000000,11
Los Ríos,77,830,-1.800000000000000,-79.53333300000000,11
Manabí,129,1369,-1.056181000000000,-80.45521700000000,11
Morona Santiago,11,131,-2.300000000000000,-78.11666700000001,11
Napo,8,76,-0.9890000000000000,-77.81590000000000,11
Orellana,10,94,-0.4666670000000000,-76.96666700000000,11
Otro,0,0,0,0,11
Pastaza,5,66,-1.066667000000000,-78.00111099999999,11
Pichincha,257,2977,-0.2186110000000000,-78.50972200000000,11
Santa Elena,22,288,-2.226700000000000,-80.85830000000000,11
Sto. Domingo Tsáchilas,33,455,-0.2541670000000000,-79.17194400000000,11
Sucumbíos,10,134,0.08472200000000002,-76.88277800000000,11
Tungurahua,42,652,-1.241667000000000,-78.61972200000000,11
Zamora Chinchipe,7,50,-4.120000000000000,-78.80000000000000,11
Azuay,78,957,-2.897414000000000,-79.00448100000000,12
Bolívar,14,226,-1.605556000000000,-79.00305600000000,12
Carchi,17,162,0.8121800000000000,-77.71633000000000,12
Cañar,15,247,-2.733333000000000,-78.83333300000000,12
Chimborazo,33,591,-1.674347000000000,-78.64829400000001,12
Cotopaxi,28,456,-0.9333330000000000,-78.61666700000001,12
El Oro,47,721,-3.266667000000000,-79.96666700000000,12
Esmeraldas,36,405,1.050000000000000,-79.20000000000000,12
Galápagos,0,8,-0.7999999999999999,-89.40000000000001,12
Guayas,380,4814,-2.183333000000000,-79.88333299999999,12
Imbabura,44,440,0.3626780000000000,-78.13066700000000,12
Loja,44,621,-3.983333000000000,-79.20000000000000,12
Los Ríos,63,893,-1.800000000000000,-79.53333300000000,12
Manabí,114,1483,-1.056181000000000,-80.45521700000000,12
Morona Santiago,6,137,-2.300000000000000,-78.11666700000001,12
Napo,7,83,-0.9890000000000000,-77.81590000000000,12
Orellana,7,101,-0.4666670000000000,-76.96666700000000,12
Otro,0,0,0,0,12
Pastaza,6,72,-1.066667000000000,-78.00111099999999,12
Pichincha,221,3198,-0.2186110000000000,-78.50972200000000,12
Santa Elena,18,306,-2.226700000000000,-80.85830000000000,12
Sto. Domingo Tsáchilas,45,500,-0.2541670000000000,-79.17194400000000,12
Sucumbíos,6,140,0.08472200000000002,-76.88277800000000,12
Tungurahua,48,700,-1.241667000000000,-78.61972200000000,12
Zamora Chinchipe,2,52,-4.120000000000000,-78.80000000000000,12
Azuay,83,1040,-2.897414000000000,-79.00448100000000,13
Bolívar,19,245,-1.605556000000000,-79.00305600000000,13
Carchi,15,177,0.8121800000000000,-77.71633000000000,13
Cañar,17,264,-2.733333000000000,-78.83333300000000,13
Chimborazo,39,630,-1.674347000000000,-78.64829400000001,13
Cotopaxi,30,486,-0.9333330000000000,-78.61666700000001,13
El Oro,55,776,-3.266667000000000,-79.96666700000000,13
Esmeraldas,19,424,1.050000000000000,-79.20000000000000,13
Galápagos,1,9,-0.7999999999999999,-89.40000000000001,13
Guayas,391,5205,-2.183333000000000,-79.88333299999999,13
Imbabura,44,484,0.3626780000000000,-78.13066700000000,13
Loja,45,666,-3.983333000000000,-79.20000000000000,13
Los Ríos,70,963,-1.800000000000000,-79.53333300000000,13
Manabí,139,1622,-1.056181000000000,-80.45521700000000,13
Morona Santiago,5,142,-2.300000000000000,-78.11666700000001,13
Napo,1,84,-0.9890000000000000,-77.81590000000000,13
Orellana,7,108,-0.4666670000000000,-76.96666700000000,13
Otro,0,0,0,0,13
Pastaza,6,78,-1.066667000000000,-78.00111099999999,13
Pichincha,209,3407,-0.2186110000000000,-78.50972200000000,13
Santa Elena,30,336,-2.226700000000000,-80.85830000000000,13
Sto. Domingo Tsáchilas,39,539,-0.2541670000000000,-79.17194400000000,13
Sucumbíos,6,146,0.08472200000000002,-76.88277800000000,13
Tungurahua,56,756,-1.241667000000000,-78.61972200000000,13
Zamora Chinchipe,3,55,-4.120000000000000,-78.80000000000000,13
Azuay,80,1120,-2.897414000000000,-79.00448100000000,14
Bolívar,20,265,-1.605556000000000,-79.00305600000000,14
Carchi,10,187,0.8121800000000000,-77.71633000000000,14
Cañar,18,282,-2.733333000000000,-78.83333300000000,14
Chimborazo,53,683,-1.674347000000000,-78.64829400000001,14
Cotopaxi,28,514,-0.9333330000000000,-78.61666700000001,14
El Oro,49,825,-3.266667000000000,-79.96666700000000,14
Esmeraldas,35,459,1.050000000000000,-79.20000000000000,14
Galápagos,0,9,-0.7999999999999999,-89.40000000000001,14
Guayas,395,5600,-2.183333000000000,-79.88333299999999,14
Imbabura,44,528,0.3626780000000000,-78.13066700000000,14
Loja,53,719,-3.983333000000000,-79.20000000000000,14
Los Ríos,79,1042,-1.800000000000000,-79.53333300000000,14
Manabí,95,1717,-1.056181000000000,-80.45521700000000,14
Morona Santiago,4,146,-2.300000000000000,-78.11666700000001,14
Napo,7,91,-0.9890000000000000,-77.81590000000000,14
Orellana,6,114,-0.4666670000000000,-76.96666700000000,14
Otro,0,0,0,0,14
Pastaza,6,84,-1.066667000000000,-78.00111099999999,14
Pichincha,268,3675,-0.2186110000000000,-78.50972200000000,14
Santa Elena,25,361,-2.226700000000000,-80.85830000000000,14
Sto. Domingo Tsáchilas,43,582,-0.2541670000000000,-79.17194400000000,14
Sucumbíos,12,158,0.08472200000000002,-76.88277800000000,14
Tungurahua,44,800,-1.241667000000000,-78.61972200000000,14
Zamora Chinchipe,5,60,-4.120000000000000,-78.80000000000000,14
Azuay,96,1216,-2.897414000000000,-79.00448100000000,15
Bolívar,14,279,-1.605556000000000,-79.00305600000000,15
Carchi,14,201,0.8121800000000000,-77.71633000000000,15
Cañar,25,307,-2.733333000000000,-78.83333300000000,15
Chimborazo,51,734,-1.674347000000000,-78.64829400000001,15
Cotopaxi,33,547,-0.9333330000000000,-78.61666700000001,15
El Oro,51,876,-3.266667000000000,-79.96666700000000,15
Esmeraldas,29,488,1.050000000000000,-79.20000000000000,15
Galápagos,1,10,-0.7999999999999999,-89.40000000000001,15
Guayas,390,5990,-2.183333000000000,-79.88333299999999,15
Imbabura,46,574,0.3626780000000000,-78.13066700000000,15
Loja,43,762,-3.983333000000000,-79.20000000000000,15
Los Ríos,45,1087,-1.800000000000000,-79.53333300000000,15
Manabí,129,1846,-1.056181000000000,-80.45521700000000,15
Morona Santiago,8,154,-2.300000000000000,-78.11666700000001,15
Napo,6,97,-0.9890000000000000,-77.81590000000000,15
Orellana,9,123,-0.4666670000000000,-76.96666700000000,15
Otro,0,0,0,0,15
Pastaza,10,94,-1.066667000000000,-78.00111099999999,15
Pichincha,249,3924,-0.2186110000000000,-78.50972200000000,15
Santa Elena,23,384,-2.226700000000000,-80.85830000000000,15
Sto. Domingo Tsáchilas,40,622,-0.2541670000000000,-79.17194400000000,15
Sucumbíos,11,169,0.08472200000000002,-76.88277800000000,15
Tungurahua,38,838,-1.241667000000000,-78.61972200000000,15
Zamora Chinchipe,5,65,-4.120000000000000,-78.80000000000000,15
Azuay,73,1289,-2.897414000000000,-79.00448100000000,16
Bolívar,18,297,-1.605556000000000,-79.00305600000000,16
Carchi,14,215,0.8121800000000000,-77.71633000000000,16
Cañar,14,321,-2.733333000000000,-78.83333300000000,16
Chimborazo,53,787,-1.674347000000000,-78.64829400000001,16
Cotopaxi,45,592,-0.9333330000000000,-78.61666700000001,16
El Oro,49,925,-3.266667000000000,-79.96666700000000,16
Esmeraldas,23,511,1.050000000000000,-79.20000000000000,16
Galápagos,1,11,-0.7999999999999999,-89.40000000000001,16
Guayas,410,6400,-2.183333000000000,-79.88333299999999,16
Imbabura,27,601,0.3626780000000000,-78.13066700000000,16
Loja,45,807,-3.983333000000000,-79.20000000000000,16
Los Ríos,77,1164,-1.800000000000000,-79.53333300000000,16
Manabí,114,1960,-1.056181000000000,-80.45521700000000,16
Morona Santiago,13,167,-2.300000000000000,-78.11666700000001,16
Napo,4,101,-0.9890000000000000,-77.81590000000000,16
Orellana,8,131,-0.4666670000000000,-76.96666700000000,16
Otro,0,0,0,0,16
Pastaza,7,101,-1.066667000000000,-78.00111099999999,16
Pichincha,222,4146,-0.2186110000000000,-78.50972200000000,16
Santa Elena,22,406,-2.226700000000000,-80.85830000000000,16
Sto. Domingo Tsáchilas,38,660,-0.2541670000000000,-79.17194400000000,16
Sucumbíos,14,183,0.08472200000000002,-76.88277800000000,16
Tungurahua,35,873,-1.241667000000000,-78.61972200000000,16
Zamora Chinchipe,3,68,-4.120000000000000,-78.80000000000000,16
Azuay,67,1356,-2.897414000000000,-79.00448100000000,17
Bolívar,16,313,-1.605556000000000,-79.00305600000000,17
Carchi,8,223,0.8121800000000000,-77.71633000000000,17
Cañar,10,331,-2.733333000000000,-78.83333300000000,17
Chimborazo,37,824,-1.674347000000000,-78.64829400000001,17
Cotopaxi,32,624,-0.9333330000000000,-78.61666700000001,17
El Oro,50,975,-3.266667000000000,-79.96666700000000,17
Esmeraldas,37,548,1.050000000000000,-79.20000000000000,17
Galápagos,2,13,-0.7999999999999999,-89.40000000000001,17
Guayas,406,6806,-2.183333000000000,-79.88333299999999,17
Imbabura,39,640,0.3626780000000000,-78.13066700000000,17
Loja,47,854,-3.983333000000000,-79.20000000000000,17
Los Ríos,66,1230,-1.800000000000000,-79.53333300000000,17
Manabí,121,2081,-1.056181000000000,-80.45521700000000,17
Morona Santiago,14,181,-2.300000000000000,-78.11666700000001,17
Napo,5,106,-0.9890000000000000,-77.81590000000000,17
Orellana,11,142,-0.4666670000000000,-76.96666700000000,17
Otro,0,0,0,0,17
Pastaza,4,105,-1.066667000000000,-78.00111099999999,17
Pichincha,224,4370,-0.2186110000000000,-78.50972200000000,17
Santa Elena,18,424,-2.226700000000000,-80.85830000000000,17
Sto. Domingo Tsáchilas,33,693,-0.2541670000000000,-79.17194400000000,17
Sucumbíos,11,194,0.08472200000000002,-76.88277800000000,17
Tungurahua,45,918,-1.241667000000000,-78.61972200000000,17
Zamora Chinchipe,9,77,-4.120000000000000,-78.80000000000000,17
Azuay,82,1438,-2.897414000000000,-79.00448100000000,18
Bolívar,17,330,-1.605556000000000,-79.00305600000000,18
Carchi,9,232,0.8121800000000000,-77.71633000000000,18
Cañar,23,354,-2.733333000000000,-78.83333300000000,18
Chimborazo,44,868,-1.674347000000000,-78.64829400000001,18
Cotopaxi,25,649,-0.9333330000000000,-78.61666700000001,18
El Oro,60,1035,-3.266667000000000,-79.96666700000000,18
Esmeraldas,22,570,1.050000000000000,-79.20000000000000,18
Galápagos,2,15,-0.7999999999999999,-89.40000000000001,18
Guayas,380,7186,-2.183333000000000,-79.88333299999999,18
Imbabura,38,678,0.3626780000000000,-78.13066700000000,18
Loja,37,891,-3.983333000000000,-79.20000000000000,18
Los Ríos,87,1317,-1.800000000000000,-79.53333300000000,18
Manabí,107,2188,-1.056181000000000,-80.45521700000000,18
Morona Santiago,8,189,-2.300000000000000,-78.11666700000001,18
Napo,5,111,-0.9890000000000000,-77.81590000000000,18
Orellana,8,150,-0.4666670000000000,-76.96666700000000,18
Otro,0,0,0,0,18
Pastaza,5,110,-1.066667000000000,-78.00111099999999,18
Pichincha,246,4616,-0.2186110000000000,-78.50972200000000,18
Santa Elena,21,445,-2.226700000000000,-80.85830000000000,18
Sto. Domingo Tsáchilas,56,749,-0.2541670000000000,-79.17194400000000,18
Sucumbíos,11,205,0.08472200000000002,-76.88277800000000,18
Tungurahua,47,965,-1.241667000000000,-78.61972200000000,18
Zamora Chinchipe,12,89,-4.120000000000000,-78.80000000000000,18
Azuay,65,1503,-2.897414000000000,-79.00448100000000,19
Bolívar,16,346,-1.605556000000000,-79.00305600000000,19
Carchi,14,246,0.8121800000000000,-77.71633000000000,19
Cañar,15,369,-2.733333000000000,-78.83333300000000,19
Chimborazo,33,901,-1.674347000000000,-78.64829400000001,19
Cotopaxi,39,688,-0.9333330000000000,-78.61666700000001,19
El Oro,53,1088,-3.266667000000000,-79.96666700000000,19
Esmeraldas,19,589,1.050000000000000,-79.20000000000000,19
Galápagos,1,16,-0.7999999999999999,-89.40000000000001,19
Guayas,341,7527,-2.183333000000000,-79.88333299999999,19
