inec_provincia_id,provincia,inec_canton_id,canton,total,acumuladas,lat,lng,semana
01,Azuay,0114,Guachapala,0,1,-2.769000000000000,-78.70900000000000,10
01,Azuay,0103,Gualaceo,3,42,-2.900000000000000,-78.78333300000000,10
01,Azuay,0104,Nabón,5,14,-3.336060000000000,-79.06368000000001,10
01,Azuay,0110,Oña,0,5,-3.469640000000000,-79.15431000000000,10
01,Azuay,0105,Paute,3,29,-2.781800000000000,-78.76000000000001,10
01,Azuay,0106,Pucará,0,6,-3.233780000000000,-79.46120000000001,10
01,Azuay,0107,San Fernando,0,4,-3.144500000000000,-79.25200000000000,10
01,Azuay,0108,Santa Isabel,1,15,-3.274170000000000,-79.31560000000000,10
01,Azuay,0113,Sevilla de Oro,0,1,-2.799833000000000,-78.65569400000000,10
01,Azuay,0109,Sígsig,1,27,-3.089700000000000,-78.80320000000000,10
02,Bolívar,0206,Caluma,3,10,-1.633330000000000,-79.25000000000000,10
02,Bolívar,0202,Chillanes,2,16,-1.933333000000000,-79.06666700000000,10
02,Bolívar,0203,Chimbo,0,14,-1.700000000000000,-79.01666700000000,10
02,Bolívar,0204,Echeandía,1,6,-1.433330000000000,-79.26667000000000,10
02,Bolívar,0201,Guaranda,12,122,-1.605556000000000,-79.00305600000000,10
02,Bolívar,0207,Las Naves,0,5,-1.283330000000000,-79.30000000000000,10
02,Bolívar,0205,San Miguel,0,22,-1.700000000000000,-79.03333300000000,10
04,Carchi,0402,Bolivar,0,8,0.5070990000000000,-77.86245400000000,10
04,Carchi,0403,Espejo,1,9,0.6210000000000000,-77.94000000000000,10
04,Carchi,0404,Mira,0,10,0.5538999999999998,-78.04930000000000,10
04,Carchi,0405,Montúfar,1,29,0.6100000000000000,-77.84000000000000,10
04,Carchi,0406,San Pedro de Huaca,0,2,0.6311110000000000,-77.72527800000000,10
04,Carchi,0401,Tulcán,3,75,0.8121800000000000,-77.71633000000000,10
03,Cañar,0301,Azogues,12,92,-2.733333000000000,-78.83333300000000,10
03,Cañar,0302,Biblían,0,14,-2.710000000000000,-78.88000000000000,10
03,Cañar,0303,Cañar,4,41,-2.483700000000000,-78.97839999999999,10
03,Cañar,0306,Déleg,0,8,-2.772600000000000,-78.91830000000000,10
03,Cañar,0305,El Tambo,2,11,-2.508100000000000,-78.92489999999999,10
03,Cañar,0304,La Troncal,4,35,-2.400000000000000,-79.33000000000000,10
03,Cañar,0307,Suscal,0,3,-2.436400000000000,-79.05220000000000,10
06,Chimborazo,0602,Alausí,1,35,-2.200000000000000,-78.84999999999999,10
06,Chimborazo,0604,Chambo,1,7,-1.733333000000000,-78.58333300000000,10
06,Chimborazo,0605,Chunchi,2,18,-2.283333000000000,-78.91666700000000,10
06,Chimborazo,0603,Colta,2,31,-1.700000000000000,-78.75000000000000,10
06,Chimborazo,0610,Cumandá,1,12,-2.200000000000000,-79.13333299999999,10
06,Chimborazo,0606,Guamote,3,29,-1.933333000000000,-78.71666700000000,10
06,Chimborazo,0607,Guano,0,19,-1.583333000000000,-78.63333299999999,10
06,Chimborazo,0608,Pallatanga,1,10,-1.983333000000000,-78.95000000000000,10
06,Chimborazo,0609,Penipe,1,6,-1.557300000000000,-78.53959999999999,10
06,Chimborazo,0601,Riobamba,37,347,-1.674347000000000,-78.64829400000001,10
05,Cotopaxi,0502,La Maná,4,21,-0.9299999999999999,-79.22000000000000,10
05,Cotopaxi,0501,Latacunga,22,231,-0.9333330000000000,-78.61666700000001,10
05,Cotopaxi,0503,Pangua,1,11,-1.133333000000000,-79.06666700000000,10
05,Cotopaxi,0504,Pujilí,3,60,-0.9500000000000000,-78.69000000000000,10
05,Cotopaxi,0505,Salcedo,6,41,-1.050000000000000,-78.58333300000000,10
05,Cotopaxi,0506,Saquisilí,4,26,-0.8300000000000000,-78.67000000000000,10
05,Cotopaxi,0507,Sigchos,2,12,-0.7000000000000000,-78.88333299999999,10
07,El Oro,0702,Arenillas,3,17,-3.550000000000000,-80.06000000000000,10
07,El Oro,0703,Atahualpa,0,5,-2.900000000000000,-78.93333300000000,10
07,El Oro,0704,Balsas,0,2,-3.762600000000000,-79.82530000000000,10
07,El Oro,0705,Chilla,0,0,-3.450000000000000,-79.58000000000000,10
07,El Oro,0706,El Guabo,3,29,-3.238800000000000,-79.82920000000000,10
07,El Oro,0707,Huaquillas,4,37,-3.481380000000000,-80.24320700000000,10
07,El Oro,0714,Las Lajas,0,3,-3.785000000000000,-80.06166700000000,10
07,El Oro,0701,Machala,26,313,-3.266667000000000,-79.96666700000000,10
07,El Oro,0708,Marcabelí,0,3,-3.786000000000000,-79.89780000000000,10
07,El Oro,0709,Pasaje,8,54,-3.326900000000000,-79.80490000000000,10
07,El Oro,0710,Piñas,5,36,-3.666667000000000,-79.65000000000001,10
07,El Oro,0711,Portovelo,1,9,-3.720000000000000,-79.62000000000000,10
07,El Oro,0712,Santa Rosa,5,72,-3.452222000000000,-79.96166700000001,10
07,El Oro,0713,Zaruma,5,33,-3.433333000000000,-79.59999999999999,10
08,Esmeraldas,0806,Atacames,2,21,0.8666670000000000,-79.83333300000000,10
08,Esmeraldas,0802,Eloy Alfaro,0,10,1.250000000000000,-79,10
08,Esmeraldas,0801,Esmeraldas,18,210,1.050000000000000,-79.20000000000000,10
08,Esmeraldas,0803,Muisne,1,12,0.6067000000000000,-80.01830000000000,10
08,Esmeraldas,0804,Quinindé,8,60,0.3300000000000000,-79.48000000000000,10
08,Esmeraldas,0807,Rioverde,0,13,1.060200000000000,-79.40440000000000,10
08,Esmeraldas,0805,San Lorenzo,3,18,1.265800000000000,-78.84139999999999,10
20,Galápagos,2002,Isabela,0,1,-0.4724000000000000,-90.68110000000000,10
20,Galápagos,2001,San Cristóbal,0,3,-0.7999999999999999,-89.40000000000001,10
20,Galápagos,2003,Santa Cruz,1,3,-0.6333330000000000,-90.36666700000001,10
09,Guayas,0902,Alfredo Baquerizo Moreno,1,8,-1.916667000000000,-79.51666700000000,10
09,Guayas,0903,Balao,1,17,-2.910000000000000,-79.81000000000000,10
09,Guayas,0904,Balzar,3,43,-1.360000000000000,-79.90000000000001,10
09,Guayas,0905,Colimes,1,17,-1.550000000000000,-80.01666700000000,10
09,Guayas,0923,Coronel Marcelino Maridueña,0,2,-2.200000000000000,-79.42000000000000,10
09,Guayas,0906,Daule,4,86,-1.866667000000000,-79.98333300000000,10
09,Guayas,0907,Durán,9,78,-2.166667000000000,-79.83333300000000,10
09,Guayas,0909,El Triunfo,2,23,-2.330000000000000,-79.40000000000001,10
09,Guayas,0908,Empalme,8,54,-1.046111000000000,-79.63361100000000,10
09,Guayas,0927,General Antonio Elizalde,0,4,-2.200000000000000,-79.17000000000000,10
09,Guayas,0901,Guayaquil,331,3128,-2.183333000000000,-79.88333299999999,10
09,Guayas,0928,Isidro Ayora,0,6,-1.883333000000000,-80.16666700000000,10
09,Guayas,0924,Lomas de Sargentillo,2,17,-1.883333000000000,-80.08333300000000,10
09,Guayas,0910,Milagro,21,222,-2.126944000000000,-79.59916699999999,10
09,Guayas,0911,Naranjal,3,34,-2.672800000000000,-79.61499999999999,10
09,Guayas,0912,Naranjito,3,29,-2.173000000000000,-79.46710000000000,10
09,Guayas,0925,Nobol,2,15,-1.916671000000000,-80.01153900000000,10
09,Guayas,0913,Palestina,1,10,-1.626300000000000,-79.97700000000000,10
09,Guayas,0914,Pedro Carbo,7,40,-1.833333000000000,-80.23333300000000,10
09,Guayas,0921,Playas,5,35,-2.623330000000000,-80.38750000000000,10
09,Guayas,0919,Salitre,3,46,-1.829444000000000,-79.81555600000000,10
09,Guayas,0916,Samborondón,3,42,-2.183333000000000,-79.88333299999999,10
09,Guayas,0920,San Jacinto De Yaguachi,2,23,-2.120000000000000,-79.69000000000000,10
09,Guayas,0918,Santa Lucía,5,34,-1.713889000000000,-79.98500000000000,10
09,Guayas,0922,Simón Bolivar,2,16,-2.156667000000000,-79.88750000000000,10
10,Imbabura,1002,Antonio Ante,2,34,0.3200000000000000,-78.20999999999999,10
10,Imbabura,1003,Cotacachi,3,21,0.3000000000000000,-78.26666700000000,10
10,Imbabura,1001,Ibarra,24,205,0.3626780000000000,-78.13066700000000,10
10,Imbabura,1004,Otavalo,8,73,0.2333330000000000,-78.26666700000000,10
10,Imbabura,1005,Pimampiro,1,12,0.4000000000000000,-77.97000000000000,10
10,Imbabura,1006,San Miguel de Urcuquí,1,10,0.5200000000000000,-78.20000000000000,10
11,Loja,1102,Calvas,4,28,-4.320000000000000,-79.56000000000000,10
11,Loja,1103,Catamayo,4,25,-3.980000000000000,-79.34999999999999,10
11,Loja,1104,Celica,3,16,-4.102500000000000,-79.95444400000000,10
11,Loja,1105,Chaguarpamba,0,6,-3.850000000000000,-79.65000000000001,10
11,Loja,1106,Espíndola,1,11,-4.583056000000000,-79.42694400000001,10
