provincia,total,acumuladas,lat,lng,mes
Santa Elena,98,526,-2.226700000000000,-80.85830000000000,5
Sto. Domingo Tsáchilas,184,885,-0.2541670000000000,-79.17194400000000,5
Sucumbíos,52,247,0.08472200000000002,-76.88277800000000,5
Tungurahua,221,1146,-1.241667000000000,-78.61972200000000,5
Zamora Chinchipe,28,105,-4.120000000000000,-78.80000000000000,5
Azuay,323,2023,-2.897414000000000,-79.00448100000000,6
Bolívar,82,462,-1.605556000000000,-79.00305600000000,6
Carchi,55,337,0.8121800000000000,-77.71633000000000,6
Cañar,87,501,-2.733333000000000,-78.83333300000000,6
Chimborazo,166,1172,-1.674347000000000,-78.64829400000001,6
Cotopaxi,173,949,-0.9333330000000000,-78.61666700000001,6
El Oro,205,1433,-3.266667000000000,-79.96666700000000,6
Esmeraldas,123,783,1.050000000000000,-79.20000000000000,6
Galápagos,4,23,-0.7999999999999999,-89.40000000000001,6
Guayas,1597,10106,-2.183333000000000,-79.88333299999999,6
Imbabura,172,986,0.3626780000000000,-78.13066700000000,6
Loja,173,1234,-3.983333000000000,-79.20000000000000,6
Los Ríos,302,1834,-1.800000000000000,-79.53333300000000,6
Manabí,507,3095,-1.056181000000000,-80.45521700000000,6
Morona Santiago,31,249,-2.300000000000000,-78.11666700000001,6
Napo,25,162,-0.9890000000000000,-77.81590000000000,6
Orellana,33,213,-0.4666670000000000,-76.96666700000000,6
Otro,1,1,0,0,6
Pastaza,28,151,-1.066667000000000,-78.00111099999999,6
Pichincha,1049,6593,-0.2186110000000000,-78.50972200000000,6
Santa Elena,130,656,-2.226700000000000,-80.85830000000000,6
Sto. Domingo Tsáchilas,167,1052,-0.2541670000000000,-79.17194400000000,6
Sucumbíos,43,290,0.08472200000000002,-76.88277800000000,6
Tungurahua,255,1401,-1.241667000000000,-78.61972200000000,6
Zamora Chinchipe,17,122,-4.120000000000000,-78.80000000000000,6
Azuay,337,2360,-2.897414000000000,-79.00448100000000,7
Bolívar,71,533,-1.605556000000000,-79.00305600000000,7
Carchi,49,386,0.8121800000000000,-77.71633000000000,7
Cañar,92,593,-2.733333000000000,-78.83333300000000,7
Chimborazo,222,1394,-1.674347000000000,-78.64829400000001,7
Cotopaxi,161,1110,-0.9333330000000000,-78.61666700000001,7
El Oro,251,1684,-3.266667000000000,-79.96666700000000,7
Esmeraldas,131,914,1.050000000000000,-79.20000000000000,7
Galápagos,3,26,-0.7999999999999999,-89.40000000000001,7
Guayas,1638,11744,-2.183333000000000,-79.88333299999999,7
Imbabura,146,1132,0.3626780000000000,-78.13066700000000,7
Loja,199,1433,-3.983333000000000,-79.20000000000000,7
Los Ríos,319,2153,-1.800000000000000,-79.53333300000000,7
Manabí,531,3626,-1.056181000000000,-80.45521700000000,7
Morona Santiago,37,286,-2.300000000000000,-78.11666700000001,7
Napo,37,199,-0.9890000000000000,-77.81590000000000,7
Orellana,30,243,-0.4666670000000000,-76.96666700000000,7
Otro,0,1,0,0,7
Pastaza,21,172,-1.066667000000000,-78.00111099999999,7
Pichincha,1059,7652,-0.2186110000000000,-78.50972200000000,7
Santa Elena,127,783,-2.226700000000000,-80.85830000000000,7
Sto. Domingo Tsáchilas,180,1232,-0.2541670000000000,-79.17194400000000,7
Sucumbíos,50,340,0.08472200000000002,-76.88277800000000,7
Tungurahua,242,1643,-1.241667000000000,-78.61972200000000,7
Zamora Chinchipe,22,144,-4.120000000000000,-78.80000000000000,7
Azuay,365,2725,-2.897414000000000,-79.00448100000000,8
Bolívar,60,593,-1.605556000000000,-79.00305600000000,8
Carchi,70,456,0.8121800000000000,-77.71633000000000,8
Cañar,102,695,-2.733333000000000,-78.83333300000000,8
Chimborazo,181,1575,-1.674347000000000,-78.64829400000001,8
Cotopaxi,134,1244,-0.9333330000000000,-78.61666700000001,8
El Oro,234,1918,-3.266667000000000,-79.96666700000000,8
Esmeraldas,128,1042,1.050000000000000,-79.20000000000000,8
Galápagos,6,32,-0.7999999999999999,-89.40000000000001,8
Guayas,1689,13433,-2.183333000000000,-79.88333299999999,8
Imbabura,171,1303,0.3626780000000000,-78.13066700000000,8
Loja,188,1621,-3.983333000000000,-79.20000000000000,8
Los Ríos,326,2479,-1.800000000000000,-79.53333300000000,8
Manabí,542,4168,-1.056181000000000,-80.45521700000000,8
Morona Santiago,37,323,-2.300000000000000,-78.11666700000001,8
Napo,32,231,-0.9890000000000000,-77.81590000000000,8
Orellana,31,274,-0.4666670000000000,-76.96666700000000,8
Otro,0,1,0,0,8
Pastaza,37,209,-1.066667000000000,-78.00111099999999,8
Pichincha,1110,8762,-0.2186110000000000,-78.50972200000000,8
Santa Elena,123,906,-2.226700000000000,-80.85830000000000,8
Sto. Domingo Tsáchilas,176,1408,-0.2541670000000000,-79.17194400000000,8
Sucumbíos,56,396,0.08472200000000002,-76.88277800000000,8
Tungurahua,236,1879,-1.241667000000000,-78.61972200000000,8
Zamora Chinchipe,33,177,-4.120000000000000,-78.80000000000000,8
Azuay,352,3077,-2.897414000000000,-79.00448100000000,9
Bolívar,60,653,-1.605556000000000,-79.00305600000000,9
Carchi,62,518,0.8121800000000000,-77.71633000000000,9
Cañar,110,805,-2.733333000000000,-78.83333300000000,9
Chimborazo,220,1795,-1.674347000000000,-78.64829400000001,9
Cotopaxi,156,1400,-0.9333330000000000,-78.61666700000001,9
El Oro,249,2167,-3.266667000000000,-79.96666700000000,9
Esmeraldas,113,1155,1.050000000000000,-79.20000000000000,9
Galápagos,1,33,-0.7999999999999999,-89.40000000000001,9
Guayas,1588,15021,-2.183333000000000,-79.88333299999999,9
Imbabura,150,1453,0.3626780000000000,-78.13066700000000,9
Loja,180,1801,-3.983333000000000,-79.20000000000000,9
Los Ríos,283,2762,-1.800000000000000,-79.53333300000000,9
Manabí,535,4703,-1.056181000000000,-80.45521700000000,9
Morona Santiago,43,366,-2.300000000000000,-78.11666700000001,9
Napo,38,269,-0.9890000000000000,-77.81590000000000,9
Orellana,33,307,-0.4666670000000000,-76.96666700000000,9
Otro,0,1,0,0,9
Pastaza,17,226,-1.066667000000000,-78.00111099999999,9
Pichincha,1007,9769,-0.2186110000000000,-78.50972200000000,9
Santa Elena,94,1000,-2.226700000000000,-80.85830000000000,9
Sto. Domingo Tsáchilas,177,1585,-0.2541670000000000,-79.17194400000000,9
Sucumbíos,57,453,0.08472200000000002,-76.88277800000000,9
Tungurahua,252,2131,-1.241667000000000,-78.61972200000000,9
Zamora Chinchipe,16,193,-4.120000000000000,-78.80000000000000,9
Azuay,342,3419,-2.897414000000000,-79.00448100000000,10
Bolívar,59,712,-1.605556000000000,-79.00305600000000,10
Carchi,55,573,0.8121800000000000,-77.71633000000000,10
Cañar,102,907,-2.733333000000000,-78.83333300000000,10
Chimborazo,199,1994,-1.674347000000000,-78.64829400000001,10
Cotopaxi,150,1550,-0.9333330000000000,-78.61666700000001,10
El Oro,277,2444,-3.266667000000000,-79.96666700000000,10
Esmeraldas,134,1289,1.050000000000000,-79.20000000000000,10
Galápagos,4,37,-0.7999999999999999,-89.40000000000001,10
Guayas,1640,16661,-2.183333000000000,-79.88333299999999,10
Imbabura,168,1621,0.3626780000000000,-78.13066700000000,10
Loja,209,2010,-3.983333000000000,-79.20000000000000,10
Los Ríos,291,3053,-1.800000000000000,-79.53333300000000,10
Manabí,519,5222,-1.056181000000000,-80.45521700000000,10
Morona Santiago,39,405,-2.300000000000000,-78.11666700000001,10
Napo,30,299,-0.9890000000000000,-77.81590000000000,10
Orellana,35,342,-0.4666670000000000,-76.96666700000000,10
Otro,1,2,0,0,10
Pastaza,21,247,-1.066667000000000,-78.00111099999999,10
Pichincha,1061,10830,-0.2186110000000000,-78.50972200000000,10
Santa Elena,109,1109,-2.226700000000000,-80.85830000000000,10
Sto. Domingo Tsáchilas,184,1769,-0.2541670000000000,-79.17194400000000,10
Sucumbíos,52,505,0.08472200000000002,-76.88277800000000,10
Tungurahua,208,2339,-1.241667000000000,-78.61972200000000,10
Zamora Chinchipe,14,207,-4.120000000000000,-78.80000000000000,10
Azuay,287,3706,-2.897414000000000,-79.00448100000000,11
Bolívar,59,771,-1.605556000000000,-79.00305600000000,11
Carchi,55,628,0.8121800000000000,-77.71633000000000,11
Cañar,79,986,-2.733333000000000,-78.83333300000000,11
Chimborazo,176,2170,-1.674347000000000,-78.64829400000001,11
Cotopaxi,135,1685,-0.9333330000000000,-78.61666700000001,11
El Oro,226,2670,-3.266667000000000,-79.96666700000000,11
Esmeraldas,131,1420,1.050000000000000,-79.20000000000000,11
Galápagos,9,46,-0.7999999999999999,-89.40000000000001,11
Guayas,1626,18287,-2.183333000000000,-79.88333299999999,11
Imbabura,177,1798,0.3626780000000000,-78.13066700000000,11
Loja,184,2194,-3.983333000000000,-79.20000000000000,11
Los Ríos,281,3334,-1.800000000000000,-79.53333300000000,11
Manabí,529,5751,-1.056181000000000,-80.45521700000000,11
Morona Santiago,52,457,-2.300000000000000,-78.11666700000001,11
Napo,38,337,-0.9890000000000000,-77.81590000000000,11
Orellana,28,370,-0.4666670000000000,-76.96666700000000,11
Otro,0,2,0,0,11
Pastaza,37,284,-1.066667000000000,-78.00111099999999,11
Pichincha,1072,11902,-0.2186110000000000,-78.50972200000000,11
Santa Elena,113,1222,-2.226700000000000,-80.85830000000000,11
Sto. Domingo Tsáchilas,159,1928,-0.2541670000000000,-79.17194400000000,11
Sucumbíos,52,557,0.08472200000000002,-76.88277800000000,11
Tungurahua,219,2558,-1.241667000000000,-78.61972200000000,11
Zamora Chinchipe,14,221,-4.120000000000000,-78.80000000000000,11
Azuay,287,3993,-2.897414000000000,-79.00448100000000,12
Bolívar,57,828,-1.605556000000000,-79.00305600000000,12
Carchi,66,694,0.8121800000000000,-77.71633000000000,12
Cañar,88,1074,-2.733333000000000,-78.83333300000000,12
Chimborazo,165,2335,-1.674347000000000,-78.64829400000001,12
Cotopaxi,136,1821,-0.9333330000000000,-78.61666700000001,12
El Oro,233,2903,-3.266667000000000,-79.96666700000000,12
Esmeraldas,97,1517,1.050000000000000,-79.20000000000000,12
Galápagos,6,52,-0.7999999999999999,-89.40000000000001,12
Guayas,1670,19957,-2.183333000000000,-79.88333299999999,12
Imbabura,129,1927,0.3626780000000000,-78.13066700000000,12
Loja,180,2374,-3.983333000000000,-79.20000000000000,12
Los Ríos,266,3600,-1.800000000000000,-79.53333300000000,12
Manabí,501,6252,-1.056181000000000,-80.45521700000000,12
Morona Santiago,37,494,-2.300000000000000,-78.11666700000001,12
Napo,22,359,-0.9890000000000000,-77.81590000000000,12
Orellana,32,402,-0.4666670000000000,-76.96666700000000,12
Otro,0,2,0,0,12
Pastaza,38,322,-1.066667000000000,-78.00111099999999,12
Pichincha,1171,13073,-0.2186110000000000,-78.50972200000000,12
Santa Elena,95,1317,-2.226700000000000,-80.85830000000000,12
Sto. Domingo Tsáchilas,156,2084,-0.2541670000000000,-79.17194400000000,12
Sucumbíos,44,601,0.08472200000000002,-76.88277800000000,12
Tungurahua,228,2786,-1.241667000000000,-78.61972200000000,12
Zamora Chinchipe,19,240,-4.120000000000000,-78.80000000000000,12
