provincia,canton,total,acumuladas,lat,lng,mes
El Oro,Huaquillas,13,13,-3.481380000000000,-80.24320700000000,1
El Oro,Las Lajas,0,0,-3.785000000000000,-80.06166700000000,1
El Oro,Machala,154,154,-3.266667000000000,-79.96666700000000,1
El Oro,Marcabelí,2,2,-3.786000000000001,-79.89780000000000,1
El Oro,Pasaje,21,21,-3.326900000000000,-79.80490000000000,1
El Oro,Piñas,18,18,-3.666667000000000,-79.65000000000001,1
El Oro,Portovelo,6,6,-3.720000000000000,-79.62000000000000,1
El Oro,Santa Rosa,29,29,-3.452222000000000,-79.96166700000001,1
El Oro,Zaruma,19,19,-3.433333000000000,-79.59999999999999,1
Esmeraldas,Atacames,13,13,0.8666670000000000,-79.83333300000000,1
Esmeraldas,Eloy Alfaro,5,5,1.250000000000000,-79,1
Esmeraldas,Esmeraldas,99,99,1.050000000000000,-79.20000000000000,1
Esmeraldas,Muisne,5,5,0.6067000000000000,-80.01830000000000,1
Esmeraldas,Quinindé,25,25,0.3300000000000000,-79.48000000000000,1
Esmeraldas,Rioverde,9,9,1.060200000000000,-79.40440000000000,1
Esmeraldas,San Lorenzo,4,4,1.265800000000000,-78.84139999999999,1
Galápagos,Isabela,0,0,-0.4724000000000000,-90.68110000000000,1
Galápagos,San Cristóbal,1,1,-0.7999999999999999,-89.40000000000001,1
Galápagos,Santa Cruz,2,2,-0.6333330000000000,-90.36666700000001,1
Guayas,Alfredo Baquerizo Moreno,5,5,-1.916667000000000,-79.51666700000000,1
Guayas,Balao,14,14,-2.910000000000000,-79.81000000000000,1
Guayas,Balzar,18,18,-1.360000000000000,-79.90000000000001,1
Guayas,Colimes,10,10,-1.550000000000000,-80.01666700000000,1
Guayas,Coronel Marcelino Maridueña,1,1,-2.200000000000000,-79.42000000000000,1
Guayas,Daule,41,41,-1.866667000000000,-79.98333300000000,1
Guayas,Durán,41,41,-2.166667000000000,-79.83333300000000,1
Guayas,El Triunfo,11,11,-2.330000000000000,-79.40000000000001,1
Guayas,Empalme,29,29,-1.046111000000000,-79.63361100000000,1
Guayas,General Antonio Elizalde,3,3,-2.200000000000000,-79.17000000000000,1
Guayas,Guayaquil,1390,1390,-2.183333000000000,-79.88333299999999,1
Guayas,Isidro Ayora,3,3,-1.883333000000000,-80.16666700000000,1
Guayas,Lomas de Sargentillo,10,10,-1.883333000000000,-80.08333300000000,1
Guayas,Milagro,103,103,-2.126944000000000,-79.59916699999999,1
Guayas,Naranjal,14,14,-2.672800000000000,-79.61499999999999,1
Guayas,Naranjito,16,16,-2.173000000000000,-79.46710000000000,1
Guayas,Nobol,5,5,-1.916671000000000,-80.01153900000000,1
Guayas,Palestina,6,6,-1.626300000000000,-79.97700000000000,1
Guayas,Pedro Carbo,18,18,-1.833333000000000,-80.23333300000000,1
Guayas,Playas,16,16,-2.623330000000000,-80.38750000000000,1
Guayas,Salitre,22,22,-1.829444000000000,-79.81555600000000,1
Guayas,Samborondón,20,20,-2.183333000000000,-79.88333299999999,1
Guayas,San Jacinto De Yaguachi,10,10,-2.120000000000000,-79.69000000000000,1
Guayas,Santa Lucía,13,13,-1.713889000000000,-79.98500000000000,1
Guayas,Simón Bolivar,5,5,-2.156667000000000,-79.88750000000000,1
Imbabura,Antonio Ante,21,21,0.3200000000000000,-78.20999999999999,1
Imbabura,Cotacachi,8,8,0.3000000000000000,-78.26666700000000,1
Imbabura,Ibarra,98,98,0.3626780000000000,-78.13066700000000,1
Imbabura,Otavalo,27,27,0.2333330000000000,-78.26666700000000,1
Imbabura,Pimampiro,4,4,0.4000000000000000,-77.97000000000000,1
Imbabura,San Miguel de Urcuquí,4,4,0.5200000000000000,-78.20000000000000,1
Loja,Calvas,12,12,-4.320000000000000,-79.56000000000000,1
Loja,Catamayo,12,12,-3.980000000000000,-79.34999999999999,1
Loja,Celica,5,5,-4.102500000000000,-79.95444400000000,1
Loja,Chaguarpamba,3,3,-3.850000000000000,-79.65000000000001,1
Loja,Espíndola,6,6,-4.583056000000000,-79.42694400000001,1
Loja,Gonzanamá,6,6,-4.231389000000000,-79.43527800000000,1
Loja,Loja,134,134,-3.983333000000001,-79.20000000000000,1
Loja,Macará,15,15,-4.383333000000000,-79.95000000000000,1
Loja,Olmedo,0,0,-3.934000000000000,-79.64800000000000,1
Loja,Paltas,10,10,-4.050000000000002,-79.65000000000001,1
Loja,Pindal,2,2,-4.116100000000000,-80.10760000000001,1
Loja,Puyango,6,6,-3.870000000000000,-80.09000000000000,1
Loja,Quilanga,5,5,-4.298000000000000,-79.39860000000000,1
Loja,Saraguro,17,17,-3.625300000000000,-79.24110000000000,1
Loja,Sozoranga,2,2,-4.327778000000000,-79.78972200000000,1
Loja,Zapotillo,4,4,-4.386360000000002,-80.24360000000000,1
Los Ríos,Baba,17,17,-1.784167000000000,-79.67666699999999,1
Los Ríos,Babahoyo,99,99,-1.800000000000000,-79.53333300000000,1
Los Ríos,Buena Fe,11,11,-0.8985719999999999,-79.48891600000000,1
Los Ríos,Mocache,11,11,-1.183850000000000,-79.50552999999999,1
Los Ríos,Montalvo,5,5,-1.793800000000000,-79.28570000000001,1
Los Ríos,Palenque,4,4,-1.432800000000000,-79.74950000000000,1
Los Ríos,Puebloviejo,10,10,-1.550000000000000,-79.53388900000000,1
Los Ríos,Quevedo,86,86,-1.033333000000000,-79.45000000000000,1
Los Ríos,Quinsaloma,1,1,-1.206200000000000,-79.31450000000000,1
Los Ríos,Urdaneta,10,10,-1.570556000000000,-79.47111099999999,1
Los Ríos,Valencia,7,7,-0.9525000000000000,-79.35310000000000,1
Los Ríos,Ventanas,29,29,-1.450000000000000,-79.47000000000000,1
Los Ríos,Vinces,22,22,-1.558333000000000,-79.75000000000000,1
Manabí,Bolívar,6,6,-0.8419440000000000,-80.16194400000001,1
Manabí,Chone,56,56,-0.6833330000000000,-80.09999999999999,1
Manabí,El Carmen,22,22,-1.314700000000000,-80.01690000000001,1
Manabí,Flavio Alfaro,13,13,-0.4054000000000000,-79.90580000000000,1
Manabí,Jama,3,3,-0.2014000000000000,-80.26590000000000,1
Manabí,Jaramijó,1,1,-0.9487300000000000,-80.63630000000001,1
Manabí,Jipijapa,28,28,-1.333330000000000,-80.58329999999999,1
Manabí,Junín,8,8,-0.9291600000000000,-80.20569000000000,1
Manabí,Manta,113,113,-0.9500220000000000,-80.71620000000000,1
Manabí,Montecristi,14,14,-1.033330000000000,-80.65000000000001,1
Manabí,Olmedo,2,2,-1.396111000000000,-80.20611100000001,1
Manabí,Paján,16,16,-1.570000000000000,-80.42000000000000,1
Manabí,Pedernales,13,13,0.07010000000000001,-80.05360000000000,1
Manabí,Pichincha,15,15,-1.047300000000000,-79.81860000000000,1
Manabí,Portoviejo,141,141,-1.056181000000000,-80.45521700000000,1
Manabí,Puerto López,5,5,-1.566667000000000,-80.81666700000000,1
Manabí,Rocafuerte,12,12,-0.9200000000000000,-80.45999999999999,1
Manabí,San Vicente,4,4,-0.5892999999999999,-80.40880000000000,1
Manabí,Santa Ana,15,15,-1.206900000000000,-80.37090000000001,1
Manabí,Sucre,21,21,-0.6000000000000000,-80.41666700000000,1
Manabí,Tosagua,19,19,-0.7800000000000000,-80.26000000000001,1
Manabí,Veinticuatro de Mayo,6,6,-1.278889000000000,-80.42000000000000,1
Morona Santiago,Gualaquiza,6,6,-3.380000000000000,-78.58000000000000,1
Morona Santiago,Huamboya,3,3,-1.785000000000000,-78.23194400000000,1
Morona Santiago,Limón Indanza,3,3,-2.966250000000000,-78.43052800000000,1
Morona Santiago,Logroño,2,2,-2.624800000000000,-78.18960000000000,1
Morona Santiago,Morona,22,22,-2.300000000000000,-78.11666700000001,1
Morona Santiago,Pablo Sexto,0,0,-1.803056000000000,-77.92111100000000,1
Morona Santiago,Palora,2,2,-1.700000000000000,-77.94000000000000,1
Morona Santiago,San Juan Bosco,2,2,-3.092300000000000,-78.51320000000000,1
Morona Santiago,Santiago,3,3,-3.429800000000000,-78.56560000000000,1
Morona Santiago,Sucúa,5,5,-2.460000000000000,-78.17000000000000,1
Morona Santiago,Taisha,7,7,-2.339950000000000,-77.45808000000000,1
Morona Santiago,Tiwintza,1,1,-2.917670000000000,-77.80170000000000,1
Napo,Archidona,9,9,-0.9166670000000000,-77.78333300000000,1
Napo,Carlos Julio Arosemena Tola,1,1,-1.166667000000000,-77.84999999999999,1
Napo,El Chaco,1,1,-0.3402780000000000,-77.80888899999999,1
Napo,Quijos,0,0,-0.4636110000000000,-77.89277800000001,1
Napo,Tena,23,23,-0.9890000000000000,-77.81590000000000,1
Orellana,Aguarico,1,1,-0.9211110000000000,-75.39916700000001,1
Orellana,La Joya de los Sachas,8,8,-0.3000000000000000,-76.84999999999999,1
Orellana,Loreto,7,7,-0.6904000000000000,-77.30830000000000,1
Orellana,Orellana,24,24,-0.4666670000000000,-76.96666700000000,1
Otro,Otro,0,0,0,0,1
Pastaza,Arajuno,1,1,-1.234370000000000,-77.68750000000000,1
Pastaza,Mera,2,2,-1.460000000000000,-78.09000000000000,1
Pastaza,Pastaza,26,26,-1.066667000000000,-78.00111099999999,1
Pastaza,Santa Clara,1,1,-1.267100000000000,-77.88820000000000,1
Pichincha,Cayambe,20,20,0.04388900000000000,-78.15610000000000,1
Pichincha,Mejía,33,33,-0.5101000000000000,-78.56980000000000,1
Pichincha,Pedro Moncayo,9,9,0.04369700000000000,-78.34923999999999,1
Pichincha,Pedro Vicente Maldonado,3,3,0.1666670000000000,-79,1
Pichincha,Puerto Quito,9,9,0.1170000000000000,-79.26400000000000,1
Pichincha,Quito,1236,1236,-0.2186110000000000,-78.50972200000000,1
Pichincha,Rumiñahui,32,32,-0.3345000000000000,-78.44750000000001,1
Pichincha,San Miguel de Los Bancos,1,1,0.02300000000000000,-78.89200000000000,1
Santa Elena,La Libertad,23,23,-2.233333000000000,-80.90000000000001,1
Santa Elena,Salinas,21,21,-2.216667000000000,-80.95000000000000,1
Santa Elena,Santa Elena,61,61,-2.226700000000000,-80.85830000000000,1
Sto. Domingo Tsáchilas,La Concordia,7,7,0.002300000000000000,-79.38460000000001,1
Sto. Domingo Tsáchilas,Santo Domingo,185,185,-0.2541670000000000,-79.17194400000000,1
Sucumbíos,Cascales,2,2,-0.06750000000000000,-77.21694400000000,1
Sucumbíos,Cuyabeno,0,0,-0.1288890000000000,-76.41388900000000,1
Sucumbíos,Gonzalo Pizarro,1,1,0.04700000000000000,-77.32280000000000,1
Sucumbíos,Lago Agrio,44,44,0.08472200000000002,-76.88277800000000,1
Sucumbíos,Putumayo,1,1,0.1000000000000000,-75.84999999999999,1
Sucumbíos,Shushufindi,2,2,-0.1871000000000000,-76.64500000000000,1
Sucumbíos,Sucumbíos,2,2,0.4592000000000000,-77.52300000000000,1
Tungurahua,Ambato,208,208,-1.241667000000000,-78.61972200000000,1
Tungurahua,Baños,7,7,-1.396389000000000,-78.42472200000000,1
Tungurahua,Cevallos,7,7,-1.350000000000000,-78.61666700000001,1
Tungurahua,Mocha,4,4,-1.416667000000000,-78.66666700000000,1
Tungurahua,Patate,6,6,-1.316667000000000,-78.51666700000000,1
Tungurahua,Pelileo,20,20,-1.327500000000000,-78.54083300000001,1
Tungurahua,Píllaro,18,18,-1.175833000000000,-78.55527800000000,1
Tungurahua,Quero,7,7,-1.379300000000000,-78.60700000000000,1
Tungurahua,Tisaleo,7,7,-1.350000000000000,-78.66666700000000,1
Zamora Chinchipe,Centinela del Cóndor,2,2,-3.894910000000000,-78.78140999999999,1
Zamora Chinchipe,Chinchipe,5,5,-4.862800000000000,-79.13280000000000,1
Zamora Chinchipe,El Pangui,3,3,-3.624900000000000,-78.58710000000001,1
Zamora Chinchipe,Nangaritza,1,1,-4.048333000000000,-78.68222200000000,1
Zamora Chinchipe,Palanda,1,1,-4.649800000000000,-79.13209999999999,1
Zamora Chinchipe,Paquisha,0,0,-3.932750000000000,-78.67426000000000,1
Zamora Chinchipe,Yacuambi,2,2,-3.634440000000000,-78.92810000000000,1
Zamora Chinchipe,Yantzaza,2,2,-3.850000000000000,-78.75000000000000,1
Zamora Chinchipe,Zamora,5,5,-4.120000000000000,-78.80000000000000,1
Azuay,Camilo Ponce Enríquez,6,59,-3.050000000000000,-79.73333300000000,10
Azuay,Chordeleg,4,39,-2.933333000000000,-78.76666700000000,10
Azuay,Cuenca,272,2671,-2.897414000000000,-79.00448100000000,10
Azuay,El Pan,2,18,-2.786111000000000,-78.66500000000001,10
Azuay,Girón,10,64,-3.159028000000000,-79.14756800000001,10
Azuay,Guachapala,0,4,-2.769000000000000,-78.70900000000000,10
Azuay,Gualaceo,11,169,-2.900000000000000,-78.78333300000000,10
Azuay,Nabón,3,67,-3.336060000000000,-79.06368000000001,10
Azuay,Oña,3,11,-3.469640000000000,-79.15431000000000,10
Azuay,Paute,11,106,-2.781800000000000,-78.76000000000001,10
Azuay,Pucará,0,21,-3.233780000000000,-79.46120000000001,10
Azuay,San Fernando,0,20,-3.144500000000000,-79.25200000000000,10
Azuay,Santa Isabel,4,52,-3.274170000000000,-79.31560000000000,10
Azuay,Sevilla de Oro,0,6,-2.799833000000000,-78.65569400000000,10
Azuay,Sígsig,16,112,-3.089700000000000,-78.80320000000000,10
Bolívar,Caluma,7,56,-1.633330000000000,-79.25000000000000,10
Bolívar,Chillanes,4,60,-1.933333000000000,-79.06666700000000,10
Bolívar,Chimbo,9,54,-1.700000000000000,-79.01666700000000,10
Bolívar,Echeandía,2,34,-1.433330000000000,-79.26667000000000,10
Bolívar,Guaranda,24,379,-1.605556000000000,-79.00305600000000,10
Bolívar,Las Naves,2,27,-1.283330000000000,-79.30000000000000,10
Bolívar,San Miguel,11,102,-1.700000000000000,-79.03333300000000,10
Carchi,Bolivar,3,57,0.5070990000000000,-77.86245400000000,10
Carchi,Espejo,5,45,0.6210000000000000,-77.94000000000000,10
Carchi,Mira,2,37,0.5538999999999998,-78.04930000000000,10
Carchi,Montúfar,5,79,0.6100000000000000,-77.84000000000000,10
Carchi,San Pedro de Huaca,2,13,0.6311110000000000,-77.72527800000000,10
Carchi,Tulcán,38,342,0.8121800000000000,-77.71633000000000,10
Cañar,Azogues,54,416,-2.733333000000000,-78.83333300000000,10
Cañar,Biblían,4,74,-2.710000000000000,-78.88000000000000,10
Cañar,Cañar,21,182,-2.483700000000000,-78.97839999999999,10
Cañar,Déleg,4,24,-2.772600000000000,-78.91830000000000,10
Cañar,El Tambo,1,34,-2.508100000000000,-78.92489999999999,10
Cañar,La Troncal,16,162,-2.400000000000000,-79.33000000000000,10
Cañar,Suscal,2,15,-2.436400000000000,-79.05220000000000,10
Chimborazo,Alausí,6,130,-2.200000000000000,-78.84999999999999,10
Chimborazo,Chambo,7,39,-1.733333000000000,-78.58333300000000,10
Chimborazo,Chunchi,3,45,-2.283333000000000,-78.91666700000000,10
Chimborazo,Colta,15,143,-1.700000000000000,-78.75000000000000,10
Chimborazo,Cumandá,4,50,-2.200000000000000,-79.13333299999999,10
Chimborazo,Guamote,12,125,-1.933333000000000,-78.71666700000000,10
Chimborazo,Guano,15,111,-1.583333000000000,-78.63333299999999,10
Chimborazo,Pallatanga,3,38,-1.983333000000000,-78.95000000000000,10
Chimborazo,Penipe,3,27,-1.557300000000000,-78.53959999999999,10
Chimborazo,Riobamba,131,1286,-1.674347000000000,-78.64829400000001,10
Cotopaxi,La Maná,10,112,-0.9300000000000000,-79.22000000000000,10
Cotopaxi,Latacunga,93,891,-0.9333330000000000,-78.61666700000001,10
Cotopaxi,Pangua,2,47,-1.133333000000000,-79.06666700000000,10
Cotopaxi,Pujilí,26,201,-0.9500000000000000,-78.69000000000000,10
Cotopaxi,Salcedo,9,172,-1.050000000000000,-78.58333300000000,10
Cotopaxi,Saquisilí,8,70,-0.8300000000000000,-78.67000000000000,10
Cotopaxi,Sigchos,2,57,-0.7000000000000000,-78.88333299999999,10
El Oro,Arenillas,5,60,-3.550000000000000,-80.06000000000000,10
El Oro,Atahualpa,3,13,-2.900000000000000,-78.93333300000000,10
El Oro,Balsas,2,27,-3.762600000000000,-79.82530000000000,10
El Oro,Chilla,0,7,-3.450000000000000,-79.58000000000000,10
El Oro,El Guabo,10,123,-3.238800000000000,-79.82920000000000,10
El Oro,Huaquillas,10,120,-3.481380000000000,-80.24320700000000,10
El Oro,Las Lajas,2,13,-3.785000000000000,-80.06166700000000,10
El Oro,Machala,157,1270,-3.266667000000000,-79.96666700000000,10
El Oro,Marcabelí,3,15,-3.786000000000001,-79.89780000000000,10
El Oro,Pasaje,35,257,-3.326900000000000,-79.80490000000000,10
El Oro,Piñas,22,180,-3.666667000000000,-79.65000000000001,10
El Oro,Portovelo,3,32,-3.720000000000000,-79.62000000000000,10
El Oro,Santa Rosa,20,232,-3.452222000000000,-79.96166700000001,10
El Oro,Zaruma,5,95,-3.433333000000000,-79.59999999999999,10
Esmeraldas,Atacames,3,75,0.8666670000000000,-79.83333300000000,10
Esmeraldas,Eloy Alfaro,3,30,1.250000000000000,-79,10
Esmeraldas,Esmeraldas,85,797,1.050000000000000,-79.20000000000000,10
Esmeraldas,Muisne,8,45,0.6067000000000000,-80.01830000000000,10
Esmeraldas,Quinindé,27,217,0.3300000000000000,-79.48000000000000,10
Esmeraldas,Rioverde,4,52,1.060200000000000,-79.40440000000000,10
Esmeraldas,San Lorenzo,4,73,1.265800000000000,-78.84139999999999,10
Galápagos,Isabela,0,7,-0.4724000000000000,-90.68110000000000,10
Galápagos,San Cristóbal,1,8,-0.7999999999999999,-89.40000000000001,10
Galápagos,Santa Cruz,3,22,-0.6333330000000000,-90.36666700000001,10
Guayas,Alfredo Baquerizo Moreno,6,59,-1.916667000000000,-79.51666700000000,10
Guayas,Balao,4,51,-2.910000000000000,-79.81000000000000,10
Guayas,Balzar,13,203,-1.360000000000000,-79.90000000000001,10
Guayas,Colimes,8,68,-1.550000000000000,-80.01666700000000,10
Guayas,Coronel Marcelino Maridueña,5,21,-2.200000000000000,-79.42000000000000,10
Guayas,Daule,39,395,-1.866667000000000,-79.98333300000000,10
Guayas,Durán,40,379,-2.166667000000000,-79.83333300000000,10
Guayas,El Triunfo,13,135,-2.330000000000000,-79.40000000000001,10
Guayas,Empalme,16,222,-1.046111000000000,-79.63361100000000,10
Guayas,General Antonio Elizalde,2,21,-2.200000000000000,-79.17000000000000,10
Guayas,Guayaquil,1258,12805,-2.183333000000000,-79.88333299999999,10
Guayas,Isidro Ayora,0,28,-1.883333000000000,-80.16666700000000,10
Guayas,Lomas de Sargentillo,8,67,-1.883333000000000,-80.08333300000000,10
Guayas,Milagro,89,843,-2.126944000000000,-79.59916699999999,10
Guayas,Naranjal,22,167,-2.672800000000000,-79.61499999999999,10
Guayas,Naranjito,15,122,-2.173000000000000,-79.46710000000000,10
Guayas,Nobol,10,64,-1.916671000000000,-80.01153900000000,10
Guayas,Palestina,1,38,-1.626300000000000,-79.97700000000000,10
Guayas,Pedro Carbo,15,143,-1.833333000000000,-80.23333300000000,10
Guayas,Playas,14,150,-2.623330000000000,-80.38750000000000,10
Guayas,Salitre,16,179,-1.829444000000000,-79.81555600000000,10
Guayas,Samborondón,18,199,-2.183333000000000,-79.88333299999999,10
Guayas,San Jacinto De Yaguachi,10,124,-2.120000000000000,-79.69000000000000,10
Guayas,Santa Lucía,11,127,-1.713889000000000,-79.98500000000000,10
Guayas,Simón Bolivar,7,51,-2.156667000000000,-79.88750000000000,10
Imbabura,Antonio Ante,12,136,0.3200000000000000,-78.20999999999999,10
Imbabura,Cotacachi,13,134,0.3000000000000000,-78.26666700000000,10
Imbabura,Ibarra,100,906,0.3626780000000000,-78.13066700000000,10
Imbabura,Otavalo,35,346,0.2333330000000000,-78.26666700000000,10
Imbabura,Pimampiro,4,47,0.4000000000000000,-77.97000000000000,10
Imbabura,San Miguel de Urcuquí,4,52,0.5200000000000000,-78.20000000000000,10
Loja,Calvas,20,103,-4.320000000000000,-79.56000000000000,10
Loja,Catamayo,8,80,-3.980000000000000,-79.34999999999999,10
Loja,Celica,1,42,-4.102500000000000,-79.95444400000000,10
Loja,Chaguarpamba,0,15,-3.850000000000000,-79.65000000000001,10
Loja,Espíndola,5,47,-4.583056000000000,-79.42694400000001,10
Loja,Gonzanamá,3,49,-4.231389000000000,-79.43527800000000,10
Loja,Loja,128,1231,-3.983333000000001,-79.20000000000000,10
Loja,Macará,3,69,-4.383333000000000,-79.95000000000000,10
Loja,Olmedo,5,22,-3.934000000000000,-79.64800000000000,10
Loja,Paltas,11,92,-4.050000000000002,-79.65000000000001,10
Loja,Pindal,0,22,-4.116100000000000,-80.10760000000001,10
Loja,Puyango,3,61,-3.870000000000000,-80.09000000000000,10
Loja,Quilanga,1,21,-4.298000000000000,-79.39860000000000,10
Loja,Saraguro,14,104,-3.625300000000000,-79.24110000000000,10
Loja,Sozoranga,4,21,-4.327778000000000,-79.78972200000000,10
Loja,Zapotillo,3,31,-4.386360000000002,-80.24360000000000,10
Los Ríos,Baba,10,93,-1.784167000000000,-79.67666699999999,10
Los Ríos,Babahoyo,91,946,-1.800000000000000,-79.53333300000000,10
Los Ríos,Buena Fe,13,184,-0.8985719999999999,-79.48891600000000,10
Los Ríos,Mocache,9,93,-1.183850000000000,-79.50552999999999,10
Los Ríos,Montalvo,8,56,-1.793800000000000,-79.28570000000001,10
Los Ríos,Palenque,7,53,-1.432800000000000,-79.74950000000000,10
Los Ríos,Puebloviejo,17,108,-1.550000000000000,-79.53388900000000,10
Los Ríos,Quevedo,79,825,-1.033333000000000,-79.45000000000000,10
Los Ríos,Quinsaloma,1,28,-1.206200000000000,-79.31450000000000,10
Los Ríos,Urdaneta,9,111,-1.570556000000000,-79.47111099999999,10
Los Ríos,Valencia,7,72,-0.9525000000000000,-79.35310000000000,10
Los Ríos,Ventanas,17,213,-1.450000000000000,-79.47000000000000,10
Los Ríos,Vinces,23,271,-1.558333000000000,-79.75000000000000,10
Manabí,Bolívar,7,126,-0.8419440000000000,-80.16194400000001,10
Manabí,Chone,59,458,-0.6833330000000000,-80.09999999999999,10
Manabí,El Carmen,21,233,-1.314700000000000,-80.01690000000001,10
Manabí,Flavio Alfaro,8,75,-0.4054000000000000,-79.90580000000000,10
Manabí,Jama,4,48,-0.2014000000000000,-80.26590000000000,10
Manabí,Jaramijó,5,36,-0.9487300000000000,-80.63630000000001,10
Manabí,Jipijapa,32,314,-1.333330000000000,-80.58329999999999,10
Manabí,Junín,1,52,-0.9291600000000000,-80.20569000000000,10
Manabí,Manta,130,1224,-0.9500220000000000,-80.71620000000000,10
Manabí,Montecristi,14,144,-1.033330000000000,-80.65000000000001,10
Manabí,Olmedo,0,31,-1.396111000000000,-80.20611100000001,10
Manabí,Paján,14,138,-1.570000000000000,-80.42000000000000,10
Manabí,Pedernales,11,108,0.07010000000000001,-80.05360000000000,10
Manabí,Pichincha,7,79,-1.047300000000000,-79.81860000000000,10
Manabí,Portoviejo,134,1408,-1.056181000000000,-80.45521700000000,10
Manabí,Puerto López,3,45,-1.566667000000000,-80.81666700000000,10
Manabí,Rocafuerte,11,101,-0.9200000000000000,-80.45999999999999,10
Manabí,San Vicente,4,42,-0.5892999999999999,-80.40880000000000,10
Manabí,Santa Ana,15,130,-1.206900000000000,-80.37090000000001,10
Manabí,Sucre,19,234,-0.6000000000000000,-80.41666700000000,10
Manabí,Tosagua,10,107,-0.7800000000000000,-80.26000000000001,10
Manabí,Veinticuatro de Mayo,10,89,-1.278889000000000,-80.42000000000000,10
Morona Santiago,Gualaquiza,8,59,-3.380000000000000,-78.58000000000000,10
Morona Santiago,Huamboya,2,19,-1.785000000000000,-78.23194400000000,10
Morona Santiago,Limón Indanza,0,16,-2.966250000000000,-78.43052800000000,10
