inec_provincia_id,provincia,total,acumuladas,lat,lng,mes
10,Imbabura,170,645,0.3626780000000000,-78.13066700000000,4
11,Loja,199,857,-3.983333000000000,-79.20000000000000,4
12,Los Ríos,291,1245,-1.800000000000000,-79.53333300000000,4
13,Manabí,492,2092,-1.056181000000000,-80.45521700000000,4
14,Morona Santiago,41,183,-2.300000000000000,-78.11666700000001,4
15,Napo,22,106,-0.9890000000000000,-77.81590000000000,4
22,Orellana,35,142,-0.4666670000000000,-76.96666700000000,4
88,Otro,0,0,0,0,4
16,Pastaza,29,106,-1.066667000000000,-78.00111099999999,4
17,Pichincha,1023,4401,-0.2186110000000000,-78.50972200000000,4
24,Santa Elena,99,428,-2.226700000000000,-80.85830000000000,4
23,Sto. Domingo Tsáchilas,167,701,-0.2541670000000000,-79.17194400000000,4
21,Sucumbíos,49,195,0.08472200000000002,-76.88277800000000,4
18,Tungurahua,175,925,-1.241667000000000,-78.61972200000000,4
19,Zamora Chinchipe,22,77,-4.120000000000000,-78.80000000000000,4
01,Azuay,327,1700,-2.897414000000000,-79.00448100000000,5
02,Bolívar,65,380,-1.605556000000000,-79.00305600000000,5
04,Carchi,58,282,0.8121800000000000,-77.71633000000000,5
03,Cañar,78,414,-2.733333000000000,-78.83333300000000,5
06,Chimborazo,177,1006,-1.674347000000000,-78.64829400000001,5
05,Cotopaxi,149,776,-0.9333330000000000,-78.61666700000001,5
07,El Oro,241,1228,-3.266667000000000,-79.96666700000000,5
08,Esmeraldas,109,660,1.050000000000000,-79.20000000000000,5
20,Galápagos,6,19,-0.7999999999999999,-89.40000000000001,5
09,Guayas,1653,8509,-2.183333000000000,-79.88333299999999,5
10,Imbabura,169,814,0.3626780000000000,-78.13066700000000,5
11,Loja,204,1061,-3.983333000000000,-79.20000000000000,5
12,Los Ríos,287,1532,-1.800000000000000,-79.53333300000000,5
13,Manabí,496,2588,-1.056181000000000,-80.45521700000000,5
14,Morona Santiago,35,218,-2.300000000000000,-78.11666700000001,5
15,Napo,31,137,-0.9890000000000000,-77.81590000000000,5
22,Orellana,38,180,-0.4666670000000000,-76.96666700000000,5
88,Otro,0,0,0,0,5
16,Pastaza,17,123,-1.066667000000000,-78.00111099999999,5
17,Pichincha,1143,5544,-0.2186110000000000,-78.50972200000000,5
24,Santa Elena,98,526,-2.226700000000000,-80.85830000000000,5
23,Sto. Domingo Tsáchilas,184,885,-0.2541670000000000,-79.17194400000000,5
21,Sucumbíos,52,247,0.08472200000000002,-76.88277800000000,5
18,Tungurahua,221,1146,-1.241667000000000,-78.61972200000000,5
19,Zamora Chinchipe,28,105,-4.120000000000000,-78.80000000000000,5
01,Azuay,323,2023,-2.897414000000000,-79.00448100000000,6
02,Bolívar,82,462,-1.605556000000000,-79.00305600000000,6
04,Carchi,55,337,0.8121800000000000,-77.71633000000000,6
03,Cañar,87,501,-2.733333000000000,-78.83333300000000,6
06,Chimborazo,166,1172,-1.674347000000000,-78.64829400000001,6
05,Cotopaxi,173,949,-0.9333330000000000,-78.61666700000001,6
07,El Oro,205,1433,-3.266667000000000,-79.96666700000000,6
08,Esmeraldas,123,783,1.050000000000000,-79.20000000000000,6
20,Galápagos,4,23,-0.7999999999999999,-89.40000000000001,6
09,Guayas,1597,10106,-2.183333000000000,-79.88333299999999,6
10,Imbabura,172,986,0.3626780000000000,-78.13066700000000,6
11,Loja,173,1234,-3.983333000000000,-79.20000000000000,6
12,Los Ríos,302,1834,-1.800000000000000,-79.53333300000000,6
13,Manabí,507,3095,-1.056181000000000,-80.45521700000000,6
14,Morona Santiago,31,249,-2.300000000000000,-78.11666700000001,6
15,Napo,25,162,-0.9890000000000000,-77.81590000000000,6
22,Orellana,33,213,-0.4666670000000000,-76.96666700000000,6
88,Otro,1,1,0,0,6
16,Pastaza,28,151,-1.066667000000000,-78.00111099999999,6
17,Pichincha,1049,6593,-0.2186110000000000,-78.50972200000000,6
24,Santa Elena,130,656,-2.226700000000000,-80.85830000000000,6
23,Sto. Domingo Tsáchilas,167,1052,-0.2541670000000000,-79.17194400000000,6
21,Sucumbíos,43,290,0.08472200000000002,-76.88277800000000,6
18,Tungurahua,255,1401,-1.241667000000000,-78.61972200000000,6
19,Zamora Chinchipe,17,122,-4.120000000000000,-78.80000000000000,6
01,Azuay,337,2360,-2.897414000000000,-79.00448100000000,7
02,Bolívar,71,533,-1.605556000000000,-79.00305600000000,7
04,Carchi,49,386,0.8121800000000000,-77.71633000000000,7
03,Cañar,92,593,-2.733333000000000,-78.83333300000000,7
06,Chimborazo,222,1394,-1.674347000000000,-78.64829400000001,7
05,Cotopaxi,161,1110,-0.9333330000000000,-78.61666700000001,7
07,El Oro,251,1684,-3.266667000000000,-79.96666700000000,7
08,Esmeraldas,131,914,1.050000000000000,-79.20000000000000,7
20,Galápagos,3,26,-0.7999999999999999,-89.40000000000001,7
09,Guayas,1638,11744,-2.183333000000000,-79.88333299999999,7
10,Imbabura,146,1132,0.3626780000000000,-78.13066700000000,7
11,Loja,199,1433,-3.983333000000000,-79.20000000000000,7
12,Los Ríos,319,2153,-1.800000000000000,-79.53333300000000,7
13,Manabí,531,3626,-1.056181000000000,-80.45521700000000,7
14,Morona Santiago,37,286,-2.300000000000000,-78.11666700000001,7
15,Napo,37,199,-0.9890000000000000,-77.81590000000000,7
22,Orellana,30,243,-0.4666670000000000,-76.96666700000000,7
88,Otro,0,1,0,0,7
16,Pastaza,21,172,-1.066667000000000,-78.00111099999999,7
17,Pichincha,1059,7652,-0.2186110000000000,-78.50972200000000,7
24,Santa Elena,127,783,-2.226700000000000,-80.85830000000000,7
23,Sto. Domingo Tsáchilas,180,1232,-0.2541670000000000,-79.17194400000000,7
21,Sucumbíos,50,340,0.08472200000000002,-76.88277800000000,7
18,Tungurahua,242,1643,-1.241667000000000,-78.61972200000000,7
19,Zamora Chinchipe,22,144,-4.120000000000000,-78.80000000000000,7
01,Azuay,365,2725,-2.897414000000000,-79.00448100000000,8
02,Bolívar,60,593,-1.605556000000000,-79.00305600000000,8
04,Carchi,70,456,0.8121800000000000,-77.71633000000000,8
03,Cañar,102,695,-2.733333000000000,-78.83333300000000,8
06,Chimborazo,181,1575,-1.674347000000000,-78.64829400000001,8
05,Cotopaxi,134,1244,-0.9333330000000000,-78.61666700000001,8
07,El Oro,234,1918,-3.266667000000000,-79.96666700000000,8
08,Esmeraldas,128,1042,1.050000000000000,-79.20000000000000,8
20,Galápagos,6,32,-0.7999999999999999,-89.40000000000001,8
09,Guayas,1689,13433,-2.183333000000000,-79.88333299999999,8
10,Imbabura,171,1303,0.3626780000000000,-78.13066700000000,8
11,Loja,188,1621,-3.983333000000000,-79.20000000000000,8
12,Los Ríos,326,2479,-1.800000000000000,-79.53333300000000,8
13,Manabí,542,4168,-1.056181000000000,-80.45521700000000,8
14,Morona Santiago,37,323,-2.300000000000000,-78.11666700000001,8
15,Napo,32,231,-0.9890000000000000,-77.81590000000000,8
22,Orellana,31,274,-0.4666670000000000,-76.96666700000000,8
88,Otro,0,1,0,0,8
16,Pastaza,37,209,-1.066667000000000,-78.00111099999999,8
17,Pichincha,1110,8762,-0.2186110000000000,-78.50972200000000,8
24,Santa Elena,123,906,-2.226700000000000,-80.85830000000000,8
23,Sto. Domingo Tsáchilas,176,1408,-0.2541670000000000,-79.17194400000000,8
21,Sucumbíos,56,396,0.08472200000000002,-76.88277800000000,8
18,Tungurahua,236,1879,-1.241667000000000,-78.61972200000000,8
19,Zamora Chinchipe,33,177,-4.120000000000000,-78.80000000000000,8
01,Azuay,352,3077,-2.897414000000000,-79.00448100000000,9
02,Bolívar,60,653,-1.605556000000000,-79.00305600000000,9
04,Carchi,62,518,0.8121800000000000,-77.71633000000000,9
03,Cañar,110,805,-2.733333000000000,-78.83333300000000,9
06,Chimborazo,220,1795,-1.674347000000000,-78.64829400000001,9
05,Cotopaxi,156,1400,-0.9333330000000000,-78.61666700000001,9
07,El Oro,249,2167,-3.266667000000000,-79.96666700000000,9
08,Esmeraldas,113,1155,1.050000000000000,-79.20000000000000,9
20,Galápagos,1,33,-0.7999999999999999,-89.40000000000001,9
09,Guayas,1588,15021,-2.183333000000000,-79.88333299999999,9
10,Imbabura,150,1453,0.3626780000000000,-78.13066700000000,9
11,Loja,180,1801,-3.983333000000000,-79.20000000000000,9
12,Los Ríos,283,2762,-1.800000000000000,-79.53333300000000,9
13,Manabí,535,4703,-1.056181000000000,-80.45521700000000,9
14,Morona Santiago,43,366,-2.300000000000000,-78.11666700000001,9
15,Napo,38,269,-0.9890000000000000,-77.81590000000000,9
22,Orellana,33,307,-0.4666670000000000,-76.96666700000000,9
88,Otro,0,1,0,0,9
16,Pastaza,17,226,-1.066667000000000,-78.00111099999999,9
17,Pichincha,1007,9769,-0.2186110000000000,-78.50972200000000,9
24,Santa Elena,94,1000,-2.226700000000000,-80.85830000000000,9
23,Sto. Domingo Tsáchilas,177,1585,-0.2541670000000000,-79.17194400000000,9
21,Sucumbíos,57,453,0.08472200000000002,-76.88277800000000,9
18,Tungurahua,252,2131,-1.241667000000000,-78.61972200000000,9
19,Zamora Chinchipe,16,193,-4.120000000000000,-78.80000000000000,9
01,Azuay,342,3419,-2.897414000000000,-79.00448100000000,10
02,Bolívar,59,712,-1.605556000000000,-79.00305600000000,10
04,Carchi,55,573,0.8121800000000000,-77.71633000000000,10
03,Cañar,102,907,-2.733333000000000,-78.83333300000000,10
06,Chimborazo,199,1994,-1.674347000000000,-78.64829400000001,10
05,Cotopaxi,150,1550,-0.9333330000000000,-78.61666700000001,10
07,El Oro,277,2444,-3.266667000000000,-79.96666700000000,10
08,Esmeraldas,134,1289,1.050000000000000,-79.20000000000000,10
20,Galápagos,4,37,-0.7999999999999999,-89.40000000000001,10
09,Guayas,1640,16661,-2.183333000000000,-79.88333299999999,10
10,Imbabura,168,1621,0.3626780000000000,-78.13066700000000,10
11,Loja,209,2010,-3.983333000000000,-79.20000000000000,10
12,Los Ríos,291,3053,-1.800000000000000,-79.53333300000000,10
13,Manabí,519,5222,-1.056181000000000,-80.45521700000000,10
14,Morona Santiago,39,405,-2.300000000000000,-78.11666700000001,10
15,Napo,30,299,-0.9890000000000000,-77.81590000000000,10
22,Orellana,35,342,-0.4666670000000000,-76.96666700000000,10
88,Otro,1,2,0,0,10
16,Pastaza,21,247,-1.066667000000000,-78.00111099999999,10
17,Pichincha,1061,10830,-0.2186110000000000,-78.50972200000000,10
24,Santa Elena,109,1109,-2.226700000000000,-80.85830000000000,10
23,Sto. Domingo Tsáchilas,184,1769,-0.2541670000000000,-79.17194400000000,10
21,Sucumbíos,52,505,0.08472200000000002,-76.88277800000000,10
18,Tungurahua,208,2339,-1.241667000000000,-78.61972200000000,10
19,Zamora Chinchipe,14,207,-4.120000000000000,-78.80000000000000,10
01,Azuay,287,3706,-2.897414000000000,-79.00448100000000,11
02,Bolívar,59,771,-1.605556000000000,-79.00305600000000,11
04,Carchi,55,628,0.8121800000000000,-77.71633000000000,11
03,Cañar,79,986,-2.733333000000000,-78.83333300000000,11
06,Chimborazo,176,2170,-1.674347000000000,-78.64829400000001,11
05,Cotopaxi,135,1685,-0.9333330000000000,-78.61666700000001,11
07,El Oro,226,2670,-3.266667000000000,-79.96666700000000,11
08,Esmeraldas,131,1420,1.050000000000000,-79.20000000000000,11
20,Galápagos,9,46,-0.7999999999999999,-89.40000000000001,11
09,Guayas,1626,18287,-2.183333000000000,-79.88333299999999,11
10,Imbabura,177,1798,0.3626780000000000,-78.13066700000000,11
11,Loja,184,2194,-3.983333000000000,-79.20000000000000,11
12,Los Ríos,281,3334,-1.800000000000000,-79.53333300000000,11
13,Manabí,529,5751,-1.056181000000000,-80.45521700000000,11
14,Morona Santiago,52,457,-2.300000000000000,-78.11666700000001,11
15,Napo,38,337,-0.9890000000000000,-77.81590000000000,11
22,Orellana,28,370,-0.4666670000000000,-76.96666700000000,11
88,Otro,0,2,0,0,11
16,Pastaza,37,284,-1.066667000000000,-78.00111099999999,11
17,Pichincha,1072,11902,-0.2186110000000000,-78.50972200000000,11
24,Santa Elena,113,1222,-2.226700000000000,-80.85830000000000,11
23,Sto. Domingo Tsáchilas,159,1928,-0.2541670000000000,-79.17194400000000,11
21,Sucumbíos,52,557,0.08472200000000002,-76.88277800000000,11
18,Tungurahua,219,2558,-1.241667000000000,-78.61972200000000,11
19,Zamora Chinchipe,14,221,-4.120000000000000,-78.80000000000000,11
01,Azuay,287,3993,-2.897414000000000,-79.00448100000000,12
02,Bolívar,57,828,-1.605556000000000,-79.00305600000000,12
04,Carchi,66,694,0.8121800000000000,-77.71633000000000,12
03,Cañar,88,1074,-2.733333000000000,-78.83333300000000,12
06,Chimborazo,165,2335,-1.674347000000000,-78.64829400000001,12
05,Cotopaxi,136,1821,-0.9333330000000000,-78.61666700000001,12
07,El Oro,233,2903,-3.266667000000000,-79.96666700000000,12
08,Esmeraldas,97,1517,1.050000000000000,-79.20000000000000,12
20,Galápagos,6,52,-0.7999999999999999,-89.40000000000001,12
09,Guayas,1670,19957,-2.183333000000000,-79.88333299999999,12
10,Imbabura,129,1927,0.3626780000000000,-78.13066700000000,12
11,Loja,180,2374,-3.983333000000000,-79.20000000000000,12
12,Los Ríos,266,3600,-1.800000000000000,-79.53333300000000,12
13,Manabí,501,6252,-1.056181000000000,-80.45521700000000,12
14,Morona Santiago,37,494,-2.300000000000000,-78.11666700000001,12
15,Napo,22,359,-0.9890000000000000,-77.81590000000000,12
22,Orellana,32,402,-0.4666670000000000,-76.96666700000000,12
88,Otro,0,2,0,0,12
16,Pastaza,38,322,-1.066667000000000,-78.00111099999999,12
17,Pichincha,1171,13073,-0.2186110000000000,-78.50972200000000,12
24,Santa Elena,95,1317,-2.226700000000000,-80.85830000000000,12
23,Sto. Domingo Tsáchilas,156,2084,-0.2541670000000000,-79.17194400000000,12
21,Sucumbíos,44,601,0.08472200000000002,-76.88277800000000,12
18,Tungurahua,228,2786,-1.241667000000000,-78.61972200000000,12
19,Zamora Chinchipe,19,240,-4.120000000000000,-78.80000000000000,12
