inec_provincia_id,provincia,inec_canton_id,canton,lat,lng,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
01,Azuay,0115,Camilo Ponce Enríquez,-3.050000000000000,-79.73333300000000,7,3,5,3,4,5,3,6,8,6,5,4
01,Azuay,0111,Chordeleg,-2.933333000000000,-78.76666700000000,4,4,4,2,3,2,4,1,3,6,2,6
01,Azuay,0101,Cuenca,-2.897414000000000,-79.00448100000000,262,223,250,262,235,247,229,225,215,240,229,218
01,Azuay,0112,El Pan,-2.786111000000000,-78.66500000000001,0,0,1,1,1,1,3,0,0,4,1,2
01,Azuay,0102,Girón,-3.159028000000000,-79.14756800000001,7,2,2,10,5,7,7,9,4,5,6,3
01,Azuay,0114,Guachapala,-2.769000000000000,-78.70900000000000,1,1,2,0,0,0,0,0,0,0,0,0
01,Azuay,0103,Gualaceo,-2.900000000000000,-78.78333300000000,14,22,9,13,10,12,16,19,18,15,18,10
01,Azuay,0104,Nabón,-3.336060000000000,-79.06368000000001,5,3,2,3,6,2,4,8,9,5,5,5
01,Azuay,0110,Oña,-3.469640000000000,-79.15431000000000,1,0,4,3,2,0,1,1,1,0,2,0
01,Azuay,0105,Paute,-2.781800000000000,-78.76000000000001,10,8,14,7,7,10,11,8,5,8,10,8
01,Azuay,0106,Pucará,-3.233780000000000,-79.46120000000001,3,7,4,3,4,5,1,2,5,4,3,2
01,Azuay,0107,San Fernando,-3.144500000000000,-79.25200000000000,1,2,4,1,2,2,5,0,2,2,1,2
01,Azuay,0108,Santa Isabel,-3.274170000000000,-79.31560000000000,4,6,13,2,4,3,4,8,5,8,2,6
01,Azuay,0113,Sevilla de Oro,-2.799833000000000,-78.65569400000000,1,1,3,2,2,1,2,1,3,3,2,2
01,Azuay,0109,Sígsig,-3.089700000000000,-78.80320000000000,7,10,12,5,5,9,11,12,13,7,12,8
02,Bolívar,0206,Caluma,-1.633330000000000,-79.25000000000000,3,4,5,1,3,5,2,2,4,3,4,4
02,Bolívar,0202,Chillanes,-1.933333000000000,-79.06666700000000,7,8,10,5,5,8,2,2,8,8,4,7
02,Bolívar,0203,Chimbo,-1.700000000000000,-79.01666700000000,3,6,5,4,8,4,6,8,8,3,2,2
02,Bolívar,0204,Echeandía,-1.433330000000000,-79.26667000000000,2,5,4,1,2,6,1,7,5,5,4,5
02,Bolívar,0201,Guaranda,-1.605556000000000,-79.00305600000000,25,48,34,42,36,25,46,27,40,31,32,35
02,Bolívar,0207,Las Naves,-1.283330000000000,-79.30000000000000,0,2,1,1,1,3,1,1,3,3,3,0
02,Bolívar,0205,San Miguel,-1.700000000000000,-79.03333300000000,17,5,12,11,10,12,9,16,11,11,9,12
04,Carchi,0402,Bolivar,0.5070990000000000,-77.86245400000000,5,1,4,3,5,3,5,7,1,3,2,5
04,Carchi,0403,Espejo,0.6210000000000000,-77.94000000000000,6,3,4,4,5,9,2,6,2,4,2,4
04,Carchi,0404,Mira,0.5538999999999999,-78.04930000000000,3,3,7,2,5,6,7,2,4,3,5,4
04,Carchi,0405,Montúfar,0.6100000000000000,-77.84000000000000,7,5,10,7,2,8,6,5,7,8,11,9
04,Carchi,0406,San Pedro de Huaca,0.6311110000000000,-77.72527800000000,0,2,6,2,4,1,2,2,4,1,3,0
04,Carchi,0401,Tulcán,0.8121800000000000,-77.71633000000000,42,28,29,27,35,37,35,29,26,36,31,34
03,Cañar,0301,Azogues,-2.733333000000000,-78.83333300000000,42,39,30,41,36,38,37,28,48,33,27,28
03,Cañar,0302,Biblían,-2.710000000000000,-78.88000000000000,7,8,8,5,6,8,9,5,8,7,6,6
03,Cañar,0303,Cañar,-2.483700000000000,-78.97839999999999,19,11,24,10,15,16,21,19,24,11,18,12
03,Cañar,0306,Déleg,-2.772600000000000,-78.91830000000000,3,2,5,0,4,1,3,1,1,2,5,4
03,Cañar,0305,El Tambo,-2.508100000000000,-78.92489999999999,0,0,3,5,2,1,3,1,3,1,2,1
03,Cañar,0304,La Troncal,-2.400000000000000,-79.33000000000000,15,12,14,21,22,12,8,24,14,19,11,22
03,Cañar,0307,Suscal,-2.436400000000000,-79.05220000000000,1,2,1,2,2,1,2,2,3,8,0,3
06,Chimborazo,0602,Alausí,-2.200000000000000,-78.84999999999999,15,17,25,16,20,14,12,12,14,10,19,16
06,Chimborazo,0604,Chambo,-1.733333000000000,-78.58333300000000,2,7,5,3,3,1,5,5,5,5,4,4
06,Chimborazo,0605,Chunchi,-2.283333000000000,-78.91666700000000,7,7,11,3,1,2,6,6,4,5,1,3
06,Chimborazo,0603,Colta,-1.700000000000000,-78.75000000000000,10,14,17,18,14,19,21,16,18,16,15,14
06,Chimborazo,0610,Cumandá,-2.200000000000000,-79.13333299999999,1,2,3,1,4,3,3,4,3,1,3,4
06,Chimborazo,0606,Guamote,-1.933333000000000,-78.71666700000000,9,12,15,22,14,11,9,12,11,17,11,18
06,Chimborazo,0607,Guano,-1.583333000000000,-78.63333299999999,12,17,12,14,13,14,10,12,12,13,18,15
06,Chimborazo,0608,Pallatanga,-1.983333000000000,-78.95000000000000,5,5,2,0,5,3,3,5,7,2,3,3
06,Chimborazo,0609,Penipe,-1.557300000000000,-78.53959999999999,2,2,2,3,0,2,3,2,1,2,5,5
06,Chimborazo,0601,Riobamba,-1.674347000000000,-78.64829400000001,93,104,114,114,120,115,107,107,102,98,101,101
05,Cotopaxi,0502,La Maná,-0.9300000000000000,-79.22000000000000,13,10,15,8,14,7,12,16,17,7,13,10
05,Cotopaxi,0501,Latacunga,-0.9333330000000000,-78.61666700000001,82,65,68,63,70,65,84,79,59,62,53,81
05,Cotopaxi,0503,Pangua,-1.133333000000000,-79.06666700000000,8,6,6,5,7,3,3,0,8,4,5,7
05,Cotopaxi,0504,Pujilí,-0.9500000000000000,-78.69000000000000,27,17,16,22,22,22,17,19,25,10,15,15
05,Cotopaxi,0505,Salcedo,-1.050000000000000,-78.58333300000000,20,15,9,12,18,20,9,17,21,13,19,13
05,Cotopaxi,0506,Saquisilí,-0.8300000000000000,-78.67000000000000,5,6,9,4,9,9,5,17,7,9,10,5
05,Cotopaxi,0507,Sigchos,-0.7000000000000000,-78.88333299999999,9,5,8,11,3,5,6,7,7,8,6,5
07,El Oro,0702,Arenillas,-3.550000000000000,-80.06000000000000,12,8,5,5,8,10,12,5,7,4,10,7
07,El Oro,0703,Atahualpa,-2.900000000000000,-78.93333300000000,1,2,4,4,2,1,1,1,0,1,1,2
07,El Oro,0704,Balsas,-3.762600000000000,-79.82530000000000,1,3,4,1,0,3,3,1,2,2,1,1
07,El Oro,0705,Chilla,-3.450000000000000,-79.58000000000000,3,1,0,1,0,0,2,0,1,0,0,0
07,El Oro,0706,El Guabo,-3.238800000000000,-79.82920000000000,10,7,17,23,21,15,8,15,8,9,19,9
07,El Oro,0707,Huaquillas,-3.481380000000000,-80.24320700000000,17,14,13,13,9,15,20,20,10,13,10,11
07,El Oro,0714,Las Lajas,-3.785000000000000,-80.06166700000000,2,3,0,0,0,0,4,1,4,0,2,0
07,El Oro,0701,Machala,-3.266667000000000,-79.96666700000000,117,97,132,115,113,108,110,90,97,116,94,107
07,El Oro,0708,Marcabelí,-3.786000000000000,-79.89780000000000,2,3,1,3,1,0,3,4,1,1,2,0
07,El Oro,0709,Pasaje,-3.326900000000000,-79.80490000000000,23,28,30,26,23,25,25,28,18,30,12,20
07,El Oro,0710,Piñas,-3.666667000000000,-79.65000000000001,8,9,9,8,8,7,13,9,11,12,11,9
07,El Oro,0711,Portovelo,-3.720000000000000,-79.62000000000000,2,5,2,3,5,3,2,3,1,5,0,2
07,El Oro,0712,Santa Rosa,-3.452222000000000,-79.96166700000001,19,20,24,17,34,20,20,23,30,21,27,22
07,El Oro,0713,Zaruma,-3.433333000000000,-79.59999999999999,5,8,4,8,7,4,9,6,8,11,9,7
08,Esmeraldas,0806,Atacames,0.8666670000000000,-79.83333300000000,8,5,5,10,4,11,7,14,5,11,6,5
08,Esmeraldas,0802,Eloy Alfaro,1.250000000000000,-79,13,8,2,1,9,5,6,4,3,4,6,8
08,Esmeraldas,0801,Esmeraldas,1.050000000000000,-79.20000000000000,80,60,83,88,99,62,81,66,68,71,66,62
08,Esmeraldas,0803,Muisne,0.6067000000000000,-80.01830000000000,2,7,3,2,7,3,4,8,5,2,6,6
08,Esmeraldas,0804,Quinindé,0.3300000000000000,-79.48000000000000,15,19,16,29,22,27,28,30,24,24,29,25
08,Esmeraldas,0807,Rioverde,1.060200000000000,-79.40440000000000,2,4,6,7,6,6,7,3,3,8,4,2
08,Esmeraldas,0805,San Lorenzo,1.265800000000000,-78.84139999999999,12,9,7,7,3,6,6,7,3,10,7,2
20,Galápagos,2002,Isabela,-0.4724000000000000,-90.68110000000000,1,0,0,0,0,0,0,1,0,2,0,0
20,Galápagos,2001,San Cristóbal,-0.8000000000000000,-89.40000000000001,0,0,0,0,1,2,1,2,2,2,0,1
20,Galápagos,2003,Santa Cruz,-0.6333330000000000,-90.36666700000001,0,1,2,2,2,3,2,5,2,1,1,3
09,Guayas,0902,Alfredo Baquerizo Moreno,-1.916667000000000,-79.51666700000000,2,4,11,3,3,5,5,6,6,8,6,9
09,Guayas,0903,Balao,-2.910000000000000,-79.81000000000000,1,2,4,3,3,2,2,4,3,4,5,1
09,Guayas,0904,Balzar,-1.360000000000000,-79.90000000000001,23,24,21,28,23,19,23,15,20,15,17,24
09,Guayas,0905,Colimes,-1.550000000000000,-80.01666700000000,11,5,12,6,1,4,2,10,6,11,5,7
09,Guayas,0923,Coronel Marcelino Maridueña,-2.200000000000000,-79.42000000000000,4,5,0,0,0,2,2,3,5,5,3,1
09,Guayas,0906,Daule,-1.866667000000000,-79.98333300000000,36,33,37,33,20,33,30,33,53,38,31,23
09,Guayas,0907,Durán,-2.166667000000000,-79.83333300000000,27,24,25,25,42,26,31,15,33,23,26,25
09,Guayas,0909,El Triunfo,-2.330000000000000,-79.40000000000001,17,15,8,18,16,16,15,18,10,18,17,11
09,Guayas,0908,Empalme,-1.046111000000000,-79.63361100000000,19,17,16,17,25,27,29,20,32,35,24,14
