inec_provincia_id,provincia,inec_canton_id,canton,lat,lng,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
01,Azuay,0115,Camilo Ponce Enríquez,-3.050000000000000,-79.73333300000000,7,10,15,18,22,27,30,36,44,50,55,59
01,Azuay,0111,Chordeleg,-2.933333000000000,-78.76666700000000,4,8,12,14,17,19,23,24,27,33,35,41
01,Azuay,0101,Cuenca,-2.897414000000000,-79.00448100000000,262,485,735,997,1232,1479,1708,1933,2148,2388,2617,2835
01,Azuay,0112,El Pan,-2.786111000000000,-78.66500000000001,0,0,1,2,3,4,7,7,7,11,12,14
01,Azuay,0102,Girón,-3.159028000000000,-79.14756800000001,7,9,11,21,26,33,40,49,53,58,64,67
01,Azuay,0114,Guachapala,-2.769000000000000,-78.70900000000000,1,2,4,4,4,4,4,4,4,4,4,4
01,Azuay,0103,Gualaceo,-2.900000000000000,-78.78333300000000,14,36,45,58,68,80,96,115,133,148,166,176
01,Azuay,0104,Nabón,-3.336060000000000,-79.06368000000001,5,8,10,13,19,21,25,33,42,47,52,57
01,Azuay,0110,Oña,-3.469640000000000,-79.15431000000000,1,1,5,8,10,10,11,12,13,13,15,15
01,Azuay,0105,Paute,-2.781800000000000,-78.76000000000001,10,18,32,39,46,56,67,75,80,88,98,106
01,Azuay,0106,Pucará,-3.233780000000000,-79.46120000000001,3,10,14,17,21,26,27,29,34,38,41,43
01,Azuay,0107,San Fernando,-3.144500000000000,-79.25200000000000,1,3,7,8,10,12,17,17,19,21,22,24
01,Azuay,0108,Santa Isabel,-3.274170000000000,-79.31560000000000,4,10,23,25,29,32,36,44,49,57,59,65
01,Azuay,0113,Sevilla de Oro,-2.799833000000000,-78.65569400000000,1,2,5,7,9,10,12,13,16,19,21,23
01,Azuay,0109,Sígsig,-3.089700000000000,-78.80320000000000,7,17,29,34,39,48,59,71,84,91,103,111
02,Bolívar,0206,Caluma,-1.633330000000000,-79.25000000000000,3,7,12,13,16,21,23,25,29,32,36,40
02,Bolívar,0202,Chillanes,-1.933333000000000,-79.06666700000000,7,15,25,30,35,43,45,47,55,63,67,74
02,Bolívar,0203,Chimbo,-1.700000000000000,-79.01666700000000,3,9,14,18,26,30,36,44,52,55,57,59
02,Bolívar,0204,Echeandía,-1.433330000000000,-79.26667000000000,2,7,11,12,14,20,21,28,33,38,42,47
02,Bolívar,0201,Guaranda,-1.605556000000000,-79.00305600000000,25,73,107,149,185,210,256,283,323,354,386,421
02,Bolívar,0207,Las Naves,-1.283330000000000,-79.30000000000000,0,2,3,4,5,8,9,10,13,16,19,19
02,Bolívar,0205,San Miguel,-1.700000000000000,-79.03333300000000,17,22,34,45,55,67,76,92,103,114,123,135
04,Carchi,0402,Bolivar,0.5070990000000000,-77.86245400000000,5,6,10,13,18,21,26,33,34,37,39,44
04,Carchi,0403,Espejo,0.6210000000000000,-77.94000000000000,6,9,13,17,22,31,33,39,41,45,47,51
04,Carchi,0404,Mira,0.5538999999999999,-78.04930000000000,3,6,13,15,20,26,33,35,39,42,47,51
04,Carchi,0405,Montúfar,0.6100000000000000,-77.84000000000000,7,12,22,29,31,39,45,50,57,65,76,85
04,Carchi,0406,San Pedro de Huaca,0.6311110000000000,-77.72527800000000,0,2,8,10,14,15,17,19,23,24,27,27
04,Carchi,0401,Tulcán,0.8121800000000000,-77.71633000000000,42,70,99,126,161,198,233,262,288,324,355,389
03,Cañar,0301,Azogues,-2.733333000000000,-78.83333300000000,42,81,111,152,188,226,263,291,339,372,399,427
03,Cañar,0302,Biblían,-2.710000000000000,-78.88000000000000,7,15,23,28,34,42,51,56,64,71,77,83
03,Cañar,0303,Cañar,-2.483700000000000,-78.97839999999999,19,30,54,64,79,95,116,135,159,170,188,200
03,Cañar,0306,Déleg,-2.772600000000000,-78.91830000000000,3,5,10,10,14,15,18,19,20,22,27,31
03,Cañar,0305,El Tambo,-2.508100000000000,-78.92489999999999,0,0,3,8,10,11,14,15,18,19,21,22
03,Cañar,0304,La Troncal,-2.400000000000000,-79.33000000000000,15,27,41,62,84,96,104,128,142,161,172,194
03,Cañar,0307,Suscal,-2.436400000000000,-79.05220000000000,1,3,4,6,8,9,11,13,16,24,24,27
06,Chimborazo,0602,Alausí,-2.200000000000000,-78.84999999999999,15,32,57,73,93,107,119,131,145,155,174,190
06,Chimborazo,0604,Chambo,-1.733333000000000,-78.58333300000000,2,9,14,17,20,21,26,31,36,41,45,49
06,Chimborazo,0605,Chunchi,-2.283333000000000,-78.91666700000000,7,14,25,28,29,31,37,43,47,52,53,56
06,Chimborazo,0603,Colta,-1.700000000000000,-78.75000000000000,10,24,41,59,73,92,113,129,147,163,178,192
06,Chimborazo,0610,Cumandá,-2.200000000000000,-79.13333299999999,1,3,6,7,11,14,17,21,24,25,28,32
06,Chimborazo,0606,Guamote,-1.933333000000000,-78.71666700000000,9,21,36,58,72,83,92,104,115,132,143,161
06,Chimborazo,0607,Guano,-1.583333000000000,-78.63333299999999,12,29,41,55,68,82,92,104,116,129,147,162
06,Chimborazo,0608,Pallatanga,-1.983333000000000,-78.95000000000000,5,10,12,12,17,20,23,28,35,37,40,43
06,Chimborazo,0609,Penipe,-1.557300000000000,-78.53959999999999,2,4,6,9,9,11,14,16,17,19,24,29
06,Chimborazo,0601,Riobamba,-1.674347000000000,-78.64829400000001,93,197,311,425,545,660,767,874,976,1074,1175,1276
05,Cotopaxi,0502,La Maná,-0.9300000000000000,-79.22000000000000,13,23,38,46,60,67,79,95,112,119,132,142
05,Cotopaxi,0501,Latacunga,-0.9333330000000000,-78.61666700000001,82,147,215,278,348,413,497,576,635,697,750,831
05,Cotopaxi,0503,Pangua,-1.133333000000000,-79.06666700000000,8,14,20,25,32,35,38,38,46,50,55,62
05,Cotopaxi,0504,Pujilí,-0.9500000000000000,-78.69000000000000,27,44,60,82,104,126,143,162,187,197,212,227
05,Cotopaxi,0505,Salcedo,-1.050000000000000,-78.58333300000000,20,35,44,56,74,94,103,120,141,154,173,186
05,Cotopaxi,0506,Saquisilí,-0.8300000000000000,-78.67000000000000,5,11,20,24,33,42,47,64,71,80,90,95
05,Cotopaxi,0507,Sigchos,-0.7000000000000000,-78.88333299999999,9,14,22,33,36,41,47,54,61,69,75,80
07,El Oro,0702,Arenillas,-3.550000000000000,-80.06000000000000,12,20,25,30,38,48,60,65,72,76,86,93
07,El Oro,0703,Atahualpa,-2.900000000000000,-78.93333300000000,1,3,7,11,13,14,15,16,16,17,18,20
07,El Oro,0704,Balsas,-3.762600000000000,-79.82530000000000,1,4,8,9,9,12,15,16,18,20,21,22
07,El Oro,0705,Chilla,-3.450000000000000,-79.58000000000000,3,4,4,5,5,5,7,7,8,8,8,8
07,El Oro,0706,El Guabo,-3.238800000000000,-79.82920000000000,10,17,34,57,78,93,101,116,124,133,152,161
07,El Oro,0707,Huaquillas,-3.481380000000000,-80.24320700000000,17,31,44,57,66,81,101,121,131,144,154,165
07,El Oro,0714,Las Lajas,-3.785000000000000,-80.06166700000000,2,5,5,5,5,5,9,10,14,14,16,16
07,El Oro,0701,Machala,-3.266667000000000,-79.96666700000000,117,214,346,461,574,682,792,882,979,1095,1189,1296
07,El Oro,0708,Marcabelí,-3.786000000000000,-79.89780000000000,2,5,6,9,10,10,13,17,18,19,21,21
07,El Oro,0709,Pasaje,-3.326900000000000,-79.80490000000000,23,51,81,107,130,155,180,208,226,256,268,288
07,El Oro,0710,Piñas,-3.666667000000000,-79.65000000000001,8,17,26,34,42,49,62,71,82,94,105,114
07,El Oro,0711,Portovelo,-3.720000000000000,-79.62000000000000,2,7,9,12,17,20,22,25,26,31,31,33
07,El Oro,0712,Santa Rosa,-3.452222000000000,-79.96166700000001,19,39,63,80,114,134,154,177,207,228,255,277
07,El Oro,0713,Zaruma,-3.433333000000000,-79.59999999999999,5,13,17,25,32,36,45,51,59,70,79,86
08,Esmeraldas,0806,Atacames,0.8666670000000000,-79.83333300000000,8,13,18,28,32,43,50,64,69,80,86,91
08,Esmeraldas,0802,Eloy Alfaro,1.250000000000000,-79,13,21,23,24,33,38,44,48,51,55,61,69
08,Esmeraldas,0801,Esmeraldas,1.050000000000000,-79.20000000000000,80,140,223,311,410,472,553,619,687,758,824,886
08,Esmeraldas,0803,Muisne,0.6067000000000000,-80.01830000000000,2,9,12,14,21,24,28,36,41,43,49,55
08,Esmeraldas,0804,Quinindé,0.3300000000000000,-79.48000000000000,15,34,50,79,101,128,156,186,210,234,263,288
