provincia,canton,lat,lng,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
Carchi,Espejo,0.6210000000000000,-77.94000000000000,4,8,10,13,21,26,30,35,40,45,47,53
Carchi,Mira,0.5538999999999999,-78.04930000000000,5,9,10,14,20,22,25,29,35,37,42,48
Carchi,Montúfar,0.6100000000000000,-77.84000000000000,11,25,34,43,50,59,66,68,74,79,92,100
Carchi,San Pedro de Huaca,0.6311110000000000,-77.72527800000000,1,2,3,5,5,7,8,10,11,13,20,24
Carchi,Tulcán,0.8121800000000000,-77.71633000000000,30,67,105,127,158,191,216,267,304,342,366,401
Cañar,Azogues,-2.733333000000000,-78.83333300000000,39,75,120,153,184,223,268,317,362,416,451,494
Cañar,Biblían,-2.710000000000000,-78.88000000000000,8,12,21,27,33,45,52,61,70,74,81,87
Cañar,Cañar,-2.483700000000000,-78.97839999999999,24,36,54,69,90,107,125,138,161,182,199,215
Cañar,Déleg,-2.772600000000000,-78.91830000000000,3,7,9,10,13,17,17,20,20,24,26,28
Cañar,El Tambo,-2.508100000000000,-78.92489999999999,3,9,12,15,18,19,21,29,33,34,37,42
Cañar,La Troncal,-2.400000000000000,-79.33000000000000,16,31,42,57,70,83,101,120,146,162,177,190
Cañar,Suscal,-2.436400000000000,-79.05220000000000,0,3,3,5,6,7,9,10,13,15,15,18
Chimborazo,Alausí,-2.200000000000000,-78.84999999999999,18,33,41,60,68,83,101,111,124,130,144,148
Chimborazo,Chambo,-1.733333000000000,-78.58333300000000,5,6,7,13,17,20,22,27,32,39,40,43
Chimborazo,Chunchi,-2.283333000000000,-78.91666700000000,6,14,19,23,26,32,36,39,42,45,50,53
Chimborazo,Colta,-1.700000000000000,-78.75000000000000,11,25,38,57,67,75,92,102,128,143,153,162
Chimborazo,Cumandá,-2.200000000000000,-79.13333299999999,4,10,14,23,26,30,32,39,46,50,54,57
Chimborazo,Guamote,-1.933333000000000,-78.71666700000000,12,25,41,52,62,73,92,104,113,125,145,156
Chimborazo,Guano,-1.583333000000000,-78.63333299999999,10,18,30,40,47,53,63,78,96,111,121,134
Chimborazo,Pallatanga,-1.983333000000000,-78.95000000000000,5,8,10,15,16,17,23,28,35,38,41,42
Chimborazo,Penipe,-1.557300000000000,-78.53959999999999,5,5,7,9,14,16,19,21,24,27,32,34
Chimborazo,Riobamba,-1.674347000000000,-78.64829400000001,149,294,417,537,663,773,914,1026,1155,1286,1390,1506
Cotopaxi,La Maná,-0.9300000000000000,-79.22000000000000,7,17,29,37,50,63,75,84,102,112,121,128
Cotopaxi,Latacunga,-0.9333330000000000,-78.61666700000001,106,197,276,364,453,557,637,718,798,891,963,1046
Cotopaxi,Pangua,-1.133333000000000,-79.06666700000000,6,10,11,17,21,25,35,38,45,47,51,55
Cotopaxi,Pujilí,-0.9500000000000000,-78.69000000000000,27,51,72,88,98,118,141,155,175,201,219,231
Cotopaxi,Salcedo,-1.050000000000000,-78.58333300000000,19,34,46,72,95,113,131,149,163,172,189,207
Cotopaxi,Saquisilí,-0.8300000000000000,-78.67000000000000,15,21,27,29,31,41,52,56,62,70,80,87
Cotopaxi,Sigchos,-0.7000000000000000,-78.88333299999999,8,10,16,20,28,32,39,44,55,57,62,67
El Oro,Arenillas,-3.550000000000000,-80.06000000000000,5,13,20,27,31,35,41,45,55,60,70,76
El Oro,Atahualpa,-2.900000000000000,-78.93333300000000,1,4,5,6,7,8,9,9,10,13,15,19
El Oro,Balsas,-3.762600000000000,-79.82530000000000,0,1,3,3,6,6,7,12,25,27,30,32
El Oro,Chilla,-3.450000000000000,-79.58000000000000,0,0,2,3,3,4,6,6,7,7,8,8
El Oro,El Guabo,-3.238800000000000,-79.82920000000000,9,24,36,49,58,72,80,99,113,123,134,148
El Oro,Huaquillas,-3.481380000000000,-80.24320700000000,13,29,42,56,71,83,92,100,110,120,136,150
El Oro,Las Lajas,-3.785000000000000,-80.06166700000000,0,3,3,4,7,9,9,9,11,13,15,18
El Oro,Machala,-3.266667000000000,-79.96666700000000,154,277,397,497,629,725,866,1000,1113,1270,1384,1509
El Oro,Marcabelí,-3.786000000000000,-79.89780000000000,2,3,4,5,7,9,9,10,12,15,18,19
El Oro,Pasaje,-3.326900000000000,-79.80490000000000,21,42,73,98,124,149,172,198,222,257,272,294
El Oro,Piñas,-3.666667000000000,-79.65000000000001,18,29,46,64,86,100,127,139,158,180,199,217
El Oro,Portovelo,-3.720000000000000,-79.62000000000000,6,8,11,14,17,18,22,23,29,32,35,38
El Oro,Santa Rosa,-3.452222000000000,-79.96166700000001,29,60,86,108,125,148,170,189,212,232,251,267
El Oro,Zaruma,-3.433333000000000,-79.59999999999999,19,26,38,53,57,67,74,79,90,95,103,108
Esmeraldas,Atacames,0.8666670000000000,-79.83333300000000,13,19,28,32,37,43,53,64,72,75,82,86
Esmeraldas,Eloy Alfaro,1.250000000000000,-79,5,10,11,15,17,19,20,21,27,30,36,40
Esmeraldas,Esmeraldas,1.050000000000000,-79.20000000000000,99,183,258,343,413,497,575,644,712,797,889,953
Esmeraldas,Muisne,0.6067000000000000,-80.01830000000000,5,11,12,18,23,28,32,34,37,45,47,48
Esmeraldas,Quinindé,0.3300000000000000,-79.48000000000000,25,51,74,94,113,127,151,176,190,217,235,250
Esmeraldas,Rioverde,1.060200000000000,-79.40440000000000,9,13,16,21,24,30,37,44,48,52,54,58
Esmeraldas,San Lorenzo,1.265800000000000,-78.84139999999999,4,14,24,28,33,39,46,59,69,73,77,82
Galápagos,Isabela,-0.4724000000000000,-90.68110000000000,0,1,1,3,4,4,5,6,7,7,7,9
Galápagos,San Cristóbal,-0.8000000000000000,-89.40000000000001,1,3,3,3,5,5,6,7,7,8,11,12
Galápagos,Santa Cruz,-0.6333330000000000,-90.36666700000001,2,2,5,7,10,14,15,19,19,22,28,31
Guayas,Alfredo Baquerizo Moreno,-1.916667000000000,-79.51666700000000,5,7,18,25,28,35,40,44,53,59,67,75
Guayas,Balao,-2.910000000000000,-79.81000000000000,14,16,23,29,31,34,38,39,47,51,62,64
Guayas,Balzar,-1.360000000000000,-79.90000000000001,18,36,54,82,109,123,144,172,190,203,227,244
Guayas,Colimes,-1.550000000000000,-80.01666700000000,10,15,21,29,34,40,46,51,60,68,75,82
Guayas,Coronel Marcelino Maridueña,-2.200000000000000,-79.42000000000000,1,2,3,5,6,8,9,13,16,21,24,25
Guayas,Daule,-1.866667000000000,-79.98333300000000,41,74,115,149,185,224,265,312,356,395,431,461
Guayas,Durán,-2.166667000000000,-79.83333300000000,41,64,105,140,178,208,248,287,339,379,423,467
Guayas,El Triunfo,-2.330000000000000,-79.40000000000001,11,18,35,52,66,79,90,112,122,135,152,161
Guayas,Empalme,-1.046111000000000,-79.63361100000000,29,43,74,98,119,144,162,188,206,222,238,251
Guayas,General Antonio Elizalde,-2.200000000000000,-79.17000000000000,3,4,5,7,8,11,14,18,19,21,21,22
Guayas,Guayaquil,-2.183333000000000,-79.88333299999999,1390,2597,4018,5322,6596,7832,9066,10361,11547,12805,14065,15408
Guayas,Isidro Ayora,-1.883333000000000,-80.16666700000000,3,6,6,9,15,20,23,25,28,28,30,36
Guayas,Lomas de Sargentillo,-1.883333000000000,-80.08333300000000,10,15,21,25,34,45,48,51,59,67,73,74
Guayas,Milagro,-2.126944000000000,-79.59916699999999,103,196,275,368,435,511,605,683,754,843,923,987
Guayas,Naranjal,-2.672800000000000,-79.61499999999999,14,28,38,60,76,93,113,125,145,167,187,200
Guayas,Naranjito,-2.173000000000000,-79.46710000000000,16,26,32,44,56,65,81,97,107,122,136,148
Guayas,Nobol,-1.916671000000000,-80.01153900000000,5,13,18,23,31,39,41,47,54,64,69,74
Guayas,Palestina,-1.626300000000000,-79.97700000000000,6,9,15,20,26,29,33,34,37,38,39,46
Guayas,Pedro Carbo,-1.833333000000000,-80.23333300000000,18,32,42,58,71,87,103,113,128,143,153,161
Guayas,Playas,-2.623330000000000,-80.38750000000000,16,30,43,52,70,86,104,120,136,150,159,168
Guayas,Salitre,-1.829444000000000,-79.81555600000000,22,42,54,67,91,107,130,145,163,179,187,212
Guayas,Samborondón,-2.183333000000000,-79.88333299999999,20,36,51,74,91,105,125,149,181,199,219,233
Guayas,San Jacinto De Yaguachi,-2.120000000000000,-79.69000000000000,10,20,31,39,56,70,88,101,114,124,134,150
Guayas,Santa Lucía,-1.713889000000000,-79.98500000000000,13,26,39,53,68,77,94,105,116,127,140,147
Guayas,Simón Bolivar,-2.156667000000000,-79.88750000000000,5,14,20,26,29,34,34,41,44,51,53,61
Imbabura,Antonio Ante,0.3200000000000000,-78.20999999999999,21,29,44,54,70,92,98,109,124,136,153,164
Imbabura,Cotacachi,0.3000000000000000,-78.26666700000000,8,16,28,41,62,73,91,111,121,134,143,145
Imbabura,Ibarra,0.3626780000000000,-78.13066700000000,98,172,267,364,456,541,629,721,806,906,1011,1091
Imbabura,Otavalo,0.2333330000000000,-78.26666700000000,27,62,105,145,176,217,241,279,311,346,380,409
Imbabura,Pimampiro,0.4000000000000000,-77.97000000000000,4,9,16,22,25,28,33,40,43,47,55,60
Imbabura,San Miguel de Urcuquí,0.5200000000000000,-78.20000000000000,4,9,15,19,25,35,40,43,48,52,56,58
Loja,Calvas,-4.320000000000000,-79.56000000000000,12,23,35,43,51,59,69,74,83,103,112,118
Loja,Catamayo,-3.980000000000000,-79.34999999999999,12,21,26,31,37,50,58,66,72,80,87,93
Loja,Celica,-4.102500000000000,-79.95444400000000,5,13,24,28,29,30,33,37,41,42,43,50
Loja,Chaguarpamba,-3.850000000000000,-79.65000000000001,3,6,6,7,8,8,11,14,15,15,19,21
Loja,Espíndola,-4.583056000000000,-79.42694400000001,6,10,13,16,20,27,30,38,42,47,49,53
Loja,Gonzanamá,-4.231389000000000,-79.43527800000000,6,10,15,20,26,31,38,42,46,49,54,58
Loja,Loja,-3.983333000000000,-79.20000000000000,134,273,389,516,650,749,865,987,1103,1231,1356,1463
Loja,Macará,-4.383333000000000,-79.95000000000000,15,28,37,40,48,51,59,63,66,69,78,85
Loja,Olmedo,-3.934000000000000,-79.64800000000000,0,2,4,5,5,8,10,12,17,22,22,25
Loja,Paltas,-4.050000000000000,-79.65000000000001,10,18,27,33,43,56,68,73,81,92,94,105
Loja,Pindal,-4.116100000000000,-80.10760000000001,2,3,7,8,11,13,14,16,22,22,23,24
Loja,Puyango,-3.870000000000000,-80.09000000000000,6,11,16,25,32,35,43,49,58,61,66,74
Loja,Quilanga,-4.298000000000000,-79.39860000000000,5,9,13,16,18,20,20,20,20,21,22,25
Loja,Saraguro,-3.625300000000000,-79.24110000000000,17,27,34,45,56,67,76,86,90,104,110,117
Loja,Sozoranga,-4.327778000000000,-79.78972200000000,2,3,4,8,8,11,16,17,17,21,25,28
Loja,Zapotillo,-4.386360000000000,-80.24360000000000,4,5,8,16,19,19,23,27,28,31,34,35
Los Ríos,Baba,-1.784167000000000,-79.67666699999999,17,22,32,39,49,52,62,76,83,93,99,110
Los Ríos,Babahoyo,-1.800000000000000,-79.53333300000000,99,209,304,406,489,578,665,768,855,946,1037,1128
Los Ríos,Buena Fe,-0.8985720000000000,-79.48891600000000,11,27,41,58,80,101,126,144,171,184,206,219
Los Ríos,Mocache,-1.183850000000000,-79.50552999999999,11,19,28,35,43,56,66,74,84,93,100,107
Los Ríos,Montalvo,-1.793800000000000,-79.28570000000001,5,7,18,24,30,34,37,43,48,56,67,71
Los Ríos,Palenque,-1.432800000000000,-79.74950000000000,4,10,17,20,24,27,32,35,46,53,58,61
Los Ríos,Puebloviejo,-1.550000000000000,-79.53388900000000,10,20,32,41,47,58,66,81,91,108,121,125
Los Ríos,Quevedo,-1.033333000000000,-79.45000000000000,86,169,264,345,418,505,595,681,746,825,899,967
Los Ríos,Quinsaloma,-1.206200000000000,-79.31450000000000,1,3,7,7,12,14,17,22,27,28,32,38
Los Ríos,Urdaneta,-1.570556000000000,-79.47111099999999,10,24,36,47,57,74,86,95,102,111,117,126
Los Ríos,Valencia,-0.9525000000000000,-79.35310000000000,7,12,23,26,32,40,49,56,65,72,74,80
Los Ríos,Ventanas,-1.450000000000000,-79.47000000000000,29,46,74,93,118,137,161,178,196,213,233,255
Los Ríos,Vinces,-1.558333000000000,-79.75000000000000,22,50,78,104,133,158,191,226,248,271,291,313
Manabí,Bolívar,-0.8419440000000000,-80.16194400000001,6,20,31,49,65,78,90,106,119,126,137,152
Manabí,Chone,-0.6833330000000000,-80.09999999999999,56,98,145,187,219,265,310,355,399,458,514,557
Manabí,El Carmen,-1.314700000000000,-80.01690000000001,22,47,69,88,114,133,159,191,212,233,256,285
Manabí,Flavio Alfaro,-0.4054000000000000,-79.90580000000000,13,17,27,34,41,50,57,62,67,75,82,90
Manabí,Jama,-0.2014000000000000,-80.26590000000000,3,8,14,19,25,30,33,43,44,48,52,56
Manabí,Jaramijó,-0.9487300000000000,-80.63630000000001,1,3,9,13,17,20,24,27,31,36,38,41
Manabí,Jipijapa,-1.333330000000000,-80.58329999999999,28,52,98,125,152,188,215,247,282,314,343,365
Manabí,Junín,-0.9291600000000000,-80.20569000000000,8,13,18,21,29,34,44,49,51,52,56,61
Manabí,Manta,-0.9500220000000000,-80.71620000000000,113,218,343,461,561,679,809,930,1094,1224,1343,1457
Manabí,Montecristi,-1.033330000000000,-80.65000000000001,14,30,44,59,74,90,105,122,130,144,158,168
Manabí,Olmedo,-1.396111000000000,-80.20611100000001,2,6,8,12,16,24,25,30,31,31,33,35
Manabí,Paján,-1.570000000000000,-80.42000000000000,16,29,47,59,68,79,97,115,124,138,156,173
Manabí,Pedernales,0.07010000000000000,-80.05360000000000,13,21,27,40,51,59,69,82,97,108,123,136
Manabí,Pichincha,-1.047300000000000,-79.81860000000000,15,21,25,35,41,49,58,64,72,79,87,91
Manabí,Portoviejo,-1.056181000000000,-80.45521700000000,141,288,436,558,707,848,992,1136,1274,1408,1540,1696
Manabí,Puerto López,-1.566667000000000,-80.81666700000000,5,11,17,23,26,28,33,39,42,45,53,55
Manabí,Rocafuerte,-0.9200000000000000,-80.45999999999999,12,25,37,46,56,61,74,80,90,101,113,119
Manabí,San Vicente,-0.5893000000000000,-80.40880000000000,4,7,14,16,19,22,28,32,38,42,47,49
Manabí,Santa Ana,-1.206900000000000,-80.37090000000001,15,29,51,63,76,85,90,101,115,130,139,150
Manabí,Sucre,-0.6000000000000000,-80.41666700000000,21,52,86,107,132,153,173,193,215,234,262,280
Manabí,Tosagua,-0.7800000000000000,-80.26000000000001,19,28,34,47,58,71,81,94,97,107,119,131
Manabí,Veinticuatro de Mayo,-1.278889000000000,-80.42000000000000,6,14,20,30,41,49,60,70,79,89,100,105
Morona Santiago,Gualaquiza,-3.380000000000000,-78.58000000000000,6,14,21,27,32,35,40,44,51,59,66,73
Morona Santiago,Huamboya,-1.785000000000000,-78.23194400000000,3,7,7,9,9,10,14,14,17,19,22,23
Morona Santiago,Limón Indanza,-2.966250000000000,-78.43052800000000,3,8,9,11,12,14,14,16,16,16,29,31
Morona Santiago,Logroño,-2.624800000000000,-78.18960000000000,2,2,3,3,4,4,5,5,7,10,11,11
Morona Santiago,Morona,-2.300000000000000,-78.11666700000001,22,41,56,74,88,100,115,133,149,162,175,187
Morona Santiago,Pablo Sexto,-1.803056000000000,-77.92111100000000,0,0,0,0,0,0,1,1,1,1,1,1
Morona Santiago,Palora,-1.700000000000000,-77.94000000000000,2,2,2,7,10,11,11,12,14,15,17,19
Morona Santiago,San Juan Bosco,-3.092300000000000,-78.51320000000000,2,2,3,4,6,6,6,6,6,7,7,10
Morona Santiago,Santiago,-3.429800000000000,-78.56560000000000,3,5,7,8,9,12,13,16,18,19,19,22
Morona Santiago,Sucúa,-2.460000000000000,-78.17000000000000,5,12,19,21,27,32,38,45,49,54,65,71
Morona Santiago,Taisha,-2.339950000000000,-77.45808000000000,7,11,12,15,17,20,24,24,31,34,36,37
Morona Santiago,Tiwintza,-2.917670000000000,-77.80170000000000,1,3,3,4,4,5,5,7,7,9,9,9
Napo,Archidona,-0.9166670000000000,-77.78333300000000,9,12,19,29,35,37,43,51,62,67,77,82
Napo,Carlos Julio Arosemena Tola,-1.166667000000000,-77.84999999999999,1,1,1,2,2,3,5,6,7,8,9,10
Napo,El Chaco,-0.3402780000000000,-77.80888899999999,1,1,2,2,4,5,6,6,6,6,9,10
Napo,Quijos,-0.4636110000000000,-77.89277800000001,0,5,8,9,10,11,13,15,17,19,26,26
Napo,Tena,-0.9890000000000000,-77.81590000000000,23,36,54,64,86,106,132,153,177,199,216,231
Orellana,Aguarico,-0.9211110000000000,-75.39916700000001,1,1,1,2,3,7,11,12,13,13,13,13
Orellana,La Joya de los Sachas,-0.3000000000000000,-76.84999999999999,8,17,24,31,37,43,48,56,61,66,72,81
Orellana,Loreto,-0.6904000000000000,-77.30830000000000,7,14,21,27,32,38,43,50,56,64,66,72
Orellana,Orellana,-0.4666670000000000,-76.96666700000000,24,39,61,82,108,125,141,156,177,199,219,236
Otro,Otro,0,0,0,0,0,0,0,1,1,1,1,2,2,2
Pastaza,Arajuno,-1.234370000000000,-77.68750000000000,1,2,3,5,6,7,8,11,12,13,17,18
Pastaza,Mera,-1.460000000000000,-78.09000000000000,2,4,4,4,4,5,5,7,8,9,14,14
Pastaza,Pastaza,-1.066667000000000,-78.00111099999999,26,45,67,94,110,136,156,188,202,220,248,285
Pastaza,Santa Clara,-1.267100000000000,-77.88820000000000,1,1,3,3,3,3,3,3,4,5,5,5
Pichincha,Cayambe,0.04388900000000000,-78.15610000000000,20,40,60,90,123,145,174,191,215,241,257,281
Pichincha,Mejía,-0.5101000000000000,-78.56980000000000,33,55,71,91,116,129,145,164,188,206,241,269
Pichincha,Pedro Moncayo,0.04369700000000000,-78.34923999999999,9,14,24,27,32,36,44,52,60,66,72,79
Pichincha,Pedro Vicente Maldonado,0.1666670000000000,-79,3,5,9,10,11,13,16,18,20,23,29,32
Pichincha,Puerto Quito,0.1170000000000000,-79.26400000000000,9,19,22,28,42,44,49,58,60,63,70,73
Pichincha,Quito,-0.2186110000000000,-78.50972200000000,1236,2177,3104,4034,5059,6039,7016,8055,8983,9967,10947,12032
Pichincha,Rumiñahui,-0.3345000000000000,-78.44750000000001,32,47,82,111,149,174,191,206,222,243,264,285
Pichincha,San Miguel de Los Bancos,0.02300000000000000,-78.89200000000000,1,3,6,10,12,13,17,18,21,21,22,22
Santa Elena,La Libertad,-2.233333000000000,-80.90000000000001,23,48,67,92,114,139,179,202,221,243,264,277
Santa Elena,Salinas,-2.216667000000000,-80.95000000000000,21,46,79,96,124,152,182,215,244,277,308,333
Santa Elena,Santa Elena,-2.226700000000000,-80.85830000000000,61,116,183,240,288,365,422,489,535,589,650,707
Sto. Domingo Tsáchilas,La Concordia,0.002300000000000000,-79.38460000000001,7,16,26,35,48,57,64,77,85,104,116,129
Sto. Domingo Tsáchilas,Santo Domingo,-0.2541670000000000,-79.17194400000000,185,349,508,666,837,995,1168,1331,1500,1665,1812,1955
Sucumbíos,Cascales,-0.06750000000000000,-77.21694400000000,2,3,7,8,11,12,14,16,19,22,23,25
Sucumbíos,Cuyabeno,-0.1288890000000000,-76.41388900000000,0,1,2,4,7,8,10,11,13,14,14,14
Sucumbíos,Gonzalo Pizarro,0.04700000000000000,-77.32280000000000,1,3,7,8,9,10,11,17,17,18,21,21
Sucumbíos,Lago Agrio,0.08472200000000001,-76.88277800000000,44,75,108,142,177,208,242,282,326,363,399,430
Sucumbíos,Putumayo,0.1000000000000000,-75.84999999999999,1,3,4,4,5,7,9,11,14,17,18,20
Sucumbíos,Shushufindi,-0.1871000000000000,-76.64500000000000,2,12,15,25,32,38,47,52,57,64,75,84
Sucumbíos,Sucumbíos,0.4592000000000000,-77.52300000000000,2,3,3,4,6,7,7,7,7,7,7,7
Tungurahua,Ambato,-1.241667000000000,-78.61972200000000,208,396,569,705,864,1063,1236,1407,1603,1762,1933,2120
Tungurahua,Baños,-1.396389000000000,-78.42472200000000,7,14,18,23,27,37,50,55,65,73,81,85
Tungurahua,Cevallos,-1.350000000000000,-78.61666700000001,7,9,12,13,18,21,25,32,35,36,37,37
Tungurahua,Mocha,-1.416667000000000,-78.66666700000000,4,7,8,11,13,13,14,19,20,21,23,23
Tungurahua,Patate,-1.316667000000000,-78.51666700000000,6,11,15,18,22,27,31,34,37,38,43,46
Tungurahua,Pelileo,-1.327500000000000,-78.54083300000001,20,43,56,65,87,108,125,139,159,176,189,204
Tungurahua,Píllaro,-1.175833000000000,-78.55527800000000,18,28,41,52,66,79,101,124,135,152,161,173
Tungurahua,Quero,-1.379300000000000,-78.60700000000000,7,8,14,18,27,30,35,42,47,49,55,61
Tungurahua,Tisaleo,-1.350000000000000,-78.66666700000000,7,14,17,20,22,23,26,27,30,32,36,37
Zamora Chinchipe,Centinela del Cóndor,-3.894910000000000,-78.78140999999999,2,2,4,4,6,6,6,8,9,9,9,10
Zamora Chinchipe,Chinchipe,-4.862800000000000,-79.13280000000000,5,6,9,9,10,13,14,18,20,22,22,23
Zamora Chinchipe,El Pangui,-3.624900000000000,-78.58710000000001,3,5,6,10,13,14,15,18,21,24,26,29
Zamora Chinchipe,Nangaritza,-4.048333000000000,-78.68222200000000,1,2,3,3,5,5,8,9,11,12,13,13
Zamora Chinchipe,Palanda,-4.649800000000000,-79.13209999999999,1,2,3,4,7,9,11,13,14,14,16,16
Zamora Chinchipe,Paquisha,-3.932750000000000,-78.67426000000000,0,0,1,2,2,3,4,5,6,6,6,7
Zamora Chinchipe,Yacuambi,-3.634440000000000,-78.92810000000000,2,4,7,8,11,12,14,15,15,15,16,16
Zamora Chinchipe,Yantzaza,-3.850000000000000,-78.75000000000000,2,10,13,20,26,28,33,39,41,46,48,50
Zamora Chinchipe,Zamora,-4.120000000000000,-78.80000000000000,5,7,9,17,25,32,39,52,56,59,65,76
