provincia,poblacion,lat,lng,01/01/2018,02/01/2018,03/01/2018,04/01/2018,05/01/2018,06/01/2018,07/01/2018,08/01/2018,09/01/2018,10/01/2018,11/01/2018,12/01/2018,13/01/2018,14/01/2018,15/01/2018,16/01/2018,17/01/2018,18/01/2018,19/01/2018,20/01/2018,21/01/2018,22/01/2018,23/01/2018,24/01/2018,25/01/2018,26/01/2018,27/01/2018,28/01/2018,29/01/2018,30/01/2018,31/01/2018,01/02/2018,02/02/2018,03/02/2018,04/02/2018,05/02/2018,06/02/2018,07/02/2018,08/02/2018,09/02/2018,10/02/2018,11/02/2018,12/02/2018,13/02/2018,14/02/2018,15/02/2018,16/02/2018,17/02/2018,18/02/2018,19/02/2018,20/02/2018,21/02/2018,22/02/2018,23/02/2018,24/02/2018,25/02/2018,26/02/2018,27/02/2018,28/02/2018,01/03/2018,02/03/2018,03/03/2018,04/03/2018,05/03/2018,06/03/2018,07/03/2018,08/03/2018,09/03/2018,10/03/2018,11/03/2018,12/03/2018,13/03/2018,14/03/2018,15/03/2018,16/03/2018,17/03/2018,18/03/2018,19/03/2018,20/03/2018,21/03/2018,22/03/2018,23/03/2018,24/03/2018,25/03/2018,26/03/2018,27/03/2018,28/03/2018,29/03/2018,30/03/2018,31/03/2018,01/04/2018,02/04/2018,03/04/2018,04/04/2018,05/04/2018,06/04/2018,07/04/2018,08/04/2018,09/04/2018,10/04/2018,11/04/2018,12/04/2018,13/04/2018,14/04/2018,15/04/2018,16/04/2018,17/04/2018,18/04/2018,19/04/2018,20/04/2018,21/04/2018,22/04/2018,23/04/2018,24/04/2018,25/04/2018,26/04/2018,27/04/2018,28/04/2018,29/04/2018,30/04/2018,01/05/2018,02/05/2018,03/05/2018,04/05/2018,05/05/2018,06/05/2018,07/05/2018,08/05/2018,09/05/2018,10/05/2018,11/05/2018,12/05/2018,13/05/2018,14/05/2018,15/05/2018,16/05/2018,17/05/2018,18/05/2018,19/05/2018,20/05/2018,21/05/2018,22/05/2018,23/05/2018,24/05/2018,25/05/2018,26/05/2018,27/05/2018,28/05/2018,29/05/2018,30/05/2018,31/05/2018,01/06/2018,02/06/2018,03/06/2018,04/06/2018,05/06/2018,06/06/2018,07/06/2018,08/06/2018,09/06/2018,10/06/2018,11/06/2018,12/06/2018,13/06/2018,14/06/2018,15/06/2018,16/06/2018,17/06/2018,18/06/2018,19/06/2018,20/06/2018,21/06/2018,22/06/2018,23/06/2018,24/06/2018,25/06/2018,26/06/2018,27/06/2018,28/06/2018,29/06/2018,30/06/2018,01/07/2018,02/07/2018,03/07/2018,04/07/2018,05/07/2018,06/07/2018,07/07/2018,08/07/2018,09/07/2018,10/07/2018,11/07/2018,12/07/2018,13/07/2018,14/07/2018,15/07/2018,16/07/2018,17/07/2018,18/07/2018,19/07/2018,20/07/2018,21/07/2018,22/07/2018,23/07/2018,24/07/2018,25/07/2018,26/07/2018,27/07/2018,28/07/2018,29/07/2018,30/07/2018,31/07/2018,01/08/2018,02/08/2018,03/08/2018,04/08/2018,05/08/2018,06/08/2018,07/08/2018,08/08/2018,09/08/2018,10/08/2018,11/08/2018,12/08/2018,13/08/2018,14/08/2018,15/08/2018,16/08/2018,17/08/2018,18/08/2018,19/08/2018,20/08/2018,21/08/2018,22/08/2018,23/08/2018,24/08/2018,25/08/2018,26/08/2018,27/08/2018,28/08/2018,29/08/2018,30/08/2018,31/08/2018,01/09/2018,02/09/2018,03/09/2018,04/09/2018,05/09/2018,06/09/2018,07/09/2018,08/09/2018,09/09/2018,10/09/2018,11/09/2018,12/09/2018,13/09/2018,14/09/2018,15/09/2018,16/09/2018,17/09/2018,18/09/2018,19/09/2018,20/09/2018,21/09/2018,22/09/2018,23/09/2018,24/09/2018,25/09/2018,26/09/2018,27/09/2018,28/09/2018,29/09/2018,30/09/2018,01/10/2018,02/10/2018,03/10/2018,04/10/2018,05/10/2018,06/10/2018,07/10/2018,08/10/2018,09/10/2018,10/10/2018,11/10/2018,12/10/2018,13/10/2018,14/10/2018,15/10/2018,16/10/2018,17/10/2018,18/10/2018,19/10/2018,20/10/2018,21/10/2018,22/10/2018,23/10/2018,24/10/2018,25/10/2018,26/10/2018,27/10/2018,28/10/2018,29/10/2018,30/10/2018,31/10/2018,01/11/2018,02/11/2018,03/11/2018,04/11/2018,05/11/2018,06/11/2018,07/11/2018,08/11/2018,09/11/2018,10/11/2018,11/11/2018,12/11/2018,13/11/2018,14/11/2018,15/11/2018,16/11/2018,17/11/2018,18/11/2018,19/11/2018,20/11/2018,21/11/2018,22/11/2018,23/11/2018,24/11/2018,25/11/2018,26/11/2018,27/11/2018,28/11/2018,29/11/2018,30/11/2018,01/12/2018,02/12/2018,03/12/2018,04/12/2018,05/12/2018,06/12/2018,07/12/2018,08/12/2018,09/12/2018,10/12/2018,11/12/2018,12/12/2018,13/12/2018,14/12/2018,15/12/2018,16/12/2018,17/12/2018,18/12/2018,19/12/2018,20/12/2018,21/12/2018,22/12/2018,23/12/2018,24/12/2018,25/12/2018,26/12/2018,27/12/2018,28/12/2018,29/12/2018,30/12/2018,31/12/2018
Imbabura,476257,0.3626780000000000,-78.13066700000000,4,4,4,5,8,8,7,4,6,5,3,6,7,6,8,6,8,10,6,8,3,4,5,5,7,7,5,5,1,9,8,8,7,7,7,1,4,4,9,4,1,6,3,6,8,5,6,7,2,8,7,3,6,4,7,5,3,5,3,7,6,4,3,4,4,10,7,8,3,6,9,8,6,5,6,6,6,5,4,2,10,11,6,7,5,6,6,4,14,1,10,9,5,11,6,3,6,6,8,5,6,8,7,5,9,4,3,5,4,6,4,2,4,6,9,5,10,5,5,5,7,12,4,4,8,2,9,5,6,4,6,8,2,9,6,5,5,2,9,4,11,6,4,6,1,12,4,4,3,7,5,3,8,9,5,4,7,4,3,5,7,6,4,5,3,7,6,5,5,5,9,8,7,9,7,5,5,7,7,7,6,8,12,4,4,7,4,3,10,5,2,3,7,3,4,0,2,5,4,3,11,2,6,11,6,5,2,4,6,6,2,6,8,7,5,10,7,8,3,7,8,10,7,3,5,12,12,3,2,7,4,1,5,5,3,4,6,6,3,5,7,6,10,4,7,7,3,2,5,8,6,4,7,5,5,8,5,5,11,6,5,3,4,4,3,6,6,2,12,4,5,8,8,9,3,9,5,9,5,10,4,5,4,2,5,6,4,8,5,4,7,7,6,5,5,5,4,5,6,3,9,8,7,10,4,10,4,7,10,8,7,10,8,4,4,5,6,9,5,8,6,7,11,1,7,5,4,9,11,7,8,2,3,8,6,4,2,5,8,6,5,1,9,11,5,2,5,8,5,6,3,6,4,5,5,6,1,5,4,3,8,2,1,1,0
Loja,521154,-3.983333000000000,-79.20000000000000,8,8,6,11,5,7,6,4,3,8,6,7,8,8,9,4,9,7,13,6,9,11,10,4,10,9,12,8,9,7,9,7,11,10,10,8,11,14,7,9,8,11,4,7,10,11,13,3,8,6,7,4,12,4,10,2,7,7,9,1,5,4,6,9,4,8,7,9,12,4,3,8,5,7,7,11,7,4,5,9,9,9,6,5,2,9,4,7,8,8,9,7,11,6,5,7,10,6,8,3,5,7,8,6,6,8,3,7,9,6,3,12,8,10,8,6,3,3,8,3,2,8,10,12,3,0,7,6,2,4,5,7,5,8,7,12,11,6,9,10,8,3,7,12,5,5,7,3,5,7,7,3,6,3,6,9,6,8,10,6,3,4,6,4,5,10,5,3,8,5,7,6,5,6,5,8,5,6,5,5,6,5,9,4,4,6,9,5,8,8,3,5,8,3,6,11,11,2,8,2,4,2,7,7,5,8,7,10,9,7,3,8,8,4,5,7,4,1,5,7,3,6,3,6,5,3,9,4,5,7,7,8,6,5,4,6,5,3,10,4,3,9,11,7,11,0,5,8,5,5,3,6,11,9,10,9,7,6,8,5,11,7,4,7,11,3,7,8,4,2,5,4,8,10,6,4,8,7,10,9,2,9,1,5,8,5,8,6,6,10,3,4,12,7,7,11,3,7,10,6,12,8,5,9,6,1,11,6,6,7,5,7,8,4,6,5,3,3,5,9,11,12,5,6,7,3,4,4,8,4,9,4,7,5,9,7,9,9,4,8,4,6,9,7,4,8,6,10,9,9,7,4,5,7,7,5,7,2,4,3,2,1,0,2,1
Los Ríos,921763,-1.800000000000000,-79.53333300000000,14,9,11,8,8,13,10,10,14,16,10,9,10,10,13,14,15,8,11,19,9,9,10,10,16,13,13,19,15,13,12,9,15,7,13,10,9,9,11,9,15,9,11,14,13,16,13,10,7,8,12,11,14,10,17,14,7,15,6,9,12,15,18,14,11,11,15,13,13,18,10,8,14,12,16,17,8,15,7,7,4,11,18,11,8,12,11,12,7,10,12,14,10,6,13,18,7,15,7,5,9,11,8,5,9,14,7,19,10,8,10,12,6,14,3,15,6,12,19,20,16,10,8,19,12,13,8,12,15,10,7,10,14,11,5,10,13,13,6,8,11,5,11,7,10,5,10,12,8,10,8,9,9,10,14,12,9,15,10,19,11,11,14,6,13,11,6,15,14,15,15,8,9,8,7,10,6,10,13,9,16,12,9,9,5,12,10,10,13,9,13,12,9,9,11,10,8,12,8,11,10,13,18,13,12,11,12,8,15,11,15,13,16,14,7,9,14,6,18,20,9,15,6,6,9,15,9,7,5,11,14,17,14,15,11,13,8,15,2,17,11,11,9,12,8,12,17,12,9,13,10,18,12,12,5,5,7,5,11,12,10,8,11,6,10,6,11,14,13,15,12,4,13,8,11,12,6,11,9,12,12,9,8,5,14,10,9,9,9,13,10,12,11,13,10,9,12,9,16,12,11,6,10,8,8,8,15,11,16,13,5,8,12,10,16,7,10,12,8,5,11,8,14,10,12,9,9,7,11,15,11,13,10,12,9,14,11,5,10,10,10,10,17,15,15,6,12,7,10,6,11,6,10,8,6,10,4,8,18,10,10,8,4,2,1
Manabí,1562079,-1.056181000000000,-80.45521700000000,31,25,14,15,14,17,15,24,21,21,16,18,18,21,23,13,17,11,12,16,30,20,17,14,18,22,21,23,15,21,15,23,9,9,15,12,14,15,30,18,18,19,25,29,22,24,18,24,13,22,25,19,25,23,24,13,18,24,21,28,18,21,16,19,23,25,17,15,19,26,26,21,19,24,17,21,16,13,13,16,16,17,25,17,19,17,26,19,26,15,21,11,24,20,14,18,10,13,20,16,22,15,21,28,16,21,17,20,20,13,10,20,13,15,17,21,24,18,24,15,18,13,16,17,21,19,12,15,15,14,26,18,19,19,26,21,19,17,21,20,20,13,14,23,12,12,19,18,18,27,12,10,17,21,20,20,22,17,15,21,20,13,26,19,20,13,11,23,21,16,11,19,23,22,15,28,22,19,11,18,14,23,25,19,22,15,20,28,14,25,15,26,19,25,16,25,20,8,17,17,22,11,18,15,19,11,14,25,21,19,23,8,20,25,18,22,21,17,19,15,15,19,21,14,14,21,18,14,17,20,19,15,18,12,10,19,17,20,28,25,26,17,18,22,21,18,20,16,25,21,14,26,28,19,14,17,17,24,21,22,20,23,12,15,21,20,18,29,19,16,14,18,11,22,17,13,17,18,17,12,21,19,13,19,26,12,24,25,21,18,13,20,11,17,18,24,16,15,21,19,11,14,18,22,8,14,24,10,27,16,21,23,23,22,24,17,16,17,14,25,11,13,21,23,11,20,19,19,20,21,19,21,21,22,18,12,18,28,20,21,14,16,18,21,22,17,27,18,22,19,26,12,17,21,20,15,15,10,21,24,30,13,2,2,6
Morona Santiago,196535,-2.300000000000000,-78.11666700000001,3,1,2,1,1,1,1,2,2,1,1,2,3,0,4,2,4,2,2,1,2,1,1,3,0,1,3,3,1,3,3,0,3,1,1,1,2,0,0,2,3,1,4,6,1,0,4,3,1,4,2,2,4,1,4,2,2,2,2,4,0,1,0,0,1,0,1,4,1,2,2,2,5,1,0,2,1,2,1,1,1,0,1,1,2,3,0,1,0,0,0,1,0,0,0,3,1,0,2,2,1,1,0,0,3,5,2,1,2,1,2,1,4,1,1,3,2,3,2,2,2,2,1,1,1,2,2,3,1,3,1,2,3,1,1,1,1,2,2,2,2,1,0,1,0,5,0,1,1,1,1,2,0,1,1,0,2,2,1,1,2,2,4,0,1,0,3,4,1,0,0,3,2,1,3,2,1,0,1,3,1,0,2,2,0,5,3,1,0,2,2,3,2,1,1,1,2,1,0,2,1,4,1,0,2,1,2,1,1,1,1,1,4,3,0,0,0,2,2,2,0,2,1,0,1,1,1,0,2,0,2,2,1,6,2,1,1,2,4,1,1,3,2,0,1,1,3,3,2,0,1,3,1,1,2,1,2,2,1,1,7,2,1,0,3,3,1,1,1,1,2,0,2,1,3,2,4,1,0,2,1,1,4,1,2,0,2,1,3,2,5,4,2,1,0,1,0,0,2,2,2,2,3,0,2,2,3,2,0,0,2,0,2,1,1,0,4,1,4,2,1,1,1,1,1,1,5,9,1,2,1,3,2,1,2,3,1,1,2,1,1,4,2,1,1,4,1,1,0,1,2,3,3,1,3,2,2,3,2,1,2,0,0,0,0
Napo,133705,-0.9890000000000000,-77.81590000000000,1,1,1,0,1,1,1,1,0,4,1,1,1,3,1,3,0,1,0,1,0,1,1,1,1,0,0,4,1,5,1,2,0,0,2,0,0,1,1,0,0,3,1,1,1,0,2,0,0,2,1,0,1,1,0,0,1,0,1,1,1,0,3,2,2,2,2,1,1,1,3,0,0,2,0,2,2,0,1,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,1,0,1,2,1,0,1,4,0,0,2,2,0,0,1,1,1,1,1,0,1,3,0,2,0,2,1,0,0,1,1,0,0,2,2,1,2,1,0,3,0,1,1,2,0,0,1,4,1,2,2,2,2,0,1,0,2,0,1,1,1,3,1,1,2,0,3,0,1,1,1,1,0,3,1,0,2,1,0,1,1,2,1,2,0,2,2,0,0,0,0,2,0,0,2,1,1,0,5,1,0,1,1,3,4,1,3,2,0,0,1,0,1,1,2,1,0,0,1,2,1,3,2,0,3,0,2,1,0,1,0,0,3,3,1,3,1,1,0,1,1,1,3,2,2,0,2,1,1,2,2,2,1,1,1,2,1,1,3,0,2,0,1,0,2,2,0,0,3,1,1,0,4,3,1,2,0,0,0,3,1,1,0,4,0,1,0,1,1,1,1,0,1,2,0,2,2,0,2,0,2,0,4,1,2,1,1,1,2,2,3,0,0,1,2,2,3,1,2,2,1,0,2,1,2,0,1,2,0,0,3,3,0,0,0,2,1,3,0,1,0,0,3,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,2,1,0,2,2,1,0,0,1
Orellana,161338,-0.4666670000000000,-76.96666700000000,1,0,1,5,1,0,0,1,1,1,1,0,2,2,1,3,1,1,4,0,1,2,1,1,3,1,6,1,2,3,5,4,3,0,0,2,2,0,5,1,2,0,0,1,1,3,1,1,0,4,1,0,1,1,1,0,2,1,1,0,1,2,3,1,4,0,1,2,2,0,1,1,1,0,5,2,0,1,2,1,1,0,0,3,2,0,0,1,2,2,0,2,2,1,1,0,1,0,0,1,1,3,1,1,1,0,0,0,3,4,2,0,3,2,1,3,3,1,0,0,1,0,3,1,3,1,3,3,2,2,5,0,1,3,1,0,0,1,1,1,2,2,0,0,0,1,1,2,2,0,1,1,2,1,2,1,2,1,1,0,5,2,0,0,0,1,2,1,2,1,2,2,1,2,1,0,2,2,2,0,1,1,1,1,1,2,4,1,1,0,0,2,1,4,0,1,3,2,0,1,1,0,2,1,0,1,0,0,2,1,0,2,1,0,0,1,2,1,0,2,3,4,0,1,4,1,0,0,1,3,3,0,1,1,0,3,1,2,2,1,2,0,0,0,4,3,0,0,0,1,2,0,4,1,0,1,1,2,2,2,2,1,2,2,0,1,0,3,1,2,0,4,1,1,2,0,2,0,1,4,2,2,2,2,2,0,2,0,0,0,1,1,3,0,0,1,1,0,2,3,3,1,1,3,0,0,1,1,0,1,1,1,3,0,1,3,0,1,3,0,4,2,2,2,1,2,1,2,1,0,2,1,0,2,1,2,2,3,0,3,0,0,1,4,0,0,2,0,1,1,3,1,4,1,3,0,2,2,0,0,1,0,0,0,0
Otro,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Pastaza,114202,-1.066667000000000,-78.00111099999999,0,1,0,0,0,1,1,1,1,2,0,1,0,5,1,0,1,2,2,2,2,2,1,3,0,1,0,2,0,0,0,0,1,2,0,1,1,1,0,1,2,2,0,0,0,1,0,0,1,0,1,1,1,0,0,2,1,1,1,0,2,0,2,0,3,1,0,2,1,1,1,2,2,0,1,0,1,1,1,1,1,0,1,1,0,1,2,0,0,2,1,0,0,0,1,0,4,1,1,2,1,1,1,2,1,1,4,0,0,1,2,1,0,0,1,1,2,1,2,1,0,1,0,1,2,0,0,0,1,0,1,0,1,1,0,0,1,0,0,2,3,0,1,0,2,0,0,1,1,1,1,2,2,1,1,2,1,1,0,1,1,0,1,1,0,3,2,1,0,0,0,0,3,0,0,4,1,1,1,1,3,1,2,1,0,0,0,0,1,1,0,1,0,0,1,2,1,0,2,2,1,1,1,0,0,0,2,0,0,0,3,0,0,0,2,1,0,2,2,1,1,1,0,0,0,2,2,2,1,1,2,3,0,2,2,0,0,4,2,3,2,1,3,0,1,1,1,0,0,1,0,0,3,2,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0,2,0,1,3,0,1,3,0,0,1,2,0,1,0,0,0,0,2,1,1,2,1,0,0,3,0,0,0,0,3,3,3,0,0,1,2,1,3,2,0,2,3,0,1,1,1,1,0,2,0,1,2,2,2,0,3,0,1,2,2,0,1,1,1,1,0,0,4,0,2,2,3,0,1,2,1,0,1,3,2,2,2,1,1,3,1,1,4,0
Pichincha,3228233,-0.2186110000000000,-78.50972200000000,33,39,43,30,35,45,46,33,35,42,40,44,45,42,33,43,48,41,30,40,46,38,41,38,44,44,34,48,46,48,31,41,23,45,41,36,33,29,33,35,31,44,33,29,28,34,25,34,26,25,31,27,42,34,25,33,27,39,38,31,23,30,37,24,40,27,27,30,28,26,39,27,29,29,36,29,30,28,30,37,22,32,25,37,28,25,20,30,31,29,24,38,27,26,51,34,37,36,45,39,31,26,25,26,38,22,33,28,20,34,29,36,29,19,21,35,30,24,38,29,32,36,25,40,30,27,37,39,28,26,45,33,41,33,30,31,40,36,27,44,38,34,29,30,27,33,25,39,29,38,32,25,34,26,31,28,19,41,36,36,38,37,30,32,21,42,36,35,24,27,24,31,29,31,22,35,38,25,28,31,43,35,31,30,25,34,37,43,41,38,36,28,23,29,25,41,29,27,29,33,30,30,34,25,25,33,36,22,21,33,36,27,42,29,21,31,31,34,28,29,30,32,33,30,25,66,33,25,24,26,34,25,37,39,30,40,26,36,37,23,40,33,28,32,31,22,27,41,26,22,41,43,29,27,27,27,44,25,24,29,31,27,38,29,29,27,32,29,32,34,33,36,28,39,31,40,33,41,43,42,24,33,24,29,31,24,38,32,25,26,17,34,32,26,24,30,29,33,31,24,32,32,31,22,30,31,30,32,31,34,30,31,31,40,40,38,28,42,23,33,33,41,27,27,27,38,30,32,26,31,35,27,32,28,36,40,38,31,38,41,40,28,32,25,30,33,37,42,36,43,33,32,41,34,37,52,44,34,38,35,43,25,31,25,7
Santa Elena,401178,-2.226700000000000,-80.85830000000000,1,3,5,5,5,6,2,4,2,7,8,3,1,6,5,3,2,5,1,6,6,4,4,4,5,1,4,4,4,2,1,6,2,4,4,6,4,4,3,3,4,3,5,6,3,6,1,5,1,8,6,6,3,4,5,7,7,6,1,3,9,11,3,4,4,6,6,2,7,3,1,3,2,6,5,5,4,2,3,5,2,2,4,3,3,3,4,8,4,4,8,3,2,5,3,4,4,4,2,4,3,6,3,2,5,1,7,5,1,4,7,1,2,4,5,5,3,2,3,5,2,3,3,2,5,2,4,4,2,1,3,1,4,6,5,4,2,3,3,7,3,7,5,5,2,3,6,2,4,4,3,6,1,6,4,3,3,3,7,3,9,3,3,5,4,3,4,10,7,5,5,3,6,6,4,3,3,7,2,6,5,4,9,3,2,4,7,4,6,6,4,4,6,2,1,5,5,4,8,2,5,4,6,7,6,4,1,7,4,2,6,5,6,5,1,5,2,5,3,1,6,6,2,3,5,6,1,3,6,8,4,4,3,5,4,3,8,2,4,5,5,3,6,7,4,2,5,2,4,3,4,2,2,4,2,2,4,3,4,4,3,3,3,5,1,3,8,3,3,3,2,5,3,6,4,4,4,1,3,3,5,3,2,0,9,2,3,5,8,2,4,1,3,3,7,6,2,0,6,4,6,6,2,3,4,5,9,5,6,2,2,3,4,6,1,7,3,5,3,5,5,3,6,3,1,8,1,3,4,0,3,2,3,7,1,3,3,2,1,6,3,4,2,5,5,3,6,5,4,5,3,4,4,2,4,4,4,2,3,6,6,2,1,1,1
Sto. Domingo Tsáchilas,511151,-0.2541670000000000,-79.17194400000000,5,6,5,7,6,6,5,6,4,7,9,2,10,2,7,5,4,9,6,7,8,6,5,3,5,6,4,1,5,3,4,3,4,3,5,2,7,3,11,4,3,4,5,7,5,6,7,8,8,7,8,1,5,5,5,3,6,5,4,6,10,1,4,7,1,3,4,4,2,5,3,5,5,5,1,9,8,3,2,3,6,6,10,7,4,5,2,7,8,4,5,4,5,4,6,6,3,7,5,5,3,1,4,4,6,10,3,6,3,1,3,7,4,3,2,6,8,3,3,8,10,7,8,4,7,8,5,9,5,3,4,5,6,3,5,8,5,4,4,7,4,6,2,7,7,5,5,6,5,2,1,8,7,4,3,3,2,2,7,5,6,8,3,5,8,4,5,4,5,2,2,6,6,6,9,5,4,7,4,2,6,7,5,1,2,5,4,3,10,8,6,5,2,4,4,5,5,2,4,1,5,6,3,8,5,4,7,6,6,5,7,3,4,5,6,6,9,4,9,4,8,3,6,4,8,4,5,6,5,9,1,3,7,3,1,4,4,7,2,5,5,7,5,6,6,5,1,2,6,1,2,5,8,6,8,7,4,3,7,2,6,9,5,4,7,3,1,4,3,7,5,8,8,10,7,4,6,7,5,5,6,9,7,1,3,5,12,4,8,3,6,5,7,2,3,2,5,2,8,6,10,4,10,5,7,3,6,7,7,2,6,8,5,5,5,5,6,4,1,3,4,4,7,3,4,4,1,4,5,3,6,5,4,8,3,4,6,3,6,3,4,2,8,7,5,8,4,4,6,2,9,4,7,4,3,4,4,3,5,11,6,2,2,1,0
Sucumbíos,230503,0.08472200000000002,-76.88277800000000,3,1,3,2,1,3,0,2,1,3,2,2,0,1,2,3,1,1,0,2,2,1,2,2,1,2,1,3,1,4,2,3,0,1,1,3,0,3,1,3,4,0,3,0,3,0,1,1,2,1,2,1,2,1,3,2,1,3,4,2,2,2,3,1,1,4,3,1,0,3,1,4,1,3,2,1,1,1,0,2,0,1,0,4,1,1,0,1,0,3,1,2,1,2,3,1,2,1,2,2,1,1,2,0,4,3,1,4,4,3,1,1,2,1,2,0,2,2,1,1,2,2,2,1,4,2,2,3,4,2,2,2,2,2,1,0,3,1,2,1,3,1,2,1,0,2,1,0,4,0,2,3,3,1,2,1,1,0,3,0,3,2,1,1,2,0,0,3,0,3,1,0,0,2,0,2,1,1,0,3,2,3,2,1,2,2,2,2,1,3,0,5,1,0,4,1,2,1,1,3,3,4,1,2,1,1,0,0,2,4,0,3,2,0,6,2,2,2,2,1,1,1,2,1,1,4,2,2,3,2,1,2,3,0,1,4,2,2,3,1,2,1,2,2,1,0,1,2,2,2,5,4,1,5,1,5,1,1,1,1,2,0,1,1,1,2,1,1,3,2,1,1,2,1,4,2,1,3,1,2,2,3,1,1,1,1,4,6,0,1,2,0,3,0,0,4,1,0,3,1,2,4,3,2,1,1,2,4,1,0,4,0,1,4,3,2,3,0,1,1,2,5,6,3,0,3,1,2,1,0,1,1,2,2,2,2,1,1,2,1,2,1,4,1,0,0,0,1,1,3,2,4,5,2,0,5,3,1,0,0,0,1,0,2,0
Tungurahua,590600,-1.241667000000000,-78.61972200000000,8,6,6,6,7,9,10,6,10,3,14,11,16,6,9,8,5,9,14,14,7,12,12,11,14,8,13,8,6,10,8,8,10,11,12,13,5,8,11,12,8,9,7,8,13,10,7,10,8,9,7,11,8,8,6,10,11,8,2,13,4,4,10,8,8,7,8,10,4,8,5,6,10,2,5,5,11,8,1,3,7,8,9,7,9,12,11,6,8,6,6,8,5,3,6,6,5,12,13,3,4,4,9,1,6,3,6,9,6,2,8,3,7,5,7,3,1,12,8,7,10,10,3,10,4,6,8,10,6,6,4,5,6,11,10,8,5,11,7,9,6,7,9,10,6,10,5,7,11,3,2,9,9,5,11,13,9,6,5,13,11,11,10,6,11,9,16,6,5,9,7,10,6,11,8,3,7,8,9,11,7,6,6,8,9,6,5,8,12,9,7,7,5,4,8,9,7,3,4,7,7,7,11,5,9,6,11,9,7,13,16,9,13,6,6,12,6,5,5,4,5,9,12,6,10,12,6,16,15,8,5,10,1,9,10,5,8,7,4,4,6,4,8,5,8,8,12,11,13,7,7,11,9,10,10,9,10,6,10,13,3,4,8,5,6,15,5,12,11,8,5,12,9,5,7,8,9,8,10,7,6,12,10,8,3,2,8,10,10,4,6,8,9,11,9,6,5,6,8,4,8,7,8,1,7,8,6,10,10,12,6,4,14,9,5,8,11,10,3,9,11,7,7,9,11,7,8,5,5,9,3,6,5,3,12,5,6,6,10,7,13,2,5,4,5,9,10,8,9,8,7,12,10,11,5,14,11,12,10,12,3,6,2,1,4
Zamora Chinchipe,120416,-4.120000000000000,-78.80000000000000,0,0,0,1,0,1,1,0,2,1,1,1,1,0,0,0,2,1,2,4,1,1,1,1,0,0,0,1,0,3,2,0,4,0,3,3,0,1,1,1,0,1,0,0,0,1,2,1,0,2,2,0,0,1,2,1,1,1,1,1,0,0,0,0,1,2,0,0,0,1,0,1,1,0,2,3,0,2,0,0,0,1,0,3,1,0,1,2,1,0,0,2,0,2,0,1,2,0,2,0,0,2,0,3,0,0,1,1,1,1,1,0,1,0,1,2,2,2,2,0,0,2,4,2,2,4,0,4,2,0,0,2,0,0,0,1,1,0,1,1,1,1,4,1,1,1,0,0,1,0,0,1,0,1,2,1,0,0,2,2,0,0,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,1,1,2,0,0,1,0,0,0,0,2,1,0,2,2,3,2,2,0,1,1,2,1,1,2,1,2,0,2,1,1,4,2,0,1,2,1,0,0,0,0,2,2,2,0,5,3,0,5,0,2,1,0,2,0,0,1,0,0,0,3,2,1,3,2,1,0,1,0,1,1,0,0,1,1,2,0,1,1,0,2,0,1,4,1,1,0,0,0,2,0,1,2,1,0,2,1,0,0,1,0,0,2,0,0,1,1,0,0,0,2,1,0,0,0,0,1,2,1,0,0,0,2,0,2,0,0,0,0,1,0,0,1,0,0,2,1,1,1,1,0,0,1,2,1,2,1,1,0,2,2,0,0,1,0,0,0,2,1,1,1,0,0,2,0,2,1,1,0,2,2,0,0,0,1,1,1,0,1,1,1,1,1,2,0,0,0,0
