provincia,poblacion,lat,lng,01/01/2018,02/01/2018,03/01/2018,04/01/2018,05/01/2018,06/01/2018,07/01/2018,08/01/2018,09/01/2018,10/01/2018,11/01/2018,12/01/2018,13/01/2018,14/01/2018,15/01/2018,16/01/2018,17/01/2018,18/01/2018,19/01/2018,20/01/2018,21/01/2018,22/01/2018,23/01/2018,24/01/2018,25/01/2018,26/01/2018,27/01/2018,28/01/2018,29/01/2018,30/01/2018,31/01/2018,01/02/2018,02/02/2018,03/02/2018,04/02/2018,05/02/2018,06/02/2018,07/02/2018,08/02/2018,09/02/2018,10/02/2018,11/02/2018,12/02/2018,13/02/2018,14/02/2018,15/02/2018,16/02/2018,17/02/2018,18/02/2018,19/02/2018,20/02/2018,21/02/2018,22/02/2018,23/02/2018,24/02/2018,25/02/2018,26/02/2018,27/02/2018,28/02/2018,01/03/2018,02/03/2018,03/03/2018,04/03/2018,05/03/2018,06/03/2018,07/03/2018,08/03/2018,09/03/2018,10/03/2018,11/03/2018,12/03/2018,13/03/2018,14/03/2018,15/03/2018,16/03/2018,17/03/2018,18/03/2018,19/03/2018,20/03/2018,21/03/2018,22/03/2018,23/03/2018,24/03/2018,25/03/2018,26/03/2018,27/03/2018,28/03/2018,29/03/2018,30/03/2018,31/03/2018,01/04/2018,02/04/2018,03/04/2018,04/04/2018,05/04/2018,06/04/2018,07/04/2018,08/04/2018,09/04/2018,10/04/2018,11/04/2018,12/04/2018,13/04/2018,14/04/2018,15/04/2018,16/04/2018,17/04/2018,18/04/2018,19/04/2018,20/04/2018,21/04/2018,22/04/2018,23/04/2018,24/04/2018,25/04/2018,26/04/2018,27/04/2018,28/04/2018,29/04/2018,30/04/2018,01/05/2018,02/05/2018,03/05/2018,04/05/2018,05/05/2018,06/05/2018,07/05/2018,08/05/2018,09/05/2018,10/05/2018,11/05/2018,12/05/2018,13/05/2018,14/05/2018,15/05/2018,16/05/2018,17/05/2018,18/05/2018,19/05/2018,20/05/2018,21/05/2018,22/05/2018,23/05/2018,24/05/2018,25/05/2018,26/05/2018,27/05/2018,28/05/2018,29/05/2018,30/05/2018,31/05/2018,01/06/2018,02/06/2018,03/06/2018,04/06/2018,05/06/2018,06/06/2018,07/06/2018,08/06/2018,09/06/2018,10/06/2018,11/06/2018,12/06/2018,13/06/2018,14/06/2018,15/06/2018,16/06/2018,17/06/2018,18/06/2018,19/06/2018,20/06/2018,21/06/2018,22/06/2018,23/06/2018,24/06/2018,25/06/2018,26/06/2018,27/06/2018,28/06/2018,29/06/2018,30/06/2018,01/07/2018,02/07/2018,03/07/2018,04/07/2018,05/07/2018,06/07/2018,07/07/2018,08/07/2018,09/07/2018,10/07/2018,11/07/2018,12/07/2018,13/07/2018,14/07/2018,15/07/2018,16/07/2018,17/07/2018,18/07/2018,19/07/2018,20/07/2018,21/07/2018,22/07/2018,23/07/2018,24/07/2018,25/07/2018,26/07/2018,27/07/2018,28/07/2018,29/07/2018,30/07/2018,31/07/2018,01/08/2018,02/08/2018,03/08/2018,04/08/2018,05/08/2018,06/08/2018,07/08/2018,08/08/2018,09/08/2018,10/08/2018,11/08/2018,12/08/2018,13/08/2018,14/08/2018,15/08/2018,16/08/2018,17/08/2018,18/08/2018,19/08/2018,20/08/2018,21/08/2018,22/08/2018,23/08/2018,24/08/2018,25/08/2018,26/08/2018,27/08/2018,28/08/2018,29/08/2018,30/08/2018,31/08/2018,01/09/2018,02/09/2018,03/09/2018,04/09/2018,05/09/2018,06/09/2018,07/09/2018,08/09/2018,09/09/2018,10/09/2018,11/09/2018,12/09/2018,13/09/2018,14/09/2018,15/09/2018,16/09/2018,17/09/2018,18/09/2018,19/09/2018,20/09/2018,21/09/2018,22/09/2018,23/09/2018,24/09/2018,25/09/2018,26/09/2018,27/09/2018,28/09/2018,29/09/2018,30/09/2018,01/10/2018,02/10/2018,03/10/2018,04/10/2018,05/10/2018,06/10/2018,07/10/2018,08/10/2018,09/10/2018,10/10/2018,11/10/2018,12/10/2018,13/10/2018,14/10/2018,15/10/2018,16/10/2018,17/10/2018,18/10/2018,19/10/2018,20/10/2018,21/10/2018,22/10/2018,23/10/2018,24/10/2018,25/10/2018,26/10/2018,27/10/2018,28/10/2018,29/10/2018,30/10/2018,31/10/2018,01/11/2018,02/11/2018,03/11/2018,04/11/2018,05/11/2018,06/11/2018,07/11/2018,08/11/2018,09/11/2018,10/11/2018,11/11/2018,12/11/2018,13/11/2018,14/11/2018,15/11/2018,16/11/2018,17/11/2018,18/11/2018,19/11/2018,20/11/2018,21/11/2018,22/11/2018,23/11/2018,24/11/2018,25/11/2018,26/11/2018,27/11/2018,28/11/2018,29/11/2018,30/11/2018,01/12/2018,02/12/2018,03/12/2018,04/12/2018,05/12/2018,06/12/2018,07/12/2018,08/12/2018,09/12/2018,10/12/2018,11/12/2018,12/12/2018,13/12/2018,14/12/2018,15/12/2018,16/12/2018,17/12/2018,18/12/2018,19/12/2018,20/12/2018,21/12/2018,22/12/2018,23/12/2018,24/12/2018,25/12/2018,26/12/2018,27/12/2018,28/12/2018,29/12/2018,30/12/2018,31/12/2018
Azuay,881394,-2.897414000000000,-79.00448100000000,12,8,16,15,7,13,8,7,7,8,9,6,11,14,8,11,7,14,4,6,18,10,10,13,11,21,13,11,15,4,9,8,14,4,8,10,14,10,16,13,4,9,11,7,17,9,16,10,6,13,11,11,9,12,11,14,11,10,10,14,7,12,7,14,9,10,11,9,8,10,11,10,8,11,10,10,8,12,4,6,10,17,8,10,6,11,13,8,6,13,11,16,5,12,6,7,14,13,13,13,10,13,13,9,16,8,10,6,9,13,14,6,7,5,12,13,7,11,8,15,12,6,10,12,6,9,11,7,8,11,5,9,13,14,12,11,10,11,9,11,10,13,8,5,14,10,9,8,14,8,8,11,11,5,9,11,10,9,10,7,11,12,1,6,5,9,8,8,8,7,12,11,12,16,13,12,11,10,11,8,8,5,6,7,16,13,10,14,9,13,7,13,4,11,10,13,12,10,9,15,10,8,8,9,7,9,13,3,7,13,10,10,8,10,15,9,10,10,12,7,11,9,12,18,17,10,5,9,18,12,14,3,6,15,9,8,11,8,11,12,8,4,14,27,9,16,19,16,11,4,8,14,8,7,8,15,8,11,8,10,7,13,12,8,7,7,8,11,12,11,12,8,10,11,8,13,6,13,8,10,9,8,9,10,10,13,7,7,8,15,10,6,4,6,8,10,7,11,9,6,11,10,14,10,8,10,12,7,10,9,9,10,5,12,9,6,11,12,10,11,5,10,6,9,12,13,11,4,7,11,6,7,11,6,8,10,10,6,9,9,10,9,9,9,15,10,3,14,10,12,7,6,8,12,11,6,8,11,11,6,6,4,2,2,1
Bolívar,209933,-1.605556000000000,-79.00305600000000,3,3,4,3,5,5,1,2,4,3,4,3,8,4,5,3,4,0,4,3,1,1,5,4,1,3,4,2,7,4,4,2,2,6,3,5,2,4,8,2,2,2,3,4,3,2,2,5,4,3,3,4,3,2,4,4,3,3,1,2,4,1,4,4,6,3,2,1,4,2,4,4,6,2,2,5,5,2,3,4,2,2,3,1,2,1,4,4,4,6,3,5,2,2,6,4,3,1,5,5,2,1,4,3,2,4,3,3,2,4,2,3,6,3,3,1,3,3,3,2,8,2,1,3,2,1,1,2,4,2,2,2,6,3,3,4,2,1,4,2,0,6,3,2,0,1,1,3,3,4,0,5,2,3,3,2,2,2,1,1,4,3,6,4,4,3,7,3,1,7,2,1,1,3,2,4,3,4,2,6,6,6,2,3,4,3,2,4,2,4,6,2,5,0,3,3,1,3,4,1,1,3,3,2,5,2,2,0,4,4,5,1,3,4,3,4,2,0,2,1,2,4,2,3,0,2,6,3,0,3,3,1,1,4,2,1,6,1,5,3,4,0,1,1,4,4,0,4,1,3,2,5,2,3,2,0,6,3,3,3,3,1,1,4,2,0,1,0,1,1,7,2,1,2,1,0,1,1,1,4,2,3,1,3,3,2,3,1,5,3,5,0,3,2,4,0,6,2,3,2,5,2,5,1,1,3,3,3,2,3,0,6,3,3,0,4,2,4,4,2,3,3,3,2,3,1,1,0,5,2,3,2,2,2,4,3,1,4,4,3,2,6,3,2,1,2,1,3,2,2,5,4,6,1,4,0,0,3,1,3,1,1,0,2,1
Carchi,186869,0.8121800000000000,-77.71633000000000,3,3,2,2,4,1,4,0,0,3,3,1,2,2,2,1,2,3,2,1,3,1,1,4,2,4,2,6,1,3,3,2,5,3,3,2,3,2,3,3,4,5,3,3,1,1,2,2,4,5,3,1,3,2,1,2,3,1,2,3,1,5,2,0,0,1,0,4,1,3,3,3,0,2,1,4,2,3,0,4,3,3,3,3,2,5,1,3,2,3,2,2,0,3,3,0,2,2,3,1,2,3,2,4,2,0,1,0,4,1,1,5,0,0,2,2,3,1,2,1,0,0,1,2,4,1,0,2,1,4,2,2,6,1,4,2,2,2,6,2,1,1,4,1,0,4,4,0,3,3,1,2,0,0,1,5,0,1,5,2,0,3,4,1,3,2,2,4,3,1,1,2,9,3,2,0,1,2,3,2,4,0,2,3,4,1,4,2,5,2,1,5,2,1,1,1,1,2,3,1,4,3,1,1,0,3,3,1,2,1,2,1,2,5,1,2,3,2,0,3,5,1,5,2,2,0,1,1,2,2,1,2,3,2,3,4,5,3,2,3,6,4,2,2,0,2,3,0,2,3,1,3,2,3,4,4,4,2,3,1,1,7,2,3,0,2,4,3,0,2,7,1,3,3,5,4,3,2,2,2,1,1,3,4,2,1,0,2,2,2,2,3,1,0,1,2,4,0,4,1,1,1,3,1,2,3,2,0,2,0,0,0,1,3,1,3,1,5,4,2,5,2,1,1,2,1,3,0,3,3,3,2,3,0,1,4,1,2,2,2,5,6,0,1,3,0,3,8,5,3,1,2,4,3,4,1,1,1,6,2,0,2,0,1,1
Cañar,281396,-2.733333000000000,-78.83333300000000,0,4,2,2,2,2,2,3,3,4,5,5,2,3,1,4,4,6,1,6,2,1,2,4,2,3,2,4,3,3,9,3,2,2,3,5,2,2,6,6,0,2,8,9,1,4,5,3,4,2,0,4,1,2,1,5,4,5,4,2,2,2,3,3,3,5,1,5,5,5,2,5,4,3,3,7,3,3,5,1,4,3,3,1,1,5,7,2,3,4,3,1,2,4,4,3,3,2,7,3,5,3,2,2,5,5,3,1,1,1,1,3,4,1,2,2,2,1,3,8,3,2,3,0,6,4,5,2,2,3,0,3,1,2,5,3,2,1,3,3,3,4,2,3,3,6,3,2,4,1,3,3,2,2,4,5,6,4,2,5,7,5,2,2,2,4,0,5,4,3,3,5,3,2,2,1,4,4,4,6,2,7,4,1,3,7,5,1,2,4,1,2,5,4,3,3,5,1,7,6,1,5,4,4,3,4,6,3,5,0,6,0,2,2,6,7,3,3,3,2,3,5,2,3,4,6,3,3,5,9,4,0,5,4,3,6,4,8,5,1,3,0,3,6,5,3,9,6,4,5,5,1,4,2,4,5,4,3,2,4,7,3,2,5,2,5,3,2,5,2,2,5,3,3,2,3,3,4,4,6,8,8,5,1,6,1,4,2,1,8,6,6,3,2,3,4,5,7,3,3,6,3,2,2,1,5,4,4,2,4,6,1,2,3,1,4,3,3,3,1,2,3,3,5,1,3,1,4,2,7,1,3,3,3,6,2,0,5,4,3,2,2,5,4,1,6,8,2,5,4,3,1,2,2,3,2,3,10,4,3,0,4,2,1,0
Chimborazo,524004,-1.674347000000000,-78.64829400000001,11,2,9,12,6,10,6,9,8,9,10,13,7,7,10,4,9,12,7,5,7,7,5,14,3,8,7,7,3,6,10,7,10,13,9,9,14,4,7,8,5,11,4,6,10,5,14,7,7,10,7,4,6,5,8,6,8,7,5,7,7,10,7,3,8,3,10,6,9,9,7,6,11,8,3,4,10,5,6,9,7,3,3,5,7,7,6,6,4,8,8,12,6,5,9,8,7,9,7,7,3,12,5,9,10,6,9,7,11,10,5,10,4,11,7,7,6,5,2,5,6,11,5,8,8,5,3,5,7,1,4,9,2,10,8,6,5,7,7,9,7,4,7,4,7,1,1,6,10,4,6,3,6,5,5,8,4,8,5,6,11,9,4,7,5,7,7,4,5,2,6,7,10,9,8,10,5,5,4,7,3,7,9,13,6,11,6,7,4,5,12,8,9,8,7,10,4,14,7,4,8,8,10,8,4,4,6,13,1,4,7,11,4,7,2,7,12,12,6,7,10,5,8,7,4,5,6,5,13,5,2,2,4,7,4,8,10,7,10,8,2,8,7,6,9,5,7,4,6,10,3,15,6,9,7,6,6,4,10,11,8,3,5,9,7,10,8,9,9,6,10,8,7,7,8,5,8,11,7,5,5,9,7,7,10,5,5,7,4,6,9,8,12,4,7,5,6,8,7,4,9,7,6,5,10,5,4,10,6,4,6,8,4,7,8,3,3,8,5,5,5,7,8,5,3,6,5,7,7,4,8,9,10,6,6,9,7,6,8,8,10,4,2,5,5,5,6,10,5,3,6,9,5,8,4,10,4,4,11,8,6,1,2,0,1
Cotopaxi,488716,-0.9333330000000000,-78.61666700000001,15,4,3,7,8,8,6,7,10,2,7,9,4,4,10,5,5,6,7,7,5,10,9,6,5,3,5,6,7,9,5,7,7,7,5,5,4,5,5,5,6,2,7,7,8,6,4,5,9,9,7,10,6,7,6,4,4,10,7,4,6,6,7,8,9,2,5,6,10,5,4,4,5,7,4,2,6,2,2,3,4,6,6,5,7,5,3,6,3,4,9,4,5,4,6,6,3,5,4,0,6,5,7,7,7,8,5,4,7,4,7,9,3,6,5,4,3,5,4,3,7,3,4,2,5,3,5,4,9,4,6,4,12,6,5,5,7,7,5,6,6,6,2,7,3,5,4,8,6,3,7,6,4,4,4,7,3,2,7,7,13,9,10,5,8,4,9,7,3,5,8,8,7,7,10,4,7,6,4,10,6,6,9,6,6,5,9,9,6,4,4,2,3,10,5,12,7,6,3,6,6,8,5,4,2,7,5,4,3,3,9,2,4,6,3,5,6,7,8,5,2,10,4,3,2,7,9,8,0,6,2,8,5,2,5,4,4,6,3,3,4,9,6,6,7,8,4,4,10,8,10,4,2,2,3,1,3,6,8,5,4,6,7,2,5,7,7,3,6,5,3,7,6,9,5,3,4,4,4,6,5,3,9,6,7,7,7,6,5,7,4,1,9,7,4,9,4,7,5,4,1,5,7,6,3,5,6,6,6,4,4,4,4,6,3,9,6,8,2,5,6,3,6,7,5,8,5,7,7,3,6,3,8,1,5,4,6,4,8,7,4,5,2,8,3,5,7,5,5,5,7,5,6,3,5,7,4,2,5,7,6,5,1,0,3
El Oro,715751,-3.266667000000000,-79.96666700000000,7,16,14,12,10,11,9,11,9,7,8,7,8,7,10,11,10,3,7,4,12,11,6,9,8,6,7,13,8,7,7,11,12,5,8,5,11,7,8,9,11,2,15,5,4,11,6,11,14,13,11,8,12,6,7,7,11,8,8,12,6,7,11,9,9,8,10,13,8,6,13,11,9,8,6,7,10,10,3,9,6,3,9,6,2,7,10,9,7,12,9,11,3,6,2,14,8,7,3,11,5,8,11,9,9,8,9,10,7,5,7,4,5,10,10,9,7,6,5,11,9,7,5,6,12,13,5,10,2,8,9,9,8,9,11,6,10,9,9,4,7,8,14,8,5,7,11,13,4,7,5,6,6,10,9,5,6,6,4,10,11,7,9,10,4,7,4,10,9,3,11,5,9,10,5,10,2,9,4,5,11,5,5,8,6,6,9,6,10,5,9,12,8,7,7,7,8,14,11,8,12,8,8,14,4,7,8,7,9,11,11,8,8,5,8,9,4,6,5,6,6,9,9,10,11,9,6,7,9,14,5,7,5,7,12,6,13,10,11,7,10,5,9,8,15,13,5,4,7,6,5,9,8,13,5,7,6,8,16,8,10,8,4,5,4,10,7,8,4,8,9,3,9,10,10,6,13,9,12,9,8,6,6,13,8,10,11,9,10,8,7,10,7,6,9,9,10,12,12,11,3,15,8,7,7,5,5,9,11,6,3,9,7,10,9,5,7,11,8,5,9,9,5,11,7,13,5,11,8,10,6,6,5,12,4,8,6,7,7,4,10,8,9,16,12,9,10,12,9,8,5,10,6,7,6,9,9,5,16,7,8,4,1,3,1
Esmeraldas,591083,1.050000000000000,-79.20000000000000,4,7,6,3,5,4,4,3,13,6,3,9,6,6,4,6,7,6,5,6,7,5,4,7,5,8,5,7,12,3,7,4,3,6,4,11,4,8,11,9,5,7,13,4,4,7,5,3,7,6,6,4,7,4,2,10,3,6,2,2,2,4,5,5,3,6,3,8,6,5,5,5,3,2,4,3,8,4,7,5,8,4,5,5,6,6,4,3,2,4,3,10,4,3,5,8,4,7,2,7,2,7,5,4,8,3,3,5,4,6,9,0,4,12,5,3,5,4,9,3,8,4,3,7,1,2,2,0,4,2,4,3,6,5,9,6,6,2,5,6,3,4,3,2,2,3,4,3,5,7,4,4,5,3,5,8,6,3,4,3,5,7,5,7,4,2,8,8,2,3,5,8,8,3,4,1,3,5,3,3,6,3,5,5,6,7,9,5,5,6,5,6,4,5,3,11,4,5,1,7,5,3,6,1,3,4,3,6,3,4,6,4,2,3,8,2,2,4,5,5,7,2,3,7,5,3,5,3,8,3,6,5,6,6,4,3,3,5,2,10,9,4,4,5,7,2,4,1,5,3,5,4,4,7,3,4,7,2,3,4,6,6,3,4,4,4,5,6,4,1,6,4,5,6,6,4,8,4,8,0,4,5,6,4,6,9,6,5,4,3,2,9,2,7,3,6,5,4,2,6,2,4,6,3,4,6,9,5,4,11,8,8,1,4,5,6,1,3,3,7,1,5,8,7,5,9,3,5,7,6,6,1,4,4,4,5,3,3,7,4,3,2,6,2,3,3,8,6,5,2,5,2,5,5,5,1,4,3,2,5,3,3,2,2,1
Galápagos,33042,-0.7999999999999999,-89.40000000000001,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Guayas,4387434,-2.183333000000000,-79.88333299999999,67,65,63,45,52,51,67,53,49,48,56,64,56,57,50,50,49,27,58,71,53,66,72,60,62,58,62,44,48,39,50,43,46,45,50,44,47,53,47,46,41,48,62,59,56,54,65,44,73,52,54,43,55,49,54,75,65,43,58,52,65,60,47,65,63,41,69,58,54,51,66,43,64,62,43,42,51,54,53,52,54,50,43,66,54,52,48,67,57,49,45,50,59,55,50,63,58,45,56,56,46,55,52,60,45,52,65,51,61,56,57,56,51,46,58,56,70,48,53,42,55,57,49,49,50,60,45,41,56,46,46,46,41,55,43,52,49,64,52,58,59,50,63,57,39,42,56,48,56,41,45,49,47,47,61,45,41,48,50,48,46,61,54,46,54,53,39,48,55,39,45,51,54,52,38,62,58,52,47,55,75,46,44,57,44,59,42,50,67,60,47,69,48,46,35,53,50,35,38,56,47,49,63,38,56,60,34,56,47,49,46,55,47,51,52,53,43,39,49,52,50,59,62,65,53,48,54,63,59,65,59,51,43,54,53,51,38,49,42,60,52,52,60,55,54,50,59,56,47,42,53,36,62,43,50,50,55,53,62,48,53,56,41,37,54,55,53,49,59,50,44,45,54,56,51,53,42,52,39,50,50,48,39,52,35,54,64,51,66,50,59,47,41,56,51,56,42,41,56,35,55,57,64,46,63,58,58,51,58,58,51,43,56,44,55,46,41,60,50,54,46,49,58,45,51,51,48,52,41,53,47,50,52,56,43,58,56,58,58,59,58,45,48,65,55,51,50,54,54,42,66,56,56,56,47,57,47,68,46,52,56,52,44,31,9
