inec_provincia_id,provincia,inec_canton_id,canton,lat,lng,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
01,Azuay,0115,Camilo Ponce Enríquez,-3.050000000000000,-79.73333300000000,1,6,3,5,6,6,8,6,8,2,7,4
01,Azuay,0111,Chordeleg,-2.933333000000000,-78.76666700000000,6,8,3,7,5,3,2,2,3,6,2,5
01,Azuay,0101,Cuenca,-2.897414000000000,-79.00448100000000,238,228,264,258,277,238,280,237,228,247,246,223
01,Azuay,0112,El Pan,-2.786111000000000,-78.66500000000001,0,1,2,2,0,0,0,0,1,1,0,1
01,Azuay,0102,Girón,-3.159028000000000,-79.14756800000001,7,8,10,5,4,12,3,10,11,4,5,8
01,Azuay,0114,Guachapala,-2.769000000000000,-78.70900000000000,0,2,0,0,2,1,1,0,0,1,1,0
01,Azuay,0103,Gualaceo,-2.900000000000000,-78.78333300000000,21,17,10,22,18,19,24,6,13,11,15,12
01,Azuay,0104,Nabón,-3.336060000000000,-79.06368000000001,5,4,3,8,8,4,3,5,3,4,9,5
01,Azuay,0110,Oña,-3.469640000000000,-79.15431000000000,4,1,4,1,1,1,2,1,1,3,4,2
01,Azuay,0105,Paute,-2.781800000000000,-78.76000000000001,10,2,10,4,13,10,5,10,14,8,10,8
01,Azuay,0106,Pucará,-3.233780000000000,-79.46120000000001,6,2,2,0,2,6,5,5,1,3,4,2
01,Azuay,0107,San Fernando,-3.144500000000000,-79.25200000000000,2,2,0,1,2,1,3,3,1,2,1,2
01,Azuay,0108,Santa Isabel,-3.274170000000000,-79.31560000000000,7,8,7,3,5,3,15,4,4,9,8,8
01,Azuay,0113,Sevilla de Oro,-2.799833000000000,-78.65569400000000,2,1,1,1,0,1,5,0,2,0,1,2
01,Azuay,0109,Sígsig,-3.089700000000000,-78.80320000000000,10,11,10,13,7,6,6,7,7,14,8,7
02,Bolívar,0206,Caluma,-1.633330000000000,-79.25000000000000,5,5,5,2,8,2,3,3,2,7,2,2
02,Bolívar,0202,Chillanes,-1.933333000000000,-79.06666700000000,6,4,10,6,5,8,3,9,3,9,8,4
02,Bolívar,0203,Chimbo,-1.700000000000000,-79.01666700000000,2,7,5,4,4,3,7,5,6,7,4,3
02,Bolívar,0204,Echeandía,-1.433330000000000,-79.26667000000000,2,2,6,4,3,4,3,5,1,8,2,1
02,Bolívar,0201,Guaranda,-1.605556000000000,-79.00305600000000,26,28,47,43,43,45,40,44,26,37,32,28
02,Bolívar,0207,Las Naves,-1.283330000000000,-79.30000000000000,1,0,1,3,4,1,2,1,0,1,0,3
02,Bolívar,0205,San Miguel,-1.700000000000000,-79.03333300000000,9,8,12,13,2,9,9,8,10,14,8,7
04,Carchi,0402,Bolivar,0.5070990000000000,-77.86245400000000,4,2,7,2,5,5,2,5,3,4,3,5
04,Carchi,0403,Espejo,0.6210000000000000,-77.94000000000000,5,3,4,4,3,3,3,6,3,4,2,4
04,Carchi,0404,Mira,0.5538999999999999,-78.04930000000000,5,2,5,4,3,5,4,6,2,2,5,7
04,Carchi,0405,Montúfar,0.6100000000000000,-77.84000000000000,10,10,11,9,3,6,10,11,6,6,4,7
04,Carchi,0406,San Pedro de Huaca,0.6311110000000000,-77.72527800000000,0,0,1,2,2,3,1,2,4,3,2,0
04,Carchi,0401,Tulcán,0.8121800000000000,-77.71633000000000,29,36,34,48,33,26,29,36,25,38,19,33
03,Cañar,0301,Azogues,-2.733333000000000,-78.83333300000000,29,43,50,52,34,40,42,52,37,36,40,29
03,Cañar,0302,Biblían,-2.710000000000000,-78.88000000000000,8,7,8,6,3,8,5,4,4,7,10,6
03,Cañar,0303,Cañar,-2.483700000000000,-78.97839999999999,19,21,20,20,16,11,13,19,21,22,8,15
03,Cañar,0306,Déleg,-2.772600000000000,-78.91830000000000,4,4,3,2,2,2,1,3,6,4,5,1
03,Cañar,0305,El Tambo,-2.508100000000000,-78.92489999999999,7,3,1,4,5,5,6,2,1,2,1,2
03,Cañar,0304,La Troncal,-2.400000000000000,-79.33000000000000,13,13,21,19,19,11,12,16,17,19,7,11
03,Cañar,0307,Suscal,-2.436400000000000,-79.05220000000000,1,1,5,4,0,1,1,1,2,1,0,2
