provincia,poblacion,lat,lng,01/01/2017,02/01/2017,03/01/2017,04/01/2017,05/01/2017,06/01/2017,07/01/2017,08/01/2017,09/01/2017,10/01/2017,11/01/2017,12/01/2017,13/01/2017,14/01/2017,15/01/2017,16/01/2017,17/01/2017,18/01/2017,19/01/2017,20/01/2017,21/01/2017,22/01/2017,23/01/2017,24/01/2017,25/01/2017,26/01/2017,27/01/2017,28/01/2017,29/01/2017,30/01/2017,31/01/2017,01/02/2017,02/02/2017,03/02/2017,04/02/2017,05/02/2017,06/02/2017,07/02/2017,08/02/2017,09/02/2017,10/02/2017,11/02/2017,12/02/2017,13/02/2017,14/02/2017,15/02/2017,16/02/2017,17/02/2017,18/02/2017,19/02/2017,20/02/2017,21/02/2017,22/02/2017,23/02/2017,24/02/2017,25/02/2017,26/02/2017,27/02/2017,28/02/2017,01/03/2017,02/03/2017,03/03/2017,04/03/2017,05/03/2017,06/03/2017,07/03/2017,08/03/2017,09/03/2017,10/03/2017,11/03/2017,12/03/2017,13/03/2017,14/03/2017,15/03/2017,16/03/2017,17/03/2017,18/03/2017,19/03/2017,20/03/2017,21/03/2017,22/03/2017,23/03/2017,24/03/2017,25/03/2017,26/03/2017,27/03/2017,28/03/2017,29/03/2017,30/03/2017,31/03/2017,01/04/2017,02/04/2017,03/04/2017,04/04/2017,05/04/2017,06/04/2017,07/04/2017,08/04/2017,09/04/2017,10/04/2017,11/04/2017,12/04/2017,13/04/2017,14/04/2017,15/04/2017,16/04/2017,17/04/2017,18/04/2017,19/04/2017,20/04/2017,21/04/2017,22/04/2017,23/04/2017,24/04/2017,25/04/2017,26/04/2017,27/04/2017,28/04/2017,29/04/2017,30/04/2017,01/05/2017,02/05/2017,03/05/2017,04/05/2017,05/05/2017,06/05/2017,07/05/2017,08/05/2017,09/05/2017,10/05/2017,11/05/2017,12/05/2017,13/05/2017,14/05/2017,15/05/2017,16/05/2017,17/05/2017,18/05/2017,19/05/2017,20/05/2017,21/05/2017,22/05/2017,23/05/2017,24/05/2017,25/05/2017,26/05/2017,27/05/2017,28/05/2017,29/05/2017,30/05/2017,31/05/2017,01/06/2017,02/06/2017,03/06/2017,04/06/2017,05/06/2017,06/06/2017,07/06/2017,08/06/2017,09/06/2017,10/06/2017,11/06/2017,12/06/2017,13/06/2017,14/06/2017,15/06/2017,16/06/2017,17/06/2017,18/06/2017,19/06/2017,20/06/2017,21/06/2017,22/06/2017,23/06/2017,24/06/2017,25/06/2017,26/06/2017,27/06/2017,28/06/2017,29/06/2017,30/06/2017,01/07/2017,02/07/2017,03/07/2017,04/07/2017,05/07/2017,06/07/2017,07/07/2017,08/07/2017,09/07/2017,10/07/2017,11/07/2017,12/07/2017,13/07/2017,14/07/2017,15/07/2017,16/07/2017,17/07/2017,18/07/2017,19/07/2017,20/07/2017,21/07/2017,22/07/2017,23/07/2017,24/07/2017,25/07/2017,26/07/2017,27/07/2017,28/07/2017,29/07/2017,30/07/2017,31/07/2017,01/08/2017,02/08/2017,03/08/2017,04/08/2017,05/08/2017,06/08/2017,07/08/2017,08/08/2017,09/08/2017,10/08/2017,11/08/2017,12/08/2017,13/08/2017,14/08/2017,15/08/2017,16/08/2017,17/08/2017,18/08/2017,19/08/2017,20/08/2017,21/08/2017,22/08/2017,23/08/2017,24/08/2017,25/08/2017,26/08/2017,27/08/2017,28/08/2017,29/08/2017,30/08/2017,31/08/2017,01/09/2017,02/09/2017,03/09/2017,04/09/2017,05/09/2017,06/09/2017,07/09/2017,08/09/2017,09/09/2017,10/09/2017,11/09/2017,12/09/2017,13/09/2017,14/09/2017,15/09/2017,16/09/2017,17/09/2017,18/09/2017,19/09/2017,20/09/2017,21/09/2017,22/09/2017,23/09/2017,24/09/2017,25/09/2017,26/09/2017,27/09/2017,28/09/2017,29/09/2017,30/09/2017,01/10/2017,02/10/2017,03/10/2017,04/10/2017,05/10/2017,06/10/2017,07/10/2017,08/10/2017,09/10/2017,10/10/2017,11/10/2017,12/10/2017,13/10/2017,14/10/2017,15/10/2017,16/10/2017,17/10/2017,18/10/2017,19/10/2017,20/10/2017,21/10/2017,22/10/2017,23/10/2017,24/10/2017,25/10/2017,26/10/2017,27/10/2017,28/10/2017,29/10/2017,30/10/2017,31/10/2017,01/11/2017,02/11/2017,03/11/2017,04/11/2017,05/11/2017,06/11/2017,07/11/2017,08/11/2017,09/11/2017,10/11/2017,11/11/2017,12/11/2017,13/11/2017,14/11/2017,15/11/2017,16/11/2017,17/11/2017,18/11/2017,19/11/2017,20/11/2017,21/11/2017,22/11/2017,23/11/2017,24/11/2017,25/11/2017,26/11/2017,27/11/2017,28/11/2017,29/11/2017,30/11/2017,01/12/2017,02/12/2017,03/12/2017,04/12/2017,05/12/2017,06/12/2017,07/12/2017,08/12/2017,09/12/2017,10/12/2017,11/12/2017,12/12/2017,13/12/2017,14/12/2017,15/12/2017,16/12/2017,17/12/2017,18/12/2017,19/12/2017,20/12/2017,21/12/2017,22/12/2017,23/12/2017,24/12/2017,25/12/2017,26/12/2017,27/12/2017,28/12/2017,29/12/2017,30/12/2017,31/12/2017
Azuay,881394,-2.897414000000000,-79.00448100000000,6,13,14,8,6,7,9,3,12,14,12,13,7,21,8,4,10,11,11,10,13,15,9,6,11,11,9,14,10,8,14,10,8,8,7,11,14,16,12,12,13,9,13,13,12,11,10,7,11,8,12,13,11,11,12,6,7,12,12,11,11,12,13,8,14,8,5,10,11,13,10,9,3,11,6,16,9,10,10,12,14,10,12,8,11,9,13,14,13,13,10,11,19,11,6,12,10,12,14,11,14,8,15,5,7,8,9,10,11,10,15,13,18,12,14,8,13,12,4,8,12,17,15,9,11,15,11,13,8,7,9,9,14,9,15,11,9,12,10,11,12,9,13,10,10,11,11,10,17,8,12,5,12,14,8,15,10,9,16,10,9,11,8,17,9,13,9,8,8,14,11,12,10,12,11,6,6,8,11,6,13,12,12,8,12,10,11,11,12,12,8,9,8,13,11,13,12,12,14,8,16,14,10,13,15,12,10,14,11,14,17,8,10,9,10,7,12,9,12,8,11,9,13,13,4,9,10,14,8,9,9,10,10,13,10,5,10,8,8,13,7,5,11,7,15,8,7,15,10,10,9,4,7,15,11,8,12,9,9,18,12,8,6,7,9,11,12,4,12,10,10,13,9,12,15,13,10,9,12,3,15,3,6,13,7,11,13,10,12,13,7,4,12,11,7,9,17,8,13,11,9,8,11,11,8,11,7,7,15,14,13,8,11,12,9,12,12,10,6,13,17,12,8,15,15,4,11,4,8,10,14,14,8,13,14,7,14,10,13,14,12,5,6,8,11,11,6,9,7,5,6,14,16,6,11,12,13,9,9,12,12,12,4,1,0
Bolívar,209933,-1.605556000000000,-79.00305600000000,3,3,1,4,2,0,0,3,3,3,0,3,0,0,0,4,1,5,2,0,3,1,1,0,0,2,0,3,1,1,2,3,0,1,1,1,1,3,2,0,2,2,1,5,2,2,2,1,0,2,3,2,1,2,0,3,3,6,3,3,1,1,5,0,3,3,7,3,4,7,2,4,4,1,4,1,2,1,2,1,4,3,3,1,5,2,0,2,2,5,2,2,2,3,2,2,2,2,3,1,3,5,2,2,2,3,5,3,8,2,3,0,4,1,1,0,1,3,2,4,1,3,2,2,0,1,4,1,2,1,2,4,5,3,3,2,1,1,3,1,3,4,5,3,1,3,1,2,3,1,1,3,4,2,2,7,2,3,2,4,3,1,1,3,3,2,1,6,1,2,0,0,1,5,2,2,1,1,1,7,0,4,1,2,1,3,0,1,0,4,2,1,2,5,0,0,2,3,1,4,4,2,4,3,1,1,4,3,1,3,2,3,4,2,1,3,2,2,1,1,4,1,3,3,2,4,4,3,3,1,2,3,1,2,1,4,1,3,3,3,4,2,2,5,1,0,2,1,2,0,3,1,1,2,1,4,0,5,2,8,1,4,0,1,0,1,0,0,1,0,1,1,0,3,3,3,5,1,2,0,4,5,4,2,2,1,1,3,5,3,4,2,1,3,5,3,1,4,4,0,3,1,4,1,5,1,1,1,2,1,2,0,0,3,1,4,2,1,0,2,0,1,4,2,3,1,1,1,2,5,2,4,2,2,0,2,1,3,1,2,1,1,2,2,4,0,1,0,2,2,2,2,1,3,2,1,2,3,2,1,3,2,0,0,0
Carchi,186869,0.8121800000000000,-77.71633000000000,2,2,1,0,2,1,1,0,2,2,2,1,1,4,3,3,3,2,1,1,1,3,2,0,2,4,1,0,2,1,3,2,4,1,3,2,4,3,2,1,3,1,1,3,5,2,0,0,0,5,1,1,2,0,2,2,0,1,2,3,2,0,1,2,3,3,3,2,3,0,3,3,2,1,2,3,3,4,1,3,2,1,2,1,1,4,1,0,2,1,3,3,1,5,2,2,1,5,2,5,5,3,2,4,1,0,1,2,2,3,3,2,2,0,2,2,2,1,1,2,1,2,2,1,1,1,1,0,2,1,0,0,1,1,2,3,4,3,1,1,1,3,2,2,1,1,3,3,3,2,0,3,0,0,2,1,1,4,1,3,1,4,0,1,3,1,4,0,2,1,2,1,1,2,2,2,1,1,1,1,2,1,4,0,0,2,1,2,3,0,1,1,1,1,4,1,1,1,2,2,5,0,3,1,2,2,2,1,2,1,0,2,3,5,0,2,3,2,0,2,4,3,2,0,6,2,0,1,3,1,1,6,2,1,3,3,1,3,3,0,1,1,2,1,3,3,3,0,0,4,0,2,2,0,1,2,1,1,0,1,1,2,2,1,2,0,2,3,2,1,1,1,1,2,2,1,1,4,1,4,3,2,2,3,0,1,1,2,2,0,2,2,2,1,4,1,2,3,4,1,0,3,0,1,1,1,2,0,2,1,2,2,1,1,1,1,1,0,0,2,0,1,0,3,3,0,0,3,1,5,1,0,0,0,3,2,2,2,1,3,4,1,0,4,3,1,0,2,3,2,2,1,2,2,0,3,4,0,2,1,3,3,0,0,0
Cañar,281396,-2.733333000000000,-78.83333300000000,3,1,5,2,4,2,2,3,3,0,3,7,0,2,0,3,7,1,1,3,3,3,1,1,3,2,1,5,2,3,5,2,5,5,1,1,3,1,3,2,7,4,2,9,5,4,3,0,5,4,5,2,3,1,3,3,4,2,3,8,1,4,3,2,3,2,1,1,3,2,3,7,3,2,5,5,2,7,7,1,7,2,4,3,1,5,5,3,0,6,1,1,5,3,4,4,4,5,1,3,4,2,3,4,7,6,7,8,4,2,4,3,2,5,0,7,1,1,3,3,3,3,2,3,0,4,1,2,1,5,3,1,2,4,4,0,4,2,3,7,4,3,2,0,5,2,1,3,1,2,2,1,2,4,5,2,1,3,1,2,3,1,7,0,3,1,2,5,2,2,1,2,4,3,4,3,2,4,4,3,1,4,4,4,2,2,2,1,1,0,3,2,4,2,1,2,5,3,1,5,3,1,6,2,1,4,5,2,2,1,3,2,3,2,2,1,4,3,1,4,5,3,4,1,2,3,1,2,5,3,1,4,6,6,3,1,4,2,4,8,3,4,2,2,4,4,2,4,2,2,3,2,5,3,5,0,4,1,1,5,1,1,0,2,3,3,1,4,2,4,4,7,7,7,0,0,1,2,5,2,3,1,4,2,3,6,3,3,2,2,6,1,4,4,3,2,4,2,5,2,1,4,3,4,3,0,4,2,3,1,1,1,1,3,3,1,3,3,4,0,4,5,5,5,2,0,0,1,6,3,1,1,3,2,4,4,0,4,3,1,2,1,0,2,4,4,5,3,4,1,7,2,2,2,1,0,2,2,1,2,1,0,2,0,0
Chimborazo,524004,-1.674347000000000,-78.64829400000001,15,3,8,6,12,12,7,8,5,11,8,6,5,3,14,1,7,3,8,3,8,8,7,8,4,5,3,3,9,5,4,7,4,13,7,5,8,8,7,7,10,5,8,8,4,6,10,6,7,4,10,4,5,5,9,3,12,11,11,7,2,6,5,11,3,10,6,2,7,5,11,7,7,9,3,9,8,5,8,11,3,3,11,4,13,6,6,6,9,7,6,11,7,7,4,3,8,10,6,6,3,6,9,12,2,9,6,8,5,8,3,8,3,8,11,4,4,5,6,5,5,8,5,7,5,10,8,8,10,6,8,7,10,9,9,7,10,6,6,7,3,9,5,8,5,2,3,11,6,17,6,8,2,3,6,5,6,11,6,6,4,3,9,8,5,5,9,7,8,11,8,7,7,8,5,1,3,5,6,10,5,4,6,7,3,7,5,3,5,5,7,5,4,7,6,6,8,8,4,7,9,2,8,22,6,3,4,7,8,8,8,5,4,7,9,5,4,5,14,5,3,7,4,5,3,9,4,7,6,6,5,4,7,6,5,0,7,4,3,9,8,7,10,13,6,12,8,10,9,7,5,9,9,7,6,8,9,1,10,6,9,4,7,3,9,3,4,6,4,11,5,3,6,9,8,6,9,6,12,5,10,3,9,12,8,3,6,9,8,5,8,8,10,9,8,5,6,6,6,1,9,3,8,7,7,6,7,7,10,5,6,4,9,5,8,7,7,5,4,7,6,2,7,3,10,4,5,7,3,4,4,10,7,4,12,7,6,4,5,6,5,10,10,4,4,6,5,4,11,5,8,3,5,4,6,7,5,4,6,10,3,8,1,3,2
Cotopaxi,488716,-0.9333330000000000,-78.61666700000001,4,8,6,5,3,4,3,8,5,3,3,9,1,10,5,6,5,6,7,6,4,6,3,5,2,6,8,2,10,5,2,4,2,4,7,6,7,4,3,9,3,3,2,3,1,5,3,6,5,5,8,4,2,6,10,7,1,4,4,4,5,4,3,8,2,5,6,3,2,4,5,4,8,4,4,7,1,6,5,4,6,9,2,7,6,4,8,8,7,6,6,11,9,11,5,2,7,3,5,9,4,6,0,6,6,4,9,6,6,11,6,8,1,4,7,3,4,6,5,7,9,5,4,8,4,5,12,10,1,3,5,4,13,9,3,7,5,6,7,10,7,6,1,2,8,4,6,7,5,9,3,7,4,7,8,4,6,7,3,2,6,3,3,2,4,3,5,6,6,2,4,3,2,3,4,4,3,3,9,5,5,8,8,2,9,8,4,6,1,4,7,6,3,2,3,6,3,6,7,3,3,6,5,6,3,3,3,3,4,4,2,3,5,3,1,6,3,2,2,3,4,1,3,4,5,2,3,4,4,1,3,4,2,3,3,4,3,2,4,0,4,4,1,1,6,5,2,2,6,3,3,2,2,1,1,1,0,2,2,5,0,3,0,4,1,1,2,3,2,3,6,1,1,5,2,1,1,1,1,4,2,1,3,2,3,1,2,0,3,0,1,3,2,1,1,2,2,1,2,3,0,4,3,2,4,1,2,1,1,6,5,1,1,3,4,2,1,2,2,2,1,3,0,3,3,1,1,2,1,0,1,2,2,1,1,3,1,4,2,1,1,3,0,2,0,3,3,1,0,2,3,4,0,0,2,3,2,2,1,0,1,2,2,0,0
El Oro,715751,-3.266667000000000,-79.96666700000000,12,14,9,7,10,11,6,7,5,7,8,10,7,3,4,11,6,9,6,6,6,15,9,5,5,2,4,6,11,8,9,3,4,7,4,5,8,6,4,8,10,8,7,8,6,7,7,5,8,6,8,11,7,8,13,7,11,7,11,21,11,12,8,3,13,8,6,7,11,10,10,9,8,13,18,7,4,6,12,11,10,8,6,10,8,12,4,8,8,5,7,10,6,6,6,8,2,7,13,7,7,6,9,6,11,11,4,8,8,7,13,8,13,10,13,8,9,9,8,14,7,5,9,6,5,8,5,12,6,9,5,8,7,4,11,9,8,3,7,11,6,10,11,6,4,8,10,9,4,15,9,8,13,3,9,8,6,6,4,7,9,10,10,8,5,7,6,8,13,6,9,4,6,4,9,9,17,9,7,9,6,9,8,8,3,11,7,7,11,10,6,10,6,8,8,11,11,7,8,11,5,7,4,7,9,5,14,5,6,9,10,6,11,5,9,4,8,7,11,11,12,7,10,10,6,10,12,6,13,9,7,8,8,5,13,8,7,7,10,5,8,8,6,4,10,7,7,6,8,9,4,8,8,6,8,4,3,3,11,5,10,6,10,8,5,6,8,4,6,3,8,7,9,11,5,7,11,16,10,9,8,5,10,6,6,8,7,3,10,11,10,10,2,7,9,5,8,3,8,6,3,6,13,6,10,8,9,8,7,8,5,8,4,8,7,6,6,7,5,9,9,12,10,8,10,4,10,7,14,7,11,6,7,6,12,7,9,2,7,8,5,8,8,11,9,10,5,10,6,7,10,7,5,8,10,6,6,13,7,8,7,6,0,0,0
Esmeraldas,591083,1.050000000000000,-79.20000000000000,6,3,4,3,4,3,5,1,3,3,2,3,2,5,3,12,3,3,2,5,1,4,0,5,4,5,3,3,9,6,3,4,5,4,3,4,2,6,5,4,5,3,5,5,4,7,3,4,6,4,5,6,5,7,5,4,4,7,6,3,6,7,7,1,5,5,4,8,3,5,4,4,5,3,6,3,2,4,1,4,3,3,5,2,6,3,5,3,3,2,7,6,7,2,5,6,5,4,2,1,3,1,1,3,4,8,6,2,3,3,2,5,1,2,4,3,3,3,0,6,5,4,4,4,4,1,3,1,5,2,6,4,2,6,4,5,2,2,5,3,6,2,5,6,2,8,4,8,1,7,5,8,4,1,4,2,3,6,8,3,8,8,3,4,4,3,2,1,6,3,5,4,5,5,6,10,6,3,2,4,4,5,2,5,5,9,1,4,4,3,3,3,6,3,2,3,2,9,0,7,4,6,4,5,3,4,1,6,2,4,2,2,4,5,2,5,4,2,2,4,2,2,2,4,5,5,1,5,0,0,4,8,6,4,0,1,1,4,5,4,4,5,5,4,8,6,4,1,4,9,6,12,6,2,5,1,4,5,8,5,6,3,5,4,4,3,6,4,4,8,5,9,3,4,3,4,7,2,5,1,5,3,3,6,6,7,3,2,3,2,2,2,3,3,1,3,3,0,3,5,4,2,3,4,3,2,9,5,5,3,4,4,3,4,3,3,5,11,4,7,5,2,3,0,2,4,4,7,4,3,6,4,1,7,4,6,7,7,5,6,3,1,4,5,4,2,0,3,1,1,3,4,1,5,5,2,4,6,4,5,3,0,1,1,0
Galápagos,33042,-0.7999999999999999,-89.40000000000001,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guayas,4387434,-2.183333000000000,-79.88333299999999,55,48,59,60,61,62,55,47,53,60,61,57,91,47,51,65,52,51,48,61,49,59,48,55,55,53,45,54,57,52,54,60,62,41,56,54,49,50,66,53,60,57,72,59,51,59,49,75,68,59,63,79,54,64,55,43,65,54,50,53,61,78,72,64,78,69,66,72,54,69,61,68,61,74,55,79,65,63,76,63,68,69,62,52,56,73,70,65,67,65,72,63,74,66,64,55,68,63,70,58,71,69,61,59,62,48,76,63,70,51,58,42,67,46,41,43,59,57,52,54,74,61,68,59,49,55,53,70,63,65,58,63,52,50,67,52,56,44,70,65,64,55,58,67,68,50,58,55,64,53,51,69,57,73,52,70,60,50,67,62,46,75,61,56,69,65,62,64,62,44,49,45,62,65,66,55,54,56,51,58,48,44,62,72,57,46,41,50,43,48,62,58,53,64,60,60,64,55,40,51,50,61,52,44,52,66,62,55,55,54,55,63,52,53,67,62,62,62,54,42,57,55,49,59,51,49,66,50,49,43,58,49,41,49,52,41,54,59,46,51,58,53,57,53,53,45,48,51,54,55,43,55,49,53,48,60,48,40,42,54,57,43,73,44,50,50,53,52,48,49,41,58,54,53,61,50,69,53,55,54,48,45,46,52,58,46,53,51,57,61,55,50,53,47,58,49,63,54,36,53,52,49,47,70,51,46,49,56,68,73,54,43,57,65,64,65,51,49,55,43,33,71,66,48,71,55,54,57,51,54,56,53,66,54,44,44,51,49,51,47,55,52,49,54,44,50,47,55,49,49,46,61,33,57,56,51,51,50,54,48,47,54,42,37,12
