inec_provincia_id,provincia,lat,lng,Semana 1,Semana 2,Semana 3,Semana 4,Semana 5,Semana 6,Semana 7,Semana 8,Semana 9,Semana 10,Semana 11,Semana 12,Semana 13,Semana 14,Semana 15,Semana 16,Semana 17,Semana 18,Semana 19,Semana 20,Semana 21,Semana 22,Semana 23,Semana 24,Semana 25,Semana 26,Semana 27,Semana 28,Semana 29,Semana 30,Semana 31,Semana 32,Semana 33,Semana 34,Semana 35,Semana 36,Semana 37,Semana 38,Semana 39,Semana 40,Semana 41,Semana 42,Semana 43,Semana 44,Semana 45,Semana 46,Semana 47,Semana 48,Semana 49,Semana 50,Semana 51,Semana 52
01,Azuay,-2.897414000000000,-79.00448100000000,60,87,74,70,66,89,72,72,79,71,64,77,83,84,68,86,71,90,69,80,74,76,80,72,76,68,76,74,87,93,65,70,69,64,66,62,82,65,70,77,63,66,75,70,79,78,67,84,68,55,81,50
02,Bolívar,-1.605556000000000,-79.00305600000000,13,9,16,7,9,11,14,14,19,29,17,19,15,16,18,25,12,13,18,14,19,16,22,17,12,15,11,12,21,15,17,15,20,15,17,10,22,7,6,18,18,23,16,15,11,10,15,13,12,11,14,8
04,Carchi,0.8121800000000000,-77.71633000000000,7,15,14,11,16,15,15,8,11,17,18,11,14,18,20,15,10,9,5,15,15,10,15,11,11,11,8,10,14,10,17,17,14,16,11,11,6,10,11,16,11,13,14,7,9,4,15,8,15,13,12,9
03,Cañar,-2.733333000000000,-78.83333300000000,19,15,21,15,22,22,30,21,23,15,31,25,21,26,29,30,20,16,18,24,16,17,13,20,19,22,12,19,21,18,17,20,19,26,27,20,19,11,35,13,22,22,20,19,11,24,17,15,13,28,11,6
06,Chimborazo,-1.674347000000000,-78.64829400000001,56,52,38,39,45,53,45,48,53,44,48,53,51,45,47,41,43,48,58,48,43,48,41,51,47,39,35,43,60,44,39,41,41,32,65,57,47,39,44,56,50,56,36,52,44,38,36,50,44,43,34,33
05,Cotopaxi,-0.9333330000000000,-78.61666700000001,37,36,40,36,30,31,28,38,32,27,34,39,50,42,35,47,36,47,45,45,34,43,31,29,22,41,34,30,36,22,23,22,21,21,21,20,12,11,21,12,12,11,14,14,22,11,11,11,13,12,13,6
07,El Oro,-3.266667000000000,-79.96666700000000,64,44,59,42,40,51,47,65,73,65,65,65,54,48,57,61,71,45,51,55,58,61,50,57,47,65,57,60,49,58,50,67,65,58,48,50,40,53,48,66,45,59,39,61,46,58,60,58,49,57,55,28
08,Esmeraldas,1.050000000000000,-79.20000000000000,23,21,30,29,29,30,33,36,37,34,27,24,29,31,21,22,21,25,26,27,35,30,38,23,38,26,31,22,35,22,24,21,23,21,36,42,30,31,37,27,30,16,20,31,24,37,24,35,31,14,27,14
20,Galápagos,-0.8000000000000000,-89.40000000000001,1,0,1,1,4,1,0,0,1,0,0,1,1,2,1,4,0,0,2,0,1,1,1,1,0,1,1,1,1,2,0,2,1,2,0,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0
09,Guayas,-2.183333000000000,-79.88333299999999,392,420,385,367,379,407,420,423,432,469,465,446,475,460,428,427,352,419,421,418,411,419,430,439,386,373,357,421,353,399,421,367,364,342,370,355,345,370,355,390,351,381,356,387,421,368,390,368,357,340,359,294
10,Imbabura,0.3626780000000000,-78.13066700000000,35,44,43,50,42,42,36,62,53,40,32,43,39,47,39,36,36,34,28,32,45,36,40,33,36,40,50,30,42,35,63,39,27,33,39,32,33,43,30,32,31,41,26,35,25,42,33,47,39,38,42,20
11,Loja,-3.983333000000000,-79.20000000000000,31,58,42,36,44,40,49,53,52,60,41,45,45,45,42,54,42,49,54,34,45,54,39,42,36,43,47,52,40,40,42,37,39,55,29,53,43,34,34,44,42,50,43,41,45,52,33,44,42,35,43,19
12,Los Ríos,-1.800000000000000,-79.53333300000000,71,67,65,63,68,64,61,73,56,77,97,88,66,75,65,68,79,65,66,60,60,42,55,61,69,77,67,64,60,65,78,68,83,69,68,67,63,63,58,69,73,69,61,75,55,59,64,62,69,64,56,41
13,Manabí,-1.056181000000000,-80.45521700000000,123,116,124,124,144,116,124,135,128,133,135,136,130,123,134,108,135,117,131,97,111,97,107,104,94,104,113,129,101,112,106,121,122,121,127,103,104,109,106,107,103,110,122,120,115,137,116,113,116,107,135,61
14,Morona Santiago,-2.300000000000000,-78.11666700000001,14,8,6,9,8,10,5,11,12,11,4,13,5,4,15,8,6,4,10,5,11,13,9,14,13,9,11,7,12,14,10,9,12,7,8,9,8,13,8,10,5,7,6,9,4,3,10,6,8,5,8,3
15,Napo,-0.9890000000000000,-77.81590000000000,9,6,13,2,11,14,7,7,8,7,5,9,7,5,4,7,5,7,5,11,8,6,3,5,4,5,7,12,3,7,8,2,10,3,9,5,6,5,8,13,4,7,3,10,3,6,6,5,5,7,10,4
22,Orellana,-0.4666670000000000,-76.96666700000000,8,5,9,7,6,7,6,6,8,14,8,11,8,10,3,6,6,10,7,11,4,3,6,4,3,3,8,8,6,7,7,8,7,9,8,8,4,2,7,9,6,9,6,8,5,7,6,9,13,7,3,4
88,Otro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Pastaza,-1.066667000000000,-78.00111099999999,5,4,6,4,5,4,4,8,6,2,9,7,5,11,5,7,8,4,4,7,7,4,5,3,3,1,4,6,12,5,7,4,8,6,2,6,7,4,4,7,1,5,3,3,5,9,5,4,5,5,5,6
17,Pichincha,-0.2186110000000000,-78.50972200000000,245,273,236,259,236,269,271,251,238,260,241,241,222,230,252,273,227,230,239,225,237,235,233,210,221,257,251,254,240,217,242,208,236,214,215,219,227,241,235,213,231,245,282,243,260,213,219,250,254,272,259,204
24,Santa Elena,-2.226700000000000,-80.85830000000000,27,22,24,36,33,29,25,23,41,33,39,38,38,21,23,34,33,20,25,22,14,24,28,30,30,19,21,17,29,25,20,14,20,21,19,23,24,29,16,19,25,19,19,23,18,20,23,20,27,16,16,20
23,Sto. Domingo Tsáchilas,-0.2541670000000000,-79.17194400000000,41,48,42,27,42,33,39,30,57,43,39,38,34,26,38,33,33,44,37,37,36,47,39,38,46,36,31,30,38,32,53,30,37,31,40,35,40,46,35,39,33,25,43,33,43,32,44,37,41,45,35,19
21,Sucumbíos,0.08472200000000001,-76.88277800000000,9,13,12,7,18,22,9,14,10,6,12,9,9,10,10,10,12,10,11,13,13,15,8,8,20,12,13,6,8,9,12,9,11,11,8,8,10,12,5,9,14,15,15,10,12,13,13,12,15,9,6,11
18,Tungurahua,-1.241667000000000,-78.61972200000000,50,55,56,56,58,49,49,56,59,53,57,47,62,48,43,46,56,46,55,51,49,55,62,55,66,57,54,55,39,51,51,53,40,34,40,45,42,42,46,44,37,31,44,32,38,40,36,40,54,36,37,37
19,Zamora Chinchipe,-4.120000000000000,-78.80000000000000,3,0,1,0,4,7,6,13,1,10,6,1,4,7,4,3,1,4,5,7,2,6,6,8,2,5,6,6,6,3,5,7,4,5,10,7,0,7,2,8,4,6,3,6,4,9,1,4,7,2,4,3
