inec_provincia_id,provincia,total,acumuladas,lat,lng,mes
01,Azuay,361,361,-2.897414000000000,-79.00448100000000,1
02,Bolívar,73,73,-1.605556000000000,-79.00305600000000,1
04,Carchi,62,62,0.8121800000000000,-77.71633000000000,1
03,Cañar,94,94,-2.733333000000000,-78.83333300000000,1
06,Chimborazo,200,200,-1.674347000000000,-78.64829400000001,1
05,Cotopaxi,164,164,-0.9333330000000000,-78.61666700000001,1
07,El Oro,265,265,-3.266667000000000,-79.96666700000000,1
08,Esmeraldas,157,157,1.050000000000000,-79.20000000000000,1
20,Galápagos,5,5,-0.7999999999999999,-89.40000000000001,1
09,Guayas,1979,1979,-2.183333000000000,-79.88333299999999,1
10,Imbabura,203,203,0.3626780000000000,-78.13066700000000,1
11,Loja,201,201,-3.983333000000000,-79.20000000000000,1
12,Los Ríos,317,317,-1.800000000000000,-79.53333300000000,1
13,Manabí,608,608,-1.056181000000000,-80.45521700000000,1
14,Morona Santiago,41,41,-2.300000000000000,-78.11666700000001,1
15,Napo,33,33,-0.9890000000000000,-77.81590000000000,1
22,Orellana,29,29,-0.4666670000000000,-76.96666700000000,1
16,Pastaza,20,20,-1.066667000000000,-78.00111099999999,1
17,Pichincha,1230,1230,-0.2186110000000000,-78.50972200000000,1
24,Santa Elena,119,119,-2.226700000000000,-80.85830000000000,1
23,Sto. Domingo Tsáchilas,225,225,-0.2541670000000000,-79.17194400000000,1
21,Sucumbíos,56,56,0.08472200000000002,-76.88277800000000,1
18,Tungurahua,239,239,-1.241667000000000,-78.61972200000000,1
19,Zamora Chinchipe,25,25,-4.120000000000000,-78.80000000000000,1
01,Azuay,301,662,-2.897414000000000,-79.00448100000000,2
02,Bolívar,75,148,-1.605556000000000,-79.00305600000000,2
04,Carchi,58,120,0.8121800000000000,-77.71633000000000,2
03,Cañar,96,190,-2.733333000000000,-78.83333300000000,2
06,Chimborazo,193,393,-1.674347000000000,-78.64829400000001,2
05,Cotopaxi,128,292,-0.9333330000000000,-78.61666700000001,2
07,El Oro,250,515,-3.266667000000000,-79.96666700000000,2
08,Esmeraldas,132,289,1.050000000000000,-79.20000000000000,2
20,Galápagos,7,12,-0.7999999999999999,-89.40000000000001,2
09,Guayas,1793,3772,-2.183333000000000,-79.88333299999999,2
10,Imbabura,158,361,0.3626780000000000,-78.13066700000000,2
11,Loja,215,416,-3.983333000000000,-79.20000000000000,2
12,Los Ríos,300,617,-1.800000000000000,-79.53333300000000,2
13,Manabí,553,1161,-1.056181000000000,-80.45521700000000,2
14,Morona Santiago,30,71,-2.300000000000000,-78.11666700000001,2
