inec_provincia_id,provincia,total,acumuladas,lat,lng,created_at
23,Sto. Domingo Tsáchilas,6,41,-0.2541670000000000,-79.17194400000000,05/01/2019
21,Sucumbíos,0,12,0.08472200000000002,-76.88277800000000,05/01/2019
18,Tungurahua,10,45,-1.241667000000000,-78.61972200000000,05/01/2019
19,Zamora Chinchipe,2,3,-4.120000000000000,-78.80000000000000,05/01/2019
01,Azuay,10,70,-2.897414000000000,-79.00448100000000,06/01/2019
02,Bolívar,5,22,-1.605556000000000,-79.00305600000000,06/01/2019
04,Carchi,4,14,0.8121800000000000,-77.71633000000000,06/01/2019
03,Cañar,1,16,-2.733333000000000,-78.83333300000000,06/01/2019
06,Chimborazo,6,40,-1.674347000000000,-78.64829400000001,06/01/2019
05,Cotopaxi,7,39,-0.9333330000000000,-78.61666700000001,06/01/2019
07,El Oro,11,57,-3.266667000000000,-79.96666700000000,06/01/2019
08,Esmeraldas,6,38,1.050000000000000,-79.20000000000000,06/01/2019
20,Galápagos,0,1,-0.7999999999999999,-89.40000000000001,06/01/2019
09,Guayas,70,357,-2.183333000000000,-79.88333299999999,06/01/2019
10,Imbabura,7,45,0.3626780000000000,-78.13066700000000,06/01/2019
11,Loja,7,43,-3.983333000000000,-79.20000000000000,06/01/2019
12,Los Ríos,11,65,-1.800000000000000,-79.53333300000000,06/01/2019
13,Manabí,16,111,-1.056181000000000,-80.45521700000000,06/01/2019
14,Morona Santiago,1,7,-2.300000000000000,-78.11666700000001,06/01/2019
15,Napo,5,15,-0.9890000000000000,-77.81590000000000,06/01/2019
22,Orellana,0,3,-0.4666670000000000,-76.96666700000000,06/01/2019
16,Pastaza,0,3,-1.066667000000000,-78.00111099999999,06/01/2019
17,Pichincha,25,230,-0.2186110000000000,-78.50972200000000,06/01/2019
24,Santa Elena,9,29,-2.226700000000000,-80.85830000000000,06/01/2019
23,Sto. Domingo Tsáchilas,8,49,-0.2541670000000000,-79.17194400000000,06/01/2019
21,Sucumbíos,3,15,0.08472200000000002,-76.88277800000000,06/01/2019
18,Tungurahua,9,54,-1.241667000000000,-78.61972200000000,06/01/2019
19,Zamora Chinchipe,1,4,-4.120000000000000,-78.80000000000000,06/01/2019
01,Azuay,10,80,-2.897414000000000,-79.00448100000000,07/01/2019
02,Bolívar,2,24,-1.605556000000000,-79.00305600000000,07/01/2019
04,Carchi,2,16,0.8121800000000000,-77.71633000000000,07/01/2019
03,Cañar,4,20,-2.733333000000000,-78.83333300000000,07/01/2019
06,Chimborazo,8,48,-1.674347000000000,-78.64829400000001,07/01/2019
05,Cotopaxi,4,43,-0.9333330000000000,-78.61666700000001,07/01/2019
07,El Oro,10,67,-3.266667000000000,-79.96666700000000,07/01/2019
08,Esmeraldas,4,42,1.050000000000000,-79.20000000000000,07/01/2019
20,Galápagos,1,2,-0.7999999999999999,-89.40000000000001,07/01/2019
09,Guayas,61,418,-2.183333000000000,-79.88333299999999,07/01/2019
10,Imbabura,12,57,0.3626780000000000,-78.13066700000000,07/01/2019
11,Loja,9,52,-3.983333000000000,-79.20000000000000,07/01/2019
12,Los Ríos,16,81,-1.800000000000000,-79.53333300000000,07/01/2019
13,Manabí,19,130,-1.056181000000000,-80.45521700000000,07/01/2019
14,Morona Santiago,1,8,-2.300000000000000,-78.11666700000001,07/01/2019
15,Napo,0,15,-0.9890000000000000,-77.81590000000000,07/01/2019
22,Orellana,0,3,-0.4666670000000000,-76.96666700000000,07/01/2019
16,Pastaza,0,3,-1.066667000000000,-78.00111099999999,07/01/2019
17,Pichincha,40,270,-0.2186110000000000,-78.50972200000000,07/01/2019
24,Santa Elena,1,30,-2.226700000000000,-80.85830000000000,07/01/2019
23,Sto. Domingo Tsáchilas,5,54,-0.2541670000000000,-79.17194400000000,07/01/2019
21,Sucumbíos,4,19,0.08472200000000002,-76.88277800000000,07/01/2019
18,Tungurahua,10,64,-1.241667000000000,-78.61972200000000,07/01/2019
19,Zamora Chinchipe,0,4,-4.120000000000000,-78.80000000000000,07/01/2019
01,Azuay,14,94,-2.897414000000000,-79.00448100000000,08/01/2019
02,Bolívar,1,25,-1.605556000000000,-79.00305600000000,08/01/2019
04,Carchi,1,17,0.8121800000000000,-77.71633000000000,08/01/2019
03,Cañar,3,23,-2.733333000000000,-78.83333300000000,08/01/2019
06,Chimborazo,5,53,-1.674347000000000,-78.64829400000001,08/01/2019
05,Cotopaxi,5,48,-0.9333330000000000,-78.61666700000001,08/01/2019
07,El Oro,5,72,-3.266667000000000,-79.96666700000000,08/01/2019
08,Esmeraldas,7,49,1.050000000000000,-79.20000000000000,08/01/2019
20,Galápagos,0,2,-0.7999999999999999,-89.40000000000001,08/01/2019
09,Guayas,59,477,-2.183333000000000,-79.88333299999999,08/01/2019
10,Imbabura,5,62,0.3626780000000000,-78.13066700000000,08/01/2019
11,Loja,4,56,-3.983333000000000,-79.20000000000000,08/01/2019
12,Los Ríos,13,94,-1.800000000000000,-79.53333300000000,08/01/2019
13,Manabí,14,144,-1.056181000000000,-80.45521700000000,08/01/2019
14,Morona Santiago,2,10,-2.300000000000000,-78.11666700000001,08/01/2019
15,Napo,1,16,-0.9890000000000000,-77.81590000000000,08/01/2019
22,Orellana,1,4,-0.4666670000000000,-76.96666700000000,08/01/2019
16,Pastaza,0,3,-1.066667000000000,-78.00111099999999,08/01/2019
17,Pichincha,39,309,-0.2186110000000000,-78.50972200000000,08/01/2019
24,Santa Elena,4,34,-2.226700000000000,-80.85830000000000,08/01/2019
23,Sto. Domingo Tsáchilas,7,61,-0.2541670000000000,-79.17194400000000,08/01/2019
21,Sucumbíos,2,21,0.08472200000000002,-76.88277800000000,08/01/2019
18,Tungurahua,12,76,-1.241667000000000,-78.61972200000000,08/01/2019
19,Zamora Chinchipe,0,4,-4.120000000000000,-78.80000000000000,08/01/2019
01,Azuay,15,109,-2.897414000000000,-79.00448100000000,09/01/2019
02,Bolívar,0,25,-1.605556000000000,-79.00305600000000,09/01/2019
04,Carchi,3,20,0.8121800000000000,-77.71633000000000,09/01/2019
03,Cañar,4,27,-2.733333000000000,-78.83333300000000,09/01/2019
06,Chimborazo,6,59,-1.674347000000000,-78.64829400000001,09/01/2019
05,Cotopaxi,4,52,-0.9333330000000000,-78.61666700000001,09/01/2019
07,El Oro,16,88,-3.266667000000000,-79.96666700000000,09/01/2019
08,Esmeraldas,4,53,1.050000000000000,-79.20000000000000,09/01/2019
20,Galápagos,0,2,-0.7999999999999999,-89.40000000000001,09/01/2019
09,Guayas,66,543,-2.183333000000000,-79.88333299999999,09/01/2019
10,Imbabura,4,66,0.3626780000000000,-78.13066700000000,09/01/2019
11,Loja,7,63,-3.983333000000000,-79.20000000000000,09/01/2019
12,Los Ríos,13,107,-1.800000000000000,-79.53333300000000,09/01/2019
13,Manabí,23,167,-1.056181000000000,-80.45521700000000,09/01/2019
14,Morona Santiago,0,10,-2.300000000000000,-78.11666700000001,09/01/2019
15,Napo,1,17,-0.9890000000000000,-77.81590000000000,09/01/2019
22,Orellana,2,6,-0.4666670000000000,-76.96666700000000,09/01/2019
16,Pastaza,1,4,-1.066667000000000,-78.00111099999999,09/01/2019
17,Pichincha,32,341,-0.2186110000000000,-78.50972200000000,09/01/2019
24,Santa Elena,5,39,-2.226700000000000,-80.85830000000000,09/01/2019
23,Sto. Domingo Tsáchilas,4,65,-0.2541670000000000,-79.17194400000000,09/01/2019
21,Sucumbíos,2,23,0.08472200000000002,-76.88277800000000,09/01/2019
18,Tungurahua,4,80,-1.241667000000000,-78.61972200000000,09/01/2019
19,Zamora Chinchipe,1,5,-4.120000000000000,-78.80000000000000,09/01/2019
01,Azuay,8,117,-2.897414000000000,-79.00448100000000,10/01/2019
02,Bolívar,1,26,-1.605556000000000,-79.00305600000000,10/01/2019
04,Carchi,2,22,0.8121800000000000,-77.71633000000000,10/01/2019
03,Cañar,6,33,-2.733333000000000,-78.83333300000000,10/01/2019
06,Chimborazo,14,73,-1.674347000000000,-78.64829400000001,10/01/2019
05,Cotopaxi,6,58,-0.9333330000000000,-78.61666700000001,10/01/2019
07,El Oro,5,93,-3.266667000000000,-79.96666700000000,10/01/2019
08,Esmeraldas,5,58,1.050000000000000,-79.20000000000000,10/01/2019
20,Galápagos,0,2,-0.7999999999999999,-89.40000000000001,10/01/2019
09,Guayas,55,598,-2.183333000000000,-79.88333299999999,10/01/2019
10,Imbabura,8,74,0.3626780000000000,-78.13066700000000,10/01/2019
11,Loja,7,70,-3.983333000000000,-79.20000000000000,10/01/2019
12,Los Ríos,12,119,-1.800000000000000,-79.53333300000000,10/01/2019
13,Manabí,21,188,-1.056181000000000,-80.45521700000000,10/01/2019
14,Morona Santiago,1,11,-2.300000000000000,-78.11666700000001,10/01/2019
15,Napo,1,18,-0.9890000000000000,-77.81590000000000,10/01/2019
22,Orellana,1,7,-0.4666670000000000,-76.96666700000000,10/01/2019
16,Pastaza,0,4,-1.066667000000000,-78.00111099999999,10/01/2019
17,Pichincha,48,389,-0.2186110000000000,-78.50972200000000,10/01/2019
24,Santa Elena,4,43,-2.226700000000000,-80.85830000000000,10/01/2019
23,Sto. Domingo Tsáchilas,14,79,-0.2541670000000000,-79.17194400000000,10/01/2019
21,Sucumbíos,1,24,0.08472200000000002,-76.88277800000000,10/01/2019
18,Tungurahua,7,87,-1.241667000000000,-78.61972200000000,10/01/2019
19,Zamora Chinchipe,3,8,-4.120000000000000,-78.80000000000000,10/01/2019
01,Azuay,19,136,-2.897414000000000,-79.00448100000000,11/01/2019
02,Bolívar,2,28,-1.605556000000000,-79.00305600000000,11/01/2019
04,Carchi,3,25,0.8121800000000000,-77.71633000000000,11/01/2019
03,Cañar,2,35,-2.733333000000000,-78.83333300000000,11/01/2019
06,Chimborazo,5,78,-1.674347000000000,-78.64829400000001,11/01/2019
05,Cotopaxi,8,66,-0.9333330000000000,-78.61666700000001,11/01/2019
07,El Oro,10,103,-3.266667000000000,-79.96666700000000,11/01/2019
08,Esmeraldas,7,65,1.050000000000000,-79.20000000000000,11/01/2019
20,Galápagos,1,3,-0.7999999999999999,-89.40000000000001,11/01/2019
09,Guayas,90,688,-2.183333000000000,-79.88333299999999,11/01/2019
10,Imbabura,7,81,0.3626780000000000,-78.13066700000000,11/01/2019
11,Loja,8,78,-3.983333000000000,-79.20000000000000,11/01/2019
12,Los Ríos,9,128,-1.800000000000000,-79.53333300000000,11/01/2019
13,Manabí,13,201,-1.056181000000000,-80.45521700000000,11/01/2019
14,Morona Santiago,1,12,-2.300000000000000,-78.11666700000001,11/01/2019
15,Napo,1,19,-0.9890000000000000,-77.81590000000000,11/01/2019
22,Orellana,0,7,-0.4666670000000000,-76.96666700000000,11/01/2019
16,Pastaza,1,5,-1.066667000000000,-78.00111099999999,11/01/2019
17,Pichincha,46,435,-0.2186110000000000,-78.50972200000000,11/01/2019
24,Santa Elena,2,45,-2.226700000000000,-80.85830000000000,11/01/2019
23,Sto. Domingo Tsáchilas,14,93,-0.2541670000000000,-79.17194400000000,11/01/2019
21,Sucumbíos,2,26,0.08472200000000002,-76.88277800000000,11/01/2019
18,Tungurahua,6,93,-1.241667000000000,-78.61972200000000,11/01/2019
19,Zamora Chinchipe,1,9,-4.120000000000000,-78.80000000000000,11/01/2019
01,Azuay,11,147,-2.897414000000000,-79.00448100000000,12/01/2019
02,Bolívar,2,30,-1.605556000000000,-79.00305600000000,12/01/2019
04,Carchi,3,28,0.8121800000000000,-77.71633000000000,12/01/2019
03,Cañar,5,40,-2.733333000000000,-78.83333300000000,12/01/2019
06,Chimborazo,4,82,-1.674347000000000,-78.64829400000001,12/01/2019
05,Cotopaxi,3,69,-0.9333330000000000,-78.61666700000001,12/01/2019
07,El Oro,6,109,-3.266667000000000,-79.96666700000000,12/01/2019
08,Esmeraldas,5,70,1.050000000000000,-79.20000000000000,12/01/2019
20,Galápagos,0,3,-0.7999999999999999,-89.40000000000001,12/01/2019
09,Guayas,67,755,-2.183333000000000,-79.88333299999999,12/01/2019
10,Imbabura,5,86,0.3626780000000000,-78.13066700000000,12/01/2019
11,Loja,1,79,-3.983333000000000,-79.20000000000000,12/01/2019
12,Los Ríos,9,137,-1.800000000000000,-79.53333300000000,12/01/2019
13,Manabí,15,216,-1.056181000000000,-80.45521700000000,12/01/2019
14,Morona Santiago,0,12,-2.300000000000000,-78.11666700000001,12/01/2019
15,Napo,0,19,-0.9890000000000000,-77.81590000000000,12/01/2019
22,Orellana,1,8,-0.4666670000000000,-76.96666700000000,12/01/2019
16,Pastaza,1,6,-1.066667000000000,-78.00111099999999,12/01/2019
17,Pichincha,50,485,-0.2186110000000000,-78.50972200000000,12/01/2019
24,Santa Elena,2,47,-2.226700000000000,-80.85830000000000,12/01/2019
23,Sto. Domingo Tsáchilas,7,100,-0.2541670000000000,-79.17194400000000,12/01/2019
21,Sucumbíos,2,28,0.08472200000000002,-76.88277800000000,12/01/2019
18,Tungurahua,2,95,-1.241667000000000,-78.61972200000000,12/01/2019
19,Zamora Chinchipe,0,9,-4.120000000000000,-78.80000000000000,12/01/2019
01,Azuay,12,159,-2.897414000000000,-79.00448100000000,13/01/2019
02,Bolívar,0,30,-1.605556000000000,-79.00305600000000,13/01/2019
04,Carchi,1,29,0.8121800000000000,-77.71633000000000,13/01/2019
03,Cañar,2,42,-2.733333000000000,-78.83333300000000,13/01/2019
06,Chimborazo,9,91,-1.674347000000000,-78.64829400000001,13/01/2019
05,Cotopaxi,6,75,-0.9333330000000000,-78.61666700000001,13/01/2019
07,El Oro,8,117,-3.266667000000000,-79.96666700000000,13/01/2019
08,Esmeraldas,3,73,1.050000000000000,-79.20000000000000,13/01/2019
20,Galápagos,0,3,-0.7999999999999999,-89.40000000000001,13/01/2019
09,Guayas,60,815,-2.183333000000000,-79.88333299999999,13/01/2019
10,Imbabura,5,91,0.3626780000000000,-78.13066700000000,13/01/2019
11,Loja,2,81,-3.983333000000000,-79.20000000000000,13/01/2019
12,Los Ríos,11,148,-1.800000000000000,-79.53333300000000,13/01/2019
13,Manabí,23,239,-1.056181000000000,-80.45521700000000,13/01/2019
14,Morona Santiago,1,13,-2.300000000000000,-78.11666700000001,13/01/2019
15,Napo,1,20,-0.9890000000000000,-77.81590000000000,13/01/2019
22,Orellana,2,10,-0.4666670000000000,-76.96666700000000,13/01/2019
16,Pastaza,1,7,-1.066667000000000,-78.00111099999999,13/01/2019
17,Pichincha,37,522,-0.2186110000000000,-78.50972200000000,13/01/2019
24,Santa Elena,3,50,-2.226700000000000,-80.85830000000000,13/01/2019
23,Sto. Domingo Tsáchilas,6,106,-0.2541670000000000,-79.17194400000000,13/01/2019
21,Sucumbíos,1,29,0.08472200000000002,-76.88277800000000,13/01/2019
18,Tungurahua,6,101,-1.241667000000000,-78.61972200000000,13/01/2019
19,Zamora Chinchipe,1,10,-4.120000000000000,-78.80000000000000,13/01/2019
01,Azuay,12,171,-2.897414000000000,-79.00448100000000,14/01/2019
02,Bolívar,2,32,-1.605556000000000,-79.00305600000000,14/01/2019
04,Carchi,2,31,0.8121800000000000,-77.71633000000000,14/01/2019
03,Cañar,0,42,-2.733333000000000,-78.83333300000000,14/01/2019
06,Chimborazo,7,98,-1.674347000000000,-78.64829400000001,14/01/2019
05,Cotopaxi,4,79,-0.9333330000000000,-78.61666700000001,14/01/2019
07,El Oro,8,125,-3.266667000000000,-79.96666700000000,14/01/2019
08,Esmeraldas,12,85,1.050000000000000,-79.20000000000000,14/01/2019
20,Galápagos,1,4,-0.7999999999999999,-89.40000000000001,14/01/2019
09,Guayas,66,881,-2.183333000000000,-79.88333299999999,14/01/2019
10,Imbabura,5,96,0.3626780000000000,-78.13066700000000,14/01/2019
11,Loja,3,84,-3.983333000000000,-79.20000000000000,14/01/2019
12,Los Ríos,7,155,-1.800000000000000,-79.53333300000000,14/01/2019
13,Manabí,26,265,-1.056181000000000,-80.45521700000000,14/01/2019
14,Morona Santiago,2,15,-2.300000000000000,-78.11666700000001,14/01/2019
15,Napo,2,22,-0.9890000000000000,-77.81590000000000,14/01/2019
22,Orellana,0,10,-0.4666670000000000,-76.96666700000000,14/01/2019
16,Pastaza,0,7,-1.066667000000000,-78.00111099999999,14/01/2019
17,Pichincha,33,555,-0.2186110000000000,-78.50972200000000,14/01/2019
24,Santa Elena,3,53,-2.226700000000000,-80.85830000000000,14/01/2019
23,Sto. Domingo Tsáchilas,9,115,-0.2541670000000000,-79.17194400000000,14/01/2019
21,Sucumbíos,1,30,0.08472200000000002,-76.88277800000000,14/01/2019
18,Tungurahua,5,106,-1.241667000000000,-78.61972200000000,14/01/2019
19,Zamora Chinchipe,1,11,-4.120000000000000,-78.80000000000000,14/01/2019
01,Azuay,18,189,-2.897414000000000,-79.00448100000000,15/01/2019
02,Bolívar,2,34,-1.605556000000000,-79.00305600000000,15/01/2019
04,Carchi,3,34,0.8121800000000000,-77.71633000000000,15/01/2019
03,Cañar,3,45,-2.733333000000000,-78.83333300000000,15/01/2019
06,Chimborazo,10,108,-1.674347000000000,-78.64829400000001,15/01/2019
05,Cotopaxi,3,82,-0.9333330000000000,-78.61666700000001,15/01/2019
07,El Oro,8,133,-3.266667000000000,-79.96666700000000,15/01/2019
08,Esmeraldas,6,91,1.050000000000000,-79.20000000000000,15/01/2019
20,Galápagos,0,4,-0.7999999999999999,-89.40000000000001,15/01/2019
09,Guayas,52,933,-2.183333000000000,-79.88333299999999,15/01/2019
10,Imbabura,8,104,0.3626780000000000,-78.13066700000000,15/01/2019
11,Loja,8,92,-3.983333000000000,-79.20000000000000,15/01/2019
12,Los Ríos,4,159,-1.800000000000000,-79.53333300000000,15/01/2019
13,Manabí,21,286,-1.056181000000000,-80.45521700000000,15/01/2019
14,Morona Santiago,1,16,-2.300000000000000,-78.11666700000001,15/01/2019
15,Napo,1,23,-0.9890000000000000,-77.81590000000000,15/01/2019
22,Orellana,1,11,-0.4666670000000000,-76.96666700000000,15/01/2019
16,Pastaza,0,7,-1.066667000000000,-78.00111099999999,15/01/2019
17,Pichincha,34,589,-0.2186110000000000,-78.50972200000000,15/01/2019
24,Santa Elena,6,59,-2.226700000000000,-80.85830000000000,15/01/2019
23,Sto. Domingo Tsáchilas,6,121,-0.2541670000000000,-79.17194400000000,15/01/2019
21,Sucumbíos,2,32,0.08472200000000002,-76.88277800000000,15/01/2019
18,Tungurahua,10,116,-1.241667000000000,-78.61972200000000,15/01/2019
19,Zamora Chinchipe,1,12,-4.120000000000000,-78.80000000000000,15/01/2019
01,Azuay,10,199,-2.897414000000000,-79.00448100000000,16/01/2019
02,Bolívar,2,36,-1.605556000000000,-79.00305600000000,16/01/2019
04,Carchi,4,38,0.8121800000000000,-77.71633000000000,16/01/2019
03,Cañar,1,46,-2.733333000000000,-78.83333300000000,16/01/2019
06,Chimborazo,5,113,-1.674347000000000,-78.64829400000001,16/01/2019
05,Cotopaxi,2,84,-0.9333330000000000,-78.61666700000001,16/01/2019
07,El Oro,10,143,-3.266667000000000,-79.96666700000000,16/01/2019
08,Esmeraldas,2,93,1.050000000000000,-79.20000000000000,16/01/2019
