provincia,canton,total,acumuladas,lat,lng,mes
Chimborazo,Alausí,15,15,-2.200000000000000,-78.84999999999999,1
Chimborazo,Chambo,3,3,-1.733333000000000,-78.58333300000000,1
Chimborazo,Chunchi,1,1,-2.283333000000000,-78.91666700000000,1
Chimborazo,Colta,10,10,-1.700000000000000,-78.75000000000000,1
Chimborazo,Cumandá,3,3,-2.200000000000000,-79.13333299999999,1
Chimborazo,Guamote,15,15,-1.933333000000000,-78.71666700000000,1
Chimborazo,Guano,11,11,-1.583333000000000,-78.63333299999999,1
Chimborazo,Pallatanga,3,3,-1.983333000000000,-78.95000000000000,1
Chimborazo,Penipe,2,2,-1.557300000000000,-78.53959999999999,1
Chimborazo,Riobamba,137,137,-1.674347000000000,-78.64829400000001,1
Cotopaxi,La Maná,8,8,-0.9300000000000000,-79.22000000000000,1
Cotopaxi,Latacunga,96,96,-0.9333330000000000,-78.61666700000001,1
Cotopaxi,Pangua,5,5,-1.133333000000000,-79.06666700000000,1
Cotopaxi,Pujilí,19,19,-0.9500000000000000,-78.69000000000000,1
Cotopaxi,Salcedo,24,24,-1.050000000000000,-78.58333300000000,1
Cotopaxi,Saquisilí,7,7,-0.8300000000000000,-78.67000000000000,1
Cotopaxi,Sigchos,5,5,-0.7000000000000000,-78.88333299999999,1
El Oro,Arenillas,6,6,-3.550000000000000,-80.06000000000000,1
El Oro,Atahualpa,1,1,-2.900000000000000,-78.93333300000000,1
El Oro,Balsas,1,1,-3.762600000000000,-79.82530000000000,1
El Oro,Chilla,1,1,-3.450000000000000,-79.58000000000000,1
El Oro,El Guabo,11,11,-3.238800000000000,-79.82920000000000,1
El Oro,Huaquillas,17,17,-3.481380000000000,-80.24320700000000,1
El Oro,Las Lajas,2,2,-3.785000000000000,-80.06166700000000,1
El Oro,Machala,132,132,-3.266667000000000,-79.96666700000000,1
El Oro,Marcabelí,4,4,-3.786000000000001,-79.89780000000000,1
El Oro,Pasaje,32,32,-3.326900000000000,-79.80490000000000,1
El Oro,Piñas,16,16,-3.666667000000000,-79.65000000000001,1
El Oro,Portovelo,8,8,-3.720000000000000,-79.62000000000000,1
El Oro,Santa Rosa,24,24,-3.452222000000000,-79.96166700000001,1
El Oro,Zaruma,10,10,-3.433333000000000,-79.59999999999999,1
Esmeraldas,Atacames,6,6,0.8666670000000000,-79.83333300000000,1
Esmeraldas,Eloy Alfaro,4,4,1.250000000000000,-79,1
Esmeraldas,Esmeraldas,104,104,1.050000000000000,-79.20000000000000,1
Esmeraldas,Muisne,4,4,0.6067000000000000,-80.01830000000000,1
Esmeraldas,Quinindé,27,27,0.3300000000000000,-79.48000000000000,1
Esmeraldas,Rioverde,5,5,1.060200000000000,-79.40440000000000,1
Esmeraldas,San Lorenzo,7,7,1.265800000000000,-78.84139999999999,1
Galápagos,Isabela,0,0,-0.4724000000000000,-90.68110000000000,1
Galápagos,San Cristóbal,2,2,-0.7999999999999999,-89.40000000000001,1
Galápagos,Santa Cruz,3,3,-0.6333330000000000,-90.36666700000001,1
Guayas,Alfredo Baquerizo Moreno,3,3,-1.916667000000000,-79.51666700000000,1
Guayas,Balao,5,5,-2.910000000000000,-79.81000000000000,1
Guayas,Balzar,23,23,-1.360000000000000,-79.90000000000001,1
Guayas,Colimes,12,12,-1.550000000000000,-80.01666700000000,1
Guayas,Coronel Marcelino Maridueña,1,1,-2.200000000000000,-79.42000000000000,1
Guayas,Daule,50,50,-1.866667000000000,-79.98333300000000,1
Guayas,Durán,52,52,-2.166667000000000,-79.83333300000000,1
Guayas,El Triunfo,10,10,-2.330000000000000,-79.40000000000001,1
Guayas,Empalme,23,23,-1.046111000000000,-79.63361100000000,1
Guayas,General Antonio Elizalde,2,2,-2.200000000000000,-79.17000000000000,1
Guayas,Guayaquil,1520,1520,-2.183333000000000,-79.88333299999999,1
Guayas,Isidro Ayora,3,3,-1.883333000000000,-80.16666700000000,1
Guayas,Lomas de Sargentillo,5,5,-1.883333000000000,-80.08333300000000,1
Guayas,Milagro,100,100,-2.126944000000000,-79.59916699999999,1
Guayas,Naranjal,19,19,-2.672800000000000,-79.61499999999999,1
Guayas,Naranjito,25,25,-2.173000000000000,-79.46710000000000,1
Guayas,Nobol,5,5,-1.916671000000000,-80.01153900000000,1
Guayas,Palestina,6,6,-1.626300000000000,-79.97700000000000,1
Guayas,Pedro Carbo,26,26,-1.833333000000000,-80.23333300000000,1
Guayas,Playas,16,16,-2.623330000000000,-80.38750000000000,1
Guayas,Salitre,27,27,-1.829444000000000,-79.81555600000000,1
Guayas,Samborondón,18,18,-2.183333000000000,-79.88333299999999,1
Guayas,San Jacinto De Yaguachi,11,11,-2.120000000000000,-79.69000000000000,1
Guayas,Santa Lucía,12,12,-1.713889000000000,-79.98500000000000,1
Guayas,Simón Bolivar,5,5,-2.156667000000000,-79.88750000000000,1
Imbabura,Antonio Ante,12,12,0.3200000000000000,-78.20999999999999,1
Imbabura,Cotacachi,15,15,0.3000000000000000,-78.26666700000000,1
Imbabura,Ibarra,115,115,0.3626780000000000,-78.13066700000000,1
Imbabura,Otavalo,45,45,0.2333330000000000,-78.26666700000000,1
Imbabura,Pimampiro,12,12,0.4000000000000000,-77.97000000000000,1
Imbabura,San Miguel de Urcuquí,4,4,0.5200000000000000,-78.20000000000000,1
Loja,Calvas,9,9,-4.320000000000000,-79.56000000000000,1
Loja,Catamayo,8,8,-3.980000000000000,-79.34999999999999,1
Loja,Celica,4,4,-4.102500000000000,-79.95444400000000,1
Loja,Chaguarpamba,3,3,-3.850000000000000,-79.65000000000001,1
Loja,Espíndola,7,7,-4.583056000000000,-79.42694400000001,1
Loja,Gonzanamá,8,8,-4.231389000000000,-79.43527800000000,1
Loja,Loja,131,131,-3.983333000000001,-79.20000000000000,1
Loja,Macará,3,3,-4.383333000000000,-79.95000000000000,1
Loja,Olmedo,2,2,-3.934000000000000,-79.64800000000000,1
Loja,Paltas,12,12,-4.050000000000002,-79.65000000000001,1
Loja,Pindal,1,1,-4.116100000000000,-80.10760000000001,1
Loja,Puyango,2,2,-3.870000000000000,-80.09000000000000,1
Loja,Quilanga,0,0,-4.298000000000000,-79.39860000000000,1
Loja,Saraguro,9,9,-3.625300000000000,-79.24110000000000,1
Loja,Sozoranga,1,1,-4.327778000000000,-79.78972200000000,1
Loja,Zapotillo,1,1,-4.386360000000002,-80.24360000000000,1
Los Ríos,Baba,11,11,-1.784167000000000,-79.67666699999999,1
Los Ríos,Babahoyo,96,96,-1.800000000000000,-79.53333300000000,1
Los Ríos,Buena Fe,16,16,-0.8985719999999999,-79.48891600000000,1
Los Ríos,Mocache,7,7,-1.183850000000000,-79.50552999999999,1
Los Ríos,Montalvo,5,5,-1.793800000000000,-79.28570000000001,1
Los Ríos,Palenque,4,4,-1.432800000000000,-79.74950000000000,1
Los Ríos,Puebloviejo,6,6,-1.550000000000000,-79.53388900000000,1
Los Ríos,Quevedo,93,93,-1.033333000000000,-79.45000000000000,1
Los Ríos,Quinsaloma,7,7,-1.206200000000000,-79.31450000000000,1
Los Ríos,Urdaneta,5,5,-1.570556000000000,-79.47111099999999,1
Los Ríos,Valencia,12,12,-0.9525000000000000,-79.35310000000000,1
Los Ríos,Ventanas,33,33,-1.450000000000000,-79.47000000000000,1
Los Ríos,Vinces,22,22,-1.558333000000000,-79.75000000000000,1
Manabí,Bolívar,16,16,-0.8419440000000000,-80.16194400000001,1
Manabí,Chone,59,59,-0.6833330000000000,-80.09999999999999,1
Manabí,El Carmen,37,37,-1.314700000000000,-80.01690000000001,1
Manabí,Flavio Alfaro,9,9,-0.4054000000000000,-79.90580000000000,1
Manabí,Jama,5,5,-0.2014000000000000,-80.26590000000000,1
Manabí,Jaramijó,3,3,-0.9487300000000000,-80.63630000000001,1
Manabí,Jipijapa,40,40,-1.333330000000000,-80.58329999999999,1
Manabí,Junín,3,3,-0.9291600000000000,-80.20569000000000,1
Manabí,Manta,122,122,-0.9500220000000000,-80.71620000000000,1
Manabí,Montecristi,19,19,-1.033330000000000,-80.65000000000001,1
Manabí,Olmedo,1,1,-1.396111000000000,-80.20611100000001,1
Manabí,Paján,13,13,-1.570000000000000,-80.42000000000000,1
Manabí,Pedernales,23,23,0.07010000000000001,-80.05360000000000,1
Manabí,Pichincha,11,11,-1.047300000000000,-79.81860000000000,1
Manabí,Portoviejo,175,175,-1.056181000000000,-80.45521700000000,1
Manabí,Puerto López,2,2,-1.566667000000000,-80.81666700000000,1
Manabí,Rocafuerte,12,12,-0.9200000000000000,-80.45999999999999,1
Manabí,San Vicente,9,9,-0.5892999999999999,-80.40880000000000,1
Manabí,Santa Ana,12,12,-1.206900000000000,-80.37090000000001,1
Manabí,Sucre,24,24,-0.6000000000000000,-80.41666700000000,1
Manabí,Tosagua,8,8,-0.7800000000000000,-80.26000000000001,1
Manabí,Veinticuatro de Mayo,5,5,-1.278889000000000,-80.42000000000000,1
Morona Santiago,Gualaquiza,5,5,-3.380000000000000,-78.58000000000000,1
Morona Santiago,Huamboya,0,0,-1.785000000000000,-78.23194400000000,1
Morona Santiago,Limón Indanza,2,2,-2.966250000000000,-78.43052800000000,1
Morona Santiago,Logroño,1,1,-2.624800000000000,-78.18960000000000,1
Morona Santiago,Morona,21,21,-2.300000000000000,-78.11666700000001,1
Morona Santiago,Palora,0,0,-1.700000000000000,-77.94000000000000,1
Morona Santiago,San Juan Bosco,0,0,-3.092300000000000,-78.51320000000000,1
Morona Santiago,Santiago,5,5,-3.429800000000000,-78.56560000000000,1
Morona Santiago,Sucúa,4,4,-2.460000000000000,-78.17000000000000,1
Morona Santiago,Taisha,2,2,-2.339950000000000,-77.45808000000000,1
Morona Santiago,Tiwintza,1,1,-2.917670000000000,-77.80170000000000,1
Napo,Archidona,6,6,-0.9166670000000000,-77.78333300000000,1
Napo,Carlos Julio Arosemena Tola,1,1,-1.166667000000000,-77.84999999999999,1
Napo,El Chaco,2,2,-0.3402780000000000,-77.80888899999999,1
Napo,Quijos,3,3,-0.4636110000000000,-77.89277800000001,1
Napo,Tena,21,21,-0.9890000000000000,-77.81590000000000,1
Orellana,Aguarico,0,0,-0.9211110000000000,-75.39916700000001,1
Orellana,La Joya de los Sachas,6,6,-0.3000000000000000,-76.84999999999999,1
Orellana,Loreto,4,4,-0.6904000000000000,-77.30830000000000,1
Orellana,Orellana,19,19,-0.4666670000000000,-76.96666700000000,1
Pastaza,Arajuno,1,1,-1.234370000000000,-77.68750000000000,1
Pastaza,Mera,2,2,-1.460000000000000,-78.09000000000000,1
Pastaza,Pastaza,16,16,-1.066667000000000,-78.00111099999999,1
Pastaza,Santa Clara,1,1,-1.267100000000000,-77.88820000000000,1
Pichincha,Cayambe,19,19,0.04388900000000000,-78.15610000000000,1
Pichincha,Mejía,18,18,-0.5101000000000000,-78.56980000000000,1
Pichincha,Pedro Moncayo,6,6,0.04369700000000000,-78.34923999999999,1
Pichincha,Pedro Vicente Maldonado,1,1,0.1666670000000000,-79,1
Pichincha,Puerto Quito,11,11,0.1170000000000000,-79.26400000000000,1
Pichincha,Quito,1147,1147,-0.2186110000000000,-78.50972200000000,1
Pichincha,Rumiñahui,28,28,-0.3345000000000000,-78.44750000000001,1
Pichincha,San Miguel de Los Bancos,0,0,0.02300000000000000,-78.89200000000000,1
Santa Elena,La Libertad,16,16,-2.233333000000000,-80.90000000000001,1
Santa Elena,Salinas,32,32,-2.216667000000000,-80.95000000000000,1
Santa Elena,Santa Elena,71,71,-2.226700000000000,-80.85830000000000,1
Sto. Domingo Tsáchilas,La Concordia,10,10,0.002300000000000000,-79.38460000000001,1
Sto. Domingo Tsáchilas,Santo Domingo,215,215,-0.2541670000000000,-79.17194400000000,1
Sucumbíos,Cascales,2,2,-0.06750000000000000,-77.21694400000000,1
Sucumbíos,Cuyabeno,0,0,-0.1288890000000000,-76.41388900000000,1
Sucumbíos,Gonzalo Pizarro,3,3,0.04700000000000000,-77.32280000000000,1
Sucumbíos,Lago Agrio,43,43,0.08472200000000002,-76.88277800000000,1
Sucumbíos,Putumayo,1,1,0.1000000000000000,-75.84999999999999,1
Sucumbíos,Shushufindi,5,5,-0.1871000000000000,-76.64500000000000,1
Sucumbíos,Sucumbíos,2,2,0.4592000000000000,-77.52300000000000,1
Tungurahua,Ambato,192,192,-1.241667000000000,-78.61972200000000,1
Tungurahua,Baños,7,7,-1.396389000000000,-78.42472200000000,1
Tungurahua,Cevallos,0,0,-1.350000000000000,-78.61666700000001,1
Tungurahua,Mocha,0,0,-1.416667000000000,-78.66666700000000,1
Tungurahua,Patate,0,0,-1.316667000000000,-78.51666700000000,1
Tungurahua,Pelileo,16,16,-1.327500000000000,-78.54083300000001,1
Tungurahua,Píllaro,13,13,-1.175833000000000,-78.55527800000000,1
Tungurahua,Quero,8,8,-1.379300000000000,-78.60700000000000,1
Tungurahua,Tisaleo,3,3,-1.350000000000000,-78.66666700000000,1
Zamora Chinchipe,Centinela del Cóndor,3,3,-3.894910000000000,-78.78140999999999,1
Zamora Chinchipe,Chinchipe,3,3,-4.862800000000000,-79.13280000000000,1
Zamora Chinchipe,El Pangui,4,4,-3.624900000000000,-78.58710000000001,1
Zamora Chinchipe,Nangaritza,0,0,-4.048333000000000,-78.68222200000000,1
Zamora Chinchipe,Palanda,1,1,-4.649800000000000,-79.13209999999999,1
Zamora Chinchipe,Paquisha,2,2,-3.932750000000000,-78.67426000000000,1
Zamora Chinchipe,Yacuambi,0,0,-3.634440000000000,-78.92810000000000,1
Zamora Chinchipe,Yantzaza,2,2,-3.850000000000000,-78.75000000000000,1
Zamora Chinchipe,Zamora,10,10,-4.120000000000000,-78.80000000000000,1
Azuay,Camilo Ponce Enríquez,3,33,-3.050000000000000,-79.73333300000000,10
Azuay,Chordeleg,3,46,-2.933333000000000,-78.76666700000000,10
Azuay,Cuenca,240,2595,-2.897414000000000,-79.00448100000000,10
Azuay,El Pan,1,11,-2.786111000000000,-78.66500000000001,10
Azuay,Girón,4,50,-3.159028000000000,-79.14756800000001,10
Azuay,Guachapala,1,7,-2.769000000000000,-78.70900000000000,10
Azuay,Gualaceo,16,200,-2.900000000000000,-78.78333300000000,10
Azuay,Nabón,3,58,-3.336060000000000,-79.06368000000001,10
Azuay,Oña,4,20,-3.469640000000000,-79.15431000000000,10
Azuay,Paute,7,81,-2.781800000000000,-78.76000000000001,10
Azuay,Pucará,6,24,-3.233780000000000,-79.46120000000001,10
Azuay,San Fernando,2,6,-3.144500000000000,-79.25200000000000,10
Azuay,Santa Isabel,6,70,-3.274170000000000,-79.31560000000000,10
Azuay,Sevilla de Oro,1,13,-2.799833000000000,-78.65569400000000,10
Azuay,Sígsig,9,107,-3.089700000000000,-78.80320000000000,10
Bolívar,Caluma,4,55,-1.633330000000000,-79.25000000000000,10
Bolívar,Chillanes,3,55,-1.933333000000000,-79.06666700000000,10
Bolívar,Chimbo,3,38,-1.700000000000000,-79.01666700000000,10
Bolívar,Echeandía,3,39,-1.433330000000000,-79.26667000000000,10
Bolívar,Guaranda,40,392,-1.605556000000000,-79.00305600000000,10
Bolívar,Las Naves,0,8,-1.283330000000000,-79.30000000000000,10
Bolívar,San Miguel,8,110,-1.700000000000000,-79.03333300000000,10
Carchi,Bolivar,5,56,0.5070990000000000,-77.86245400000000,10
Carchi,Espejo,2,49,0.6210000000000000,-77.94000000000000,10
Carchi,Mira,7,43,0.5538999999999998,-78.04930000000000,10
Carchi,Montúfar,11,88,0.6100000000000000,-77.84000000000000,10
Carchi,San Pedro de Huaca,2,26,0.6311110000000000,-77.72527800000000,10
Carchi,Tulcán,39,353,0.8121800000000000,-77.71633000000000,10
Cañar,Azogues,46,431,-2.733333000000000,-78.83333300000000,10
Cañar,Biblían,4,85,-2.710000000000000,-78.88000000000000,10
Cañar,Cañar,21,188,-2.483700000000000,-78.97839999999999,10
Cañar,Déleg,1,29,-2.772600000000000,-78.91830000000000,10
Cañar,El Tambo,6,37,-2.508100000000000,-78.92489999999999,10
Cañar,La Troncal,19,167,-2.400000000000000,-79.33000000000000,10
Cañar,Suscal,0,17,-2.436400000000000,-79.05220000000000,10
Chimborazo,Alausí,14,158,-2.200000000000000,-78.84999999999999,10
Chimborazo,Chambo,2,32,-1.733333000000000,-78.58333300000000,10
Chimborazo,Chunchi,3,49,-2.283333000000000,-78.91666700000000,10
Chimborazo,Colta,12,146,-1.700000000000000,-78.75000000000000,10
Chimborazo,Cumandá,0,33,-2.200000000000000,-79.13333299999999,10
Chimborazo,Guamote,13,129,-1.933333000000000,-78.71666700000000,10
Chimborazo,Guano,12,116,-1.583333000000000,-78.63333299999999,10
Chimborazo,Pallatanga,6,51,-1.983333000000000,-78.95000000000000,10
Chimborazo,Penipe,3,26,-1.557300000000000,-78.53959999999999,10
Chimborazo,Riobamba,137,1265,-1.674347000000000,-78.64829400000001,10
Cotopaxi,La Maná,10,116,-0.9300000000000000,-79.22000000000000,10
Cotopaxi,Latacunga,79,890,-0.9333330000000000,-78.61666700000001,10
Cotopaxi,Pangua,4,56,-1.133333000000000,-79.06666700000000,10
Cotopaxi,Pujilí,23,187,-0.9500000000000000,-78.69000000000000,10
Cotopaxi,Salcedo,17,205,-1.050000000000000,-78.58333300000000,10
Cotopaxi,Saquisilí,8,77,-0.8300000000000000,-78.67000000000000,10
Cotopaxi,Sigchos,5,54,-0.7000000000000000,-78.88333299999999,10
El Oro,Arenillas,3,68,-3.550000000000000,-80.06000000000000,10
El Oro,Atahualpa,3,21,-2.900000000000000,-78.93333300000000,10
El Oro,Balsas,2,13,-3.762600000000000,-79.82530000000000,10
El Oro,Chilla,0,6,-3.450000000000000,-79.58000000000000,10
El Oro,El Guabo,15,150,-3.238800000000000,-79.82920000000000,10
El Oro,Huaquillas,17,143,-3.481380000000000,-80.24320700000000,10
El Oro,Las Lajas,0,11,-3.785000000000000,-80.06166700000000,10
El Oro,Machala,126,1298,-3.266667000000000,-79.96666700000000,10
El Oro,Marcabelí,3,20,-3.786000000000001,-79.89780000000000,10
El Oro,Pasaje,29,239,-3.326900000000000,-79.80490000000000,10
El Oro,Piñas,21,225,-3.666667000000000,-79.65000000000001,10
El Oro,Portovelo,6,38,-3.720000000000000,-79.62000000000000,10
El Oro,Santa Rosa,13,226,-3.452222000000000,-79.96166700000001,10
El Oro,Zaruma,6,87,-3.433333000000000,-79.59999999999999,10
Esmeraldas,Atacames,8,80,0.8666670000000000,-79.83333300000000,10
Esmeraldas,Eloy Alfaro,5,48,1.250000000000000,-79,10
Esmeraldas,Esmeraldas,97,902,1.050000000000000,-79.20000000000000,10
Esmeraldas,Muisne,6,44,0.6067000000000000,-80.01830000000000,10
Esmeraldas,Quinindé,28,250,0.3300000000000000,-79.48000000000000,10
Esmeraldas,Rioverde,1,31,1.060200000000000,-79.40440000000000,10
Esmeraldas,San Lorenzo,7,93,1.265800000000000,-78.84139999999999,10
Galápagos,Isabela,0,3,-0.4724000000000000,-90.68110000000000,10
Galápagos,San Cristóbal,3,10,-0.7999999999999999,-89.40000000000001,10
Galápagos,Santa Cruz,1,20,-0.6333330000000000,-90.36666700000001,10
Guayas,Alfredo Baquerizo Moreno,10,69,-1.916667000000000,-79.51666700000000,10
Guayas,Balao,3,47,-2.910000000000000,-79.81000000000000,10
Guayas,Balzar,17,196,-1.360000000000000,-79.90000000000001,10
Guayas,Colimes,10,77,-1.550000000000000,-80.01666700000000,10
Guayas,Coronel Marcelino Maridueña,2,15,-2.200000000000000,-79.42000000000000,10
Guayas,Daule,43,475,-1.866667000000000,-79.98333300000000,10
Guayas,Durán,52,484,-2.166667000000000,-79.83333300000000,10
Guayas,El Triunfo,9,154,-2.330000000000000,-79.40000000000001,10
Guayas,Empalme,11,222,-1.046111000000000,-79.63361100000000,10
Guayas,General Antonio Elizalde,1,23,-2.200000000000000,-79.17000000000000,10
Guayas,Guayaquil,1317,13687,-2.183333000000000,-79.88333299999999,10
Guayas,Isidro Ayora,3,25,-1.883333000000000,-80.16666700000000,10
Guayas,Lomas de Sargentillo,2,68,-1.883333000000000,-80.08333300000000,10
Guayas,Milagro,75,852,-2.126944000000000,-79.59916699999999,10
Guayas,Naranjal,24,201,-2.672800000000000,-79.61499999999999,10
Guayas,Naranjito,10,117,-2.173000000000000,-79.46710000000000,10
Guayas,Nobol,9,63,-1.916671000000000,-80.01153900000000,10
Guayas,Palestina,6,52,-1.626300000000000,-79.97700000000000,10
Guayas,Pedro Carbo,15,154,-1.833333000000000,-80.23333300000000,10
Guayas,Playas,19,172,-2.623330000000000,-80.38750000000000,10
Guayas,Salitre,16,190,-1.829444000000000,-79.81555600000000,10
Guayas,Samborondón,17,208,-2.183333000000000,-79.88333299999999,10
Guayas,San Jacinto De Yaguachi,12,128,-2.120000000000000,-79.69000000000000,10
Guayas,Santa Lucía,18,145,-1.713889000000000,-79.98500000000000,10
Guayas,Simón Bolivar,3,50,-2.156667000000000,-79.88750000000000,10
Imbabura,Antonio Ante,10,124,0.3200000000000000,-78.20999999999999,10
Imbabura,Cotacachi,11,135,0.3000000000000000,-78.26666700000000,10
Imbabura,Ibarra,108,1005,0.3626780000000000,-78.13066700000000,10
Imbabura,Otavalo,21,344,0.2333330000000000,-78.26666700000000,10
Imbabura,Pimampiro,4,43,0.4000000000000000,-77.97000000000000,10
Imbabura,San Miguel de Urcuquí,4,51,0.5200000000000000,-78.20000000000000,10
Loja,Calvas,14,103,-4.320000000000000,-79.56000000000000,10
Loja,Catamayo,8,94,-3.980000000000000,-79.34999999999999,10
Loja,Celica,4,43,-4.102500000000000,-79.95444400000000,10
Loja,Chaguarpamba,1,21,-3.850000000000000,-79.65000000000001,10
Loja,Espíndola,9,57,-4.583056000000000,-79.42694400000001,10
Loja,Gonzanamá,3,44,-4.231389000000000,-79.43527800000000,10
Loja,Loja,118,1235,-3.983333000000001,-79.20000000000000,10
Loja,Macará,7,50,-4.383333000000000,-79.95000000000000,10
Loja,Olmedo,4,14,-3.934000000000000,-79.64800000000000,10
Loja,Paltas,5,91,-4.050000000000002,-79.65000000000001,10
Loja,Pindal,2,23,-4.116100000000000,-80.10760000000001,10
Loja,Puyango,5,43,-3.870000000000000,-80.09000000000000,10
Loja,Quilanga,0,11,-4.298000000000000,-79.39860000000000,10
Loja,Saraguro,13,114,-3.625300000000000,-79.24110000000000,10
Loja,Sozoranga,4,24,-4.327778000000000,-79.78972200000000,10
Loja,Zapotillo,5,37,-4.386360000000002,-80.24360000000000,10
Los Ríos,Baba,17,127,-1.784167000000000,-79.67666699999999,10
Los Ríos,Babahoyo,91,884,-1.800000000000000,-79.53333300000000,10
Los Ríos,Buena Fe,9,178,-0.8985719999999999,-79.48891600000000,10
Los Ríos,Mocache,9,91,-1.183850000000000,-79.50552999999999,10
Los Ríos,Montalvo,6,77,-1.793800000000000,-79.28570000000001,10
Los Ríos,Palenque,6,58,-1.432800000000000,-79.74950000000000,10
Los Ríos,Puebloviejo,5,96,-1.550000000000000,-79.53388900000000,10
Los Ríos,Quevedo,86,804,-1.033333000000000,-79.45000000000000,10
Los Ríos,Quinsaloma,3,48,-1.206200000000000,-79.31450000000000,10
Los Ríos,Urdaneta,10,98,-1.570556000000000,-79.47111099999999,10
Los Ríos,Valencia,2,80,-0.9525000000000000,-79.35310000000000,10
Los Ríos,Ventanas,19,228,-1.450000000000000,-79.47000000000000,10
Los Ríos,Vinces,32,302,-1.558333000000000,-79.75000000000000,10
Manabí,Bolívar,16,135,-0.8419440000000000,-80.16194400000001,10
Manabí,Chone,61,476,-0.6833330000000000,-80.09999999999999,10
Manabí,El Carmen,31,315,-1.314700000000000,-80.01690000000001,10
Manabí,Flavio Alfaro,8,80,-0.4054000000000000,-79.90580000000000,10
Manabí,Jama,4,42,-0.2014000000000000,-80.26590000000000,10
Manabí,Jaramijó,8,37,-0.9487300000000000,-80.63630000000001,10
Manabí,Jipijapa,31,274,-1.333330000000000,-80.58329999999999,10
Manabí,Junín,3,41,-0.9291600000000000,-80.20569000000000,10
Manabí,Manta,127,1307,-0.9500220000000000,-80.71620000000000,10
Manabí,Montecristi,19,170,-1.033330000000000,-80.65000000000001,10
Manabí,Olmedo,5,32,-1.396111000000000,-80.20611100000001,10
Manabí,Paján,13,142,-1.570000000000000,-80.42000000000000,10
Manabí,Pedernales,9,100,0.07010000000000001,-80.05360000000000,10
Manabí,Pichincha,8,72,-1.047300000000000,-79.81860000000000,10
Manabí,Portoviejo,157,1480,-1.056181000000000,-80.45521700000000,10
Manabí,Puerto López,5,65,-1.566667000000000,-80.81666700000000,10
Manabí,Rocafuerte,16,123,-0.9200000000000000,-80.45999999999999,10
Manabí,San Vicente,8,63,-0.5892999999999999,-80.40880000000000,10
Manabí,Santa Ana,12,123,-1.206900000000000,-80.37090000000001,10
Manabí,Sucre,23,214,-0.6000000000000000,-80.41666700000000,10
Manabí,Tosagua,13,100,-0.7800000000000000,-80.26000000000001,10
Manabí,Veinticuatro de Mayo,9,100,-1.278889000000000,-80.42000000000000,10
Morona Santiago,Gualaquiza,6,56,-3.380000000000000,-78.58000000000000,10
Morona Santiago,Huamboya,4,13,-1.785000000000000,-78.23194400000000,10
Morona Santiago,Limón Indanza,1,27,-2.966250000000000,-78.43052800000000,10
Morona Santiago,Logroño,1,13,-2.624800000000000,-78.18960000000000,10
