provincia,provincia_poblacion,canton,canton_poblacion,lat,lng,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
Guayas,4387434,Lomas de Sargentillo,24220,-1.883333000000000,-80.08333300000000,5,10,17,27,35,43,47,56,56,62,69,74
Guayas,4387434,Milagro,199835,-2.126944000000000,-79.59916699999999,169,322,510,691,838,967,1085,1174,1255,1357,1440,1542
Guayas,4387434,Naranjal,95052,-2.672800000000000,-79.61499999999999,27,54,99,134,163,195,220,239,259,286,309,327
Guayas,4387434,Naranjito,43862,-2.173000000000000,-79.46710000000000,19,40,66,86,112,123,135,141,154,168,187,201
Guayas,4387434,Nobol,26444,-1.916671000000000,-80.01153900000000,8,17,29,41,51,59,73,81,89,96,105,112
Guayas,4387434,Palestina,18451,-1.626300000000000,-79.97700000000000,6,11,20,25,37,42,52,58,63,66,70,79
Guayas,4387434,Pedro Carbo,51802,-1.833333000000000,-80.23333300000000,23,42,85,113,142,167,192,213,231,248,263,277
Guayas,4387434,Playas,59628,-2.623330000000000,-80.38750000000000,26,49,80,116,139,160,180,199,212,243,269,295
Guayas,4387434,Salitre,65765,-1.829444000000000,-79.81555600000000,24,45,74,120,139,164,177,206,235,269,291,309
Guayas,4387434,Samborondón,102404,-2.183333000000000,-79.88333299999999,41,76,106,146,180,206,233,251,274,294,316,335
Guayas,4387434,San Jacinto De Yaguachi,78204,-2.120000000000000,-79.69000000000000,19,44,82,121,142,170,192,208,223,247,266,288
Guayas,4387434,Santa Lucía,45004,-1.713889000000000,-79.98500000000000,15,30,44,73,96,111,132,154,166,174,202,218
Guayas,4387434,Simón Bolivar,32224,-2.156667000000000,-79.88750000000000,5,9,17,31,41,45,55,62,66,76,83,91
Imbabura,476257,Antonio Ante,54311,0.3200000000000000,-78.20999999999999,19,36,55,78,99,115,130,145,157,170,186,202
Imbabura,476257,Cotacachi,44203,0.3000000000000000,-78.26666700000000,22,39,53,65,82,101,117,126,148,167,185,201
Imbabura,476257,Ibarra,221149,0.3626780000000000,-78.13066700000000,166,310,467,690,945,1098,1240,1349,1461,1557,1662,1766
Imbabura,476257,Otavalo,125785,0.2333330000000000,-78.26666700000000,54,99,146,199,256,300,345,389,426,455,496,527
Imbabura,476257,Pimampiro,13269,0.4000000000000000,-77.97000000000000,9,18,25,36,40,44,51,55,60,65,74,86
Imbabura,476257,San Miguel de Urcuquí,17540,0.5200000000000000,-78.20000000000000,5,10,16,23,29,34,39,46,52,57,63,70
Loja,521154,Calvas,29565,-4.320000000000000,-79.56000000000000,19,34,59,96,119,138,150,166,176,185,193,206
Loja,521154,Catamayo,35961,-3.980000000000000,-79.34999999999999,16,25,40,62,76,92,104,117,126,133,144,161
Loja,521154,Celica,16160,-4.102500000000000,-79.95444400000000,3,11,23,34,41,41,50,54,59,61,67,71
Loja,521154,Chaguarpamba,6620,-3.850000000000000,-79.65000000000001,3,9,13,16,19,23,23,24,27,29,30,33
Loja,521154,Espíndola,14209,-4.583056000000000,-79.42694400000001,7,9,17,27,36,42,49,56,64,68,74,78
Loja,521154,Gonzanamá,10953,-4.231389000000000,-79.43527800000000,6,12,19,31,42,48,52,56,60,67,72,79
Loja,521154,Loja,274112,-3.983333000000000,-79.20000000000000,141,312,612,925,1125,1272,1410,1548,1685,1822,1950,2068
Loja,521154,Macará,20269,-4.383333000000000,-79.95000000000000,6,17,32,49,70,82,91,94,100,105,111,117
Loja,521154,Olmedo,4220,-3.934000000000000,-79.64800000000000,3,5,7,11,12,14,17,19,21,22,23,23
Loja,521154,Paltas,23471,-4.050000000000000,-79.65000000000001,14,33,59,85,100,113,126,133,141,155,166,171
Loja,521154,Pindal,10540,-4.116100000000000,-80.10760000000001,0,1,5,15,24,25,27,29,32,35,36,37
Loja,521154,Puyango,15925,-3.870000000000000,-80.09000000000000,7,19,26,38,46,52,59,67,76,87,94,100
Loja,521154,Quilanga,4197,-4.298000000000000,-79.39860000000000,2,3,6,8,10,14,17,19,20,22,24,31
Loja,521154,Saraguro,33506,-3.625300000000000,-79.24110000000000,17,35,55,83,98,113,122,140,153,164,174,188
Loja,521154,Sozoranga,7121,-4.327778000000000,-79.78972200000000,2,3,8,11,15,16,19,21,23,24,25,30
Loja,521154,Zapotillo,14325,-4.386360000000000,-80.24360000000000,4,9,13,20,26,31,32,35,37,37,43,47
Los Ríos,921763,Baba,43429,-1.784167000000000,-79.67666699999999,20,42,57,74,93,108,125,138,157,182,197,212
Los Ríos,921763,Babahoyo,175281,-1.800000000000000,-79.53333300000000,133,269,422,601,758,862,951,1034,1117,1197,1291,1393
Los Ríos,921763,Buena Fe,83654,-0.8985720000000000,-79.48891600000000,29,63,100,148,185,211,240,264,279,302,317,333
Los Ríos,921763,Mocache,43316,-1.183850000000000,-79.50552999999999,4,16,30,43,65,75,82,96,105,125,139,147
Los Ríos,921763,Montalvo,28720,-1.793800000000000,-79.28570000000001,19,30,40,47,54,72,83,87,90,94,103,110
Los Ríos,921763,Palenque,23638,-1.432800000000000,-79.74950000000000,7,12,24,34,44,51,59,65,75,84,88,98
Los Ríos,921763,Puebloviejo,44725,-1.550000000000000,-79.53388900000000,17,27,47,65,87,99,107,116,126,138,152,166
Los Ríos,921763,Quevedo,213842,-1.033333000000000,-79.45000000000000,134,311,534,735,896,1012,1141,1259,1360,1465,1583,1687
Los Ríos,921763,Quinsaloma,20428,-1.206200000000000,-79.31450000000000,4,7,16,23,26,30,37,41,49,55,61,67
Los Ríos,921763,Urdaneta,32618,-1.570556000000000,-79.47111099999999,13,22,37,69,88,99,114,129,141,148,164,183
Los Ríos,921763,Valencia,54637,-0.9525000000000000,-79.35310000000000,11,18,34,52,61,66,85,96,102,117,121,137
Los Ríos,921763,Ventanas,75146,-1.450000000000000,-79.47000000000000,23,45,80,127,163,190,214,254,282,310,335,363
Los Ríos,921763,Vinces,82329,-1.558333000000000,-79.75000000000000,27,50,84,149,188,216,244,272,305,336,356,385
Manabí,1562079,Bolívar,45493,-0.8419440000000000,-80.16194400000001,11,36,62,92,117,136,148,157,170,188,206,222
Manabí,1562079,Chone,131002,-0.6833330000000000,-80.09999999999999,60,122,227,353,428,480,537,602,650,694,753,832
Manabí,1562079,El Carmen,111344,-1.314700000000000,-80.01690000000001,42,77,131,182,221,257,292,328,360,392,430,466
Manabí,1562079,Flavio Alfaro,23822,-0.4054000000000000,-79.90580000000000,10,22,35,53,66,75,83,87,97,104,118,127
Manabí,1562079,Jama,26116,-0.2014000000000000,-80.26590000000000,6,9,15,20,25,29,30,33,40,44,47,50
Manabí,1562079,Jaramijó,28439,-0.9487300000000000,-80.63630000000001,3,8,13,17,23,26,30,32,32,34,40,43
Manabí,1562079,Jipijapa,74645,-1.333330000000000,-80.58329999999999,30,91,164,224,260,297,328,355,378,397,425,460
Manabí,1562079,Junín,18820,-0.9291600000000000,-80.20569000000000,10,19,24,32,42,47,55,60,69,76,79,85
Manabí,1562079,Manta,264281,-0.9500220000000000,-80.71620000000000,203,422,720,1010,1225,1387,1508,1646,1773,1920,2071,2250
Manabí,1562079,Montecristi,107785,-1.033330000000000,-80.65000000000001,25,50,76,108,133,154,168,181,191,208,224,237
Manabí,1562079,Olmedo,10194,-1.396111000000000,-80.20611100000001,8,10,18,21,23,28,29,33,34,40,47,49
Manabí,1562079,Paján,37093,-1.570000000000000,-80.42000000000000,15,36,52,75,90,102,115,131,140,147,164,171
Manabí,1562079,Pedernales,63441,0.07010000000000000,-80.05360000000000,24,42,61,79,97,116,134,150,162,179,192,205
Manabí,1562079,Pichincha,29599,-1.047300000000000,-79.81860000000000,8,18,29,38,45,54,60,73,79,91,98,100
Manabí,1562079,Portoviejo,321800,-1.056181000000000,-80.45521700000000,217,464,819,1177,1432,1614,1776,1952,2096,2275,2447,2629
Manabí,1562079,Puerto López,24688,-1.566667000000000,-80.81666700000000,5,14,24,33,41,55,62,67,73,80,90,95
Manabí,1562079,Rocafuerte,37312,-0.9200000000000000,-80.45999999999999,15,35,49,78,94,107,116,129,139,153,162,178
Manabí,1562079,San Vicente,24799,-0.5893000000000000,-80.40880000000000,7,19,24,31,32,41,48,56,63,66,72,82
Manabí,1562079,Santa Ana,48152,-1.206900000000000,-80.37090000000001,21,41,55,75,101,115,127,142,155,165,173,185
Manabí,1562079,Sucre,62443,-0.6000000000000000,-80.41666700000000,35,65,108,157,197,233,261,291,322,340,372,399
Manabí,1562079,Tosagua,42297,-0.7800000000000000,-80.26000000000001,9,22,43,71,84,96,111,124,136,147,161,180
Manabí,1562079,Veinticuatro de Mayo,28514,-1.278889000000000,-80.42000000000000,15,25,45,57,65,79,93,109,124,135,146,163
Morona Santiago,196535,Gualaquiza,19555,-3.380000000000000,-78.58000000000000,9,19,26,40,49,56,63,76,79,80,86,89
Morona Santiago,196535,Huamboya,12382,-1.785000000000000,-78.23194400000000,2,5,7,9,12,14,16,18,18,20,21,21
Morona Santiago,196535,Limón Indanza,10349,-2.966250000000000,-78.43052800000000,5,8,11,15,19,19,21,22,26,30,32,34
Morona Santiago,196535,Logroño,7643,-2.624800000000000,-78.18960000000000,1,2,4,5,6,8,9,9,9,11,13,15
Morona Santiago,196535,Morona,58281,-2.300000000000000,-78.11666700000001,21,34,64,85,102,126,143,170,184,200,207,224
Morona Santiago,196535,Pablo Sexto,2897,-1.803056000000000,-77.92111100000000,0,0,2,3,4,5,5,6,6,6,7,7
Morona Santiago,196535,Palora,7719,-1.700000000000000,-77.94000000000000,1,6,9,10,11,14,14,15,16,17,17,19
Morona Santiago,196535,San Juan Bosco,4985,-3.092300000000000,-78.51320000000000,1,1,1,3,8,11,13,14,16,17,18,18
Morona Santiago,196535,Santiago,11087,-3.429800000000000,-78.56560000000000,2,6,10,13,15,16,20,23,24,24,27,30
Morona Santiago,196535,Sucúa,23823,-2.460000000000000,-78.17000000000000,8,12,17,23,29,32,37,46,50,55,63,88
Morona Santiago,196535,Taisha,26773,-2.339950000000000,-77.45808000000000,4,9,12,15,19,23,26,33,38,39,43,55
Morona Santiago,196535,Tiwintza,11041,-2.917670000000000,-77.80170000000000,3,3,3,5,9,12,13,14,15,15,16,16
Napo,133705,Archidona,33068,-0.9166670000000000,-77.78333300000000,10,14,23,34,45,49,60,63,73,85,89,100
Napo,133705,Carlos Julio Arosemena Tola,4466,-1.166667000000000,-77.84999999999999,2,4,5,6,6,7,10,10,10,10,10,11
Napo,133705,El Chaco,10142,-0.3402780000000000,-77.80888899999999,1,3,4,5,7,8,10,12,15,15,15,17
Napo,133705,Quijos,6847,-0.4636110000000000,-77.89277800000001,7,12,17,21,28,29,32,33,41,42,43,46
Napo,133705,Tena,79182,-0.9890000000000000,-77.81590000000000,37,65,100,133,172,210,243,268,293,314,354,382
Orellana,161338,Aguarico,3629,-0.9211110000000000,-75.39916700000001,0,2,6,11,14,16,17,19,24,25,26,27
Orellana,161338,La Joya de los Sachas,39352,-0.3000000000000000,-76.84999999999999,11,19,28,38,45,55,60,66,75,93,107,120
Orellana,161338,Loreto,24579,-0.6904000000000000,-77.30830000000000,5,10,15,25,34,40,53,66,72,83,94,99
Orellana,161338,Orellana,93778,-0.4666670000000000,-76.96666700000000,30,59,97,130,167,200,233,249,270,302,327,348
Pastaza,114202,Arajuno,8128,-1.234370000000000,-77.68750000000000,2,5,8,9,9,10,13,14,14,17,18,19
Pastaza,114202,Mera,17547,-1.460000000000000,-78.09000000000000,3,4,8,13,23,25,26,29,32,34,35,37
Pastaza,114202,Pastaza,84377,-1.066667000000000,-78.00111099999999,36,61,100,140,189,221,251,278,302,332,354,381
Pastaza,114202,Santa Clara,4150,-1.267100000000000,-77.88820000000000,1,1,2,2,3,3,4,6,6,6,7,7
Pichincha,3228233,Cayambe,107660,0.04388900000000000,-78.15610000000000,32,71,97,144,181,203,250,273,297,321,344,371
Pichincha,3228233,Mejía,108167,-0.5101000000000000,-78.56980000000000,29,52,95,141,184,219,250,269,297,333,360,388
Pichincha,3228233,Pedro Moncayo,43281,0.04369700000000000,-78.34923999999999,20,30,36,50,60,69,79,90,98,116,125,135
Pichincha,3228233,Pedro Vicente Maldonado,17171,0.1666670000000000,-79,6,7,12,18,20,23,25,27,34,36,38,40
Pichincha,3228233,Puerto Quito,24911,0.1170000000000000,-79.26400000000000,8,13,22,37,45,50,58,63,70,75,80,87
Pichincha,3228233,Quito,2781641,-0.2186110000000000,-78.50972200000000,1676,3186,4971,7250,9373,10889,12422,13622,14692,15709,16696,17836
Pichincha,3228233,Rumiñahui,115433,-0.3345000000000000,-78.44750000000001,51,82,141,210,262,315,364,407,436,454,495,525
Pichincha,3228233,San Miguel de Los Bancos,29969,0.02300000000000000,-78.89200000000000,7,14,16,22,25,30,33,38,40,45,47,49
Santa Elena,401178,La Libertad,117767,-2.233333000000000,-80.90000000000001,31,61,98,148,189,212,239,265,286,310,335,370
Santa Elena,401178,Salinas,94590,-2.216667000000000,-80.95000000000000,37,71,121,169,205,235,270,293,316,344,366,393
Santa Elena,401178,Santa Elena,188821,-2.226700000000000,-80.85830000000000,111,179,294,474,559,644,725,797,859,924,993,1065
Sto. Domingo Tsáchilas,511151,La Concordia,52571,0.002300000000000000,-79.38460000000001,17,26,45,62,81,93,102,113,124,134,145,156
Sto. Domingo Tsáchilas,511151,Santo Domingo,458580,-0.2541670000000000,-79.17194400000000,229,489,859,1274,1584,1808,2001,2187,2369,2553,2758,2990
Sucumbíos,230503,Cascales,15882,-0.06750000000000000,-77.21694400000000,0,3,5,8,13,17,19,23,25,27,28,31
Sucumbíos,230503,Cuyabeno,7154,-0.1288890000000000,-76.41388900000000,3,4,5,8,12,12,16,20,23,24,24,25
Sucumbíos,230503,Gonzalo Pizarro,10007,0.04700000000000000,-77.32280000000000,7,12,13,14,15,18,20,22,24,27,29,34
Sucumbíos,230503,Lago Agrio,119594,0.08472200000000001,-76.88277800000000,64,114,200,290,364,411,463,514,546,593,635,693
Sucumbíos,230503,Putumayo,16106,0.1000000000000000,-75.84999999999999,0,1,2,3,6,8,8,9,12,13,14,16
Sucumbíos,230503,Shushufindi,57949,-0.1871000000000000,-76.64500000000000,10,25,36,57,69,73,88,103,112,126,136,155
Sucumbíos,230503,Sucumbíos,3811,0.4592000000000000,-77.52300000000000,1,1,2,3,6,6,7,8,9,9,9,9
Tungurahua,590600,Ambato,387309,-1.241667000000000,-78.61972200000000,345,627,916,1360,1781,2047,2256,2438,2644,2841,3017,3196
Tungurahua,590600,Baños,25043,-1.396389000000000,-78.42472200000000,9,15,23,35,43,51,59,66,77,83,89,101
Tungurahua,590600,Cevallos,9936,-1.350000000000000,-78.61666700000001,4,8,11,20,27,33,35,40,42,44,46,47
Tungurahua,590600,Mocha,7336,-1.416667000000000,-78.66666700000000,7,11,14,20,24,29,30,33,34,38,42,44
Tungurahua,590600,Patate,15825,-1.316667000000000,-78.51666700000000,8,12,20,24,27,29,39,41,45,49,54,58
Tungurahua,590600,Pelileo,66836,-1.327500000000000,-78.54083300000001,42,62,83,106,135,158,184,205,228,241,266,296
Tungurahua,590600,Píllaro,43371,-1.175833000000000,-78.55527800000000,15,31,46,73,92,116,130,145,155,163,176,190
Tungurahua,590600,Quero,20627,-1.379300000000000,-78.60700000000000,11,23,32,43,54,65,73,78,89,95,99,105
Tungurahua,590600,Tisaleo,14317,-1.350000000000000,-78.66666700000000,7,11,16,17,24,25,28,32,36,41,44,48
Zamora Chinchipe,120416,Centinela del Cóndor,8313,-3.894910000000000,-78.78140999999999,2,4,6,8,11,13,14,15,16,18,19,19
Zamora Chinchipe,120416,Chinchipe,10679,-4.862800000000000,-79.13280000000000,5,7,16,30,33,35,37,38,40,43,47,52
Zamora Chinchipe,120416,El Pangui,10945,-3.624900000000000,-78.58710000000001,1,3,7,16,23,24,26,28,30,33,36,37
Zamora Chinchipe,120416,Nangaritza,8014,-4.048333000000000,-78.68222200000000,0,2,3,5,7,7,7,11,11,12,13,13
Zamora Chinchipe,120416,Palanda,10144,-4.649800000000000,-79.13209999999999,1,3,4,10,10,11,11,13,13,16,17,19
Zamora Chinchipe,120416,Paquisha,5992,-3.932750000000000,-78.67426000000000,4,4,5,9,13,13,14,16,16,18,18,18
Zamora Chinchipe,120416,Yacuambi,7121,-3.634440000000000,-78.92810000000000,3,6,7,10,12,12,14,14,14,14,16,18
Zamora Chinchipe,120416,Yantzaza,26447,-3.850000000000000,-78.75000000000000,10,19,29,52,67,76,81,91,97,103,107,114
Zamora Chinchipe,120416,Zamora,32761,-4.120000000000000,-78.80000000000000,7,21,32,56,71,78,87,96,101,116,126,132
