provincia,provincia_poblacion,canton,canton_poblacion,lat,lng,Semana 1,Semana 2,Semana 3,Semana 4,Semana 5,Semana 6,Semana 7,Semana 8,Semana 9,Semana 10,Semana 11,Semana 12,Semana 13,Semana 14,Semana 15,Semana 16,Semana 17,Semana 18,Semana 19,Semana 20,Semana 21,Semana 22,Semana 23,Semana 24,Semana 25,Semana 26,Semana 27,Semana 28,Semana 29,Semana 30,Semana 31,Semana 32,Semana 33,Semana 34,Semana 35,Semana 36,Semana 37,Semana 38,Semana 39,Semana 40,Semana 41,Semana 42,Semana 43,Semana 44,Semana 45,Semana 46,Semana 47,Semana 48,Semana 49,Semana 50,Semana 51,Semana 52,Semana 53
Guayas,4387434,Palestina,18451,-1.626300000000000,-79.97700000000000,2,2,6,0,6,0,4,0,2,4,4,6,6,2,0,4,0,8,6,8,2,2,4,2,2,2,2,6,4,6,4,2,0,6,2,2,2,2,4,2,0,0,2,2,2,2,0,4,2,6,6,2,1
Guayas,4387434,Pedro Carbo,51802,-1.833333000000000,-80.23333300000000,14,6,12,10,10,16,6,6,16,12,14,30,28,10,4,14,24,10,14,12,8,8,10,12,16,10,12,10,14,12,14,12,8,8,6,8,12,2,8,4,16,10,4,4,4,6,10,16,4,10,2,6,2
Guayas,4387434,Playas,59628,-2.623330000000000,-80.38750000000000,4,12,18,14,14,12,10,10,8,14,10,24,10,18,20,18,14,8,10,16,8,10,8,16,4,14,10,10,8,6,12,4,8,8,12,0,4,6,14,12,14,20,10,10,14,16,10,12,16,4,4,18,2
Guayas,4387434,Salitre,65765,-1.829444000000000,-79.81555600000000,12,2,14,16,10,8,8,16,10,6,12,22,16,36,20,22,10,10,10,8,4,10,12,16,8,10,4,8,6,8,10,20,8,14,10,14,18,8,20,18,20,6,14,12,10,14,6,8,8,6,2,15,2
Guayas,4387434,Samborondón,102404,-2.183333000000000,-79.88333299999999,10,24,30,12,24,22,12,12,18,12,14,14,12,14,18,22,22,26,10,16,6,18,6,14,8,14,16,22,6,10,6,6,8,12,6,12,10,10,14,8,10,4,12,12,8,14,8,8,14,2,12,7,3
Guayas,4387434,San Jacinto De Yaguachi,78204,-2.120000000000000,-79.69000000000000,4,12,10,10,4,10,24,12,22,18,8,22,12,16,26,14,18,16,6,14,2,16,14,10,16,10,14,12,10,4,6,12,6,4,12,10,2,6,0,18,12,6,12,6,12,10,10,6,12,12,8,6,1
Guayas,4387434,Santa Lucía,45004,-1.713889000000000,-79.98500000000000,0,6,14,8,10,8,8,4,6,2,8,8,14,12,12,10,20,12,14,6,8,4,6,10,8,4,10,16,6,14,8,18,4,8,6,8,0,2,8,8,4,0,4,8,6,18,18,10,4,6,12,8,1
Guayas,4387434,Simón Bolivar,32224,-2.156667000000000,-79.88750000000000,4,0,2,4,0,0,6,2,2,8,4,0,2,12,4,4,12,2,4,6,4,2,2,0,2,4,0,8,8,2,0,6,4,4,4,0,2,0,6,4,2,0,10,2,0,6,4,6,10,2,0,1,0
Imbabura,476257,Antonio Ante,54311,0.3200000000000000,-78.20999999999999,6,6,14,6,14,4,14,2,6,6,14,10,10,2,12,10,14,14,14,4,10,2,14,6,10,2,16,4,6,4,6,2,4,10,12,4,2,6,10,8,8,4,2,4,10,10,8,6,10,6,6,5,3
Imbabura,476257,Cotacachi,44203,0.3000000000000000,-78.26666700000000,6,4,14,14,8,4,10,12,10,4,10,4,2,4,4,14,2,12,8,4,8,10,4,18,4,6,12,10,4,2,4,4,2,4,8,8,10,14,12,6,8,12,8,4,8,8,12,8,12,4,8,6,3
Imbabura,476257,Ibarra,221149,0.3626780000000000,-78.13066700000000,78,76,70,92,82,94,50,62,54,70,58,78,92,76,112,118,146,118,160,84,88,80,82,66,68,56,84,54,58,70,48,44,44,50,56,66,46,56,38,50,48,26,50,48,58,58,40,36,52,32,62,42,8
Imbabura,476257,Otavalo,125785,0.2333330000000000,-78.26666700000000,24,20,16,34,22,16,18,34,16,18,12,32,30,22,28,20,32,14,18,36,30,24,30,12,22,22,12,28,16,18,26,16,22,20,16,24,14,14,12,22,12,10,12,24,18,16,20,18,6,20,14,13,7
Imbabura,476257,Pimampiro,13269,0.4000000000000000,-77.97000000000000,6,6,2,2,4,2,8,4,4,2,2,2,8,4,2,8,4,2,6,0,0,0,6,2,0,2,2,0,6,4,2,2,4,0,2,6,0,2,2,4,0,4,0,8,8,2,0,2,2,16,2,2,1
Imbabura,476257,San Miguel de Urcuquí,17540,0.5200000000000000,-78.20000000000000,0,2,8,0,2,4,2,2,2,0,6,2,6,0,8,0,4,2,2,2,4,0,4,4,2,2,0,0,2,6,6,4,0,4,6,2,2,2,0,2,0,8,0,8,0,4,0,0,2,8,2,2,0
Loja,521154,Calvas,29565,-4.320000000000000,-79.56000000000000,6,6,14,12,4,14,10,2,8,6,18,14,6,24,28,8,18,8,6,10,16,6,6,2,24,8,6,4,2,4,10,8,4,8,8,4,2,6,6,2,4,4,4,4,2,6,2,8,10,0,0,12,0
Loja,521154,Catamayo,35961,-3.980000000000000,-79.34999999999999,2,4,8,18,6,2,4,6,6,4,10,6,14,6,10,16,4,6,10,8,2,12,4,4,12,4,10,4,2,4,2,6,4,10,8,0,6,6,2,6,2,4,2,4,2,4,12,6,6,8,10,6,0
Loja,521154,Celica,16160,-4.102500000000000,-79.95444400000000,2,2,0,2,6,4,4,2,4,8,6,4,2,10,6,6,0,6,2,2,4,0,0,0,0,0,2,0,10,6,0,0,4,4,2,2,2,2,2,4,0,0,0,0,0,2,4,6,6,0,0,4,0
Loja,521154,Chaguarpamba,6620,-3.850000000000000,-79.65000000000001,2,4,0,0,2,2,4,4,2,2,2,0,2,4,0,2,0,4,2,0,0,2,6,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,2,2,0,0,0,0,2,0,0,0,0,0,2,4,0
Loja,521154,Espíndola,14209,-4.583056000000000,-79.42694400000001,4,6,4,0,4,0,0,0,2,4,0,8,2,4,2,6,8,2,4,4,8,4,2,2,4,0,4,0,6,4,4,0,2,4,6,0,4,0,10,2,0,0,6,4,4,0,4,2,2,0,0,4,0
Loja,521154,Gonzanamá,10953,-4.231389000000000,-79.43527800000000,2,4,2,2,4,4,2,2,2,2,4,4,4,4,4,6,10,10,2,2,6,0,4,2,4,4,0,2,2,2,0,2,4,0,6,2,2,0,0,4,4,4,2,2,4,0,4,6,6,0,2,0,1
Loja,521154,Loja,274112,-3.983333000000000,-79.20000000000000,60,46,82,62,96,82,100,64,108,118,158,134,176,126,154,156,142,100,100,70,74,64,86,60,76,52,64,60,48,84,56,52,68,62,74,52,72,60,64,60,64,70,56,66,46,66,54,58,60,48,54,48,16
Loja,521154,Macará,20269,-4.383333000000000,-79.95000000000000,4,2,2,4,4,0,8,10,0,4,8,14,8,10,10,6,10,16,2,12,6,8,2,6,6,4,0,8,2,6,2,0,0,4,0,4,2,6,2,2,0,4,2,6,2,4,0,4,2,4,2,0,0
Loja,521154,Olmedo,4220,-3.934000000000000,-79.64800000000000,0,4,0,2,0,2,0,2,0,0,0,0,4,4,2,2,0,2,0,0,0,2,0,2,0,0,2,0,4,0,0,2,2,0,0,2,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0
Loja,521154,Paltas,23471,-4.050000000000000,-79.65000000000001,8,10,8,2,10,16,8,4,4,12,24,8,14,8,14,6,14,6,14,0,8,10,6,2,10,6,6,8,6,2,8,2,0,2,2,4,6,2,2,10,6,4,8,4,4,6,4,6,4,2,2,0,0
Loja,521154,Pindal,10540,-4.116100000000000,-80.10760000000001,0,0,0,0,0,0,2,0,0,4,0,0,6,2,4,8,4,2,4,8,2,2,2,0,0,2,0,2,0,0,0,0,0,4,0,2,4,0,0,2,0,4,0,0,0,0,2,0,2,0,0,0,0
Loja,521154,Puyango,15925,-3.870000000000000,-80.09000000000000,8,4,0,0,4,4,8,8,2,4,0,8,0,6,6,4,8,6,4,6,0,2,4,4,2,2,2,6,2,2,2,4,4,6,0,2,6,4,10,2,6,4,6,4,4,0,4,2,2,4,4,2,1
Loja,521154,Quilanga,4197,-4.298000000000000,-79.39860000000000,0,0,2,2,0,0,2,0,0,0,4,0,4,0,2,0,0,4,0,0,0,2,2,4,0,0,0,2,0,4,0,2,0,2,0,0,0,0,2,4,0,0,0,0,0,0,2,6,2,6,0,2,0
Loja,521154,Saraguro,33506,-3.625300000000000,-79.24110000000000,2,12,6,12,6,16,6,8,12,4,6,14,10,6,20,20,10,4,12,0,8,4,10,10,4,4,2,2,8,6,8,6,14,6,0,10,2,10,6,4,6,6,4,8,2,6,4,6,8,10,4,1,1
Loja,521154,Sozoranga,7121,-4.327778000000000,-79.78972200000000,0,0,2,2,0,0,2,0,4,2,2,2,0,0,4,0,2,2,6,0,0,2,0,0,0,0,4,0,0,2,0,0,2,2,0,0,2,2,0,0,0,2,0,0,2,0,0,2,0,0,4,4,0
Loja,521154,Zapotillo,14325,-4.386360000000000,-80.24360000000000,2,0,2,4,4,2,2,2,4,2,0,2,0,6,2,2,6,6,0,0,2,2,6,2,2,0,0,0,0,2,0,2,2,0,2,0,2,2,0,0,0,0,0,2,4,2,2,6,0,0,2,3,0
Los Ríos,921763,Baba,43429,-1.784167000000000,-79.67666699999999,16,18,2,4,12,8,16,8,4,2,6,12,16,6,2,8,8,10,8,6,14,8,8,8,6,6,12,4,6,6,4,8,4,10,4,10,8,12,14,8,12,14,6,12,8,0,8,4,12,2,8,6,0
Los Ríos,921763,Babahoyo,175281,-1.800000000000000,-79.53333300000000,58,60,78,50,72,52,74,74,70,80,42,76,82,92,80,98,72,84,90,60,52,44,62,48,48,36,50,30,50,30,44,34,30,32,52,32,38,28,54,26,36,34,40,40,42,48,42,40,46,48,44,49,10
Los Ríos,921763,Buena Fe,83654,-0.8985720000000000,-79.48891600000000,8,2,28,12,24,12,16,16,22,12,20,10,26,24,28,22,12,16,26,14,10,20,10,10,12,6,12,14,16,14,12,8,10,10,12,6,4,14,2,18,6,12,8,10,6,6,8,2,4,12,10,7,4
Los Ríos,921763,Mocache,43316,-1.183850000000000,-79.50552999999999,2,0,2,2,6,6,4,8,4,8,4,8,8,6,0,6,12,4,16,10,10,10,2,2,4,4,8,0,2,4,4,6,8,10,0,10,0,4,6,14,8,12,4,4,2,10,10,6,6,4,0,3,1
Los Ríos,921763,Montalvo,28720,-1.793800000000000,-79.28570000000001,2,10,6,12,10,2,4,6,2,6,2,6,6,8,4,0,2,2,0,8,2,4,4,14,12,2,8,4,4,6,0,0,2,6,0,4,0,0,2,0,4,4,0,6,2,6,2,6,4,0,4,3,4
Los Ríos,921763,Palenque,23638,-1.432800000000000,-79.74950000000000,4,0,8,2,2,2,4,2,8,8,4,4,2,4,4,6,4,4,8,0,8,2,6,4,2,0,4,8,2,2,2,2,2,2,8,10,2,2,6,2,8,0,4,2,2,4,0,2,4,2,8,5,0
Los Ríos,921763,Puebloviejo,44725,-1.550000000000000,-79.53388900000000,4,16,4,8,4,10,0,6,8,4,8,10,12,6,6,8,14,2,4,18,18,10,8,4,2,2,2,4,6,4,2,4,6,6,2,8,6,2,4,2,4,8,8,4,14,4,6,4,6,8,8,2,1
Los Ríos,921763,Quevedo,213842,-1.033333000000000,-79.45000000000000,52,58,54,80,84,94,80,96,96,120,88,92,108,110,104,72,82,76,70,78,64,70,48,52,48,46,92,52,54,42,46,56,48,60,44,52,64,42,52,50,42,38,50,40,60,62,48,54,38,50,42,56,12
Los Ríos,921763,Quinsaloma,20428,-1.206200000000000,-79.31450000000000,0,2,0,6,2,2,2,0,2,6,2,4,4,2,8,0,4,0,4,2,0,2,2,4,0,0,6,4,2,2,2,6,0,0,0,6,4,4,2,2,2,2,6,2,4,2,4,4,2,4,0,4,0
Los Ríos,921763,Urdaneta,32618,-1.570556000000000,-79.47111099999999,6,4,8,4,6,2,10,0,4,2,10,12,8,10,18,18,16,18,4,8,4,8,4,6,4,6,6,4,6,8,12,4,8,4,4,4,10,8,0,4,0,8,2,10,8,4,10,2,14,8,6,9,2
Los Ríos,921763,Valencia,54637,-0.9525000000000000,-79.35310000000000,2,12,4,2,6,2,2,4,12,8,4,4,8,6,10,12,6,4,0,4,6,6,0,2,4,2,14,6,8,8,4,2,6,8,6,0,4,0,10,6,6,8,4,4,0,4,0,6,6,8,8,5,1
Los Ríos,921763,Ventanas,75146,-1.450000000000000,-79.47000000000000,14,2,14,8,6,12,12,14,10,24,6,16,20,26,14,26,28,20,12,18,16,6,6,20,14,16,8,14,12,8,18,18,20,22,4,18,14,16,14,12,8,14,12,8,18,12,12,6,14,16,10,13,4
Los Ríos,921763,Vinces,82329,-1.558333000000000,-79.75000000000000,16,14,12,12,10,8,6,22,16,10,20,16,24,32,26,34,26,32,12,10,14,22,18,8,10,12,20,6,12,10,10,14,12,16,16,12,18,12,18,10,24,14,6,6,8,6,14,14,12,12,16,13,0
Manabí,1562079,Bolívar,45493,-0.8419440000000000,-80.16194400000001,0,8,4,6,16,8,10,16,14,10,14,8,20,20,6,12,8,12,10,22,4,6,10,10,10,8,8,2,6,4,6,2,6,4,2,4,8,12,0,8,10,10,8,8,6,6,12,6,8,4,16,4,2
Manabí,1562079,Chone,131002,-0.6833330000000000,-80.09999999999999,24,26,22,24,42,18,30,34,54,42,48,48,54,66,56,62,44,42,38,34,22,24,20,20,32,20,26,28,28,22,26,30,30,28,26,20,28,26,16,22,14,22,26,32,34,28,22,24,34,42,28,38,12
Manabí,1562079,El Carmen,111344,-1.314700000000000,-80.01690000000001,18,24,14,22,24,8,30,8,34,20,18,22,30,22,16,26,28,22,16,22,10,16,12,10,22,24,18,16,12,14,6,26,16,18,12,12,26,16,8,12,22,16,10,10,14,26,24,12,18,8,24,13,3
Manabí,1562079,Flavio Alfaro,23822,-0.4054000000000000,-79.90580000000000,0,10,6,4,8,4,10,2,2,2,8,12,14,12,4,2,10,6,10,2,4,0,6,6,6,2,2,6,4,4,2,2,0,2,2,6,6,0,6,4,2,6,2,4,6,8,6,8,4,4,2,4,0
Manabí,1562079,Jama,26116,-0.2014000000000000,-80.26590000000000,0,6,2,4,2,0,4,0,2,0,6,4,2,2,2,2,4,2,0,6,0,2,0,0,4,2,2,0,0,0,2,0,2,0,4,2,6,4,0,2,0,4,2,2,2,2,0,0,4,0,0,2,0
Manabí,1562079,Jaramijó,28439,-0.9487300000000000,-80.63630000000001,0,2,2,2,2,4,0,4,4,0,2,2,4,0,2,2,2,4,2,0,6,0,0,2,4,0,4,2,2,0,2,0,0,0,2,0,0,0,0,2,2,0,0,2,4,0,4,2,4,2,0,0,0
Manabí,1562079,Jipijapa,74645,-1.333330000000000,-80.58329999999999,12,20,4,16,36,34,26,26,20,32,44,36,34,34,28,28,18,18,16,18,12,20,14,12,20,16,12,12,14,16,18,12,12,8,14,2,12,10,14,16,10,6,4,12,18,6,10,28,18,14,12,12,4
Manabí,1562079,Junín,18820,-0.9291600000000000,-80.20569000000000,10,2,6,2,0,6,8,4,2,0,4,4,4,2,4,0,6,4,4,4,6,4,6,0,2,0,2,6,6,2,2,6,0,2,4,2,4,4,4,2,4,6,2,2,0,2,2,0,2,4,4,2,0
Manabí,1562079,Manta,264281,-0.9500220000000000,-80.71620000000000,90,66,120,98,96,118,98,126,96,120,166,150,134,158,132,134,116,124,104,72,90,88,72,70,76,42,70,50,70,48,52,56,72,64,66,60,64,56,44,64,84,58,74,50,72,84,68,102,78,72,84,59,16
Manabí,1562079,Montecristi,107785,-1.033330000000000,-80.65000000000001,10,16,12,8,12,6,16,16,8,16,14,10,12,14,16,22,6,10,10,16,10,8,14,10,6,14,4,8,4,6,6,4,4,8,6,6,2,6,6,6,6,6,12,10,8,8,6,4,2,6,6,11,2
Manabí,1562079,Olmedo,10194,-1.396111000000000,-80.20611100000001,2,2,0,6,0,4,0,0,6,2,2,2,6,2,2,0,0,0,2,0,2,0,2,2,4,2,2,0,0,0,0,0,6,0,4,0,0,0,2,0,6,4,0,4,4,2,2,2,0,0,2,3,3
Manabí,1562079,Paján,37093,-1.570000000000000,-80.42000000000000,2,10,8,10,20,6,8,8,8,10,8,0,8,6,10,22,6,4,12,12,2,6,12,2,2,2,6,12,6,2,6,12,4,8,4,6,2,0,8,2,6,6,0,8,6,10,8,8,2,0,6,2,0
Manabí,1562079,Pedernales,63441,0.07010000000000000,-80.05360000000000,6,20,8,8,8,18,4,6,8,18,8,4,8,8,8,8,8,10,4,8,10,12,8,8,8,2,4,6,20,10,4,14,4,4,6,4,4,6,8,10,16,2,4,14,2,6,4,4,8,4,8,4,3
Manabí,1562079,Pichincha,29599,-1.047300000000000,-79.81860000000000,4,2,4,6,4,4,8,4,0,10,8,4,0,4,4,8,2,4,0,8,2,2,4,4,4,4,2,4,2,8,4,2,8,6,6,0,0,8,4,2,8,6,4,4,4,0,6,0,2,0,2,0,0
Manabí,1562079,Portoviejo,321800,-1.056181000000000,-80.45521700000000,90,100,118,80,104,104,144,142,118,132,208,166,176,168,180,162,154,122,108,124,100,102,82,78,82,84,90,80,58,62,72,90,78,74,90,58,72,64,58,84,88,82,76,78,88,78,82,70,74,90,76,87,23
Manabí,1562079,Puerto López,24688,-1.566667000000000,-80.81666700000000,2,0,4,0,4,6,6,2,0,4,8,6,4,10,2,2,2,2,2,10,2,4,2,10,10,2,4,4,4,2,0,8,0,2,2,4,4,2,0,8,4,0,2,4,6,4,6,2,6,0,0,3,2
Manabí,1562079,Rocafuerte,37312,-0.9200000000000000,-80.45999999999999,2,6,14,2,8,8,8,16,12,2,6,4,16,10,18,10,12,6,10,6,6,10,6,4,4,4,0,8,4,8,6,2,6,4,6,8,2,0,8,8,10,8,2,0,4,8,4,6,10,2,12,4,3
Manabí,1562079,San Vicente,24799,-0.5893000000000000,-80.40880000000000,2,0,0,10,4,6,4,10,0,2,4,4,2,6,4,2,0,0,2,0,0,4,2,4,0,8,2,6,0,8,4,4,4,2,0,0,10,4,0,0,2,0,4,6,0,2,4,2,4,6,6,5,1
Manabí,1562079,Santa Ana,48152,-1.206900000000000,-80.37090000000001,8,10,12,8,16,6,6,12,2,10,8,8,12,6,12,6,4,10,10,10,18,4,10,6,6,8,14,2,4,2,6,8,10,4,4,6,6,8,4,6,2,10,2,4,4,4,2,10,4,10,0,4,2
Manabí,1562079,Sucre,62443,-0.6000000000000000,-80.41666700000000,12,16,8,26,16,16,6,22,14,14,18,24,40,24,22,12,18,32,14,10,16,22,20,18,10,14,24,8,12,6,12,4,24,18,8,22,14,14,8,6,14,4,10,12,10,22,16,8,14,14,20,5,4
Manabí,1562079,Tosagua,42297,-0.7800000000000000,-80.26000000000001,6,2,6,2,10,4,8,4,8,10,8,14,12,12,18,4,14,14,4,2,2,6,2,10,6,8,10,4,10,6,4,4,4,6,4,6,4,4,10,2,8,4,6,4,2,8,8,20,10,4,4,6,1
Manabí,1562079,Veinticuatro de Mayo,28514,-1.278889000000000,-80.42000000000000,8,4,6,10,4,0,8,8,4,18,2,14,8,2,8,6,2,4,4,4,4,2,14,4,4,8,4,4,10,10,6,6,10,6,4,8,6,6,8,2,4,8,6,4,6,2,10,6,10,6,6,7,1
Morona Santiago,196535,Gualaquiza,19555,-3.380000000000000,-78.58000000000000,4,6,0,6,4,12,2,2,2,4,4,0,6,10,6,6,6,2,2,2,8,4,4,6,2,2,4,6,2,2,4,8,4,6,4,2,2,0,0,0,0,2,0,2,0,6,4,2,2,0,0,2,1
Morona Santiago,196535,Huamboya,12382,-1.785000000000000,-78.23194400000000,2,0,0,2,2,0,2,2,2,0,0,0,6,0,0,0,0,4,2,0,0,0,0,0,2,6,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
Morona Santiago,196535,Limón Indanza,10349,-2.966250000000000,-78.43052800000000,2,2,4,2,0,4,0,2,0,2,4,0,2,0,2,4,0,2,0,4,2,0,0,0,0,0,0,2,2,0,0,2,0,0,0,2,4,0,2,2,2,2,2,0,0,2,2,0,0,0,0,4,0
Morona Santiago,196535,Logroño,7643,-2.624800000000000,-78.18960000000000,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,0,4,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,4,0,0,0,0
Morona Santiago,196535,Morona,58281,-2.300000000000000,-78.11666700000001,8,4,16,6,6,10,8,2,12,16,6,16,12,8,12,14,6,6,10,10,6,12,6,22,8,6,4,10,6,10,14,14,4,14,10,6,8,6,6,8,8,10,6,4,2,2,6,2,18,6,4,7,4
Morona Santiago,196535,Pablo Sexto,2897,-1.803056000000000,-77.92111100000000,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Morona Santiago,196535,Palora,7719,-1.700000000000000,-77.94000000000000,0,0,0,2,0,8,0,2,0,2,0,4,0,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0
Morona Santiago,196535,San Juan Bosco,4985,-3.092300000000000,-78.51320000000000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Morona Santiago,196535,Santiago,11087,-3.429800000000000,-78.56560000000000,0,0,2,0,2,2,2,2,2,0,2,4,0,2,2,0,4,0,2,0,0,0,0,0,2,2,0,0,4,2,2,0,4,0,0,0,0,2,0,0,0,0,0,4,0,0,2,0,2,0,4,0,1
Morona Santiago,196535,Sucúa,23823,-2.460000000000000,-78.17000000000000,6,0,4,4,2,2,2,2,2,2,0,2,4,4,4,2,2,2,4,2,4,0,0,6,0,0,4,2,2,4,8,2,4,2,4,2,0,0,6,0,0,2,4,6,2,2,4,6,40,0,4,3,1
Morona Santiago,196535,Taisha,26773,-2.339950000000000,-77.45808000000000,0,2,0,6,4,4,0,2,4,0,0,2,2,0,2,0,2,4,2,2,0,4,0,0,2,4,2,0,2,0,4,2,6,2,0,2,4,2,4,0,0,0,0,2,0,4,2,0,0,24,0,0,0
Morona Santiago,196535,Tiwintza,11041,-2.917670000000000,-77.80170000000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,4,2,0,0,2,2,2,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1
Napo,133705,Archidona,33068,-0.9166670000000000,-77.78333300000000,8,4,0,4,0,2,4,2,0,6,8,4,2,8,4,4,8,4,4,2,8,0,6,2,0,4,12,4,2,2,0,0,4,0,0,4,4,10,6,2,8,2,8,0,2,2,4,8,4,4,6,0,2
Napo,133705,Carlos Julio Arosemena Tola,4466,-1.166667000000000,-77.84999999999999,2,0,2,0,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Napo,133705,El Chaco,10142,-0.3402780000000000,-77.80888899999999,0,0,0,2,0,0,2,2,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,4,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Napo,133705,Quijos,6847,-0.4636110000000000,-77.89277800000001,0,2,8,4,0,4,2,4,2,2,6,0,2,4,0,2,0,4,2,4,4,0,2,0,0,0,0,2,4,0,0,0,0,2,6,4,0,6,0,2,0,0,0,2,0,0,0,2,2,0,2,0,0
Napo,133705,Tena,79182,-0.9890000000000000,-77.81590000000000,18,6,20,22,6,12,24,14,18,22,8,14,16,10,22,18,14,10,16,26,12,32,20,18,14,16,18,14,8,12,12,20,6,8,8,10,12,16,8,16,12,6,6,16,20,12,26,18,10,12,16,7,4
Orellana,161338,Aguarico,3629,-0.9211110000000000,-75.39916700000001,0,0,0,0,0,4,0,0,2,0,0,6,0,8,0,0,6,0,2,0,0,0,2,0,2,0,0,0,0,2,4,0,0,0,2,2,2,2,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0
Orellana,161338,La Joya de los Sachas,39352,-0.3000000000000000,-76.84999999999999,6,4,8,4,2,6,2,6,4,10,0,4,6,2,6,4,4,4,6,0,2,4,4,4,2,6,0,2,4,6,2,0,2,4,6,2,2,10,8,6,8,12,2,0,12,8,8,2,8,4,6,6,0
Orellana,161338,Loreto,24579,-0.6904000000000000,-77.30830000000000,2,2,2,0,6,0,4,0,4,2,2,2,4,10,4,0,2,2,8,6,2,2,2,4,4,4,0,8,6,12,8,6,4,4,0,2,6,0,6,2,4,4,10,6,4,6,6,0,0,6,4,1,2
Orellana,161338,Orellana,93778,-0.4666670000000000,-76.96666700000000,14,16,12,12,18,10,20,10,10,8,36,12,16,8,14,14,30,30,18,8,12,16,16,16,12,14,10,18,8,22,6,2,10,12,10,12,12,8,10,12,16,16,12,6,16,10,16,10,8,10,10,10,3
Pastaza,114202,Arajuno,8128,-1.234370000000000,-77.68750000000000,0,0,0,4,2,0,2,2,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,4,0,0,0,0,2,0,0,0,0,0,2,0,4,0,0,2,0,0,0,0,0,2,0,0
Pastaza,114202,Mera,17547,-1.460000000000000,-78.09000000000000,0,2,2,0,0,0,2,0,0,2,4,2,2,2,4,0,4,6,2,2,6,4,0,2,0,0,0,0,2,0,0,2,4,0,0,6,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,5,1
Pastaza,114202,Pastaza,84377,-1.066667000000000,-78.00111099999999,4,14,24,24,12,10,8,20,16,20,24,16,8,14,20,18,28,36,20,20,16,10,24,10,16,16,8,18,10,14,10,14,10,16,12,10,14,2,16,14,16,14,12,14,4,14,8,8,10,10,16,15,3
Pastaza,114202,Santa Clara,4150,-1.267100000000000,-77.88820000000000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
Pichincha,3228233,Cayambe,107660,0.04388900000000000,-78.15610000000000,16,14,22,10,22,22,20,14,10,4,12,16,24,22,24,16,28,14,10,16,22,12,6,14,12,24,12,22,20,20,12,16,6,8,10,16,8,6,16,10,14,8,10,8,12,12,10,16,14,12,12,8,1
Pichincha,3228233,Mejía,108167,-0.5101000000000000,-78.56980000000000,14,8,20,12,12,8,20,6,20,14,22,22,14,16,22,40,14,22,10,16,28,16,16,14,26,12,18,16,8,10,6,14,10,4,10,14,10,16,14,16,28,8,16,6,18,12,14,6,20,10,16,11,2
Pichincha,3228233,Pedro Moncayo,43281,0.04369700000000000,-78.34923999999999,6,6,16,6,4,2,4,10,6,2,2,2,2,4,10,8,4,6,0,2,12,8,4,0,4,6,4,8,0,6,0,8,4,4,4,4,2,6,12,4,4,10,10,2,2,4,8,6,12,0,4,1,3
Pichincha,3228233,Pedro Vicente Maldonado,17171,0.1666670000000000,-79,4,4,0,4,0,2,0,0,2,2,4,0,2,2,6,4,2,0,0,0,2,0,0,0,2,4,0,0,4,2,0,0,2,0,4,2,0,6,2,0,0,2,2,4,0,0,0,0,2,0,2,0,0
Pichincha,3228233,Puerto Quito,24911,0.1170000000000000,-79.26400000000000,2,4,6,2,2,0,2,6,4,2,2,6,6,4,6,6,14,4,2,4,4,2,0,0,4,4,2,10,2,2,2,2,4,2,4,4,2,0,6,0,4,2,2,4,2,0,4,0,2,4,6,2,1
