provincia,provincia_poblacion,canton,canton_poblacion,lat,lng,20/01/2021,21/01/2021,22/01/2021,23/01/2021,24/01/2021,25/01/2021,26/01/2021,27/01/2021,28/01/2021,29/01/2021,30/01/2021,31/01/2021,01/02/2021,02/02/2021,03/02/2021,04/02/2021,05/02/2021,06/02/2021,07/02/2021,08/02/2021,09/02/2021,10/02/2021,11/02/2021,12/02/2021,13/02/2021,14/02/2021,15/02/2021,16/02/2021,17/02/2021,18/02/2021,19/02/2021,20/02/2021,21/02/2021,22/02/2021,23/02/2021,24/02/2021,25/02/2021,26/02/2021,27/02/2021,28/02/2021,01/03/2021,02/03/2021,03/03/2021,04/03/2021,05/03/2021,06/03/2021,07/03/2021,08/03/2021,09/03/2021,10/03/2021,11/03/2021,12/03/2021,13/03/2021,14/03/2021,15/03/2021,16/03/2021,17/03/2021,18/03/2021,19/03/2021,20/03/2021,21/03/2021,22/03/2021,23/03/2021,24/03/2021,25/03/2021,26/03/2021,27/03/2021,28/03/2021,29/03/2021,30/03/2021,31/03/2021,01/04/2021,02/04/2021,03/04/2021,04/04/2021,05/04/2021,06/04/2021,07/04/2021,08/04/2021,09/04/2021,10/04/2021,11/04/2021,12/04/2021,13/04/2021,14/04/2021,15/04/2021,16/04/2021,17/04/2021,18/04/2021,19/04/2021,20/04/2021,21/04/2021,22/04/2021,23/04/2021,24/04/2021,25/04/2021,26/04/2021,27/04/2021,28/04/2021,29/04/2021,30/04/2021,01/05/2021,02/05/2021,03/05/2021,04/05/2021,05/05/2021,06/05/2021,07/05/2021,08/05/2021,09/05/2021,10/05/2021,11/05/2021,12/05/2021,13/05/2021,14/05/2021,15/05/2021,16/05/2021,17/05/2021,18/05/2021,19/05/2021,20/05/2021,21/05/2021,22/05/2021,23/05/2021,24/05/2021,25/05/2021,26/05/2021,27/05/2021,28/05/2021,29/05/2021,30/05/2021,31/05/2021,01/06/2021,02/06/2021,03/06/2021,04/06/2021,05/06/2021,06/06/2021,07/06/2021,08/06/2021,09/06/2021,10/06/2021,11/06/2021,12/06/2021,13/06/2021,14/06/2021,15/06/2021,16/06/2021,17/06/2021,18/06/2021,19/06/2021,20/06/2021,21/06/2021,22/06/2021,23/06/2021,24/06/2021,25/06/2021,26/06/2021,27/06/2021,28/06/2021,29/06/2021,30/06/2021,01/07/2021,02/07/2021,03/07/2021,04/07/2021,05/07/2021,06/07/2021,07/07/2021,08/07/2021,09/07/2021,10/07/2021,11/07/2021,12/07/2021,13/07/2021,14/07/2021,15/07/2021,16/07/2021,17/07/2021,18/07/2021,19/07/2021,20/07/2021,21/07/2021,22/07/2021,23/07/2021,24/07/2021,25/07/2021,26/07/2021,27/07/2021,28/07/2021,29/07/2021,30/07/2021,31/07/2021,01/08/2021,02/08/2021,03/08/2021,04/08/2021,05/08/2021,06/08/2021,07/08/2021,08/08/2021,09/08/2021,10/08/2021,11/08/2021,12/08/2021,13/08/2021,14/08/2021,15/08/2021,16/08/2021,17/08/2021,18/08/2021,19/08/2021,20/08/2021,21/08/2021,22/08/2021,23/08/2021,24/08/2021,25/08/2021,26/08/2021,27/08/2021,28/08/2021,29/08/2021,30/08/2021,31/08/2021,01/09/2021,02/09/2021,03/09/2021,04/09/2021,05/09/2021,06/09/2021,07/09/2021,08/09/2021,09/09/2021,10/09/2021,11/09/2021,12/09/2021,13/09/2021,14/09/2021,15/09/2021,16/09/2021,17/09/2021,18/09/2021,19/09/2021,20/09/2021,21/09/2021,22/09/2021,23/09/2021,24/09/2021,25/09/2021,26/09/2021,27/09/2021,28/09/2021,29/09/2021
El Oro,715751,Las Lajas,4963,-3.785000000000000,-80.06166700000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,363,363,363,363,363,363,363,363,363,363,368,368,368,368,368,368,368,368,368,368,368,368,372,372,372,973,973,973,973,973,973,973,973,973,973,973,973,973,973,973,973,973,973,973,973,973,973,973,973,973,973,973,983,983,983,1078,1078,1078,1244,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1329,1329,1347,1359,1373,1391,1391,1391,1411,1441,1441,1489,1545,1545,1545,1598,1641,1671,1672,1692,1692,1712,1712,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1964,1964,2065,2170,2288,2421,2490,2558,2897,3262,3637,4047,4369,4645,4909,5076,5157,5220,5260,5282,5392,5392,5392,5431,5431,5461,5497,5557,5606,5646,5653,5662,5672,5675,5675,5675,5675,5675,5675,5675,5675,5675,5675,5675,5675,5675,5675,5675,5675,5675,5675,5675,5675,5675,5675,5675,5675,5675,5675,5675,5375,5375,5375,5375,5375,5375,5375,5375,5375,5375,5375,5375,5426,5488,5567,5567,5565,5565,5565,5377,5377,5401,5395,5395,5395,5395,5395,5395,5412
El Oro,715751,Machala,289141,-3.266667000000000,-79.96666700000000,0,0,0,0,0,0,0,0,0,0,0,0,306,306,306,306,306,306,306,306,306,306,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,1347,1347,1347,1347,1347,1347,1347,2320,2320,2320,2550,2550,2592,4300,6615,6615,6615,6615,6615,6615,6615,6688,6689,6689,8524,9530,9530,9530,9542,9542,9542,9560,9560,9560,10015,10017,10017,10018,10521,10521,11122,11122,11122,11122,11122,11122,11794,12599,14356,16162,17093,17096,19645,20662,20909,22272,22317,22344,22344,22396,22430,22784,23857,25076,26420,26434,27063,27797,28516,29346,29697,29745,29745,30224,30577,31558,32330,32801,33179,33179,33667,33693,33702,34526,35783,36796,38332,38333,38334,38334,38336,38336,38338,38339,38444,38556,38655,39386,39979,40246,40381,40825,41337,41802,42360,42981,43353,43650,44555,44555,45333,46119,47171,47610,48182,49364,50019,50451,51461,51700,52040,52365,52709,53129,53780,54538,55661,56605,57436,59341,61867,64856,68776,73690,76658,79167,83469,92656,102910,113047,124373,130995,133779,144851,154127,161498,166945,171532,173977,175697,178204,180040,182307,184836,188277,190068,192583,194597,195920,197067,198084,199017,199925,200669,200669,200669,200669,200669,200669,200669,200669,200669,200669,200669,200671,200671,200672,200682,200682,200684,200684,200687,200708,200710,200710,200728,200747,198346,198347,198359,198364,198435,198482,198519,198538,198538,198546,198546,198546,198647,198805,199002,199157,196174,196174,196174,194126,194544,193537,193679,194875,194875,194875,196071,196882,197892
El Oro,715751,Marcabelí,6259,-3.786000000000000,-79.89780000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,126,126,126,126,126,127,127,127,127,127,127,127,127,127,127,226,226,328,328,328,328,328,335,335,335,532,532,532,532,532,532,532,532,532,532,732,732,852,912,912,912,912,912,912,912,918,918,918,918,918,918,918,919,1005,1005,1005,1173,1173,1173,1293,1293,1293,1293,1293,1293,1293,1293,1293,1294,1299,1311,1324,1341,1362,1370,1374,1378,1391,1399,1411,1420,1433,1445,1458,1488,1512,1528,1554,1562,1574,1596,1622,1636,1644,1650,1660,1670,1690,1720,1732,1752,1792,1823,1875,1983,2115,2228,2398,2688,2948,3206,3435,3657,3908,4118,4311,4523,4683,4774,4834,4894,4929,4977,5019,5070,5093,5125,5159,5221,5284,5314,5373,5413,5423,5446,5455,5461,5472,5487,5487,5487,5487,5487,5487,5487,5487,5487,5487,5487,5487,5487,5487,5487,5487,5487,5487,5487,5487,5487,5487,5487,5493,5493,5493,5493,5493,5493,5499,5499,5499,5499,5499,5499,5499,5499,5523,5613,5680,5760,5760,5760,5866,5894,5887,5888,5901,5901,5901,5904,5908,5914
El Oro,715751,Pasaje,87723,-3.326900000000000,-79.80490000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,337,337,337,337,337,577,711,711,711,711,711,711,711,711,711,711,1050,1050,1050,1050,1062,1062,1062,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1093,1093,1094,2236,2236,2546,3120,3411,3411,3412,3674,3674,3674,3774,3775,4537,4909,4911,4911,5088,5227,5227,5228,5248,5270,5270,5270,5270,5270,5270,5271,5449,5449,5752,6016,6016,6074,6602,6651,6857,6857,6857,6857,7087,7087,7087,7098,7193,7367,7727,8264,8635,8762,8813,9001,9277,9551,9800,9938,9988,10038,10189,10189,10297,10755,11074,11293,11325,11575,11735,11782,11848,11878,11925,11925,12090,12241,12289,12312,12610,12882,12967,13568,14826,16013,17634,19458,21334,21815,22447,24096,25287,26359,27518,29599,32157,34097,35760,36507,37752,39026,39927,40419,42375,43835,45680,47126,48663,49922,51088,51286,51468,51492,51554,51581,51948,52094,52094,52095,52102,52112,52114,52114,52114,52122,52128,52132,52137,52139,52142,52142,52150,52154,52172,52188,52191,52205,52205,52212,52214,50937,50937,50937,50937,50937,50945,50955,50955,50970,50996,50996,50996,51011,51445,51957,52019,52028,52028,52028,52236,52465,52252,52098,52277,52277,52277,52529,52592,53053
El Oro,715751,Piñas,30206,-3.666667000000000,-79.65000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,107,107,107,107,541,541,541,541,541,541,541,541,541,541,542,942,1076,1076,1076,1076,1076,1076,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1104,1104,1104,1910,1910,2302,2917,3441,3441,3482,3482,3482,3690,3690,3937,4239,4239,4239,4240,4242,4243,4244,4244,4309,4309,4309,4310,4310,4310,4311,4311,4314,4314,4459,4844,4845,4845,5176,5340,5349,5349,5349,5349,5349,5349,5349,5349,5543,5574,5753,5821,5945,5982,6009,6091,6199,6319,6388,6511,6554,6599,6651,6766,6971,7102,7198,7293,7367,7627,7792,7877,7924,8021,8095,8135,8135,8230,8379,8475,8660,8939,9248,9933,10550,11212,12189,13446,14862,15960,16699,17924,19078,19815,20344,20863,21238,21530,21737,21904,22031,22161,22249,22324,22419,22536,22629,22788,22939,23091,23184,23255,23307,23363,23424,23475,23499,23551,23551,23564,23564,23564,23564,23564,23568,23568,23568,23568,23570,23570,23572,23573,23573,23573,23573,23573,23575,23575,23576,23580,23587,22465,22465,22470,22473,22480,22491,22497,22500,22515,22526,22526,22526,22527,22745,22866,22884,23045,23045,23045,22757,22932,22946,22979,23021,23021,23021,23067,23121,23160
El Oro,715751,Portovelo,14028,-3.720000000000000,-79.62000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,333,381,381,381,610,745,745,745,745,745,745,745,745,745,745,1114,1114,1114,1114,1114,1114,1114,1122,1122,1122,1122,1124,1124,1124,1124,1124,1124,1125,1125,1125,1125,1125,1125,1125,1125,1127,2103,2103,2103,2133,2133,2133,2472,2472,2472,2472,2472,2472,2632,2632,2632,2632,2632,2632,2632,2632,2650,2668,2668,2668,2668,2668,2668,2668,2734,2788,2926,2986,2986,3107,3197,3197,3274,3274,3274,3274,3274,3274,3274,3274,3274,3351,3465,3525,3591,3595,3599,3599,3674,3731,3826,3879,3897,3941,3967,4051,4057,4150,4200,4265,4405,4475,4591,4669,4754,4778,4799,4822,4881,4922,4982,5022,5062,5167,5267,5895,6127,6392,7211,8422,10052,10158,10427,10669,11145,12057,12467,12761,12823,12877,12921,13062,13181,13300,13439,13522,13611,13712,13845,13967,14153,14233,14283,14283,14295,14357,14456,14535,14616,14647,14647,14647,14647,14647,14647,14647,14647,14647,14647,14647,14647,14647,14647,14647,14647,14647,14647,14647,14647,14647,14647,14647,14647,14199,14199,14199,14199,14199,14199,14199,14199,14199,14199,14199,14199,14199,14199,14224,14303,14303,14303,14303,13773,13773,13781,13860,13986,13986,13986,13986,13986,13990
El Oro,715751,Santa Rosa,82171,-3.452222000000000,-79.96166700000001,0,0,0,0,0,0,0,0,0,0,0,40,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,103,271,271,271,271,271,271,336,776,776,776,776,776,786,1162,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1521,1521,1522,2256,2256,2256,2256,2256,2256,2256,2256,2256,2256,2256,2460,2460,2460,2460,2460,2460,3079,3442,3954,3954,4184,4184,4379,4380,4680,4680,4680,4680,4784,4905,5298,5712,5831,5831,6024,6024,6214,6350,6368,6392,6410,6440,6440,6456,6456,6456,6685,6685,6912,7162,7162,7700,7739,8178,8639,8639,8639,8639,8639,8639,8639,8984,9075,9131,9341,9808,10168,10373,10684,10936,11225,11427,11662,11820,11892,11958,12101,12275,12498,12821,13274,13496,13667,13810,14047,14076,14242,14355,14418,14418,14588,14737,14887,15005,15164,15334,15448,15778,16089,16568,16952,17822,18498,19326,20824,23164,25673,28160,30221,32256,33747,36732,39034,40730,41895,42904,43624,44435,45360,46189,46888,47610,48688,49954,50951,51157,51517,51741,51971,52146,52346,52617,52617,52630,52645,52649,52664,52677,52678,52679,52698,52717,52726,52748,52761,52781,52795,52800,52808,52812,52818,52819,52821,52824,52826,52307,52313,52318,52321,52322,52330,52332,52336,52346,52355,52355,52355,52385,52418,52441,52887,52623,52623,52623,52259,52273,52205,52452,52859,52859,52859,52890,52904,53327
El Oro,715751,Zaruma,25654,-3.433333000000000,-79.59999999999999,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,23,23,29,29,29,30,33,33,33,33,33,33,33,33,33,34,422,422,422,422,422,422,422,422,422,422,422,424,424,424,424,424,424,424,628,628,628,628,628,628,628,631,1426,1426,1426,1579,1580,1580,2004,2004,2004,2046,2046,2046,2416,2416,2416,2416,2418,2434,2509,2553,2584,2595,2606,2620,2632,2645,2665,2714,2760,2921,3164,3289,3289,3643,3657,3693,3846,3846,3846,3846,3846,3846,3846,3846,3870,3895,3986,4137,4243,4265,4266,4303,4344,4378,4465,4567,4942,5012,5070,5136,5221,5273,5540,5631,5654,5736,5864,5933,6070,6334,6462,6488,6553,6594,6685,6757,6826,6899,6969,8436,9164,9392,10891,11388,12909,13355,14418,14875,15460,16581,17218,17642,17974,18312,18644,18786,18867,19030,19097,19158,19233,19364,19496,19588,19748,19918,20032,20032,20032,20032,20032,20065,20099,20139,20139,20149,20149,20149,20149,20149,20149,20149,20151,20151,20151,20151,20151,20151,20151,20151,20151,20151,20152,20152,20152,20152,20152,19633,19633,19634,19634,19634,19634,19634,19634,19634,19634,19634,19634,19638,19664,19739,19845,19764,19764,19764,19646,19650,19769,19856,19971,19971,19971,19985,19985,19994
Esmeraldas,591083,Atacames,55495,0.8666670000000000,-79.83333300000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,312,312,312,312,312,312,312,312,312,312,550,550,550,550,550,550,550,838,838,838,838,1082,1082,1082,1082,1082,1082,1082,1182,1182,1182,1192,1200,1200,1200,1200,1200,1200,1206,1208,1208,1208,1448,1448,1448,1448,1448,1448,1448,1448,1448,1448,1848,2235,2455,2583,3280,3570,3570,3683,3683,3687,3687,3810,3810,3810,3878,3956,4226,4226,4283,4283,4283,4283,4320,4320,4483,4662,4711,4843,4843,4843,4885,4902,4902,4902,4902,4967,5094,5270,5435,5609,5740,5753,5951,6027,6106,6240,6317,6350,6350,6571,6780,6986,7170,7223,7223,7223,7335,7451,7655,7851,8070,8150,8150,8382,8615,8824,8977,9169,9501,9532,9571,9859,10129,10407,11280,11811,12067,12955,13844,14958,16088,17124,17586,18610,19695,20685,21551,22129,22723,22723,22723,23503,24243,25115,26377,27357,27898,28042,28666,29357,29960,29996,30004,30004,30004,30005,30007,30008,30010,30015,30017,30017,30018,30018,30019,30019,30020,30020,30020,30020,30021,30023,30023,30025,30025,30025,30026,30026,29816,29816,29816,29816,29816,29816,29816,29816,29816,29818,29818,29818,29818,29818,29818,29818,29669,29669,29669,29136,29136,29123,29190,30000,30000,30000,30000,30001,30001
Esmeraldas,591083,Eloy Alfaro,45629,1.250000000000000,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,162,162,162,162,162,162,162,162,346,346,526,526,526,526,526,526,526,662,818,818,818,1062,1062,1062,1062,1062,1062,1062,1164,1184,1184,1328,1408,1408,1408,1408,1408,1408,1408,1408,1408,1408,1428,1428,1428,1428,1428,1428,1428,1428,1428,1428,1982,2752,3124,3502,4023,4038,4038,4238,4279,4375,4411,4644,4739,4757,4772,4772,4772,4802,4802,4826,4850,4850,4850,4850,4868,4895,4895,4985,4985,4985,4985,4985,5115,5115,5115,5181,5203,5225,5267,5324,5330,5339,5433,5588,5742,5858,6046,6084,6167,6279,6360,6631,6928,7078,7186,7409,7477,7589,7847,7952,8088,8126,8154,8243,8407,8542,8604,8618,8659,8676,8823,9190,9813,10357,11117,11276,11265,11848,12953,14436,16039,17820,18524,19024,19828,20480,21246,22084,22868,22990,23195,23700,24215,24717,25256,25470,25745,25749,26040,26240,26499,26739,26985,27048,27074,27074,27112,27112,27112,27112,27112,27112,27112,27112,27112,27112,27112,27112,27112,27112,27112,27112,27112,27112,27112,27112,27112,27112,26830,26830,26830,26830,26830,26830,26830,26830,26830,26830,26830,26830,26830,26919,27198,27400,27462,27467,27535,27205,27413,27788,27999,28135,28166,28167,28220,28278,28416
Esmeraldas,591083,Esmeraldas,218727,1.050000000000000,-79.20000000000000,0,0,0,0,0,2,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,1086,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1414,1414,1680,1680,1680,1680,1680,1680,1692,1732,1748,1750,2190,2190,2190,2190,2190,2190,2190,2799,3165,3165,3165,3423,3423,3423,3425,3459,3465,4217,4295,4295,4295,5721,5859,5859,5859,5859,5859,5859,5859,6193,6519,6519,6547,6547,6547,7283,8065,8837,9557,10303,10303,10303,11789,13803,14863,15413,17198,18505,18505,19159,19831,20110,21057,21652,21652,21652,22120,22555,22695,22724,23192,23192,23192,23464,23698,23749,23835,23884,24014,25453,25596,25748,25748,25748,25796,26274,26275,26377,26751,27200,27832,28646,28829,28853,29227,29811,30439,31195,32010,32380,32465,33216,34394,35715,36781,37464,37754,37784,38259,38841,39338,40053,40773,41345,41393,41839,42101,42405,42906,43294,43894,43998,44756,45530,49126,54231,58778,62303,64257,68420,72330,77211,82104,85869,87967,89655,93143,94210,97300,100282,102326,103482,104263,105662,108840,110802,116593,122175,125464,125839,127233,129742,129823,129824,129824,129830,129830,129830,129839,129839,129839,129839,129839,129839,129839,129839,129839,129840,129840,129840,129840,129840,129841,129843,129843,129843,129845,129845,129845,129845,127911,127914,127914,127914,127914,127914,127915,127915,127915,127917,127917,127917,127926,128072,128463,128807,127608,127621,127621,126649,127558,128112,128550,129459,129483,129483,130058,130336,130510
Esmeraldas,591083,Muisne,31106,0.6067000000000000,-80.01830000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,504,784,928,1092,1201,1201,1201,1201,1201,1201,1201,1240,1240,1240,1310,1421,1486,1486,1486,1486,1486,1486,1486,1486,1542,1624,1630,1630,1630,1630,1630,1630,1630,1630,1630,1652,1692,1783,1850,1953,1953,1953,2024,2094,2146,2188,2232,2278,2330,2382,2436,2442,2544,2697,3015,3015,3044,3140,3332,3343,3358,3363,3363,3404,3506,3600,3628,3715,3715,3716,3751,3832,3884,3948,4438,4988,4969,5482,6270,7116,8162,9457,9457,9457,10356,11164,11828,12442,13093,13416,13711,14135,14466,14810,15151,15151,15307,15307,15589,16006,16467,16541,16541,16541,16541,16541,16541,16541,16541,16541,16541,16541,16541,16542,16542,16542,16546,16546,16546,16546,16546,16546,16546,16547,16547,16547,16547,16547,16356,16356,16356,16356,16356,16359,16359,16359,16359,16359,16359,16359,16359,16359,16359,16359,16359,16359,16359,16301,16301,16297,16485,17161,17161,17161,17161,17161,17161
Esmeraldas,591083,Quinindé,145879,0.3300000000000000,-79.48000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,216,216,216,216,216,216,216,578,578,578,578,578,578,578,1070,1070,1070,1070,1070,1070,1072,1320,1320,1320,1320,1320,1512,1704,1706,1706,1716,1716,1716,1716,1716,1724,1724,1724,2332,2482,2482,2482,2482,2482,2810,3250,3782,4364,4754,4754,4754,5090,5471,5721,5974,6603,6843,6843,7503,7702,7862,7862,8351,8368,8368,8508,8628,8658,8658,8820,8820,8820,8943,9297,9297,9581,9879,9895,10095,10095,10095,10095,10095,10095,10095,10095,10264,10427,10925,12324,13273,13325,13417,14000,14659,14790,14790,14894,14894,14894,15082,15346,15699,16457,16757,16779,16823,17224,17670,17869,18069,18410,18410,18410,18828,19260,19902,20365,20806,20996,21145,21501,22141,23473,26818,33558,35430,36510,40309,43088,47801,51732,56399,57815,58051,60163,62092,64496,66234,67909,68523,69221,70282,71334,72961,74110,75272,75906,76191,77147,77818,78570,79371,79583,79584,79584,79584,79989,80025,80027,80027,80027,80027,80027,80030,80032,80035,80038,80039,80039,80041,80041,80044,80044,80046,80046,80047,80059,80061,79130,79130,79131,79131,79131,79136,79141,79142,79146,79149,79149,79149,79238,79823,80234,80637,80247,80247,80247,80304,80711,80951,81064,81137,81137,81137,81262,81408,81747
Esmeraldas,591083,Rioverde,31475,1.060200000000000,-79.40440000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,196,196,196,196,196,196,196,196,196,196,196,196,196,196,240,240,240,240,240,240,244,244,258,258,338,338,338,338,338,338,338,348,468,468,468,468,468,468,468,468,468,468,470,470,472,814,814,814,814,814,814,814,814,980,980,980,980,980,980,980,980,980,980,980,980,980,1304,1347,1486,1660,1660,1660,1660,1674,1681,1681,1792,1792,1792,1792,1888,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1918,1927,1927,1927,1927,1927,1927,1927,1927,1945,1968,1974,1974,1974,1994,2057,2170,2301,2364,2364,2364,2397,2418,2576,2684,2757,2765,2765,2854,2936,3004,3117,3234,3308,3434,3769,3797,3818,3893,3945,3951,3961,3990,4019,4079,4264,4472,4756,4909,5387,5760,6474,7227,7744,7915,8227,8778,9083,9635,9983,10029,10335,10395,10698,11065,11339,11842,12385,12784,12784,12784,13307,13403,13488,13506,13526,13527,13527,13533,13533,13533,13533,13533,13533,13533,13533,13533,13533,13533,13533,13533,13533,13533,13535,13536,13536,13536,13536,13536,13536,13373,13374,13374,13374,13374,13374,13374,13375,13375,13375,13375,13375,13375,13510,13719,13829,13711,13717,13730,13595,13826,13909,14093,14153,14167,14167,14256,14398,14475
Esmeraldas,591083,San Lorenzo,62772,1.265800000000000,-78.84139999999999,0,0,0,0,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,18,18,18,18,18,18,18,18,18,18,18,18,18,20,20,140,140,140,140,140,140,140,140,378,378,450,450,450,450,450,600,756,814,814,814,816,960,1062,1062,1062,1062,1064,1098,1256,1448,1448,1874,1874,1874,1874,1874,1880,1880,1880,1880,1880,1880,1880,1880,1880,1958,2032,2168,2284,2396,2546,2546,2908,3378,3556,3597,4014,4215,4231,4240,4275,4432,4512,4617,4617,4617,4650,4665,4665,4665,4683,4683,4683,4691,4694,4694,4694,4710,4710,5053,5053,5053,5063,5073,5129,5129,5129,5173,5179,5181,5249,5289,5294,5310,5402,5465,5488,5508,5542,5566,5592,5647,5690,5822,5933,6023,6107,6107,6188,6265,6392,6561,6701,6748,6765,6862,6909,7032,7093,7124,7146,7151,7557,8226,8870,9761,10659,11568,12232,13038,14041,15237,16733,17893,18384,18624,19543,20334,21094,21804,22234,22403,22459,22814,23286,23756,24089,24575,24746,24796,24891,25193,25549,25743,25806,25868,25971,25972,25974,25974,25984,25984,25984,25984,25984,25988,26035,26035,26036,26036,26042,26043,26043,26043,26043,26043,26043,26043,26043,26045,25592,25592,25592,25592,25592,25592,25592,25592,25593,25593,25593,25593,25657,25734,25813,25866,25541,25620,25654,25371,25457,25541,25571,25615,25631,25631,25663,25703,25765
Galápagos,33042,Isabela,3073,-0.4724000000000000,-90.68110000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1419,1419,1419,1419,1419,1419,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1585,1585,1585,1585,2351,2351,2351,2351,2351,2351,2351,2351,2554,2565,2565,2565,2565,2565,2565,2565,2565,2565,2565,2565,2565,2709,2709,2709,2709,2709,2709,2709,2709,2709,2709,2709,2857,2914,2914,2914,2914,2914,2914,2914,2914,2914,2921,2921,2921,2921,2921,2921,2921,2921,2921,2921,2921,2921,2926,2926,2926,2926,2926,2926,2926,2926,2926,2926,2926,2926,2926,2926,2926,2926,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,2938,2938,2938,2938,2938,2938,2942,2942,2942,2942,2942,2942,2942,2942,2942,2942,3175,3175,3175,2493,2493,2493,2479,2476,2476,2476,2476,2479,2479
