inec_provincia_id,provincia,provincia_poblacion,inec_canton_id,canton,canton_poblacion,lat,lng,01/01/2022,02/01/2022,03/01/2022,04/01/2022,05/01/2022,06/01/2022,07/01/2022,08/01/2022,09/01/2022,10/01/2022,11/01/2022,12/01/2022,13/01/2022,14/01/2022,15/01/2022,16/01/2022,17/01/2022,18/01/2022,19/01/2022,20/01/2022,21/01/2022,22/01/2022,23/01/2022,24/01/2022,25/01/2022,26/01/2022,27/01/2022,28/01/2022
01,Azuay,881394,0115,Camilo Ponce Enríquez,36423,-3.050000000000000,-79.73333300000000,97052,97060,97060,97324,97966,98268,98268,98268,49531,49635,50007,50217,50331,50830,50967,50967,51122,51357,51492,51661,51774,51857,51960,52040,52096,52162,52277,52556
01,Azuay,881394,0111,Chordeleg,15176,-2.933333000000000,-78.76666700000000,41582,41648,41830,42050,42286,42462,42668,42668,21415,21568,21664,21748,21805,21879,21879,21914,22002,22043,22086,22107,22162,22162,22186,22216,22238,22304,22349,22388
01,Azuay,881394,0101,Cuenca,636996,-2.897414000000000,-79.00448100000000,2166398,2166934,2174014,2185308,2197286,2201660,2212472,2214662,1116135,1121744,1127084,1132263,1136323,1140190,1143165,1146345,1152230,1158105,1164362,1169819,1174550,1175896,1176829,1178400,1180142,1181684,1183472,1186792
01,Azuay,881394,0112,El Pan,3091,-2.786111000000000,-78.66500000000001,9284,9284,9302,9362,9386,9388,9388,9388,4561,4561,4571,4586,4586,4620,4640,4640,4652,4664,4787,4878,4879,4909,4909,4910,4910,4923,4924,4927
01,Azuay,881394,0102,Girón,13037,-3.159028000000000,-79.14756800000001,46388,46460,46624,46820,47148,47510,47510,47510,24231,24359,24525,24731,24826,24896,24896,24914,24969,25037,25093,25159,25230,25230,25232,25284,25355,25394,25432,25432
01,Azuay,881394,0114,Guachapala,3859,-2.769000000000000,-78.70900000000000,10448,10448,10448,10448,10448,10448,10448,10448,5226,5231,5251,5280,5301,5322,5332,5340,5352,5358,5412,5426,5437,5454,5454,5467,5479,5485,5491,5505
01,Azuay,881394,0103,Gualaceo,49104,-2.900000000000000,-78.78333300000000,151926,151962,152372,153140,154090,154848,155448,155782,77916,78410,78900,79297,79601,79936,80028,80028,80260,80507,80681,80808,80972,80998,80998,81173,81342,81498,81732,81993
01,Azuay,881394,0104,Nabón,17292,-3.336060000000000,-79.06368000000001,49532,49532,49552,49572,49670,50032,50032,50032,25065,25070,25075,25269,25269,25361,25369,25375,25376,25397,25451,25637,25704,25704,25791,25791,25801,25802,26000,26000
01,Azuay,881394,0110,Oña,4128,-3.469640000000000,-79.15431000000000,12716,12736,12736,12736,12736,12798,12798,12798,6426,6481,6485,6494,6494,6501,6501,6506,6515,6518,6537,6576,6604,6604,6613,6631,6631,6648,6683,6713
01,Azuay,881394,0105,Paute,29214,-2.781800000000000,-78.76000000000001,108560,108612,108874,109194,109532,110024,110024,110166,55742,56049,56275,56444,56647,56781,56829,57006,57224,57562,57737,57916,58037,58094,58188,58314,58426,58531,58659,58892
01,Azuay,881394,0106,Pucará,10584,-3.233780000000000,-79.46120000000001,29196,29210,29210,29210,29232,29262,29262,29262,14834,14834,15043,15246,15332,15378,15402,15480,15505,15546,15557,15620,15626,15626,15652,15661,15674,15754,15781,15781
01,Azuay,881394,0107,San Fernando,4156,-3.144500000000000,-79.25200000000000,14206,14206,14210,14210,14210,14222,14222,14222,7124,7166,7209,7356,7404,7425,7428,7428,7446,7482,7505,7518,7518,7518,7522,7538,7546,7554,7574,7574
