inec_provincia_id,provincia,poblacion,lat,lng,01/01/2022,02/01/2022,03/01/2022,04/01/2022,05/01/2022,06/01/2022,07/01/2022,08/01/2022,09/01/2022,10/01/2022,11/01/2022,12/01/2022,13/01/2022,14/01/2022,15/01/2022,16/01/2022,17/01/2022,18/01/2022,19/01/2022,20/01/2022,21/01/2022,22/01/2022,23/01/2022,24/01/2022,25/01/2022,26/01/2022,27/01/2022,28/01/2022
01,Azuay,881394,-2.897414000000000,-79.00448100000000,166.12%,166.18%,166.67%,167.45%,168.32%,168.77%,169.43%,169.58%,85.45%,85.87%,86.29%,86.7%,87.02%,87.34%,87.54%,87.75%,88.15%,88.57%,88.99%,89.36%,89.67%,89.77%,89.85%,89.98%,90.11%,90.24%,90.41%,90.65%
02,Bolívar,209933,-1.605556000000000,-79.00305600000000,160.67%,160.68%,161.15%,161.69%,162.35%,163.22%,163.99%,164.18%,82.16%,82.52%,82.96%,83.43%,83.82%,84.13%,84.23%,84.28%,84.54%,84.86%,85.21%,85.44%,85.66%,85.72%,85.75%,85.96%,86.12%,86.35%,86.51%,86.68%
04,Carchi,186869,0.8121800000000000,-77.71633000000000,185.09%,185.12%,185.6%,186.15%,186.73%,187.31%,187.87%,187.97%,94.01%,94.5%,95.06%,95.48%,95.84%,96.24%,96.27%,96.29%,96.62%,96.89%,97.13%,97.34%,97.54%,97.56%,97.58%,97.81%,98%,98.2%,98.36%,98.55%
03,Cañar,281396,-2.733333000000000,-78.83333300000000,138.51%,138.53%,139.05%,139.68%,140.17%,140.85%,141.48%,141.67%,71.17%,71.58%,72.06%,72.5%,72.89%,73.34%,73.47%,73.6%,73.94%,74.25%,74.59%,74.87%,75.23%,75.36%,75.49%,75.81%,76.17%,76.53%,76.79%,77.08%
06,Chimborazo,524004,-1.674347000000000,-78.64829400000001,151.31%,151.4%,151.95%,152.61%,153.19%,153.76%,154.34%,154.53%,77.37%,77.72%,78.17%,78.57%,79.04%,79.42%,79.59%,79.78%,80.21%,80.5%,80.68%,80.85%,81.08%,81.18%,81.28%,81.49%,81.67%,81.8%,81.94%,82.11%
05,Cotopaxi,488716,-0.9333330000000000,-78.61666700000001,161.78%,161.81%,162.32%,162.99%,163.84%,164.65%,165.53%,165.74%,82.97%,83.43%,83.96%,84.39%,84.84%,85.25%,85.38%,85.45%,85.93%,86.58%,87.22%,87.58%,88.12%,88.4%,88.45%,88.64%,88.87%,89.06%,89.26%,89.48%
07,El Oro,715751,-3.266667000000000,-79.96666700000000,167.65%,167.67%,168.21%,168.92%,169.72%,170.51%,171.39%,171.69%,85.99%,86.4%,86.85%,87.21%,87.53%,87.84%,87.98%,88.08%,88.34%,88.58%,88.81%,89.07%,89.35%,89.48%,89.56%,89.8%,90.04%,90.23%,90.46%,90.73%
08,Esmeraldas,591083,1.050000000000000,-79.20000000000000,143.9%,143.9%,144.17%,144.59%,145.05%,145.61%,146.21%,146.59%,73.52%,73.96%,74.43%,74.81%,75.15%,75.42%,75.59%,75.66%,75.94%,76.32%,76.6%,76.82%,77%,77.09%,77.15%,77.32%,77.51%,77.7%,77.93%,78.12%
20,Galápagos,33042,-0.8000000000000000,-89.40000000000001,212.38%,212.38%,212.76%,213.19%,213.89%,214.64%,215.41%,215.44%,107.61%,107.83%,108.33%,108.79%,109.22%,109.71%,109.71%,109.71%,109.83%,109.94%,110.1%,110.39%,110.67%,110.88%,110.88%,110.96%,111.08%,111.18%,111.21%,111.36%
09,Guayas,4387434,-2.183333000000000,-79.88333299999999,146.75%,146.77%,147.27%,147.85%,148.47%,149.07%,149.65%,149.86%,75%,75.31%,75.67%,76.01%,76.33%,76.65%,76.74%,76.79%,77.07%,77.35%,77.61%,77.86%,78.12%,78.2%,78.23%,78.43%,78.62%,78.8%,78.97%,79.15%
10,Imbabura,476257,0.3626780000000000,-78.13066700000000,168.74%,168.76%,169.31%,169.83%,170.33%,170.99%,171.76%,172.04%,86.09%,86.56%,87.06%,87.48%,87.95%,88.39%,88.55%,88.66%,89.15%,89.6%,89.89%,90.13%,90.37%,90.5%,90.54%,90.75%,91.02%,91.26%,91.49%,91.7%
11,Loja,521154,-3.983333000000000,-79.20000000000000,169.75%,169.76%,170.28%,170.86%,171.47%,172.14%,172.71%,172.9%,86.55%,86.94%,87.4%,87.85%,88.24%,88.66%,88.84%,88.97%,89.31%,89.63%,89.89%,90.13%,90.3%,90.41%,90.54%,90.72%,90.92%,91.09%,91.25%,91.39%
12,Los Ríos,921763,-1.800000000000000,-79.53333300000000,136.2%,136.21%,136.63%,137.18%,137.92%,138.65%,139.27%,139.47%,69.81%,70.16%,70.59%,71.02%,71.36%,71.65%,71.73%,71.78%,72.04%,72.3%,72.54%,72.78%,73.09%,73.19%,73.24%,73.44%,73.66%,73.86%,74.08%,74.3%
13,Manabí,1562079,-1.056181000000000,-80.45521700000000,163.17%,163.2%,163.58%,164.16%,164.92%,165.65%,166.29%,166.5%,83.32%,83.81%,84.27%,84.66%,85.01%,85.38%,85.48%,85.55%,85.81%,86.06%,86.26%,86.45%,86.73%,86.87%,86.91%,87.12%,87.31%,87.51%,87.68%,87.84%
14,Morona Santiago,196535,-2.300000000000000,-78.11666700000001,112%,112.03%,112.42%,112.92%,113.34%,114.06%,114.1%,114.1%,57.8%,58.4%,58.95%,59.55%,59.99%,60.41%,60.48%,60.59%,60.97%,61.23%,61.49%,61.71%,61.84%,61.91%,61.97%,62.16%,62.33%,62.47%,62.61%,62.64%
15,Napo,133705,-0.9890000000000000,-77.81590000000000,158.51%,158.54%,158.83%,159.34%,159.86%,160.25%,160.61%,160.83%,80.48%,80.78%,80.84%,81.25%,81.43%,81.83%,81.94%,82.04%,82.27%,82.31%,82.56%,82.81%,82.96%,83.01%,83.05%,83.07%,83.3%,83.57%,83.79%,83.96%
22,Orellana,161338,-0.4666670000000000,-76.96666700000000,152.08%,152.08%,152.39%,152.78%,153.23%,153.62%,154.14%,154.3%,76.74%,77.19%,77.68%,78.18%,78.19%,78.65%,78.89%,79.04%,79.51%,79.53%,79.89%,80.24%,80.59%,80.69%,80.78%,80.97%,81.14%,81.34%,81.6%,81.87%
16,Pastaza,114202,-1.066667000000000,-78.00111099999999,130.43%,130.49%,130.89%,131.42%,132.07%,132.68%,133.21%,133.52%,66.93%,67.31%,67.7%,68.07%,68.46%,68.83%,68.95%,69.04%,69.34%,69.68%,69.95%,70.19%,70.46%,70.56%,70.63%,70.81%,70.97%,71.09%,71.24%,71.42%
17,Pichincha,3228233,-0.2186110000000000,-78.50972200000000,179.81%,179.88%,180.52%,181.31%,182.08%,182.91%,183.8%,184.24%,92.19%,92.61%,93.08%,93.6%,94.05%,94.58%,94.87%,94.99%,95.33%,95.68%,95.95%,96.22%,96.5%,96.73%,96.87%,97.08%,97.28%,97.49%,97.7%,97.96%
24,Santa Elena,401178,-2.226700000000000,-80.85830000000000,141.35%,141.36%,141.79%,142.46%,143.07%,143.88%,144.62%,144.76%,72.45%,72.77%,73.03%,73.32%,73.55%,73.77%,73.88%,73.95%,74.2%,74.41%,74.53%,74.7%,74.88%,74.97%,75%,75.22%,75.44%,75.64%,75.9%,76.11%
23,Sto. Domingo Tsáchilas,511151,-0.2541670000000000,-79.17194400000000,140.91%,140.97%,141.43%,141.95%,142.5%,143.12%,143.72%,143.94%,72.07%,72.45%,72.87%,73.3%,73.71%,74.01%,74.08%,74.15%,74.5%,74.8%,75.05%,75.3%,75.52%,75.56%,75.59%,75.81%,76.06%,76.29%,76.46%,76.69%
21,Sucumbíos,230503,0.08472200000000001,-76.88277800000000,139.51%,139.65%,139.98%,140.32%,140.74%,141.13%,141.57%,142.07%,71.24%,71.68%,72.08%,72.49%,72.83%,73.1%,73.34%,73.52%,73.8%,74.03%,74.28%,74.51%,74.77%,74.98%,75.17%,75.38%,75.63%,75.84%,76.07%,76.29%
18,Tungurahua,590600,-1.241667000000000,-78.61972200000000,166.35%,166.39%,166.95%,167.68%,168.42%,169.18%,170.07%,170.27%,85.22%,85.53%,85.78%,86.38%,86.89%,87.29%,87.5%,87.58%,88.11%,88.54%,88.86%,89.08%,89.42%,89.57%,89.64%,89.84%,90.07%,90.25%,90.42%,90.6%
19,Zamora Chinchipe,120416,-4.120000000000000,-78.80000000000000,143.48%,143.54%,143.87%,144.54%,145.17%,145.95%,146.84%,147.14%,73.78%,74.28%,74.88%,75.52%,76.12%,76.71%,76.98%,77.27%,77.57%,77.9%,78.18%,78.36%,78.6%,78.67%,78.79%,78.97%,79.17%,79.34%,79.57%,79.83%
