provincia,provincia_poblacion,canton,canton_poblacion,lat,lng,01/01/2022,02/01/2022,03/01/2022,04/01/2022,05/01/2022,06/01/2022,07/01/2022,08/01/2022,09/01/2022,10/01/2022,11/01/2022,12/01/2022,13/01/2022,14/01/2022,15/01/2022,16/01/2022,17/01/2022,18/01/2022,19/01/2022,20/01/2022,21/01/2022,22/01/2022,23/01/2022,24/01/2022,25/01/2022,26/01/2022,27/01/2022,28/01/2022
Bolívar,209933,Echeandía,14081,-1.433330000000000,-79.26667000000000,1505,1505,1529,1567,1591,1615,1647,1668,1734,1766,1798,1815,1816,1837,1850,1860,1862,1892,1936,1950,1979,1979,1987,2018,2035,2058,2084,2104
Bolívar,209933,Guaranda,108763,-1.605556000000000,-79.00305600000000,7731,7731,7747,7820,7930,8233,8525,8604,8721,8973,9289,9553,9758,9939,10059,10120,10328,10634,10876,11028,11235,11318,11393,11556,11680,11851,12010,12171
Bolívar,209933,Las Naves,7428,-1.283330000000000,-79.30000000000000,530,530,542,543,570,601,634,634,645,677,690,717,731,742,742,742,755,765,773,783,785,785,785,801,806,824,839,859
Bolívar,209933,San Miguel,29004,-1.700000000000000,-79.03333300000000,3919,3921,4054,4159,4285,4433,4577,4618,4654,4654,4887,5065,5256,5414,5462,5517,5690,5846,6037,6168,6295,6355,6355,6465,6527,6625,6668,6752
Carchi,186869,Bolivar,15528,0.5070990000000000,-77.86245400000000,1091,1091,1123,1161,1221,1389,1455,1455,1455,1510,1641,1754,1856,1927,1927,1927,1994,2032,2081,2094,2142,2142,2144,2207,2265,2329,2406,2415
Carchi,186869,Espejo,13817,0.6210000000000000,-77.94000000000000,1842,1843,1936,2014,2110,2154,2197,2197,2197,2290,2412,2534,2641,2736,2736,2747,2808,2884,2951,3078,3144,3175,3176,3283,3356,3463,3533,3575
Carchi,186869,Mira,11969,0.5538999999999999,-78.04930000000000,1566,1566,1600,1682,1750,1790,1834,1951,1956,2075,2238,2374,2458,2548,2559,2584,2642,2756,2756,2800,2815,2815,2815,2849,2904,2990,3033,3146
Carchi,186869,Montúfar,34229,0.6100000000000000,-77.84000000000000,2814,2822,2900,2983,3089,3188,3286,3286,3285,3524,3874,3988,4096,4211,4211,4212,4358,4452,4723,4791,4889,4889,4889,5020,5114,5215,5300,5370
Carchi,186869,San Pedro de Huaca,8931,0.6311110000000000,-77.72527800000000,643,643,664,676,713,735,798,803,836,901,974,1012,1024,1041,1052,1060,1113,1131,1158,1173,1188,1194,1197,1219,1232,1247,1262,1275
Carchi,186869,Tulcán,102395,0.8121800000000000,-77.71633000000000,7022,7044,7342,7754,8108,8516,8885,8912,8936,9742,10526,11101,11508,12042,12098,12139,12532,12907,13146,13383,13652,13664,13690,13922,14158,14328,14487,14780
Cañar,281396,Azogues,86276,-2.733333000000000,-78.83333300000000,8714,8727,9055,9479,9930,10421,10883,11006,11103,11573,12031,12507,12863,13460,13616,13750,14076,14429,14781,15084,15536,15758,15889,16342,16906,17616,18229,18980
Cañar,281396,Biblían,23741,-2.710000000000000,-78.88000000000000,1811,1811,1938,2065,2157,2253,2434,2449,2469,2582,2685,2777,2829,2961,2998,3029,3118,3200,3333,3447,3512,3566,3596,3682,3778,3897,3987,4039
Cañar,281396,Cañar,68747,-2.483700000000000,-78.97839999999999,5612,5631,5912,6209,6489,6751,7108,7113,7487,7763,8190,8560,8954,9427,9525,9600,9939,10341,10839,11108,11470,11528,11704,12104,12553,12757,12912,13157
Cañar,281396,Déleg,6782,-2.772600000000000,-78.91830000000000,850,850,870,870,908,966,1010,1010,1010,1045,1068,1122,1149,1167,1167,1186,1199,1212,1255,1269,1299,1299,1312,1317,1322,1348,1361,1370
Cañar,281396,El Tambo,12462,-2.508100000000000,-78.92489999999999,877,882,926,972,1025,1080,1119,1155,1203,1232,1277,1333,1380,1413,1425,1429,1481,1503,1529,1570,1653,1668,1687,1767,1897,1987,2056,2161
Cañar,281396,La Troncal,76872,-2.400000000000000,-79.33000000000000,2689,2689,2751,2874,2874,3005,3005,3073,3354,3593,3825,3996,4185,4409,4487,4581,4720,4872,5040,5188,5640,5744,5848,6050,6245,6483,6660,6785
Cañar,281396,Suscal,6516,-2.436400000000000,-79.05220000000000,330,330,346,372,392,406,414,414,421,432,481,509,527,553,563,563,580,602,622,665,697,735,735,788,878,993,993,1001
Chimborazo,524004,Alausí,45054,-2.200000000000000,-78.84999999999999,3594,3610,3695,3810,3917,4025,4111,4111,4138,4138,4297,4421,4734,4889,4914,4980,5080,5211,5322,5438,5495,5509,5535,5597,5674,5702,5748,5801
Chimborazo,524004,Chambo,13378,-1.733333000000000,-78.58333300000000,812,812,838,910,946,1020,1101,1101,1101,1192,1312,1390,1459,1524,1540,1540,1658,1714,1738,1754,1793,1799,1799,1824,1852,1866,1875,1908
Chimborazo,524004,Chunchi,12795,-2.283333000000000,-78.91666700000000,1180,1192,1204,1239,1283,1313,1336,1336,1387,1387,1443,1509,1575,1596,1606,1623,1664,1700,1778,1871,1908,1908,1926,1950,1960,1992,2002,2017
Chimborazo,524004,Colta,44838,-1.700000000000000,-78.75000000000000,2103,2195,2299,2415,2539,2656,2731,2770,2890,3164,3309,3484,3787,3923,3933,4003,4160,4249,4378,4448,4525,4542,4591,4707,4828,4935,4987,5184
Chimborazo,524004,Cumandá,17973,-2.200000000000000,-79.13333299999999,816,816,841,870,906,941,979,1012,1022,1061,1098,1143,1183,1219,1230,1238,1267,1308,1336,1345,1353,1358,1365,1389,1402,1414,1427,1438
Chimborazo,524004,Guamote,58291,-1.933333000000000,-78.71666700000000,1123,1131,1153,1171,1206,1223,1251,1253,1279,1313,1351,1399,1499,1564,1575,1575,1721,1777,1823,1867,1928,1930,1983,2035,2067,2126,2192,2247
Chimborazo,524004,Guano,48395,-1.583333000000000,-78.63333299999999,4266,4284,4405,4586,4789,5014,5228,5338,5488,5853,6181,6536,6841,7083,7171,7297,7630,7904,8007,8159,8299,8335,8392,8627,8773,8839,8965,9047
Chimborazo,524004,Pallatanga,12277,-1.983333000000000,-78.95000000000000,1195,1198,1220,1227,1251,1262,1291,1303,1314,1350,1377,1422,1450,1486,1497,1514,1539,1586,1638,1659,1671,1671,1696,1712,1726,1742,1761,1772
Chimborazo,524004,Penipe,6955,-1.557300000000000,-78.53959999999999,1456,1465,1520,1556,1602,1657,1733,1733,1810,1941,2145,2306,2423,2536,2536,2569,2671,2713,2745,2781,2816,2816,2837,2868,2902,2942,2970,2988
Chimborazo,524004,Riobamba,264048,-1.674347000000000,-78.64829400000001,24213,24223,25373,26646,27865,28943,30239,30779,30957,32315,33970,35434,37336,38973,39751,40490,42328,43613,44276,45046,46294,46958,47391,48048,48917,49524,50066,50857
Cotopaxi,488716,La Maná,56905,-0.9300000000000000,-79.22000000000000,2111,2111,2173,2286,2440,2612,2729,2729,2729,2837,2989,3140,3286,3360,3378,3378,3459,3582,3620,3690,3725,3752,3770,3805,3990,4051,4106,4175
Cotopaxi,488716,Latacunga,205624,-0.9333330000000000,-78.61666700000001,18107,18114,18812,19642,20476,21159,22161,22694,22981,23906,24654,25572,26965,28225,28739,28977,31713,35491,39129,40661,44121,46329,46519,47115,48093,48839,49820,51003
Cotopaxi,488716,Pangua,24612,-1.133333000000000,-79.06666700000000,1303,1303,1348,1421,1473,1532,1573,1573,1573,1668,1784,1915,2012,2129,2129,2129,2165,2232,2324,2384,2427,2450,2450,2479,2504,2519,2545,2556
Cotopaxi,488716,Pujilí,79772,-0.9500000000000000,-78.69000000000000,4574,4596,4797,5079,5309,5580,5834,5932,6144,6507,6940,7383,7703,7936,8017,8090,8275,8487,8908,9351,9858,9958,10032,10144,10368,10594,10797,11008
Cotopaxi,488716,Salcedo,67100,-1.050000000000000,-78.58333300000000,6287,6312,6713,7120,7581,8066,8475,8488,8525,9316,9875,10435,10823,11321,11384,11433,11829,12135,12377,12578,12934,12978,12999,13211,13345,13440,13552,13660
Cotopaxi,488716,Saquisilí,31426,-0.8300000000000000,-78.67000000000000,2039,2049,2140,2247,2332,2464,2645,2694,2756,2882,3029,3147,3230,3467,3522,3572,3654,3769,3848,3964,4095,4134,4174,4272,4367,4410,4501,4576
Cotopaxi,488716,Sigchos,23277,-0.7000000000000000,-78.88333299999999,1181,1181,1203,1278,1359,1417,1442,1463,1523,1605,1741,1788,1846,1943,1964,1981,2028,2070,2114,2168,2214,2226,2240,2280,2312,2360,2438,2460
El Oro,715751,Arenillas,33473,-3.550000000000000,-80.06000000000000,2147,2152,2244,2360,2495,2645,2787,2787,2787,3037,3206,3319,3443,3566,3566,3586,3661,3753,3803,3882,3999,3999,4010,4241,4527,4742,4892,5103
El Oro,715751,Atahualpa,6436,-2.900000000000000,-78.93333300000000,869,869,928,959,1063,1107,1152,1155,1155,1230,1306,1314,1366,1373,1373,1373,1554,1637,1676,1712,1810,1810,1810,1828,1860,1877,1891,1918
El Oro,715751,Balsas,9233,-3.762600000000000,-79.82530000000000,513,513,526,542,568,601,626,626,626,662,704,749,783,793,793,793,827,847,865,883,904,904,904,923,930,939,958,967
El Oro,715751,Chilla,2379,-3.450000000000000,-79.58000000000000,204,204,209,218,218,218,220,228,233,258,278,325,361,369,374,383,387,397,411,425,456,457,464,469,507,554,582,585
El Oro,715751,El Guabo,63645,-3.238800000000000,-79.82920000000000,1939,1939,2056,2204,2349,2487,2678,2731,2768,2923,3041,3150,3292,3704,3744,3783,3905,4031,4310,4605,5035,5224,5272,5426,5579,5662,5821,6002
El Oro,715751,Huaquillas,60440,-3.481380000000000,-80.24320700000000,3324,3329,3489,3647,3864,4220,4604,4669,4720,5205,5600,5785,5930,6044,6068,6068,6191,6326,6411,6664,6883,6914,6914,7166,7473,7710,7953,8184
El Oro,715751,Las Lajas,4963,-3.785000000000000,-80.06166700000000,684,684,702,722,760,800,849,849,849,959,996,1043,1138,1206,1206,1206,1245,1262,1294,1335,1370,1370,1370,1423,1475,1515,1525,1535
El Oro,715751,Machala,289141,-3.266667000000000,-79.96666700000000,17675,17717,18802,20566,22580,24206,26362,26985,27591,28833,30287,31308,32179,33013,33456,33817,34697,35610,36385,37444,38666,39402,39772,40700,41506,42272,43431,44546
El Oro,715751,Marcabelí,6259,-3.786000000000000,-79.89780000000000,598,598,633,661,692,722,746,746,746,788,838,849,851,873,873,873,897,912,927,936,944,944,944,959,968,982,1004,1026
El Oro,715751,Pasaje,87723,-3.326900000000000,-79.80490000000000,5229,5236,5519,5807,6149,6595,6977,7168,7305,7658,8203,8419,8771,9179,9311,9397,9539,9708,9852,10005,10185,10249,10299,10483,10664,10832,10967,11354
El Oro,715751,Piñas,30206,-3.666667000000000,-79.65000000000001,2902,2902,3043,3243,3485,3650,3838,3907,3952,4132,4422,4598,4637,4813,4850,4899,5039,5123,5197,5267,5409,5426,5452,5508,5594,5651,5716,5966
El Oro,715751,Portovelo,14028,-3.720000000000000,-79.62000000000000,1238,1238,1293,1391,1490,1561,1691,1741,1741,1795,1870,1990,2105,2135,2224,2224,2298,2395,2738,2904,3058,3264,3312,3407,3484,3553,3591,3793
El Oro,715751,Santa Rosa,82171,-3.452222000000000,-79.96166700000001,5218,5228,5452,5722,5998,6311,6699,6922,7160,7534,7897,8321,8519,8543,8770,8897,9058,9197,9289,9468,9597,9732,9852,9997,10254,10378,10520,10754
El Oro,715751,Zaruma,25654,-3.433333000000000,-79.59999999999999,2077,2077,2205,2298,2336,2626,2798,2864,2920,3145,3302,3464,3599,3684,4002,4218,4308,4374,4456,4580,4758,4790,4843,4886,4933,4984,5068,5101
Esmeraldas,591083,Atacames,55495,0.8666670000000000,-79.83333300000000,1687,1687,1828,1952,2129,2327,2554,2585,2608,2841,3099,3352,3516,3625,3644,3661,3865,4060,4238,4534,4648,4681,4683,4795,4929,5067,5198,5315
Esmeraldas,591083,Eloy Alfaro,45629,1.250000000000000,-79,1608,1628,1652,1690,1767,1837,1865,1939,2060,2218,2392,2504,2693,2767,2854,2893,3035,3154,3234,3291,3366,3374,3392,3419,3451,3477,3521,3548
Esmeraldas,591083,Esmeraldas,218727,1.050000000000000,-79.20000000000000,9853,9853,10377,11032,11759,12636,13405,13622,13865,14658,15557,16108,16241,16246,16624,16800,17673,18557,18985,19395,19697,19867,19976,20380,20744,21129,21678,22190
Esmeraldas,591083,Muisne,31106,0.6067000000000000,-80.01830000000000,856,856,875,981,1057,1084,1174,1230,1257,1336,1399,1542,1647,1764,1790,1798,1819,2017,2201,2305,2425,2442,2453,2590,2707,2787,2949,3075
Esmeraldas,591083,Quinindé,145879,0.3300000000000000,-79.48000000000000,6864,6864,6922,7177,7464,7744,8332,8940,9701,10377,11196,11698,12289,13104,13328,13415,13810,14370,14911,15199,15562,15817,16000,16230,16522,16721,16953,17172
Esmeraldas,591083,Rioverde,31475,1.060200000000000,-79.40440000000000,656,656,664,709,759,796,829,840,846,1020,1154,1242,1308,1354,1423,1440,1479,1554,1638,1731,1752,1768,1768,1816,1867,1892,1909,1916
Esmeraldas,591083,San Lorenzo,62772,1.265800000000000,-78.84139999999999,1221,1221,1240,1292,1325,1380,1421,1503,1539,1663,1734,1833,1917,2045,2131,2169,2265,2425,2492,2583,2637,2652,2664,2738,2781,2847,2885,2949
Galápagos,33042,Isabela,3073,-0.4724000000000000,-90.68110000000000,1470,1470,1470,1470,1490,1490,1490,1490,1490,1510,1529,1529,1559,1582,1582,1582,1582,1582,1612,1612,1631,1631,1631,1640,1640,1659,1659,1669
Galápagos,33042,San Cristóbal,9667,-0.8000000000000000,-89.40000000000001,3722,3722,3794,3864,3929,3991,4069,4069,4069,4101,4136,4173,4184,4218,4218,4218,4244,4258,4282,4306,4332,4361,4361,4371,4391,4401,4411,4421
Galápagos,33042,Santa Cruz,20302,-0.6333330000000000,-90.36666700000001,6631,6631,6681,6742,6872,6992,7087,7097,7097,7180,7401,7663,7870,8121,8121,8121,8163,8209,8235,8297,8388,8496,8496,8516,8556,8586,8596,8633
Guayas,4387434,Alfredo Baquerizo Moreno,32110,-1.916667000000000,-79.51666700000000,761,761,790,815,852,913,967,1002,1015,1050,1091,1132,1169,1199,1223,1223,1253,1300,1335,1363,1397,1427,1427,1445,1461,1483,1504,1539
Guayas,4387434,Balao,26348,-2.910000000000000,-79.81000000000000,428,428,434,455,478,512,539,539,539,584,642,680,724,783,807,855,913,948,986,1026,1066,1105,1160,1222,1299,1342,1356,1371
Guayas,4387434,Balzar,60260,-1.360000000000000,-79.90000000000001,1894,1894,1961,2010,2106,2204,2317,2377,2377,2480,2580,2707,2825,2957,2977,2983,3080,3186,3256,3329,3390,3422,3422,3509,3611,3724,3827,3940
Guayas,4387434,Colimes,26169,-1.550000000000000,-80.01666700000000,447,447,447,456,456,456,462,491,491,529,592,626,678,712,717,720,741,758,779,802,822,841,841,863,886,912,945,959
Guayas,4387434,Coronel Marcelino Maridueña,13132,-2.200000000000000,-79.42000000000000,696,696,696,749,791,935,1070,1070,1070,1149,1227,1281,1330,1372,1373,1373,1450,1547,1615,1674,1741,1761,1761,1799,1826,1935,2014,2053
Guayas,4387434,Daule,173684,-1.866667000000000,-79.98333300000000,7138,7138,7434,7844,8219,8616,8994,9272,9428,9861,10248,10620,11095,11446,11544,11604,11945,12288,12676,12991,13377,13496,13599,13972,14348,14682,14988,15241
Guayas,4387434,Durán,315724,-2.166667000000000,-79.83333300000000,9682,9711,10213,10872,11587,12172,12757,13163,13270,13800,15520,16924,17297,18899,19210,19290,20030,21368,22335,23039,23728,23944,24001,24961,26172,26429,27214,27530
Guayas,4387434,El Triunfo,59636,-2.330000000000000,-79.40000000000001,1338,1342,1392,1475,1554,1623,1695,1728,1740,1792,1859,1908,1957,2003,2042,2054,2110,2174,2236,2284,2325,2389,2403,2471,2533,2603,2747,2888
Guayas,4387434,Empalme,86073,-1.046111000000000,-79.63361100000000,3352,3354,3410,3510,3644,3763,3840,3850,3871,4017,4145,4264,4383,4503,4535,4564,4676,4799,4919,5011,5128,5166,5182,5296,5409,5505,5594,5715
Guayas,4387434,General Antonio Elizalde,13156,-2.200000000000000,-79.17000000000000,674,674,712,745,799,854,898,898,898,941,985,1033,1060,1091,1091,1091,1318,1565,1802,2071,2353,2353,2353,2379,2424,2446,2544,2623
Guayas,4387434,Guayaquil,2723665,-2.183333000000000,-79.88333299999999,131418,131681,138112,145403,154062,161885,169887,172575,174254,181385,188538,195604,201965,208663,210783,212363,218613,226180,232862,239686,246861,249571,250643,256395,261698,266867,271587,277539
Guayas,4387434,Isidro Ayora,14582,-1.883333000000000,-80.16666700000000,611,611,627,634,679,710,751,751,751,807,849,883,883,883,883,883,892,921,970,1040,1101,1101,1101,1235,1279,1335,1386,1403
Guayas,4387434,Lomas de Sargentillo,24220,-1.883333000000000,-80.08333300000000,618,618,633,645,645,683,722,722,722,756,793,831,1050,1082,1082,1082,1109,1142,1161,1258,1364,1364,1364,1422,1478,1544,1831,1900
Guayas,4387434,Milagro,199835,-2.126944000000000,-79.59916699999999,7855,7855,8123,8586,9007,9400,9767,9794,9794,10146,10500,10831,11370,11800,11815,11815,12294,12807,13476,14059,14470,14480,14480,14939,15332,15839,16184,16520
Guayas,4387434,Naranjal,95052,-2.672800000000000,-79.61499999999999,3008,3008,3077,3222,3361,3488,3574,3627,3663,3794,3910,4027,4126,4264,4340,4385,4613,4737,5290,5633,6003,6089,6113,6353,6877,6986,7308,7684
Guayas,4387434,Naranjito,43862,-2.173000000000000,-79.46710000000000,1462,1462,1513,1593,1684,1814,1935,1935,1973,2063,2167,2267,2331,2427,2427,2467,2558,2651,2763,2829,2925,3022,3113,3258,3362,3504,3565,3636
Guayas,4387434,Nobol,26444,-1.916671000000000,-80.01153900000000,706,706,722,788,834,866,900,922,935,966,995,1018,1039,1070,1100,1129,1161,1198,1234,1676,1710,1749,1768,1805,1842,1873,1922,1945
Guayas,4387434,Palestina,18451,-1.626300000000000,-79.97700000000000,666,666,680,680,680,680,680,699,729,754,760,787,806,848,858,862,885,908,938,976,1051,1074,1074,1115,1137,1162,1181,1214
Guayas,4387434,Pedro Carbo,51802,-1.833333000000000,-80.23333300000000,1532,1532,1544,1626,1740,1852,1945,1978,1991,2066,2184,2266,2346,2426,2459,2492,2570,2701,2818,2972,3122,3141,3154,3268,3378,3460,3550,3643
Guayas,4387434,Playas,59628,-2.623330000000000,-80.38750000000000,1963,1967,2048,2133,2305,2481,2637,2673,2708,2852,2954,3066,3161,3296,3354,3411,3558,3746,3915,4156,4337,4423,4486,4671,4830,5191,5397,5599
Guayas,4387434,Salitre,65765,-1.829444000000000,-79.81555600000000,2052,2052,2123,2228,2307,2431,2575,2575,2575,2740,2880,2994,3108,3203,3203,3203,3314,3421,3514,3716,4004,4126,4126,4413,4579,4716,4871,4977
Guayas,4387434,Samborondón,102404,-2.183333000000000,-79.88333299999999,20508,20508,21109,21893,22643,23348,24188,24766,24896,25797,26585,27198,27702,28179,28590,28655,29101,29528,29905,30265,30757,31126,31227,31518,31908,32508,32954,33432
Guayas,4387434,San Jacinto De Yaguachi,78204,-2.120000000000000,-79.69000000000000,2394,2394,2461,2615,2753,2854,2949,2967,2974,3109,3217,3299,3422,3589,3603,3616,3726,3858,3987,4138,4282,4375,4385,4491,4681,4855,5032,5207
Guayas,4387434,Santa Lucía,45004,-1.713889000000000,-79.98500000000000,1156,1156,1177,1224,1260,1304,1364,1381,1398,1458,1502,1562,1619,1661,1661,1676,1751,1859,1953,2065,2156,2218,2254,2361,2447,2573,2629,2718
Guayas,4387434,Simón Bolivar,32224,-2.156667000000000,-79.88750000000000,1057,1057,1093,1127,1195,1255,1298,1327,1327,1395,1454,1530,1580,1617,1646,1649,1718,1788,1877,1933,2023,2060,2072,2115,2190,2234,2305,2346
Imbabura,476257,Antonio Ante,54311,0.3200000000000000,-78.20999999999999,4470,4479,4733,4980,5267,5511,5957,6109,6296,6696,6929,7090,7596,7938,8074,8151,8395,8636,8776,8907,9051,9108,9145,9264,9498,9596,9743,9870
Imbabura,476257,Cotacachi,44203,0.3000000000000000,-78.26666700000000,3918,3930,4063,4221,4393,4629,5144,5261,5460,5823,6179,6569,6733,7376,7530,7616,7792,7960,8048,8219,8356,8488,8542,8645,8785,8864,9030,9132
Imbabura,476257,Ibarra,221149,0.3626780000000000,-78.13066700000000,18435,18435,19116,19681,20146,21186,22024,22024,21910,23247,24887,26314,28096,29327,29610,29610,31547,32958,34284,35232,36494,37259,37388,38435,39475,40425,41212,41891
Imbabura,476257,Otavalo,125785,0.2333330000000000,-78.26666700000000,5699,5737,6140,6397,6655,6978,7366,7877,8104,8605,9044,9182,9704,10241,10562,10759,11343,12224,12478,12698,12939,13022,13056,13211,13342,13532,13738,14069
Imbabura,476257,Pimampiro,13269,0.4000000000000000,-77.97000000000000,1278,1278,1304,1354,1387,1418,1502,1502,1502,1628,1859,2061,2128,2205,2205,2490,2612,2763,2869,2923,2935,2935,2935,2979,3037,3080,3105,3135
Imbabura,476257,San Miguel de Urcuquí,17540,0.5200000000000000,-78.20000000000000,1644,1644,1724,1824,1913,2000,2174,2375,2375,2639,2853,3018,3041,3042,3042,3042,3273,3520,3648,3723,3787,3787,3787,3862,3961,4055,4185,4266
Loja,521154,Calvas,29565,-4.320000000000000,-79.56000000000000,3235,3250,3352,3352,3352,3352,3352,3352,3352,3352,3571,3847,3903,4147,4147,4147,4335,4547,4714,4863,4966,4966,4999,5097,5190,5289,5371,5428
Loja,521154,Catamayo,35961,-3.980000000000000,-79.34999999999999,2907,2907,3014,3146,3302,3477,3662,3662,3662,3912,4167,4383,4581,4794,4823,4835,4992,5080,5168,5302,5391,5391,5391,5468,5538,5592,5650,5679
Loja,521154,Celica,16160,-4.102500000000000,-79.95444400000000,1509,1509,1533,1591,1676,1762,1846,1846,1846,1941,2031,2147,2245,2560,2574,2638,2825,2956,3041,3132,3229,3229,3290,3347,3417,3475,3647,3719
Loja,521154,Chaguarpamba,6620,-3.850000000000000,-79.65000000000001,435,435,451,465,491,528,534,534,534,600,647,674,677,677,687,696,728,762,782,793,804,804,804,834,923,1009,1013,1020
Loja,521154,Espíndola,14209,-4.583056000000000,-79.42694400000001,1392,1392,1452,1503,1572,1662,1710,1710,1710,1797,1898,1965,1992,2145,2156,2177,2247,2295,2339,2384,2416,2438,2467,2526,2565,2603,2644,2673
Loja,521154,Gonzanamá,10953,-4.231389000000000,-79.43527800000000,1536,1536,1566,1607,1630,1654,1655,1655,1655,1682,1830,1920,1965,2140,2140,2140,2239,2312,2421,2481,2513,2513,2513,2583,2615,2679,2702,2726
Loja,521154,Loja,274112,-3.983333000000000,-79.20000000000000,28158,28158,29408,30805,32274,33711,34868,35598,36205,37630,38974,40186,41560,42876,43774,44171,45467,46508,47245,48150,48752,49524,50330,50926,51304,51617,51905,52385
Loja,521154,Macará,20269,-4.383333000000000,-79.95000000000000,2118,2148,2244,2325,2357,2541,2635,2668,2710,2787,2874,2960,3012,3048,3090,3134,3215,3358,3415,3460,3510,3552,3566,3621,3716,3778,3842,3946
Loja,521154,Olmedo,4220,-3.934000000000000,-79.64800000000000,510,510,521,531,554,574,585,585,585,617,640,655,678,688,707,722,743,758,774,785,806,806,806,837,846,859,872,876
Loja,521154,Paltas,23471,-4.050000000000000,-79.65000000000001,2939,2939,3011,3095,3170,3262,3365,3365,3365,3492,3701,3777,3895,3995,4040,4081,4180,4294,4542,4598,4665,4665,4665,4708,4783,4831,4860,4971
