inec_provincia_id,provincia,poblacion,lat,lng,01/01/2022,02/01/2022,03/01/2022,04/01/2022,05/01/2022,06/01/2022,07/01/2022,08/01/2022,09/01/2022,10/01/2022,11/01/2022,12/01/2022,13/01/2022,14/01/2022,15/01/2022,16/01/2022,17/01/2022,18/01/2022,19/01/2022,20/01/2022,21/01/2022,22/01/2022,23/01/2022,24/01/2022,25/01/2022,26/01/2022,27/01/2022,28/01/2022
10,Imbabura,476257,0.3626780000000000,-78.13066700000000,1607278,1607458,1612716,1617668,1622390,1628746,1635994,1638680,820063,824486,829300,833285,837750,841917,843439,844506,849205,853483,856232,858482,860804,861984,862368,864393,867006,869284,871499,873467
11,Loja,521154,-3.983333000000000,-79.20000000000000,1769270,1769410,1774880,1780920,1787258,1794230,1800132,1802184,902077,906154,910955,915650,919725,924135,925947,927333,930922,934257,936880,939450,941240,942336,943657,945556,947620,949401,951119,952589
12,Los Ríos,921763,-1.800000000000000,-79.53333300000000,2510946,2511020,2518718,2529024,2542626,2555978,2567554,2571198,1286946,1293392,1301254,1309223,1315545,1320897,1322448,1323206,1327997,1332784,1337298,1341746,1347375,1349250,1350141,1353947,1358028,1361651,1365738,1369757
13,Manabí,1562079,-1.056181000000000,-80.45521700000000,5097546,5098500,5110418,5128626,5152354,5175298,5195228,5201670,2602999,2618452,2632851,2645032,2655851,2667358,2670474,2672563,2680702,2688534,2694842,2700989,2709506,2713930,2715269,2721806,2727729,2733894,2739203,2744271
14,Morona Santiago,196535,-2.300000000000000,-78.11666700000001,440256,440372,441902,443866,445520,448344,448498,448498,227200,229551,231701,234077,235807,237467,237718,238170,239670,240691,241692,242553,243069,243343,243596,244328,245018,245556,246092,246205
15,Napo,133705,-0.9890000000000000,-77.81590000000000,423868,423948,424718,426098,427470,428528,429486,430068,215199,216008,216161,217276,217751,218823,219126,219386,219985,220095,220763,221429,221833,221980,222089,222138,222763,223476,224076,224519
22,Orellana,161338,-0.4666670000000000,-76.96666700000000,490732,490734,491722,492970,494442,495694,497376,497874,247633,249069,250641,252255,252301,253771,254548,255055,256544,256636,257786,258900,260053,260354,260653,261276,261830,262455,263293,264167
16,Pastaza,114202,-1.066667000000000,-78.00111099999999,297906,298046,298958,300170,301664,303042,304264,304972,152875,153749,154620,155465,156374,157208,157493,157701,158386,159162,159767,160323,160937,161164,161327,161729,162100,162367,162705,163123
17,Pichincha,3228233,-0.2186110000000000,-78.50972200000000,11609402,11614040,11655134,11705906,11755898,11809630,11866938,11895504,5951991,5979128,6009760,6043485,6072434,6106810,6124954,6133316,6155261,6177588,6195141,6212330,6230550,6245129,6254097,6268130,6281140,6294558,6307952,6324832
24,Santa Elena,401178,-2.226700000000000,-80.85830000000000,1134156,1134236,1137652,1143076,1147900,1154414,1160368,1161484,581296,583877,585952,588323,590160,591913,592772,593380,595383,597011,597975,599399,600822,601543,601750,603534,605323,606909,608978,610659
23,Sto. Domingo Tsáchilas,511151,-0.2541670000000000,-79.17194400000000,1440510,1441140,1445802,1451126,1456738,1463166,1469236,1471484,736751,740697,744999,749370,753490,756624,757325,758007,761596,764644,767191,769791,772026,772473,772774,774968,777528,779939,781676,783993
21,Sucumbíos,230503,0.08472200000000001,-76.88277800000000,643134,643804,645316,646878,648824,650604,652624,654966,328413,330428,332292,334178,335772,337010,338124,338954,340233,341292,342453,343480,344680,345651,346548,347486,348641,349643,350690,351694
18,Tungurahua,590600,-1.241667000000000,-78.61972200000000,1964910,1965424,1972012,1980680,1989324,1998376,2008838,2011268,1006671,1010273,1013189,1020330,1026314,1031122,1033547,1034549,1040757,1045827,1049583,1052210,1056266,1058036,1058851,1061231,1063893,1065991,1068022,1070174
19,Zamora Chinchipe,120416,-4.120000000000000,-78.80000000000000,345536,345692,346482,348106,349622,351498,353628,354370,177695,178895,180328,181877,183313,184754,185388,186097,186805,187607,188294,188715,189294,189473,189741,190187,190671,191070,191642,192256
