inec_provincia_id,provincia,poblacion,lat,lng,01/01/2022,02/01/2022,03/01/2022,04/01/2022,05/01/2022,06/01/2022,07/01/2022,08/01/2022,09/01/2022,10/01/2022,11/01/2022,12/01/2022,13/01/2022,14/01/2022,15/01/2022,16/01/2022,17/01/2022,18/01/2022,19/01/2022,20/01/2022,21/01/2022,22/01/2022,23/01/2022,24/01/2022,25/01/2022,26/01/2022,27/01/2022,28/01/2022
01,Azuay,881394,-2.897414000000000,-79.00448100000000,2928406,2929486,2938014,2951782,2967048,2975096,2986714,2989380,1506297,1513701,1521070,1528394,1533979,1539690,1543143,1546934,1553949,1561238,1568671,1575253,1580772,1582422,1583846,1586140,1588519,1590771,1593661,1597901
02,Bolívar,209933,-1.605556000000000,-79.00305600000000,674618,674644,676604,678888,681666,685308,688528,689334,344972,346454,348323,350315,351935,353226,353647,353853,354975,356310,357776,358714,359678,359921,360044,360905,361597,362549,363236,363946
04,Carchi,186869,0.8121800000000000,-77.71633000000000,691762,691862,693674,695704,697884,700042,702138,702498,351357,353172,355275,356843,358194,359680,359781,359889,361093,362122,363023,363789,364556,364631,364677,365545,366265,367007,367617,368319
03,Cañar,281396,-2.733333000000000,-78.83333300000000,779546,779652,782552,786126,788890,792690,796238,797284,400518,402865,405520,408033,410217,412743,413482,414204,416121,417887,419772,421355,423403,424116,424833,426667,428668,430689,432173,433775
06,Chimborazo,524004,-1.674347000000000,-78.64829400000001,1585774,1586646,1592438,1599320,1605442,1611366,1617468,1619484,810793,814479,819202,823413,828390,832367,834102,836088,840571,843660,845507,847313,849729,850725,851869,854019,855891,857318,858726,860559
05,Cotopaxi,488716,-0.9333330000000000,-78.61666700000001,1581294,1581550,1586598,1593140,1601390,1609380,1617968,1619962,811017,815494,820670,824835,829277,833239,834547,835228,839915,846259,852484,856043,861301,864021,864520,866386,868626,870479,872478,874627
07,El Oro,715751,-3.266667000000000,-79.96666700000000,2399940,2400210,2407992,2418100,2429564,2440802,2453412,2457728,1230930,1236832,1243230,1248364,1252962,1257395,1259423,1260839,1264607,1268047,1271339,1274984,1279029,1280869,1282017,1285505,1288915,1291709,1294947,1298744
08,Esmeraldas,591083,1.050000000000000,-79.20000000000000,1701126,1701192,1704346,1709326,1714682,1721344,1728420,1732944,869122,874364,879930,884390,888454,891543,893580,894374,897779,902219,905495,908137,910307,911279,911992,914077,916329,918555,921229,923545
20,Galápagos,33042,-0.8000000000000000,-89.40000000000001,140350,140350,140602,140886,141346,141840,142352,142372,71111,71261,71587,71896,72174,72500,72500,72500,72578,72652,72757,72951,73136,73273,73273,73327,73404,73472,73493,73593
09,Guayas,4387434,-2.183333000000000,-79.88333299999999,12877302,12878868,12922368,12973250,13028266,13081124,13131732,13150298,6580734,6608693,6639630,6670180,6697996,6725852,6733755,6738600,6762899,6787666,6810215,6832531,6854773,6861819,6864858,6882286,6899152,6914536,6929826,6944944
